tse_id,url,NM_UE,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
AP-01326/2020,https://noticias.r7.com/prisma/r7-planalto/joao-capi-e-josiel-alcolumbre-estao-empatados-em-macapa-diz-pesquisa-17102020,MACAPÁ,1,P,1,,,CAPI,17,JOSIEL,16,PATRICIA FERRAZ,12,DR FURLAN,11,CIRILO FERNANDES,9,GIANFRANCO,3,PAULO LEMOS,3,GUARACY,2,HAROLDO IRAM,2,PROFESSOR MARCOS,1,,,,,,,,,,
AP-01326/2020,https://noticias.r7.com/prisma/r7-planalto/joao-capi-e-josiel-alcolumbre-estao-empatados-em-macapa-diz-pesquisa-17102020,MACAPÁ,1,P,0,,,CAPI,10,JOSIEL,6,CIRILO FERNANDES,4,PATRICIA FERRAZ,4,CLECIO,3,DR FURLAN,2,,,,,,,,,,,,,,,,,,
PA-09298/2020,http://www.bilhetim.com.br/index.php/artigos/665-eleicoes-belem-edmilson-cai-priante-estaciona,BELÉM,1,P,1,,,EDMILSON RODRIGUES,"29,5",PRIANTE,"15,5",CASSIO ANDRADE,"10,6",EGUCHI,"8,5",THIAGO ARAUJO,"7,4",VAVA MARTINS,"5,8",GUSTAVO SEFER,"3,4",,,,,,,,,,,,,,,,
GO-07354/2020,https://diariodoestadogo.com.br/pesquisa-grupom-jornal-opcao-aponta-empate-tecnico-em-goiania-80565/,GOIÂNIA,1,p,1,,,VANDERLAN,"27,2",MAGUITO,26,ADRIANA ACCORSI,"10,3",ELIAS VAZ,"5,5",MAJOR ARAUJO,4,GUSTAVO GAYER,"3,8",ALLYSON LIMA,"3,6",DRA CRISTINA,3,VIRMONDES CRUVINEL,"1,3",,,,,,,,,,,,
PR-01273/2020,https://www.bemparana.com.br/blog/politicaemdebate/post/greca-comemora-resultado-de-pesquisa-opiniao,CURITIBA,1,P,1,,,RAFAEL GRECA,"45,57",FERNANDO FRANCISCHINI,"7,95",GOURA,"5,66",CHRISTIANE YARED,"3,93",JOAO GUILHERME,"3,2",JOAO ARRUDA,"3,03",CAROL ARNS,"2,13",,,,,,,,,,,,,,,,
