tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
SP-01195/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=32,SP,GUARUJÁ,Prefeito,1,P,1,,,VALTER SUMAN,"48,1",GILBERTO BENZI,"3,8",EDILSON DIAS,"3,4",MAGAIVER,"3,1",DEDE DO ADELIA,"2,9",MIGUEL CALMON,"2,5",VALTER BATISTA,"2,1",RODRIGO BARBOSA,"1,1",,,,,,,,,,,,,,
SP-01039/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=29,SP,MONGAGUÁ,Prefeito,1,P,1,,,RODRIGO CASABRANCA,"33,6",MARCIO CABEÇA,"29,9",RENATO DONATO,"11,4",TIMOTEO,"2,1",MARCELO CONCEIÇÃO,"1,3",,,,,,,,,,,,,,,,,,,,
SP-01039/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=29,SP,MONGAGUÁ,Prefeito,1,P,0,,,MARCIO CABEÇA,"19,4",RODRIGO CASABRANCA,"15,2",RENATO DONATO,"3,5",,,,,,,,,,,,,,,,,,,,,,,,
SP-01039/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=29,SP,MONGAGUÁ,Prefeito,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08938/2020,https://www.santaportal.com.br/noticia/62582-veja-os-resultados-da-pesquisa-em-itanhaem,SP,ITANHAÉM,Prefeito,1,P,0,,,TIAGO CERVANTES,"11,7",CAPITAO GALVAO,"4,8",CRIS FORSSELL,"4,7",MARCELO STRAMA,4,MARCO AURELIO,"3,7",PAULO MUNHOZ,"1,9",CESAR LIMA,1,,,,,,,,,,,,,,,,
SP-08938/2020,https://www.santaportal.com.br/noticia/62582-veja-os-resultados-da-pesquisa-em-itanhaem,SP,ITANHAÉM,Prefeito,1,P,1,,,TIAGO CERVANTES,"19,9",CRIS FORSSELL,"13,1",MARCELO STRAMA,"11,6",CAPITAO GALVAO,"10,8",PETERSON GONZAGA,4,PROFESSORA POLIANA,"3,7",WILSON BRITO,3,PAULO MUNHOZ,"2,9",CESAR LIMA,"1,6",,,,,,,,,,,,
SP-08962/2020,https://santaportal.com.br/noticia/63475-confira-os-resultados-da-pesquisa-santa-cecilia-badra-para-itanhaem,SP,ITANHAÉM,Prefeito,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08962/2020,https://santaportal.com.br/noticia/63475-confira-os-resultados-da-pesquisa-santa-cecilia-badra-para-itanhaem,SP,ITANHAÉM,Prefeito,1,P,0,,,CRIS FORSSELL,"10,1",TIAGO CERVANTES,9,CAPITAO GALVAO,"5,8",MARCELO STRAMA,"4,1",MARCO AURELIO,"2,4",PETERSON GONZAGA,"1,2",PAULO MUNHOZ,1,,,,,,,,,,,,,,,,
SP-08962/2020,https://santaportal.com.br/noticia/63475-confira-os-resultados-da-pesquisa-santa-cecilia-badra-para-itanhaem,SP,ITANHAÉM,Prefeito,1,P,1,,,TIAGO CERVANTES,"18,7",CRIS FORSSELL,"17,2",CAPITAO GALVAO,"10,9",MARCELO STRAMA,"10,6",PETERSON GONZAGA,"3,3",WILSON BRITO,"2,6",PROFESSORA POLIANA,"2,5",PAULO MUNHOZ,"2,2",CESAR LIMA,"1,3",,,,,,,,,,,,
SP-00782/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=25,SP,SANTOS,Prefeito,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00782/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=25,SP,SANTOS,Prefeito,1,P,1,,,ROSANA VALLE,"24,3",BANHA,"9,5",PAULO CORREA,5,RUI DE ROSIS,"4,8",DOUGLAS MARTINS,3,ROGERIO SANTOS,"2,9",JOAO VILLELA,"1,6",IVAN SARTORI,"1,3",,,,,,,,,,,,,,
SP-00782/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=25,SP,SANTOS,Prefeito,1,P,0,,,PAULO ALEXANDRE BARBOSA,"4,9",ROSANA VALLE,"4,9",BANHA,"4,1",PROFESSOR KENNY,2,RUI DE ROSIS,"1,5",ROGERIO SANTOS,"1,4",,,,,,,,,,,,,,,,,,
SP-04131/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=27,SP,PRAIA GRANDE,Prefeito,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04131/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=27,SP,PRAIA GRANDE,Prefeito,1,P,1,,,ALEXANDRE COMIN,"17,6",ALEXANDRE CUNHA,"16,1",JANAINA BALLARIS,"12,5",RAQUEL CHINI,"12,4",DANILO MORGADO,"7,5",MARCO ANTONIO,"2,5",,,,,,,,,,,,,,,,,,
SP-04131/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=27,SP,PRAIA GRANDE,Prefeito,1,P,0,,,ALBERTO MOURAO,"25,8",ALEXANDRE COMIN,"6,7",RAQUEL CHINI,"4,5",ALEXANDRE CUNHA,"4,2",JANAINA BALLARIS,4,DANILO MORGADO,"3,5",ROBERTO,"1,2",,,,,,,,,,,,,,,,
SP-08197/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=34,SP,PERUÍBE,Prefeito,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08197/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=34,SP,PERUÍBE,Prefeito,1,P,1,,,EMER,19,CABO ANDERSON,"12,9",ALEX MATOS,"11,2",LUIZ MAURICIO,"11,2",BARROS,"10,6",JANAINA CORREA,5,KAIO LIMA,3,,,,,,,,,,,,,,,,
SP-08197/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=34,SP,PERUÍBE,Prefeito,1,P,0,,,EMER,"10,9",LUIZ MAURICIO,"9,3",GILSON BARGIERI,"4,4",CABO ANDERSON,"3,6",BARROS,"2,6",ALEX MATOS,"2,1",KAIO LIMA,"1,1",,,,,,,,,,,,,,,,
SP-03976/2020,https://santaportal.com.br/noticia/63473-pesquisa-santa-cecilia-badra-mostra-os-favoritos-em-peruibe,SP,PERUÍBE,Prefeito,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-03976/2020,https://santaportal.com.br/noticia/63473-pesquisa-santa-cecilia-badra-mostra-os-favoritos-em-peruibe,SP,PERUÍBE,Prefeito,1,P,0,,,EMER,"7,6",LUIZ MAURICIO,"7,3",ALEX MATOS,"5,8",CABO ANDERSON,"4,3",BARROS,"3,6",GILSON BARGIERI,"3,6",KAIO LIMA,"2,2",,,,,,,,,,,,,,,,
SP-03976/2020,https://santaportal.com.br/noticia/63473-pesquisa-santa-cecilia-badra-mostra-os-favoritos-em-peruibe,SP,PERUÍBE,Prefeito,1,P,1,,,LUIZ MAURICIO,"16,6",ALEX MATOS,14,EMER,"13,6",CABO ANDERSON,10,BARROS,"9,3",KAIO LIMA,"4,4",JANAINA CORREA,"2,1",,,,,,,,,,,,,,,,
SP-08899/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=26,SP,SÃO VICENTE,Prefeito,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08899/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=26,SP,SÃO VICENTE,Prefeito,1,P,1,,,PEDRO GOUVEA,"24,7",KAYO AMADO,"22,5",SOLANGE FREITAS,"13,7",BILI,"2,9",VALQUIRIO MARTINS,"2,7",ANALIA MARIA DA SILVA,"1,2",MONICA BATALHA,"1,1",,,,,,,,,,,,,,,,
SP-08899/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=26,SP,SÃO VICENTE,Prefeito,1,P,0,,,PEDRO GOUVEA,"15,9",KAYO AMADO,"11,8",SOLANGE FREITAS,"4,5",VALQUIRIO MARTINS,"1,7",MARCIO FRANÇA,"1,1",,,,,,,,,,,,,,,,,,,,
PA-05488/2020,https://www.facebook.com/diariopedrosa/posts/3241785889275732,PA,SOURE,Prefeito,1,P,1,,,GUTO,"55,8",NIC,"20,4",TOBIAS,"10,7",MELEM,"3,4",,,,,,,,,,,,,,,,,,,,,,
PA-05488/2020,https://www.facebook.com/diariopedrosa/posts/3241785889275732,PA,SOURE,Prefeito,1,P,0,,,GUTO,"39,3",NIC,"9,3",TOBIAS,"4,6",MELEM,"1,2",,,,,,,,,,,,,,,,,,,,,,
BA-00170/2020,https://www.interativapn.com/2020/08/tiago-venancio-amplia-vantagem-e-segue.html,BA,PONTO NOVO,Prefeito,1,P,1,,,TIAGO VENANCIO,"54,43",THIAGO GILLENO,"35,76",,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05349/2020,https://coisasdeitupeva.com.br/pesquisa-mostra-intencao-de-voto-para-prefeito-em-itupeva/,SP,ITUPEVA,Prefeito,1,P,1,,,MARCAO MARCHI,"27,1",ROGERIO CAVALIN,"14,7",ERI CAMPOS,"13,9",ELIVELTON,"4,7",ALMIR GONÇALVES,"3,5",LUIZINHO CHAVEIRO,"2,7",,,,,,,,,,,,,,,,,,
GO-06706/2020,https://excelencianoticias.com.br/2020/08/07/pre-candidato-a-prefeito-alysson-napoles-alcanca-123-na-preferencia-do-eleitorado-em-colinas-do-sul/,GO,COLINAS DO SUL,Prefeito,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-00099/2020,https://www.facebook.com/tenhoditoRJ/posts/991493247955311,SC,ARAQUARI,Prefeito,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-09288/2020,https://portalopoder.com.br/wp-content/uploads/2020/09/RESULTADO_ITACOATIARA.pdf,AM,ITACOATIARA,Prefeito,1,P,1,,,MARIO ABRAHIM,"34,5",MAMOUD AMED,21,CABO MACIEL,"14,3",ANTONIO PEIXOTO,"6,4",DON MARQUES,5,,,,,,,,,,,,,,,,,,,,
AM-07632/2020,https://www.gazetadopovo.com.br/republica/pesquisas-eleicoes-2020-capitais/,AM,MANAUS,Prefeito,1,P,,,,AMAZONINO MENDES,"31,7",DAVID ALMEIDA,"12,3",JOSE RICARDO,"5,5",CAPITAO ALBERTO NETO,"4,8",SERAFIM CORREA,"4,5",DEBORA MAFRA,"4,3",MARCOS ROTTA,4,ALFREDO NASCIMENTO,"3,8",JOSUE NETO,"2,3",HISSA ABRAHAO,"1,9",RICARDO NICOLAU,"1,6",,,,,,,,
TO-05765/2020,https://www.primeirapagina.to/noticias/pesquisa-aponta-empate-tecnico-nas-eleicoes-em-palmas-para-seis-pre-candidatos/,TO,PALMAS,Prefeito,1,P,1,,,CINTHIA RIBEIRO,14,JUNIOR GEO,12,VANDA MONTEIRO,10,ATAIDES OLIVEIRA,9,MILTON NERIS,8,VICENTINHO JUNIOR,8,MARCELO LELIS,4,OSIRES DAMASO,4,TIAGO ANDRINO,4,ALAN BARBIERO,2,GIL BARISON,1,JOAO HELDER VILELA,1,GERMANA PIRES,1,,,,
BA-07061/2020,https://www.caraibasfm.com.br/2020/09/07/pesquisa-em-ibitita-aponta-afonso-mendonca-com-46-de-preferencia-do-eleitorado/,BA,IBITITÁ,Prefeito,1,P,,,,AFONSO MENDONÇA,"46,48",NILVINHA,"40,02",,,,,,,,,,,,,,,,,,,,,,,,,,
AM-06784/2020,http://portalprojeta.com.br/2020/08/04/pesquisa-do-instituto-projeta-aponta-1o-turno-indefinido-para-prefeitura-de-manaus/,AM,MANAUS,Prefeito,1,P,1,,,AMAZONINO MENDES,"24,82",DAVID ALMEIDA,"12,35",JOSE RICARDO,"8,56",ALFREDO NASCIMENTO,"6,79",MARCOS ROTTA,"5,9",JOSUE NETO,"4,5",CAPITAO ALBERTO NETO,"4,5",CHICO PRETO,"3,74",SERAFIM CORREA,"3,21",CAROLINE BRAZ,"1,97",ROMERO REIS,"1,24",RICARDO NICOLAU,"1,16",CORONEL MENEZES,"1,01",,,,
AM-05372/2020,https://www.portalam24h.com/politica/pesquisa-aponta-crescimento-de-david-almeida-e-amazonino-na-disputa-pela-prefeitura-de-manaus/,AM,MANAUS,Prefeito,1,P,1,,,AMAZONINO MENDES,"27,9",DAVID ALMEIDA,"16,1",JOSE RICARDO,"7,7",MARCOS ROTTA,"5,7",ALFREDO NASCIMENTO,"3,6",CAPITAO ALBERTO NETO,"3,4",RICARDO NICOLAU,"2,9",CORONEL MENEZES,"2,8",CHICO PRETO,"2,3",,,,,,,,,,,,
AM-05372/2020,https://www.portalam24h.com/politica/pesquisa-aponta-crescimento-de-david-almeida-e-amazonino-na-disputa-pela-prefeitura-de-manaus/,AM,MANAUS,Prefeito,1,P,0,,,AMAZONINO MENDES,"5,7",DAVID ALMEIDA,"5,2",JOSE RICARDO,1,,,,,,,,,,,,,,,,,,,,,,,,
SP-02519/2020,https://www.facebook.com/lpinformativo/?pageid=396196494137409&ftentidentifier=1014890642267988&padding=0,SP,LARANJAL PAULISTA,Prefeito,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-03154/2020,https://www.rodrigomatarazzo.com/noticia/19536/pesquisa-aponta-araujo-como-favorito-para-prefeito-em-jacutinga.html,MG,JACUTINGA,Prefeito,1,P,1,,,MELQUIADES DE ARAUJO,"57,04",DARCI CARDOSO,"16,08",DR. GILMAR,"4,07",,,,,,,,,,,,,,,,,,,,,,,,
TO-02882/2020,http://www.ocoletivo.com.br/noticia-59750-pesquisa-avox-o-coletivo-mostra-cen-rio-embolado-em-palmas-depois-da-entrada-de-eli-borges-na-disput,TO,PALMAS,Prefeito,1,P,1,,,CINTHIA RIBEIRO,15,VANDA MONTEIRO,11,ELI BORGES,11,VICENTINHO JUNIOR,10,MILTON NERIS,10,JUNIOR GEO,9,GIL BARISON,7,ATAIDES OLIVEIRA,7,TIAGO ANDRINO,4,MARCELO LELIS,2,,,,,,,,,,
BA-05296/2020,https://itapicurufm.com.br/index.php/2020/09/02/filadelfia-pesquisa-aponta-lideranca-de-louro-maia/,BA,FILADÉLFIA,Prefeito,1,P,,,,LOURO MAIA,"45,24",ODEJONES BARBOSA,"24,78",,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05113/2020,https://www.facebook.com/tribunadopovo/posts/2814387468783955,SP,ILHABELA,Prefeito,1,P,1,,,TONINHO COLUCCI,"54,4",GRACINHA,11,LUIZINHO DA ILHA,"6,5",IRE JULIANE,6,DR ALBERTO ORRO,2,ULISSES MOREIRA,"1,5",VALDIR VERISSIMO,1,KIKO ILHABELA,1,DITINHO ILHABELA,1,,,,,,,,,,,,
GO-01937/2020,https://www.facebook.com/adibeliasoficial/photos/a.1429381220677850/2786342174981741/,GO,CATALÃO,Prefeito,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-07987/2020,https://gazetaamazonica.com.br/08/09/2020/pesquisa-mostra-lideranca-de-japones-sobre-as-intencoes-de-voto-em-vilhena/,RO,VILHENA,Prefeito,1,P,1,,,EDUARDO JAPONES,"38,3",ROSANI DONADON,"27,4",CORONEL RILDO,"6,9",DARCI CERUTTI,"4,2",PAULO SERGIO ARGAMAZON,"1,8",,,,,,,,,,,,,,,,,,,,
BA-00889/2020,"https://www.metro1.com.br/noticias/politica/95589,bruno-reis-lidera-intencao-de-voto-em-salvador-mostra-pesquisa-realtime-bigdata",BA,SALVADOR,Prefeito,1,P,1,,,BRUNO REIS,30,PASTOR SARGENTO ISIDORIO,11,LIDICE DA MATA,11,DENICE SANTIAGO,4,CEZAR LEITE,3,BACELAR,2,ELEUSA CORONEL,1,,,,,,,,,,,,,,,,
AL-06399/2020,https://www.correiodosmunicipios-al.com.br/2020/08/pesquisa-mostra-lideranca-de-flavio-do-chico-da-granja-em-feira-grande/,AL,FEIRA GRANDE,Prefeito,1,P,1,,,FLAVIO DO CHICO DA GRANJA,55,VERIDIANO ALMIR,26,FLAVIO MAURICIO,3,ANA LUCIA,2,CAPITAO HILTON,1,,,,,,,,,,,,,,,,,,,,
AL-06399/2020,https://www.correiodosmunicipios-al.com.br/2020/08/pesquisa-mostra-lideranca-de-flavio-do-chico-da-granja-em-feira-grande/,AL,FEIRA GRANDE,Prefeito,1,P,0,,,FLAVIO DO CHICO DA GRANJA,42,VERIDIANO ALMIR,17,FLAVIO MAURICIO,2,ANA LUCIA,1,CAPITAO HILTON,1,,,,,,,,,,,,,,,,,,,,
BA-00011/2020,https://euclidesdacunha.com/2020/08/29/pesquisa-aponta-vitoria-de-silvania-em-monte-santo/,BA,MONTE SANTO,Prefeito,1,P,1,,,SILVANIA,"48,57",VANDO,"38,22",LUIS COSTA,"2,71",,,,,,,,,,,,,,,,,,,,,,,,
BA-00011/2020,https://euclidesdacunha.com/2020/08/29/pesquisa-aponta-vitoria-de-silvania-em-monte-santo/,BA,MONTE SANTO,Prefeito,1,P,0,,,SILVANIA,"46,97",VANDO,"37,9",LUIS COSTA,"2,55",,,,,,,,,,,,,,,,,,,,,,,,
ES-07607/2020,https://eshoje.com.br/pesquisa-aponta-favoritismo-de-gandini-e-rejeicao-de-joao-coser/,ES,VITÓRIA,Prefeito,1,P,1,,,GANDINI,"20,83",C. ASSUNÇÃO,"13,17",LUIZ PAULO,"10,5",JOAO COSER,"9,17",PAZOLINI,"8,67",NEUZINHA OLIVEIRA,"7,67",CORONEL NILTON,"5,83",SERGIO SA,3,,,,,,,,,,,,,,
ES-07607/2020,https://eshoje.com.br/pesquisa-aponta-favoritismo-de-gandini-e-rejeicao-de-joao-coser/,ES,VITÓRIA,Prefeito,1,P,0,,,GANDINI,4,JOAO COSER,2,PAZOLINI,"1,83",C. ASSUNÇÃO,"1,67",LUIZ PAULO,1,CORONEL NILTON,1,,,,,,,,,,,,,,,,,,
GO-04258/2020,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-goiania-agosto-2020/,GO,GOIÂNIA,Prefeito,1,P,1,,,IRIS REZENDE,26,ADRIANA ACCORSI,23,FRANCISCO JUNIOR,9,MAJOR ARAUJO,6,ELIAS VAZ,6,ALYSSON LIMA,5,MANU JACOB,3,TALLES BARRETO,3,VIRMONDES CRUVINEL,3,DRA CRISTINA,2,FABIO JUNIOR,2,PAULINHO GRAUS,2,CHARLES BENTO,1,FELIZBERTO TAVARES,1,MARIA ESTER,1
AM-03768/2020,https://perspectiva.inf.br/eleicoes-2020/60-ainda-nao-sabem-em-quem-votar-para-prefeito-de-manaus/,AM,MANAUS,Prefeito,1,P,1,,,AMAZONINO MENDES,"27,4",DAVID ALMEIDA,"15,3",JOSE RICARDO,"7,9",CAP. ALBERTO NETO,6,MARCOS ROTTA,"4,9",ALFREDO NASCIMENTO,"4,4",RICARDO NICOLAU,3,CHICO PRETO,"2,9",JOSUE NETO,"2,8",HISSA ABRAHAO,"2,7",CEL MENEZES,"1,7",,,,,,,,
AM-03768/2020,https://perspectiva.inf.br/eleicoes-2020/60-ainda-nao-sabem-em-quem-votar-para-prefeito-de-manaus/,AM,MANAUS,Prefeito,1,P,0,,,AMAZONINO MENDES,"10,5",DAVID ALMEIDA,"6,2",JOSE RICARDO,"3,4",CAP. ALBERTO NETO,1,,,,,,,,,,,,,,,,,,,,,,
PR-04183/2020,https://www.paranapesquisas.com.br/pesquisas/pesquisa-curitiba-eleicoes-municipais-de-2020-e-aprovacao-das-administracoes-federal-estadual-e-municipal-setembro-2020/,PR,CURITIBA,Prefeito,1,P,1,,,RAFAEL GRECA,40,NEY LEPREVOST,"10,9",GUSTAVO FRUET,"9,9",DELEGADO FRANCISCHINI,"8,1",CHRISTIANE YARED,"4,1",LUIZAO,"3,6",CIDA BORGHETTI,"2,3",JOAO GUILHERME DO NOVO,"1,8",CAROLINE ARNS,"1,6",,,,,,,,,,,,
PR-04183/2020,https://www.paranapesquisas.com.br/pesquisas/pesquisa-curitiba-eleicoes-municipais-de-2020-e-aprovacao-das-administracoes-federal-estadual-e-municipal-setembro-2020/,PR,CURITIBA,Prefeito,1,P,0,,,RAFAEL GRECA,"16,8",NEY LEPREVOST,"2,1",GUSTAVO FRUET,"1,9",DELEGADO FRANCISCHINI,"1,4",,,,,,,,,,,,,,,,,,,,,,
MA-01846/2020,https://www.blogsoestado.com/danielmatos/2020/09/02/eleicoes-2020-pesquisa-aponta-empate-tecnico-em-paco-do-lumiar/,MA,PAÇO DO LUMIAR,"Prefeito, Vereador",1,P,0,,,PAULA,"12,8",FRED CAMPOS,"12,4",,,,,,,,,,,,,,,,,,,,,,,,,,
AL-08148/2020,https://folhadealagoas.com.br/2020/09/04/eleicoes-2020-atevaldo-cabral-lidera-em-ouro-branco-aponta-pesquisa/,AL,OURO BRANCO,"Prefeito, Vereador",1,P,1,,,ATEVALDO CABRAL,"41,5",DENYSE,27,SANDRO AMORIM,7,,,,,,,,,,,,,,,,,,,,,,,,
AL-08148/2020,https://folhadealagoas.com.br/2020/09/04/eleicoes-2020-atevaldo-cabral-lidera-em-ouro-branco-aponta-pesquisa/,AL,OURO BRANCO,"Prefeito, Vereador",1,P,0,,,ATEVALDO CABRAL,"22,5",DENYSE,15,SANDRO AMORIM,4,,,,,,,,,,,,,,,,,,,,,,,,
MA-04740/2020,https://joaobadeco.com/2020/08/31/notas-sobre-a-pesquisa-eleitoral-de-colinas/,MA,COLINAS,"Prefeito, Vereador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-07976/2020,https://centraldenoticias.radio.br/pesquisa-empate-entre-oposicao-e-edvan-brandao-pode-mudar-o-rumo-das-eleicoes-em-bacabal/,MA,BACABAL,"Prefeito, Vereador",1,P,1,,,EDVAN BRANDAO,"41,5",EXPEDITO JR,"25,5",CORONEL EGIDIO,16,,,,,,,,,,,,,,,,,,,,,,,,
PA-04330/2020,https://blogdobranco.com/pesquisa-doxa-em-canaa-aproxima-os-numeros-da-realidade/,PA,CANAÃ DOS CARAJÁS,"Prefeito, Vereador",1,P,1,,,JEAN,"48,2",JOSEMIRA,"26,8",ZE BATISTA,5,HARILDO,"4,8",,,,,,,,,,,,,,,,,,,,,,
PA-04330/2020,https://blogdobranco.com/pesquisa-doxa-em-canaa-aproxima-os-numeros-da-realidade/,PA,CANAÃ DOS CARAJÁS,"Prefeito, Vereador",1,P,0,,,JEAN,"26,4",JOSEMIRA,"13,2",ZE BATISTA,"3,3",HARILDO,"3,3",,,,,,,,,,,,,,,,,,,,,,
MA-09043/2020,https://www.zecasoares.com/2020/08/28/junior-xavier-lidera-pesquisa-em-bernardo-do-mearim/,MA,BERNARDO DO MEARIM,"Prefeito, Vereador",1,P,1,,,JUNIOR XAVIER,67,LEIA PEREIRA,14,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04040/2020,https://gilbertoleda.com.br/2020/09/07/pesquisa-exata-vanessa-maia-se-consolidada-em-pedreiras/,MA,PEDREIRAS,"Prefeito, Vereador",1,P,1,,,DR. HUMBERTO,31,VANESSA MAIA,27,ANTONIO FRANÇA,18,PRISCILA LOURO,9,ASSAIANTE,3,BRUNO CURVINA,3,,,,,,,,,,,,,,,,,,
AL-06437/2020,https://arapiraca.7segundos.com.br/noticias/2020/08/06/156209-pesquisa-em-taquarana-indica-lideranca-de-davi-teofilo-na-disputa-pela-prefeitura,AL,TAQUARANA,"Prefeito, Vereador",1,P,,,,DAVI TEOFILO,41,GERALDO CICERO,31,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-06594/2020,https://www.oeirasemfoco.com.br/noticia/2629/instituto-credibilidade-divulga-pesquisa-para-santa-rosa-do-piaui,PI,SANTA ROSA DO PIAUÍ,"Prefeito, Vereador",1,P,1,,,EDGAR CASTELO BRANCO,"47,33",VERISSIMO SIQUEIRA,39,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-06594/2020,https://www.oeirasemfoco.com.br/noticia/2629/instituto-credibilidade-divulga-pesquisa-para-santa-rosa-do-piaui,PI,SANTA ROSA DO PIAUÍ,"Prefeito, Vereador",1,P,0,,,EDGAR CASTELO BRANCO,"46,67",VERISSIMO SIQUEIRA,38,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-00851/2020,http://portaltodeolho.com/2020/09/pesquisa-gil-paraibano-lidera-com-6356-para-prefeito-em-picos/,PI,PICOS,"Prefeito, Vereador",1,P,1,,,GIL PARAIBANO,"63,56",ARAUJINHO,"18,67",CEL. VIANA,"7,78",JR. NOBRE,"2,67",GLAUBER SILVA,"1,78",,,,,,,,,,,,,,,,,,,,
PI-02655/2020,https://www.cidadesemfoco.com/pesquisa-aponta-lideranca-isolada-de-ademar-em-sao-jose-do-piaui/,PI,SÃO JOSÉ DO PIAUÍ,"Prefeito, Vereador",1,P,1,,,ADEMAR BEZERRA,"56,67",ADAILZO FERREIRA,"25,33",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-08096/2020,http://www.jacuipenoticias.com/politica/agosto-2020/pesquisa-amelia.html,BA,AMÉLIA RODRIGUES,"Prefeito, Vereador",1,P,1,,,JOAO BAHIA,"42,2",PAULO FALCAO,"24,6",MARIO DO PT,"4,2",FERNANDO ATAIDE,"2,2",,,,,,,,,,,,,,,,,,,,,,
MA-08089/2020,https://jailsonmendes.com.br/inop-registra-pesquisa-para-divulgar-na-proxima-quinta-em-matinha-veja-questionario/,MA,MATINHA,"Prefeito, Vereador",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05841/2020,https://www.novanews.com.br/noticias/politica/com-aprovacao-de-83-60-em-jatei-eraldo-jorge-e-o-favorito-na-corrida-eleitoral,MS,JATEÍ,"Prefeito, Vereador",1,P,0,,,ERALDO,"62,4",BORRACHA,"10,8",TIQUINHO,"1,2",,,,,,,,,,,,,,,,,,,,,,,,
MS-05841/2020,https://www.novanews.com.br/noticias/politica/com-aprovacao-de-83-60-em-jatei-eraldo-jorge-e-o-favorito-na-corrida-eleitoral,MS,JATEÍ,"Prefeito, Vereador",1,P,1,,,ERALDO,"71,2",BORRACHA,"17,2",,,,,,,,,,,,,,,,,,,,,,,,,,
MA-05565/2020,https://gilbertoleda.com.br/2020/09/04/pesquisa-aponta-carrinho-como-lider-na-disputa-pela-prefeitura-de-viana/,MA,VIANA,"Prefeito, Vereador",1,P,1,,,CARRINHO,"43,2",DR. JOEL,"13,9",LUCIMAR,"13,4",MAGRADO,"12,8",BILL LOPES,"3,3",JUCA,"1,4",,,,,,,,,,,,,,,,,,
MA-05565/2020,https://gilbertoleda.com.br/2020/09/04/pesquisa-aponta-carrinho-como-lider-na-disputa-pela-prefeitura-de-viana/,MA,VIANA,"Prefeito, Vereador",1,P,0,,,CARRINHO,"31,1",MAGRADO,"9,6",DR. JOEL,"8,7",LUCIMAR,"7,7",BILL LOPES,"1,1",,,,,,,,,,,,,,,,,,,,
RN-05219/2020,https://hi-in.facebook.com/blogosamigosdaonca/posts/3102945299754348,RN,SANTO ANTÔNIO,"Prefeito, Vereador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-03165/2020,https://blogafonte.com.br/2020/08/06/jornal-agora-rn-divulga-pesquisa-exatus-em-lagoa-nova-luciano-santos-lidera-intencoes-de-voto/,RN,LAGOA NOVA,"Prefeito, Vereador",1,P,0,,,LUCIANO SANTOS,"44,3",HELIO COSTA,"19,8",ERIVAN,"4,8",VAL ARAUJO,"3,5",SGT JEAN CARLOS,"2,5",,,,,,,,,,,,,,,,,,,,
