tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,part1,cand2,resul2,part2,cand3,resul3,part3,cand4,resul4,part4,cand5,resul5,part5,cand6,resul6,part6,cand7,resul7,part7,cand8,resul8,part8,cand9,resul9,part9,cand10,resul10,part10,cand11,resul11,part11,cand12,resul12,part12,cand13,resul13,part13,cand14,resul14,part14,cand15,resul15,part15,unnamed: 55,unnamed: 56,unnamed: 57,unnamed: 58,unnamed: 59,unnamed: 60,unnamed: 61,unnamed: 62,unnamed: 63,unnamed: 64,unnamed: 65,unnamed: 66,unnamed: 67,unnamed: 68,unnamed: 69,unnamed: 70,unnamed: 71,unnamed: 72,unnamed: 73,unnamed: 74,unnamed: 75,unnamed: 76,unnamed: 77,unnamed: 78,unnamed: 79,unnamed: 80,unnamed: 81,unnamed: 82,unnamed: 83,unnamed: 84,unnamed: 85,unnamed: 86,unnamed: 87,unnamed: 88,unnamed: 89,unnamed: 90,unnamed: 91,unnamed: 92,unnamed: 93,unnamed: 94,unnamed: 95,unnamed: 96,unnamed: 97,unnamed: 98,unnamed: 99,unnamed: 100,unnamed: 101,unnamed: 102,unnamed: 103,unnamed: 104,unnamed: 105,unnamed: 106,unnamed: 107,unnamed: 108,unnamed: 109,unnamed: 110,unnamed: 111,unnamed: 112,unnamed: 113,unnamed: 114,unnamed: 115,unnamed: 116,unnamed: 117,unnamed: 118,unnamed: 119,unnamed: 120,unnamed: 121,unnamed: 122,unnamed: 123,unnamed: 124,unnamed: 125,unnamed: 126,unnamed: 127,unnamed: 128,unnamed: 129,unnamed: 130,unnamed: 131,unnamed: 132,unnamed: 133
MS-06028/2020,https://www.agorams.com.br/pesquisa-aponta-barbosinha-como-preferido-do-eleitor-para-a-prefeitura-de-dourados/,MS,DOURADOS,"Prefeito, Vereador",1.0,P,0.0,,,JOSE CARLOS BARBOSA,"14,2",,MARÇAL FILHO,"8,4",,DELIA RAZUK,"5,6",,RENATO CAMARA,"4,8",,GERALDO RESENDE,2,,ALAN GUEDES,"1,6",,MURILO ZAUITH,"1,4",,RODOLFO NOGUEIRA,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-06028/2020,https://www.agorams.com.br/pesquisa-aponta-barbosinha-como-preferido-do-eleitor-para-a-prefeitura-de-dourados/,MS,DOURADOS,"Prefeito, Vereador",1.0,P,1.0,,,JOSE CARLOS BARBOSA,"28,6",,RENATO CAMARA,"9,4",,DELIA RAZUK,"8,2",,ALAN GUEDES,5,,DANIELA HALL,2,,JEFERSON BEZERRA,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-06739/2020,https://www.correiodoms.com.br/noticias/municipios/pesquisa-mostra-empate-tecnico-entre-paulo-duarte-e-marcelo-iunes-em-corumba,MS,CORUMBÁ,"Prefeito, Vereador",1.0,V,0.0,,,YOUSSEF,3,,JOSE TADEU VIEIRA,"2,75",,GABRIEL,"2,5",,CHICAO VIANA,"2,25",,MANOEL RODRIGUES,2,,ROBERTO FAÇANHA,"1,75",,JURUNA,"1,5",,BUXEXA,"1,25",,SABATEL,1,,LUCIANO COSTA,1,PT,PAULO BERTINI,1,,SYLMA DE LIMA,1,,HELINHO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-06739/2020,https://www.correiodoms.com.br/noticias/municipios/pesquisa-mostra-empate-tecnico-entre-paulo-duarte-e-marcelo-iunes-em-corumba,MS,CORUMBÁ,"Prefeito, Vereador",1.0,P,1.0,,,MARCELO IUNES,"31,5",,PAULO DUARTE,"28,75",,GABRIEL,"9,25",PSD,ELANO HOLANDA,"6,25",PSL,LIGIA BARUKI,"3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-06739/2020,https://www.correiodoms.com.br/noticias/municipios/pesquisa-mostra-empate-tecnico-entre-paulo-duarte-e-marcelo-iunes-em-corumba,MS,CORUMBÁ,"Prefeito, Vereador",1.0,P,0.0,,,MARCELO IUNES,"16,5",,PAULO DUARTE,13,,GABRIEL,"2,5",PSD,ELANO HOLANDA,"1,5",PSL,BIA CAVASSA,"1,25",PSDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-07769/2020,http://www.acritica.net/editorias/politica/ranking-divulga-primeira-pesquisa-de-intencao-de-votos-da-eleicao-para/462298/,MS,NIOAQUE,"Prefeito, Vereador",1.0,P,1.0,,,VALDIR JUNIOR,"61,33",,ILCA CORRAL,16,,DOMINIQUE,"4,33",,WENDELL MEDEIROS,"3,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-07769/2020,http://www.acritica.net/editorias/politica/ranking-divulga-primeira-pesquisa-de-intencao-de-votos-da-eleicao-para/462298/,MS,NIOAQUE,"Prefeito, Vereador",1.0,P,0.0,,,VALDIR JUNIOR,"28,67",,ILCA CORRAL,"10,33",,DOMINIQUE,"1,67",,WENDELL MEDEIROS,"1,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-09885/2020,https://folhams.com.br/2020/07/31/justica-multa-instituto-por-divulgacao-de-pesquisa-fraudulenta-em-corumba/,MS,CORUMBÁ,Prefeito,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-09983/2020,https://www.correiodoms.com.br/noticias/municipios/com-3130-david-vincensi-lidera-disputa-pela-prefeitura-de-rio-brilhante,MS,RIO BRILHANTE,"Prefeito, Vereador",1.0,P,1.0,,,DAVID VINCENSI,"31,3",PSD,DONATO LOPES,"16,38",PSDB,LUIZ ROGERIO,"15,16",DEM,CAROL FRACASSO,"12,22",PRTB,RAULZINHO,"2,69",PT,JOAO PEDRO,"2,44",MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-00831/2020,https://www.omaispositivo.com.br/pesquisa-aponta-cenario-politico-indefinido-para-eleicoes-deste-ano-em-barra-do-garcas/,MT,BARRA DO GARÇAS,"Prefeito, Vereador",1.0,P,0.0,,,ADILSON GONÇALVES,"12,22",PSD,PAULO RAYE,"9,72",PROS,SANDRO DA CATHEDRAL,"7,98",PODEMOS,WELINGTON MARCOS,"1,99",DEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-00831/2020,https://www.omaispositivo.com.br/pesquisa-aponta-cenario-politico-indefinido-para-eleicoes-deste-ano-em-barra-do-garcas/,MT,BARRA DO GARÇAS,"Prefeito, Vereador",1.0,P,1.0,,,ADILSON GONÇALVES,"23,69",PSD,PAULO RAYE,"21,95",PROS,SANDRO DA CATHEDRAL,"15,46",PODEMOS,WELINGTON MARCOS,"8,23",DEM,DOMINGOS SAVIO,"2,49",PRTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-03034/2020,http://www.folhadecaiaponia.com.br/readnews.php?recordID=958,MT,PONTAL DO ARAGUAIA,Prefeito,1.0,P,0.0,,,ADELCINO LOPO,"25,57",MDB,LEANDRO DA AUTO ESCOLA,"10,16",PSB,GERSON ROSA,"8,19",,DOMICIANO DO,"5,9",,JAIR JUNIOR,"5,57",,LUCIANO COSTA,"3,6",,CLAUDIO TOTO,"2,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-03034/2020,http://www.folhadecaiaponia.com.br/readnews.php?recordID=958,MT,PONTAL DO ARAGUAIA,Prefeito,1.0,P,1.0,,,ADELCINO LOPO,"34,1",MDB,LEANDRO DA AUTO ESCOLA,"14,43",PSB,GERSON ROSA,"11,8",,DOMICIANO DO,"9,51",,JAIR JUNIOR,"9,51",,LUCIANO COSTA,"5,25",,CLAUDIO TOTO,"2,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-04693/2020,https://www.folhadecaiaponia.com.br/readnews.php?recordID=959,MT,BARRA DO GARÇAS,Prefeito,1.0,P,0.0,,,PAULO RAYE,"16,67",PROS,WELINGTON MARCOS,"13,57",DEM,ADILSON GONÇALVES,"11,9",PSD,SANDRO SAGGIN,"3,81",PODEMOS,DOMINGOS SAVIO,"2,86",PRTB,EDIVALDO PEREIRA,"2,62",PCDOB,WENDEL LACERDA,"2,14",DC,ROBERTO FARIAS,"1,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-04693/2020,https://www.folhadecaiaponia.com.br/readnews.php?recordID=959,MT,BARRA DO GARÇAS,Prefeito,1.0,P,1.0,,,PAULO RAYE,"24,29",PROS,WELINGTON MARCOS,"20,24",DEM,ADILSON GONÇALVES,"18,09",PSD,SANDRO SAGGIN,"6,19",PODEMOS,DOMINGOS SAVIO,"3,81",PRTB,EDIVALDO PEREIRA,"3,81",PCDOB,WENDEL LACERDA,"3,33",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-06155/2020,https://www.folhadecaiaponia.com.br/readnews.php?recordID=979,MT,BARRA DO GARÇAS,Prefeito,1.0,P,0.0,,,PAULO RAYE,"17,38",PROS,WELINGTON MARCOS,"15,24",DEM,ADILSON GONÇALVES,"12,38",PSD,DOMINGOS SAVIO,"3,10",PRTB,SANDRO SAGGIN,"2,61",PODEMOS,EDIVALDO PEREIRA,"1,43",PCDOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-06155/2020,https://www.folhadecaiaponia.com.br/readnews.php?recordID=979,MT,BARRA DO GARÇAS,Prefeito,1.0,P,1.0,,,PAULO RAYE,"24,05",PROS,WELINGTON MARCOS,"22,38",DEM,ADILSON GONÇALVES,20,PSD,DOMINGOS SAVIO,"4,76",PRTB,SANDRO SAGGIN,"4,05",PODEMOS,EDIVALDO PEREIRA,"2,38",PCDOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-09115/2020,https://semana7.com.br/politica/raye-welinton-e-adilson-continuam-embolados-na-ponta-diz-nova-pesquisa/6482,MT,BARRA DO GARÇAS,Prefeito,1.0,V,1.0,,,MURILO VALOES,"3,1",,RONAIR NUNES,"3,1",,JAIME,"2,2",,PEBINHA,"2,2",,VINICIUS TINAN,2,,NETO,2,,GUINHA,"1,8",,GARRINCHA,"1,8",,PAULO RAYE,"1,8",,DOMINGOS SAVIO,"1,5",,RAPPA,"1,3",,JULIO CESAR,"1,3",,SIVIRINO,"1,3",,JAJA,"1,3",,PEDRO FILHO,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-09115/2020,https://semana7.com.br/politica/raye-welinton-e-adilson-continuam-embolados-na-ponta-diz-nova-pesquisa/6482,MT,BARRA DO GARÇAS,Prefeito,1.0,P,1.0,,,PAULO RAYE,"19,2",PROS,WELINGTON MARCOS,"17,6",DEM,ADILSON GONÇALVES,"16,1",PSD,DOMINGOS SAVIO,"4,8",PRTB,SANDRO SAGGIN,"2,2",,EDVALDO PEREIRA,"1,8",PCDOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-09115/2020,https://semana7.com.br/politica/raye-welinton-e-adilson-continuam-embolados-na-ponta-diz-nova-pesquisa/6482,MT,BARRA DO GARÇAS,Prefeito,1.0,P,0.0,,,PAULO RAYE,"12,8",PROS,WELINGTON MARCOS,"11,9",DEM,ADILSON GONÇALVES,"11,5",PSD,DOMINGOS SAVIO,"3,3",PRTB,ROBERTO FARIAS,"2,9",,EDVALDO PEREIRA,"1,3",PCDOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-01634/2020,https://www.carajasojornal.com.br/noticias/item/18938-eleicoes-2020-em-redencao-pesquisa-aponta-vitoria-de-mario-moreira-e-carlos-eduardo-ficaria-em-segundo-lugar.html,PA,REDENÇÃO,Prefeito,1.0,P,0.0,,,MARIO MOREIRA,"20,6",PSC,CARLOS EDUARDO,"7,8",,WILLIAN DO POTENCIA,"6,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-01634/2020,https://www.carajasojornal.com.br/noticias/item/18938-eleicoes-2020-em-redencao-pesquisa-aponta-vitoria-de-mario-moreira-e-carlos-eduardo-ficaria-em-segundo-lugar.html,PA,REDENÇÃO,Prefeito,1.0,P,1.0,,,MARIO MOREIRA,"36,1",PSC,CARLOS EDUARDO,"16,2",,WILLIAN DO POTENCIA,"14,2",,RICARDO PULL,"5,2",,RENER,2,,JPC,3,,IRAPUAN,3,,AFIF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02384/2020,https://wwwblogdoxarope.blogspot.com/2020/07/mdb-lidera-pesquisa-para-prefeito-de.html,PA,MOJUÍ DOS CAMPOS,"Prefeito, Vereador",1.0,P,1.0,,,MARCO ANTONIO,"46,2",MDB,IZAILTON SOUSA,"26,6",PSDB,JUVENAL ARRUDA,"13,9",DEM,EMERSON SILVEIRA,"5,1",PSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02384/2020,https://wwwblogdoxarope.blogspot.com/2020/07/mdb-lidera-pesquisa-para-prefeito-de.html,PA,MOJUÍ DOS CAMPOS,"Prefeito, Vereador",1.0,P,0.0,,,MARCO ANTONIO,"34,8",MDB,IZAILTON SOUSA,"15,8",PSDB,JUVENAL ARRUDA,"6,3",DEM,EMERSON SILVEIRA,"1,9",PSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-03192/2020,https://www.jesocarneiro.com.br/politica/macarrao-lidera-todos-os-cenarios-em-pesquisa-para-prefeito-de-novo-progresso.html,PA,NOVO PROGRESSO,"Prefeito, Vereador",1.0,P,1.0,,,MACARRAO,"36,7",PL,MADALENA HOFFMANN,"21,3",PSDB,GELSON DIL,"7,1",MDB,FIDENCIO,"7,1",PSDB,NEGO DO BENTO,"6,5",PROS,DENIS MACEDO,"4,7",,MARCONI,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-03192/2020,https://www.jesocarneiro.com.br/politica/macarrao-lidera-todos-os-cenarios-em-pesquisa-para-prefeito-de-novo-progresso.html,PA,NOVO PROGRESSO,"Prefeito, Vereador",1.0,P,0.0,,,MACARRAO,"26,6",PL,MADALENA HOFFMANN,"7,7",PSDB,GELSON DIL,"2,4",MDB,NEGO DO BENTO,"1,8",PROS,FIDENCIO,"1,8",PSDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-03957/2020,https://www.pesquisasdoxa.com/post/mario-moreira-lidera-pesquisa-em-redencao,PA,REDENÇÃO,"Prefeito, Vereador",1.0,P,0.0,,,MARIO MOREIRA,"19,5",,CARLOS EDUARDO,"11,4",,WILLIAN DA POTENCIA,"8,9",,JPC,4,,RENNER,"3,7",,RICARDO PULL,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-03957/2020,https://www.pesquisasdoxa.com/post/mario-moreira-lidera-pesquisa-em-redencao,PA,REDENÇÃO,"Prefeito, Vereador",1.0,P,1.0,,,MARIO MOREIRA,"34,8",,WILLIAN DO POTENCIA,"21,9",,CARLOS EDUARDO,"21,7",,RENNER,"9,4",,RICARDO PULL,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-04509/2020,https://www.jesocarneiro.com.br/politica/gilsinho-lidera-com-quase-58-e-deve-ser-prefeito-de-uruara-pela-2a-vez.html,PA,URUARÁ,"Prefeito, Vereador",1.0,P,1.0,,,GILSINHO BRANDAO,"57,94",MDB,CID,"13,27",PSB,ELCIR,"4,37",PSL,MANUEL DA CASA BRANCA,"4,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-04509/2020,https://www.jesocarneiro.com.br/politica/gilsinho-lidera-com-quase-58-e-deve-ser-prefeito-de-uruara-pela-2a-vez.html,PA,URUARÁ,"Prefeito, Vereador",1.0,P,0.0,,,GILSINHO BRANDAO,"46,2",MDB,CID,4,PSB,ELCIR,"2,8",PSL,ERALDO PIMENTA,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-06425/2020,https://wwwblogdoxarope.blogspot.com/2020/07/em-vitoria-do-xingu-josy-amaral-mantem.html,PA,VITÓRIA DO XINGU,"Prefeito, Vereador",1.0,P,0.0,,,JOSY AMARAL,37,MDB,MARCIO DA MEGA,"14,5",PSB,VANDO,"4,4",,MURILO SOUSA,"3,8",SOLIDARIEDADE,CAETANO,"2,8",,PRETINHO,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-06425/2020,https://wwwblogdoxarope.blogspot.com/2020/07/em-vitoria-do-xingu-josy-amaral-mantem.html,PA,VITÓRIA DO XINGU,"Prefeito, Vereador",1.0,P,1.0,,,JOSY AMARAL,49,MDB,MARCIO DA MEGA,17,PSB,MURILO SOUSA,7,,NENGO TAXISTA,4,,VEREADOR AMARAL,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-06669/2020,https://www.an10.com.br/noticias/para/primeira-pesquisa-doxa-registrada-em-mae-do-rio-mostra-o-atual-prefeito-como-o-grande-favorito/,PA,MÃE DO RIO,"Prefeito, Vereador",1.0,P,1.0,,,DOIDO RABELO,"33,2",,BADEL,"20,7",,SOYAR,"10,5",,NANA,"8,6",,LEIA,"4,1",,LILIANE,"2,3",,WALTER,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-06669/2020,https://www.an10.com.br/noticias/para/primeira-pesquisa-doxa-registrada-em-mae-do-rio-mostra-o-atual-prefeito-como-o-grande-favorito/,PA,MÃE DO RIO,"Prefeito, Vereador",1.0,P,0.0,,,DOIDO RABELO,"17,7",,BADEL,"8,6",,NANA,"2,6",,SOYAR,"1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-06717/2020,https://www.romanews.com.br/cidade/pesquisa-aponta-o-cenario-de-pre-candidaturas-em-belem-e-quais-nomes/86359/,PA,BELÉM,"Prefeito, Vereador",1.0,P,1.0,,,EDMILSON RODRIGUES,"29,7",PSOL,SIMAO JATENE,"9,8",PSDB,EDER MAURO,"7,1",PSD,URSULA VIDAL,"6,9",PODEMOS,CASSIO ANDRADE,"6,3",PSB,THIAGO ARAUJO,"5,8",CIDADANIA,ARNALDO JORDY,"3,2",CIDADANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-06717/2020,https://www.zedudu.com.br/as-vesperas-de-uma-provavel-indicacao-cassio-andrade-fala-de-seus-planos-para-belem/,PA,BELÉM,"Prefeito, Vereador",1.0,P,0.0,,,EDMILSON RODRIGUES,"7,7",PSOL,SIMAO JATENE,"4,1",PSDB,EDER MAURO,"3,3",PSD,URSULA VIDAL,"2,7",PODEMOS,CASSIO ANDRADE,"2,6",PSB,THIAGO ARAUJO,"1,8",CIDADANIA,ARNALDO JORDY,"1,7",CIDADANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-07377/2020,https://pebinhadeacucar.com.br/eleicoes-em-canaa-pesquisa-aponta-que-jean-carlos-segue-na-lideranca-para-prefeito-com-525/,PA,CANAÃ DOS CARAJÁS,Prefeito,1.0,P,0.0,,,JEAN CARLOS,"22,2",,JOSEMIRA,"7,6",,ARILDO NERES,"2,1",,ZE BATISTA,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-07377/2020,https://pebinhadeacucar.com.br/eleicoes-em-canaa-pesquisa-aponta-que-jean-carlos-segue-na-lideranca-para-prefeito-com-525/,PA,CANAÃ DOS CARAJÁS,Prefeito,1.0,P,1.0,,,JEAN CARLOS,"52,5",,JOSEMIRA,"16,1",,ZE BATISTA,"5,1",,ARILDO NERES,"4,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-07912/2020,https://www.an10.com.br/cidades/santana-do-araguaia/santana-do-araguaia-pesquisa-revela-que-ze-do-quinca-seria-reeleito-com-4207-e-eduardo-da-machado-fica-em-segundo-lugar-com-2848/,PA,SANTANA DO ARAGUAIA,"Prefeito, Vereador",1.0,P,0.0,,,ZE DO QUINCA,"31,4",PL,EDUARDO DE MACHADO,"18,8",MDB,NILTON MILTAO,"5,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-07912/2020,https://www.an10.com.br/cidades/santana-do-araguaia/santana-do-araguaia-pesquisa-revela-que-ze-do-quinca-seria-reeleito-com-4207-e-eduardo-da-machado-fica-em-segundo-lugar-com-2848/,PA,SANTANA DO ARAGUAIA,"Prefeito, Vereador",1.0,P,1.0,,,ZE DO QUINCA,"42,07",PL,EDUARDO DE MACHADO,"28,48",MDB,NILTON MILTAO,"11,65",,GOIANINHO,"1,94",PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB-03081/2020,https://www.maispb.com.br/477924/pesquisa-redemais-opiniao-bruno-e-inacio-polarizam-disputa-em-campina.html,PB,CAMPINA GRANDE,Prefeito,1.0,P,1.0,,,BRUNO CUNHA LIMA,"15,8",PSD,INACIO FALCAO,"14,3",PCDOB,TATIANA,"10,5",MDB,ANA CLAUDIA VITAL DO REGO,8,PODEMOS,TOVAR CORREIA LIMA,7,PSDB,ARTUR BOLINHA,"4,3",PSL,FABIO MAIA,"1,5",PSB,LUCAS RIBEIRO,"1,5",PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB-03801/2020,https://www.maispb.com.br/479308/sousa-fabio-tyrone-larga-com-435-e-tem-o-dobro-do-2o-colocado-confira.html,PB,SOUSA,Prefeito,1.0,P,0.0,,,FABIO TYRONE,"33,3",CIDADANIA,ANDRE GADELHA,"5,8",MDB,ZE CELIO,5,PSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
