id_pesq,info_muni,url,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
RN-02583/2020,NATAL,http://www.ibopeinteligencia.com.br/noticias-e-pesquisas/prefeito-alvaro-dias-comeca-disputa-pela-reeleicao-em-natal-isolado-na-lideranca/,1,P,1,,,ALVARO DIAS,33,KELPS LIMA,12,HERMANO MORAIS,6,CARLOS ALBERTO,4,DELEGADO SERGIO LEOCADIO,3,CORONEL AZEVEDO,2,FERNANDO FREITAS,2,SENADOR JEAN,2,JAIDY OLIVEIRA,1,ROSALIA FERNANDES,1,CORONEL HELIO OLIVEIRA,1,FERNANDO PINTO,1,,,,,,
PR-08260/2020,CURITIBA,http://www.ibopeinteligencia.com.br/noticias-e-pesquisas/candidato-a-reeleicao-rafael-greca-lidera-com-vantagem-a-disputa-pela-prefeitura-de-curitiba/,1,P,1,,,RAFAEL GRECA,47,FERNANDO FRANCISCHINI,6,GOURA,5,CHRISTIANE YARED,3,JOAO ARRUDA,3,PROFESSORA SAMARA,2,CAMILA LANES,1,CAROL ARNS,1,DIOGO FURTADO,1,DR JOAO GUILHERME DO NOVO,1,MARISA LOBO,1,PAULO OPUSZKA,1,PROFESSOR MOCELLIN,1,ZE BONI,1,,
BA-03105/2020,SALVADOR,http://www.ibopeinteligencia.com.br/noticias-e-pesquisas/disputa-pela-prefeitura-de-salvador-tem-bruno-reis-liderando-com-ampla-vantagem/,1,P,1,,,BRUNO REIS,42,PASTOR SARGENTO ISIDORIO,10,MAJOR DENICE,6,OLIVIA,6,BACELAR,5,CEZAR LEITE,3,HILTON COELHO,2,RODRIGO PEREIRA,1,,,,,,,,,,,,,,
CE-04835/2020,ARACATI,https://www.ibopeinteligencia.com/noticias-e-pesquisas/neste-momento-a-disputa-pela-prefeitura-de-aracati-tem-bismark-maia-na-lideranca-com-ampla-vantagem/,1,P,1,,,BISMARCK MAIA,70,CAETANO NETO,13,EVALDO SILVA,5,ANTONIO QUIRINO,1,,,,,,,,,,,,,,,,,,,,,,
