id_pesq,info_muni,url,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
PE-06498/2020,RECIFE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-07953/2020,CARIRIAÇU,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-06658/2020,CURURUPU,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-04646/2020,COARACI,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02100/2020,BREJO GRANDE DO ARAGUAIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-08355/2020,JABOTI,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-04217/2020,CARMO,https://jornaldaregiao.com/nova-pesquisa-eleitoral-confirma-vantagem-de-sergio-soares-no-carmo/,1,P,1,,1,SERGIO SOARES,"63,76",MEMEL,"32,15",FABI GULÃO,"2,18",JOSE EUGENIO,"1,91",,,,,,,,,,,,,,,,,,,,,,
SC-06727/2020,CRICIÚMA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-07752/2020,FIRMINÓPOLIS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-01241/2020,PERDIZES,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-07185/2020,PIRACANJUBA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-01767/2020,BELÉM,https://saviobarbosa.com.br/pesquisa-mostra-que-edmilson-segue-em-primeiro-lugar-e-em-segundo-priante-na-disputa-pela-prefeitura-de-belem/,1,P,1,,,EDMILSON RODRIGUES,"34,2",PRIANTE,"11,3",CASSIO ANDRADE,"5,8",VAVA MARTINS,"5,6",THIAGO ARAUJO,"4,6",MARIO COUTO,"4,2",EVERALDO EGUCHI,"2,1",GUSTAVO SEFER,"1,6",GUILHERME LESSA,"1,1",,,,,,,,,,,,
PR-00057/2020,TOLEDO,https://www.jornaldooeste.com.br/toledo/justica-eleitoral-impede-divulgacao-de-pesquisa-eleitoral-em-toledo,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-09296/2020,CASCAVEL,https://www.alertaparana.com.br/noticia/8546/na-pesquisa-do-voxdata-cascavel-tera-turno-unico,1,P,0,,,LEONALDO PARANHOS,32,MARCIO PACHECO,10,EVANDRO ROMAN,4,PAULO PORTO,2,INES DE PAULA,1,EDGAR BUENO,1,,,,,,,,,,,,,,,,,,
PR-09296/2020,CASCAVEL,https://www.alertaparana.com.br/noticia/8546/na-pesquisa-do-voxdata-cascavel-tera-turno-unico,1,P,1,,,LEONALDO PARANHOS,45,MARCIO PACHECO,14,EVANDRO ROMAN,5,PAULO PORTO,5,JUAREZ BERTE,1,MAJOR ARSENIO,1,CARLOS MORAES,1,INES DE PAULA,1,,,,,,,,,,,,,,
MG-06531/2020,VESPASIANO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-04392/2020,MÃE DO RIO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-02886/2020,BARRO ALTO,http://sertaobaiano.com.br/noticia/orlando-tem-preferencia-de-526-do-eleitorado-de-barro-alto,1,P,0,,,ORLANDO AMORIM,49,DADE OLIVEIRA,"36,5",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-02886/2020,BARRO ALTO,http://sertaobaiano.com.br/noticia/orlando-tem-preferencia-de-526-do-eleitorado-de-barro-alto,1,P,1,,,ORLANDO AMORIM,"52,6",DADE OLIVEIRA,"39,6",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-05850/2020,BOQUIRA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-09960/2020,ÉRICO CARDOSO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06721/2020,PONTO NOVO,http://bonfimnoticias.com/site/2020/09/28/eleicoes-em-ponto-novo-nova-pesquisa-registrada-no-tse-confirma-mais-uma-vez-a-lideranca-de-tiago-venancio-e-simone-silva/,1,P,1,,,TIAGO VENANCIO,"56,25",TIAGO GILLENO,"37,89",,,,,,,,,,,,,,,,,,,,,,,,,,
MG-07012/2020,CAMPOS GERAIS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-02724/2020,VILA NOVA DOS MARTÍRIOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-03402/2020,SÃO JOSÉ DE RIBAMAR,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-03667/2020,PARAMIRIM,https://www.paramirimagora.com.br/2020/09/26/divulgada-a-terceira-pesquisa-eleitoral-para-prefeito-de-paramirim/,1,P,1,,,GILBERTO BRITO,"54,7",DR. JÚLIO,"36,8",,,,,,,,,,,,,,,,,,,,,,,,,,
MT-05221/2020,QUERÊNCIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-09724/2020,RECIFE,https://www.blogdanoeliabrito.com/2020/09/pesquisa-marilia-arraes-e-delegada.html,1,P,1,,,MARILIA ARRAES,"19,8",DELEGADA PATRÍCIA,"18,2",MENDONÇA FILHO,14,JOÃO CAMPOS,12,MARCO AURÉLIO,"1,5",ALBERTO FEITOSA,"1,2",,,,,,,,,,,,,,,,,,
MG-05117/2020,CAMANDUCAIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-04148/2020,MAUÉS,https://bncamazonas.com.br/rapidinhas/pesquisa-diz-que-junior-leite-seria-reeleito-em-maues/,1,P,,,,JUNIOR LEITE,"51,3",ALFREDO ALMEIDA,"27,2",,,,,,,,,,,,,,,,,,,,,,,,,,
SP-09801/2020,SANTOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-08586/2020,RIO DE JANEIRO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01416/2020,SANTO ANTÔNIO DO PINHAL,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01078/2020,ILHA COMPRIDA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06426/2020,PÉ DE SERRA,https://informebaiano.com.br/179323/politica/pe-de-serra-antonio-joilson-lidera-com-4927-das-intencoes-de-voto,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-00803/2020,CONCEIÇÃO DA FEIRA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-02827/2020,RIO SONO,https://folhadojalapao.com.br/itair-martins-lidera-com-66-das-intencoes-de-voto-em-rio-sono/,1,P,1,,,ITAIR MARTINS,"68,1",JOAO NETO,"24,3",,,,,,,,,,,,,,,,,,,,,,,,,,
TO-02827/2020,RIO SONO,https://folhadojalapao.com.br/itair-martins-lidera-com-66-das-intencoes-de-voto-em-rio-sono/,1,P,0,,,ITAIR MARTINS,66,JOAO NETO,"24,3",,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08417/2020,ARAMINA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-04812/2020,CATALÃO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-09430/2020,CRICIÚMA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-03284/2020,MARACAJÁ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-03853/2020,COCAL DO SUL,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-05005/2020,SANTANA DO MATOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-09956/2020,RIO DE JANEIRO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-07900/2020,SÃO SEBASTIÃO DO TOCANTINS,https://bico24horas.com.br/noticia/adriano-dispara-e-e-favorito-a-reeleicao-em-sao-sebastiao-do-tocantins-aponta-pesquisa-cbp/22407,1,P,1,,,ADRIANO,"61,76",RIAN BARBOSA,"25,2",,,,,,,,,,,,,,,,,,,,,,,,,,
PA-05648/2020,BELÉM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-09350/2020,LAGARTO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-03891/2020,ANÁPOLIS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-03517/2020,MANAUS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-01549/2020,LINDOESTE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-05804/2020,PAÇO DO LUMIAR,https://maiobaotv.com.br/index.php/2020/09/27/fred-campos-lidera-disputa-em-paco-com-11-pontos-a-mais-que-paula-da-pindoba/,1,P,1,,,FRED CAMPOS,33,PAULA AZEVEDO,22,KARLA MARIA,9,FRANCISCO NETO,8,GILBERTO AROSO,5,BAMAL DO IGUAIBA,3,EDNALDO MOURA,2,,,,,,,,,,,,,,,,
RJ-08624/2020,RIO DE JANEIRO,https://www.paranapesquisas.com.br/wp-content/uploads/2020/09/M%C3%ADdiaRJ_Set2020.pdf,1,P,1,,,EDUARDO PAES,"25,1",CRIVELLA,"13,6",MARTHA ROCHA,"11,8",BENEDITA DA SILVA,"7,3",BANDEIRA DE MELLO,"3,6",CLARISSA GAROTINHO,"2,2",LUIZ LIMA,"1,9",RENATA SOUZA,"1,6",CYRO GARCIA,1,,,,,,,,,,,,
RJ-08624/2020,RIO DE JANEIRO,https://www.paranapesquisas.com.br/wp-content/uploads/2020/09/M%C3%ADdiaRJ_Set2020.pdf,1,P,0,,,EDUARDO PAES,"15,8",CRIVELLA,"5,7",MARTHA ROCHA,"2,5",BENEDITA DA SILVA,"1,5",BANDEIRA DE MELLO,1,MARCELO FREIXO,1,,,,,,,,,,,,,,,,,,
PI-03589/2020,NOSSA SENHORA DOS REMÉDIOS,https://m.gp1.com.br/noticias/dr-ze-fernando-6033-e-pedro-filho-28-aponta-instituto-opinar-486799.html,1,P,0,,,DR ZE FERNANDO,"55,33",PEDRO FILHO,23,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-03589/2020,NOSSA SENHORA DOS REMÉDIOS,https://m.gp1.com.br/noticias/dr-ze-fernando-6033-e-pedro-filho-28-aponta-instituto-opinar-486799.html,1,P,1,,,DR ZE FERNANDO,"60,33",PEDRO FILHO,28,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-00134/2020,PEDRA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-01416/2020,CANAÃ DOS CARAJÁS,https://portalcanaa.com.br/site/eleicoes-2020/nova-pesquisa-mostra-polarizacao-entre-jean-carlos-e-josemira-gadelha-em-canaa-dos-carajas/,1,P,0,,,JEAN CARLOS,"32,6",JOSEMIRA,"18,8",JUNIOR SUPER,"1,2",,,,,,,,,,,,,,,,,,,,,,,,
PA-01416/2020,CANAÃ DOS CARAJÁS,https://portalcanaa.com.br/site/eleicoes-2020/nova-pesquisa-mostra-polarizacao-entre-jean-carlos-e-josemira-gadelha-em-canaa-dos-carajas/,1,P,1,,,JEAN CARLOS,"44,6",JOSEMIRA,"27,4",JUNIOR SUPER,"2,3",,,,,,,,,,,,,,,,,,,,,,,,
MA-01806/2020,PIRAPEMAS,https://atual7.com/noticias/politica/2020/09/fernando-cutrim-lidera-disputa-em-pirapemas-aponta-econometrica/,1,P,1,,,FERNANDO CUTRIM,"55,9",NONATINHO FRAZAO,"31,4",NETO JHONES,"1,6",,,,,,,,,,,,,,,,,,,,,,,,
MA-01806/2020,PIRAPEMAS,https://atual7.com/noticias/politica/2020/09/fernando-cutrim-lidera-disputa-em-pirapemas-aponta-econometrica/,1,P,0,,,FERNANDO CUTRIM,"50,5",NONATINHO FRAZAO,"25,9",NETO JHONES,"1,1",,,,,,,,,,,,,,,,,,,,,,,,
RN-09585/2020,SERRA DE SÃO BENTO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-08142/2020,TERESINA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04644/2020,SANTA LUZIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-05863/2020,SERRANO DO MARANHÃO,https://blogdominard.com.br/2020/09/val-cunha-dispara-em-pesquisa-em-serrano-do-maranhao/,1,P,0,,,VAL,59,ZANA,13,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-05863/2020,SERRANO DO MARANHÃO,https://blogdominard.com.br/2020/09/val-cunha-dispara-em-pesquisa-em-serrano-do-maranhao/,1,P,1,,,VAL,70,ZANA,17,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-05579/2020,PICOS,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-04428/2020,PIRIPIRI,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-00755/2020,TERESINA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-05369/2020,FLORES DO PIAUÍ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-00721/2020,BAIXA GRANDE DO RIBEIRO,https://180graus.com/pesquisa-eleitoral/amostragem-baixa-grande-do-ribeiro-jose-luis-tem-53-aldi-39-e-joel-0-67,1,P,1,,,DR JOSÉ LUIS,53,ALDI BORGES,"39,33",,,,,,,,,,,,,,,,,,,,,,,,,,
PI-01512/2020,DIRCEU ARCOVERDE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-04085/2020,CALÇADO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-01178/2020,MONSENHOR GIL,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-monsenhor-gil-setembro-eleicoes-2020/,1,P,1,,,JOAO LUIZ,"53,33",PAULO ROBERTO,31,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-03153/2020,MACAÍBA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00770/2020,LAGOA NOVA,https://www.jairsampaio.com/pesquisa-agorasei-lagoa-nova-maioria-de-luciano-santos-tambem-na-espontanea/,1,P,0,,,LUCIANO SANTOS,"44,8",HELIO COSTA,"29,8",JEAN CARLO,2,,,,,,,,,,,,,,,,,,,,,,,,
RN-02800/2020,PARELHAS,https://blogafonte.com.br/2020/09/27/dr-tiago-lidera-pesquisa-para-prefeito-de-parelhas-com-45-das-intencoes-de-voto/,1,P,0,,,DOUTOR TIAGO,"38,2",ALEXANDRE,"30,7",AURELIO,"1,8",,,,,,,,,,,,,,,,,,,,,,,,
RN-02800/2020,PARELHAS,https://blogafonte.com.br/2020/09/27/dr-tiago-lidera-pesquisa-para-prefeito-de-parelhas-com-45-das-intencoes-de-voto/,1,P,1,,,DOUTOR TIAGO,45,ALEXANDRE,"33,3",AURELIO,3,,,,,,,,,,,,,,,,,,,,,,,,
RN-01966/2020,PARNAMIRIM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-01493/2020,BOM JESUS,https://www.portalb1.com/noticia/7490/pesquisa-amostragem-em-bom-jesus-cledja-tem-51-5-e-nestor-37-75-,1,P,0,,,CLEDJA,"44,75",NESTOR ELVAS,"31,75",,,,,,,,,,,,,,,,,,,,,,,,,,
PI-01493/2020,BOM JESUS,https://www.portalb1.com/noticia/7490/pesquisa-amostragem-em-bom-jesus-cledja-tem-51-5-e-nestor-37-75-,1,P,1,,,CLEDJA,"51,5",NESTOR ELVAS,"37,75",IRMAO MAZIM,"1,25",,,,,,,,,,,,,,,,,,,,,,,,
SE-08340/2020,POÇO REDONDO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00265/2020,SENADOR ELÓI DE SOUZA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-03732/2020,ARÊS,https://www.osamigosdaonca.com.br/pesquisa-consult-em-ares-bergson-lidera-com-63-joao-elias-aparece-em-segundo-com-2075-na-estimulada/,1,P,0,,,BERGSON,46,JOAO ELIAS,"13,25",BIRICO,2,,,,,,,,,,,,,,,,,,,,,,,,
RN-03732/2020,ARÊS,https://www.osamigosdaonca.com.br/pesquisa-consult-em-ares-bergson-lidera-com-63-joao-elias-aparece-em-segundo-com-2075-na-estimulada/,1,P,1,,,BERGSON,63,JOAO ELIAS,"20,75",BIRICO,4,,,,,,,,,,,,,,,,,,,,,,,,
RN-09841/2020,CANGUARETAMA,http://tangaraense.com.br/Noticias/eleicoes-2020,1,P,1,,,IRMA LILA,"32,5",WELYSON,"28,5",FRANCISCO DA PAZ,"4,9",GERALDO TORNADO,"4,2",,,,,,,,,,,,,,,,,,,,,,
SE-09411/2020,LAGARTO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-07525/2020,SÃO BENTO DO TRAIRÍ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-09103/2020,BAIXA GRANDE DO RIBEIRO,https://www.oitomeia.com.br/colunas/eleicoes2020/2020/09/27/pesquisa-eleitoral-em-baixa-grande-do-ribeiro-aldir-lidera-com-49-x-dr-jose-tem-40/,1,P,,,,ALDIR BORGES,"49,3",DR JOSE LUIS,"40,3",JOEL DA PIZZARIA,"1,67",,,,,,,,,,,,,,,,,,,,,,,,
RN-03561/2020,IELMO MARINHO,https://blogdeassis.com.br/politica/fernando-lidera-corrida-a-prefeitura-de-ielmo-marinho-com-260-diz-pesquisa-datamob-blog-do-jair-sampaio/190930,1,P,0,,,FERNANDO,25,ROSSANE,17,DR CASSIO,"13,8",FRANCENILSON,"13,3",PADRE FRANKLIN,"1,3",,,,,,,,,,,,,,,,,,,,
RN-03561/2020,IELMO MARINHO,https://blogdeassis.com.br/politica/fernando-lidera-corrida-a-prefeitura-de-ielmo-marinho-com-260-diz-pesquisa-datamob-blog-do-jair-sampaio/190930,1,P,1,,,FERNANDO,26,ROSSANE,"20,3",FRANCENILSON,15,DR CASSIO,14,PADRE FRANKLIN,"1,3",,,,,,,,,,,,,,,,,,,,
RN-01541/2020,SENADOR ELÓI DE SOUZA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-00553/2020,CAMPO MAIOR,https://www.politicadinamica.com/colunas/gustavo-almeida/campo-maior-joaozinho-felix-50-28-ribinha-23-061601304617-15150.html,1,P,1,,,JOAOZINHO FELIX,"50,28",PROFESSOR RIBINHA,"23,06",FERNANDO MIRANDA,"4,44",PROFESSOR DERI,"2,5",WILSON SPINDOLA,"1,67",,,,,,,,,,,,,,,,,,,,
