id_pesq,info_muni,url,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
SP-02577/2020,LUÍS ANTÔNIO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-00716/2020,MARZAGÃO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-07896/2020,IBIRAREMA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04022/2020,BALSAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-07249/2020,GOIÂNIA,https://diariodoestadogo.com.br/diario-do-estado-acerta-resultado-da-pesquisa-serpes-para-goiania-75731/,1,p,1,,,VANDERLAN CARDOSO,"22,3",ADRIANA ACCORSI,"13,3",MAGUITO VILELA,13,,,,,,,,,,,,,,,,,,,,,,,,
GO-07249/2020,GOIÂNIA,https://diariodoestadogo.com.br/diario-do-estado-acerta-resultado-da-pesquisa-serpes-para-goiania-75731/,1,p,0,,,VANDERLAN CARDOSO,"9,2",ADRIANA ACCORSI,"8,2",MAGUITO VILELA,6,,,,,,,,,,,,,,,,,,,,,,,,
SP-01670/2020,PRAIA GRANDE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-03981/2020,BERTIOGA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00092/2020,CUBATÃO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01239/2020,GUARUJÁ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05220/2020,ITANHAÉM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-03065/2020,MONGAGUÁ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05277/2020,PERUÍBE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01960/2020,SÃO VICENTE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-05966/2020,RECIFE,https://www.folhape.com.br/colunistas/folha-politica/em-cenario-ainda-pouco-nitido-marilia-e-joao-campos-empatam/20577/,1,P,1,,,MARILIA ARREAS,22,JOÃO CAMPOS,16,PATRICIA DOMINGOS,14,MENDONÇA FILHO,13,,,,,,,,,,,,,,,,,,,,,,
GO-07909/2020,MINEIROS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-00305/2020,MISSÃO VELHA,http://www.newscariri.com.br/2020/09/dr-lorim-lidera-com-42-a-primeira-pesquisa-eleitoral-de-missao-velha,1,P,0,,,DR LORIM,"39,2",DR WASHINGTON FECHINE,"32,3",,,,,,,,,,,,,,,,,,,,,,,,,,
CE-00305/2020,MISSÃO VELHA,http://www.newscariri.com.br/2020/09/dr-lorim-lidera-com-42-a-primeira-pesquisa-eleitoral-de-missao-velha,1,P,1,,,DR LORIM,"42,3",DR WASHINGTON FECHINE,"31,4",,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04666/2020,BARRA DO CORDA,https://luiscardoso.com.br/politica/2020/09/eleicoes-2020-rigo-teles-dispara-em-nova-pesquisa-e-lidera-com-quase-25-pontos-de-vantagem-em-barra-do-corda/,1,P,1,,,RIGO TELES,"53,8",GIL LOPES,"30,6",JUNIOR DO NENZIN,"3,4",ADAO NUNES,"1,4",,,,,,,,,,,,,,,,,,,,,,
SP-03481/2020,RIBEIRÃO PIRES,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-03195/2020,ALTOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-02926/2020,PAULO RAMOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-00921/2020,FORTALEZA,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-fortaleza-setembro-eleicoes-2020/,1,P,1,,,CAPITAO WAGNER,"34,3",LUIZIANNE LINS,"25,2",HEITOR FERRER,"5,8",SARTO,"4,3",CELIO STUDART,"2,1",RENATO ROSENO,2,,,,,,,,,,,,,,,,,,
BA-09231/2020,LAURO DE FREITAS,https://politicalivre.com.br/2020/09/532-ainda-nao-sabem-em-quem-votar-em-lauro-de-freitas-diz-pa-politica-livre/#gsc.tab=0,1,P,0,,,MOEMA GRAMACHO,"18,2",TEOBALDO DO ATAKAREJO,"10,7",MIRELA MACEDO,"2,7",FELIPE MANASSÉS,1,,,,,,,,,,,,,,,,,,,,,,
BA-09231/2020,LAURO DE FREITAS,https://politicalivre.com.br/2020/09/com-305-moema-gramacho-lidera-disputa-em-lauro-de-freitas-segundo-pa-politica-livre/#gsc.tab=0,1,P,1,,,MOEMA GRAMACHO,"30,5",TEOBALDO DO ATAKAREJO,"18,2",MIRELA MACEDO,"8,7",FELIPE MANASSÉS,"6,7",MARCELO SANTANA,"1,2",,,,,,,,,,,,,,,,,,,,
BA-07021/2020,EUCLIDES DA CUNHA,https://politicalivre.com.br/2020/09/papolitica-livre-aponta-vitoria-de-luciano-pinheiro-em-euclides-da-cunha-com-50/#gsc.tab=0,1,P,0,,,DR. LUCIANO,"42,5",FATIMA NUNES,"30,2",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-07021/2020,EUCLIDES DA CUNHA,https://politicalivre.com.br/2020/09/papolitica-livre-aponta-vitoria-de-luciano-pinheiro-em-euclides-da-cunha-com-50/#gsc.tab=0,1,P,1,,,DR. LUCIANO,50,FATIMA NUNES,"36,7",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-07867/2020,SERRA PRETA,https://www.bahianoticias.com.br/noticia/252918-bnseculos-franklin-leite-lidera-intencoes-de-voto-em-serra-preta.html,1,P,1,,,FRANKLIN,"57,79",DR. KARLOS,"37,25",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-07867/2020,SERRA PRETA,https://www.bahianoticias.com.br/noticia/252918-bnseculos-franklin-leite-lidera-intencoes-de-voto-em-serra-preta.html,1,P,0,,,FRANKLIN,"55,3",DR. KARLOS,"35,89",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-05564/2020,SÃO JOSÉ DO JACUÍPE,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-sao-jose-do-jacuipe-setembro-eleicoes-2002/,1,P,1,,,PERIS,"54,84",CE,"36,56",ERALDO,"1,29",,,,,,,,,,,,,,,,,,,,,,,,
BA-05564/2020,SÃO JOSÉ DO JACUÍPE,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-sao-jose-do-jacuipe-setembro-eleicoes-2002/,1,P,0,,,PERIS,"51,83",CÉ,"38,49",ERALDO,"1,08",,,,,,,,,,,,,,,,,,,,,,,,
PA-04594/2020,NOVO REPARTIMENTO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-07838/2020,RECIFE,https://m.blogs.ne10.uol.com.br/jamildo/2020/09/27/joao-campos-marilia-arraes-e-mendonca-filho-aparecem-empatados-numericamente-na-primeira-colocacao-em-pesquisa-do-democratas/,1,P,1,,,JOAO CAMPOS,20,MARILIA ARRAES,17,MENDONÇA FILHO,16,DELEGADA PATRÍCIA DOMINGOS,11,MARCO AURÉLIO,2,ALBERTO FEITOSA,1,THIAGO SANTOS,1,,,,,,,,,,,,,,,,
RS-08674/2020,ALVORADA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB-06266/2020,SÃO BENTINHO,https://www.hwcomunicacao.com.br/pb-agora-datavox-monica-lidera-disputa-em-sao-bentinho-com-552/,1,P,0,,,MONICA,"47,4",CAPITAO ANDERSON,"30,9",GIOVANA,"2,6",,,,,,,,,,,,,,,,,,,,,,,,
PB-06266/2020,SÃO BENTINHO,https://www.hwcomunicacao.com.br/pb-agora-datavox-monica-lidera-disputa-em-sao-bentinho-com-552/,1,P,1,,,MONICA,"55,2",CAPITAO ANDERSON,34,,,,,,,,,,,,,,,,,,,,,,,,,,
PB-04105/2020,PIANCÓ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-07388/2020,JUNDIÁ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-07776/2020,PEDRA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
