id_pesq,info_muni,url,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
BA-01009/2020,CARDEAL DA SILVA,https://www.bahianoticias.com.br/municipios/noticia/22572-bn-seculus-mariane-mercuri-e-favorita-a-reeleicao-em-cardeal-da-silva.html,1,P,1,,,MARIANE,,"49,02",MISSINHA,"3,92",ROBINHO,"1,96",,,,,,,,,,,,,,,,,,,,,,,
BA-08470/2020,FEIRA DE SANTANA,https://www.bahianoticias.com.br/noticia/252678-bn-seculus-em-feira-ze-neto-e-colbert-dividem-lideranca-na-disputa-eleitoral.html,1,P,1,,,COLBERT,"35,88",ZE NETO,"32,25",CARLOS GEILSON,"10,25",DAYANE PIMENTEL,"9,75",ROBERTO TOURINHO,"2,88",CARLOS MEDEIROS,"2,5",,,,,,,,,,,,,,,,,,
BA-08470/2020,FEIRA DE SANTANA,https://www.bahianoticias.com.br/noticia/252678-bn-seculus-em-feira-ze-neto-e-colbert-dividem-lideranca-na-disputa-eleitoral.html,1,P,0,,,ZE NETO,"30,63",COLBERT,"30,63",CARLOS GEILSON,"8,88",ROBERTO TOURINHO,"1,5",DAYANE PIMENTEL,"5,88",CARLOS MEDEIROS,1,,,,,,,,,,,,,,,,,,
ES-07887/2020,DIVINO DE SÃO LOURENÇO,https://www.facebook.com/Ipopespesquisas/photos/a.655725221164808/4362193663851260/?type=3&theater,1,P,1,,,RONALDO BORGES,"35,48",ELEARDO BRASIL,"28,46",LAUDINEIA DO MUTUCA,"11,31",,,,,,,,,,,,,,,,,,,,,,,,
MA-08429/2020,MONÇÃO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-03296/2020,ITABORAÍ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-04318/2020,CABO FRIO,https://plantaoenfoco.com.br/politica/pesquisa-jose-bonifacio-sai-na-frente-em-cabo-frio/,1,P,0,,,JOSE BONIFACIO,"15,9",DR SERGINHO,"9,6",MARQUINHOS MENDES,"2,8",ALAIR CORREA,"2,8",TENENTE MAURO BERNARD,"2,8",AQUILES BARRETO,"1,5",DR. ADRIANO,"1,5",BOLSONARO,"1,2",,,,,,,,,,,,,,
RJ-04318/2020,CABO FRIO,https://plantaoenfoco.com.br/politica/pesquisa-jose-bonifacio-sai-na-frente-em-cabo-frio/,1,P,1,,,JOSE BONIFACIO,"23,5",DR SERGINHO,"14,5",CORONEL RUY FRANÇA,"4,7",AQUILES BARRETO,"4,7",DR ADRIANO,"3,5",MAGDALA FURTADO,"2,7",DIRLEI PEREIRA,"2,6",JEFFERSON VIDAL,"1,9",,,,,,,,,,,,,,
SP-07010/2020,CARAGUATATUBA,https://www.leiaogazeta.com.br/pesquisa-antecipa-cenario-embolado-em-caragua/,1,P,1,,,AGUILAR JUNIOR,"24,5",CORONEL STANELIS,11,MATEUS VENEZIANI,"10,5",DENNIS GUERRA,4,ALVARO ALENCAR,"3,5",ANDERSON GUEIROS,2,JOSE MELLO,2,,,,,,,,,,,,,,,,
SP-07010/2020,CARAGUATATUBA,https://www.leiaogazeta.com.br/pesquisa-antecipa-cenario-embolado-em-caragua/,1,P,1,,,ANTONIO CARLOS,35,AGUILAR JUNIOR,23,CORONEL STANELIS,"7,5",DENNIS GUERRA,3,ALVARO ALENCAR,2,ANDERSON GUEIROS,1,JOSE MELLO,1,,,,,,,,,,,,,,,,
SC-08585/2020,CHAPECÓ,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-chapeco-setembro-2020/,1,P,1,,,JOAO RODRIGUES,"36,64",PEDRO UCZAI,"16,61",CLEITON FOSSA,"16,44",LUCIANO STOBE,"3,25",LEO GRANZOTTO,"3,08",,,,,,,,,,,,,,,,,,,,
SC-08585/2020,CHAPECÓ,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-chapeco-setembro-2020/,1,P,0,,,JOAO RODRIGUES,"12,5",PEDRO UCZAI,"1,88",CLEITON FOSSA,"1,19",LUCIANO BUGLIGON,"1,19",,,,,,,,,,,,,,,,,,,,,,
RN-00504/2020,JUCURUTU,https://edsondantas.com/?p=69005,1,P,1,,,LEONCIO,"1,2",PABLO,"1,7",VALDIR MEDEIROS,"23,9",IOGO QUEIROZ,"42,9",,,,,,,,,,,,,,,,,,,,,,
RN-00504/2020,JUCURUTU,https://edsondantas.com/?p=69005,1,P,0,,,VALDIR,"20,9",IOGO QUEIROZ,"37,2",,,,,,,,,,,,,,,,,,,,,,,,,,
SC-04155/2020,FORQUILHINHA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-03288/2020,IÇARA,https://www.4oito.com.br/noticia/icara-dalvania-estavel-alex-e-arnaldinho-avancam-35410,1,P,1,,,AGENOR BOMBEIRO,"3,8",ALEX MICHELS,"26,2",ARNALDO LODETTI,"18,2",DALVANIA CARDOSO,"38,2",DIONISIO ALANO,"2,2",MARCOS VISCARDI,1,,,,,,,,,,,,,,,,,,
SC-03288/2020,IÇARA,https://www.4oito.com.br/noticia/icara-dalvania-estavel-alex-e-arnaldinho-avancam-35410,1,P,0,,,DALVANIA CARDOSO,"19,4",ALEX MICHELS,"13,4",ARNALDINHO LODETTI,"8,2",,,,,,,,,,,,,,,,,,,,,,,,
GO-01021/2020,SÃO DOMINGOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-01872/2020,CANOAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-04525/2020,SÃO DOMINGOS DO ARAGUAIA,https://correiodecarajas.com.br/elizane-soares-segue-na-frente-na-disputa-a-prefeito-de-sao-domingos-com-472/,1,P,0,,,ELIZANE SOARES,"28,6",DIKA,"20,9",,,,,,,,,,,,,,,,,,,,,,,,,,
PA-04525/2020,SÃO DOMINGOS DO ARAGUAIA,https://correiodecarajas.com.br/elizane-soares-segue-na-frente-na-disputa-a-prefeito-de-sao-domingos-com-472/,1,P,1,,,ELIZANE SOARES,"47,2",DIKA,"25,1",,,,,,,,,,,,,,,,,,,,,,,,,,
SP-03354/2020,BERTIOGA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05327/2020,GUARUJÁ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-03307/2020,BELÉM,https://bacana.news/eleicoes-2020-veja-o-resultado-da-ultima-pesquisa-eleitoral-para-prefeito-de-belem/,1,p,1,,,GUSTAVO SEFER,1,KLEBER RABELO,"1,3",THIAGO ARAUJO,"2,7",CASSIO ANDRADE,"4,9",MARIO COUTO,7,VAVA MARTINS,"7,6",PRIANTE,"9,7",EDMILSON,35,,,,,,,,,,,,,,
PA-03307/2020,BELÉM,https://bacana.news/eleicoes-2020-veja-o-resultado-da-ultima-pesquisa-eleitoral-para-prefeito-de-belem/,1,p,0,,,MARIO COUTO,1,CASSIO ANDRADE,"1,3",VAVA MARTINS,"1,8",PRIANTE,"3,9",EDMILSON,"16,6",,,,,,,,,,,,,,,,,,,,
SP-01750/2020,ARAÇARIGUAMA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-08220/2020,BOM REPOUSO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-05604/2020,ITABAIANA,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-itabaiana-sergipe-setembro-2020-2/,1,P,1,,,ADAILTON SOUSA,"45,9",EDSON PASSOS,"14,6",CARMINHA MENDONÇA,"14,4",OLIVIER CHAGAS,"4,4",,,,,,,,,,,,,,,,,,,,,,
SE-05604/2020,ITABAIANA,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-itabaiana-sergipe-setembro-2020-2/,1,P,0,,,ADAILTON SOUSA,29,EDSON PASSOS,"6,3",CARMINHA MENDONÇA,"4,8",OLIVIER CHAGAS,"1,3",VALMIR FRANCISQUINHO,"1,1",,,,,,,,,,,,,,,,,,,,
MA-04408/2020,BURITIRANA,https://www.blogdaangra.com.br/noticia/2874/tony-brandao-lidera-corrida-eleitoral-ruma-a-prefeitura-de-buritirana,1,P,1,,,TONY BRANDAO,58,NETO DO SUPERMERCADO,28,JERRY ADELMO,2,PROF SILVANETE,1,,,,,,,,,,,,,,,,,,,,,,
MT-07654/2020,CANARANA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-01428/2020,MANAUS,https://m2news.com.br/noticia/12281/pontual-diz-que-amazonino-permanece-na-frente-no-primeiro-e-segundo-turno-em-manaus,1,P,1,,,AMAZONINO MENDES,"31,6",DAVID ALMEIDA,"15,8",ALBERTO NETO,"6,8",JOSE RICARDO,"6,7",ALFREDO NASCIMENTO,"5,5",CHICO PRETO,"2,6",CORONEL ALFREDO MENEZES,"2,5",JOSUE NETO,"2,5",RICARDO NICOLAU,"1,2",ROMERO REIS,1,,,,,,,,,,
BA-04242/2020,ENTRE RIOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-04009/2020,SERRA DO RAMALHO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-04143/2020,COARACI,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01500/2020,SÃO JOSÉ DA BELA VISTA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-09475/2020,UBERABA,https://noticias.r7.com/eleicoes-2020/uberaba-tem-empate-tecnico-entre-delegado-heli-grilo-e-tony-carlos-14092020,1,P,0,,,DELEGADO HELI GRILO,5,TONY CARLOS,4,ELISA ARAUJO,2,THIAGO MARISCAL,2,KAKA SE LIGA,1,,,,,,,,,,,,,,,,,,,,
MG-09475/2020,UBERABA,https://noticias.r7.com/eleicoes-2020/uberaba-tem-empate-tecnico-entre-delegado-heli-grilo-e-tony-carlos-14092020,1,P,1,,,DELEGADO HELI GRILO,17,TONY CARLOS,15,THIAGO MARISCAL,12,KAKA SE LIGA,7,ELISA ARAUJO,5,WAGNER ARAUJO,3,PATRICIA MELO,2,REGIANE ISIDORIO,1,MARILDA,1,,,,,,,,,,,,
GO-07801/2020,SENADOR CANEDO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-02652/2020,APARECIDA DE GOIÂNIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-01728/2020,FORMOSA,https://focala.com.br/noticias/formosa/eleicoes-2020-gustavo-marques-podemos-lidera-a-corrida-eleitoral-em-formosa,1,P,0,,,GUSTAVO MARQUES,10,WENNER PATRICK,2,BUENO HERNANY,1,MAURICIO FALEIRO,1,,,,,,,,,,,,,,,,,,,,,,
GO-01728/2020,FORMOSA,https://focala.com.br/noticias/formosa/eleicoes-2020-gustavo-marques-podemos-lidera-a-corrida-eleitoral-em-formosa,1,P,1,,,GUSTAVO MARQUES,22,WENNER PATRICK,15,BUENO HERNANY,6,ITAMAR BARRETO,4,HELI DOURADO,3,CAPITAO CICERO JACINTO,2,IVAN ORNELAS,2,BRASIL JUNIOR,1,,,,,,,,,,,,,,
PE-06828/2020,CAMARAGIBE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-00252/2020,TERESINA,https://pi24h.com/eleicoes/26546/pesquisa-o-dia-dr-pessoa-e-fabio-abreu-estao-empatados-em-teresina,1,P,1,,,DR PESSOA,"27,24",FABIO ABREU,"26,37",KLEBER MONTEZUMA,"19,15",FABIO NOVO,"4,73",MAJOR DIEGO,"1,87",PEDRO LAURENTINO,"1,12",LOURDES MELO,1,,,,,,,,,,,,,,,,
GO-06186/2020,ABADIÂNIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-04046/2020,JUIZ DE FORA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-02680/2020,GOIANÉSIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-07489/2020,GARANHUNS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-07391/2020,LIMA CAMPOS,http://www.carlosbarroso.com.br/2020/09/pre-candidata-dirce-do-jailson-lidera.html,1,P,1,,,DIRCE DO JAILSON,61,ESTEVINHO,28,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-04245/2020,BELO MONTE,https://folhadealagoas.com.br/2020/09/15/eleicoes-2020-dalminho-amplia-vantagem-em-belo-monte/,1,P,1,,,DALMINHO,"65,5",ANTONIO CINTRA,22,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-04245/2020,BELO MONTE,https://folhadealagoas.com.br/2020/09/15/eleicoes-2020-dalminho-amplia-vantagem-em-belo-monte/,1,P,0,,,DALMINHO,60,ANTONIO CINTRA,"20,5",,,,,,,,,,,,,,,,,,,,,,,,,,
PE-05266/2020,JUCATI,https://blogrevistatotal.com.br/2020/09/14/ednaldo-peixoto-lidera-corrida-pela-prefeitura-de-jucati-com-o-dobro-da-intencao-de-voto-de-seu-adversario/,1,P,,,,EDNALDO PEIXOTO,"54,6",GERSON HENRIQUE,"26,5",,,,,,,,,,,,,,,,,,,,,,,,,,
PI-05164/2020,WALL FERRAZ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-06062/2020,ESPÍRITO SANTO,https://agorarn.com.br/ultimas/pesquisa-espirito-santo-fernando-tem-777-mostra-exatus/,1,P,0,,,FERNANDO TEIXEIRA,"70,9",CHICO ARAUJO,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,
RN-06062/2020,ESPÍRITO SANTO,https://agorarn.com.br/ultimas/pesquisa-espirito-santo-fernando-tem-777-mostra-exatus/,1,P,1,,,FERNANDO TEIXEIRA,"77,7",CHICO ARAUJO,"9,1",,,,,,,,,,,,,,,,,,,,,,,,,,
MT-00641/2020,ÁGUA BOA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-08622/2020,ALTOS,https://www.campomaioremfoco.com.br/ver_coluna2/4464/OPINAR/ALTOS:-Em-nova-pesquisa--Maxwell-lidera-com-10-pontos-na-frente-de-Carlim-Leal,1,P,1,,,MAXWELL DA MARINHA,"37,67",CARLINHOS LEAL,"27,33",NETO DELMIRO,15,,,,,,,,,,,,,,,,,,,,,,,,
RN-09826/2020,PEDRA PRETA,https://blogdojadson.com.br/ler.php?idnot=16883,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-09826/2020,PEDRA PRETA,https://blogdojadson.com.br/ler.php?idnot=16885,1,P,1,,,PAULO HENRIQUE,"58,5",JADSON MENDES,30,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-01216/2020,MACAÍBA,https://senadinhomacaiba.com.br/pesquisa-bg-seta-macaiba-confira-a-lista-com-os-nomes-mais-citados-para-vereador/,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-01216/2020,MACAÍBA,http://blogdeassis.com.br/politica/pesquisa-aponta-empate-tecnico-entre-marilia-dias-e-emidio-junior-em-macaiba/189480,1,P,1,,,MARILIA DIAS,"24,8",EMIDIO JR,"23,6",NORMANDO FEITOSA,"11,3",JANSEN MOTOS,"2,8",,,,,,,,,,,,,,,,,,,,,,
RN-07728/2020,GOIANINHA,https://www.blogdomontoril.com.br/blog/noticia.php?id=91503,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-07728/2020,GOIANINHA,http://www.canguaretamadefato.com/2020/09/eleicoes-2020-pesquisa.html,1,P,1,,,NIRA,"41,94",BERG,"24,07",RENATO GALVAO,"6,7",APARECIDA,"3,47",,,,,,,,,,,,,,,,,,,,,,
RN-04967/2020,SENADOR ELÓI DE SOUZA,https://www.glaucionefarias.com.br/2020/09/juninho-de-kerginaldo-lidera-mias-uma.html,1,P,1,,,JUNINHO,39,MACIEL,36,JEFERSON,10,,,,,,,,,,,,,,,,,,,,,,,,
PI-06458/2020,UNIÃO,https://www.falapiaui.com/noticia/6093/conven-o-homologa-candidaturas-de-z-carlos-e-dr-leonardo-tavares-em-jatob-do-piau,1,P,0,,,GUSTAVO MEDEIROS,"48,61",DR RICARDO,"20,56",ZE OSMAR,"4,72",NEERIAS CAVALCANTE,"1,94",,,,,,,,,,,,,,,,,,,,,,
PI-06458/2020,UNIÃO,https://www.falapiaui.com/noticia/6093/conven-o-homologa-candidaturas-de-z-carlos-e-dr-leonardo-tavares-em-jatob-do-piau,1,P,1,,,GUSTAVO MEDEIROS,"52,5",DR RICARDO,"22,5",ZE OSMAR,"5,83",NEERIAS CAVALCANTE,"2,5",ANTONIA DE MARIA,"1,11",,,,,,,,,,,,,,,,,,,,
MA-05289/2020,APICUM-AÇU,https://luispablo.com.br/politica/2020/09/pesquisa-aponta-zequinha-e-o-proximo-prefeito-de-apicum-acu/,1,P,1,,,ZEQUINHA,"50,2",JADECO,"40,8",DR SANDRO,"5,3",PASTOR ZE CARLOS,"1,3",,,,,,,,,,,,,,,,,,,,,,
MA-05289/2020,APICUM-AÇU,https://luispablo.com.br/politica/2020/09/pesquisa-aponta-zequinha-e-o-proximo-prefeito-de-apicum-acu/,1,P,0,,,ZEQUINHA,"44,7",JADECO,"35,1",DR SANDRO,"2,3",PASTOR ZE CARLOS,"1,1",,,,,,,,,,,,,,,,,,,,,,
MA-08863/2020,RIACHÃO,https://maramais.com.br/index.php/2020/09/15/eleicao-2020-pesquisa-aponta-vitoria-facil-de-crisogono-vieira-em-riachao/,1,p,,,,CRISOGONO VIEIRA,"44,5",RUGGERO FELIPE,"20,9",GUTO COELHO,"19,5",,,,,,,,,,,,,,,,,,,,,,,,
MA-06529/2020,FEIRA NOVA DO MARANHÃO,https://maramais.com.br/index.php/2020/09/14/eleicoes-2020-luiza-coutinho-lidera-com-5033-em-feira-nova-do-maranhao-aponta-pesquisa/,1,P,0,,,LUIZA COUTINHO,"50,33",TIAGO DANTAS,"38,75",,,,,,,,,,,,,,,,,,,,,,,,,,
PA-01203/2020,CAPANEMA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-09719/2020,ARENÓPOLIS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-03744/2020,BELÉM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-09471/2020,BAGRE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-05085/2020,MARITUBA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-03792/2020,PAULISTANA,https://www.acessepiaui.com.br/ver_coluna/3657/Pesquisa-Census-em-Paulistana-PI-%7C-Joaquim-da-Farmacia-53-62--e-Luis-Coelho-34-32-,1,P,0,,,JOAQUIM DA FARMACIA,"43,43",LUIS COELHO,"27,61",DIDIU,"2,95",,,,,,,,,,,,,,,,,,,,,,,,
PI-03792/2020,PAULISTANA,https://www.acessepiaui.com.br/ver_coluna/3657/Pesquisa-Census-em-Paulistana-PI-%7C-Joaquim-da-Farmacia-53-62--e-Luis-Coelho-34-32-,1,P,1,,,JOAQUIM DA FARMACIA,"53,62",LUIS COELHO,"34,32",,,,,,,,,,,,,,,,,,,,,,,,,,
PI-05981/2020,BENEDITINOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-01697/2020,MARITUBA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-09136/2020,CAMPO MAIOR,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-03714/2020,TERENOS,https://diariomsnews.com.br/noticias/pesquisa/leandro-caramalac-e-henrique-badke-estao-em-empate-tecnico-na-disputa-pela-prefeitura-de-terenos-38499,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-03714/2020,TERENOS,https://diariomsnews.com.br/noticias/pesquisa/leandro-caramalac-e-henrique-badke-estao-em-empate-tecnico-na-disputa-pela-prefeitura-de-terenos-38499,1,P,1,,,LEANDRO CARAMALAC,"23,5",HENRIQUE BADKE,"22,75",DONIZETE BARRACO,10,BIRA,"5,25",SACI,"4,5",BARATAO,4,JOAO LUCIANO,"3,5",IVAN,1,,,,,,,,,,,,,,
MS-03714/2020,TERENOS,https://diariomsnews.com.br/noticias/pesquisa/leandro-caramalac-e-henrique-badke-estao-em-empate-tecnico-na-disputa-pela-prefeitura-de-terenos-38499,1,P,0,,,LEANDRO CARAMALAC,12,HENRIQUE BADKE,"10,5",DONIZETE BARRACO,"5,25",BIRA,"3,75",SACI,"2,5",BARATAO,"1,25",JOAO LUCIANO,1,,,,,,,,,,,,,,,,
MS-05936/2020,LADÁRIO,https://diariomsnews.com.br/noticias/pesquisa/pesquisa-sobre-as-eleicoes-2020-e-avaliacao-administrativa-no-municipio-de-ladario-ms-38513,1,P,1,,,IRANIL SOARES,"21,5",JOSE ANTONIO,"18,25",ANDREIA SAMPAIO,"14,25",MUNIR SADEQ,"13,5",NENINHO,4,NENECO,3,CRISTIANE DO PSL,2,RAQUEL DO PT,"1,25",,,,,,,,,,,,,,
MS-05936/2020,LADÁRIO,https://diariomsnews.com.br/noticias/pesquisa/pesquisa-sobre-as-eleicoes-2020-e-avaliacao-administrativa-no-municipio-de-ladario-ms-38513,1,P,0,,,IRANIL SOARES,14,JOSE ANTONIO,"12,5",ANDREIA SAMPAIO,8,MUNIR SADEQ,"7,25",NENINHO,"2,75",NENECO,"2,25",CRISTIANE DO PSL,"1,5",RAQUEL DO PT,1,,,,,,,,,,,,,,
MS-03171/2020,BONITO,https://www.bonitoinforma.com.br/politica/pesquisa-feita-antes-das-convencoes-mostra-disputa-acirrada-para/34749/,1,P,1,,,DR LAERCIO,26,ODILSON SOARES,"25,5",JOSMAIL RODRIGUES,"22,25",ROSILENE TEIXEIRA,2,,,,,,,,,,,,,,,,,,,,,,
MS-03171/2020,BONITO,https://www.bonitoinforma.com.br/politica/pesquisa-feita-antes-das-convencoes-mostra-disputa-acirrada-para/34749/,1,P,0,,,DR LAERCIO,"16,5",ODILSON SOARES,"15,25",JOSMAIL RODRIGUES,"13,75",ZE ARTHUR,4,GERALDO MARQUES,2,,,,,,,,,,,,,,,,,,,,
MS-03171/2020,BONITO,https://www.bonitoinforma.com.br/politica/pesquisa-instituto-ranking-mostra-a-intencao-de-votos-para-vereadores/34750/,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-04303/2020,COARACI,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-02732/2020,COARACI,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-08960/2020,LAGARTO,http://lagartense.com.br/81969,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-03979/2020,MONTIVIDIU,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-06895/2020,CANAPI,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-00397/2020,VÁRZEA GRANDE,https://matogrossomais.com.br/2020/09/16/emanuelzinho-lidera-intencoes-de-voto-para-prefeitura-de-varzea-grande-aponta-pesquisa-mato-grosso-mais/,1,P,0,,,KALIL BARACAT,"4,7",FLAVIO VARGAS,"3,5",EMANUELZINHO,"3,2",LUCIMAR,"1,5",,,,,,,,,,,,,,,,,,,,,,
MT-00397/2020,VÁRZEA GRANDE,https://matogrossomais.com.br/2020/09/16/emanuelzinho-lidera-intencoes-de-voto-para-prefeitura-de-varzea-grande-aponta-pesquisa-mato-grosso-mais/,1,P,1,,,EMANUELZINHO,"27,4",KALIL BARACAT,"23,5",FLAVIO VARGAS,"11,6",,,,,,,,,,,,,,,,,,,,,,,,
MT-06882/2020,CUIABÁ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-09621/2020,ITUMBIARA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
