tse_id,url,NM_UE,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
AC-06308/2020,https://www.ac24horas.com/2020/10/23/simulacao-de-2o-turno-poe-socorro-vencendo-minoru-kinpara-bocalom-e-roberto-duarte/,RIO BRANCO,1,p,1,,,MINORU KINPARA,27,SOCORRO NERI,27,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-08082/2020,https://vejaacre.com/2020/10/16/no-vale-tudo-da-politica-a-degradacao-fica-entre-rocha-e-gladson-cameli/,RIO BRANCO,1,P,,,,MINORU KINPARA,"28,3",TIAO BOCALOM,24,SOCORRO NERY,"18,6",ROBERTO DUARTE,"11,5",DANIEL ZEN,"5,3",JARBAS SOSTER,"2,7",JAMIL ASFURY,"2,7",,,,,,,,,,,,,,,,
AL-03318/2020,https://folhadealagoas.com.br/2020/10/21/dalminho-se-aproxima-da-vitoria-em-belo-monte-aponta-pesquisa/,BELO MONTE,1,P,1,,,DALMO AUGUSTO,"61,5",ANTONIO CINTRA,30,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-03318/2020,https://folhadealagoas.com.br/2020/10/21/dalminho-se-aproxima-da-vitoria-em-belo-monte-aponta-pesquisa/,BELO MONTE,1,P,0,,,DALMO AUGUSTO,61,ANTONIO CINTRA,"29,5",,,,,,,,,,,,,,,,,,,,,,,,,,
AM-00768/2020,http://portalprojeta.com.br/2020/10/21/radinho-lidera-pesquisa-projeta-para-prefeitura-de-barcelos/,BARCELOS,1,p,,,,RADSON ROGERTON,36.36,EDSON MENDES,"34,73",CARLOS DIAS,"9,87",CLEBER OLIVEIRA,"8,07",GERONCIO FILHO,"2,69",,,,,,,,,,,,,,,,,,,,
AM-00003/2020,https://www.facebook.com/ayuntamientoarona/posts/3681528188544664,MANAUS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-09146/2020,https://portalunico.com/pesquisa-dmp-confirma-amazonino-na-lideranca-no-primeiro-e-segundo-turnos/,MANAUS,1,P,1,,,AMAZONINO MENDES,32,DAVID ALMEIDA,16,RICARDO NICOLAU,"11,5",JOSE RICARDO,8,ALFREDO NASCIMENTO,"5,5",ALBERTO NEOT,5,CORONEL MENEZES,4,CHICO PRETO,2,,,,,,,,,,,,,,
BA-09090/2020,http://falacajazeiras.com.br/bruno-reis-lidera-corrida-eleitoral-veja/,SALVADOR,1,P,0,,,BRUNOS REIS,36,MAJOR DENICE,5,SARGENTO ISIDORIO,4,OLIVIA SANTANA,4,CEZAR LEITE,2,ACM NETO,1,JOAO CARLOS BACELAR,1,,,,,,,,,,,,,,,,
BA-04686/2020,https://www.bahianoticias.com.br/noticia/253744-bn-seculus-zeca-braga-e-favorito-para-reeleicao-em-planaltino.html,PLANALTINO,1,P,1,,,ZECA,"50,67",ROMI,"40,13",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-07138/2020,https://www.maisregiao.com.br/noticia/50014/castro-andreia-e-geraldo-aparecem-tecnicamente-empatados-em-dias-d-avila,DIAS D ÁVILA,1,P,0,,,ALBERTO CASTRO,20,ANDREIA,"19,5",GERALDO REQUIAO,"12,5",,,,,,,,,,,,,,,,,,,,,,,,
