tse_id,url,NM_UE,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
AL-04634/2020,https://folhadealagoas.com.br/2020/10/27/veja-numeros-reais-da-corrida-eleitoral-no-sertao-alagoano/,DOIS RIACHOS,1,p,0,,,RAMON CAMILO,"55,5",JORGE DUCA,"35,5",,,,,,,,,,,,,,,,,,,,,,,,,,
AL-04634/2020,https://folhadealagoas.com.br/2020/10/23/ramon-camilo-se-aproxima-da-vitoria-em-dois-riachos-aponta-pesquisa/,DOIS RIACHOS,1,P,1,,,RAMON CAMILO,56,JORGE DUCA,"35,5",,,,,,,,,,,,,,,,,,,,,,,,,,
AM-00814/2020,https://bncamazonas.com.br/wp-content/uploads/2020/10/Relato%CC%81rio-Action_BNC_Pesq.Opin_.Eleit_.Manacapuru_Outubro_2020.pdf,MANACAPURU,1,P,1,,,FIGUEIRA,"43,3",BETO D ANGELO,"36,6",FRANCISCO BEZERRA,"5,9",FANTINO CASTRO,"2,8",DR MASULO,"2,4",,,,,,,,,,,,,,,,,,,,
AM-00003/2020,https://www.facebook.com/ayuntamientoarona/posts/3681528188544664,MANAUS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-07658/2020,https://manausatual.com.br/2020/10/26/david-cresce-e-amazonino-amarga-a-segunda-maior-rejeicao-pelo-eleitor-segundo-pesquisa/,MANAUS,1,P,1,,,AMAZONINO MENDEA,27,DAVID ALMEIDA,19,RICARDO NICOLAU,9,ZE RICARDO,8,ALBERTO NETO,6,CORONEL MENEZES,6,ALFREDO NASCIMENTO,4,CHICO PRETO,3,ROMERO REIS,1,,,,,,,,,,,,
AM-07736/2020,https://perspectiva.inf.br/wp-content/uploads/2020/10/6%C2%AA-PESQUISA-ELEITORAL-MANAUS-AM-07736-TSE.pdf,MANAUS,1,P,1,,,ALBERTO NETO,"5,9",JOSE RICARDO,"11,1",AMAZONINO MENDES,"28,5",ALFREDO NASCIMENTO,"5,8",CHICO PRETO,"1,1",ROMERO REIS,"1,1",CEL MENEZES,"4,4",RICARDO NICOLAU,"11,3",DAVID ALMEIDA,15,,,,,,,,,,,,
AM-07736/2020,https://perspectiva.inf.br/wp-content/uploads/2020/10/6%C2%AA-PESQUISA-ELEITORAL-MANAUS-AM-07736-TSE.pdf,MANAUS,1,P,0,,,ALBERTO NETO,"3,9",JOSE RICARDO,"5,8",AMAZONINO MENDES,"18,3",ALFREDO NASCIMENTO,"3,4",CEL MENEZES,"3,2",RICARDO NICOLAU,7,DAVID ALMEIDA,"9,4",,,,,,,,,,,,,,,,
BA-00490/2020,https://www.bahianoticias.com.br/noticia/253814-bn-seculus-candidato-de-sucessao-vereador-lidera-intencoes-de-voto-em-bom-jesus-da-lapa.html,BOM JESUS DA LAPA,1,P,1,,,FABIO NUNES,"48,92",JOAO,"2,52",MOISES BARBOSA,"24,46",,,,,,,,,,,,,,,,,,,,,,,,
BA-00490/2020,https://www.bahianoticias.com.br/noticia/253814-bn-seculus-candidato-de-sucessao-vereador-lidera-intencoes-de-voto-em-bom-jesus-da-lapa.html,BOM JESUS DA LAPA,1,P,0,,,FABIO NUNES,"48,02",MOISES BARBOSA,"24,46",JOAO,"2,52",,,,,,,,,,,,,,,,,,,,,,,,
BA-03716/2020,https://www.acheisudoeste.com.br/arquivo/10/2020,BRUMADO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-08400/2020,http://atarde.uol.com.br/politica/eleicoes/noticias/2143409-a-tardepotencial-pesquisa-pitagoras-lidera-pesquisa-com-46,CANDEIAS,1,p,,,,PITAGORAS IBIAPINA,46,TONHA MAGALHAES,19,SARGENTO FRANCISCO,6,LUCIMEIRE,1,,,,,,,,,,,,,,,,,,,,,,
BA-08400/2020,http://atarde.uol.com.br/politica/eleicoes/noticias/2143409-a-tardepotencial-pesquisa-pitagoras-lidera-pesquisa-com-46,CANDEIAS,1,P,0,,,PITAGORAS IBIAPINA,43,TONHA MAGALHAES,16,SARGENTO FRANCISCO,5,LUCIMEIRE,1,,,,,,,,,,,,,,,,,,,,,,
BA-07412/2020,https://blogdovalente.com.br/cidades/2020/10/eleicoes-2020-maioria-dos-eleitores-de-castro-alves-apoia-reeleicao-de-thiancle/,CASTRO ALVES,1,P,0,,,THIANCLE,"66,5",CLOVES ROCHA,"11,5",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-07412/2020,https://blogdovalente.com.br/cidades/2020/10/eleicoes-2020-maioria-dos-eleitores-de-castro-alves-apoia-reeleicao-de-thiancle/,CASTRO ALVES,1,P,1,,,THIANCLE,"68,5",CLOVES ROCHA,"12,5",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06927/2020,https://bahia.ba/eleicoes2020/dr-andre-lidera-pesquisa-em-catu-com-569-das-intencoes-de-voto/,CATU,1,P,0,,,DR ANDRE,49,PEQUENO SALES,"18,5",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06927/2020,https://bahia.ba/eleicoes2020/dr-andre-lidera-pesquisa-em-catu-com-569-das-intencoes-de-voto/,CATU,1,P,1,,,DR ANDRE,"56,9",PEQUENO SALES,"23,4",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-00728/2020,http://www.ubaitabanoticiasagoradaregiao.com/2020/10/pesquisa-aponta-maria-com-52-das.html,IPIAÚ,1,P,0,,,MARIA DAS GRAÇAS,50,ALIPINHO,20,DERALDINO,11,,,,,,,,,,,,,,,,,,,,,,,,
BA-00728/2020,http://www.ubaitabanoticiasagoradaregiao.com/2020/10/pesquisa-aponta-maria-com-52-das.html,IPIAÚ,1,P,1,,,MARIA DAS GRAÇAS,52,ALIPINHO,22,DERALDINO,12,,,,,,,,,,,,,,,,,,,,,,,,
BA-00029/2020,https://www.portaljaguarari.com.br/2020/10/jaguarari-em-pesquisa-espontanea.html,JAGUARARI,1,P,1,,,EVERTON ROCHA,42,SEU ANTONIO,"43,2",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-00029/2020,https://www.portaljaguarari.com.br/2020/10/jaguarari-em-pesquisa-espontanea.html,JAGUARARI,1,P,0,,,EVERTON ROCHA,"39,6",SEU ANTONIO,"28,2",,,,,,,,,,,,,,,,,,,,,,,,,,
