tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
MG-02814/2020,https://www.facebook.com/prismapimenta/posts/2279465118865384,MG,PIMENTA,Prefeito,1,P,1,,,GEOVANIO MACEDO,"50,5",DR. FABIO,"18,3",THAMYRES COSTA,"14,6",,,,,,,,,,,,,,,,,,,,,,,,
MT-03472/2020,https://sintonianews.com.br/2020/08/09/pesquisa-aponta-empate-tecnico-entre-o-pre-candidatos-joao-bang-e-vanusa-pazeto-a-prefeitura-de-nx-gestao-de-cebola-tem-63-de-aprovacao/,MT,NOVA XAVANTINA,Prefeito,1,P,1,,,JOAO BANG,"36,69",VANUSA PAZETO,"33,09",,,,,,,,,,,,,,,,,,,,,,,,,,
MT-03472/2020,https://sintonianews.com.br/2020/08/09/pesquisa-aponta-empate-tecnico-entre-o-pre-candidatos-joao-bang-e-vanusa-pazeto-a-prefeitura-de-nx-gestao-de-cebola-tem-63-de-aprovacao/,MT,NOVA XAVANTINA,Prefeito,1,P,0,,,JOAO BANG,"18,79",VANUSA PAZETO,"17,29",,,,,,,,,,,,,,,,,,,,,,,,,,
RS-01176/2020,https://www.facebook.com/balardin45/posts/3177941825657206,RS,CACHOEIRA DO SUL,Prefeito,1,P,1,,,JOSE OTAVIO,"32,67",LEANDRO BALARDIN,"15,78",OSCAR SARTORIO,"6,89",CLEBER CARDOSO,"6,67",SERGIO GHIGNATTI,"6,44",LEIDI MARQUES,"4,67",CORONEL FRANCISCO,"4,22",GERCEI SILVEIRA,"2,89",MARTA CAMINHA,"2,67",CARLOS AGUIAR,2,PAULO SCHWAB,"1,78",,,,,,,,
RS-01176/2020,https://www.facebook.com/balardin45/posts/3177941825657206,RS,CACHOEIRA DO SUL,Prefeito,1,P,0,,,JOSE OTAVIO,"14,44",LEANDRO BALARDIN,6,SERGIO GHIGNATTI,"3,78",CLEBER CARDOSO,"1,78",CORONEL FRANCISCO,"1,33",GERCEI SILVEIRA,"1,33",,,,,,,,,,,,,,,,,,
MT-00703/2020,https://agazetadovale.com.br/2020/08/21/leonardo-farias-lidera-com-475-em-novo-sao-joaquim-diz-pesquisa/,MT,NOVO SÃO JOAQUIM,Prefeito,1,P,1,,,LEONARDO FARIAS,"47,5",JORDAO,29,ALEMAO,"2,3",,,,,,,,,,,,,,,,,,,,,,,,
MT-00703/2020,https://agazetadovale.com.br/2020/08/21/leonardo-farias-lidera-com-475-em-novo-sao-joaquim-diz-pesquisa/,MT,NOVO SÃO JOAQUIM,Prefeito,1,P,0,,,LEONARDO FARIAS,28,JORDAO,"20,8",ALEMAO,"1,5",,,,,,,,,,,,,,,,,,,,,,,,
MA-09391/2020,https://maramais.com.br/index.php/category/noticias/page/2/,MA,AMAPÁ DO MARANHÃO,Prefeito,1,P,1,,,DRA. ALINE LACERDA,37,NELENE GOMES,28,TATI DO ADEMAR,"20,2",PARAIBA,"4,3",GENU,"1,1",,,,,,,,,,,,,,,,,,,,
MS-04091/2020,https://midianewscampogrande.com.br/pesquisa-de-intencao-de-voto-para-prefeito-em-ladario-ms/,MS,LADÁRIO,Prefeito,1,P,1,,,ZE ANTONIO,41,MUNIR,13,IRANIL BARBOSA,12,NENINHO,5,ANDREA SAMPAIO,2,CRISTIANE,1,,,,,,,,,,,,,,,,,,
MS-04091/2020,https://midianewscampogrande.com.br/pesquisa-de-intencao-de-voto-para-prefeito-em-ladario-ms/,MS,LADÁRIO,Prefeito,1,P,0,,,ZE ANTONIO,24,IRANIL SOARES,9,MUNIR,2,NENINHO,1,ANDREA SAMPAIO,1,,,,,,,,,,,,,,,,,,,,
SP-08727/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=33,SP,BERTIOGA,Prefeito,1,P,0,,,CAIO MATHEUS,"21,4",LUCILIA GOULART,"5,7",SILVIO MAGALHAES,"4,8",MAURO ORLANDINI,"3,6",DEBORA PEREIRA,1,,,,,,,,,,,,,,,,,,,,
SP-08727/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=33,SP,BERTIOGA,Prefeito,1,P,1,,,CAIO MATHEUS,"35,1",SILVIO MAGALHAES,"10,8",LUCILIA GOULART,"10,8",MAURO ORLANDINI,"9,8",DEBORA PEREIRA,"5,2",KALED ALI,"4,2",PROFESSORA LUCELIA,"2,8",,,,,,,,,,,,,,,,
SP-08727/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=33,SP,BERTIOGA,Prefeito,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00952/2020,https://bacana.news/extra-pesquisa-em-tucurui-mostra-prefeito-na-frente/,PA,TUCURUÍ,Prefeito,1,P,1,,,ARTUR BRITO,"14,2",ALEXANDRE SIQUEIRA,"13,4",ELIANE SANCLER,"12,5",JAIRO HOLANDA,"10,8",HERNANDEZ VAZ,"6,9",CLAUDINEY FURMAN,"4,4",TOM BOMFIM,"1,1",,,,,,,,,,,,,,,,
PA-00952/2020,https://bacana.news/extra-pesquisa-em-tucurui-mostra-prefeito-na-frente/,PA,TUCURUÍ,Prefeito,1,P,0,,,ARTUR BRITO,"9,2",ALEXANDRE SIQUEIRA,"8,9",ELIANE SANCLER,"7,2",JAIRO HOLANDA,"2,4",HERNANDEZ VAZ,"1,7",CLAUDINEY FURMAN,"1,1",,,,,,,,,,,,,,,,,,
MG-03987/2020,"https://jmonline.com.br/novo/?noticias,6,POL%C3%8DTICA,200661",MG,UBERABA,Prefeito,1,P,0,,,TONY CARLOS,"13,37",HELI,"8,27",THIAGO MARISCAL,"5,7",LERIN,"3,09",KAKA CARNEIRO,"2,77",WAGNER JUNIOR,"2,61",,,,,,,,,,,,,,,,,,
MG-03987/2020,"https://jmonline.com.br/novo/?noticias,6,POL%C3%8DTICA,200661",MG,UBERABA,Prefeito,1,P,1,,,TONY CARLOS,"22,67",HELI,"17,78",THIAGO MARISCAL,"9,78",WAGNER JUNIOR,"6,52",ANTONIO LERIN,"6,36",KAKA CARNEIRO,"5,7",LUIZ DUTRA,"3,09",,,,,,,,,,,,,,,,
BA-02221/2020,https://acaopopular.net/jornal/jaguarari-de-acordo-pesquisa-everton-rocha-seria-derrota-se-as-eleicoes-fossem-hoje/,BA,JAGUARARI,Prefeito,1,P,0,,,ANTONIO NASCIMENTO,"29,26",EVERTON ROCHA,"21,49",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-02221/2020,https://acaopopular.net/jornal/jaguarari-de-acordo-pesquisa-everton-rocha-seria-derrota-se-as-eleicoes-fossem-hoje/,BA,JAGUARARI,Prefeito,1,P,1,,,ANTONIO NASCIMENTO,"54,71",EVERTON ROCHA,"31,24",,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08416/2020,https://jornalimpressobrasil.com.br/pesquisa-eleitoral-em-guarulhos-aponta-tres-nomes-na-lideranca/,SP,GUARULHOS,Prefeito,1,P,1,,,NEFI TALES,"17,5",ELOI PIETA,17,GUTI,14,FRANCISLENE ASSIS CORREA,8,MARCIO NAKASHIMA,5,RODRIGO TAVARES,"4,2",ADRIANA AFONSO,4,WAGNER FREITAS,2,EDUARDO BARRETO,"1,8",AURIEL BRITO,"1,5",,,,,,,,,,
SP-08416/2020,https://jornalimpressobrasil.com.br/pesquisa-eleitoral-em-guarulhos-aponta-tres-nomes-na-lideranca/,SP,GUARULHOS,Prefeito,1,P,0,,,ELOI PIETA,12,GUSTAVO HENRIC COSTA,10,NEFI TALES,9,FRANCISLENE ASSIS CORREA,6,MARCIO NAKASHIMA,"4,5",RODRIGO TAVARES,4,ADRIANA AFONSO,"2,5",WAGNER FREITAS,2,AURIEL BRITO,"1,5",EDUARDO BARRETO,"1,5",,,,,,,,,,
SP-01764/2020,https://www.facebook.com/jornalfolhametro/posts/3159233364125784,SP,ARUJÁ,Prefeito,1,P,,,,LUIS ANTONIO DE CAMARGO,"23,2",CAPITAO RODRIGO,"8,4",RENATO CAROBA,6,CASTELO ALEMAO,4,LEANDRO LARINI,"3,8",,,,,,,,,,,,,,,,,,,,
MS-03507/2020,https://www.jornalcorreioms.com/2020/08/eleicoes-2020-marquinhos-lidera-em.html,MS,CAMPO GRANDE,Prefeito,1,P,1,,,MARQUINHOS TRAD,"51,5",ROSE MODESTO,"9,08",SERGIO HARFOUCHE,"3,08",JUIZ ODILON,"2,33",DAGOBERTO,2,PEDRO KEMP,"1,25",,,,,,,,,,,,,,,,,,
MS-03507/2020,https://www.topmidianews.com.br/politica/em-pesquisa-espontanea-50-nao-sabe-em-quem-votar-em-campo-grande/134082/,MS,CAMPO GRANDE,Prefeito,1,P,0,,,MARQUINHOS TRAD,"39,3",ROSE MODESTO,"3,8",SERGIO HARFOUCHE,"2,58",,,,,,,,,,,,,,,,,,,,,,,,
MA-04342/2020,https://imirante.com/oestadoma/noticias/2020/08/11/escutec-dario-sampaio-lidera-corrida-eleitoral-em-senador-la-rocque/,MA,SENADOR LA ROCQUE,Prefeito,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08497/2020,https://gilbertoleda.com.br/2020/08/22/escutec-pesquisa-aponta-lideranca-de-enoque-mota-em-pastos-bons/,MA,PASTOS BONS,Prefeito,0,,,,,ENOQUE MOTA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00127/2020,https://minutobarra.com.br/politica/eleicoes-2020-pesquisa-com-registro-na-justica-eleitoral-mostra-fernando-pessoa-liderando-em-tuntum-para-prefeito/,MA,TUNTUM,Prefeito,1,P,,,,FERNANDO PESSOA,47,DIDA,38,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-05773/2020,http://jornalgoiasagora.com.br/pesquisa-mostra-que-populacao-caldense-ainda-esta-indecisa-na-escolha-a-prefeitura/,GO,CALDAS NOVAS,Prefeito,1,P,,,,KLEBER MARRA,"21,6",BELELI,"11,6",MAGDA MOFATTO,"8,5",,,,,,,,,,,,,,,,,,,,,,,,
BA-04439/2020,https://rede2d.com/estado/agora-bahia-ba-bruno-reis-lidera-disputa-pela-prefeitura-de-salvador-com-33,BA,SALVADOR,Prefeito,1,P,1,,,BRUNO REIS,"33,1",SARGENTO ISIDORIO,"15,4",LIDICE DA MATA,"6,5",IRMAO LAZARO,"5,5",DENICE SANTIAGO,"4,3",OLIVIA SANTANA,"4,3",HILTON COELHO,"1,5",BACELAR,"1,2",,,,,,,,,,,,,,
SC-01405/2020,https://jpnewsjoinville.com.br/joinville-maioria-do-eleitorado-nao-sabe-em-quem-votar-apontam-pesquisas/,SC,JOINVILLE,Prefeito,1,P,1,,,FERNANDO KRELLING,15,DARCI DE MATOS,14,RODRIGO COELHO,6,RODRIGO FACHINI,5,TANIA EBERHARDT,4,NELSON COELHO,4,ANELISIO MACHADO,3,IVANDRO DE SOUZA,1,ADRIANO SILVA,1,DALMO CLARO,1,,,,,,,,,,
SC-01405/2020,https://jpnewsjoinville.com.br/joinville-maioria-do-eleitorado-nao-sabe-em-quem-votar-apontam-pesquisas/,SC,JOINVILLE,Prefeito,1,P,0,,,FERNANDO KRELLING,3,DARCI DE MATOS,3,RODRIGO COELHO,1,RODRIGO FACHINI,1,TANIA EBERHARDT,1,,,,,,,,,,,,,,,,,,,,
SE-01581/2020,http://www.faxaju.com.br/index.php/2020/08/31/justica-manda-suspender-pesquisa-realizada-em-socorro/,SE,NOSSA SENHORA DO SOCORRO,Prefeito,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-01189/2020,https://www.blogdoelielson.com.br/2020/08/pesquisa-joelma-campos-lidera-corrida-eleitoral-em-panelas/,PE,PANELAS,Prefeito,1,P,1,,1,JOELMA CAMPOS,"63,7",RUBEM,"30,4",LOURINHO,"3,9",,,,,,,,,,,,,,,,,,,,,,,,
TO-03108/2020,https://portalbenicio.com.br/2020/08/26/eleicoes-2020-em-barrolandia-ex-prefeita-leila-tem-pequena-vantagem-sobre-prefeito-adriano/,TO,BARROLÂNDIA,Prefeito,1,P,0,,,LEILA ROCHA,33,ADRIANO,29,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-03108/2020,https://portalbenicio.com.br/2020/08/26/eleicoes-2020-em-barrolandia-ex-prefeita-leila-tem-pequena-vantagem-sobre-prefeito-adriano/,TO,BARROLÂNDIA,Prefeito,1,P,1,,,LEILA ROCHA,47,ADRIANO,41,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-03417/2020,https://portalbenicio.com.br/2020/08/26/em-fatima-washington-vasconcelos-lidera-disputa-com-folga/,TO,FÁTIMA,Prefeito,1,P,0,,,WASHINGTON,33,DAVI SILVA,9,ZE ANTONIO,5,,,,,,,,,,,,,,,,,,,,,,,,
TO-03417/2020,https://portalbenicio.com.br/2020/08/26/em-fatima-washington-vasconcelos-lidera-disputa-com-folga/,TO,FÁTIMA,Prefeito,1,P,1,,,WASHINGTON,55,DAVI SILVA,21,ZE ANTONIO,19,,,,,,,,,,,,,,,,,,,,,,,,
TO-04356/2020,https://portalbenicio.com.br/2020/08/26/eleicoes-2020-ex-prefeito-joao-carlos-lidera-pesquisa-em-dois-irmaos/,TO,DOIS IRMÃOS DO TOCANTINS,Prefeito,1,P,0,,,JOAO CARLOS,22,WANILSON,5,LOURENÇO,1,CAPITAO NOLETO,1,LUIZ CARLOS,1,,,,,,,,,,,,,,,,,,,,
TO-04356/2020,https://portalbenicio.com.br/2020/08/26/eleicoes-2020-ex-prefeito-joao-carlos-lidera-pesquisa-em-dois-irmaos/,TO,DOIS IRMÃOS DO TOCANTINS,Prefeito,1,P,1,,,JOAO CARLOS,35,WANILSON,9,LOURENÇO,3,CAPITAO NOLETO,2,LUIZ CARLOS,2,NEGUINHA DO PT,2,,,,,,,,,,,,,,,,,,
TO-01514/2020,https://portalbenicio.com.br/2020/08/26/em-marianopolis-prefeito-isaias-tem-55-das-intencoes-de-voto/,TO,MARIANÓPOLIS DO TOCANTINS,Prefeito,1,P,0,,,ISAIAS PIAGEM,38,SAULO DO SALOMAO,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-01514/2020,https://portalbenicio.com.br/2020/08/26/em-marianopolis-prefeito-isaias-tem-55-das-intencoes-de-voto/,TO,MARIANÓPOLIS DO TOCANTINS,Prefeito,1,P,1,,,ISAIAS PIAGEM,55,SAULO DO SALOMAO,31,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00920/2020,https://portalbenicio.com.br/2020/08/26/eleicoes-2020-em-miracema-camila-fernandes-lidera-em-empate-tecnico-com-saulo-milhomem/,TO,MIRACEMA DO TOCANTINS,Prefeito,1,P,1,,,CAMILA FERNANDES,31,SAULO MILHOMEM,29,MARIA BALA,23,PEDRO QUIXABEIRA,1,,,,,,,,,,,,,,,,,,,,,,
TO-03723/2020,https://portalbenicio.com.br/2020/08/26/eleicoes-2020-celso-moraes-amplia-vantagem-em-paraiso/,TO,PARAÍSO DO TOCANTINS,Prefeito,1,P,0,,,CELSO MORAES,26,ATAIDE RODRIGUES,9,ARY ARRAES,7,PAULO ARMANDO,2,EGNALDO DAMASO,2,VANESSA ALENCAR,2,,,,,,,,,,,,,,,,,,
TO-03723/2020,https://portalbenicio.com.br/2020/08/26/eleicoes-2020-celso-moraes-amplia-vantagem-em-paraiso/,TO,PARAÍSO DO TOCANTINS,Prefeito,1,P,1,,,CELSO MORAES,47,ATAIDE RODRIGUES,13,ARY ARRAES,12,VANESSA,5,EGNALDO DAMASO,4,PAULO ARMANDO,4,,,,,,,,,,,,,,,,,,
TO-08648/2020,https://portalbenicio.com.br/2020/08/26/pugmil-dircineu-tem-13-pontos-de-vantagem-sobre-segundo-colocado-nazare/,TO,PUGMIL,Prefeito,1,P,0,,,DIRCINEU,32,NAZARE,24,WALMOR HAGESTEDT,1,,,,,,,,,,,,,,,,,,,,,,,,
TO-08648/2020,https://portalbenicio.com.br/2020/08/26/pugmil-dircineu-tem-13-pontos-de-vantagem-sobre-segundo-colocado-nazare/,TO,PUGMIL,Prefeito,1,P,1,,,DIRCINEU,51,NAZARE,38,WALMOR HAGESTEDT,4,ELTON DA FARMACIA,1,,,,,,,,,,,,,,,,,,,,,,
MG-01207/2020,https://varginhadigital.com.br/noticias/noticias-de-varginha/eleicoes-municipais-sai-a-primeira-pesquisa-de-intencao-de-votos-c/,MG,VARGINHA,Prefeito,1,P,1,,,VERDI LUCIO,"29,8",ZACARIAS PIVA,"5,8",PROFESSOR CLEITINHO,"3,1",MARIA DA PENHA,"1,6",ZE DOBRADA,"1,5",ANDERSON MARTINS,"1,3",JONAS LOUREIRO,"1,1",,,,,,,,,,,,,,,,
MG-01207/2020,https://varginhadigital.com.br/noticias/noticias-de-varginha/eleicoes-municipais-sai-a-primeira-pesquisa-de-intencao-de-votos-c/,MG,VARGINHA,Prefeito,1,P,1,,,VERDI LUCIO,"33,6",ROGERIO BUENO,"11,2",ZACARIAS PIVA,"5,5",MARIA DA PENHA,"1,5",JONAS LOUREIRO,"1,3",ANDERSON MARTINS,"1,1",ZE DOBRADA,"1,1",,,,,,,,,,,,,,,,
MG-01207/2020,https://varginhadigital.com.br/noticias/noticias-de-varginha/eleicoes-municipais-sai-a-primeira-pesquisa-de-intencao-de-votos-c/,MG,VARGINHA,Prefeito,1,P,0,,,VERDI LUCIO,"14,7",ROGERIO BUENO,"2,5",ZACARIAS PIVA,1,GEISA TEIXEIRA,1,,,,,,,,,,,,,,,,,,,,,,
MG-01436/2020,https://divinews.com/2020/08/13/pesquisa-eleitoral-jaime-martins-lidera-corrida-a-prefeitura-de-divinopolis-seguido-por-fabiano-tolentino-galileu-tem-rejeicao-de-4608/#lg=1&slide=1,MG,DIVINÓPOLIS,Prefeito,1,P,1,,,JAIMINHO MARTINS,"13,36",FABIANO TOLENTINO,"11,85",GLEIDSON AZEVEDO,"11,19",SARGENTO ELTON,"7,35",MARQUINHO CLEMENTINO,"6,34",HELOISA CERRI,"3,84",GALILEU MACHADO,"3,34",IRIS MOREIRA,"1,5",WILL BUENO,"1,17",,,,,,,,,,,,
MG-01436/2020,https://divinews.com/2020/08/13/pesquisa-eleitoral-jaime-martins-lidera-corrida-a-prefeitura-de-divinopolis-seguido-por-fabiano-tolentino-galileu-tem-rejeicao-de-4608/#lg=1&slide=1,MG,DIVINÓPOLIS,Prefeito,1,P,0,,,CLEITINHO,"2,17",MARQUINHO CLEMENTINO,"1,84",GALILEU MACHADO,"1,67",SARGENTO ELTON,"1,34",FABIANO TOLENTINO,"1,17",,,,,,,,,,,,,,,,,,,,
MG-04591/2020,https://www.youtube.com/watch?time_continue=1&v=NO1kP80glh4&feature=emb_logo,MG,GOVERNADOR VALADARES,Prefeito,1,P,1,,,ANDRE MERLO,"20,87",DR. LUCIANO,"14,02",LEONARDO MONTEIRO,"10,88",CEL LACERDA,"5,18",ROSEMARY MAFRA,"2,84",RUI SILVA,"2,84",CEL. MIRANDA,2,,,,,,,,,,,,,,,,
MG-07072/2020,https://www.youtube.com/watch?time_continue=31&v=GNiwkkVbz3c&feature=emb_logo,MG,JUIZ DE FORA,Prefeito,1,P,1,,,DELEGADA SHEILA,"29,5",WILSON DA REZATO,"16,5",MARGARIDA SALOMAO,"13,17",ANTONIO ALMAS,"4,17",PASTOR ALOIZIO,3,IONE BARBOSA,"2,83",RENATO LOURES,"1,5",EDUARDO LUCAS,1,,,,,,,,,,,,,,
MG-07072/2020,https://www.youtube.com/watch?time_continue=31&v=GNiwkkVbz3c&feature=emb_logo,MG,JUIZ DE FORA,Prefeito,1,P,0,,,DELEGADA SHEILA,5,WILSON DA REZATO,"4,17",MARGARIDA SALOMAO,3,,,,,,,,,,,,,,,,,,,,,,,,
MG-00784/2020,https://www.facebook.com/politicaemdestaquens/photos/a.107937491015185/118841986591402/,MG,NOVA SERRANA,Prefeito,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-02461/2020,https://folhadebarbacena.com.br/cidade/publicada-primeira-pesquisa-de-intencao-de-votos-a-prefeitura-de-barbacena-13082020,MG,BARBACENA,Prefeito,1,P,1,,,KIKITO,"8,88",TONINHO ANDRADA,"8,54",DANUZA BIAS,"8,38",LUIS ALVARO,"7,04",EDSON REZENDE,"5,53",CARLOS DU,"4,19",TERERE,"4,19",PEDRINHO DO VALE,"3,02",MARTIM ANDRADA,"2,51",,,,,,,,,,,,
MG-02461/2020,https://folhadebarbacena.com.br/cidade/publicada-primeira-pesquisa-de-intencao-de-votos-a-prefeitura-de-barbacena-13082020,MG,BARBACENA,Prefeito,1,P,1,,,KIKITO,"9,21",TONINHO ANDRADA,"8,21",DANUZA BIAS,"8,21",EDSNON REZENDE,"5,19",CARLOS DU,"4,52",TERERE,"4,19",CAPISTRANO,"3,52",PEDRINHO DO VALE,"3,18",MARTIM ANDRADA,"2,68",,,,,,,,,,,,
MG-02461/2020,https://folhadebarbacena.com.br/cidade/publicada-primeira-pesquisa-de-intencao-de-votos-a-prefeitura-de-barbacena-13082020,MG,BARBACENA,Prefeito,1,P,1,,,KIKITO,"9,05",TONINHO ANDRADA,"8,88",DANUZA BIAS,"8,04",AMARILIO ANDRADE,"7,54",EDSON REZENDE,"5,7",CARLOS DU,"4,69",TERERE,"4,19",PEDRINHO DO VALE,"3,18",MARTIM ANDRADA,"2,68",,,,,,,,,,,,
MG-02622/2020,https://www.youtube.com/watch?v=5z3ci-MgCH0&feature=emb_logo,MG,IPATINGA,Prefeito,1,P,1,,,NARDYELLO ROCHA,"18,36",SEBASTIAO QUINTAO,"14,69",JOAO MAGNO,"7,51",DR. JULIANO,"7,01",SAVIO TARSO,"4,34",JADSON HELENO,2,,,,,,,,,,,,,,,,,,
MG-09252/2020,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-ribeirao-das-neves-agosto-2020/,MG,RIBEIRÃO DAS NEVES,Prefeito,1,P,0,,,JUNYNHO MARTINS,"20,08",VANDERLEI DELEI,"2,43",,,,,,,,,,,,,,,,,,,,,,,,,,
MG-09252/2020,http://ribeiraodasneves.net/noticias/37-noticias/politica,MG,RIBEIRÃO DAS NEVES,Prefeito,1,P,1,,,JUNYNHO MARTINS,"38,24",VANDERLEI DELEI,"9,97",WASHINGTON MODESTO,"2,94",DOUTOR GETULIO,"2,3",CORONEL BIANCHINI,"1,28",CARLOS EUGENIO,"1,28",TOCO MENEZES,"1,02",,,,,,,,,,,,,,,,
SE-04431/2020,https://www.nenoticias.com.br/pesquisa-eleitoral-em-carmopolis/,SE,CARMÓPOLIS,Prefeito,1,P,1,,,HYAGO,"42,3",EDI LEITE,"17,1",PINHA MOTOS,10,,,,,,,,,,,,,,,,,,,,,,,,
SE-04431/2020,https://www.nenoticias.com.br/pesquisa-eleitoral-em-carmopolis/,SE,CARMÓPOLIS,Prefeito,1,P,1,,,ESMERALDA,"48,6",PINHA MOTOS,"11,5",DECIO NETO,"9,2",,,,,,,,,,,,,,,,,,,,,,,,
SE-04431/2020,https://www.nenoticias.com.br/pesquisa-eleitoral-em-carmopolis/,SE,CARMÓPOLIS,Prefeito,1,P,1,,,ESMERALDA,"49,9",PINHA MOTOS,"12,1",GLADSON,"7,3",,,,,,,,,,,,,,,,,,,,,,,,
SE-04431/2020,https://www.nenoticias.com.br/pesquisa-eleitoral-em-carmopolis/,SE,CARMÓPOLIS,Prefeito,1,P,1,,,ESMERALDA,"49,1",EDI LEITE,"15,7",PINHA MOTOS,"7,3",,,,,,,,,,,,,,,,,,,,,,,,
TO-00993/2020,http://www.tribunato.com.br/noticia.asp?id=11833,TO,ALVORADA,Prefeito,1,P,0,,,PAULO ANTONIO,"51,5",ROBERTO SAMPAIO,"1,5",WACHED,1,,,,,,,,,,,,,,,,,,,,,,,,
TO-00993/2020,http://www.tribunato.com.br/noticia.asp?id=11833,TO,ALVORADA,Prefeito,1,P,1,,,PAULO ANTONIO,"78,1",ROBERTO SAMPAIO,"9,2",WACHED,"3,1",,,,,,,,,,,,,,,,,,,,,,,,
GO-04492/2020,http://goiasemtempo.com.br/home/?p=56297,GO,ANÁPOLIS,Prefeito,1,P,,,,BRIGADEIRO BRAGANA,5,CANDINHO DA RADIO,2,EDSON TAVARES,2,HUMBERTO EVANGELISTA,2,JOAO GOMES,6,JOSE DE LIMA,3,MARCIO CORREA,4,PROFESSORA GELI,11,ROBERTO NAVES,26,VALERIANO ABREU,19,,,,,,,,,,
BA-08937/2020,https://www.facebook.com/programarevistametropolitana/posts/1052663198500679,BA,CAMAÇARI,Prefeito,1,P,1,,,ELINALDO,40,IVONEIDE CAETANO,21,FABIO LIMA,7,OZIEL ARAUJO,5,ANTONIO CARLOS SOARES,1,SOCRATES,1,,,,,,,,,,,,,,,,,,
BA-08937/2020,https://www.facebook.com/programarevistametropolitana/posts/1052663198500679,BA,CAMAÇARI,Prefeito,1,P,0,,,ELINALDO,32,IVONEIDE CAETANO,12,FABIO LIMA,1,,,,,,,,,,,,,,,,,,,,,,,,
GO-03939/2020,https://www.jornalopcao.com.br/ultimas-noticias/pesquisa-em-luziania-mostra-que-caiado-tem-65-de-aprovacao-e-poder-de-transferencia-de-votos-278124/,GO,LUZIÂNIA,Prefeito,1,P,1,,,DIEGO SORGATTO,32,PROFESSORA EDNA,20,WILDE CAMBAO,11,,,,,,,,,,,,,,,,,,,,,,,,
GO-03939/2020,https://www.jornalopcao.com.br/ultimas-noticias/pesquisa-em-luziania-mostra-que-caiado-tem-65-de-aprovacao-e-poder-de-transferencia-de-votos-278124/,GO,LUZIÂNIA,Prefeito,1,P,0,,,DIEGO SORGATTO,16,PROFESSORA EDNA,5,,,,,,,,,,,,,,,,,,,,,,,,,,
AP-01330/2020,https://www.aeka.info/2020/08/pesquisa-macapa-2020-2708-realtime.html,AP,MACAPÁ,Prefeito,1,P,1,,,JOAO CAPIBERIBE,18,PATRICIA FERRAZ,10,JOSIEL ALCOLUMBRE,9,CIRILO FERNANDES,8,DR. FURLAN,8,RUBEM BEMERGUY,4,PAULO LEMOS,3,,,,,,,,,,,,,,,,
GO-03734/2020,http://www.jornalaguaslindas.com.br/2020/08/eleicoes-2020-pesquisa-realtime-big.html,GO,ÁGUAS LINDAS DE GOIÁS,Prefeito,1,P,1,,,MARCO TULIO,26,DR. LUCAS,20,GIOVANNE MACHADO,12,GERALDO MESSIAS,11,LUIZ ALBERTO,6,ROGEMBERG,4,SARGENTO GODOY,3,ADERSON DA MODELLE,1,ANDERSON TEODORO,1,HAMILTON BORGES,1,,,,,,,,,,
GO-03734/2020,http://www.jornalaguaslindas.com.br/2020/08/eleicoes-2020-pesquisa-realtime-big.html,GO,ÁGUAS LINDAS DE GOIÁS,Prefeito,1,P,0,,,MARCO TULIO,8,DR. LUCAS,4,HILDO DO CANDANGO,3,GIOVANNE MACHADO,1,LUIZ ALBERTO,1,ROGEMBERG,1,,,,,,,,,,,,,,,,,,
SP-00112/2020,https://noticias.r7.com/sao-paulo/covas-e-russomanno-lideram-disputa-em-sp-diz-pesquisa-17082020,SP,SÃO PAULO,Prefeito,1,P,1,,,BRUNO COVAS,26,CELSO RUSSOMANNO,22,MARCIO FRANÇA,7,MARTA SUPLICY,7,GUILHERME BOULOS,7,ANDREA MATARAZZO,3,JILMAR TATTO,3,ARTHUR MAMAE FALEI,2,JOICE HASSELMANN,1,ORLANDO SILVA,1,,,,,,,,,,
