tse_id,url,NM_UE,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
PB-01053/2020,https://www.clickpb.com.br/eleicoes/primeira-pesquisa-eleitoral-para-o-segundo-turno-da-prefeitura-de-joao-pessoa-e-registrada-no-tse-295880.html,JOÃO PESSOA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-06514/2020,https://www.otempo.com.br/hotsites/eleicoes-2020/eleicoes-2020-marilia-arraes-tem-45-e-joao-campos-39-diz-pesquisa-ibope-1.2414786,RECIFE,1,P,1,,,MARILIA ARRAES,45,JOAO CAMPOS,39,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-00797/2020,https://www.cnnbrasil.com.br/politica/2020/11/18/ibope-no-rio-eduardo-paes-69-marcelo-crivella-31,RIO DE JANEIRO,1,P,1,,,EDUARDO PAES,53,MARCELO CRIVELLA,23,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-06624/2020,https://diariodorio.com/pesquisa-exame-ideia-mostra-paes-com-67-e-criella-com-33-no-2o-turno/,RIO DE JANEIRO,1,p,1,,,PAES,49,CRIVELLA,24,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05645/2020,https://www.cnnbrasil.com.br/politica/2020/11/18/ibope-em-sp-covas-tem-58-dos-votos-validos-em-sao-paulo-e-boulos-42,SÃO PAULO,1,P,1,,,BRUNO COVAS,47,GUILHERME BOULOS,35,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-06628/2020,https://www.infomoney.com.br/politica/covas-lidera-segundo-turno-com-48-contra-32-de-boulos-em-sao-paulo-diz-xp-ipespe/,SÃO PAULO,1,P,1,,,COVAS,48,GUILHERME BOULOS,32,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-07424/2020,https://exame.com/brasil/exame-ideia-covas-herda-mais-votos-e-bate-boulos-64-a-36/,SÃO PAULO,1,P,1,,,COVAS,56,BOULOS,31,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-09859/2020,https://www.paranapesquisas.com.br/pesquisas/pesquisa-sao-paulo-segundo-turno-das-eleicoes-municipais-de-2020-novembro-2020/,SÃO PAULO,1,P,1,,,COVAS,"50,3",GUILHERME BOULOS,"31,5",,,,,,,,,,,,,,,,,,,,,,,,,,
SP-06584/2020,"https://www.terra.com.br/noticias/eleicoes/covas-aparece-com-60-e-boulos-tem-40-diz-pesquisa-cnn,78dc589e854f54969a2875b5b3c0cd68f14bvzi7.html",SÃO PAULO,1,p,1,,1,COVAS,60,GUILHERME BOULOS,40,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-00673/2020,"https://www.cnnbrasil.com.br/politica/2020/11/17/realtime-big-data-paes-tem-71-dos-votos-validos-no-rio-crivella-29",RIO DE JANEIRO,1,p,1,,1,EDUARDO PAES,71,MARCELO CRIVELLA,29,,,,,,,,,,,,,,,,,,,,,,,,,,
