tse_id,url,NM_UE,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
AC-08082/2020,https://www.giroacreano.com.br/2020/10/18/5469/,RIO BRANCO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-06907/2020,https://folhadealagoas.com.br/2020/10/15/eleicoes-2020-manuilson-lidera-com-folga-em-colonia-leopoldina/,COLÔNIA LEOPOLDINA,1,p,1,,,MANUILSON ANDRADE,"58,5",RUBINHO VEREADOR,21,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-06907/2020,https://folhadealagoas.com.br/2020/10/15/eleicoes-2020-manuilson-lidera-com-folga-em-colonia-leopoldina/,COLÔNIA LEOPOLDINA,1,p,0,,,MANUILSON ANDRADE,"56,5",RUBINHO VEREADOR,"20,5",,,,,,,,,,,,,,,,,,,,,,,,,,
AL-02982/2020,https://www.alagoas24horas.com.br/1317040/pesquisa-mais-de-55-dos-maceioenses-nao-sabem-em-quem-votar-para-prefeito/,MACEIÓ,1,p,0,,,ALFREDO GASPAR,"12,2",JHC,"11,5",CICERO ALMEIDA,"2,2",DAVI FILHO,"1,6",,,,,,,,,,,,,,,,,,,,,,
AL-02982/2020,https://www.alagoas24horas.com.br/1317040/pesquisa-mais-de-55-dos-maceioenses-nao-sabem-em-quem-votar-para-prefeito/,MACEIÓ,1,p,1,,,JHC,"26,9",ALFREDO GASPAR,"25,9",CICERO ALMEIDA,"9,1",DAVI FILHO,4,LENILDA LUNA,"2,1",JOSAN LEITE,"1,9",RICARDO BARBOSA,"1,8",VALERIA CORREIA,"1,6",,,,,,,,,,,,,,
AL-07716/2020,https://tribunahoje.com/noticias/politica/2020/10/19/pesquisa-aponta-alfredo-gaspar-com-leve-vantagem-sobre-jhc/,MACEIÓ,1,P,0,,,ALFREDO GASPAR,"22,7",JHC,"20,2",DAVI FILHO,"11,4",CICERO ALMEIDA,"3,6",,,,,,,,,,,,,,,,,,,,,,
AL-07716/2020,https://tribunahoje.com/noticias/politica/2020/10/19/pesquisa-aponta-alfredo-gaspar-com-leve-vantagem-sobre-jhc/,MACEIÓ,1,P,1,,,ALFREDO GASPAR,27,JHC,25,DAVI FILHO,15,CICERO ALMEIDA,6,LENILDA LUNA,1,RICARDO BARBOSA,1,VALERIA CORREIA,1,JOSAN LEITE,1,,,,,,,,,,,,,,
AL-04174/2020,https://www.maragogiro.com.br/pesquisa-ibrape-em-maragogi-sergio-lira-542-marcos-madeira-156-professor-adriano-25-2/,MARAGOGI,1,P,0,,,SERGIO LIRA,"54,2",MARCOS MADEIRA,"15,6",PROFESSOR ADRIANO,"2,5",,,,,,,,,,,,,,,,,,,,,,,,
AL-04174/2020,https://www.maragogiro.com.br/pesquisa-ibrape-em-maragogi-sergio-lira-542-marcos-madeira-156-professor-adriano-25-2/,MARAGOGI,1,P,1,,,SERGIO LIRA,60,MARCOS MADEIRA,23,PROFESSOR ADRIANO,3,,,,,,,,,,,,,,,,,,,,,,,,
BA-01277/2020,https://politicalivre.com.br/2020/10/prefeito-elinaldo-confirma-favoritismo-em-camacari-com-517-diz-pa-politica-livre/#gsc.tab=0,CATURAMA,1,P,0,,,ELINALDO,"32,5",IVONEIDE CAETANO,"11,5",OZIEL,"1,5",,,,,,,,,,,,,,,,,,,,,,,,
AL-02342/2020,https://www.cadaminuto.com.br/noticia/2020/10/15/pesquisa-mostra-vitoria-de-aldo-popular-em-porto-real-do-colegio-com-53-dos-votos,PORTO REAL DO COLÉGIO,1,P,1,,,ALDO POPULAR,57,DANIELA CAVALCANTE,32,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-00176/2020,https://blogdodurango.com.br/eleicoes-2020/pesquisa-labrea/,LÁBREA,1,P,1,,,GEAN BARROS,75,ADALFRANK,"12,8",JOAO ROBERTO,5,,,,,,,,,,,,,,,,,,,,,,,,
