tse_id,url,NM_UE,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
AC-03870/2020,https://www.ibopeinteligencia.com/noticias-e-pesquisas/pesquisa-mostra-minoru-kinpara-e-socorro-neri-tecnicamente-empatados-na-lideranca-da-disputa-para-prefeitura-de-rio-branco/,RIO BRANCO,1,p,1,,,MINORU KINPARA,29,SOCORRO NERI,26,TIAO BOCALOM,16,ROBERTO DUARTE,11,DANIEL ZEN,5,JARBAS SOSTER,2,JAMYL ASFURI,1,,,,,,,,,,,,,,,,
AL-06182/2020,https://folhadealagoas.com.br/2020/10/18/alex-mariano-se-aproxima-da-vitoria-em-major-izidoro-aponta-pesquisa/,MAJOR ISIDORO,1,P,1,,,ALEX MARIANO,52.5,THEOBALDO CINTRA,37,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-07590/2020,https://alagoasbrasilnoticias.com.br/2020/10/19/pesquisa-datasensus-mostra-ceci-rocha-com-59-dos-votos-em-atalaia/,ATALAIA,1,P,1,,,CECI ROCHA,59.1,CHICO VIGARIO,29.9,PROFESSOR LESSO,1.1,,,,,,,,,,,,,,,,,,,,,,,,
AL-06182/2020,https://folhadealagoas.com.br/2020/10/18/alex-mariano-se-aproxima-da-vitoria-em-major-izidoro-aponta-pesquisa/,MAJOR ISIDORO,1,P,0,,,ALEX MARIANO,51.5,THEOBALDO CINTRA,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-00980/2020,https://www.portaldoamazonas.com.br/2020/10/16/em-coari-pesquisa-pontual-mostra-adail-filho-com-56-das-intencoes-de-voto/,COARI,1,P,,,,ADAIL FILHO,56,ROBSON TIRADENTES,"15,9",ORLANDO NASCIMENTO,4.7,LUIS VASQUEZ,2.6,MESSIAS DO CHORA,1.6,LAZARO LOPES,1.3,SIBORREL,1,,,,,,,,,,,,,,,,
AM-00993/2020,https://amazonas1.com.br/wp-content/uploads/2020/10/5%C2%AA-PESQUISA-ELEITORAL-MANAUS-AM-00993-TSE.pdf,MANAUS,1,P,1,,,ALBERTO NETO,5.3,JOSE RICARDO,10.3,AMAZONINO MENDES,30,ALFREDO NASCIMENTO,5.5,CHICO PRETO,2.1,ROMERO REIS,1.1,CEL MENEZES,4.4,RICARDO NICOLAU,9.1,DAVID ALMEIDA,15.2,,,,,,,,,,,,
AM-00003/2020,https://www.facebook.com/ayuntamientoarona/posts/3681528188544664,MANAUS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-00993/2020,https://amazonas1.com.br/wp-content/uploads/2020/10/5%C2%AA-PESQUISA-ELEITORAL-MANAUS-AM-00993-TSE.pdf,MANAUS,1,P,0,,,ALBERTO NETO,2.3,JOSE RICARDO,4.5,AMAZONINO MENDES,19.2,ALFREDO NASCIMENTO,2.5,CEL MENEZES,2,RICARDO NICOLAU,4.4,DAVID ALMEIDA,9.3,,,,,,,,,,,,,,,,
AM-05472/2020,https://correiodaamazonia.com/amazonino-mendes-segue-na-lideranca-das-pesquisas-eleitorais/,MANAUS,1,P,1,,,AMAZONINO MENDES,30.8,DAVID ALMEIDA,17.6,JOSE RICARDO,9.4,ALFREDO NASCIMENTO,6.3,ALBERTO NETO,6.2,RICARDO NICOLAU,5.8,ALFREDO MENEZES,3.6,CHICO PRETO,2.5,ROMERO REIS,1.4,,,,,,,,,,,,
AM-05472/2020,https://blogdodurango.com.br/eleicoes-2020/quarta-pesquisa/,MANAUS,1,P,0,,,AMAZONINO MENDES,16.6,DAVID ALMEIDA,8,JOSE RICARDO,4,ALBERTO NETO,3.2,ALFREDO,3.1,RICARDO NICOLAU,2.9,CORONEL MENEZES,2.5,,,,,,,,,,,,,,,,
AP-01326/2020,https://selesnafes.com/2020/10/real-big-data-capi-e-josiel-empatam-com-patricia-e-furlan-na-cola/,MACAPÁ,1,P,0,,,CAPI,17,JOSIEL,16,PATRICIA FERRAZ,12,DR FURLAN,11,CIRILO FENANDES,9,GIANFRANCO,3,PAULO LEMOS,3,GUARACY,2,HAROLDO IRAM,2,PROFESSOR MARCOS,1,,,,,,,,,,
AP-01326/2020,https://noticias.r7.com/prisma/r7-planalto/joao-capi-e-josiel-alcolumbre-estao-empatados-em-macapa-diz-pesquisa-17102020,MACAPÁ,1,P,1,,,CAPI,10,JOSIEL,6,CIRILO FERNANDES,4,PATRICIA FERRAZ,4,CLECIO,3,DR FURLAN,2,,,,,,,,,,,,,,,,,,
BA-03386/2020,https://girodenoticias.com/noticias/politica/13320/cordelia-lidera-com-folga-disputa-a-prefeitura-de-eunapolis-diz-dataqualy-politica-livre-21-10-2020,EUNÁPOLIS,1,P,0,,,CORDELIA,42,ROBERIO OLIVEIRA,"20,6",BEL CHECON,"3,7",,,,,,,,,,,,,,,,,,,,,,,,
BA-03386/2020,https://girodenoticias.com/noticias/politica/13320/cordelia-lidera-com-folga-disputa-a-prefeitura-de-eunapolis-diz-dataqualy-politica-livre-21-10-2020,EUNÁPOLIS,1,P,1,,,CORDELIA,"47,9",ROBERIO OLIVEIRA,26.8,BEL CHECON,"4,7",ISAC DO PT,"2,5",GEOVALDO MIRANDA,1,,,,,,,,,,,,,,,,,,,,
BA-04292/2020,https://www.boquiraemacao.com.br/2020/10/boquira-ba-em-pesquisa-realizada.html,BOQUIRA,1,P,1,,,LUCIANO DA FARMACIA,"61,7",MARCO TULIO,"22,2",DANILO VASCONCELOS,"3,9",,,,,,,,,,,,,,,,,,,,,,,,
BA-00411/2020,"https://www.cn1.com.br/noticias/17/79801,a-um-mes-das-eleicoes-pesquisa-aponta-que-382-dos-eleitores-de-camacari-ainda-estao-indecisos.html",CAMAÇARI,1,P,1,,,ELIANDLO ARAUJO,"51,7",IVONEIDE CAETANO,22,OZIEL ARAUJO,"2,2",PEDRINHO DE PEDAO,1,,,,,,,,,,,,,,,,,,,,,,
BA-00411/2020,"https://www.cn1.com.br/noticias/17/79801,a-um-mes-das-eleicoes-pesquisa-aponta-que-382-dos-eleitores-de-camacari-ainda-estao-indecisos.html",CAMAÇARI,1,P,0,,,ELIANDLO ARAUJO,"32,5",IVONEIDE CAETANO,"11,5",OZIEL ARAUJO,"1,5",,,,,,,,,,,,,,,,,,,,,,,,
BA-00171/2020,http://politicosdosuldabahia.com.br/,CANAVIEIRAS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-04603/2020,https://www.culturaerealidade.com.br/em-iraquara-nino-coutinho-lidera-seu-retorno-ao-comando-do-municipio/,IRAQUARA,1,P,1,,,NINO COUTINHO,53,KEILA CRISTINA,16,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-02891/2020,http://www.zeniltonmeira.com/,JEQUIÉ,1,P,0,,,ZE COCA,"40,64",DR FERNANDO,"18,72",JAMES MEIRA,"6,56",PE ROXO,"1,92",,,,,,,,,,,,,,,,,,,,,,
BA-02891/2020,http://www.zeniltonmeira.com/,JEQUIÉ,1,P,1,,,ZE COCA,"43,68",DR FERNANDO,"19,52",JAMES MEIRA,"6,72",PE ROXO,"2,08",,,,,,,,,,,,,,,,,,,,,,
