tse_id,url,NM_UE,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
AL-01363/2020,https://www.gazetadopovo.com.br/eleicoes/2020/pesquisa-eleitoral/prefeito-maceio-al-ibope-segundo-turno-27-novembro-2020/,MACEIÓ,1,p,1,,,JHC,48,ALFREDO GASPAR,36,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-03935/2020,https://alagoasalerta.com.br/capa/a1/noticias/eleicoes/data-sensus-jhc-64-alfredo-36-dos-votos-validos,MACEIÓ,1,P,1,,,JHC,55,ALFREDO GASPAR,"31,7",,,,,,,,,,,,,,,,,,,,,,,,,,
AM-01680/2020,https://www.gazetadopovo.com.br/eleicoes/2020/pesquisa-eleitoral/prefeito-manaus-am-ibope-segundo-turno-27-novembro-2020/,MANAUS,1,P,1,,,DAVID ALMEIDA,44,AMAZONINO MENDES,40,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-01969/2020,https://www.acordacidade.com.br/noticias/235282/em-semana-decisiva-tres-pesquisas-serao-divulgadas-para-aquecer-o-tabuleiro-eleitoral-de-feira.html,FEIRA DE SANTANA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-03108/2020,https://www.acordacidade.com.br/noticias/235282/em-semana-decisiva-tres-pesquisas-serao-divulgadas-em-feira-de-santana.html,FEIRA DE SANTANA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-01340/2020,https://www.facebook.com/blogdopaulonunes/posts,VITÓRIA DA CONQUISTA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-02363/2020,https://agenciasertao.com/2020/11/26/justica-eleitoral-impede-divulgacao-de-pesquisa-em-vitoria-da-conquista/,VITÓRIA DA CONQUISTA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-00015/2020,https://www.opovo.com.br/noticias/politica/2020/11/28/pesquisa-fortaleza-eleicao-2020-datafolha-2-turno-sarto-capitao-wagner.html,FORTALEZA,1,P,1,,,SARTO,49,CAPITAO,36,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-03518/2020,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%A3o_municipal_de_Fortaleza_em_2020,FORTALEZA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-06026/2020,https://www.opovo.com.br/noticias/politica/2020/11/27/nova-pesquisa-prefeito-fortaleza-ibope-datafolha-sarto-capitao-wagner.html,FORTALEZA,1,P,1,,,SARTO,54,CAPITAO,35,,,,,,,,,,,,,,,,,,,,,,,,,,
ES-01087/2020,https://www.folhavitoria.com.br/politica/blogs/guia-eleicoes-2020/2020/11/28/vidigal-tem-preferencia-entre-eleitores-de-ensino-fundamental/,SERRA,1,P,1,,,VIDIGAL,"51,7",FABIO,"31,1",,,,,,,,,,,,,,,,,,,,,,,,,,
