tse_id,url,NM_UE,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
BA-05598/2020,https://www.augustourgente.com.br/2020/11/eleicoes-2020-conforme-pesquisa.html,UMBURANAS,1,P,,,,Roberto Bruno,48.8,Nato,32.53,Romilson Camacam,13.07,Amilton Moura,1.6,,,,,,,,,,,,,,,,,,,,,,
CE-07418/2020,https://blogdafolha.blogspot.com/2013/08/reduzir-reaproveitar-reciclar.html,ACARAÚ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-05127/2020,https://cearaemoff.com.br/politica/pesquisa-mostra-betinha-com-12-pontos-de-vantagem-na-disputa-pela-prefeitura-de-camocim,CAMOCIM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-08403/2020,https://www.observadorpolitico.net/2020/11/eleicoes-2020-em-iguatu-agenor-neto.html,IGUATU,1,P,1,,,Agenor Neto,51.2,Ednaldo Lavor,36,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-08842/2020,https://www.blogdoamauryalencar.com.br/2020/11/agenor-e-ednaldo-estao-tecnicamente.html,IGUATU,1,P,1,,,Agenor Neto,42,Ednaldo Lavor,40,Tenente Mulato,2,Correia Lima,1,Carlos Silva,1,Samuel Alves,1,Mácio,1,,,,,,,,,,,,,,,,
CE-08842/2020,https://www.blogdoamauryalencar.com.br/2020/11/agenor-e-ednaldo-estao-tecnicamente.html,IGUATU,1,P,0,,,Agenor Neto,35,Ednaldo Lavor,33,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-00105/2020,https://portalsertoes.com/2020/11/pesquisa-aponta-junior-do-titico-como-proximo-prefeito-de-ipueiras.html,IPUEIRAS,1,P,1,,,Junior do Titico,53.12,Neném do Cazuza,34.07,Manoel Otávio,1.65,,,,,,,,,,,,,,,,,,,,,,,,
CE-00105/2020,https://portalsertoes.com/2020/11/pesquisa-aponta-junior-do-titico-como-proximo-prefeito-de-ipueiras.html,IPUEIRAS,1,P,0,,,Junior do Titico,49.17,Neném do Cazuza,33.47,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-01567/2020,https://www.portalitapipoca.com.br/itapipoca/2020/11/13/pesquisa-aponta-empate-tecnico-entre-joao-barroso-e-felipe-pinheiro.html,ITAPIPOCA,1,P,1,,,João Barroso,34.1,Felipe Dinheiro,32.3,Dr. Dagmauro,15.6,Paulo Henrique Teixeira,2.9,,,,,,,,,,,,,,,,,,,,,,
CE-07535/2020,https://www.cariricomoeuvejo.com/2020/11/pesquisa-ibope-em-juazeiro-votos.html,JUAZEIRO DO NORTE,1,P,,,,Arnon Bezzera,38,Glêdson Bezzera,26,Nelinho,21,Ana Paula Cruz,6,Cinquentinha,2,,,,,,,,,,,,,,,,,,,,
CE-08614/2020,https://portalsertoes.com/2020/11/carlos-antonio-lidera-pesquisa-eleitoral-com-50-em-poranga.html,PORANGA,1,P,,,,Carlos Antonio,50.86,Erineuda Bernardo,32.65,Socorro Monteiro,11,,,,,,,,,,,,,,,,,,,,,,,,
CE-08727/2020,"https://www.ibiapabafm.com.br/noticias/politica/499040,pesquisa-aponta-saul-maciel-como-novo-prefeito-de-so-benedito",SÃO BENEDITO,1,P,,,,Saul Maciel,52.8,Dr Michel,32,Totonho Lima,5.1,Henrique Santana,2.8,,,,,,,,,,,,,,,,,,,,,,
CE-07991/2020,https://www.ointrigante.com.br/noticias/eleicoes-2020/pesquisa-aponta-vitoria-de-ariana-aquino-em-paraipaba,PARAIPABA,1,P,1,,,Ariana Aquino,47,Dimitri Batista,28,Clodoaldo,9,Dr Brito,5,,,,,,,,,,,,,,,,,,,,,,
CE-07991/2020,https://www.ointrigante.com.br/noticias/eleicoes-2020/pesquisa-aponta-vitoria-de-ariana-aquino-em-paraipaba,PARAIPABA,1,P,0,,,Ariana Aquino,38,Dimitri Batista,19,Clodoaldo,6,Dr Brito,3,,,,,,,,,,,,,,,,,,,,,,
ES-09992/2020,https://blogalangoncalvesoficial.blogspot.com/2020/11/fabricio-do-posto-lidera-pesquisa.html,APIACÁ,1,P,1,,1,Fabricio do Posto,44.4,Betinho Alves,19.6,Marcelo da Cinderela,15,Gurubéia,7.8,Joel Barbeiro,7.8,Wanda,2.9,Serralheira,2.2,,,,,,,,,,,,,,,,
ES-09992/2020,https://www.aquinoticias.com/2020/11/fabricio-do-posto-lidera-disputa-eleitoral-com-mais-de-25-pontos-de-vantagem-em-apiaca/,APIACÁ,1,P,0,,1,Fabricio do Posto,42.5,Betinho Alves,18.8,Marcelo da Cinderela,17.1,Gurubéia,7.2,Joel Barbeiro,7.9,Wanda,3.6,Serralheira,2.6,,,,,,,,,,,,,,,,
ES-09827/2020,https://www.folhadoes.com/noticia/politica-eleicoes-2020/71342/tininho-na-frente-marataizes-como-51-36-dos-votos-validos,MARATAÍZES,1,P,1,,,Tininho,41,Toninho,27,Ayub,11.8,,,,,,,,,,,,,,,,,,,,,,,,
ES-09827/2020,https://www.folhadoes.com/noticia/politica-eleicoes-2020/71342/tininho-na-frente-marataizes-como-51-36-dos-votos-validos,MARATAÍZES,1,P,0,,,Tininho,34.6,Toninho,23.17,Ayub,9.83,,,,,,,,,,,,,,,,,,,,,,,,
ES-04747/2020,https://www.aquinoticias.com/2020/11/liderando-pesquisas-genaldo-estaria-eleito-se-as-eleicoes-fossem-hoje-em-atilio-vivacqua/,ATÍLIO VIVÁCQUA,1,P,1,,1,Genaldo,52.7,Josemar Basto,43.5,Tio Dudu,3.7,,,,,,,,,,,,,,,,,,,,,,,,
ES-04747/2020,https://www.aquinoticias.com/2020/11/liderando-pesquisas-genaldo-estaria-eleito-se-as-eleicoes-fossem-hoje-em-atilio-vivacqua/,ATÍLIO VIVÁCQUA,1,P,0,,1,Genaldo,52.1,Josemar Basto,44.3,Tio Dudu,3.4,,,,,,,,,,,,,,,,,,,,,,,,
ES-02184/2020,https://jornalfolha1.com.br/2020/11/12/eleicoes-2020-instituto-divulga-pesquisa-eleitoral-em-baixo-guandu/,BAIXO GUANDU,1,P,1,,,Eloy,39.3,Lastênio,30.5,Aguinaldo,12.8,,,,,,,,,,,,,,,,,,,,,,,,
ES-02184/2020,https://jornalfolha1.com.br/2020/11/12/eleicoes-2020-instituto-divulga-pesquisa-eleitoral-em-baixo-guandu/,BAIXO GUANDU,1,P,0,,,Eloy,34.5,Lastênio,27,Aguinaldo,9.3,,,,,,,,,,,,,,,,,,,,,,,,
ES-04399/2020,https://www.aquinoticias.com/2020/11/victor-coelho-lidera-disputa-eleitoral-em-cachoeiro-com-quase-35-pontos-de-vantagem/,CACHOEIRO DE ITAPEMIRIM,1,P,1,,,Victor Coelho,51.1,Diego Libard,16.7,Jonas Nogueira,13,Renata Fiório,5,Fayda Belo,4,Fabricio,3.3,Jonas D'arck,2.3,,,,,,,,,,,,,,,,
ES-04399/2020,https://www.aquinoticias.com/2020/11/victor-coelho-lidera-disputa-eleitoral-em-cachoeiro-com-quase-35-pontos-de-vantagem/,CACHOEIRO DE ITAPEMIRIM,1,P,0,,,Victor Coelho,54.9,Diego Libard,15.7,Jonas Nogueira,12.5,Renata Fiório,4.2,Fayda Belo,2.6,Fabricio,2.6,Jonas D'arck,2.9,,,,,,,,,,,,,,,,
ES-06801/2020,https://g1.globo.com/es/espirito-santo/eleicoes/2020/noticia/2020/11/13/pesquisa-ibope-em-cariacica-votos-validos-sandro-locutor-18percent-euclerio-sampaio-16percent.ghtml,CARIACICA,1,P,,,,Sandro Locutor,13,Sampaio,12,Marcos Bruno,8,Célia Tavares,7,Dr Helcio,7,Assis,6,Motta,4,da Costa,4,Heraldo Lemos,3,Celso Andreon,3,Saulo Andreon,3,Avelina,3,Bastos,1,,,,
