tse_id,url,NM_UE,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
AM-04592/2020,https://www.parintinsamazonas.com.br/?q=279-conteudo-186566-pesquisa-pontual-aponta-reeleicao-de-nathan-macena-com-folga-em-careiro-castanho,CAREIRO,1,P,0,,,NATHAN MACENA,"58,2",JANETE LOBO,"8,7",NENEM DO IGAPO,"6,3",JERRIMAR CASTRO,"3,4",,,,,,,,,,,,,,,,,,,,,,
AM-04592/2020,https://www.parintinsamazonas.com.br/?q=279-conteudo-186566-pesquisa-pontual-aponta-reeleicao-de-nathan-macena-com-folga-em-careiro-castanho,CAREIRO,1,P,1,,,NATHAN MACENA,"65,8",NENEM DO IGAPO,"10,8",JANETE LOBO,"10,5",JERRIMAR CASTRO,"5,8",,,,,,,,,,,,,,,,,,,,,,
AM-04271/2020,https://amnews.com.br/pesquisa-aponta-2-turno-entre-amazonino-e-david/,MANAUS,1,P,1,,,AMAZONINO MENDES,"27,9",DAVID ALMEIDA,"19,2",RICARDO NICOLAU,10,JOSE RICARDO,"9,1",CORONEL MENEZES,"5,1",ALFREDO NASCIMENTO,"3,9",CAPITAO ALBERTO NETO,"3,8",CHICO PRETO,1,,,,,,,,,,,,,,
AM-04271/2020,https://amnews.com.br/pesquisa-aponta-2-turno-entre-amazonino-e-david/,MANAUS,1,P,0,,,AMAZONINO MENDES,"19,5",DAVID ALMEIDA,"15,1",JOSE RICARDO,"6,1",RICARDO NICOLAU,6,CORONEL MENEZES,"4,1",CAPITAO ALBERTO NETO,"2,5",ALFREDO NASCIMENTO,"1,7",,,,,,,,,,,,,,,,
AM-05518/2020,https://eficazpesquisas.com.br/wp-content/uploads/2020/10/Intencao-de-Votos-Manaus-Eficaz-Pesquisa-Outubro-2020.pdf,MANAUS,1,P,1,,,AMAZONINO MENDES,"29,8",DAVID ALMEIDA,"18,1",RICARDO NICOLAU,"11,7",JOSE RICARDO,"6,1",CORONEL MENEZES,5,ALBERTO NETO,"4,8",ALFREDO NASCIMENTO,"3,7",ROMERO REIS,"1,4",CHICO PRETO,"1,4",,,,,,,,,,,,
AM-05761/2020,https://www.portaldoholanda.com.br/eleicoes/jose-ricardo-encosta-em-nicolau-mostra-pesquisa-em-manaus,MANAUS,1,P,1,,,AMAZONINO MENDES,"29,2",DAVID ALMEIDA,"16,1",RICARDO NICOLAU,"12,5",JOSE RICARDO,"11,4",CAPITAO ALBERTO NETO,"6,3",ALFREDO NASCIMENTO,"6,2",CORONEL MENEZES,"4,8",,,,,,,,,,,,,,,,
AM-05761/2020,https://www.portaldoholanda.com.br/eleicoes/jose-ricardo-encosta-em-nicolau-mostra-pesquisa-em-manaus,MANAUS,1,P,0,,,AMAZONINO MENDES,"24,6",DAVID ALMEIDA,"12,3",RICARDO NICOLAU,"9,2",JOSE RICARDO,"9,3",CAPITAO ALBERTO NETO,"4,3",ALFREDO NASCIMENTO,"3,8",CORONEL MENEZES,"2,9",,,,,,,,,,,,,,,,
AM-06948/2020,https://portalopoder.com/2020/11/06/a-nove-dias-da-eleicao-segundo-turno-se-desenha-entre-amazonino-mendes-e-david-almeida-diz-pontual/,MANAUS,1,P,1,,,AMAZONINO MENDES,"30,1",DAVID ALMEIDA,"17,3",RICARDO NICOLAU,"13,1",JOSE RICARDO,"8,1",ALBERTO NETO,"6,9",CORONEL MENEZES,"4,7",ALFREDO NASCIMENTO,"3,5",ROMERO REIS,"1,5",,,,,,,,,,,,,,
AM-08818/2020,https://amazonasatual.com.br/pesquisa-registra-queda-de-amazonino-e-disputa-acirrada-entre-david-nicolau-e-ze-ricardo/,MANAUS,1,P,1,,,AMAZONINO MENDES,"27,2",DAVID ALMEIDA,"15,3",RICARDO NICOLAU,"12,5",JOSE RICARDO,"11,5",ALBERTO NETO,"6,1",CORONEL MENEZES,"5,5",ALFREDO NASCIMENTO,4,CHICO PRETO,"1,3",ROMERO REIS,"1,1",,,,,,,,,,,,
AM-08818/2020,https://amazonasatual.com.br/pesquisa-registra-queda-de-amazonino-e-disputa-acirrada-entre-david-nicolau-e-ze-ricardo/,MANAUS,1,P,0,,,AMAZONINO MENDES,"19,1",DAVID ALMEIDA,"10,5",JOSE RICARDO,"8,2",RICARDO NICOLAU,"6,9",CORONEL MENEZES,"3,9",ALBERTO NETO,"3,2",ALFREDO NASCIMENTO,"2,5",,,,,,,,,,,,,,,,
AM-07614/2020,https://portalunico.com/pesquisa-mostra-lideranca-absoluta-de-adenilson-reis-em-nova-olinda-do-norte/,NOVA OLINDA DO NORTE,1,P,,,,ADENILSON,62,MAURICIO MACIEL,14,JOSEIAS LOPES,13,,,,,,,,,,,,,,,,,,,,,,,,
AM-08811/2020,"http://www.oobservador.com.br/noticias/chapa-juscelino-nega-lidera-com-folga-intencoes-de-voto-em-parintins,49714.shtml",PARINTINS,1,P,,,,JUSCELINO,"37,62",GARCIA,"28,38",DOUGLAS BATISTA,"2,64",,,,,,,,,,,,,,,,,,,,,,,,
AM-06559/2020,https://perspectiva.inf.br/eleicoes-2020/eleicoes-2020-do-rio-preto-da-eva/,RIO PRETO DA EVA,1,P,1,,,ANDERSON SOUSA,"78,3",ALTEMIR BARROSO,15,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-06559/2020,https://perspectiva.inf.br/eleicoes-2020/eleicoes-2020-do-rio-preto-da-eva/,RIO PRETO DA EVA,1,P,0,,,ANDERSON SOUSA,72,ALTEMIR BARROSO,"12,7",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-04361/2020,https://muraldooeste.com/luis-eduardo-magalhaes-oziel-dispara-e-alcanca-60-na-preferencia-do-eleitorado/,LUÍS EDUARDO MAGALHÃES,1,P,,,,OZIEL OLIVEIRA,60,MARABA,"26,6",COMANDANTE RANGEL,"7,4",,,,,,,,,,,,,,,,,,,,,,,,
BA-03187/2020,https://www.bahiaextremosul.com.br/artigo/pesquisa-aponta-lideranca-de-leo-brito-na-eleicao-de-alcobaca,ALCOBAÇA,1,P,1,,,LEO BRITO,52,ZICO DE BAIATO,"39,67",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-03187/2020,https://www.bahiaextremosul.com.br/artigo/pesquisa-aponta-lideranca-de-leo-brito-na-eleicao-de-alcobaca,ALCOBAÇA,1,P,0,,,LEO BRITO,"50,17",ZICO DE BAIATO,"38,83",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-07443/2020,https://www.giroemipiau1.com.br/2020/11/04/eleicoes-pesquisa-aponta-ampla-vantagem-para-jose-luiz-em-barra-do-rocha/,BARRA DO ROCHA,1,P,1,,,JOSE LUIZ,"60,2",PROFESSOR LEO,"32,9",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06036/2020,http://www.politicosdosuldabahia.com.br/v1/2020/11/05/barro-preto-ana-paula-lidera-pesquisa-com-mais-de-51/,BARRO PRETO,1,P,1,,,ANA PAULA,"53,62",JURACY DA SAUDE,"45,07",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06036/2020,http://www.politicosdosuldabahia.com.br/v1/2020/11/05/barro-preto-ana-paula-lidera-pesquisa-com-mais-de-51/,BARRO PRETO,1,P,0,,,ANA PAULA,"51,97",JURACY DA SAUDE,"45,39",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-05609/2020,https://www.boquiraemacao.com.br/2020/11/boquira-ba-nova-pesquisa-divulgada-pela.html,BOQUIRA,1,P,1,,,MARCO TULIO,"44,52",LUCIANO DA FARMACI,"41,6",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-07558/2020,https://www.boquiraemacao.com.br/2020/11/boquira-ba-em-nova-pesquisa-luciano.html,BOQUIRA,1,P,1,,,LUCIANO,"60,6",M TULIO,"25,2",DANILO,"5,8",,,,,,,,,,,,,,,,,,,,,,,,
BA-04163/2020,https://www.acheisudoeste.com.br/arquivo/11/2020/2,BRUMADO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-03711/2020,https://www.acheisudoeste.com.br/noticias/44315-2020/11/01/eleicoes-2020-justica-suspende-divulgacao-de-pesquisa-em-cacule,CACULÉ,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-03292/2020,https://agenciasertao.com/wp-content/uploads/2020/11/impugnacao-pesquisa-radio-alvorada.pdf,CAETITÉ,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-05035/2020,https://www.acheisudoeste.com.br/categoria/brumado/www.comfergil.com.br,CAETITÉ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-05195/2020,https://agenciasertao.com/wp-content/uploads/2020/11/Decisao-pesquisa-caetite-2.pdf,CAETITÉ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-00759/2020,https://www.culturaerealidade.com.br/robertao-em-p-dutra-e-zeni-em-canarana-seguem-lideres-absolutos-nas-disputas/,CANARANA,1,P,,,,EZENIVALDO CARDOSO,"41,8",MARLEIDE,"22,1",ELZIMAR,"21,8",,,,,,,,,,,,,,,,,,,,,,,,
BA-04154/2020,https://www.redegn.com.br/?sessao=noticia&cod_noticia=138970,CASA NOVA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06397/2020,http://www.blogjovanesales.com.br/2020/11/eleicoes-caturama-pesquisa-eleitoral.html,CATURAMA,1,P,1,,,PAULO MENDONÇA,"64,1",HUGO MENDONÇA,"20,2",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06622/2020,http://www.blogdorodrigoferraz.com.br/2020/11/07/eleicoes-2020-em-condeuba-silvan-baleeiro-lidera-pesquisa-a-prefeitura/,CONDEÚBA,1,P,1,,,SILVAN,"55,29",ANGELA CRUZ,"36,01",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06622/2020,http://www.blogdorodrigoferraz.com.br/2020/11/07/eleicoes-2020-em-condeuba-silvan-baleeiro-lidera-pesquisa-a-prefeitura/,CONDEÚBA,1,P,0,,,SILVAN,"54,48",ANGELA CRUZ,"34,54",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-00532/2020,http://informebarra.com.br/v2/ibicoara-atual-prefeito-e-candidato-a-reeleicao-haroldo-aguiar-aparece-em-pesquisa-com-4984-das-intencoes-de-votos/,IBICOARA,1,P,0,,,GIL,"33,49",HAROLDO AGUIAR,"45,24",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06804/2020,http://www.blogjovanesales.com.br/2020/11/eleicoes-ibipitanga-pesquisa-confirma.html,IBIPITANGA,1,P,1,,,BETO,"59,6",TOE DE XAVIER,"30,7",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-09710/2020,http://www.ilheusemresumo.com.br/v1/2020/11/08/marao-lidera-intencao-de-votos-caca-estaciona-e-valderico-vira-2-via/,ILHÉUS,1,P,1,,,MARAO,34,VALDERICO JUNIOR,13,CACA,13,PROFESSOR REINALDO,5,COSME ARAUJO,3,BERNADETE,1,JOAO BARROS,1,ROBERTO BARBOSA,1,,,,,,,,,,,,,,
BA-09710/2020,http://www.ilheusemresumo.com.br/v1/2020/11/08/marao-lidera-intencao-de-votos-caca-estaciona-e-valderico-vira-2-via/,ILHÉUS,1,P,0,,,MARAO,33,VALDERICO JUNIOR,13,CACA,12,PROFESSOR REINALDO,4,COSME ARAUJO,3,BERNADETE,1,JOAO BARROS,1,ROBERTO BARBOSA,1,,,,,,,,,,,,,,
BA-04490/2020,https://www.culturaerealidade.com.br/nova-pesquisa-aponta-favorito-em-irece-pela-pesquisa-ibop-elmo-tem-522-contra-315-de-sobral/,IRECÊ,1,P,0,,,ELMO,50,SOBRAL,30,LEO,2,,,,,,,,,,,,,,,,,,,,,,,,
BA-04490/2020,https://www.culturaerealidade.com.br/nova-pesquisa-aponta-favorito-em-irece-pela-pesquisa-ibop-elmo-tem-522-contra-315-de-sobral/,IRECÊ,1,P,1,,,ELMO,"52,2",SOBRAL,"31,5",LEO,"3,7",,,,,,,,,,,,,,,,,,,,,,,,
BA-04514/2020,https://informebaiano.com.br/183815/vdestaque/irece-luizinho-sobral-aumenta-vantagem-para-elmo-vaz-aponta-nova-pesquisa,IRECÊ,1,P,,,,SOBRAL,"47,19",ELMO,"39,65",LEO DA UNIBEL,"2,89",CLEOMAR SANTIAGO,"2,09",,,,,,,,,,,,,,,,,,,,,,
BA-08857/2020,https://informebaiano.com.br/183615/vdestaque/irece-luizinho-sobral-lidera-pesquisa-com-4591,IRECÊ,1,P,1,,,LUIZINHO SOBRAL,"45,91",ELMO VAZ,"40,93",LEO DE UNIBEL,"2,73",CLEOMAR SANTIAGO,"1,93",,,,,,,,,,,,,,,,,,,,,,
BA-05162/2020,https://www.barragrande24horas.com.br/v1/2020/11/08/,ITABUNA,1,P,,,,AUGUSTO CASTRO,"31,82",CAPITAO AZEVEDO,"15,83",FERNANDO GOMES,"13,91",DOUTOR MANGABEIRA,"9,64",GERALDO SIMOES,"4,82",ISAAC NERI,"3,55",CHARLIANE SOUZA,"3,18",,,,,,,,,,,,,,,,
BA-06019/2020,http://vermelhinhoba.com.br/2020/11/05/itape-pesquisa-mostra-naeliton-liderando-disputa-eleitoral/,ITAPÉ,1,P,0,,,NAELITON,"46,4",HUMBERTO,"28,54",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06019/2020,http://vermelhinhoba.com.br/2020/11/05/itape-pesquisa-mostra-naeliton-liderando-disputa-eleitoral/,ITAPÉ,1,P,1,,,NAELITON,"49,42",HUMBERTO,"31,09",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-09635/2020,https://www.bahianoticias.com.br/noticia/254169-bn-seculus-atual-prefeita-dra-cecilia-esta-empatada-com-ze-do-radio-em-itiuba.html,ITIÚBA,1,P,1,,,ZE DO RADIO,"46,07",CECILIA,"42,92",JOSE HUMBERTO,"3,82",,,,,,,,,,,,,,,,,,,,,,,,
BA-09635/2020,https://www.bahianoticias.com.br/noticia/254169-bn-seculus-atual-prefeita-dra-cecilia-esta-empatada-com-ze-do-radio-em-itiuba.html,ITIÚBA,1,P,0,,,ZE DO RADIO,"45,62",CECILIA,"42,7",JOSE HUMBERTO,"3,6",,,,,,,,,,,,,,,,,,,,,,,,
BA-00954/2020,https://ivansilvanoticia.com.br/,JACOBINA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-08341/2020,https://www.jaguararionline.com/2020/,JAGUARARI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-08509/2020,https://clebervieiranews.com.br/wp-content/uploads/2020/11/DecisA%CC%83o_SuspensA%CC%83o-Pesquisa_Jaguarari.pdf,JAGUARARI,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-03895/2020,https://www.jeremoabo.com.br/noticia/973/jeremoabo-ba-em-nova-pesquisa-registrada-anabel-mantem-frente-nas-pesquisas-com-53-67-,JEREMOABO,1,P,0,,,ANABEL DE TISTA,"53,33",DERI DE PALOMA,"38,5",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-09699/2020,https://www.bahianoticias.com.br/noticia/254073-bn-seculus-atual-prefeito-tonho-de-fiito-e-favorito-a-reeleicao-em-ouricangas.html,OURIÇANGAS,1,P,1,,,FITO,"73,96",VALNEY,"12,78",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-09699/2020,https://www.bahianoticias.com.br/noticia/254073-bn-seculus-atual-prefeito-tonho-de-fiito-e-favorito-a-reeleicao-em-ouricangas.html,OURIÇANGAS,1,P,0,,,FITO,"73,22",VALNEY,"12,53",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-00442/2020,https://www.paramirimagora.com.br/2020/11/07/divulgada-a-setima-pesquisa-eleitoral-para-prefeito-de-paramirim/,PARAMIRIM,1,P,1,,,BETO,"57,4",DR JULIO,"36,1",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06539/2020,https://diariodegoias.com.br/bruno-reis-dem-lidera-pesquisa-em-salvador-e-major-denice-pt-esta-em-segundo-segundo-parana-pesquisas/,SALVADOR,1,P,0,,,BRUNO REIS,40,MAJOR DENICE,7,OLIVIA SANTANA,"2,8",CEZAR LEITE,"1,3",,,,,,,,,,,,,,,,,,,,,,
BA-06539/2020,https://diariodegoias.com.br/bruno-reis-dem-lidera-pesquisa-em-salvador-e-major-denice-pt-esta-em-segundo-segundo-parana-pesquisas/,SALVADOR,1,P,1,,,BRUNO REIS,"56,9",MAJOR DENICE,"13,5",OLIVIA SANTANA,"5,1",SARGENTO ISIDORIO,5,CEZAR LEITE,"2,1",HILTON COELHO,"1,6",BACELAR,"1,1",,,,,,,,,,,,,,,,
BA-06391/2020,https://www.bahianoticias.com.br/noticia/254055-bn-parana-pesquisa-indica-vitoria-de-nilza-da-mata-em-sao-sebastiao-do-passe.html,SÃO SEBASTIÃO DO PASSÉ,1,P,1,,,NILZA DA MATA,"42,9",ANGELO SANTANA,"34,2",CAPITAO ANDERSON,"4,8",EVALDO FIRES,"3,8",,,,,,,,,,,,,,,,,,,,,,
BA-06391/2020,https://www.bahianoticias.com.br/noticia/254055-bn-parana-pesquisa-indica-vitoria-de-nilza-da-mata-em-sao-sebastiao-do-passe.html,SÃO SEBASTIÃO DO PASSÉ,1,P,0,,,NILZA DA MATA,"31,7",ANGELO SANTANA,"21,2",EVALDO FIRES,"1,9",CAPITAO ANDERSON,"1,5",,,,,,,,,,,,,,,,,,,,,,
BA-04512/2020,https://www.bahia24hs.com.br/noticia/1120/dinha-aparece-na-lideranca-em-todos-os-cenarios-em-simoes-filho.html,SIMÕES FILHO,1,P,1,,,DINHA,"42,7",EDUARDO ALENCAR,"31,2",ANTONIO CARVALHO,"3,1",RAQUEL OLIVEIRA,"2,9",AMIGO JU,"2,5",,,,,,,,,,,,,,,,,,,,
BA-04512/2020,https://www.bahia24hs.com.br/noticia/1120/dinha-aparece-na-lideranca-em-todos-os-cenarios-em-simoes-filho.html,SIMÕES FILHO,1,P,0,,,DINHA,"32,4",EDUARDO ALENCAR,"23,3",RAQUEL OLIVEIRA,"1,4",AMIGO JU,"1,2",ANTONIO CARVALHO,"1,2",,,,,,,,,,,,,,,,,,,,
BA-06887/2020,https://www.blogdoanderson.com/2020/11/05/eleicoes-2020-jornal-a-tarde-realiza-mais-uma-pesquisa-a-prefeitura-de-vitoria-da-conquista/,VITÓRIA DA CONQUISTA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-07308/2020,https://liberdadenews.com.br/politica/35794-irregularidades-e-venda-de-resultado-justica-eleitoral-de-teixeira-suspende-divulgacao-de-pesquisa,TEIXEIRA DE FREITAS,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-01608/2020,https://quixeramobimagora.blogspot.com/2020/10/tres-pesquisas-sao-registradas-na.html,BOA VIAGEM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-02936/2020,http://www.monolitospost.com/2020/11/06/junior-saraiva-lidera-pesquisa-para-prefeitura-de-capistrano-com-quase-14-de-vantagem-para-o-segundo-colocado/,CAPISTRANO,1,P,,,,JUNIOR SARAIVA,50,ZE RENATO,"36,76",ABREU DO CAPISTRANO,"3,92",,,,,,,,,,,,,,,,,,,,,,,,
CE-02424/2020,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%A3o_municipal_de_Fortaleza_em_2020,FORTALEZA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-05742/2020,https://www.opovo.com.br/noticias/politica/2020/11/05/eleicoes-2020-pesquisa-fortaleza-datafolha-cap-wagner-sarto-luizianne.html,FORTALEZA,1,P,1,,,CAPITAO WAGNER,29,SARTO,26,LUIZIANNE LINS,18,HEITOR FERRER,6,CELIO STUDART,4,RENATO ROSENO,3,HEITOR FREIRE,2,PAULA COLARES,1,,,,,,,,,,,,,,
CE-05742/2020,https://www.opovo.com.br/noticias/politica/2020/11/05/eleicoes-2020-pesquisa-fortaleza-datafolha-cap-wagner-sarto-luizianne.html,FORTALEZA,1,P,0,,,CAPITAO WAGNER,19,SARTO,19,LUIZIANNE LINS,14,HEITOR FERRER,3,CELIO STUDART,2,RENATO ROSENO,2,HEITOR FREIRE,1,,,,,,,,,,,,,,,,
CE-07679/2020,https://www.opovo.com.br/noticias/politica/2020/11/04/pesquisa-ibope-juazeiro-do-norte--empate-tecnico-de-arnon-e-gledson.html,JUAZEIRO DO NORTE,1,p,,,,ARNON BEZERRA,34,GLEDSON BEZERRA,32,NELINHO,18,ANA PAULA CRUZ,5,DEMONTIEUX,2,,,,,,,,,,,,,,,,,,,,
ES-03269/2020,https://blogalangoncalvesoficial.blogspot.com/2020/11/com-quase-70-de-intencao-de-votos-cuica.html,SÃO JOSÉ DO CALÇADO,1,P,1,,,CUICA,"68,32",TETE,"8,9",ZE CARLOS,"10,47",,,,,,,,,,,,,,,,,,,,,,,,
ES-00195/2020,https://www.aquinoticias.com/2020/11/disparado-nas-pesquisas-paulo-lemos-estaria-eleito-se-as-eleicoes-fossem-hoje-em-ibitirama/,IBITIRAMA,1,P,1,,,JAVAN,"29,89",JUBERTO MOTA,"1,32",PAULINHO JACINTO,"2,38",PAULO LEMOS,"55,29",,,,,,,,,,,,,,,,,,,,,,
ES-09589/2020,https://www.folhadoes.com/noticia/politica-eleicoes-2020/71044/em-gurapari-eleicao-esta-aberta-edson-magalhaes-tem-27-83-carlos-von-21-50,GUARAPARI,1,P,1,,,EDSON MAGALHAES,"27,83",CARLOS VON,"21,5",GEDSON MERIZIO,"10,33",OZIEL DE SOUSA,"4,17",BARBARA HORA,"2,83",CEL FERRARI,2,MARIA HELENA,"1,5",CLAUDIO PAIVA,1,,,,,,,,,,,,,,
ES-09086/2020,https://www.aquinoticias.com/2020/11/em-guacui-simone-biondo-disputa-voto-a-voto-com-marcos-jauhar-revela-pesquisa/,GUAÇUÍ,1,P,1,,,JAUMAR,"26,21",PAULINHO VITALINO,"15,52",SIMONE BIONDO,"32,57",,,,,,,,,,,,,,,,,,,,,,,,
