unnamed: 0,tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
,MA-09591/2020,https://www.claudiolimablog.com.br/2020/03/eleicoes-2020-pesquisa-realizada-em.html,MA,BARRA DO CORDA,Prefeito,1.0,P,1.0,,,RIGO TELES,"36,64",DR. ADRIANO,"14,98",VITALZINHO,"11,06",MARCOS DA UNILLAR,"11,06",GIL LOPES,"6,45",REINALDO ANDRADE,"4,61",ADAO NUNES,"3,69",RAIMUNDO CARVALHO,"2,53",,,,,,,,,,,,,,
,MA-09591/2020,https://www.claudiolimablog.com.br/2020/03/eleicoes-2020-pesquisa-realizada-em.html,MA,BARRA DO CORDA,Prefeito,1.0,P,0.0,,,RIGO TELES,"25,12",DR. ADRIANO,"8,29",MARCOS DA UNILLAR,"7,83",VITALZINHO,"7,14",GIL LOPES,"5,3",ADAO NUNES,"2,53",REINALDO ANDRADE,"2,53",,,,,,,,,,,,,,,,
,MA-09920/2020,https://censuspesquisas.com.br/pesquisas/pesquisa-matoes-ma-mes-de-marco-de-2020/,MA,MATÕES,"Prefeito, Vereador",1.0,P,1.0,,,FERNANDO COUTINHO,"48,19",GABRIEL TENORIO,"36,95",,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-09920/2020,https://eliaslacerda.com/destaques/tribunal-regional-eleitoral-manda-divulgar-pesquisa-para-prefeito-de-matoes-que-tentaram-esconder/,MA,MATÕES,"Prefeito, Vereador",1.0,P,0.0,,,FERNANDO COUTINHO,44,GABRIEL TENORIO,"25,33",,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-01699/2020,https://www.facebook.com/datamg/photos/a.433755263310315/3107457259273422/?type=3&theater,MG,ITABIRA,"Prefeito, Vereador",1.0,P,1.0,,,BERNARDO MUCIDA,41,RONALDO MAGALHÃES,31,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-01699/2020,http://www.viladeutopia.com.br/bernardo-mucida-continua-favorito-para-prefeito-de-itabira-mas-ronaldo-magalhaes-passa-a-frente-de-joao-izael-indica-nova-pesquisa-datamg/,MG,ITABIRA,"Prefeito, Vereador",1.0,P,0.0,,,BERNARDO MUCIDA,"20,1",RONALDO MAGALHÃES,"16,8",JOAO IZAEL,"13,9",,,,,,,,,,,,,,,,,,,,,,,,
,MG-02189/2020,http://www.minasacontece.com.br/not.asp?act2=ver&id=11311,MG,ALFENAS,Prefeito,1.0,P,1.0,,,LUIZINHO,"34,7",PEDRINHO DO MINAS ACONTECE,"20,2",TONINHO MUNHOZ,14,POMPILIO,"13,5",AMADEU PELOSO,"10,6",PADRE WALDEMILSON,"2,4",,,,,,,,,,,,,,,,,,
,MG-04967/2020,https://www.portalondasul.com.br/wp-content/uploads/2020/06/elei%C3%A7ao-1-Copia.pdf,MG,SÃO JOSÉ DA BARRA,Prefeito,1.0,P,1.0,,,SERGINHO,"40,91",MARCELINHO,25,JOAO PASSOS,"12,27",,,,,,,,,,,,,,,,,,,,,,,,
,MG-04967/2020,https://www.portalondasul.com.br/wp-content/uploads/2020/06/grafico-Copia.pdf,MG,SÃO JOSÉ DA BARRA,Prefeito,1.0,P,0.0,,,SERGINHO,"12,72",MARCELINHO,"9,54",JOAO PASSOS,"1,81",,,,,,,,,,,,,,,,,,,,,,,,
,MG-04991/2020,http://www.minasacontece.com.br/not.asp?act2=ver&id=11070,MG,ALFENAS,Prefeito,1.0,P,1.0,,,LUIZINHO,"32,7",PEDRINHO MINAS ACONTECE,"18,5",POMPILIO,"14,1",TONINHO MUNHOZ,"12,2",AMADEU PELOSO,"8,7",DECIO PAULINO,"4,5",KATIA GOYATA,3,MARQUINHO DO SUS,"2,7",,,,,,,,,,,,,,
,MG-05176/2020,https://www.portalondasul.com.br/felipe-carielo-lidera-pesquisa-em-carmo-do-rio-claro/,MG,CARMO DO RIO CLARO,Prefeito,1.0,P,1.0,,,FELIPE CARIELO,"23,73",JOAO PAULO DE CASTRO,"13,33",JULIANO PAO DE QUEIJO,"11,2",JUNINHO DO NICOLAU,"5,6",ANGELA VITOR,"5,33",JOAOZINHO BORGES,"4,27",,,,,,,,,,,,,,,,,,
,MG-05176/2020,https://www.portalondasul.com.br/felipe-carielo-lidera-pesquisa-em-carmo-do-rio-claro/,MG,CARMO DO RIO CLARO,Prefeito,1.0,P,1.0,,,FELIPE CARIELO,24,TIAO NARA,"11,2",JOAO PAULO DE CASTRO,"10,93",JULIANO PAO DE QUEIJO,"10,93",ANGELA VITOR,"5,87",JOAOZINHO BORGES,"3,2",,,,,,,,,,,,,,,,,,
,MG-05176/2020,https://www.portalondasul.com.br/felipe-carielo-lidera-pesquisa-em-carmo-do-rio-claro/,MG,CARMO DO RIO CLARO,Prefeito,1.0,P,0.0,,,TIAO NARA,"4,53",FELIPE CARIELO,"5,86",JOAO PAULO DE CASTRO,"3,2",JULIANO PAO DE QUEIJO,"2,66",JOAOZINHO BORGES,"1,6",LUCAS CARIELO,"1,05",,,,,,,,,,,,,,,,,,
,MG-05490/2020,https://www.portalondasul.com.br/pesquisa-em-itau-de-minas-mostra-o-ex-prefeito-norival-na-lideranca/,MG,ITAÚ DE MINAS,Prefeito,1.0,P,1.0,,,NORIVAL,"57,22",WALLACE,"13,9",RONILTON,"2,94",MATHEUSINHO,"2,94",FLAVIANO IMOVEIS,"2,14",,,,,,,,,,,,,,,,,,,,
,MG-05490/2020,https://www.portalondasul.com.br/pesquisa-em-itau-de-minas-mostra-o-ex-prefeito-norival-na-lideranca/,MG,ITAÚ DE MINAS,Prefeito,1.0,P,0.0,,,NORIVAL,"18,05",WALLACE,"2,15",RONILTON,"1,08",,,,,,,,,,,,,,,,,,,,,,,,
,MG-05657/2020,https://www.paranapesquisas.com.br/pesquisas/pesquisa-belo-horizonte-eleicoes-municipais-de-2-020-e-avaliacao-das-administracoes-federal-estadual-e-municipal-marco-2-020/,MG,BELO HORIZONTE,Prefeito,1.0,P,1.0,,,ALEXANDRE KALIL,53,MAURO TRAMONTE,"17,4",JOAO VITOR XAVIER,"2,9",AUREA CAROLINA,"2,7",EROS BIONDINI,"2,6",PROFESSOR WENDEL,"1,7",GABRIEL AZEVEDO,"1,3",REGINALDO LOPES,"1,2",,,,,,,,,,,,,,
,MG-05657/2020,https://www.paranapesquisas.com.br/pesquisas/pesquisa-belo-horizonte-eleicoes-municipais-de-2-020-e-avaliacao-das-administracoes-federal-estadual-e-municipal-marco-2-020/,MG,BELO HORIZONTE,Prefeito,1.0,P,0.0,,,ALEXANDRE KALIL,"17,4",MAURO TRAMONTE,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-06217/2020,http://boanovacj.com.br/radioboanova/denise-alves-seria-reeleita-em-pratapolis-diz-pesquisa/,MG,PRATÁPOLIS,Prefeito,1.0,P,0.0,,,DENISE,"11,51",JUNIOR NOVELLI,"2,29",,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-07605/2020,https://www.otempo.com.br/politica/gestao-de-kalil-e-aprovada-por-76-6-dos-eleitores-da-capital-1.2312884,MG,BELO HORIZONTE,Prefeito,1.0,P,0.0,,,ALEXANDRE KALIL,"43,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-07605/2020,https://www.otempo.com.br/politica/gestao-de-kalil-e-aprovada-por-76-6-dos-eleitores-da-capital-1.2312884,MG,BELO HORIZONTE,Prefeito,1.0,P,1.0,,,ALEXANDRE KALIL,"50,4",MAURO TRAMONTE,"19,5",JOAO VITOR XAVIER,"2,7",AUREA CAROLINA,"2,6",MATEUS SIMOES,"2,2",BEATRIZ CERQUEIRA,"1,4",VANESSA PORTUGAL,1,,,,,,,,,,,,,,,,
,MG-07824/2020,https://drd.com.br/pesquisa-coloca-andre-merlo-a-frente-na-corrida-eleitoral-mesmo-com-quase-60-de-desaprovacao/,MG,GOVERNADOR VALADARES,Prefeito,1.0,P,1.0,,,ANDRE MERLO,"31,5",LEONARDO MONTEIRO,"20,2",DELEGADO RUI SILVA,"12,4",DR. LUCIANO,"9,5",CORONEL LACERDA,"6,6",ROSEMARY MAFRA,"6,2",CORONEL SANDRO,"5,5",RICARDO PEDROSA,"5,1",,,,,,,,,,,,,,
,MG-08312/2020,https://www.cdlbh.com.br/midia/relatoriocdlfevereiro.pdf,MG,BELO HORIZONTE,Prefeito,1.0,P,1.0,,,ALEXANDRE KALIL,46,MAURO TRAMONTE,21,AUREA CAROLINA,2,JOAO VITOR XAVIER,2,PATRUS ANANIAS,2,EROS BIONDINI,1,PROFESSOR WENDEL,1,MATHEUS SIMOES,1,,,,,,,,,,,,,,
,MG-08312/2020,https://www.cdlbh.com.br/midia/relatoriocdlfevereiro.pdf,MG,BELO HORIZONTE,Prefeito,1.0,P,0.0,,,ALEXANDRE KALIL,26,MAURO TRAMONTE,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08365/2020,https://www.calameo.com/books/0059947268dae8864874d,MG,ALPINÓPOLIS,Prefeito,1.0,P,0.0,,,JULIO BATATINHA,"31,11",ZE ACACIO,"24,44",RAFAEL FREIRE,"18,88",LEO DO POSTO,"8,88",,,,,,,,,,,,,,,,,,,,,,
,MG-08365/2020,https://www.calameo.com/books/0059947268dae8864874d,MG,ALPINÓPOLIS,Prefeito,1.0,P,1.0,,,ZE ACACIO,"26,67",RAFAEL FREIRE,"15,73",JULIO BATATINHA,"32,8",,,,,,,,,,,,,,,,,,,,,,,,
,MG-09597/2020,https://www.facebook.com/AparecidaDeMinas/posts,MG,FRUTAL,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09778/2020,http://revistacidadesdeminas.com.br/intencao-de-votos-para-prefeito-caratinga-2/,MG,CARATINGA,"Prefeito, Vereador",1.0,P,0.0,,,DR. WELLINGTON,"23,9",JOAO BOSCO,"16,2",PEDRO LEITAO,13,ROMINHO COSTA,"11,4",SILVIO ARAUJO,11,JOSE MUGANGO,"2,4",,,,,,,,,,,,,,,,,,
,MG-09778/2020,http://revistacidadesdeminas.com.br/intencao-de-votos-para-prefeito-caratinga-2/,MG,CARATINGA,"Prefeito, Vereador",1.0,P,1.0,,,DR. WELLINGTON,"26,3",JOAO BOSCO,"18,7",PEDRO LEITAO,"15,6",SILVIO ARAUJO,"13,4",ROMINHO COSTA,12,JOSE MUGANGO,"12,9",,,,,,,,,,,,,,,,,,
,MS-00209/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-em-ponta-pora-avaliacao-administrativa-e-eleicao-2020-34076,MS,PONTA PORÃ,"Prefeito, Vereador",1.0,V,0.0,,,RONY LINO,"6,5",EDINHO QUINTANA,"5,5",MARCELINO NUNES,"5,25",ADAOZINHO DAUZACKER,4,AGUINALDO MIUDINHO,3,JELSON BERNABE,"2,75",CAIO AUGUSTO,2,CANDINHO GABINIO,2,OTAVIANO CARDOSO,2,ANNY ESPINOLA,"1,5",FARID AFIF,"1,5",PUKA VALDEZ,"1,5",WANDERLEY AVELINO,"1,5",MARQUINHOS,"1,25",EDVALDO MATTOSO,"1,25"
,MS-00209/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-em-ponta-pora-avaliacao-administrativa-e-eleicao-2020-34076,MS,PONTA PORÃ,"Prefeito, Vereador",1.0,P,1.0,,,HELIO PELUFFO,"65,75",ALVARO SOARES,3,CAIO AUGUSTO,"2,75",RAQUEL PORTIOLI,"2,75",RENE AMARAL,"2,5",,,,,,,,,,,,,,,,,,,,
,MS-00209/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-em-ponta-pora-avaliacao-administrativa-e-eleicao-2020-34076,MS,PONTA PORÃ,"Prefeito, Vereador",1.0,P,0.0,,,HELIO PELUFFO,"37,75",ALVARO SOARES,2,FLAVIO KAYATT,"1,25",,,,,,,,,,,,,,,,,,,,,,,,
,MS-00268/2020,https://primeirahorams.com/noticias/hoje-marquinhos-trad-ganharia-no-primeiro-turno-aponta-pesquisa,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,P,1.0,,,MARQUINHOS TRAD,"59,8",JUIZ ODILON,"7,8",ROSE MODESTO,"5,1",CAPITAO CONTAR,"1,9",CORONEL DAVID,"1,8",DAGOBERTO,"1,8",PEDRO KEMP,"1,25",SERGIO HARFOUCHE,"1,2",,,,,,,,,,,,,,
,MS-00405/2020,https://www.jd1noticias.com/politica/instituto-ranking-mostra-marquinhos-soberano-em-pesquisa/76631/,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,P,1.0,,,MARQUINHOS TRAD,48,MARCIO FERNANDES,"4,25",SERGIO HARFOUCHE,4,PEDRO KEMP,"3,08",MARCELO MIGLIOLLI,"2,5",DAGOBERTO NOGUEIRA,2,CRIS DUARTE,"1,25",ESACHEU NASCIMENTO,1,,,,,,,,,,,,,,
,MS-00405/2020,https://www.jd1noticias.com/politica/instituto-ranking-mostra-marquinhos-soberano-em-pesquisa/76631/,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,P,0.0,,,MARQUINHOS TRAD,"34,17",ANDRE PUCCINELLI,6,ROSE MODESTO,"5,25",HENRIQUE MANDETTA,2,MARCIO FERNANDES,"1,42",SERGIO HARFOUCHE,"1,33",PEDRO KEMP,"1,17",ALCIDES BERNAL,"1,08",ZECA DO PT,1,,,,,,,,,,,,
,MS-00405/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/redes-sociais-e-o-fim-das-coligacoes-podem-renovar-em-mais-de-50-a-camara-municipal-de-campo-grande-35547,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,V,0.0,,,JOAO ROCHA,"1,75",RIBEIRO,"1,67",GILMAR,"1,58",OTAVIO TRAD,"1,5",JOEL,"1,33",SILVIO PITU,"1,25",JULIANO GOGOZ,"1,17",WILLIAN MAKSOUD,"1,08",AMADEU BORGES,1,CHIQUINHO TELLES,1,JEAN CARLOS,1,,,,,,,,
,MS-01610/2020,http://www.costaricaemfoco.com.br/noticia/29469-pesquisa-ipems-indica-que-7541--da-populacao-de-costa-rica-quer-continuidade-do-atual-modelo-de-gestao-publica.html,MS,COSTA RICA,"Prefeito, Vereador",1.0,P,1.0,,,LEANDRO BORTOLAZZI,"63,7",CLEVERSON,"20,77",,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-02090/2020,https://www.facebook.com/farmaceuticosms/photos/pcb.1582211881944179/1582211808610853/?type=1&theater,MS,DOURADOS,"Prefeito, Vereador",1.0,P,1.0,,,MARCAL FILHO,"30,2",BARBOSINHA,"17,4",DELIA RAZUK,"11,6",RENATO CAMARA,"8,8",RACIB,"1,4",DANIELA HALL,"1,2",JEFERSON BEZERRA,1,,,,,,,,,,,,,,,,
,MS-02090/2020,https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/dem-insiste-com-barbosinha-e-quer-renuncia-de-marcal-consolidado-na/98164/,MS,DOURADOS,"Prefeito, Vereador",1.0,P,0.0,,,MARCAL FILHO,"12,2",BARBOSINHA,"6,6",DELIA,"5,4",RENATO CAMARA,3,GERALDO RESENDE,"1,4",MURILO ZAUITH,"1,2",ALAN GUEDES,1,,,,,,,,,,,,,,,,
,MS-02090/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/dourados-marcal-filho-mantem-lideranca-mas-barbosinha-e-delia-razuk-crescem-35027,MS,DOURADOS,"Prefeito, Vereador",1.0,V,0.0,,,MARCAL FILHO,"4,2",SILAS ZANATA,3,BEBETO,"2,8",JANIO MIGUEL,"2,6",BARBOSINHA,"2,4",ALAN GUEDES,"2,2",ELIAS ISHI,2,MAURICIO LEMES,"1,8",NELSON SODARIO,"1,8",LIANDRA DA SAUDE,"1,8",OLAVO SUL,"1,8",SERGIO NOGUEIRA,"1,8",SONIA PIMENTEL,"1,6",PEDRO PEPA,"1,4",LIA NOGUEIRA,"1,2"
,MS-02115/2020,https://www.msnews.com.br/noticia/87621/marcal-filho-tem-mais-votos-que-outros-12-pre-candidatos-juntos--revela-sensor,MS,DOURADOS,"Prefeito, Vereador",1.0,P,1.0,,,MARÇAL FILHO,"42,2",BARBOSINHA,"15,61",RENATO CAMARA,"7,24",ALAN GUEDES,4,DELIA RAZUK,"3,75",DANIELA HALL,"2,25",PROFESSOR ENIO,"1,25",RACIB HARB,"1,12",,,,,,,,,,,,,,
,MS-02396/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-em-guia-lopes-da-laguna-indica-empate-tecnico-entre-atual-prefeito-e-claudio-marques-33845,MS,GUIA LOPES DA LAGUNA,"Prefeito, Vereador",1.0,V,0.0,,,GLEITON,"6,33",DANIEL DA SAUDE,4,CLAUDIO MARQUES,3,GISLAYNE ABRAO,3,ADEMIR BIU,"2,67",GILBERTO FERREIRA,"2,67",DIONAS MARTINS,2,MARIANO RIBEIRO,2,RONALDO BRUNET,2,VALERIO,"1,67",PAULO ANDRE,"1,33",JULIO CESAR,"1,33",CARLINHOS MAIDANA,"1,33",LAURO DE MORAES,1,DAITON ZANATA,1
,MS-02396/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-em-guia-lopes-da-laguna-indica-empate-tecnico-entre-atual-prefeito-e-claudio-marques-33845,MS,GUIA LOPES DA LAGUNA,"Prefeito, Vereador",1.0,P,1.0,,,JAIR SCAPINI,"24,67",CLAUDIO MARQUES,"20,33",CLEITON,"14,67",ELIZEU DOS SANTOS,"4,33",,,,,,,,,,,,,,,,,,,,,,
,MS-02396/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-em-guia-lopes-da-laguna-indica-empate-tecnico-entre-atual-prefeito-e-claudio-marques-33845,MS,GUIA LOPES DA LAGUNA,"Prefeito, Vereador",1.0,P,0.0,,,JAIR SCAPINI,"15,33",CLAUDIO MARQUES,13,CLEITON,"9,33",ELIZEU DOS SANTOS,"2,33",JACOMO DAGOSTIN,"2,33",ADEMIR BIU,1,,,,,,,,,,,,,,,,,,
,MS-02455/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-tecnicamente-empatados-prefeito-e-ex-prefeito-polarizam-disputa-sucessoria-no-municipio-de-corumba-34882,MS,CORUMBÁ,"Prefeito, Vereador",1.0,V,0.0,,,ROBERTO FAÇANHA,"4,5",CHICAO VIANA,"3,25",DR. YOUSSEF,"2,75",BIRA,"2,5",MANOEL RODRIGUES,2,BUXEXA,"1,75",ANDRE LUIZ,"1,5",JURUNA,"1,25",DR. GABRIEL,1,LUCIANO COSTA DO PT,1,PAULO BERTINI,1,JOSE TADEU VIEIRA,1,HELINHO,1,,,,
,MS-02455/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-tecnicamente-empatados-prefeito-e-ex-prefeito-polarizam-disputa-sucessoria-no-municipio-de-corumba-34882,MS,CORUMBÁ,"Prefeito, Vereador",1.0,P,1.0,,,MARCELO IUNES,"32,25",PAULO DUARTE,"30,5",DR. GABRIEL,8,ELANO HOLANDA,"5,75",,,,,,,,,,,,,,,,,,,,,,
,MS-02455/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-tecnicamente-empatados-prefeito-e-ex-prefeito-polarizam-disputa-sucessoria-no-municipio-de-corumba-34882,MS,CORUMBÁ,"Prefeito, Vereador",1.0,P,0.0,,,MARCELO IUNES,"15,25",PAULO DUARTE,"12,75",BIA CAVASSA,5,DR. GABRIEL,"2,5",ELANO HOLANDA,"1,75",LUCIANO COSTA DO PT,1,,,,,,,,,,,,,,,,,,
,MS-02897/2020,https://diariomsnews.com.br/noticias/politica/disputa-em-maracaju-aponta-polarizacao-entre-candidaturas-do-dem-e-mdb-giovana-correa-e-lenilso-carvalho-35622,MS,MARACAJU,"Prefeito, Vereador",1.0,V,0.0,,,NEGO DO POVO,"4,5",JOAOZINHO ROCHA,"2,75",ROBERT ZIEMANN,"2,5",LUCIANO DO DETRAN,"2,25",HELIO CONSTRUMAR,2,NENE DA VISTA ALEGRE,"1,75",VIRGINIO DA BANCA,"1,5",LAUDO SORRILHA,"1,25",BETO SCHWINN,1,DANIEL ESQUIVEL,1,OSEIAS ENFERMEIRO,1,,,,,,,,
,MS-02897/2020,https://diariomsnews.com.br/noticias/politica/disputa-em-maracaju-aponta-polarizacao-entre-candidaturas-do-dem-e-mdb-giovana-correa-e-lenilso-carvalho-35622,MS,MARACAJU,"Prefeito, Vereador",1.0,P,1.0,,,LENILSO,21,GIOVANA CORREA,"15,25",MARCOS CALDERAN,"12,5",JEAMILTON,11,PORTELA,"6,25",THIAGO CAMINHA,5,FREDERICO FELINE,"3,25",,,,,,,,,,,,,,,,
,MS-02897/2020,https://diariomsnews.com.br/noticias/politica/disputa-em-maracaju-aponta-polarizacao-entre-candidaturas-do-dem-e-mdb-giovana-correa-e-lenilso-carvalho-35622,MS,MARACAJU,"Prefeito, Vereador",1.0,P,0.0,,,LENILSO,"8,25",GIOVANA CORREA,"6,5",MARCOS CALDERAN,5,JEAMILTON,"4,25",PORTELA,2,FREDERICO FELINE,"1,75",THIAGO CAMINHA,"1,25",ELIANE SIMOES,1,,,,,,,,,,,,,,
,MS-03924/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-mostra-os-mais-citados-na-disputa-pela-prefeitura-e-camara-de-vereadores-de-campo-grande-33786,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,V,0.0,,,CLAUDIO SERRA,"1,83",VINICIUS SIQUEIRA,"1,25",OTAVIO TRAD,"1,25",JEAN CARLOS,"1,25",JOEL,"1,25",WILLIAN MAKSOUD,"1,08",MAZINHO,1,,,,,,,,,,,,,,,,
,MS-03924/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-mostra-os-mais-citados-na-disputa-pela-prefeitura-e-camara-de-vereadores-de-campo-grande-33786,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,P,1.0,,,MARQUINHOS TRAD,"40,75",CAPITAO CONTAR,"6,5",SERGIO HARFOUCHE,"3,92",MARCIO FERNANDES,"3,83",DELCIDIO DO AMARAL,"3,75",PEDRO KEMP,"3,42",PAULO MATOS,"3,08",RICARDO AYACHE,"2,83",MARCELO BLUMA,"1,75",TATIANA UJACOW,"1,67",MARCELO MIGLIOLLI,"1,25",,,,,,,,
,MS-03924/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-mostra-os-mais-citados-na-disputa-pela-prefeitura-e-camara-de-vereadores-de-campo-grande-33786,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,P,0.0,,,MARQUINHOS TRAD,"25,92",ANDRE PUCCINELLI,"6,08",ROSE MODESTO,"5,17",ALCIDES BERNAL,"1,67",JUIZ ODILON,"1,5",CAPITAO CONTAR,"1,42",MARCIO FERNANDES,"1,33",RICARDO AYACHE,"1,25",DELCIDIO DO AMARAL,1,PAULO MATOS,1,,,,,,,,,,
,MS-03944/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-com-grande-numero-de-indecisos-odilon-e-viviane-polarizam-a-disputa-em-aquidauana-34906,MS,AQUIDAUANA,"Prefeito, Vereador",1.0,V,0.0,,,YOUSSEF SALIBA,"3,5",MAURO BATISTA,"2,25",AGUINALDO SILVA,"1,75",ANDERSON MEIRELES,"1,5",PASTOR MARCELO,"1,25",CLAUDIO ALVIÇO,1,LENILDA DAMASCENO,1,JOAQUIM PASSOS,1,VALTER NEVES,1,REINALDO CASTANHA,1,,,,,,,,,,
,MS-03944/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-com-grande-numero-de-indecisos-odilon-e-viviane-polarizam-a-disputa-em-aquidauana-34906,MS,AQUIDAUANA,"Prefeito, Vereador",1.0,P,1.0,,,ODILON RIBEIRO,"41,75",VIVIANE ORRO,"19,5",YOUSSEF SALIBA,10,JOAQUIM PASSOS,"8,25",,,,,,,,,,,,,,,,,,,,,,
,MS-03944/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-com-grande-numero-de-indecisos-odilon-e-viviane-polarizam-a-disputa-em-aquidauana-34906,MS,AQUIDAUANA,"Prefeito, Vereador",1.0,P,0.0,,,ODILON RIBEIRO,"32,25",VIVIANE ORRO,"12,5",YOUSSEF SALIBA,"5,75",JOAQUIM PASSOS,"3,5",,,,,,,,,,,,,,,,,,,,,,
,MS-04271/2020,https://www.topmidianews.com.br/politica/itop-odilon-coloca-rivais-na-lona-e-caminha-para-reeleicao-tranquila/125690/,MS,AQUIDAUANA,"Prefeito, Vereador",1.0,P,0.0,,,ODILON,"58,3",VIVIANE ORRO,"2,8",YOUSSEF SALIBA,2,FAUZE SULEIMAN,2,,,,,,,,,,,,,,,,,,,,,,
,MS-04271/2020,https://www.topmidianews.com.br/politica/itop-odilon-coloca-rivais-na-lona-e-caminha-para-reeleicao-tranquila/125690/,MS,AQUIDAUANA,"Prefeito, Vereador",1.0,P,1.0,,,ODILON,"74,3",VIVIANE ORRO,"7,3",YOUSSEF SALIBA,"6,3",,,,,,,,,,,,,,,,,,,,,,,,
,MS-04300/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-ranking-em-anastacio-avaliacao-administrativa-e-eleicao-2020-33987,MS,ANASTÁCIO,"Prefeito, Vereador",1.0,V,0.0,,,DINHO VITAL,"9,67",PROF. ALDO,"3,33",LINCOLN PELLICIONI,3,CHINA,"2,67",MARCELO MEIRELES,"2,33",VADO PIFFER,"1,33",SARU,"1,33",RAPHAEL ALBUQUERQUE,"1,33",MACALE,1,EDUARDO CARPEJANI,1,IGOR CAMBUCA,1,,,,,,,,
,MS-04300/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-ranking-em-anastacio-avaliacao-administrativa-e-eleicao-2020-33987,MS,ANASTÁCIO,"Prefeito, Vereador",1.0,P,1.0,,,DOUGLAS FIGUEIREDO,"27,33",NILDO ALVES,"23,67",DINHO VITAL,"15,33",RICARDO CARPEJANI,"6,67",MARCOS RONDON,3,,,,,,,,,,,,,,,,,,,,
,MS-04300/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-ranking-em-anastacio-avaliacao-administrativa-e-eleicao-2020-33987,MS,ANASTÁCIO,"Prefeito, Vereador",1.0,P,0.0,,,DOUGLAS FIGUEIREDO,"15,33",NILDO ALVES,10,DINHO VITAL,"9,33",RICARDO CARPEJANI,1,,,,,,,,,,,,,,,,,,,,,,
,MS-04688/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/eleicoes-2020-pesquisa-mostra-as-intencoes-de-votos-no-municipio-de-jardim-33737,MS,JARDIM,"Prefeito, Vereador",1.0,V,0.0,,,PASTOR DANIEL,"5,33",FERNANDINHO,4,JAIME ECHEVERRIA,"3,67",CARLINHOS,"2,67",JACKELINE AYALA,"2,33",GLAUCIO CABREIRA,"2,33",ZE PRETO,"1,67",DECO CRISTALDO,"1,33",CESAR NOGUEIRA,"1,33",KATIA FARIAS,1,ALEXANDRE PITANGUEIRO,1,,,,,,,,
,MS-04688/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/eleicoes-2020-pesquisa-mostra-as-intencoes-de-votos-no-municipio-de-jardim-33737,MS,JARDIM,"Prefeito, Vereador",1.0,P,1.0,,,GUILHERME MONTEIRO,"29,67",PASTOR DANIEL,"16,33",DR. ERNEY,9,JAIME ECHEVERRIA,"7,33",DRA. CLEDIANE,"7,33",GERALDO ALENCAR,7,,,,,,,,,,,,,,,,,,
