unnamed: 0,tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
,CE-07461/2020,https://www.newscariri.com.br/2020/03/01,CE,MAURITI,Prefeito,1.0,P,1.0,,,MANO MORAIS,"41,67",ISAAC JUNIOR,37,PROFESSOR FELIZARDO,"1,33",,,,,,,,,,,,,,,,,,,,,,,,
,CE-07461/2020,https://www.newscariri.com.br/2020/03/01,CE,MAURITI,Prefeito,1.0,P,0.0,,,MANO MORAIS,"36,67",ISAAC JUNIOR,32,,,,,,,,,,,,,,,,,,,,,,,,,,
,CE-09555/2020,https://erivandolimareporter.blogspot.com/2020_02_12_archive.html,CE,RUSSAS,Prefeito,1.0,P,1.0,,,JUNIOR GONÇALVES,"39,45",SAVIO GURGEL,"47,05",NATHIZAEL LEANDRO,"14,64",,,,,,,,,,,,,,,,,,,,,,,,
,GO-00850/2020,https://goias24horas.com.br/143858-pesquisa-epp-g24h-mario-macaco-lidera-disputa-para-prefeito-de-itapaci-na-estimulada/,GO,ITAPACI,Prefeito,1.0,P,1.0,,,MARIO MACACO,"38,7",IRON SOLDADO,"20,5",ANDERSON CAIXETA,"5,5",DRA. GISELE,"4,6",JOAO BATISTA CURIO,"2,9",,,,,,,,,,,,,,,,,,,,
,GO-00850/2020,http://www.jornaldiariodonorte.com.br/noticias/mario-lidera-pesquisa-em-itapaci-15031523,GO,ITAPACI,Prefeito,1.0,V,0.0,,,BUIU,"5,8",UELLITON,"2,3",DENILSON LANCASTER,2,TONINHO PROFESSOR,2,ROGERIO,"1,2",PEU DO SINDICATO,"1,2",,,,,,,,,,,,,,,,,,
,GO-00850/2020,http://www.jornaldiariodonorte.com.br/noticias/mario-lidera-pesquisa-em-itapaci-15031523,GO,ITAPACI,Prefeito,1.0,P,0.0,,,MARIO MACACO,"19,7",IRON SOLDADO,"10,4",ANDERSON CAIXETA,"1,7",DRA. GISELE,"1,7",DR. FABIO,"1,2",,,,,,,,,,,,,,,,,,,,
,GO-01602/2020,http://www.jornaldiariodonorte.com.br/noticias/paulo-vitor-lidera-em-jaragua-29062331,GO,JARAGUÁ,"Prefeito, Vereador",1.0,P,1.0,,,PAULO VITOR,"46,75",ZILOMAR,"15,75",AVIMAR,10,WAGAO CAMARGO,5,ZECAO,"3,25",BIRACY,"2,25",JHON,"1,25",,,,,,,,,,,,,,,,
resultado diferente em <https://www.jornalopcao.com.br/ultimas-noticias/pesquisa-indica-que-paulo-vitor-lidera-corrida-eleitoral-em-jaragua-263781/>,GO-01602/2020,http://www.jornaldiariodonorte.com.br/noticias/paulo-vitor-lidera-em-jaragua-29062331,GO,JARAGUÁ,"Prefeito, Vereador",1.0,P,0.0,,,PAULO VITOR,"43,5",ZILOMAR,"11,75",AVIMAR,"3,25",WAGAO CAMARGO,"1,5",LINEU OLIMPIO,"1,5",JHON WEBER,1,,,,,,,,,,,,,,,,,,
,GO-01916/2020,https://jornalcomunidadeemdestaque.com/pesquisa-registrada-pelo-tre-sob-o-numero-go-01916-2020-aponta-o-pre-candidato-rafael-pereira-do-dem-de-varjao-como-o-mais-citado-pelos-eleitores/,GO,VARJÃO,Prefeito,1.0,P,1.0,,,RAFAEL DA FEIRA,"43,2",DIVINICO,"25,6",ROBERTO QUEIROZ,"15,2",LUCIANO RAIMUNDO,"1,6",RONINHO,"1,6",,,,,,,,,,,,,,,,,,,,
,GO-02281/2020,http://www.oespaco.com.br/editorias/politica/2020-06-01-sucessaoemmontividiupesquisarealizadapeloinstitutosigmamostraapreferenciadoeleitor,GO,MONTIVIDIU,Prefeito,1.0,P,1.0,,,SERAFIM,"17,2",ADEMIR,"10,9",CARLAO DO VIE,"10,9",HONES,"8,3",ADOLFINHO,"6,6",HERCILIO,4,PASTOR ELCIO,2,,,,,,,,,,,,,,,,
,GO-03005/2020,https://goias24horas.com.br/147340-pesquisa-epp-aponta-delegado-cristiomario-na-lideranca-para-prefeito-de-planaltina/,GO,PLANALTINA,Prefeito,1.0,P,1.0,,,CRISTIOMARIO,"34,4",ZE NETO,"10,6",PROF. ZENILTON,"5,4",PASTOR ANDRE,"4,4",REIS,"2,7",DONA CIDA,"2,3",PAULO MARIA,"2,1",,,,,,,,,,,,,,,,
,GO-03005/2020,https://diariodoestadogo.com.br/pesquisa-epp-aponta-delegado-cristiomario-com-344-das-intencoes-de-voto-para-prefeito-de-planaltina-62747/,GO,PLANALTINA,Prefeito,1.0,P,0.0,,,CRISTIOMARIO,"8,7",ZE NETO,"4,2",PROF. ZENILTON,"1,9",REIS,1,,,,,,,,,,,,,,,,,,,,,,
,GO-03791/2020,https://www.facebook.com/villelawagner/photos/a.229297990803635/1113296935737065/,GO,FIRMINÓPOLIS,Prefeito,1.0,P,0.0,,,WAGNER VILLELA,"16,7",LEONARDO DE OLIVEIRA BRITO,"7,2",JOSE AIRTON DA LOJA,"1,9",,,,,,,,,,,,,,,,,,,,,,,,
,GO-03791/2020,https://www.facebook.com/villelawagner/photos/a.229297990803635/1113296935737065/,GO,FIRMINÓPOLIS,Prefeito,1.0,P,1.0,,,WAGNER VILLELA,"44,6",LEONARDO DE OLIVEIRA BRITO,21,JOSE AIRTON DA LOJA,"9,5",JORGE DO ESCRITORIO,"2,1",,,,,,,,,,,,,,,,,,,,,,
,GO-05915/2020,https://www.zapcatalao.com.br/2020/06/17/pesquisa-em-ipameri-aponta-barto-na-frente-seguido-por-ludmila/,GO,IPAMERI,"Prefeito, Vereador",1.0,P,0.0,,,BARTO,"21,01",LUDMILA COSAC,"15,69",,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-05915/2020,https://www.zapcatalao.com.br/2020/06/17/pesquisa-em-ipameri-aponta-barto-na-frente-seguido-por-ludmila/,GO,IPAMERI,"Prefeito, Vereador",1.0,P,1.0,,,BARTO,"27,45",LUDMILA COSAC,"22,35",JANIO PACHECO,"18,21",WELLINGTON PEIXOTO,"15,97",DANILLO CAIXETA,"5,32",JOSE ROBERTO,"1,12",,,,,,,,,,,,,,,,,,
,GO-06574/2020,https://www.jornalopcao.com.br/bastidores/pesquisa-do-fortiori-aponta-marcio-luis-como-favorito-para-prefeito-de-porangatu-240703/,GO,PORANGATU,Prefeito,1.0,P,0.0,,,MARCIO LUIS,7,PEDRO FERNANDES,"5,5",ERONILDO VALADARES,"4,2",,,,,,,,,,,,,,,,,,,,,,,,
,GO-06574/2020,https://www.jornalopcao.com.br/bastidores/pesquisa-do-fortiori-aponta-marcio-luis-como-favorito-para-prefeito-de-porangatu-240703/,GO,PORANGATU,Prefeito,1.0,P,1.0,,,MARCIO LUIS,"35,8",ERONILDON VALADARES,"24,9",PEDRO FERNANDES,"16,7",SHEILISMAR RIBEIRO,6,PASTOR FERNANDO,"2,2",CAPITAO PIRES,"1,5",,,,,,,,,,,,,,,,,,
,GO-07884/2020,https://www.medioq.com/BR/Goi%C3%A2nia/152991455252227/TV-Trindade,GO,SANTO ANTÔNIO DE GOIÁS,Prefeito,1.0,P,1.0,,,DUDU DO GRAER,"28,6",LOURIVAL,"17,1",ELVECIO,"13,6",KLEBER,"9,3",EDU,"5,7",CIMENTAO,"3,6",,,,,,,,,,,,,,,,,,
,GO-07941/2020,http://docplayer.com.br/182938992-Romana-novais-faz-foto-do-filho-com-pet-e-destaca-relacao-tinha-receio-do-estado.html,GO,BONFINÓPOLIS,Prefeito,1.0,P,1.0,,,PROFESSOR KELTON,"41,7",DIENES,"10,7",MUSQUITO,"6,4",HERMES,"5,7",LUCAS DO GALDINO,"3,5",ZE PAULINO,"2,1",RENATO DAMATA,"1,4",,,,,,,,,,,,,,,,
,GO-09128/2020,https://jornalcomunidadeemdestaque.com/pesquisa-registrada-pelo-tre-sob-o-numero-go-09128-2020-aponta-o-pre-candidato-coronel-belelli-psl-de-caldas-novas-como-o-mais-citado-pelos-eleitores/,GO,CALDAS NOVAS,Prefeito,1.0,P,1.0,,,CORONEL BELLELI,"25,6",KLEBER MARRA,"15,5",MAGDA MOFATTO,"9,4",FLAVIO CANEDO,"7,6",JOSE ARAUJO,"6,4",SILIO JUNQUEIRA,"5,7",EVANDO DA CRUZ,"3,6",AMAURI RIBEIRO,3,ARLINDO ,"1,8",DR. JOAQUIM,"1,5",GIZELIA CUSTODIO,"1,2",,,,,,,,
,MA-00000/2020,https://www.buildzoom.com/contractor/alston-graham,MA,SERRANO DO MARANHÃO,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-00189/2020,https://blogricardoericeira.blogspot.com/2020/03/eleicao-em-confronto-direto-franca-do.html?m=1,MA,SANTA LUZIA,"Prefeito, Vereador",1.0,P,1.0,,,FRANÇA DO MACAQUINHO,68,NEWTON CAVALCANTE,22,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-00666/2020,http://www.blogdoludwig.com/2020/03/coronel-schnneyder-segue-liderando.html,MA,TIMON,Prefeito,1.0,P,1.0,,,CORONEL SCHNNEYDER,26,SOCORRO WAQUIM,18,ALEXANDRE ALMEIDA,16,JACONIAS MORAIS,10,DINAIR VELOSO,9,HENRIQUE JUNIOR,7,LEANDRO BELLO,4,PROFESSORA FAFA,2,CLARA PRADO,1,ERIVALDO LIMA,1,,,,,,,,,,
,MA-01492/2020,https://diegoemir.com/2020/02/pesquisa-mostra-lideranca-de-eduardo-braide-e-duarte-junior-como-unico-nome-viavel-do-grupo-flavio-dino/,MA,SÃO LUÍS,Prefeito,1.0,P,0.0,,,EDUARDO BRAIDE,"18,7",DUARTE JR.,"3,5",ROSEANA SARNEY,"3,2",WELLINGTON DO CURSO,"1,4",JEISAEL MARX,"1,3",,,,,,,,,,,,,,,,,,,,
,MA-01492/2020,https://diegoemir.com/2020/02/pesquisa-mostra-lideranca-de-eduardo-braide-e-duarte-junior-como-unico-nome-viavel-do-grupo-flavio-dino/,MA,SÃO LUÍS,Prefeito,1.0,P,1.0,,,EDUARDO BRAIDE,"38,8",ROSEANA SARNEY,"10,9",DUARTE JR.,"7,6",WELLINGTON DO CURSO,"5,6",JEISAEL MARX,"3,6",BIRA DO PANDARE,"2,9",NETO EVANGELISTA,"2,8",RUBENS JR.,2,TADEU PALACIO,"1,8",OSMAR FILHO,"1,7",JEFFERSON PORTELA,"1,3",,,,,,,,
,MA-01649/2020,https://lestemaranhenseemfoco.blogspot.com/2020/03/albino-lidera-favoritismo-ultrapassando.html,MA,COELHO NETO,"Prefeito, Vereador",1.0,P,1.0,,,ALBINO,"30,5",BRUNO SILVA,"20,75",AMERICO DE SOUSA,"10,75",DR. RICARDO,"6,5",ANTONIO PIRES,6,DR. SAMPAIO,"3,25",ILSON BAIANO,"2,75",VAL,1,,,,,,,,,,,,,,
,MA-02222/2020,https://fhaloans.guide/loan-limits/2222,MA,FERNANDO FALCÃO,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-02741/2020,https://fhaloans.guide/loan-limits/2741,MA,ALDEIAS ALTAS,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-03072/2020,https://www.wiltonlima.com.br/2020/03/eleicoes-2020-pesquisa-escutec-em.html,MA,AÇAILÂNDIA,Prefeito,1.0,P,1.0,,,DR. BENJAMIM,41,ALUISIO SOUSA,16,JARDEL BOM JARDIM,14,PROFESSOR MILTON,4,SILVANA SILVESTRE,4,SERGIO VIEIRA,2,MALAQUIAS JUNIOR,2,DR. SILVIO VIEIRA,1,LUIZA DO FRIAGRO,1,,,,,,,,,,,,
,MA-03138/2020,https://henhein.com.br/2020/02/10/fernando-pessoa-devera-ser-o-proximo-prefeito-em-tuntum-aponta-pesquisa-escutec/,MA,TUNTUM,Prefeito,1.0,P,1.0,,,FERNANDO PESSOA,52,DIDA DO TIO LUIS,30,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-03400/2020,https://portalgaditas.com.br/eleicoes-2020-primeira-pesquisa-eleitoral-registrada-confirma-favoristimo-do-prefeito-arquimedes-bacelar-em-afonso-cunha/,MA,AFONSO CUNHA,"Prefeito, Vereador",1.0,P,0.0,,,ARQUIMEDES,50,FLORIANO,15,ZE LEANE,4,CLAUDIA BACELAR,6,MARIO BACELAR,2,,,,,,,,,,,,,,,,,,,,
,MA-03400/2020,https://portalgaditas.com.br/eleicoes-2020-primeira-pesquisa-eleitoral-registrada-confirma-favoristimo-do-prefeito-arquimedes-bacelar-em-afonso-cunha/,MA,AFONSO CUNHA,"Prefeito, Vereador",1.0,P,1.0,,,ARQUIMEDES,53,FLORIANO,18,ZE LEANE,9,CLAUDIA BACELAR,7,,,,,,,,,,,,,,,,,,,,,,
,MA-04104/2020,https://gilbertoleda.com.br/2020/03/18/escutec-com-apoio-de-iriane-goncalo-enoque-mota-lidera-em-pastos-bons/,MA,PASTOS BONS,Prefeito,1.0,P,0.0,,,ENOQUE MOTA,38,MATHEUS MOTA,20,IRENE GONÇALO,2,,,,,,,,,,,,,,,,,,,,,,,,
,MA-04104/2020,https://gilbertoleda.com.br/2020/03/18/escutec-com-apoio-de-iriane-goncalo-enoque-mota-lidera-em-pastos-bons/,MA,PASTOS BONS,Prefeito,1.0,P,1.0,,,ENOQUE MOTA,52,MATHEUS MOTA,33,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-04995/2020,https://www.enquantoissonomaranhao.com.br/pesquisa-escutec-mostra-lideranca-de-hernando-macedo-em-dom-pedro/,MA,DOM PEDRO,Prefeito,1.0,P,0.0,,,HERNANDO MACEDO,42,GALEGO MOTA,19,LEO PAZ,4,RIBAMAR FILHO,2,LUCIANO REZENDE,1,ALEXANDRE COSTA,1,,,,,,,,,,,,,,,,,,
,MA-04995/2020,https://www.enquantoissonomaranhao.com.br/pesquisa-escutec-mostra-lideranca-de-hernando-macedo-em-dom-pedro/,MA,DOM PEDRO,Prefeito,1.0,P,1.0,,,HERNANDO MACEDO,55,GALEGO MOTA,23,LEO PAZ,12,,,,,,,,,,,,,,,,,,,,,,,,
,MA-05004/2020,https://nunesfreirense.blogspot.com/2020/06/eleicoes-2020-em-ze-doca-prefeita.html?m=0,MA,ZÉ DOCA,Prefeito,1.0,P,1.0,,,JOSINHA CUNHA,83,ZE COSTA,"4,3",,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-05004/2020,https://nunesfreirense.blogspot.com/2020/06/eleicoes-2020-em-ze-doca-prefeita.html?m=0,MA,ZÉ DOCA,Prefeito,1.0,P,0.0,,,JOSINHA CUNHA,"69,8",ZE COSTA,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-05251/2020,https://blogdodimilsonmoura.blogspot.com/2020/05/alex-almeida-sai-na-frente-como.html,MA,LAGO VERDE,Prefeito,1.0,P,1.0,,,ALEX ALMEIDA,"35,75",ERICA REVIL,"30,25",PROF. OLIVEIRA,"11,25",LAERCIO,"10,75",CHICO PILINO,3,,,,,,,,,,,,,,,,,,,,
,MA-05251/2020,https://blogdodimilsonmoura.blogspot.com/2020/05/alex-almeida-sai-na-frente-como.html,MA,LAGO VERDE,Prefeito,1.0,P,0.0,,,ALEX ALMEIDA,"27,25",ERICA REVIL,24,LAERCIO,"8,75",PROF. OLIVEIRA,8,CHICO PILINO,"1,75",,,,,,,,,,,,,,,,,,,,
,MA-05389/2020,https://maranhaodeverdade.com.br/fufuca-lidera-com-folga-pesquisa-em-alto-alegre-do-pindare/,MA,ALTO ALEGRE DO PINDARÉ,Prefeito,1.0,P,1.0,,,FUFUCA,"56,3",VILENE,"13,8",ATENIR,"12,5",NETINHO,"7,2",CLAUDIO,1,,,,,,,,,,,,,,,,,,,,
,MA-05415/2020,https://blogdominard.com.br/2020/06/pesquisa-exata-val-cunha-consolida-lideranca-em-serrano-do-maranhao/,MA,SERRANO DO MARANHÃO,Prefeito,1.0,P,1.0,,,VAL CUNHA,59,MARILEIDE,11,ZANA,7,MAGUILA,5,,,,,,,,,,,,,,,,,,,,,,
,MA-05537/2020,https://eliaslacerda.com/destaques/pesquisa-amostragem-para-prefeito-de-matoes-revela-ferdinando-coutinho-na-frente-em-todos-os-cenarios/,MA,MATÕES,Prefeito,1.0,P,1.0,,,FERDINANDO COUTINHO,"40,67",GABRIEL TENORIO,"34,33",SUELY,"15,67",,,,,,,,,,,,,,,,,,,,,,,,
,MA-05537/2020,https://eliaslacerda.com/destaques/pesquisa-amostragem-para-prefeito-de-matoes-revela-ferdinando-coutinho-na-frente-em-todos-os-cenarios/,MA,MATÕES,Prefeito,1.0,P,0.0,,,FERDINANDO COUTINHO,"39,33",GABRIEL TENORIO,"24,33",SUELY,6,RUBENS,2,,,,,,,,,,,,,,,,,,,,,,
,MA-05547/2020,http://www.blogdoludwig.com/2020/03/coelho-neto-pesquisa-confirma-lideranca.html,MA,COELHO NETO,Prefeito,1.0,P,1.0,,,BRUNO SILVA,"31,55",ALBINO,"19,56",AMERICO,"10,89",DR. RICARDO,"8,89",ANTONIO PIRES,"2,67",ILSON DO BAIANO,"2,22",MILTON VIEIRA,"1,33",VAL,"1,11",,,,,,,,,,,,,,
,MA-05547/2020,http://www.blogdoludwig.com/2020/03/coelho-neto-pesquisa-confirma-lideranca.html,MA,COELHO NETO,Prefeito,1.0,P,0.0,,,BRUNO SILVA,"21,33",AMERICO DE SOUSA,"10,22",ALBINO,"8,44",DR. RICARDO,"4,67",,,,,,,,,,,,,,,,,,,,,,
,MA-05621/2020,https://altamiradomara.blogspot.com/2020/01/lider-glauber-lidera-pesquisa-para.html,MA,OLHO D'ÁGUA DAS CUNHÃS,Prefeito,1.0,P,1.0,,,GLAUBER AZEVEDO,60,CAIO OLIVEIRA,28,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-05621/2020,https://altamiradomara.blogspot.com/2020/01/lider-glauber-lidera-pesquisa-para.html,MA,OLHO D'ÁGUA DAS CUNHÃS,Prefeito,1.0,P,0.0,,,GLAUBER AZEVEDO,43,CAIO OLIVEIRA,16,VILIANE COSTA,4,,,,,,,,,,,,,,,,,,,,,,,,
,MA-05764/2020,http://www.blogdoludwig.com/2020/01/coelho-neto-pesquisa-mostra-que-soliney.html,MA,COELHO NETO,"Prefeito, Vereador",1.0,P,1.0,,,SOLINEY SILVA,"49,17",ALBINO,"20,66",AMERICO,"15,7",ANTONIO BACELAR,"8,68",ANTONIO PIRES,"7,79",,,,,,,,,,,,,,,,,,,,
,MA-05764/2020,http://www.blogdoludwig.com/2020/01/coelho-neto-pesquisa-mostra-que-soliney.html,MA,COELHO NETO,"Prefeito, Vereador",1.0,P,0.0,,,SOLINEY SILVA,"23,33",AMERICO DE SOUSA,"9,33",MARCIA BACELAR,"7,33",LUIS SERRA,"3,33",,,,,,,,,,,,,,,,,,,,,,
,MA-05869/2020,https://www.domingoscosta.com.br/wp-content/uploads/2020/06/Pa%C3%A7o-do-Lumiar-JP-jun20.pdf,MA,PAÇO DO LUMIAR,Prefeito,1.0,P,1.0,,,FRED CAMPOS,"28,4",PAULA DA PINDOBA,"14,8",INALDO PEREIRA,"10,3",FRANCISCO NETO,9,PROFA. KARLA MARIA,"7,8",,,,,,,,,,,,,,,,,,,,
,MA-05869/2020,https://www.domingoscosta.com.br/wp-content/uploads/2020/06/Pa%C3%A7o-do-Lumiar-JP-jun20.pdf,MA,PAÇO DO LUMIAR,Prefeito,1.0,P,0.0,,,FRED CAMPOS,"9,5",PAULA DA PINDOBA,"5,8",INALDO PEREIRA,4,PROFA. KARLA MARIA,28,FRANCISCO NETO,"1,5",GILBERTO AROSO,"1,3",,,,,,,,,,,,,,,,,,
,MA-06002/2020,https://gilbertoleda.com.br/2020/03/25/econometrica-aponta-vitoria-de-maura-jorge-em-lago-da-pedra/,MA,LAGO DA PEDRA,"Prefeito, Vereador",1.0,P,1.0,,,MAURA JORGE,"51,5",LAERCIO ARRUDA,"27,1",WELLER,"12,1",MAURO JORGE,"2,1",,,,,,,,,,,,,,,,,,,,,,
"Pergunta: ""Quem você considera bom nome para vereador?""",MA-06315/2020,https://blogdoclaudiomendes.com.br/aldo-lopes-lidera-pesquisa-em-cururupu/,MA,CURURUPU,"Prefeito, Vereador",1.0,V,0.0,,,REGINALDO,"3,37",MARIA PIRES,"1,12",MARIA LURDES,"1,12",,,,,,,,,,,,,,,,,,,,,,,,
,MA-06315/2020,https://blogdoclaudiomendes.com.br/aldo-lopes-lidera-pesquisa-em-cururupu/,MA,CURURUPU,"Prefeito, Vereador",1.0,P,1.0,,,HELEN,"27,2",ALDO LOPES,"36,58",ROSINHA,"26,26",,,,,,,,,,,,,,,,,,,,,,,,
,MA-06315/2020,https://blogdoclaudiomendes.com.br/aldo-lopes-lidera-pesquisa-em-cururupu/,MA,CURURUPU,"Prefeito, Vereador",1.0,P,0.0,,,ALDO LOPES,"30,01",HELEN MARAVILHA,"16,69",ROSINHA,"21,95",,,,,,,,,,,,,,,,,,,,,,,,
,MA-06429/2020,https://vandovalrodrigues.com/santa-helena-prefeito-zezildo-lidera-intencoes-de-voto-em-todos-os-cenarios-aponta-data-m/,MA,SANTA HELENA,Prefeito,1.0,P,1.0,,,ZEZILDO,"38,9",LOBATO,"21,9",JURANDIR,"19,9",FERNANDO CRENTE,"1,7",AGAMENON,1,,,,,,,,,,,,,,,,,,,,
,MA-06429/2020,https://vandovalrodrigues.com/santa-helena-prefeito-zezildo-lidera-intencoes-de-voto-em-todos-os-cenarios-aponta-data-m/,MA,SANTA HELENA,Prefeito,1.0,P,0.0,,,ZEZILDO,"23,9",LOBATO,"10,3",JURANDIR,"7,6",FERNANDO CRENTE,1,,,,,,,,,,,,,,,,,,,,,,
,MA-06515/2020,https://portalafonsocunha15.blogspot.com/2020/03/nova-pesquisa-confirma-reeleicao-do.html,MA,BREJO,"Prefeito, Vereador",1.0,P,0.0,,,ZE FARIAS,"48,42",OLIVIA CALDAS,"24,76",IDENILDE,"4,99",,,,,,,,,,,,,,,,,,,,,,,,
,MA-06515/2020,https://portalafonsocunha15.blogspot.com/2020/03/nova-pesquisa-confirma-reeleicao-do.html,MA,BREJO,"Prefeito, Vereador",1.0,P,1.0,,,ZE FARIAS,"48,61",OLIVIA CALDAS,"27,54",IDENILDE,"7,02",,,,,,,,,,,,,,,,,,,,,,,,
,MA-07112/2020,https://www.blogdojjp.com.br/2020/01/as-primeiras-pesquisas-eleitorais-no-maranhao-em-2020/,MA,APICUM-AÇU,"Prefeito, Vereador",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-07597/2020,http://www.coroatadeverdade.com/2020/01/pesquisa-escutec-diz-que-francisco.html,MA,CODÓ,Prefeito,1.0,P,0.0,,,FRANCISCO NAGIB,18,ZITO,9,ZE FRANCISCO,7,CHIQUINHO DO SAAE,4,CAMILO FIGUEIREDO,4,,,,,,,,,,,,,,,,,,,,
,MA-07597/2020,http://www.coroatadeverdade.com/2020/01/pesquisa-escutec-diz-que-francisco.html,MA,CODÓ,Prefeito,1.0,P,1.0,,,FRANCISCO NAGIB,28,ZE FRANCISCO,20,RICARDO ARCHER,12,CAMILO FIGUEIREDO,8,CHIQUINHO DO SAAE,4,PEDRO BELO,4,CESAR PIRES,3,RODRIGO FIGUEIREDO,2,EXPEDITO CARNEIRO,1,MARCELO COELHO,1,,,,,,,,,,
,MA-07650/2020,https://www.correioma.com.br/noticia/8859/dr-enoque-lidera-com-vantagem-pesquisa-para-prefeito-em-joao-lisboa,MA,JOÃO LISBOA,"Prefeito, Vereador",1.0,P,1.0,,,DR. ENOQUE,"46,3",VILSON DA FARMACIA,"29,6",RAIMUNDO CABELUDO,"11,4",PR. HELTON,"4,7",,,,,,,,,,,,,,,,,,,,,,
,MA-07650/2020,http://oprogresso.net/politica/pesquisa-aponta-dr-enoque-liderando-entre-os-pre-candidatos-em-joao-lisboa/114978.html,MA,JOÃO LISBOA,"Prefeito, Vereador",1.0,P,0.0,,,DR. ENOQUE,"30,5",VILSON DA FARMACIA,"22,2",RAIMUNDO CABELUDO,"6,1",PR. HELTON,"2,5",,,,,,,,,,,,,,,,,,,,,,
,MA-08490/2020,https://portalafonsocunha15.blogspot.com/2020/02/eleicoes-2020-ze-farias-lidera-pesquisa.html,MA,BREJO,Prefeito,1.0,P,1.0,,,ZE FARIAS,"41,9",OLIVIA,"35,3",IDENILDE VIEIRA,"14,1",,,,,,,,,,,,,,,,,,,,,,,,
,MA-08490/2020,https://portalafonsocunha15.blogspot.com/2020/02/eleicoes-2020-ze-farias-lidera-pesquisa.html,MA,BREJO,Prefeito,1.0,P,0.0,,,ZE FARIAS,"30,5",OLIVIA,"20,8",IDENILDE VIEIRA,"4,8",,,,,,,,,,,,,,,,,,,,,,,,
,MA-08866/2020,http://www.blogdoludwig.com/2020/01/coronel-schnneyder-lidera-pesquisa-em.html,MA,TIMON,"Prefeito, Vereador",1.0,P,1.0,,,COMANDANTE SCHNNEYDER,"30,18",ALEXANDRE ALMEIDA,"20,71",SOCORRO WAQUIM,"16,77",JACONIAS MORAES,"9,86",VEREADOR HENRIQUE JUNIOR,"6,9",DINAIR VELOSO,"4,93",,,,,,,,,,,,,,,,,,
,MA-08866/2020,http://www.blogdoludwig.com/2020/01/coronel-schnneyder-lidera-pesquisa-em.html,MA,TIMON,"Prefeito, Vereador",1.0,P,1.0,,,COMANDANTE SCHNNEYDER,"28,4",ALEXANDRE ALMEIDA,"18,74",RAFAEL LEITOA,"18,15",SOCORRO WAQUIM,"15,38",JACONIAS MORAES,"8,48",VEREADOR HENRIQUE JUNIOR,"6,11",,,,,,,,,,,,,,,,,,
,MA-08897/2020,http://www.blogdoludwig.com/2020/01/matoes-gabriel-tenorio-lidera-pesquisa.html,MA,MATÕES,"Prefeito, Vereador",1.0,P,1.0,,,GABRIEL TENORIO,"38,41",FERDINANDO COUTINHO,"33,02",SUELY PEREIRA,"15,56",,,,,,,,,,,,,,,,,,,,,,,,
,MA-09274/2020,https://www.portaldomunim.com.br/paraiba-lidera-pesquisa-para-prefeito-de-morros-em-todos-os-aspectos/,MA,MORROS,Prefeito,1.0,P,0.0,,,PARAIBA,"37,7",SIDRACK,"16,3",,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-09274/2020,https://www.portaldomunim.com.br/paraiba-lidera-pesquisa-para-prefeito-de-morros-em-todos-os-aspectos/,MA,MORROS,Prefeito,1.0,P,1.0,,,PARAIBA,"58,5",SIDRACK,"23,3",,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-09355/2020,https://www.blogdojjp.com.br/2020/01/as-primeiras-pesquisas-eleitorais-no-maranhao-em-2020/,MA,MIRINZAL,"Prefeito, Vereador",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-09432/2020,https://gilbertoleda.com.br/2020/04/02/prever-pesquisa-mostra-lideranca-tranquila-de-luis-fernando-em-humberto-de-campos/,MA,HUMBERTO DE CAMPOS,Prefeito,1.0,P,1.0,,,LUIS FERNANDO,36,GARDENIA,"24,4",ZE RIBAMAR,"15,4",CATIUMBA,"4,5",ZE MARIA,"3,3",IBERVON,2,GUTO,1,,,,,,,,,,,,,,,,
,MA-09538/2020,https://blogdoezequiasmartins.blogspot.com/2020/02/jaconias-moraes-lidera-corrida.html,MA,TIMON,"Prefeito, Vereador",1.0,P,1.0,,,JACONIAS MORAES,"20,4",RAFAEL LEITOA,"17,6",HORMANN SCHNNEYDER,"15,6",SOCORRO WAQUIM,"14,9",ALEXANDRE ALMEIDA,"14,9",HENRIQUE JUNIOR,"3,7",DINAIR VELOSO,"2,7",,,,,,,,,,,,,,,,
