"ANO_ELEICAO","NUM_TURNO","UF","CODIGO_CARGO","NUMERO_CANDIDATO","QTDE_VOTOS"
"2018","1","ZZ","1","13","7"
"2014","1","ZZ","1","27","7"
"2018","1","ZZ","1","45","48"
"2018","1","ZZ","1","18","2"
"2018","1","ZZ","1","13","45"
"2014","1","ZZ","1","27","1"
"2018","1","ZZ","1","45","167"
"2018","1","ZZ","1","18","4"
"2018","1","ZZ","1","13","1"
"2014","1","ZZ","1","27","12"
"2018","1","ZZ","1","45","34"
"2018","1","ZZ","1","18","2"
"2018","1","ZZ","1","13","1624"
"2014","1","ZZ","1","27","4"
"2018","1","ZZ","1","45","1487"
"2018","1","ZZ","1","18","2"
"2018","1","ZZ","1","13","11"
"2014","1","ZZ","1","50","6"
"2018","1","ZZ","1","45","10"
"2018","1","ZZ","1","18","56"
"2018","1","ZZ","1","13","1459"
"2014","1","ZZ","1","50","19"
"2018","1","ZZ","1","45","10"
"2018","1","ZZ","1","30","159"
"2018","1","ZZ","1","13","11"
"2014","1","ZZ","1","50","3"
"2018","1","ZZ","1","45","6"
"2018","1","ZZ","1","30","542"
"2018","1","ZZ","1","17","4"
"2014","1","ZZ","1","50","605"
"2018","1","ZZ","1","45","340"
"2018","1","ZZ","1","30","21"
"2018","1","ZZ","1","17","17"
"2014","1","ZZ","1","50","8"
"2018","1","ZZ","1","45","48"
"2018","1","ZZ","1","30","23"
"2018","1","ZZ","1","17","50"
"2014","1","ZZ","1","50","13"
"2018","1","ZZ","1","45","281"
"2018","1","ZZ","1","30","2"
"2018","1","ZZ","1","17","19"
"2014","1","ZZ","1","50","15"
"2018","1","ZZ","1","45","81"
"2018","1","ZZ","1","30","38"
"2018","1","ZZ","1","17","366"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","54","2"
"2018","1","ZZ","1","30","159"
"2018","1","ZZ","1","17","4215"
"2018","1","ZZ","1","19","35"
"2018","1","ZZ","1","54","2"
"2018","1","ZZ","1","30","4"
"2018","1","ZZ","1","17","22186"
"2018","1","ZZ","1","19","17"
"2018","1","ZZ","1","95","70"
"2014","1","ZZ","1","95","1"
"2018","1","ZZ","1","17","162"
"2018","1","ZZ","1","19","5"
"2018","1","ZZ","1","96","2"
"2018","1","ZZ","1","95","10"
"2018","1","ZZ","1","17","8"
"2018","1","ZZ","1","19","4"
"2018","1","ZZ","1","96","400"
"2018","1","ZZ","1","95","11"
"2018","1","ZZ","1","17","27"
"2018","1","ZZ","1","19","377"
"2018","1","ZZ","1","96","1"
"2018","1","ZZ","1","95","1"
"2018","1","ZZ","1","17","140"
"2018","1","ZZ","1","19","4"
"2014","1","ZZ","1","43","44"
"2018","1","ZZ","1","95","19"
"2018","1","ZZ","1","17","324"
"2018","1","ZZ","1","19","5"
"2014","1","ZZ","1","43","1"
"2018","1","ZZ","1","96","1"
"2018","1","ZZ","1","17","30"
"2018","1","ZZ","1","19","1"
"2014","1","ZZ","1","43","2"
"2018","1","ZZ","1","96","1"
"2018","1","ZZ","1","17","18"
"2018","1","ZZ","1","19","17"
"2014","1","ZZ","1","43","53"
"2018","1","ZZ","1","96","181"
"2018","1","ZZ","1","17","335"
"2018","1","ZZ","1","19","4"
"2014","1","ZZ","1","43","94"
"2018","1","ZZ","1","96","1"
"2018","1","ZZ","1","17","48"
"2018","1","ZZ","1","19","4"
"2014","1","ZZ","1","43","2"
"2018","1","ZZ","1","96","80"
"2018","1","ZZ","1","17","53"
"2014","1","ZZ","1","21","1"
"2014","1","ZZ","1","43","1"
"2018","1","ZZ","1","96","22"
"2018","1","ZZ","1","17","333"
"2014","1","ZZ","1","21","3"
"2014","1","ZZ","1","43","16"
"2018","1","ZZ","1","96","4"
"2018","1","ZZ","1","18","3"
"2014","1","ZZ","1","21","15"
"2014","1","ZZ","1","43","5"
"2018","1","ZZ","1","54","3"
"2018","1","ZZ","1","18","14"
"2014","1","ZZ","1","21","1"
"2014","1","ZZ","1","43","1"
"2018","1","ZZ","1","54","3"
"2018","1","ZZ","1","18","253"
"2014","1","ZZ","1","21","1"
"2014","1","ZZ","1","13","33"
"2018","1","ZZ","1","54","2"
"2018","1","ZZ","1","18","20"
"2014","1","ZZ","1","28","1"
"2014","1","ZZ","1","13","84"
"2018","1","ZZ","1","54","3"
"2018","1","ZZ","1","18","37"
"2014","1","ZZ","1","28","2"
"2014","1","ZZ","1","13","961"
"2018","1","ZZ","1","45","23"
"2018","1","ZZ","1","18","22"
"2014","1","ZZ","1","28","1"
"2014","1","ZZ","1","13","22"
"2018","1","ZZ","1","45","3"
"2018","1","ZZ","1","18","356"
"2014","1","ZZ","1","28","4"
"2014","1","ZZ","1","13","2"
"2018","1","ZZ","1","45","16"
"2018","1","ZZ","1","18","10"
"2014","1","ZZ","1","16","5"
"2014","1","ZZ","1","13","14"
"2018","1","ZZ","1","45","13"
"2018","1","ZZ","1","18","322"
"2014","1","ZZ","1","16","5"
"2014","1","ZZ","1","45","649"
"2018","1","ZZ","1","45","299"
"2018","1","ZZ","1","18","5"
"2014","1","ZZ","1","16","8"
"2014","1","ZZ","1","45","636"
"2018","1","ZZ","1","45","5"
"2018","1","ZZ","1","30","1"
"2014","1","ZZ","1","16","1"
"2014","1","ZZ","1","45","5"
"2018","1","ZZ","1","45","12"
"2018","1","ZZ","1","30","32"
"2014","1","ZZ","1","16","1"
"2014","1","ZZ","1","45","40"
"2014","1","ZZ","1","96","29"
"2018","1","ZZ","1","30","1714"
"2014","1","ZZ","1","16","5"
"2014","1","ZZ","1","45","142"
"2014","1","ZZ","1","96","229"
"2018","1","ZZ","1","30","35"
"2014","1","ZZ","1","27","15"
"2014","1","ZZ","1","45","77"
"2014","1","ZZ","1","96","4"
"2018","1","ZZ","1","30","9"
"2014","1","ZZ","1","27","40"
"2014","1","ZZ","1","45","4"
"2014","1","ZZ","1","95","1"
"2018","1","ZZ","1","30","101"
"2014","1","ZZ","1","27","1"
"2014","1","ZZ","1","45","12"
"2014","1","ZZ","1","96","1"
"2018","1","ZZ","1","30","7"
"2014","1","ZZ","1","27","5"
"2014","1","ZZ","1","45","64"
"2014","1","ZZ","1","96","1"
"2018","1","ZZ","1","30","47"
"2014","1","ZZ","1","27","1"
"2014","1","ZZ","1","45","5"
"2014","1","ZZ","1","95","748"
"2018","1","ZZ","1","30","2"
"2014","1","ZZ","1","27","14"
"2018","1","ZZ","1","15","46"
"2014","1","ZZ","1","96","823"
"2014","1","ZZ","1","43","2"
"2014","1","ZZ","1","50","59"
"2018","1","ZZ","1","15","6"
"2014","1","ZZ","1","96","1"
"2014","1","ZZ","1","43","1"
"2014","1","ZZ","1","50","2"
"2018","1","ZZ","1","15","30"
"2014","1","ZZ","1","96","8"
"2014","1","ZZ","1","43","3"
"2014","1","ZZ","1","50","3"
"2018","1","ZZ","1","15","47"
"2014","1","ZZ","1","96","2"
"2014","1","ZZ","1","43","17"
"2018","1","ZZ","1","19","21"
"2018","1","ZZ","1","15","10"
"2014","1","ZZ","1","96","12"
"2014","1","ZZ","1","13","219"
"2018","1","ZZ","1","19","1"
"2018","1","ZZ","1","15","13"
"2014","1","ZZ","1","95","6"
"2014","1","ZZ","1","13","7"
"2018","1","ZZ","1","19","4"
"2018","1","ZZ","1","16","2"
"2014","1","ZZ","1","95","1"
"2014","1","ZZ","1","13","11"
"2018","1","ZZ","1","19","103"
"2018","1","ZZ","1","16","23"
"2014","1","ZZ","1","96","2"
"2014","1","ZZ","1","13","21"
"2018","1","ZZ","1","19","8"
"2018","1","ZZ","1","27","1"
"2014","1","ZZ","1","96","1"
"2014","1","ZZ","1","13","10"
"2018","1","ZZ","1","19","1"
"2018","1","ZZ","1","27","17"
"2014","1","ZZ","1","40","22"
"2014","1","ZZ","1","13","8"
"2018","1","ZZ","1","19","6"
"2018","1","ZZ","1","50","5"
"2014","1","ZZ","1","40","79"
"2014","1","ZZ","1","13","208"
"2018","1","ZZ","1","19","10"
"2018","1","ZZ","1","50","1"
"2014","1","ZZ","1","40","833"
"2014","1","ZZ","1","13","200"
"2014","1","ZZ","1","43","1"
"2018","1","ZZ","1","50","4"
"2014","1","ZZ","1","40","739"
"2014","1","ZZ","1","13","5"
"2014","1","ZZ","1","43","7"
"2018","1","ZZ","1","50","1"
"2014","1","ZZ","1","40","18"
"2014","1","ZZ","1","13","17"
"2014","1","ZZ","1","43","15"
"2018","1","ZZ","1","50","22"
"2014","1","ZZ","1","40","3"
"2014","1","ZZ","1","45","29"
"2014","1","ZZ","1","43","76"
"2018","1","ZZ","1","50","97"
"2014","1","ZZ","1","40","4889"
"2014","1","ZZ","1","45","830"
"2014","1","ZZ","1","43","157"
"2018","1","ZZ","1","50","4"
"2014","1","ZZ","1","40","2"
"2014","1","ZZ","1","45","11"
"2014","1","ZZ","1","43","3"
"2018","1","ZZ","1","50","1"
"2014","1","ZZ","1","40","105"
"2014","1","ZZ","1","45","8"
"2014","1","ZZ","1","43","13"
"2018","1","ZZ","1","51","18"
"2014","1","ZZ","1","40","14"
"2014","1","ZZ","1","45","146"
"2014","1","ZZ","1","43","40"
"2018","1","ZZ","1","51","2"
"2014","1","ZZ","1","40","232"
"2014","1","ZZ","1","45","26"
"2014","1","ZZ","1","43","2"
"2018","1","ZZ","1","51","1"
"2018","1","ZZ","1","45","10"
"2014","1","ZZ","1","45","41"
"2014","1","ZZ","1","43","170"
"2018","1","ZZ","1","51","2"
"2018","1","ZZ","1","45","14"
"2014","1","ZZ","1","45","9"
"2014","1","ZZ","1","43","2"
"2018","1","ZZ","1","51","97"
"2018","1","ZZ","1","45","1"
"2014","1","ZZ","1","45","22"
"2014","1","ZZ","1","43","2"
"2018","1","ZZ","1","51","8"
"2018","1","ZZ","1","45","4"
"2018","1","ZZ","1","15","3"
"2014","1","ZZ","1","43","2"
"2018","1","ZZ","1","51","3"
"2018","1","ZZ","1","45","15"
"2018","1","ZZ","1","15","1"
"2014","1","ZZ","1","43","17"
"2014","1","ZZ","1","43","8"
"2018","1","ZZ","1","45","24"
"2018","1","ZZ","1","15","223"
"2014","1","ZZ","1","13","151"
"2014","1","ZZ","1","43","4"
"2018","1","ZZ","1","45","34"
"2018","1","ZZ","1","15","1"
"2014","1","ZZ","1","13","13"
"2014","1","ZZ","1","43","2"
"2018","1","ZZ","1","54","2"
"2018","1","ZZ","1","15","18"
"2014","1","ZZ","1","13","759"
"2014","1","ZZ","1","43","3"
"2018","1","ZZ","1","54","15"
"2018","1","ZZ","1","15","5"
"2014","1","ZZ","1","13","40"
"2014","1","ZZ","1","43","1"
"2018","1","ZZ","1","95","6"
"2018","1","ZZ","1","15","40"
"2014","1","ZZ","1","13","2207"
"2014","1","ZZ","1","43","15"
"2018","1","ZZ","1","95","2"
"2018","1","ZZ","1","15","3"
"2014","1","ZZ","1","13","106"
"2014","1","ZZ","1","43","7"
"2018","1","ZZ","1","95","58"
"2018","1","ZZ","1","15","2"
"2014","1","ZZ","1","13","94"
"2014","1","ZZ","1","43","96"
"2018","1","ZZ","1","95","9"
"2018","1","ZZ","1","16","2"
"2014","1","ZZ","1","13","92"
"2014","1","ZZ","1","13","3"
"2018","1","ZZ","1","95","14"
"2018","1","ZZ","1","16","14"
"2014","1","ZZ","1","13","50"
"2014","1","ZZ","1","13","20"
"2018","1","ZZ","1","95","115"
"2018","1","ZZ","1","16","2"
"2014","1","ZZ","1","45","8"
"2014","1","ZZ","1","13","34"
"2018","1","ZZ","1","95","605"
"2018","1","ZZ","1","27","1"
"2014","1","ZZ","1","45","455"
"2014","1","ZZ","1","13","17"
"2018","1","ZZ","1","95","35"
"2018","1","ZZ","1","27","2"
"2014","1","ZZ","1","45","137"
"2014","1","ZZ","1","13","4"
"2018","1","ZZ","1","96","35"
"2018","1","ZZ","1","27","1"
"2014","1","ZZ","1","45","12"
"2014","1","ZZ","1","13","191"
"2018","1","ZZ","1","96","13"
"2018","1","ZZ","1","27","5"
"2014","1","ZZ","1","45","115"
"2014","1","ZZ","1","45","93"
"2018","1","ZZ","1","96","8"
"2018","1","ZZ","1","27","18"
"2014","1","ZZ","1","45","2573"
"2014","1","ZZ","1","45","19"
"2018","1","ZZ","1","96","47"
"2018","1","ZZ","1","27","3"
"2014","1","ZZ","1","45","6"
"2014","1","ZZ","1","45","1170"
"2018","1","ZZ","1","96","9"
"2018","1","ZZ","1","50","1"
"2014","1","ZZ","1","45","3"
"2014","1","ZZ","1","45","369"
"2018","1","ZZ","1","96","3"
"2018","1","ZZ","1","50","1"
"2014","1","ZZ","1","45","414"
"2014","1","ZZ","1","45","679"
"2018","1","ZZ","1","96","110"
"2018","1","ZZ","1","50","9"
"2014","1","ZZ","1","45","25"
"2014","1","ZZ","1","45","42"
"2018","1","ZZ","1","96","233"
"2018","1","ZZ","1","50","8"
"2014","1","ZZ","1","45","128"
"2014","1","ZZ","1","45","12155"
"2018","1","ZZ","1","45","60"
"2018","1","ZZ","1","50","4"
"2014","1","ZZ","1","45","10"
"2014","1","ZZ","1","45","37"
"2018","1","ZZ","1","45","166"
"2018","1","ZZ","1","50","137"
"2014","1","ZZ","1","45","10"
"2014","1","ZZ","1","45","231"
"2018","1","ZZ","1","45","13"
"2018","1","ZZ","1","50","1"
"2014","1","ZZ","1","45","380"
"2014","1","ZZ","1","45","2340"
"2014","1","ZZ","1","40","370"
"2018","1","ZZ","1","51","9"
"2018","1","ZZ","1","15","23"
"2014","1","ZZ","1","45","297"
"2014","1","ZZ","1","40","41"
"2018","1","ZZ","1","51","1"
"2018","1","ZZ","1","15","7"
"2014","1","ZZ","1","45","181"
"2014","1","ZZ","1","40","22"
"2018","1","ZZ","1","51","7"
"2018","1","ZZ","1","15","1"
"2014","1","ZZ","1","45","28"
"2014","1","ZZ","1","40","19"
"2018","1","ZZ","1","51","2"
"2018","1","ZZ","1","15","2"
"2014","1","ZZ","1","45","409"
"2014","1","ZZ","1","40","77"
"2018","1","ZZ","1","51","11"
"2018","1","ZZ","1","15","6"
"2018","1","ZZ","1","15","1"
"2014","1","ZZ","1","40","5"
"2018","1","ZZ","1","51","73"
"2018","1","ZZ","1","15","2"
"2018","1","ZZ","1","15","3"
"2014","1","ZZ","1","40","25"
"2014","1","ZZ","1","43","40"
"2018","1","ZZ","1","15","43"
"2018","1","ZZ","1","15","19"
"2014","1","ZZ","1","40","243"
"2014","1","ZZ","1","43","4"
"2018","1","ZZ","1","15","4"
"2018","1","ZZ","1","15","5"
"2014","1","ZZ","1","29","3"
"2014","1","ZZ","1","43","4"
"2018","1","ZZ","1","16","12"
"2018","1","ZZ","1","15","2"
"2014","1","ZZ","1","29","5"
"2014","1","ZZ","1","43","78"
"2018","1","ZZ","1","16","11"
"2018","1","ZZ","1","16","2"
"2014","1","ZZ","1","20","2"
"2014","1","ZZ","1","43","1"
"2018","1","ZZ","1","16","3"
"2018","1","ZZ","1","16","1"
"2014","1","ZZ","1","20","22"
"2014","1","ZZ","1","43","7"
"2018","1","ZZ","1","16","22"
"2018","1","ZZ","1","16","91"
"2014","1","ZZ","1","20","19"
"2014","1","ZZ","1","43","2"
"2018","1","ZZ","1","27","1"
"2018","1","ZZ","1","16","1"
"2014","1","ZZ","1","20","1"
"2014","1","ZZ","1","43","2"
"2018","1","ZZ","1","27","57"
"2018","1","ZZ","1","16","1"
"2014","1","ZZ","1","20","2"
"2014","1","ZZ","1","13","2"
"2018","1","ZZ","1","27","1"
"2018","1","ZZ","1","16","1"
"2014","1","ZZ","1","20","1"
"2014","1","ZZ","1","13","299"
"2018","1","ZZ","1","27","2"
"2018","1","ZZ","1","27","6"
"2014","1","ZZ","1","20","1"
"2014","1","ZZ","1","13","935"
"2018","1","ZZ","1","27","1"
"2018","1","ZZ","1","27","2"
"2014","1","ZZ","1","95","55"
"2014","1","ZZ","1","13","4"
"2018","1","ZZ","1","27","8"
"2018","1","ZZ","1","27","1"
"2018","1","ZZ","1","12","7"
"2014","1","ZZ","1","13","117"
"2018","1","ZZ","1","50","4"
"2018","1","ZZ","1","27","1"
"2018","1","ZZ","1","12","4"
"2014","1","ZZ","1","13","4"
"2018","1","ZZ","1","50","84"
"2018","1","ZZ","1","50","45"
"2018","1","ZZ","1","12","35"
"2014","1","ZZ","1","13","316"
"2018","1","ZZ","1","50","1"
"2018","1","ZZ","1","50","16"
"2018","1","ZZ","1","12","32"
"2014","1","ZZ","1","13","4"
"2018","1","ZZ","1","50","4"
"2018","1","ZZ","1","50","75"
"2018","1","ZZ","1","12","176"
"2014","1","ZZ","1","13","127"
"2018","1","ZZ","1","50","3"
"2018","1","ZZ","1","50","182"
"2018","1","ZZ","1","12","2222"
"2014","1","ZZ","1","13","315"
"2018","1","ZZ","1","50","1"
"2018","1","ZZ","1","50","5"
"2018","1","ZZ","1","13","256"
"2014","1","ZZ","1","13","13"
"2018","1","ZZ","1","51","27"
"2018","1","ZZ","1","50","1"
"2018","1","ZZ","1","13","117"
"2014","1","ZZ","1","13","1"
"2018","1","ZZ","1","51","5"
"2018","1","ZZ","1","50","1"
"2018","1","ZZ","1","13","1010"
"2014","1","ZZ","1","13","1"
"2018","1","ZZ","1","51","3"
"2018","1","ZZ","1","50","2"
"2018","1","ZZ","1","13","14"
"2014","1","ZZ","1","45","3"
"2018","1","ZZ","1","51","1"
"2018","1","ZZ","1","51","7"
"2018","1","ZZ","1","13","46"
"2014","1","ZZ","1","45","1248"
"2018","1","ZZ","1","51","21"
"2018","1","ZZ","1","51","1"
"2018","1","ZZ","1","13","41"
"2014","1","ZZ","1","45","83"
"2018","1","ZZ","1","51","5"
"2018","1","ZZ","1","51","196"
"2018","1","ZZ","1","13","3017"
"2014","1","ZZ","1","45","177"
"2018","1","ZZ","1","51","3"
"2018","1","ZZ","1","51","10"
"2018","1","ZZ","1","13","3"
"2014","1","ZZ","1","45","10"
"2014","1","ZZ","1","43","16"
"2018","1","ZZ","1","51","2"
"2018","1","ZZ","1","13","9"
"2014","1","ZZ","1","45","2547"
"2014","1","ZZ","1","43","4"
"2018","1","ZZ","1","51","3"
"2018","1","ZZ","1","13","1024"
"2014","1","ZZ","1","45","66"
"2014","1","ZZ","1","43","2"
"2018","1","ZZ","1","51","1"
"2018","1","ZZ","1","13","27"
"2014","1","ZZ","1","45","122"
"2014","1","ZZ","1","43","3"
"2018","1","ZZ","1","51","1"
"2018","1","ZZ","1","12","3"
"2018","1","ZZ","1","15","4"
"2014","1","ZZ","1","13","22"
"2018","1","ZZ","1","51","2"
"2018","1","ZZ","1","12","4"
"2018","1","ZZ","1","15","2"
"2014","1","ZZ","1","13","16"
"2018","1","ZZ","1","51","10"
"2018","1","ZZ","1","12","14"
"2018","1","ZZ","1","15","4"
"2014","1","ZZ","1","13","725"
"2014","1","ZZ","1","95","31"
"2018","1","ZZ","1","12","22"
"2018","1","ZZ","1","16","3"
"2014","1","ZZ","1","13","11"
"2014","1","ZZ","1","96","1"
"2018","1","ZZ","1","13","18"
"2018","1","ZZ","1","16","22"
"2014","1","ZZ","1","13","24"
"2014","1","ZZ","1","96","2"
"2018","1","ZZ","1","13","1"
"2018","1","ZZ","1","16","6"
"2014","1","ZZ","1","13","15"
"2014","1","ZZ","1","95","7"
"2018","1","ZZ","1","13","3"
"2018","1","ZZ","1","16","1"
"2014","1","ZZ","1","13","4"
"2014","1","ZZ","1","95","1"
"2018","1","ZZ","1","13","6"
"2018","1","ZZ","1","16","8"
"2014","1","ZZ","1","13","86"
"2014","1","ZZ","1","95","95"
"2018","1","ZZ","1","13","837"
"2018","1","ZZ","1","16","3"
"2014","1","ZZ","1","13","849"
"2014","1","ZZ","1","96","1"
"2018","1","ZZ","1","13","8"
"2018","1","ZZ","1","16","1"
"2014","1","ZZ","1","13","2795"
"2014","1","ZZ","1","95","205"
"2018","1","ZZ","1","13","3"
"2018","1","ZZ","1","27","2"
"2014","1","ZZ","1","13","7"
"2014","1","ZZ","1","95","4"
"2018","1","ZZ","1","13","7"
"2018","1","ZZ","1","27","3"
"2014","1","ZZ","1","13","4"
"2014","1","ZZ","1","96","30"
"2018","1","ZZ","1","13","70"
"2018","1","ZZ","1","50","2"
"2014","1","ZZ","1","13","5"
"2014","1","ZZ","1","96","5"
"2018","1","ZZ","1","13","161"
"2018","1","ZZ","1","50","6"
"2014","1","ZZ","1","13","1121"
"2014","1","ZZ","1","96","103"
"2018","1","ZZ","1","13","52"
"2018","1","ZZ","1","50","52"
"2014","1","ZZ","1","13","16"
"2014","1","ZZ","1","95","8"
"2018","1","ZZ","1","17","1170"
"2018","1","ZZ","1","50","3"
"2014","1","ZZ","1","45","47"
"2014","1","ZZ","1","96","3"
"2018","1","ZZ","1","17","118"
"2018","1","ZZ","1","50","4"
"2014","1","ZZ","1","45","21792"
"2014","1","ZZ","1","95","171"
"2018","1","ZZ","1","17","14"
"2018","1","ZZ","1","50","4"
"2014","1","ZZ","1","45","4"
"2014","1","ZZ","1","95","25"
"2018","1","ZZ","1","17","31"
"2018","1","ZZ","1","50","16"
"2014","1","ZZ","1","45","118"
"2014","1","ZZ","1","96","16"
"2018","1","ZZ","1","17","128"
"2018","1","ZZ","1","50","1"
"2014","1","ZZ","1","45","3"
"2014","1","ZZ","1","95","2"
"2018","1","ZZ","1","17","239"
"2018","1","ZZ","1","51","1"
"2014","1","ZZ","1","45","2063"
"2014","1","ZZ","1","95","200"
"2018","1","ZZ","1","17","812"
"2018","1","ZZ","1","51","16"
"2014","1","ZZ","1","45","230"
"2014","1","ZZ","1","95","28"
"2018","1","ZZ","1","17","148"
"2018","1","ZZ","1","51","3"
"2014","1","ZZ","1","45","11"
"2014","1","ZZ","1","96","7"
"2018","1","ZZ","1","17","128"
"2018","1","ZZ","1","51","12"
"2014","1","ZZ","1","45","2254"
"2014","1","ZZ","1","95","3"
"2018","1","ZZ","1","17","26"
"2014","1","ZZ","1","43","180"
"2018","1","ZZ","1","15","26"
"2014","1","ZZ","1","95","1"
"2018","1","ZZ","1","18","5"
"2014","1","ZZ","1","43","13"
"2018","1","ZZ","1","15","12"
"2014","1","ZZ","1","95","5"
"2018","1","ZZ","1","18","1"
"2014","1","ZZ","1","43","1"
"2018","1","ZZ","1","15","1"
"2014","1","ZZ","1","95","2"
"2018","1","ZZ","1","18","23"
"2014","1","ZZ","1","43","1"
"2018","1","ZZ","1","15","1"
"2014","1","ZZ","1","96","141"
"2018","1","ZZ","1","18","9"
"2014","1","ZZ","1","43","287"
"2018","1","ZZ","1","16","3"
"2014","1","ZZ","1","95","198"
"2018","1","ZZ","1","18","499"
"2014","1","ZZ","1","43","1"
"2018","1","ZZ","1","16","6"
"2014","1","ZZ","1","95","3"
"2018","1","ZZ","1","18","4"
"2014","1","ZZ","1","43","1"
"2018","1","ZZ","1","16","1"
"2014","1","ZZ","1","96","783"
"2018","1","ZZ","1","18","10"
"2014","1","ZZ","1","13","1115"
"2018","1","ZZ","1","16","2"
"2014","1","ZZ","1","95","21"
"2018","1","ZZ","1","30","159"
"2014","1","ZZ","1","13","271"
"2018","1","ZZ","1","16","7"
"2014","1","ZZ","1","96","8"
"2018","1","ZZ","1","30","59"
"2014","1","ZZ","1","13","9"
"2018","1","ZZ","1","27","2"
"2014","1","ZZ","1","96","3"
"2018","1","ZZ","1","30","10"
"2014","1","ZZ","1","13","73"
"2018","1","ZZ","1","27","1"
"2014","1","ZZ","1","96","1"
"2018","1","ZZ","1","30","2"
"2014","1","ZZ","1","13","3969"
"2018","1","ZZ","1","50","25"
"2014","1","ZZ","1","40","32"
"2018","1","ZZ","1","30","68"
"2014","1","ZZ","1","13","50"
"2018","1","ZZ","1","50","2"
"2014","1","ZZ","1","40","1700"
"2018","1","ZZ","1","30","17"
"2014","1","ZZ","1","13","24"
"2018","1","ZZ","1","50","106"
"2014","1","ZZ","1","40","12"
"2018","1","ZZ","1","30","30"
"2014","1","ZZ","1","13","15"
"2018","1","ZZ","1","50","2"
"2014","1","ZZ","1","40","112"
"2018","1","ZZ","1","30","8"
"2014","1","ZZ","1","13","316"
"2018","1","ZZ","1","50","16"
"2014","1","ZZ","1","40","7"
"2018","1","ZZ","1","30","47"
"2014","1","ZZ","1","13","1626"
"2018","1","ZZ","1","50","2"
"2014","1","ZZ","1","40","78"
"2014","1","ZZ","1","95","1349"
"2014","1","ZZ","1","13","13"
"2018","1","ZZ","1","50","93"
"2014","1","ZZ","1","40","94"
"2014","1","ZZ","1","96","259"
"2014","1","ZZ","1","13","110"
"2018","1","ZZ","1","50","1"
"2014","1","ZZ","1","40","16"
"2014","1","ZZ","1","96","1"
"2014","1","ZZ","1","13","56"
"2018","1","ZZ","1","51","2"
"2014","1","ZZ","1","40","6"
"2014","1","ZZ","1","96","3"
"2014","1","ZZ","1","13","89"
"2018","1","ZZ","1","51","47"
"2014","1","ZZ","1","40","68"
"2014","1","ZZ","1","95","1"
"2014","1","ZZ","1","13","6"
"2018","1","ZZ","1","51","41"
"2014","1","ZZ","1","40","14"
"2014","1","ZZ","1","96","79"
"2014","1","ZZ","1","13","451"
"2018","1","ZZ","1","51","1"
"2014","1","ZZ","1","40","255"
"2014","1","ZZ","1","96","1"
"2014","1","ZZ","1","13","220"
"2018","1","ZZ","1","51","272"
"2018","1","ZZ","1","45","5"
"2014","1","ZZ","1","95","2"
"2014","1","ZZ","1","45","993"
"2018","1","ZZ","1","51","5"
"2018","1","ZZ","1","45","54"
"2014","1","ZZ","1","96","61"
"2014","1","ZZ","1","45","3705"
"2018","1","ZZ","1","51","101"
"2018","1","ZZ","1","45","18"
"2014","1","ZZ","1","95","35"
"2014","1","ZZ","1","45","85"
"2014","1","ZZ","1","95","3"
"2018","1","ZZ","1","45","1"
"2014","1","ZZ","1","96","1"
"2014","1","ZZ","1","45","171"
"2014","1","ZZ","1","95","56"
"2018","1","ZZ","1","45","1570"
"2014","1","ZZ","1","95","186"
"2014","1","ZZ","1","45","14"
"2014","1","ZZ","1","96","34"
"2018","1","ZZ","1","45","2"
"2014","1","ZZ","1","96","1"
"2014","1","ZZ","1","45","92"
"2014","1","ZZ","1","95","5"
"2018","1","ZZ","1","45","33"
"2014","1","ZZ","1","96","1"
"2014","1","ZZ","1","45","13"
"2014","1","ZZ","1","96","1"
"2018","1","ZZ","1","45","11"
"2014","1","ZZ","1","95","107"
"2014","1","ZZ","1","45","4"
"2014","1","ZZ","1","95","8"
"2018","1","ZZ","1","54","10"
"2014","1","ZZ","1","95","6"
"2014","1","ZZ","1","45","15"
"2014","1","ZZ","1","96","4"
"2018","1","ZZ","1","54","6"
"2014","1","ZZ","1","96","9"
"2014","1","ZZ","1","45","459"
"2014","1","ZZ","1","96","215"
"2018","1","ZZ","1","54","1"
"2014","1","ZZ","1","95","43"
"2014","1","ZZ","1","45","6"
"2014","1","ZZ","1","95","2"
"2018","1","ZZ","1","54","1"
"2014","1","ZZ","1","95","4"
"2014","1","ZZ","1","45","7"
"2014","1","ZZ","1","96","1"
"2018","1","ZZ","1","95","58"
"2014","1","ZZ","1","95","4"
"2014","1","ZZ","1","45","44"
"2014","1","ZZ","1","95","10"
"2018","1","ZZ","1","95","3"
"2014","1","ZZ","1","96","3"
"2014","1","ZZ","1","45","234"
"2014","1","ZZ","1","96","12"
"2018","1","ZZ","1","95","5"
"2014","1","ZZ","1","96","13"
"2014","1","ZZ","1","45","7"
"2014","1","ZZ","1","96","2"
"2018","1","ZZ","1","95","8"
"2014","1","ZZ","1","96","9"
"2018","1","ZZ","1","15","12"
"2014","1","ZZ","1","96","152"
"2018","1","ZZ","1","95","172"
"2014","1","ZZ","1","95","2"
"2018","1","ZZ","1","15","10"
"2014","1","ZZ","1","96","19"
"2018","1","ZZ","1","95","1"
"2014","1","ZZ","1","95","30"
"2018","1","ZZ","1","15","1"
"2014","1","ZZ","1","96","24"
"2018","1","ZZ","1","96","9"
"2014","1","ZZ","1","95","3"
