"ANO_ELEICAO","NUM_TURNO","UF","CODIGO_CARGO","NUMERO_CANDIDATO","QTDE_VOTOS"
"2018","1","ZZ","1","15","2"
"2014","1","ZZ","1","95","2"
"2018","1","ZZ","1","96","55"
"2014","1","ZZ","1","40","442"
"2018","1","ZZ","1","15","4"
"2014","1","ZZ","1","40","2"
"2018","1","ZZ","1","96","43"
"2014","1","ZZ","1","40","12"
"2018","1","ZZ","1","15","40"
"2014","1","ZZ","1","40","521"
"2018","1","ZZ","1","96","6"
"2014","1","ZZ","1","40","27"
"2018","1","ZZ","1","15","1"
"2014","1","ZZ","1","40","57"
"2018","1","ZZ","1","96","181"
"2014","1","ZZ","1","40","6"
"2018","1","ZZ","1","16","8"
"2014","1","ZZ","1","40","7"
"2018","1","ZZ","1","96","6"
"2014","1","ZZ","1","40","5"
"2018","1","ZZ","1","16","5"
"2014","1","ZZ","1","40","25"
"2018","1","ZZ","1","96","32"
"2014","1","ZZ","1","40","650"
"2018","1","ZZ","1","16","3"
"2014","1","ZZ","1","40","1764"
"2018","1","ZZ","1","96","2"
"2014","1","ZZ","1","40","1"
"2018","1","ZZ","1","16","24"
"2014","1","ZZ","1","40","9"
"2018","1","ZZ","1","96","25"
"2014","1","ZZ","1","40","17"
"2018","1","ZZ","1","27","1"
"2014","1","ZZ","1","40","239"
"2018","1","ZZ","1","96","17"
"2014","1","ZZ","1","40","10"
"2018","1","ZZ","1","27","2"
"2014","1","ZZ","1","40","2"
"2018","1","ZZ","1","96","3"
"2014","1","ZZ","1","40","5"
"2018","1","ZZ","1","27","1"
"2014","1","ZZ","1","40","12"
"2014","1","ZZ","1","16","32"
"2014","1","ZZ","1","40","12"
"2018","1","ZZ","1","27","9"
"2014","1","ZZ","1","40","16"
"2014","1","ZZ","1","16","33"
"2014","1","ZZ","1","40","19"
"2018","1","ZZ","1","50","2"
"2018","1","ZZ","1","45","106"
"2014","1","ZZ","1","16","1"
"2014","1","ZZ","1","40","4"
"2018","1","ZZ","1","50","5"
"2018","1","ZZ","1","45","342"
"2014","1","ZZ","1","27","2"
"2014","1","ZZ","1","40","18"
"2018","1","ZZ","1","50","2"
"2018","1","ZZ","1","45","19"
"2014","1","ZZ","1","27","1"
"2014","1","ZZ","1","40","33"
"2018","1","ZZ","1","50","2"
"2018","1","ZZ","1","45","13"
"2014","1","ZZ","1","27","1"
"2014","1","ZZ","1","40","114"
"2018","1","ZZ","1","50","3"
"2018","1","ZZ","1","45","26"
"2014","1","ZZ","1","27","22"
"2018","1","ZZ","1","45","4"
"2018","1","ZZ","1","51","21"
"2018","1","ZZ","1","45","2"
"2014","1","ZZ","1","27","2"
"2018","1","ZZ","1","45","83"
"2018","1","ZZ","1","51","1"
"2018","1","ZZ","1","45","37"
"2014","1","ZZ","1","27","1"
"2018","1","ZZ","1","45","1"
"2018","1","ZZ","1","51","2"
"2018","1","ZZ","1","45","7"
"2014","1","ZZ","1","50","2"
"2018","1","ZZ","1","45","226"
"2018","1","ZZ","1","51","7"
"2018","1","ZZ","1","45","130"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","45","7"
"2018","1","ZZ","1","51","2"
"2018","1","ZZ","1","54","2"
"2014","1","ZZ","1","50","4"
"2018","1","ZZ","1","45","12"
"2014","1","ZZ","1","43","39"
"2018","1","ZZ","1","54","41"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","45","2"
"2014","1","ZZ","1","43","371"
"2018","1","ZZ","1","54","3"
"2014","1","ZZ","1","50","2"
"2018","1","ZZ","1","45","1"
"2014","1","ZZ","1","43","7"
"2018","1","ZZ","1","54","5"
"2014","1","ZZ","1","50","43"
"2018","1","ZZ","1","54","4"
"2014","1","ZZ","1","43","2"
"2018","1","ZZ","1","54","5"
"2014","1","ZZ","1","50","4"
"2018","1","ZZ","1","54","3"
"2014","1","ZZ","1","43","12"
"2018","1","ZZ","1","95","1"
"2014","1","ZZ","1","50","35"
"2018","1","ZZ","1","54","10"
"2014","1","ZZ","1","43","7"
"2018","1","ZZ","1","95","12"
"2014","1","ZZ","1","50","24"
"2018","1","ZZ","1","95","86"
"2014","1","ZZ","1","43","96"
"2018","1","ZZ","1","95","19"
"2018","1","ZZ","1","19","1"
"2018","1","ZZ","1","95","15"
"2014","1","ZZ","1","43","1"
"2018","1","ZZ","1","95","250"
"2018","1","ZZ","1","19","2"
"2018","1","ZZ","1","95","97"
"2014","1","ZZ","1","13","32"
"2018","1","ZZ","1","95","1"
"2018","1","ZZ","1","19","9"
"2018","1","ZZ","1","95","7"
"2014","1","ZZ","1","13","2"
"2018","1","ZZ","1","96","274"
"2018","1","ZZ","1","19","77"
"2018","1","ZZ","1","95","2"
"2014","1","ZZ","1","13","34"
"2018","1","ZZ","1","96","699"
"2018","1","ZZ","1","19","30"
"2018","1","ZZ","1","95","86"
"2014","1","ZZ","1","13","91"
"2018","1","ZZ","1","96","12"
"2018","1","ZZ","1","19","1"
"2018","1","ZZ","1","95","44"
"2014","1","ZZ","1","13","15"
"2018","1","ZZ","1","96","3"
"2018","1","ZZ","1","19","4"
"2018","1","ZZ","1","95","2"
"2014","1","ZZ","1","13","924"
"2018","1","ZZ","1","96","279"
"2018","1","ZZ","1","19","2"
"2018","1","ZZ","1","95","1"
"2014","1","ZZ","1","13","1"
"2018","1","ZZ","1","96","2"
"2018","1","ZZ","1","19","10"
"2018","1","ZZ","1","95","4"
"2014","1","ZZ","1","13","2"
"2018","1","ZZ","1","96","3"
"2014","1","ZZ","1","50","11"
"2018","1","ZZ","1","96","57"
"2014","1","ZZ","1","13","37"
"2014","1","ZZ","1","95","2"
"2014","1","ZZ","1","50","287"
"2018","1","ZZ","1","96","1"
"2014","1","ZZ","1","13","3"
"2014","1","ZZ","1","95","24"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","96","2"
"2014","1","ZZ","1","13","1341"
"2014","1","ZZ","1","96","17"
"2014","1","ZZ","1","50","2"
"2018","1","ZZ","1","96","9"
"2014","1","ZZ","1","13","15"
"2014","1","ZZ","1","96","66"
"2014","1","ZZ","1","50","32"
"2018","1","ZZ","1","96","208"
"2014","1","ZZ","1","13","2"
"2014","1","ZZ","1","96","46"
"2014","1","ZZ","1","50","68"
"2018","1","ZZ","1","96","1"
"2014","1","ZZ","1","45","5"
"2014","1","ZZ","1","95","10"
"2014","1","ZZ","1","50","64"
"2018","1","ZZ","1","96","2"
"2014","1","ZZ","1","45","5"
"2014","1","ZZ","1","96","5"
"2014","1","ZZ","1","27","2"
"2018","1","ZZ","1","96","52"
"2014","1","ZZ","1","45","65"
"2014","1","ZZ","1","95","21"
"2014","1","ZZ","1","27","1"
"2014","1","ZZ","1","96","60"
"2014","1","ZZ","1","45","37"
"2014","1","ZZ","1","95","2"
"2018","1","ZZ","1","19","115"
"2014","1","ZZ","1","95","68"
"2014","1","ZZ","1","45","21"
"2014","1","ZZ","1","95","14"
"2014","1","ZZ","1","27","2"
"2014","1","ZZ","1","95","56"
"2014","1","ZZ","1","45","3722"
"2014","1","ZZ","1","95","18"
"2014","1","ZZ","1","27","3"
"2014","1","ZZ","1","96","57"
"2014","1","ZZ","1","45","94"
"2014","1","ZZ","1","95","81"
"2014","1","ZZ","1","21","2"
"2014","1","ZZ","1","95","1"
"2014","1","ZZ","1","45","7"
"2014","1","ZZ","1","95","12"
"2014","1","ZZ","1","21","1"
"2014","1","ZZ","1","96","2"
"2014","1","ZZ","1","45","8"
"2014","1","ZZ","1","96","1"
"2014","1","ZZ","1","21","1"
"2014","1","ZZ","1","95","1"
"2014","1","ZZ","1","45","40"
"2014","1","ZZ","1","40","271"
"2014","1","ZZ","1","21","2"
"2014","1","ZZ","1","95","1"
"2018","1","ZZ","1","15","8"
"2014","1","ZZ","1","40","9911"
"2014","1","ZZ","1","21","3"
"2014","1","ZZ","1","96","2"
"2018","1","ZZ","1","15","25"
"2014","1","ZZ","1","40","466"
"2014","1","ZZ","1","21","2"
"2014","1","ZZ","1","95","5"
"2018","1","ZZ","1","15","224"
"2014","1","ZZ","1","40","5"
"2014","1","ZZ","1","28","1"
"2014","1","ZZ","1","96","3"
"2018","1","ZZ","1","15","2"
"2014","1","ZZ","1","40","31"
"2014","1","ZZ","1","28","2"
"2014","1","ZZ","1","95","2"
"2018","1","ZZ","1","15","1"
"2014","1","ZZ","1","40","6"
"2014","1","ZZ","1","28","1"
"2014","1","ZZ","1","96","2"
"2018","1","ZZ","1","15","1"
"2014","1","ZZ","1","40","109"
"2014","1","ZZ","1","28","1"
"2014","1","ZZ","1","95","631"
"2018","1","ZZ","1","16","14"
"2014","1","ZZ","1","40","15"
"2014","1","ZZ","1","28","1"
"2014","1","ZZ","1","96","158"
"2018","1","ZZ","1","16","16"
"2014","1","ZZ","1","40","1996"
"2014","1","ZZ","1","28","15"
"2014","1","ZZ","1","95","2"
"2018","1","ZZ","1","16","27"
"2014","1","ZZ","1","40","18"
"2014","1","ZZ","1","28","2"
"2014","1","ZZ","1","95","198"
"2018","1","ZZ","1","16","1"
"2018","1","ZZ","1","45","1"
"2014","1","ZZ","1","16","22"
"2014","1","ZZ","1","95","1"
"2018","1","ZZ","1","27","11"
"2018","1","ZZ","1","45","1"
"2014","1","ZZ","1","16","2"
"2014","1","ZZ","1","96","10"
"2018","1","ZZ","1","27","2"
"2018","1","ZZ","1","45","242"
"2014","1","ZZ","1","16","3"
"2014","1","ZZ","1","40","38"
"2018","1","ZZ","1","27","10"
"2018","1","ZZ","1","45","22"
"2014","1","ZZ","1","16","95"
"2014","1","ZZ","1","40","2"
"2018","1","ZZ","1","27","4"
"2018","1","ZZ","1","45","130"
"2014","1","ZZ","1","16","1"
"2014","1","ZZ","1","40","6"
"2018","1","ZZ","1","27","2"
"2018","1","ZZ","1","45","2"
"2014","1","ZZ","1","16","1"
"2014","1","ZZ","1","40","36"
"2018","1","ZZ","1","50","17"
"2018","1","ZZ","1","54","1"
"2014","1","ZZ","1","16","24"
"2014","1","ZZ","1","40","11"
"2018","1","ZZ","1","50","10"
"2018","1","ZZ","1","54","3"
"2014","1","ZZ","1","27","3"
"2014","1","ZZ","1","40","132"
"2018","1","ZZ","1","50","2"
"2018","1","ZZ","1","54","1"
"2014","1","ZZ","1","27","7"
"2014","1","ZZ","1","40","2507"
"2018","1","ZZ","1","50","1"
"2018","1","ZZ","1","95","2"
"2014","1","ZZ","1","27","3"
"2018","1","ZZ","1","45","163"
"2018","1","ZZ","1","50","82"
"2018","1","ZZ","1","95","70"
"2014","1","ZZ","1","50","2"
"2018","1","ZZ","1","45","1"
"2018","1","ZZ","1","50","19"
"2018","1","ZZ","1","95","36"
"2014","1","ZZ","1","50","192"
"2018","1","ZZ","1","45","16"
"2018","1","ZZ","1","50","4"
"2018","1","ZZ","1","95","22"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","45","82"
"2018","1","ZZ","1","50","59"
"2018","1","ZZ","1","95","603"
"2014","1","ZZ","1","50","79"
"2018","1","ZZ","1","45","2"
"2018","1","ZZ","1","50","1"
"2018","1","ZZ","1","95","1"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","45","2"
"2018","1","ZZ","1","50","7"
"2018","1","ZZ","1","95","181"
"2014","1","ZZ","1","50","6"
"2018","1","ZZ","1","45","2"
"2018","1","ZZ","1","51","2"
"2018","1","ZZ","1","95","5"
"2014","1","ZZ","1","50","3"
"2018","1","ZZ","1","45","42"
"2018","1","ZZ","1","51","2"
"2018","1","ZZ","1","95","14"
"2014","1","ZZ","1","50","3"
"2018","1","ZZ","1","45","2"
"2018","1","ZZ","1","51","3"
"2018","1","ZZ","1","96","1"
"2014","1","ZZ","1","50","6"
"2018","1","ZZ","1","45","1"
"2018","1","ZZ","1","51","1"
"2018","1","ZZ","1","96","32"
"2014","1","ZZ","1","50","190"
"2018","1","ZZ","1","45","1"
"2018","1","ZZ","1","51","29"
"2018","1","ZZ","1","96","15"
"2014","1","ZZ","1","50","9"
"2018","1","ZZ","1","54","1"
"2018","1","ZZ","1","51","68"
"2018","1","ZZ","1","96","1"
"2014","1","ZZ","1","50","4"
"2018","1","ZZ","1","54","13"
"2014","1","ZZ","1","21","6"
"2018","1","ZZ","1","96","5"
"2014","1","ZZ","1","27","5"
"2018","1","ZZ","1","54","1"
"2014","1","ZZ","1","21","1"
"2018","1","ZZ","1","96","90"
"2018","1","ZZ","1","19","2"
"2018","1","ZZ","1","54","3"
"2014","1","ZZ","1","21","6"
"2018","1","ZZ","1","96","2"
"2018","1","ZZ","1","19","12"
"2018","1","ZZ","1","95","1"
"2014","1","ZZ","1","21","1"
"2018","1","ZZ","1","96","902"
"2018","1","ZZ","1","19","9"
"2018","1","ZZ","1","95","8"
"2014","1","ZZ","1","21","1"
"2018","1","ZZ","1","96","5"
"2018","1","ZZ","1","19","2"
"2018","1","ZZ","1","95","234"
"2014","1","ZZ","1","28","1"
"2018","1","ZZ","1","96","19"
"2018","1","ZZ","1","19","2"
"2018","1","ZZ","1","95","14"
"2014","1","ZZ","1","28","121"
"2018","1","ZZ","1","96","2"
"2018","1","ZZ","1","19","24"
"2018","1","ZZ","1","95","11"
"2014","1","ZZ","1","28","1"
"2018","1","ZZ","1","96","1"
"2018","1","ZZ","1","19","77"
"2018","1","ZZ","1","95","1491"
"2014","1","ZZ","1","16","2"
"2014","1","ZZ","1","20","1"
"2018","1","ZZ","1","19","152"
"2018","1","ZZ","1","95","24"
"2014","1","ZZ","1","16","24"
"2014","1","ZZ","1","20","47"
"2018","1","ZZ","1","19","2"
"2018","1","ZZ","1","95","23"
"2014","1","ZZ","1","16","1"
"2014","1","ZZ","1","20","11"
"2014","1","ZZ","1","27","5"
"2018","1","ZZ","1","95","273"
"2014","1","ZZ","1","16","2"
"2018","1","ZZ","1","12","4"
"2014","1","ZZ","1","16","1"
"2018","1","ZZ","1","95","2"
"2014","1","ZZ","1","16","1"
"2018","1","ZZ","1","12","8"
"2014","1","ZZ","1","16","1"
"2018","1","ZZ","1","96","4"
"2014","1","ZZ","1","27","2"
"2018","1","ZZ","1","12","31"
"2014","1","ZZ","1","16","49"
"2018","1","ZZ","1","96","2"
"2014","1","ZZ","1","27","1"
"2018","1","ZZ","1","12","12"
"2014","1","ZZ","1","28","28"
"2018","1","ZZ","1","96","6"
"2014","1","ZZ","1","27","90"
"2018","1","ZZ","1","12","140"
"2014","1","ZZ","1","28","14"
"2018","1","ZZ","1","96","43"
"2014","1","ZZ","1","27","1"
"2018","1","ZZ","1","12","71"
"2014","1","ZZ","1","28","2"
"2018","1","ZZ","1","96","1"
"2014","1","ZZ","1","27","2"
"2018","1","ZZ","1","12","24"
"2014","1","ZZ","1","21","6"
"2018","1","ZZ","1","96","7"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","13","9"
"2014","1","ZZ","1","21","2"
"2018","1","ZZ","1","96","16"
"2014","1","ZZ","1","50","2"
"2018","1","ZZ","1","13","52"
"2014","1","ZZ","1","21","1"
"2018","1","ZZ","1","96","30"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","13","4"
"2014","1","ZZ","1","21","10"
"2018","1","ZZ","1","96","12"
"2014","1","ZZ","1","50","4"
"2018","1","ZZ","1","13","118"
"2014","1","ZZ","1","28","4"
"2018","1","ZZ","1","96","3"
"2014","1","ZZ","1","50","431"
"2018","1","ZZ","1","13","1155"
"2014","1","ZZ","1","28","17"
"2018","1","ZZ","1","96","1"
"2014","1","ZZ","1","50","6"
"2018","1","ZZ","1","13","10"
"2014","1","ZZ","1","28","2"
"2018","1","ZZ","1","54","1"
"2014","1","ZZ","1","50","13"
"2018","1","ZZ","1","13","8"
"2014","1","ZZ","1","28","1"
"2018","1","ZZ","1","54","4"
"2014","1","ZZ","1","50","212"
"2018","1","ZZ","1","13","802"
"2014","1","ZZ","1","28","12"
"2018","1","ZZ","1","54","1"
"2014","1","ZZ","1","50","2"
"2018","1","ZZ","1","13","3"
"2014","1","ZZ","1","28","3"
"2018","1","ZZ","1","95","2"
"2014","1","ZZ","1","50","2"
"2018","1","ZZ","1","13","51"
"2014","1","ZZ","1","28","4"
"2018","1","ZZ","1","95","196"
"2018","1","ZZ","1","19","50"
"2018","1","ZZ","1","13","10"
"2014","1","ZZ","1","28","2"
"2014","1","ZZ","1","95","3"
"2018","1","ZZ","1","19","27"
"2018","1","ZZ","1","13","481"
"2014","1","ZZ","1","28","10"
"2014","1","ZZ","1","96","353"
"2018","1","ZZ","1","19","2"
"2018","1","ZZ","1","13","41"
"2014","1","ZZ","1","28","1"
"2014","1","ZZ","1","96","22"
"2018","1","ZZ","1","19","4"
"2018","1","ZZ","1","13","31"
"2014","1","ZZ","1","16","1"
"2014","1","ZZ","1","29","1"
"2018","1","ZZ","1","19","1"
"2018","1","ZZ","1","13","4"
"2014","1","ZZ","1","16","24"
"2014","1","ZZ","1","29","2"
"2014","1","ZZ","1","21","3"
"2018","1","ZZ","1","17","5891"
"2014","1","ZZ","1","16","8"
"2014","1","ZZ","1","20","1"
"2014","1","ZZ","1","21","6"
"2018","1","ZZ","1","17","120"
"2014","1","ZZ","1","16","3"
"2014","1","ZZ","1","20","5"
"2014","1","ZZ","1","21","3"
"2018","1","ZZ","1","17","12"
"2014","1","ZZ","1","16","2"
"2014","1","ZZ","1","20","1"
"2014","1","ZZ","1","21","29"
"2018","1","ZZ","1","17","144"
"2014","1","ZZ","1","16","1"
"2014","1","ZZ","1","20","52"
"2014","1","ZZ","1","21","1"
"2018","1","ZZ","1","17","485"
"2014","1","ZZ","1","16","2"
"2014","1","ZZ","1","20","1"
"2014","1","ZZ","1","21","2"
"2018","1","ZZ","1","17","99"
"2014","1","ZZ","1","27","3"
"2018","1","ZZ","1","12","105"
"2014","1","ZZ","1","21","3"
"2018","1","ZZ","1","17","12"
"2014","1","ZZ","1","27","3"
"2018","1","ZZ","1","12","19"
"2014","1","ZZ","1","28","2"
"2018","1","ZZ","1","18","106"
"2014","1","ZZ","1","27","1"
"2018","1","ZZ","1","12","5"
"2014","1","ZZ","1","28","4"
"2018","1","ZZ","1","18","69"
"2014","1","ZZ","1","27","1"
"2018","1","ZZ","1","12","1394"
"2014","1","ZZ","1","28","1"
"2018","1","ZZ","1","18","8"
"2014","1","ZZ","1","27","10"
"2018","1","ZZ","1","12","49"
"2014","1","ZZ","1","28","15"
"2018","1","ZZ","1","18","5"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","12","5"
"2014","1","ZZ","1","16","1"
"2018","1","ZZ","1","18","10"
"2014","1","ZZ","1","50","286"
"2018","1","ZZ","1","12","595"
"2014","1","ZZ","1","16","10"
"2018","1","ZZ","1","18","1"
"2014","1","ZZ","1","50","6"
"2018","1","ZZ","1","12","4"
"2014","1","ZZ","1","16","5"
"2018","1","ZZ","1","18","1"
"2014","1","ZZ","1","50","4"
"2018","1","ZZ","1","12","29"
"2014","1","ZZ","1","16","222"
"2018","1","ZZ","1","18","23"
"2014","1","ZZ","1","50","168"
"2018","1","ZZ","1","18","3"
"2014","1","ZZ","1","16","11"
"2018","1","ZZ","1","18","2"
"2014","1","ZZ","1","50","15"
"2018","1","ZZ","1","30","1"
"2014","1","ZZ","1","27","2"
"2018","1","ZZ","1","30","2"
"2014","1","ZZ","1","50","18"
"2018","1","ZZ","1","30","345"
"2014","1","ZZ","1","27","1"
"2018","1","ZZ","1","30","1355"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","30","46"
"2014","1","ZZ","1","27","1"
"2018","1","ZZ","1","30","45"
"2014","1","ZZ","1","50","5"
"2018","1","ZZ","1","30","35"
"2014","1","ZZ","1","27","3"
"2018","1","ZZ","1","30","2"
"2018","1","ZZ","1","19","2"
"2018","1","ZZ","1","30","1"
"2014","1","ZZ","1","50","3"
"2018","1","ZZ","1","30","18"
"2018","1","ZZ","1","19","10"
"2018","1","ZZ","1","30","4"
"2014","1","ZZ","1","50","1"
"2014","1","ZZ","1","29","1"
"2018","1","ZZ","1","19","7"
"2014","1","ZZ","1","29","1"
"2014","1","ZZ","1","50","12"
"2014","1","ZZ","1","29","2"
"2018","1","ZZ","1","19","2"
"2014","1","ZZ","1","29","1"
"2014","1","ZZ","1","50","1"
"2014","1","ZZ","1","20","8"
"2018","1","ZZ","1","19","2"
"2014","1","ZZ","1","20","3"
"2014","1","ZZ","1","50","7"
"2014","1","ZZ","1","20","17"
"2018","1","ZZ","1","19","1110"
"2014","1","ZZ","1","20","1"
"2014","1","ZZ","1","50","5"
"2014","1","ZZ","1","20","2"
"2018","1","ZZ","1","19","6"
"2014","1","ZZ","1","20","4"
"2014","1","ZZ","1","50","282"
"2018","1","ZZ","1","12","18"
"2018","1","ZZ","1","19","6"
"2018","1","ZZ","1","12","104"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","12","1745"
"2018","1","ZZ","1","19","1"
"2018","1","ZZ","1","13","222"
"2018","1","ZZ","1","19","1"
"2018","1","ZZ","1","13","17"
"2018","1","ZZ","1","19","1"
"2018","1","ZZ","1","13","16"
"2018","1","ZZ","1","19","67"
"2018","1","ZZ","1","13","13"
"2018","1","ZZ","1","19","12"
"2018","1","ZZ","1","13","13"
"2018","1","ZZ","1","19","31"
"2018","1","ZZ","1","13","16"
"2018","1","ZZ","1","19","1"
"2018","1","ZZ","1","13","1449"
"2018","1","ZZ","1","19","85"
"2018","1","ZZ","1","13","20"
"2018","1","ZZ","1","19","1"
"2018","1","ZZ","1","13","37"
"2018","1","ZZ","1","19","5"
"2018","1","ZZ","1","13","213"
"2018","1","ZZ","1","19","7"
"2018","1","ZZ","1","17","1299"
"2018","1","ZZ","1","19","3"
"2018","1","ZZ","1","17","930"
"2018","1","ZZ","1","19","106"
"2018","1","ZZ","1","17","2635"
"2018","1","ZZ","1","19","18"
"2018","1","ZZ","1","17","1127"
"2014","1","ZZ","1","50","2"
"2018","1","ZZ","1","17","194"
"2014","1","ZZ","1","29","1"
"2018","1","ZZ","1","17","352"
"2014","1","ZZ","1","50","2"
"2018","1","ZZ","1","17","24"
"2014","1","ZZ","1","29","6"
"2018","1","ZZ","1","17","152"
"2014","1","ZZ","1","50","5"
"2018","1","ZZ","1","17","355"
"2014","1","ZZ","1","29","22"
"2018","1","ZZ","1","18","3"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","18","66"
"2014","1","ZZ","1","20","7"
"2018","1","ZZ","1","18","3"
"2014","1","ZZ","1","50","162"
"2018","1","ZZ","1","18","49"
"2014","1","ZZ","1","20","2"
"2018","1","ZZ","1","30","4"
"2014","1","ZZ","1","50","1"
"2018","1","ZZ","1","30","95"
"2014","1","ZZ","1","20","1"
"2018","1","ZZ","1","30","2"
"2014","1","ZZ","1","21","3"
"2018","1","ZZ","1","30","313"
"2014","1","ZZ","1","20","1"
"2018","1","ZZ","1","30","254"
"2014","1","ZZ","1","21","25"
"2018","1","ZZ","1","30","1"
"2018","1","ZZ","1","12","45"
"2018","1","ZZ","1","30","2"
"2014","1","ZZ","1","21","74"
"2018","1","ZZ","1","30","1"
"2018","1","ZZ","1","12","3"
"2014","1","ZZ","1","21","5"
"2018","1","ZZ","1","12","6"
"2014","1","ZZ","1","21","3"
"2018","1","ZZ","1","12","207"
"2014","1","ZZ","1","21","16"
"2018","1","ZZ","1","13","922"
"2014","1","ZZ","1","28","4"
"2018","1","ZZ","1","13","146"
"2014","1","ZZ","1","28","24"
"2018","1","ZZ","1","13","31"
"2014","1","ZZ","1","16","3"
"2018","1","ZZ","1","13","11"
"2014","1","ZZ","1","16","1"
"2018","1","ZZ","1","13","356"
"2014","1","ZZ","1","16","1"
"2018","1","ZZ","1","13","6"
"2014","1","ZZ","1","16","5"
"2018","1","ZZ","1","13","36"
"2018","1","ZZ","1","13","706"
"2018","1","ZZ","1","13","221"
"2018","1","ZZ","1","13","23"
"2018","1","ZZ","1","13","29"
"2018","1","ZZ","1","13","287"
"2018","1","ZZ","1","13","3"
"2018","1","ZZ","1","13","5"
"2018","1","ZZ","1","13","64"
"2018","1","ZZ","1","13","9"
"2018","1","ZZ","1","17","758"
"2018","1","ZZ","1","17","8"
"2018","1","ZZ","1","17","54"
"2018","1","ZZ","1","17","214"
"2018","1","ZZ","1","17","38404"
"2018","1","ZZ","1","17","17"
"2018","1","ZZ","1","17","726"
"2018","1","ZZ","1","17","10"
"2018","1","ZZ","1","17","233"
"2018","1","ZZ","1","17","3971"
"2018","1","ZZ","1","17","754"
"2018","1","ZZ","1","18","25"
"2018","1","ZZ","1","18","41"
"2018","1","ZZ","1","18","915"
"2018","1","ZZ","1","18","175"
"2018","1","ZZ","1","18","73"
"2018","1","ZZ","1","18","4"
"2018","1","ZZ","1","18","13"
"2018","1","ZZ","1","18","12"
"2018","1","ZZ","1","18","1"
"2018","1","ZZ","1","18","8"
"2018","1","ZZ","1","18","13"
"2018","1","ZZ","1","18","1"
"2018","1","ZZ","1","18","15"
"2018","1","ZZ","1","30","63"
"2018","1","ZZ","1","30","3711"
"2018","1","ZZ","1","30","853"
"2018","1","ZZ","1","30","2"
"2018","1","ZZ","1","30","145"
"2018","1","ZZ","1","30","7"
"2018","1","ZZ","1","30","89"
"2018","1","ZZ","1","30","2"
"2014","1","ZZ","1","29","2"
"2014","1","ZZ","1","20","6"
"2014","1","ZZ","1","20","189"
"2014","1","ZZ","1","20","7"
"2014","1","ZZ","1","20","11"
"2014","1","ZZ","1","20","13"
"2018","1","ZZ","1","12","631"
"2018","1","ZZ","1","12","50"
"2018","1","ZZ","1","12","6"
"2018","1","ZZ","1","12","1"
"2018","1","ZZ","1","12","369"
"2018","1","ZZ","1","12","5"
"2018","1","ZZ","1","12","9"
"2018","1","ZZ","1","12","89"
"2018","1","ZZ","1","12","2041"
"2018","1","ZZ","1","12","4"
"2018","1","ZZ","1","12","1355"
"2018","1","ZZ","1","12","10"
"2018","1","ZZ","1","12","7"
"2018","1","ZZ","1","13","33"
"2018","1","ZZ","1","13","3"
"2018","1","ZZ","1","13","11"
"2018","1","ZZ","1","13","134"
"2018","1","ZZ","1","13","9"
"2018","1","ZZ","1","13","4"
"2018","1","ZZ","1","13","18"
"2018","1","ZZ","1","13","2"
"2018","1","ZZ","1","13","277"
"2018","1","ZZ","1","17","1443"
"2018","1","ZZ","1","17","28"
"2018","1","ZZ","1","17","5"
"2018","1","ZZ","1","17","21"
"2018","1","ZZ","1","17","54"
"2018","1","ZZ","1","17","4"
"2018","1","ZZ","1","17","389"
"2018","1","ZZ","1","17","7094"
"2018","1","ZZ","1","17","12"
"2018","1","ZZ","1","17","153"
"2018","1","ZZ","1","17","27"
"2018","1","ZZ","1","18","10"
"2018","1","ZZ","1","18","2"
"2018","1","ZZ","1","18","31"
"2018","1","ZZ","1","18","2"
"2018","1","ZZ","1","18","37"
"2018","1","ZZ","1","18","10"
"2018","1","ZZ","1","18","1"
"2018","1","ZZ","1","18","5"
"2018","1","ZZ","1","30","19"
"2018","1","ZZ","1","30","2"
"2018","1","ZZ","1","30","4"
"2018","1","ZZ","1","30","442"
"2018","1","ZZ","1","30","2"
"2018","1","ZZ","1","30","5"
"2018","1","ZZ","1","30","8"
"2018","1","ZZ","1","30","18"
"2018","1","ZZ","1","30","2"
"2018","1","ZZ","1","30","9"
"2018","1","ZZ","1","30","1"
"2018","1","ZZ","1","30","10"
"2018","1","ZZ","1","30","3"
"2018","1","ZZ","1","30","576"
"2018","1","ZZ","1","30","648"
"2014","1","ZZ","1","29","5"
"2014","1","ZZ","1","29","3"
"2014","1","ZZ","1","29","3"
"2014","1","ZZ","1","20","2"
"2014","1","ZZ","1","20","34"
"2014","1","ZZ","1","20","6"
"2014","1","ZZ","1","20","311"
"2014","1","ZZ","1","20","1"
"2014","1","ZZ","1","20","3"
"2014","1","ZZ","1","20","1"
"2018","1","ZZ","1","12","679"
