"ANO_ELEICAO","NUM_TURNO","COD_MUN_TSE","SIGLA_UE","CODIGO_CARGO","NUMERO_CANDIDATO","QTDE_VOTOS"
"2016","1","84778","84778","11","15","1077"
"2012","1","65730",,"11","95","173"
"2012","1","51411","51411","11","25","2295"
"2012","1","79596",,"11","95","48"
"2016","1","84808","84808","11","12","848"
"2012","1","71951",,"11","95","222"
"2012","1","49131","49131","11","15","1109"
"2012","1","79596",,"11","96","92"
"2016","1","88560","88560","11","12","1136"
"2012","1","66397",,"11","96","16277"
"2012","1","50270","50270","11","45","11710"
"2012","1","74608",,"11","95","32"
"2016","1","84794","84794","11","13","1214"
"2012","1","63096",,"11","96","1392"
"2012","1","49875","49875","11","14","895"
"2012","1","78034",,"11","96","114"
"2016","1","88730","88730","11","45","3679"
"2012","1","67199",,"11","96","102"
"2012","1","54410","54410","11","13","12265"
"2012","1","78956",,"11","96","186"
"2016","1","86711","86711","11","12","2535"
"2012","1","67113",,"11","96","2604"
"2012","1","53457","53457","11","22","910"
"2012","1","74195",,"11","95","238"
"2016","1","87343","87343","11","14","2298"
"2012","1","68659",,"11","96","1006"
"2012","1","45233","45233","11","15","2669"
"2012","1","79030",,"11","95","54"
"2016","1","85316","85316","11","12","3220"
"2012","1","71730",,"11","96","436"
"2012","1","53414","53414","11","22","7074"
"2012","1","79030",,"11","96","139"
"2016","1","88234","88234","11","40","5133"
"2012","1","61662",,"11","96","330"
"2012","1","43036","43036","11","45","1765"
"2012","1","74691",,"11","95","295"
"2016","1","85332","85332","11","13","2095"
"2012","1","61689",,"11","96","344"
"2012","1","52035","52035","11","15","1260"
"2012","1","76511",,"11","95","27"
"2016","1","86371","86371","11","15","23807"
"2012","1","61751",,"11","96","1357"
"2012","1","49816","49816","11","10","140"
"2012","1","76511",,"11","96","71"
"2016","1","85618","85618","11","13","7609"
"2012","1","67156",,"11","95","5361"
"2012","1","51233","51233","11","13","928"
"2012","1","75191",,"11","95","36"
"2016","1","89010","89010","11","16","148"
"2012","1","70610",,"11","96","594"
"2012","1","49670","49670","11","25","1549"
"2012","1","79294",,"11","96","192"
"2012","1","74829",,"11","95","14"
"2012","1","68314",,"11","96","2961"
"2012","1","52213","52213","11","45","11802"
"2012","1","79774",,"11","95","50"
"2012","1","75396",,"11","95","55"
"2012","1","68438",,"11","95","1167"
"2012","1","49212","49212","11","45","18546"
"2012","1","79774",,"11","96","105"
"2012","1","75396",,"11","96","140"
"2012","1","70432",,"11","95","34"
"2016","1","80578","80578","11","45","24504"
"2012","1","77674",,"11","95","405"
"2012","1","76457",,"11","95","142"
"2012","1","70874",,"11","95","19"
"2016","1","80918","80918","11","45","3663"
"2012","1","74861",,"11","95","68"
"2012","1","77038",,"11","95","5"
"2012","1","62120",,"11","95","10"
"2016","1","83453","83453","11","55","6619"
"2012","1","77399",,"11","11","9928"
"2012","1","77470",,"11","96","58"
"2012","1","69957",,"11","96","58"
"2016","1","82350","82350","11","15","2579"
"2012","1","79219",,"11","95","144"
"2012","1","77496",,"11","96","2179"
"2012","1","61000",,"11","95","68"
"2016","1","83178","83178","11","13","2788"
"2012","1","79936",,"11","96","572"
"2012","1","77739",,"11","96","97"
"2012","1","61476",,"11","96","120"
"2016","1","80195","80195","11","22","4021"
"2012","1","79855",,"11","96","216"
"2012","1","78611",,"11","96","52"
"2012","1","62790",,"11","95","39"
"2016","1","81523","81523","11","15","1576"
"2012","1","75639",,"11","96","6853"
"2012","1","79090",,"11","95","59"
"2012","1","69299",,"11","95","3107"
"2016","1","81264","81264","11","11","1022"
"2012","1","78891",,"11","96","649"
"2012","1","74276",,"11","96","2672"
"2012","1","69299",,"11","96","5656"
"2016","1","83437","83437","11","15","4559"
"2012","1","79570",,"11","96","219"
"2012","1","76350",,"11","96","642"
"2012","1","71790",,"11","96","163"
"2016","1","80152","80152","11","15","1860"
"2012","1","84670",,"11","95","174"
"2012","1","74667",,"11","95","16"
"2012","1","62065",,"11","95","18"
"2016","1","81795","81795","11","13","17870"
"2012","1","75124",,"11","95","18"
"2012","1","74667",,"11","96","48"
"2012","1","64815",,"11","96","202"
"2016","1","82058","82058","11","15","7589"
"2012","1","77593",,"11","95","59"
"2012","1","75264",,"11","96","92"
"2012","1","69370",,"11","95","27"
"2016","1","80551","80551","11","77","5892"
"2012","1","78514",,"11","95","135"
"2012","1","76554",,"11","96","144"
"2012","1","61298",,"11","95","24"
"2016","1","80624","80624","11","15","1561"
"2012","1","74349",,"11","96","94"
"2012","1","75086",,"11","96","58"
"2012","1","67830",,"11","96","203"
"2016","1","80853","80853","11","15","3750"
"2012","1","75469",,"11","95","20"
"2012","1","75744",,"11","95","57"
"2012","1","69019",,"11","96","422"
"2012","1","65439","65439","11","50","361"
"2012","1","76953",,"11","95","2073"
"2012","1","76430",,"11","95","140"
"2012","1","72354",,"11","95","208"
"2012","1","67830","67830","11","43","345"
"2012","1","78336",,"11","96","74"
"2012","1","74373",,"11","95","215"
"2012","1","64238",,"11","95","37"
"2012","1","70971","70971","11","43","11379"
"2012","1","78379",,"11","95","81"
"2012","1","74373",,"11","96","380"
"2012","1","66591",,"11","96","106"
"2012","1","61255","61255","11","45","5169"
"2012","1","79456",,"11","95","55"
"2012","1","78697",,"11","96","342"
"2012","1","66770",,"11","96","222"
"2012","1","63290","63290","11","10","3659"
"2012","1","75035",,"11","95","231"
"2012","1","78956",,"11","95","76"
"2012","1","61034",,"11","96","106"
"2012","1","66737","66737","11","45","2046"
"2012","1","76171",,"11","95","117"
"2012","1","76139",,"11","95","46"
"2012","1","61956",,"11","96","177"
"2012","1","72176","72176","11","11","3128"
"2012","1","75140",,"11","95","78"
"2012","1","77232",,"11","96","232"
"2012","1","67792",,"11","96","1620"
"2012","1","63177","63177","11","33","4651"
"2012","1","75990",,"11","96","242"
"2012","1","78395",,"11","95","42"
"2012","1","67814",,"11","96","118"
"2012","1","63150","63150","11","45","2038"
"2012","1","79553",,"11","95","231"
"2012","1","78638",,"11","95","22"
"2012","1","68934",,"11","95","30"
"2012","1","64254","64254","11","43","7455"
"2012","1","84514",,"11","95","83"
"2012","1","78557",,"11","95","38"
"2012","1","71692",,"11","95","325"
"2012","1","70556","70556","11","15","3178"
"2012","1","74845",,"11","96","39"
"2012","1","78832",,"11","96","130"
"2012","1","61344",,"11","95","61"
"2012","1","62219","62219","11","12","8999"
"2012","1","75051",,"11","96","1930"
"2012","1","74900",,"11","96","130"
"2012","1","67776",,"11","96","69"
"2012","1","61620","61620","11","25","2329"
"2012","1","75078",,"11","95","77"
"2012","1","75442",,"11","96","273"
"2012","1","69655",,"11","95","44"
"2012","1","62391","62391","11","15","10943"
"2012","1","76538",,"11","96","162"
"2012","1","79235",,"11","95","185"
"2012","1","70092",,"11","96","201"
"2012","1","61700","61700","11","45","2569"
"2012","1","79111",,"11","96","407"
"2012","1","75507",,"11","96","133"
"2012","1","70297",,"11","96","1062"
"2012","1","68098","68098","11","11","1836"
"2012","1","77330",,"11","96","700"
"2012","1","79510",,"11","95","153"
"2012","1","71617",,"11","96","246"
"2012","1","69310","69310","11","15","10570"
"2012","1","75345",,"11","96","160"
"2012","1","79693",,"11","95","107"
"2012","1","61786",,"11","96","78"
"2012","1","65617","65617","11","15","1368"
"2012","1","75426",,"11","96","128"
"2012","1","84654",,"11","95","94"
"2012","1","65498",,"11","95","1701"
"2012","1","65030","65030","11","13","2935"
"2012","1","77917",,"11","96","1283"
"2012","1","76333",,"11","96","693"
"2012","1","69710",,"11","95","81"
"2012","1","64530","64530","11","11","2770"
"2012","1","74551",,"11","95","132"
"2012","1","79014",,"11","95","153"
"2012","1","61433",,"11","95","285"
"2012","1","71358","71358","11","45","38981"
"2012","1","77534",,"11","96","115"
"2012","1","74560",,"11","95","39"
"2012","1","61506",,"11","95","64"
"2012","1","68616","68616","11","27","1793"
"2012","1","77852",,"11","96","75"
"2012","1","75612",,"11","95","65"
"2012","1","65471",,"11","95","2832"
"2012","1","66931","66931","11","45","1618"
"2012","1","74942",,"11","95","65"
"2012","1","75710",,"11","96","720"
"2012","1","62162",,"11","96","57"
"2012","1","64475","64475","11","23","955"
"2012","1","76570",,"11","96","1157"
"2012","1","79790",,"11","96","92"
"2012","1","62391",,"11","96","1822"
"2012","1","70955","70955","11","45","8255"
"2012","1","74438",,"11","95","127"
"2012","1","74020",,"11","96","108"
"2012","1","63339",,"11","96","636"
"2012","1","71595","71595","11","11","2619"
"2012","1","74772",,"11","95","726"
"2012","1","74101",,"11","95","30"
"2012","1","66290",,"11","96","771"
"2012","1","64750","64750","11","13","9163"
"2012","1","75353",,"11","95","34957"
"2012","1","74780",,"11","96","60"
"2012","1","68519",,"11","95","94"
"2012","1","68276","68276","11","15","1646"
"2012","1","78859",,"11","95","7720"
"2012","1","74934",,"11","96","5764"
"2012","1","68519",,"11","96","185"
"2012","1","65854","65854","11","12","1975"
"2012","1","75850",,"11","96","126"
"2012","1","74977",,"11","95","1626"
"2012","1","69574",,"11","96","88"
"2012","1","70718","70718","11","40","20221"
"2012","1","74055",,"11","95","127"
"2012","1","79812",,"11","95","82"
"2012","1","69612",,"11","95","281"
"2012","1","71153","71153","11","45","11993"
"2012","1","77615",,"11","95","168"
"2012","1","79839",,"11","95","51"
"2012","1","68578",,"11","95","1798"
"2012","1","69574","69574","11","45","1423"
"2012","1","74721",,"11","96","208"
"2012","1","79871",,"11","95","67"
"2012","1","71714",,"11","96","126"
"2012","1","62294","62294","11","13","3324"
"2012","1","75698",,"11","95","334"
"2012","1","74705",,"11","96","114"
"2012","1","65218",,"11","95","446"
"2012","1","68039","68039","11","40","2046"
"2012","1","75698",,"11","96","558"
"2012","1","75639",,"11","95","2935"
"2012","1","66699",,"11","95","1143"
"2012","1","62367","62367","11","45","992"
"2012","1","76376",,"11","95","83"
"2012","1","76996",,"11","96","282"
"2012","1","69132",,"11","95","1314"
"2012","1","69930","69930","11","45","131"
"2012","1","75280",,"11","96","152"
"2012","1","79898",,"11","95","109"
"2012","1","71234",,"11","95","138"
"2012","1","63371","63371","11","13","2641"
"2012","1","75809",,"11","96","161"
"2012","1","84697",,"11","95","107"
"2012","1","62936",,"11","96","3207"
"2012","1","67830","67830","11","45","1170"
"2012","1","77992",,"11","96","155"
"2012","1","74870",,"11","95","176"
"2012","1","72338",,"11","95","3809"
"2012","1","62154","62154","11","45","7797"
"2012","1","78271",,"11","96","248"
"2012","1","74870",,"11","96","284"
"2012","1","72338",,"11","96","4203"
"2012","1","64637","64637","11","40","2702"
"2012","1","74128",,"11","96","104"
"2012","1","78514",,"11","96","209"
"2012","1","66052",,"11","95","672"
"2012","1","61832","61832","11","11","354"
"2012","1","74390",,"11","96","659"
"2012","1","79910",,"11","95","45"
"2012","1","68730",,"11","95","627"
"2012","1","70793","70793","11","16","1453"
"2012","1","74659",,"11","95","23"
"2012","1","74241",,"11","96","105"
"2012","1","70734",,"11","95","193"
"2012","1","71978","71978","11","43","4320"
"2012","1","74993",,"11","95","128"
"2012","1","75655",,"11","96","1427"
"2012","1","68039",,"11","95","243"
"2012","1","64335","64335","11","45","860"
"2012","1","75795",,"11","96","90"
"2012","1","78573",,"11","96","348"
"2012","1","68632",,"11","95","251"
"2012","1","61395","61395","11","25","1838"
"2012","1","76694",,"11","96","112"
"2012","1","75060",,"11","96","157"
"2012","1","71838",,"11","95","5871"
"2012","1","64475","64475","11","45","1204"
"2012","1","78450",,"11","96","162"
"2012","1","79472",,"11","96","133"
"2012","1","71978",,"11","95","849"
"2012","1","64130","64130","11","14","2443"
"2012","1","78476",,"11","95","14"
"2012","1","74802",,"11","95","104"
"2012","1","61492",,"11","96","820"
"2012","1","70157","70157","11","12","1588"
"2012","1","78654",,"11","96","133"
"2012","1","74586",,"11","95","70"
"2012","1","61565",,"11","95","131"
"2012","1","66630","66630","11","10","2920"
"2012","1","77895",,"11","96","210"
"2012","1","75361",,"11","95","27"
"2012","1","66451",,"11","96","1887"
"2012","1","67814","67814","11","14","1438"
"2012","1","76155",,"11","95","65"
"2012","1","75604",,"11","95","51"
"2012","1","69396",,"11","95","94"
"2012","1","70319","70319","11","15","1706"
"2012","1","78794",,"11","96","94"
"2012","1","76597",,"11","96","536"
"2012","1","71412",,"11","95","89"
"2012","1","61247","61247","11","14","1457"
"2012","1","76872",,"11","96","967"
"2012","1","84514",,"11","96","233"
"2012","1","71412",,"11","96","146"
"2012","1","62103","62103","11","12","1574"
"2012","1","77259","77259","11","17","43"
"2012","1","75779",,"11","95","120"
"2012","1","63738",,"11","95","331"
"2012","1","68837","68837","11","23","22"
"2012","1","77151","77151","11","13","1265"
"2012","1","76414",,"11","95","100"
"2012","1","65994",,"11","95","51"
"2012","1","62499","62499","11","13","27531"
"2012","1","77054","77054","11","14","1306"
"2012","1","78972",,"11","96","117"
"2012","1","67474",,"11","95","91"
"2012","1","64459","64459","11","45","3435"
"2012","1","75469","75469","11","13","130"
"2012","1","79618",,"11","96","436"
"2012","1","68136",,"11","96","658"
"2016","1","37290","37290","11","13","51"
"2012","1","76597","76597","11","13","2452"
"2012","1","77330",,"11","95","553"
"2012","1","61484",,"11","95","332"
"2016","1","39934","39934","11","45","9947"
"2012","1","76171","76171","11","12","4505"
"2012","1","79138",,"11","96","218"
"2012","1","61484",,"11","96","548"
"2016","1","33936","33936","11","25","756"
"2012","1","74268","74268","11","40","1785"
"2012","1","78778",,"11","95","182"
"2012","1","65439",,"11","95","2001"
"2016","1","35734","35734","11","11","15073"
"2012","1","75299","75299","11","25","2202"
"2012","1","77810",,"11","96","79"
"2012","1","65510",,"11","95","5582"
"2016","1","30813","30813","11","65","4026"
"2012","1","75337","75337","11","12","2936"
"2012","1","74810",,"11","95","4087"
"2012","1","65510",,"11","96","6534"
"2016","1","35734","35734","11","50","1545"
"2012","1","75248","75248","11","55","2195"
"2012","1","78212",,"11","96","846"
"2012","1","66010",,"11","95","3235"
"2016","1","34150","34150","11","13","8570"
"2012","1","75230","75230","11","55","6059"
"2012","1","79634",,"11","95","550"
"2012","1","67890",,"11","96","39413"
"2016","1","36358","36358","11","40","2572"
"2012","1","75191","75191","11","45","119"
"2012","1","75582",,"11","95","48"
"2012","1","64270",,"11","95","6078"
"2016","1","37460","37460","11","11","3908"
"2012","1","75159","75159","11","31","180"
"2012","1","74306",,"11","96","105"
"2012","1","64777",,"11","95","60482"
"2016","1","35734","35734","11","31","1751"
"2012","1","76716","76716","11","15","1588"
"2012","1","75515",,"11","95","33"
"2012","1","70378",,"11","95","1298"
"2016","1","35831","35831","11","11","3676"
"2012","1","76678","76678","11","55","69082"
"2012","1","74993",,"11","96","312"
"2012","1","71072",,"11","95","381407"
"2016","1","35793","35793","11","11","12790"
"2012","1","74578","74578","11","15","1646"
"2012","1","76112",,"11","95","33"
"2012","1","71072",,"11","96","516384"
"2016","1","36277","36277","11","11","3643"
"2012","1","74454","74454","11","55","5301"
"2012","1","74535",,"11","95","207"
"2012","1","62316",,"11","96","820"
"2016","1","34134","34134","11","50","514"
"2012","1","74438","74438","11","15","3869"
"2012","1","77798",,"11","96","340"
"2012","1","61280",,"11","95","800"
"2016","1","36935","36935","11","15","3570"
"2012","1","74217","74217","11","15","3351"
"2012","1","75531",,"11","95","53"
"2012","1","63711",,"11","95","3216"
"2016","1","35998","35998","11","25","4050"
"2012","1","74101","74101","11","12","684"
"2012","1","76252",,"11","96","50"
"2012","1","64750",,"11","95","6457"
"2016","1","39659","39659","11","12","1975"
"2012","1","75221","75221","11","23","4412"
"2012","1","77313",,"11","95","678"
"2012","1","70718",,"11","96","13005"
"2016","1","33855","33855","11","55","12"
"2012","1","74225","74225","11","45","1989"
"2012","1","77194","77194","11","23","2290"
"2012","1","67210",,"11","96","116"
"2016","1","39470","39470","11","12","5160"
"2012","1","74071","74071","11","55","18580"
"2012","1","79650","79650","11","23","2262"
"2012","1","71277",,"11","95","17"
"2016","1","37133","37133","11","13","11460"
"2012","1","79154","79154","11","15","2830"
"2012","1","84697","84697","11","25","3935"
"2012","1","67857","67857","11","13","1599"
"2016","1","39934","39934","11","77","8795"
"2012","1","78972","78972","11","15","2032"
"2012","1","76970","76970","11","13","99"
"2012","1","61425","61425","11","25","779"
"2016","1","35491","35491","11","55","8716"
"2012","1","78972","78972","11","13","2028"
"2012","1","75116","75116","11","15","4223"
"2012","1","66699","66699","11","50","86"
"2016","1","37036","37036","11","55","4410"
"2012","1","78492","78492","11","20","1470"
"2012","1","76570","76570","11","55","4286"
"2012","1","69477","69477","11","15","1815"
"2016","1","35050","35050","11","25","2763"
"2012","1","77852","77852","11","20","1232"
"2012","1","75795","75795","11","33","1981"
"2012","1","71790","71790","11","12","141"
"2016","1","37796","37796","11","17","553"
"2012","1","75540","75540","11","45","1422"
"2012","1","75779","75779","11","12","1449"
"2012","1","63916","63916","11","45","4290"
"2016","1","37630","37630","11","45","503"
"2012","1","75043","75043","11","13","62802"
"2012","1","84573","84573","11","11","3338"
"2012","1","66699","66699","11","15","13786"
"2016","1","33235","33235","11","55","2378"
"2012","1","77313","77313","11","27","4717"
"2012","1","75329","75329","11","45","1629"
"2012","1","72036","72036","11","25","3324"
"2016","1","38997","38997","11","22","3387"
"2012","1","77534","77534","11","20","59"
"2012","1","75159","75159","11","11","7571"
"2012","1","62006","62006","11","45","4171"
"2016","1","38873","38873","11","20","2557"
"2012","1","74390","74390","11","14","10343"
"2012","1","74934","74934","11","11","6492"
"2012","1","68799","68799","11","11","1077"
"2016","1","33995","33995","11","25","6475"
"2012","1","74551","74551","11","45","5840"
"2012","1","76651","76651","11","15","1573"
"2012","1","68772","68772","11","13","3606"
"2016","1","36196","36196","11","17","1847"
"2016","1","46736","46736","11","45","2108"
"2012","1","75140","75140","11","15","2355"
"2012","1","66370","66370","11","50","2496"
"2016","1","34509","34509","11","55","3424"
"2016","1","50490","50490","11","15","7663"
"2012","1","74535","74535","11","22","4376"
"2012","1","67911","67911","11","55","1001"
"2016","1","35017","35017","11","22","5045"
"2016","1","41254","41254","11","43","444"
"2012","1","75124","75124","11","45","1592"
"2012","1","62570","62570","11","43","4907"
"2016","1","37818","37818","11","55","24484"
"2016","1","49255","49255","11","25","5060"
"2012","1","74314","74314","11","15","4434"
"2012","1","63134","63134","11","25","671"
"2016","1","38490","38490","11","25","982246"
"2016","1","52779","52779","11","45","2126"
"2012","1","74152","74152","11","13","1721"
"2012","1","67296","67296","11","55","5447"
"2016","1","37710","37710","11","55","2716"
"2016","1","45454","45454","11","15","1704"
"2012","1","79510","79510","11","11","4913"
"2012","1","64777","64777","11","43","31273"
"2016","1","36820","36820","11","11","1607"
"2016","1","53910","53910","11","45","7511"
"2012","1","74098","74098","11","13","3599"
"2012","1","61069","61069","11","15","1798"
"2016","1","35700","35700","11","28","141"
"2016","1","41785","41785","11","22","2237"
"2012","1","75710","75710","11","13","10913"
"2012","1","64491","64491","11","13","12564"
"2016","1","37613","37613","11","11","6789"
"2016","1","42994","42994","11","55","1419"
"2012","1","78670","78670","11","55","2641"
"2012","1","61280","61280","11","25","11372"
"2016","1","35874","35874","11","65","340"
"2016","1","44253","44253","11","40","1766"
"2012","1","78670","78670","11","15","30"
"2012","1","71056","71056","11","15","3979"
"2016","1","35637","35637","11","55","6392"
"2016","1","52191","52191","11","12","2524"
"2012","1","78638","78638","11","33","19"
"2012","1","61646","61646","11","14","781"
"2016","1","38342","38342","11","11","3402"
"2016","1","41556","41556","11","11","5651"
"2012","1","78611","78611","11","23","1208"
"2012","1","72338","72338","11","65","5219"
"2016","1","33618","33618","11","40","1753"
"2016","1","47732","47732","11","55","2280"
"2012","1","78590","78590","11","50","168"
"2012","1","69159","69159","11","43","8168"
"2016","1","38970","38970","11","18","16280"
"2016","1","42498","42498","11","15","3886"
"2012","1","79391","79391","11","14","27"
"2012","1","71137","71137","11","15","19454"
"2016","1","30660","30660","11","55","4112"
"2016","1","53376","53376","11","10","457"
"2012","1","78271","78271","11","12","3326"
"2012","1","70114","70114","11","45","1720"
"2012","1","37290","37290","11","12","4395"
"2016","1","41998","41998","11","14","10429"
"2012","1","78158","78158","11","55","3807"
"2012","1","64670","64670","11","17","179"
"2012","1","37117","37117","11","12","6250"
"2016","1","53392","53392","11","23","260"
"2012","1","77674","77674","11","55","9163"
"2012","1","68535","68535","11","40","11921"
"2012","1","38776","38776","11","15","9576"
"2016","1","50032","50032","11","22","1903"
"2012","1","77275","77275","11","20","304"
"2012","1","69256","69256","11","45","2012"
"2012","1","38733","38733","11","13","2500"
"2016","1","50717","50717","11","20","2333"
"2016","1","46035","46035","11","15","3425"
"2012","1","68950","68950","11","22","1208"
"2012","1","38555","38555","11","25","46"
"2016","1","49832","49832","11","51","1173"
"2016","1","40525","40525","11","12","1890"
"2012","1","62758","62758","11","45","6139"
"2012","1","38342","38342","11","13","2371"
"2016","1","41912","41912","11","15","1529"
"2016","1","50610","50610","11","25","1536"
"2012","1","66150","66150","11","15","4922"
"2012","1","38334","38334","11","11","12114"
"2016","1","46434","46434","11","45","4979"
"2016","1","51314","51314","11","25","2655"
"2012","1","69531","69531","11","14","317"
"2012","1","38253","38253","11","55","3113"
"2016","1","53112","53112","11","45","877"
"2016","1","46655","46655","11","40","4166"
"2012","1","61280","61280","11","45","9345"
"2012","1","39993","39993","11","15","3988"
"2016","1","44873","44873","11","22","3333"
"2016","1","50075","50075","11","10","1876"
"2012","1","64157","64157","11","50","615"
"2012","1","39497","39497","11","20","64"
"2016","1","53015","53015","11","22","1977"
"2016","1","47970","47970","11","13","2025"
"2012","1","61018","61018","11","45","8636"
"2012","1","39900","39900","11","55","8"
"2016","1","51616","51616","11","12","1622"
"2016","1","50334","50334","11","40","4551"
"2012","1","71579","71579","11","40","46999"
"2012","1","33073","33073","11","13","4591"
"2016","1","43931","43931","11","15","1027"
"2016","1","45918","45918","11","15","1869"
"2012","1","63215","63215","11","25","4420"
"2012","1","33014","33014","11","14","2316"
"2016","1","42021","42021","11","33","2636"
"2016","1","47970","47970","11","15","869"
"2012","1","69558","69558","11","25","2105"
"2012","1","34479","34479","11","15","1303"
"2016","1","48615","48615","11","45","14618"
"2016","1","42110","42110","11","50","271"
"2012","1","62472","62472","11","45","4138"
"2012","1","34436","34436","11","15","24859"
"2016","1","40886","40886","11","33","3322"
"2016","1","40177","40177","11","10","860"
"2012","1","69051","69051","11","14","7646"
"2012","1","34355","34355","11","13","178"
"2016","1","46833","46833","11","31","4554"
"2016","1","41920","41920","11","45","2405"
"2012","1","61344","61344","11","25","1224"
"2012","1","34134","34134","11","13","55680"
"2016","1","42790","42790","11","70","51"
"2016","1","41602","41602","11","13","3639"
"2012","1","63339","63339","11","45","6866"
"2012","1","34070","34070","11","14","46"
"2016","1","42234","42234","11","50","495"
"2016","1","42064","42064","11","12","1299"
"2012","1","64777","64777","11","45","167894"
"2012","1","33979","33979","11","20","178"
"2016","1","41947","41947","11","14","2027"
"2016","1","52213","52213","11","70","8313"
"2012","1","61654","61654","11","23","1222"
"2012","1","30899","30899","11","55","3637"
"2016","1","42293","42293","11","15","4053"
"2016","1","53716","53716","11","13","30293"
"2012","1","63592","63592","11","45","2325"
"2012","1","33090","33090","11","12","3274"
"2016","1","46574","46574","11","55","1313"
"2016","1","50792","50792","11","43","1439"
"2012","1","71838","71838","11","45","78029"
"2012","1","34835","34835","11","55","5175"
"2016","1","44059","44059","11","13","1821"
"2012","1","36820","36820","11","40","2156"
"2012","1","71692","71692","11","45","7725"
"2012","1","36439","36439","11","50","430"
"2016","1","54119","54119","11","15","1846"
"2012","1","36218","36218","11","15","5148"
"2012","1","71455","71455","11","13","34288"
"2012","1","36072","36072","11","15","1813"
"2016","1","44210","44210","11","14","2616"
"2012","1","35971","35971","11","21","704"
"2012","1","66010","66010","11","13","7521"
"2012","1","34770","34770","11","25","548"
"2016","1","51454","51454","11","70","1012"
"2012","1","39535","39535","11","11","6080"
"2012","1","68454","68454","11","14","655"
"2012","1","33413","33413","11","55","12998"
"2016","1","48011","48011","11","15","2131"
"2016","1","88862","88862","11","11","2426"
"2012","1","68330","68330","11","13","2427"
"2016","1","87343","87343","11","12","1833"
"2016","1","42420","42420","11","15","1210"
"2016","1","87017","87017","11","10","7481"
"2012","1","70777","70777","11","14","33594"
"2016","1","87750","87750","11","12","1848"
"2016","1","40088","40088","11","13","193"
"2016","1","84816","84816","11","13","1787"
"2016","1","36757","36757","11","14","781"
"2016","1","86290","86290","11","11","16768"
"2016","1","47813","47813","11","18","1227"
"2016","1","87432","87432","11","11","1749"
"2016","1","34550","34550","11","11","10388"
"2016","1","88609","88609","11","12","779"
"2016","1","46876","46876","11","22","9351"
"2016","1","85413","85413","11","11","44129"
"2016","1","39632","39632","11","36","3312"
"2016","1","89567","89567","11","45","817"
"2016","1","40193","40193","11","15","3880"
"2016","1","87459","87459","11","12","714"
"2016","1","35378","35378","11","23","6351"
"2016","1","87068","87068","11","11","3717"
"2016","1","50954","50954","11","36","377"
"2016","1","89435","89435","11","11","6539"
"2016","1","39039","39039","11","45","9128"
"2016","1","86576","86576","11","11","2534"
"2016","1","52019","52019","11","11","1563"
"2016","1","87041","87041","11","45","2150"
"2016","1","34878","34878","11","11","4893"
"2016","1","89443","89443","11","12","1244"
"2016","1","41343","41343","11","15","3348"
"2016","1","89028","89028","11","15","1160"
"2016","1","30791","30791","11","17","5309"
"2016","1","87130","87130","11","15","6803"
"2016","1","40746","40746","11","15","2174"
"2016","1","88587","88587","11","11","1131"
"2016","1","30970","30970","11","65","4630"
"2016","1","85871","85871","11","13","6782"
"2016","1","40908","40908","11","36","1754"
"2016","1","88897","88897","11","15","2704"
"2016","1","36110","36110","11","25","6139"
"2016","1","89613","89613","11","14","2064"
"2016","1","42714","42714","11","90","1660"
"2016","1","85081","85081","11","23","1273"
"2016","1","39489","39489","11","20","112"
"2016","1","89370","89370","11","11","798"
"2016","1","41343","41343","11","25","1917"
"2016","1","85090","85090","11","12","1951"
"2016","1","35653","35653","11","35","6696"
"2016","1","87416","87416","11","12","1003"
"2016","1","41432","41432","11","33","763"
"2016","1","89192","89192","11","12","582"
"2016","1","37699","37699","11","15","6149"
"2016","1","86274","86274","11","40","2930"
"2016","1","51390","51390","11","31","11994"
"2016","1","85367","85367","11","11","4110"
"2016","1","37397","37397","11","55","4321"
"2016","1","86320","86320","11","40","686"
"2016","1","49913","49913","11","23","823"
"2016","1","88307","88307","11","11","809"
"2016","1","34959","34959","11","40","963"
"2016","1","86452","86452","11","15","1447"
"2016","1","46612","46612","11","20","2569"
"2016","1","86800","86800","11","13","1191"
"2016","1","38865","38865","11","55","2903"
"2016","1","87700","87700","11","11","1054"
"2016","1","40428","40428","11","22","3011"
"2016","1","89559","89559","11","40","18042"
"2016","1","35874","35874","11","25","3789"
"2016","1","85685","85685","11","33","91"
"2016","1","49590","49590","11","15","27517"
"2016","1","86363","86363","11","15","1103"
"2016","1","33871","33871","11","18","11"
"2012","1","77070","77070","11","15","4096"
"2016","1","49930","49930","11","25","2398"
"2012","1","75485","75485","11","15","1444"
"2016","1","37630","37630","11","19","336"
"2012","1","76759","76759","11","55","5985"
"2016","1","54275","54275","11","90","581"
"2012","1","79979","79979","11","25","3210"
"2016","1","36153","36153","11","17","2744"
"2012","1","76236","76236","11","45","3198"
"2016","1","53937","53937","11","31","5497"
"2012","1","76058","76058","11","45","5597"
"2016","1","38946","38946","11","36","50"
"2012","1","75876","75876","11","23","1731"
"2016","1","40380","40380","11","13","2958"
"2012","1","75833","75833","11","11","12446"
"2016","1","37150","37150","11","40","4496"
"2012","1","77410","77410","11","13","5725"
"2016","1","52655","52655","11","15","1496"
"2012","1","75639","75639","11","70","685"
"2016","1","34975","34975","11","20","8345"
"2012","1","74349","74349","11","11","1835"
"2016","1","40940","40940","11","25","1767"
"2012","1","84573","84573","11","23","375"
