"ANO_ELEICAO","NUM_TURNO","COD_MUN_TSE","SIGLA_UE","CODIGO_CARGO","NUMERO_CANDIDATO","QTDE_VOTOS"
"2016","1","16551",,"11","95","60"
"2012","1","04839","04839","11","23","56392"
"2016","1","13420","13420","11","13","4091"
"2016","1","13870","13870","11","65","7639"
"2016","1","17051",,"11","95","34"
"2012","1","05835","05835","11","12","3247"
"2016","1","15695","15695","11","12","19637"
"2016","1","14818","14818","11","65","5558"
"2016","1","18333",,"11","96","121"
"2012","1","05398","05398","11","23","1099"
"2016","1","13382","13382","11","15","4978"
"2016","1","15431","15431","11","17","5232"
"2016","1","16306",,"11","95","22"
"2012","1","05010","05010","11","22","300"
"2016","1","14494","14494","11","22","7126"
"2016","1","13196","13196","11","50","2150"
"2016","1","18511",,"11","96","177"
"2012","1","05231","05231","11","15","2370"
"2016","1","14516","14516","11","45","1099"
"2016","1","91979","91979","11","40","528"
"2016","1","18597",,"11","95","56"
"2012","1","04340","04340","11","25","6489"
"2016","1","13552","13552","11","45","3409"
"2016","1","90336","90336","11","36","606"
"2016","1","17892",,"11","95","41"
"2012","1","04278","04278","11","23","38067"
"2016","1","14893","14893","11","65","8531"
"2016","1","98795","98795","11","55","1384"
"2016","1","18376",,"11","95","1937"
"2012","1","04120","04120","11","13","4154"
"2016","1","13340","13340","11","65","104"
"2016","1","91910","91910","11","40","3645"
"2016","1","16810",,"11","95","256"
"2012","1","05533","05533","11","15","3116"
"2016","1","15776","15776","11","15","1503"
"2016","1","91839","91839","11","77","2908"
"2016","1","17957",,"11","96","476"
"2012","1","95354","95354","11","40","494"
"2016","1","13021","13021","11","50","1196"
"2016","1","91103","91103","11","25","1392"
"2016","1","18619",,"11","95","35"
"2012","1","92053","92053","11","45","3052"
"2016","1","14214","14214","11","55","3431"
"2016","1","98337","98337","11","55","1679"
"2016","1","18996",,"11","96","93"
"2012","1","93106","93106","11","15","1520"
"2016","1","13412","13412","11","12","10257"
"2012","1","05010","05010","11","11","1422"
"2016","1","17213",,"11","96","129"
"2012","1","95753","95753","11","45","2970"
"2016","1","91022","91022","11","40","1142"
"2012","1","05452","05452","11","13","1976"
"2016","1","18899",,"11","95","125"
"2012","1","92762","92762","11","22","713"
"2016","1","91057","91057","11","43","30"
"2012","1","04472","04472","11","15","45324"
"2016","1","16187",,"11","95","15"
"2012","1","93262","93262","11","25","1294"
"2016","1","90301","90301","11","40","1410"
"2012","1","04375","04375","11","45","4395"
"2016","1","17450",,"11","96","182"
"2012","1","93750","93750","11","45","8726"
"2016","1","91359","91359","11","15","1995"
"2012","1","05630","05630","11","55","10043"
"2016","1","17710",,"11","95","14"
"2012","1","92916","92916","11","45","1828"
"2016","1","90670","90670","11","45","81531"
"2012","1","05495","05495","11","14","2864"
"2016","1","18171",,"11","95","36"
"2012","1","95230","95230","11","25","3704"
"2016","1","90697","90697","11","15","676"
"2012","1","05290","05290","11","55","16942"
"2016","1","16209",,"11","95","39"
"2012","1","93440","93440","11","15","449"
"2016","1","98310","98310","11","13","12187"
"2012","1","05150","05150","11","20","6226"
"2016","1","17671",,"11","96","102"
"2012","1","93530","93530","11","55","2390"
"2016","1","90832","90832","11","55","2824"
"2012","1","05851","05851","11","25","4839"
"2016","1","16152",,"11","95","131"
"2012","1","94196","94196","11","55","6492"
"2012","1","05150","05150","11","45","1169"
"2012","1","04022","04022","11","22","6415"
"2016","1","17914",,"11","96","67"
"2012","1","92649","92649","11","15","1856"
"2012","1","04065","04065","11","31","3"
"2012","1","04391","04391","11","55","4660"
"2016","1","17612","17612","11","77","47576"
"2012","1","95877","95877","11","14","1527"
"2012","1","04839","04839","11","44","1226"
"2012","1","04286","04286","11","20","2037"
"2016","1","18376","18376","11","51","987"
"2012","1","93408","93408","11","45","1483"
"2012","1","05290","05290","11","19","132"
"2012","1","04650","04650","11","13","16031"
"2016","1","18058","18058","11","15","2290"
"2012","1","93297","93297","11","31","54"
"2012","1","04740","04740","11","50","254"
"2012","1","05118","05118","11","15","2287"
"2016","1","16535","16535","11","15","3314"
"2012","1","95079","95079","11","11","2126"
"2012","1","04278","04278","11","17","564"
"2012","1","04324","04324","11","14","6037"
"2016","1","16454","16454","11","55","8053"
"2012","1","92789","92789","11","25","1169"
"2012","1","05738","05738","11","15","8157"
"2012","1","96458","96458","11","44","207"
"2016","1","16519","16519","11","45","22860"
"2012","1","93491","93491","11","45","6437"
"2012","1","04634","04634","11","45","6976"
"2012","1","93327","93327","11","50","1095"
"2016","1","18198","18198","11","11","1446"
"2012","1","93092","93092","11","15","1932"
"2012","1","05894","05894","11","15","3614"
"2012","1","92312","92312","11","15","1949"
"2016","1","18295","18295","11","19","7280"
"2012","1","24058","24058","11","55","188"
"2012","1","05835","05835","11","55","49080"
"2012","1","94790","94790","11","55","1549"
"2016","1","18651","18651","11","45","2736"
"2012","1","23272","23272","11","14","8460"
"2012","1","05770","05770","11","25","4152"
"2012","1","92274","92274","11","15","128877"
"2016","1","16713","16713","11","55","1088"
"2012","1","24198","24198","11","31","22499"
"2012","1","04286","04286","11","15","3431"
"2012","1","93270","93270","11","45","1421"
"2016","1","16411","16411","11","90","4091"
"2012","1","24139","24139","11","12","8543"
"2012","1","05991","05991","11","15","4044"
"2012","1","95796","95796","11","36","1140"
"2016","1","19488",,"11","96","70"
"2012","1","25070","25070","11","55","7824"
"2012","1","05797","05797","11","15","8475"
"2012","1","95354","95354","11","45","814"
"2016","1","19593",,"11","96","135"
"2012","1","26298","26298","11","13","9781"
"2012","1","05673","05673","11","14","14094"
"2012","1","96172","96172","11","25","1755"
"2016","1","21792",,"11","95","155"
"2012","1","24554","24554","11","12","5346"
"2012","1","95850","95850","11","23","963"
"2012","1","94390","94390","11","15","839"
"2016","1","19348",,"11","96","82"
"2012","1","25453","25453","11","15","4944"
"2012","1","92797","92797","11","17","2522"
"2012","1","96776","96776","11","45","4218"
"2016","1","21458",,"11","96","137"
"2012","1","23930","23930","11","22","4620"
"2012","1","92851","92851","11","45","4003"
"2012","1","93394","93394","11","22","1148"
"2016","1","22314",,"11","95","145"
"2012","1","25275","25275","11","22","3428"
"2012","1","93734","93734","11","33","61930"
"2012","1","92568","92568","11","15","1658"
"2016","1","19763",,"11","96","200"
"2012","1","25437","25437","11","43","13128"
"2012","1","92959","92959","11","11","2005"
"2012","1","92886","92886","11","14","3126"
"2016","1","19780",,"11","95","134"
"2012","1","24295","24295","11","22","4586"
"2012","1","96512","96512","11","11","1964"
"2012","1","94374","94374","11","36","2109"
"2016","1","19801",,"11","96","142"
"2012","1","23493","23493","11","40","3277"
"2012","1","95818","95818","11","15","14301"
"2012","1","93424","93424","11","11","1028"
"2016","1","19275",,"11","96","139"
"2012","1","24279","24279","11","45","18505"
"2012","1","96474","96474","11","14","828"
"2012","1","93190","93190","11","22","3559"
"2016","1","20036",,"11","95","141"
"2012","1","23655","23655","11","14","2427"
"2012","1","94110","94110","11","15","1668"
"2012","1","95150","95150","11","14","1837"
"2016","1","19194",,"11","96","492"
"2012","1","24872","24872","11","45","9273"
"2012","1","93050","93050","11","45","2655"
"2012","1","24970","24970","11","44","128"
"2016","1","19208",,"11","96","94"
"2012","1","98850","98850","11","13","847"
"2012","1","93220","93220","11","14","1698"
"2012","1","25135","25135","11","28","2708"
"2016","1","20214",,"11","95","383"
"2012","1","91677","91677","11","50","1831"
"2012","1","93009","93009","11","45","1319"
"2012","1","23833","23833","11","40","10247"
"2016","1","19143",,"11","95","65"
"2012","1","90387","90387","11","11","635"
"2012","1","92924","92924","11","15","1320"
"2012","1","25631","25631","11","55","6267"
"2016","1","19313",,"11","96","842"
"2012","1","91219","91219","11","15","3706"
"2012","1","95834","95834","11","36","133"
"2012","1","24759","24759","11","23","117"
"2016","1","21334",,"11","96","338"
"2012","1","98191","98191","11","11","1670"
"2012","1","94730","94730","11","15","10357"
"2012","1","25178","25178","11","10","8499"
"2016","1","20176",,"11","96","96"
"2012","1","90778","90778","11","55","1096"
"2012","1","93343","93343","11","11","20775"
"2012","1","23639","23639","11","40","6369"
"2016","1","21350",,"11","96","191"
"2012","1","90964","90964","11","55","880"
"2012","1","92320","92320","11","55","1548"
"2012","1","23310","23310","11","40","6945"
"2016","1","22179",,"11","96","221"
"2012","1","90247","90247","11","11","569"
"2012","1","93998","93998","11","15","4904"
"2012","1","25038","25038","11","14","7771"
"2016","1","19771",,"11","95","95"
"2012","1","90883","90883","11","40","1644"
"2012","1","95010","95010","11","11","1421"
"2012","1","23914","23914","11","44","111"
"2016","1","19771",,"11","96","173"
"2012","1","91812","91812","11","55","2524"
"2012","1","94471","94471","11","55","906"
"2012","1","23108","23108","11","55","3541"
"2016","1","20290",,"11","96","419"
"2012","1","91197","91197","11","40","1745"
"2012","1","24856","24856","11","36","42"
"2012","1","26255","26255","11","40","9242"
"2016","1","20397",,"11","95","358"
"2012","1","90956","90956","11","45","5377"
"2012","1","24376","24376","11","40","2987"
"2012","1","23710","23710","11","12","3417"
"2016","1","19500",,"11","96","182"
"2012","1","91634","91634","11","55","1825"
"2012","1","23329","23329","11","12","1321"
"2012","1","23000","23000","11","40","1057"
"2016","1","19755",,"11","95","823"
"2012","1","90336","90336","11","55","8500"
"2012","1","23027","23027","11","31","19"
"2012","1","91839","91839","11","13","540"
"2016","1","19836",,"11","95","8"
"2012","1","90441","90441","11","55","1248"
"2012","1","25615","25615","11","14","9020"
"2012","1","90778","90778","11","22","959"
"2016","1","21911",,"11","95","207"
"2016","1","01082","01082","11","50","348"
"2012","1","25895","25895","11","40","14745"
"2012","1","90409","90409","11","22","1481"
"2016","1","19968",,"11","96","242"
"2016","1","01392","01392","11","15","60871"
"2012","1","23639","23639","11","14","6498"
"2012","1","90255","90255","11","33","139"
"2016","1","20435",,"11","95","191"
"2016","1","76198","76198","11","51","133"
"2012","1","25712","25712","11","13","9566"
"2012","1","90140","90140","11","22","1366"
"2016","1","19003",,"11","95","49"
"2016","1","76813","76813","11","33","3796"
"2012","1","26174","26174","11","14","2924"
"2012","1","89818","89818","11","15","1343"
"2016","1","19046",,"11","95","64"
"2016","1","79430","79430","11","40","3417"
"2012","1","24457","24457","11","11","6980"
"2012","1","90867","90867","11","13","1618"
"2016","1","20834",,"11","96","651"
"2016","1","78875","78875","11","15","7855"
"2012","1","25011","25011","11","15","2461"
"2016","1","01040","01040","11","15","4094"
"2016","1","19372",,"11","96","3802"
"2016","1","74616","74616","11","45","1864"
"2012","1","23272","23272","11","45","664"
"2016","1","01538","01538","11","10","1993"
"2016","1","19615",,"11","96","638"
"2016","1","77011","77011","11","12","8130"
"2012","1","23078","23078","11","43","74"
"2016","1","84611","84611","11","55","17067"
"2016","1","21393",,"11","96","460"
"2016","1","75671","75671","11","55","5071"
"2012","1","24376","24376","11","36","3909"
"2016","1","79553","79553","11","25","2875"
"2016","1","19429",,"11","96","106"
"2016","1","75205","75205","11","15","4768"
"2012","1","23973","23973","11","55","6113"
"2016","1","74160","74160","11","12","1672"
"2016","1","19844",,"11","95","87"
"2016","1","75833","75833","11","18","4397"
"2012","1","23337","23337","11","55","18686"
"2016","1","75345","75345","11","55","2328"
"2016","1","19860",,"11","96","85"
"2016","1","75353","75353","11","12","186067"
"2012","1","98930","98930","11","50","1504"
"2016","1","75604","75604","11","15","2741"
"2016","1","21431",,"11","95","195"
"2016","1","74969","74969","11","11","1546"
"2012","1","98710","98710","11","45","3023"
"2016","1","76074","76074","11","31","111"
"2016","1","21857",,"11","95","65"
"2016","1","84638","84638","11","45","2379"
"2012","1","91774","91774","11","13","4524"
"2016","1","79090","79090","11","22","1642"
"2016","1","21857",,"11","96","256"
"2016","1","76910","76910","11","12","56156"
"2012","1","98752","98752","11","22","2825"
"2016","1","74047","74047","11","55","1783"
"2016","1","20753",,"11","96","165"
"2016","1","76678","76678","11","18","890"
"2012","1","90697","90697","11","25","1802"
"2016","1","76252","76252","11","18","91"
"2016","1","21890",,"11","95","27"
"2016","1","75710","75710","11","14","5696"
"2012","1","98957","98957","11","55","2153"
"2016","1","78271","78271","11","36","39"
"2016","1","21938",,"11","96","82"
"2016","1","75485","75485","11","45","2033"
"2012","1","89800","89800","11","22","1399"
"2016","1","78417","78417","11","20","1183"
"2016","1","20192",,"11","95","17"
"2016","1","77917","77917","11","45","9291"
"2012","1","90786","90786","11","45","2031"
"2016","1","76597","76597","11","13","747"
"2016","1","21091",,"11","96","245"
"2016","1","74772","74772","11","45","16398"
"2012","1","90476","90476","11","15","21630"
"2016","1","76333","76333","11","31","11685"
"2016","1","19437",,"11","96","212"
"2016","1","75647","75647","11","13","257"
"2012","1","90590","90590","11","55","2048"
"2016","1","76554","76554","11","15","1214"
"2016","1","19569",,"11","95","49"
"2016","1","84514","84514","11","45","2547"
"2012","1","89974","89974","11","11","1829"
"2016","1","75426","75426","11","15","2537"
"2016","1","21873",,"11","96","203"
"2016","1","78115","78115","11","15","10642"
"2012","1","90980","90980","11","40","644"
"2016","1","79154","79154","11","20","1657"
"2016","1","19364",,"11","95","59"
"2016","1","75639","75639","11","20","1492"
"2016","1","01538","01538","11","55","4533"
"2016","1","78492","78492","11","55","1123"
"2016","1","19364",,"11","96","229"
"2016","1","76759","76759","11","45","4493"
"2016","1","01015","01015","11","25","1898"
"2016","1","75582","75582","11","45","2127"
"2016","1","20818",,"11","95","67"
"2016","1","78271","78271","11","55","2885"
"2016","1","75523","75523","11","19","69"
"2016","1","74195","74195","11","43","3010"
"2016","1","22438",,"11","96","41"
"2016","1","75272","75272","11","15","7194"
"2016","1","76350","76350","11","20","7000"
"2016","1","74489","74489","11","25","1446"
"2016","1","19305",,"11","96","174"
"2016","1","79030","79030","11","55","2682"
"2016","1","78573","78573","11","15","6133"
"2016","1","74802","74802","11","15","4522"
"2016","1","20010",,"11","95","110"
"2016","1","79057","79057","11","12","6274"
"2016","1","78158","78158","11","77","2447"
"2016","1","75620","75620","11","15","1162"
"2016","1","21296",,"11","95","164"
"2016","1","76716","76716","11","15","375"
"2016","1","75795","75795","11","23","2000"
"2016","1","74799","74799","11","19","95"
"2016","1","21296",,"11","96","607"
"2016","1","74985","74985","11","22","1918"
"2016","1","78590","78590","11","31","10086"
"2016","1","78433","78433","11","20","2163"
"2016","1","21539","21539","11","15","1093"
"2016","1","75140","75140","11","12","1748"
"2016","1","78476","78476","11","25","722"
"2016","1","75566","75566","11","15","960"
"2016","1","20273","20273","11","40","5633"
"2016","1","75752","75752","11","33","126"
"2016","1","74543","74543","11","14","3097"
"2016","1","78972","78972","11","20","1938"
"2016","1","19909","19909","11","25","832"
"2016","1","75310","75310","11","13","1238"
"2016","1","77771","77771","11","18","49611"
"2016","1","75140","75140","11","40","2348"
"2016","1","21679","21679","11","15","2045"
"2016","1","74624","74624","11","23","157"
"2016","1","79154","79154","11","90","5921"
"2016","1","75850","75850","11","15","3280"
"2016","1","20532","20532","11","55","2914"
"2016","1","77976","77976","11","12","850"
"2016","1","77577","77577","11","15","2010"
"2016","1","79219","79219","11","25","3537"
"2016","1","21253","21253","11","40","9705"
"2016","1","74934","74934","11","54","56260"
"2016","1","74640","74640","11","15","980"
"2016","1","77933","77933","11","17","338"
"2016","1","22390","22390","11","55","4017"
"2016","1","76910","76910","11","70","255"
"2016","1","74802","74802","11","23","2490"
"2016","1","75817","75817","11","15","2554"
"2016","1","20710","20710","11","15","2030"
"2016","1","74942","74942","11","25","2417"
"2016","1","78859","78859","11","18","13682"
"2016","1","78697","78697","11","45","1278"
"2016","1","19976","19976","11","14","377"
"2012","1","27995","27995","11","11","7182"
"2016","1","74039","74039","11","12","1331"
"2016","1","75310","75310","11","14","152"
"2016","1","19739","19739","11","50","55"
"2012","1","27235","27235","11","11","3062"
"2016","1","75248","75248","11","11","2204"
"2016","1","77313","77313","11","10","127"
"2016","1","19852","19852","11","45","1442"
"2012","1","28053","28053","11","45","2403"
"2016","1","77577","77577","11","22","2958"
"2012","1","87173","87173","11","13","2863"
"2016","1","19623","19623","11","45","3108"
"2012","1","27855","27855","11","45","230129"
"2016","1","74381","74381","11","15","890"
"2012","1","88234","88234","11","25","328"
"2016","1","21911","21911","11","11","5489"
"2012","1","28070","28070","11","15","2294"
"2016","1","75531","75531","11","40","1522"
"2012","1","85057","85057","11","15","3382"
"2016","1","21490","21490","11","28","952"
"2012","1","28533","28533","11","45","1860"
"2016","1","79979","79979","11","15","3302"
"2012","1","85901","85901","11","13","1429"
"2016","1","22330","22330","11","15","4484"
"2012","1","27413","27413","11","45","5235"
"2016","1","76570","76570","11","15","13372"
"2012","1","85537","85537","11","45","639"
"2016","1","20176","20176","11","40","1335"
"2012","1","27812","27812","11","11","523"
"2016","1","77895","77895","11","19","1299"
"2012","1","86860","86860","11","11","796"
"2016","1","20877","20877","11","45","1585"
"2012","1","28533","28533","11","40","9449"
"2016","1","74250","74250","11","50","868"
"2012","1","85243","85243","11","14","918"
"2016","1","19070","19070","11","40","5766"
"2012","1","27316","27316","11","45","3747"
"2016","1","79650","79650","11","23","349"
"2012","1","87165","87165","11","15","812"
"2012","1","81728","81728","11","43","153"
"2016","1","26298",,"11","65","247"
"2016","1","74535","74535","11","25","3317"
"2012","1","88358","88358","11","15","5584"
"2012","1","81744","81744","11","15","2590"
"2016","1","25151","25151","11","40","7637"
"2016","1","79758","79758","11","11","2894"
"2012","1","85715","85715","11","11","2390"
"2012","1","83194","83194","11","11","11073"
"2016","1","24511","24511","11","43","92"
"2016","1","74080","74080","11","10","4071"
"2012","1","86061","86061","11","25","1630"
"2012","1","80276","80276","11","15","12935"
"2016","1","25976","25976","11","90","171"
"2016","1","74756","74756","11","70","4298"
"2012","1","89419","89419","11","14","8976"
"2012","1","83011","83011","11","15","2670"
"2016","1","24252","24252","11","13","3016"
"2016","1","78590","78590","11","55","3584"
"2012","1","88315","88315","11","40","8249"
"2012","1","80993","80993","11","13","1498"
"2016","1","23167","23167","11","40","3797"
"2016","1","77275","77275","11","27","242"
"2012","1","89354","89354","11","15","10786"
"2012","1","80020","80020","11","13","3269"
"2016","1","25992","25992","11","12","453"
"2016","1","79499","79499","11","20","2310"
"2012","1","86797","86797","11","11","4698"
"2012","1","83658","83658","11","55","2541"
"2016","1","24872","24872","11","40","2767"
"2016","1","77453","77453","11","10","1170"
"2012","1","87807","87807","11","14","1006"
"2012","1","83836","83836","11","45","12184"
"2016","1","23892","23892","11","40","5572"
"2016","1","75892","75892","11","12","4986"
"2012","1","86657","86657","11","15","2847"
"2012","1","81825","81825","11","11","1279"
"2016","1","23124","23124","11","40","4145"
"2012","1","88749","88749","11","15","1451"
"2012","1","85766","85766","11","13","988"
"2012","1","81590","81590","11","11","1994"
"2016","1","25771","25771","11","65","392"
"2012","1","89087","89087","11","11","1296"
"2012","1","89710","89710","11","11","2014"
"2012","1","82651","82651","11","55","3518"
"2016","1","25372","25372","11","40","6798"
"2012","1","87149","87149","11","15","2295"
"2012","1","86550","86550","11","12","25507"
"2012","1","82473","82473","11","55","1309"
"2016","1","24872","24872","11","33","13132"
"2012","1","89010","89010","11","13","36199"
"2012","1","89737","89737","11","13","5378"
"2012","1","83070","83070","11","15","1000"
"2016","1","24570","24570","11","29","350"
"2012","1","89737","89737","11","12","5421"
"2012","1","87114","87114","11","13","2718"
"2012","1","81647","81647","11","13","1250"
"2016","1","24570","24570","11","21","1130"
"2012","1","84972","84972","11","15","1513"
"2012","1","85219","85219","11","12","4845"
"2012","1","83275","83275","11","50","4049"
"2016","1","23256","23256","11","15","4077"
"2012","1","88382","88382","11","15","1573"
"2012","1","88838","88838","11","14","2517"
"2012","1","81485","81485","11","11","1206"
"2016","1","25976","25976","11","12","8608"
"2012","1","87785","87785","11","11","1531"
"2012","1","86819","86819","11","11","13711"
"2012","1","81663","81663","11","22","2528"
"2012","1","87947","87947","11","25","2399"
"2012","1","85693","85693","11","40","1650"
"2012","1","89532","89532","11","13","20325"
"2012","1","83682","83682","11","13","1660"
"2012","1","89338","89338","11","50","395"
"2012","1","88323","88323","11","40","1051"
"2012","1","86207","86207","11","11","2429"
"2012","1","80047","80047","11","13","1875"
"2012","1","87688","87688","11","14","830"
"2012","1","89567","89567","11","45","887"
"2012","1","88595","88595","11","12","5648"
"2012","1","82031","82031","11","55","2542"
"2012","1","87084","87084","11","14","1459"
"2012","1","88170","88170","11","14","11410"
"2012","1","87971","87971","11","11","3366"
"2012","1","81752","81752","11","55","29182"
"2012","1","88412","88412","11","50","2959"
"2012","1","86142","86142","11","40","1914"
"2012","1","86428","86428","11","11","1376"
"2012","1","92401","92401","11","40","890"
"2012","1","86770","86770","11","13","1821"
"2012","1","87440","87440","11","15","1015"
"2012","1","86614","86614","11","15","7128"
"2012","1","73547","73547","11","55","798"
"2012","1","86550","86550","11","43","724"
"2012","1","85316","85316","11","13","40339"
"2012","1","88170","88170","11","15","13568"
"2012","1","96679","96679","11","13","1767"
"2012","1","86827","86827","11","40","163"
"2012","1","85731","85731","11","15","2765"
"2012","1","89435","89435","11","12","10885"
"2012","1","95338","95338","11","22","2873"
"2012","1","86550","86550","11","15","17539"
"2012","1","87670","87670","11","11","8072"
"2012","1","89699","89699","11","15","1151"
"2012","1","94617","94617","11","43","412"
"2012","1","89290","89290","11","13","8562"
"2012","1","84832","84832","11","13","1303"
"2012","1","86878","86878","11","13","2254"
"2012","1","93653","93653","11","11","3041"
"2012","1","87491","87491","11","12","12580"
"2012","1","87190","87190","11","11","1277"
"2012","1","88579","88579","11","12","2165"
"2012","1","73601","73601","11","25","655"
"2012","1","86193","86193","11","15","15530"
"2012","1","85570","85570","11","13","3069"
"2012","1","89435","89435","11","15","8741"
"2012","1","73210","73210","11","55","826"
"2012","1","88250","88250","11","11","2948"
"2012","1","85502","85502","11","15","3072"
"2012","1","87955","87955","11","45","7017"
"2012","1","73407","73407","11","55","1542"
"2012","1","86479","86479","11","11","6054"
"2012","1","89133","89133","11","12","1704"
"2012","1","89184","89184","11","15","513"
"2012","1","73130","73130","11","55","390"
"2012","1","88412","88412","11","16","1868"
"2012","1","85154","85154","11","15","4105"
"2012","1","86533","86533","11","15","11279"
"2012","1","94056","94056","11","45","1929"
"2012","1","87769","87769","11","11","1296"
"2012","1","86762","86762","11","40","912"
"2012","1","87025","87025","11","11","1085"
"2012","1","96156","96156","11","45","3553"
"2012","1","85790","85790","11","40","1154"
"2012","1","85910","85910","11","12","17315"
"2012","1","89516","89516","11","45","33863"
"2012","1","73091","73091","11","55","1830"
"2012","1","85430","85430","11","15","2180"
"2012","1","86126","86126","11","25","876"
"2012","1","89451","89451","11","15","2303"
"2012","1","90930","90930","11","65","468"
"2012","1","86223","86223","11","13","1695"
"2012","1","87319","87319","11","12","1745"
"2012","1","27049","27049","11","55","3873"
"2012","1","90557","90557","11","23","324"
"2012","1","86339","86339","11","11","6912"
"2012","1","87335","87335","11","15","2123"
"2012","1","28517","28517","11","45","3970"
"2012","1","91235","91235","11","15","14281"
"2012","1","85286","85286","11","45","2350"
"2012","1","89346","89346","11","15","851"
"2012","1","27472","27472","11","65","12288"
"2012","1","90298","90298","11","22","2188"
"2012","1","89281","89281","11","14","1239"
"2012","1","88714","88714","11","45","6507"
"2012","1","27499","27499","11","22","2803"
"2012","1","98590","98590","11","22","3932"
"2012","1","88978","88978","11","15","1576"
"2012","1","88099","88099","11","55","5334"
"2012","1","28533","28533","11","25","7116"
"2012","1","98175","98175","11","45","2275"
"2012","1","87475","87475","11","12","1987"
"2012","1","89575","89575","11","11","8412"
"2012","1","28258","28258","11","22","3091"
"2012","1","91316","91316","11","45","16209"
"2012","1","86878","86878","11","12","6457"
"2012","1","85642","85642","11","14","1779"
"2012","1","27510","27510","11","15","6196"
"2012","1","90611","90611","11","15","1647"
"2012","1","84808","84808","11","12","927"
"2012","1","89206","89206","11","11","1115"
"2012","1","27138","27138","11","31","1180"
"2012","1","90891","90891","11","12","6613"
"2012","1","86479","86479","11","12","4250"
"2012","1","86584","86584","11","15","1474"
"2012","1","27936","27936","11","15","14978"
"2016","1","58262",,"11","95","366"
"2012","1","88994","88994","11","11","25103"
"2012","1","86576","86576","11","15","709"
"2012","1","28878","28878","11","28","6451"
"2016","1","59315",,"11","95","240"
"2012","1","84794","84794","11","11","1371"
"2012","1","27758","27758","11","10","50"
"2012","1","28479","28479","11","20","2118"
"2016","1","58777",,"11","96","25888"
"2012","1","88293","88293","11","15","2663"
"2012","1","28479","28479","11","14","1171"
"2012","1","01082","01082","11","15","2220"
"2016","1","58491",,"11","96","11630"
"2012","1","85995","85995","11","13","64211"
"2012","1","27790","27790","11","40","3304"
"2012","1","01490","01490","11","13","3610"
"2016","1","58637",,"11","95","2915"
"2012","1","88200","88200","11","45","1198"
"2012","1","28177","28177","11","11","1755"
"2016","1","23590","23590","11","40","8293"
"2016","1","58971",,"11","96","91021"
"2012","1","85782","85782","11","11","1195"
"2012","1","28770","28770","11","55","3095"
"2016","1","24570","24570","11","13","3807"
"2016","1","58009",,"11","96","614"
"2012","1","85863","85863","11","11","643"
"2012","1","27952","27952","11","20","2992"
"2016","1","25216","25216","11","14","20642"
"2016","1","58734",,"11","96","1645"
"2012","1","89206","89206","11","12","864"
"2012","1","28479","28479","11","36","2012"
"2016","1","26212","26212","11","40","3917"
"2016","1","59137",,"11","95","187"
"2012","1","88447","88447","11","15","2175"
"2012","1","28118","28118","11","55","1124"
"2016","1","25992","25992","11","55","7688"
"2016","1","58912",,"11","96","440"
"2012","1","85014","85014","11","11","5102"
"2012","1","27278","27278","11","33","5155"
"2016","1","25810","25810","11","50","398"
"2016","1","59056",,"11","95","105"
"2012","1","88102","88102","11","12","1801"
"2012","1","28711","28711","11","40","15253"
"2016","1","25798","25798","11","55","6187"
"2016","1","59056",,"11","96","281"
"2012","1","86703","86703","11","13","624"
"2012","1","01473","01473","11","13","8299"
"2016","1","24937","24937","11","45","103"
"2016","1","58203",,"11","95","3087"
"2012","1","86592","86592","11","15","4931"
"2012","1","01015","01015","11","65","2007"
"2016","1","24970","24970","11","15","447"
"2016","1","59110",,"11","95","230"
"2012","1","85758","85758","11","11","1963"
"2012","1","01104","01104","11","65","1585"
"2016","1","23213","23213","11","17","18332"
"2016","1","58262","58262","11","40","4832"
"2012","1","86851","86851","11","14","22521"
"2012","1","01120","01120","11","11","704"
"2016","1","23450","23450","11","14","10683"
"2016","1","58408","58408","11","25","3675"
"2012","1","84840","84840","11","11","1851"
"2012","1","01112","01112","11","55","359"
"2016","1","23124","23124","11","15","3426"
"2016","1","58408","58408","11","22","15"
"2016","1","00116","00116","11","40","8890"
"2016","1","23078","23078","11","44","2706"
"2016","1","24856","24856","11","22","4583"
"2016","1","58750","58750","11","54","74"
"2016","1","00272","00272","11","11","6421"
"2016","1","25470","25470","11","65","5931"
"2016","1","24899","24899","11","33","552"
"2016","1","58394","58394","11","18","459"
"2016","1","00450","00450","11","15","1868"
"2016","1","24678","24678","11","12","2996"
"2016","1","25313","25313","11","40","430997"
"2016","1","58297","58297","11","22","2601"
"2016","1","00558","00558","11","19","2264"
"2016","1","25674","25674","11","33","107"
"2016","1","24732","24732","11","12","4166"
"2016","1","58572","58572","11","11","5445"
"2016","1","00299","00299","11","40","4266"
"2016","1","24570","24570","11","22","99670"
"2016","1","24910","24910","11","15","7778"
"2016","1","58718","58718","11","22","12686"
"2016","1","63134",,"11","13","3105"
"2016","1","24910","24910","11","40","55995"
"2016","1","26298","26298","11","14","48019"
"2016","1","58670","58670","11","22","6316"
"2016","1","61743","61743","11","10","1523"
"2016","1","23302","23302","11","13","3938"
"2016","1","23639","23639","11","14","8353"
"2016","1","58696","58696","11","45","35819"
"2016","1","71358","71358","11","45","35256"
"2016","1","24171","24171","11","40","5665"
"2016","1","23515","23515","11","45","11494"
"2016","1","59099","59099","11","19","23600"
"2016","1","63118","63118","11","22","2237"
