tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,ambito,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""BR-05964/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06001/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06014/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06180/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06191/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06194/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06406/2022""",BR,BRASIL,Presidente,1,"https://www.em.com.br/app/noticia/politica/2022/09/08/interna_politica,1392173/alfenas-confira-pesquisa-f5-para-presidente-governo-senado-camara-e-al.shtml",M,pr,1,,,Lula,"45,5",Bolsonaro,"33,6",Ciro,"4,7",Tebet,"2,3",Soraya,"0,6",Davila,"0,3",Vera,"0,3",,,,,,,,,,
"""BR-06494/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06797/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06907/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06948/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-07007/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-07055/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-07124/2022""",BR,BRASIL,Presidente,1,https://informebaiano.com.br/272119/politica/pesquisa-seculus-informe-baiano-para-presidente-aponta-que-diminuiu-diferenca-entre-lula-e-bolsonaro-na-bahia,BA,pr,1,,,Lula,"54,89",Bolsonaro,"25,06",Ciro,"6,89",Tebet,"1,75",Manzano,"0,5",Soraya,"0,25",Vera,"0,13",Eymael,"0,13",Marçal,"0,13",Leo Pericles,"0,06",Jefferson,"0,06",,
"""BR-07197/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-07422/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-07673/2022""",BR,BRASIL,Presidente,1,https://www.poder360.com.br/pesquisas/leia-as-pesquisas-presidenciais-do-ipec-em-sp-rj-mg-pe-e-df/,SP,pr,1,,,Lula,44,Jair Bolsonaro,28,Ciro Gomes,6,Simone Tebet,5,Soraya Thronicke,1,,,,,,,,,,,,,,
"""BR-08009/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-08064/2022""",BR,BRASIL,Presidente,1,https://opiniao.es/pesquisa-verita-bolsonaro-lidera-com-11-pontos-de-vantagem-no-es/,ES,pr,1,,,Lula,"38,6",Jair Bolsonaro,"49,2",Ciro Gomes,"4,7",Simone Tebet,"1,7",Soraya Thronicke,"0,3",Felipe d'Ávila,"0,8",Vera Lúcia,0,Pablo Marçal,"0,5",Constituinte Eymael,"0,2",,,,,,
"""BR-08331/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-08961/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-08999/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-09162/2022""",BR,BRASIL,Presidente,1,https://98fmnatal.com.br/ultimas/no-rn-lula-tem-53-e-bolsonaro-29-aponta-pesquisa-item-para-presidente/,RN,PR,1,,,Lula,"53,5",Jair Bolsonaro,"29,5",Ciro Gomes,"3,5",Simone Tebet,2,Constituinte Eymael,1,Léo Péricles,1,Felipe d'Ávila,1,Soraya Thronicke,1,,,,,,,,
"""BR-09693/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-09779/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-09954/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""CE-08984/2022""",CE,CEARÁ,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""DF-08933/2022""",DF,DISTRITO FEDERAL,"Governador, Senador",1,https://www.brasilpopular.com/grass-candidato-ao-gdf-pela-federacao-brasil-da-esperanca-pode-ir-para-o-2o-turno-contra-ibaneis/,DF,g,1,,,Ibaneis,"32,7",Grass,"11,7",Leila,"9,8",Paulo Octavio,"7,7",Izalci,"6,9",Keka Bagno,"1,4",,,,,,,,,,,,
"""ES-04992/2022""",ES,ESPÍRITO SANTO,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""ES-05265/2022""",ES,ESPÍRITO SANTO,"Governador, Senador",1,https://opiniao.es/magno-malta-lidera-corrida-para-senado-com-20-pontos-de-vantagem/,ES,s,1,,,Magno Malta,"34,1",Rose de Freitas,"14,7",Coronel Lugato,"3,9",Erick Musso,"3,4",Antonio Bubgenstab,2,Gilberto Campos Coletiva,"1,6",Carone,"1,6",Filipe Skiter,"0,5",Nelson Júnior,"0,5",,,,,,
"""ES-05265/2022""",ES,ESPÍRITO SANTO,"Governador, Senador",1,https://www.folhadoes.com/noticia/politica-eleicoes-2022/101421/pesquisa-verita-casagrande-tem-36-1-contra-manato-com-24-8,ES,g,1,,,Renato Casagrande,"36,1",Manato,"24,8",Guerino Zanon,"9,1",Audifax,7,Aridelmo,"3,1",Capitão Vinícius Sousa,"2,5",Claudio Paiva,"0,2",,,,,,,,,,
"""GO-03072/2022""",GO,GOIÁS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""GO-03443/2022""",GO,GOIÁS,"Governador, Senador, Deputado Federal, Deputado Estadual",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""GO-06481/2022""",GO,GOIÁS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""GO-07097/2022""",GO,GOIÁS,"Governador, Deputado Federal, Deputado Estadual",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""GO-09930/2022""",GO,GOIÁS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MA-00425/2022""",MA,MARANHÃO,Governador,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MA-08612/2022""",MA,MARANHÃO,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MG-09401/2022""",MG,MINAS GERAIS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
