tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,ambito,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""AC-07698/2022""",AC,ACRE,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-04824/2022""",AL,ALAGOAS,"Senador, Deputado Estadual, Deputado Federal, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-06055/2022""",AL,ALAGOAS,"Senador, Governador",1,https://www.cadaminuto.com.br/noticia/2022/08/17/nova-pesquisa-ibrape-cadaminuto-mostra-intencoes-de-votos-para-governo-de-alagoas-e-senado,AL,s,1,,,renan filho,58,davi davino,19,do valle,1,major luiz,1,mario agra,1,,,,,,,,,,,,,,
"""AL-06055/2022""",AL,ALAGOAS,"Senador, Governador",1,https://www.cadaminuto.com.br/noticia/2022/08/17/nova-pesquisa-ibrape-cadaminuto-mostra-intencoes-de-votos-para-governo-de-alagoas-e-senado,AL,g,1,,,paulo dantas,34,fernando collor,23,rodrigo cunha,13,rui palmeira,7,,,,,,,,,,,,,,,,
"""AL-07381/2022""",AL,ALAGOAS,"Governador, Senador",1,https://diariodopoder.com.br/brasil-e-regioes/disputa-pelo-governo-de-alagoas-e-acirrada-entre-paulo-dantas-e-collor,AL,g,0,,,paulo dantas,"10,6",fernando collor,"7,6",rodrigo cunha,"4,4",rui palmeira,"2,3",,,,,,,,,,,,,,,,
"""AL-07381/2022""",AL,ALAGOAS,"Governador, Senador",1,https://diariodopoder.com.br/brasil-e-regioes/disputa-pelo-governo-de-alagoas-e-acirrada-entre-paulo-dantas-e-collor,AL,g,1,,,paulo dantas,"25,1",fernando collor,"22,6",rodrigo cunha,"18,1",rui palmeira,"13,6",cicero albuquerque,"1,6",,,,,,,,,,,,,,
"""AL-07381/2022""",AL,ALAGOAS,"Governador, Senador",1,https://diariodopoder.com.br/brasil-e-regioes/disputa-pelo-governo-de-alagoas-e-acirrada-entre-paulo-dantas-e-collor,AL,s,,,,renan filho,"50,5",davi davino,"23,6",suzana souza,"2,2",,,,,,,,,,,,,,,,,,
"""AM-03189/2022""",AM,AMAZONAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AM-03759/2022""",AM,AMAZONAS,Governador,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AP-02569/2022""",AP,AMAPÁ,"Governador, Senador",1,https://www.cnnbrasil.com.br/politica/pesquisa-realtime-big-data-governo-do-amapa-jaime-nunes-e-clecio-luis-empatam-com-37/,AP,s,1,,,davi alcolumbre,35,rayssa furlan,19,capi,11,pastor guaracy,8,coronel palmira,4,suelini pini,2,gilberto laurindo,1,,,,,,,,,,
"""AP-02569/2022""",AP,AMAPÁ,"Governador, Senador",1,https://www.cnnbrasil.com.br/politica/pesquisa-realtime-big-data-governo-do-amapa-jaime-nunes-e-clecio-luis-empatam-com-37/,AP,g,1,,,jaime nunes,37,clécio luis,37,gilvan borges,4,gesiel oliveira,3,gianfranco gusmão,1,,,,,,,,,,,,,,
"""AP-07764/2022""",AP,AMAPÁ,"Senador, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00273/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00288/2022""",BR,BRASIL,Presidente,0,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00428/2022""",BR,BRASIL,Presidente,0,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00517/2022""",BR,BRASIL,Presidente,1,https://98fmnatal.com.br/ultimas/lula-tem-47-contra-27-de-bolsonaro-no-rn-aponta-98fm-datavero/,RN,pr,1,,,Lula,"47,27",Bolsonaro,"27,24",Ciro,"8,3",Tebet,"1,62",,,,,,,,,,,,,,,,
"""BR-00603/2022""",BR,BRASIL,Presidente,1,https://www.poder360.com.br/eleicoes/lula-tem-45-e-bolsonaro-34-em-pesquisa-btg-fsb/,BR,pr,0,,,Lula,41,Bolsonaro,32,Ciro,3,Tebet,1,,,,,,,,,,,,,,,,
"""BR-00603/2022""",BR,BRASIL,Presidente,1,https://www.poder360.com.br/eleicoes/lula-tem-45-e-bolsonaro-34-em-pesquisa-btg-fsb/,BR,pr,1,,,Lula,45,Bolsonaro,34,Ciro,8,Tebet,2,,,,,,,,,,,,,,,,
"""BR-01012/2022""",BR,BRASIL,Presidente,0,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-01167/2022""",BR,BRASIL,Presidente,1,https://www.poder360.com.br/eleicoes/lula-tem-45-e-bolsonaro-33-no-1o-turno-diz-genial-quaest/,BR,pr,1,,,Lula,45,Bolsonaro,33,Ciro,6,Tebet,2,,,,,,,,,,,,,,,,
"""BR-01321/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-01423/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-01664/2022""",BR,BRASIL,Presidente,0,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
