tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,position,ambito,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""BR-02811/2022""",BR,BRASIL,Presidente,1,https://93noticias.com.br/noticia/71273/instituto-franca-veja-o-resultado-da-pesquisa-eleitoral-para-presidente-em-sergipe,pr,SE,1,,,Lula,"58,18",Bolsonaro,"22,45",Ciro Gomes,"4,51",Janones,"1,67",,,,,,,,,,,,,,,,
"""BR-02893/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/06/2022_06_01-PESQUISA-IPESPE.pdf,pr,BR,1,,,Lula,45,Bolsonaro,34,Ciro,9,Tebet,3,Janones,1,Vera1,Pablo Marçal,1,,,,,,,,,,,
"""BR-02893/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/06/2022_06_01-PESQUISA-IPESPE.pdf,pr,BR,0,,,Lula,39,Bolsonaro,29,Ciro,5,Tebet,1,Janones,1,,,,,,,,,,,,,,
"""BR-02897/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-02909/2022""",BR,BRASIL,Presidente,1,https://www.correiobraziliense.com.br/politica/2022/06/5016356-lula-amplia-vantagem-sobre-bolsonaro-em-minas-gerais.html,pr,MG,1,,,Lula,"36,1",Bolsonaro,"27,7",Ciro,"5,5",Janones,"3,8",,,,,,,,,,,,,,,,
"""BR-02909/2022""",BR,BRASIL,Presidente,1,https://www.correiobraziliense.com.br/politica/2022/06/5016356-lula-amplia-vantagem-sobre-bolsonaro-em-minas-gerais.html,pr,MG,0,,,Lula,"30,8",Bolsonaro,24,Ciro,"1,2",Janones,1,,,,,,,,,,,,,,,,
"""BR-03176/2022""",BR,BRASIL,Presidente,1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-no-estado-de-pernambuco-registro-tse-n-o-br-03176-2022-situacao-eleitoral-para-o-executivo-federal-e-avaliacao-da-administracao-federal-maio-20/,pr,PE,1,,,Lula,"54,3",Bolsonaro,26,Ciro,"5,2",Janones,"1,1",Doria,"1,1",,,,,,,,,,,,,,
"""BR-03196/2022""",BR,BRASIL,Presidente,1,https://static.btgpactual.com/media/pesquisa-btg-fsb-30mai2022.pdf?utm_campaign=pesquisa_30_05_desk,pr,BR,1,,,Lula,46,Bolsonaro,32,Ciro,9,Tebet,2,Janones,1,,,,,,,,,,,,,,
"""BR-03196/2022""",BR,BRASIL,Presidente,1,https://static.btgpactual.com/media/pesquisa-btg-fsb-30mai2022.pdf?utm_campaign=pesquisa_30_05_desk,pr,BR,0,,,Lula,41,Bolsonaro,29,Ciro,3,,,,,,,,,,,,,,,,,,
"""BR-03325/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-03502/2022""",BR,BRASIL,Presidente,1,https://piauihoje.com/noticias/politica/teresina-lula-lidera-com-59-50-x-20-33-de-bolsonaro-aponta-pesquisa-404848.html,pr,PI,1,,,Lula,"59,5",Bolsonaro,"20,3",Ciro,"5,83",Janones,"1,17",Tebet,"1,17",,,,,,,,,,,,,,
"""BR-03502/2022""",BR,BRASIL,Presidente,1,https://piauihoje.com/noticias/politica/teresina-lula-lidera-com-59-50-x-20-33-de-bolsonaro-aponta-pesquisa-404848.html,pr,PI,0,,,Lula,"56,5",Bolsonaro,"19,17",Ciro,"2,5",,,,,,,,,,,,,,,,,,
"""BR-03552/2022""",BR,BRASIL,Presidente,1,https://www.uol.com.br/eleicoes/2022/06/08/pesquisa-quaest-presidente-junho-lula-bolsonaro.htm,pr,BR,1,,,Lula,46,Bolsonaro,30,Ciro,7,Janones,2,Tebet,1,Pablo Marçal,1,,,,,,,,,,,,
"""BR-03552/2022""",BR,BRASIL,Presidente,1,https://www.uol.com.br/eleicoes/2022/06/08/pesquisa-quaest-presidente-junho-lula-bolsonaro.htm,pr,BR,0,,,Lula,32,Bolsonaro,20,Ciro,1,,,,,,,,,,,,,,,,,,
"""BR-03632/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-03633/2022""",BR,BRASIL,Presidente,1,https://exame.com/brasil/pesquisa-eleitoral-para-presidente-lula-tem-50-e-bolsonaro-30-em-pernambuco/,pr,PE,1,,,Lula,50,Bolsonaro,30,Ciro,7,Tebet,1,Janones,1,Pablo Marçal,1,,,,,,,,,,,,
"""BR-03633/2022""",BR,BRASIL,Presidente,1,https://exame.com/brasil/pesquisa-eleitoral-para-presidente-lula-tem-50-e-bolsonaro-30-em-pernambuco/,pr,PE,0,,,Lula,34,Bolsonaro,26,Ciro,4,,,,,,,,,,,,,,,,,,
"""BR-03700/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-03814/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-03824/2022""",BR,BRASIL,Presidente,1,https://www.paranapesquisas.com.br/destaque/parana-pesquisas-divulga-pesquisa-no-estado-de-rio-grande-do-sul-registro-tse-n-o-n-o-n-o-br-03824-2022-situacao-eleitoral-para-o-executivo-federal-e-avaliacao-da-administracao-federal-m/,pr,RS,1,,,Bolsonaro,"24,6",Lula,"20,2",Ciro,"1,7",,,,,,,,,,,,,,,,,,
"""BR-03824/2022""",BR,BRASIL,Presidente,1,https://www.paranapesquisas.com.br/destaque/parana-pesquisas-divulga-pesquisa-no-estado-de-rio-grande-do-sul-registro-tse-n-o-n-o-n-o-br-03824-2022-situacao-eleitoral-para-o-executivo-federal-e-avaliacao-da-administracao-federal-m/,pr,RS,0,,,Bolsonaro,"40,1",Lula,"34,2",Ciro,"6,4",Doria,"2,1",,,,,,,,,,,,,,,,
"""BR-03958/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/06/pesquisa-btg-fsb-13jun2022.pdf,pr,BR,0,,,Lula,40,Bolsonaro,29,Ciro,3,Tebet,1,,,,,,,,,,,,,,,,
"""BR-03958/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/06/pesquisa-btg-fsb-13jun2022.pdf,pr,BR,1,,,Lula,44,Bolsonaro,32,Ciro,9,Tebet,2,Janones,1,D'Ávila,1,,,,,,,,,,,,
"""BR-03966/2022""",BR,BRASIL,Presidente,1,https://ac24horas.com/2022/06/10/bolsonaro-lidera-com-47-e-lula-aparece-com-29-diz-pesquisa/,pr,AC,1,,,Bolsonaro,"47,4",Lula,"29,1",Ciro,"4,9",Janones,"1,6",,,,,,,,,,,,,,,,
"""BR-04025/2022""",BR,BRASIL,Presidente,1,https://www.uol.com.br/eleicoes/2022/05/23/pesquisa-ipec-rj-presidente-lula-bolsonaro-maio.htm,pr,RJ,1,,,Lula,46,Bolsonaro,31,Ciro,4,Doria,2,Janones,1,D'Ávila,1,Tebet,1,Vera,1,,,,,,,,
"""BR-04025/2022""",BR,BRASIL,Presidente,1,https://www.uol.com.br/eleicoes/2022/05/23/pesquisa-ipec-rj-presidente-lula-bolsonaro-maio.htm,pr,RJ,0,,,Lula,37,Bolsonaro,27,Ciro,2,Doria,1,,,,,,,,,,,,,,,,
"""BR-04114/2022""",BR,BRASIL,Presidente,1,https://www.metropoles.com/brasil/eleicoes-2022/pesquisa-metropoles-ideia-bolsonaro-lidera-intencao-de-votos-no-df-com-36-lula-tem-292,pr,DF,1,,,Bolsonaro,36,Lula,"29,2",Ciro,"7,8",Moro,"4,8",Doria,2,,,,,,,,,,,,,,
"""BR-04116/2022""",BR,BRASIL,Presidente,1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-no-estado-de-alagoas-registro-tse-n-o-br-04116-2022-situacao-eleitoral-o-executivo-executivo-federal-e-avaliacao-da-administracao-federal-junho-202/,pr,AL,1,,,Lula,"50,7",Bolsonaro,"29,5",Ciro,"4,2",Janones,"1,3",,,,,,,,,,,,,,,,
"""BR-04174/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-04283/2022""",BR,BRASIL,Presidente,1,https://piauihoje.com/noticias/politica/pesquisa-datamax-no-piaui-lula-tem-68-4-x-15-2-de-bolsonaro-404672.html,pr,PI,1,,,Lula,"68,45",Bolsonaro,"15,2",Ciro,6,Janones,"1,3",,,,,,,,,,,,,,,,
"""BR-04283/2022""",BR,BRASIL,Presidente,1,https://piauihoje.com/noticias/politica/pesquisa-datamax-no-piaui-lula-tem-68-4-x-15-2-de-bolsonaro-404672.html,pr,PI,0,,,Lula,"62,1",Bolsonaro,"13,8",Ciro,"3,1",,,,,,,,,,,,,,,,,,
"""BR-04509/2022""",BR,BRASIL,Presidente,1,http://diariodaserra.com.br/pdfs/255862.pdf,pr,M,0,,,Lula,"28,42",Bolsonaro,"40,42",Ciro,"1,05",,,,,,,,,,,,,,,,,,
"""BR-04618/2022""",BR,BRASIL,Presidente,1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-n-o-br-04618-2022-situacao-eleitoral-para-o-executivo-fed/,pr,BR,0,,,Lula,"28,3",Bolsonaro,"27,3",Ciro,"2,2",,,,,,,,,,,,,,,,,,
"""BR-04618/2022""",BR,BRASIL,Presidente,1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-n-o-br-04618-2022-situacao-eleitoral-para-o-executivo-fed/,pr,BR,1,,,Lula,"41,4",Bolsonaro,"35,3",Ciro,"7,7",Tebet,"1,4",Janones,"1,3",,,,,,,,,,,,,,
"""BR-04808/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-04855/2022""",BR,BRASIL,Presidente,1,https://exame.com/brasil/pesquisa-eleitoral-sp-presidente-lula-bolsonaro/,pr,SP,1,,,Lula,39,Bolsonaro,35,Ciro,6,Tebet,4,Janones,1,Bivar,1,Sofia Manzano,1,D'Ávila,1,Vera Lúcia,1,Leonardo Péricles,1,Pablo Marçal,1,,
"""BR-04855/2022""",BR,BRASIL,Presidente,1,https://exame.com/brasil/pesquisa-eleitoral-sp-presidente-lula-bolsonaro/,pr,SP,0,,,Lula,31,Bolsonaro,30,Ciro,3,Tebet,1,Doria,1,D'Ávila,1,,,,,,,,,,,,
"""BR-05051/2022""",BR,BRASIL,Presidente,1,https://diaadianoticia.com.br/eleicoes-2022-lula-fica-quase-onze-pontos-a-frente-de-bolsonaro-e-terceira-via-nao-empolga-no-amazonas/,pr,AM,1,,,Lula,"45,8",Bolsonaro,"35,2",Ciro,"6,1",Doria,"4,5",,,,,,,,,,,,,,,,
"""BR-05125/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-05166/2022""",BR,BRASIL,Presidente,1,https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-para-presidente-lula-tem-48-bolsonaro-27-ciro-7/,pr,BR,1,,,Lula,48,Bolsonaro,27,Ciro,7,Janones,2,Tebet,2,Pablo Marçal,1,Vera Lúcia,1,,,,,,,,,,
"""BR-05529/2022""",BR,BRASIL,Presidente,1,https://blogdoerbi.com.br/lula-tem-mais-que-o-dobro-das-intencoes-de-voto-de-bolsonaro-em-pe-aponta-nova-pesquisa-multipla/,pr,PE,,,,Lula,"53,4",Bolsonaro,"20,1",Janones,"2,3",Ciro,2,,,,,,,,,,,,,,,,
"""BR-05638/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/06/PoderData-relatorio-Brasil-24mai22.pdf,pr,BR,1,,,Lula,43,Bolsonaro,35,Ciro,5,Janones,3,Tebet,2,Bivar,1,Doria,1,Eymael,1,,,,,,,,
"""BR-05658/2022""",BR,BRASIL,Presidente,1,https://www.metropoles.com/brasil/pesquisa-modalmais-futura-lula-mantem-41-e-bolsonaro-sobe-para-36,pr,BR,1,,,Lula,41,Bolsonaro,36,Doria,"2,5",Ciro,"5,6",Janones,"2,4",,,,,,,,,,,,,,
"""BR-05658/2022""",BR,BRASIL,Presidente,1,https://www.metropoles.com/brasil/pesquisa-modalmais-futura-lula-mantem-41-e-bolsonaro-sobe-para-36,pr,BR,0,,,Lula,"37,6",Bolsonaro,"34,4",Ciro,"2,2",,,,,,,,,,,,,,,,,,
"""BR-05757/2022""",BR,BRASIL,Presidente,1,https://www.uol.com.br/eleicoes/2022/05/10/pesquisa-cnt-mda-maio-2022.htm,pr,BR,1,,,Lula,"40,6",Bolsonaro,32,Ciro,"7,1",Doria,"3,1",Janones,"2,5",Tebet,"2,3",,,,,,,,,,,,
"""BR-05757/2022""",BR,BRASIL,Presidente,1,https://www.uol.com.br/eleicoes/2022/05/10/pesquisa-cnt-mda-maio-2022.htm,pr,BR,0,,,Lula,"33,4",Bolsonaro,"27,3",Ciro,"3,8",,,,,,,,,,,,,,,,,,
"""BR-05776/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06127/2022""",BR,BRASIL,Presidente,1,https://folhabv.com.br/noticia/ELEIcOES-2022/ELEIcOES-2022/Bolsonaro-lidera-pesquisa-em-Roraima--com-mais-de-60--em-todos-os-cenarios/87020,pr,RR,1,,,Bolsonaro,"60,67",Lula,"20,63",Ciro,"5,66",Tebet,2,Doria,1,Vera Lúcia,1,,,,,,,,,,,,
"""BR-06132/2022""",BR,BRASIL,Presidente,1,"https://www.terra.com.br/noticias/brasil/politica/em-mg-lula-lidera-com-44-bolsonaro-tem-28-e-ciro-5-diz-genialquaest,d33e1bb67970422f1aee32f41c299d101rkfb1tv.html",pr,MG,1,,,Lula,44,Bolsonaro,28,Ciro,5,Janones,3,Doria,2,Tebet,1,,,,,,,,,,,,
"""BR-06333/2022""",BR,BRASIL,Presidente,1,https://cidadesnanet.com/news/politica/lula-lidera-em-intencao-de-votos-para-presidente-no-piaui-aponta-pesquisa/,pr,PI,1,,,Lula,"67,3",Bolsonaro,"13,9",Ciro,"7,9",,,,,,,,,,,,,,,,,,
"""BR-06333/2022""",BR,BRASIL,Presidente,1,https://cidadesnanet.com/news/politica/lula-lidera-em-intencao-de-votos-para-presidente-no-piaui-aponta-pesquisa/,pr,PI,0,,,Lula,"62,85",Bolsonaro,"13,05",Ciro,"2,95",,,,,,,,,,,,,,,,,,
"""BR-06342/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06524/2022""",BR,BRASIL,Presidente,1,https://www.conectadonews.com.br/noticia/18893/na-bahia-lula-tem-o-dobro-de-votos-de-bolsonaro,pr,BA,1,,,Ciro,"7,4",Bolsonaro,"24,84",Lula,"53,41",,,,,,,,,,,,,,,,,,
"""BR-06604/2022""",BR,BRASIL,Presidente,1,https://www.leiaogazeta.com.br/badra-pesquisas-disputa-ao-governo-estadual-esta-aberta-na-regiao-mas-tarcisio-e-haddad-se-destacam/,pr,M,1,,,Lula,"44,9",Bolsonaro,"30,2",Ciro,"10,4",Tebet,"1,8",Pablo Marçal,"1,2",Janones,1,,,,,,,,,,,,
"""BR-06604/2022""",BR,BRASIL,Presidente,1,https://www.leiaogazeta.com.br/badra-pesquisas-disputa-ao-governo-estadual-esta-aberta-na-regiao-mas-tarcisio-e-haddad-se-destacam/,pr,M,0,,,Lula,"28,5",Bolsonaro,"20,2",Ciro,1,,,,,,,,,,,,,,,,,,
"""BR-06677/2022""",BR,BRASIL,Presidente,1,https://www.valedoguaribasfm.com.br/noticia/1201437/amostragem-divulga-nova-pesquisa-sobre-corrida-ao-karnak,pr,PI,1,,,Lula,"67,2",Bolsonaro,14,Ciro,"7,2",Doria,"1,15",,,,,,,,,,,,,,,,
"""BR-06764/2022""",BR,BRASIL,Presidente,1,https://rankingpesquisa.com.br/wp-content/uploads/2022/05/BRASIL-MAIO-DE-2022-REGISTRADA-CORRIGIDA.pdf,pr,BR,1,,,Lula,39,Bolsonaro,34,Ciro,"6,4",Doria,"2,7",Janones,"1,5",Tebet,1,,,,,,,,,,,,
"""BR-06764/2022""",BR,BRASIL,Presidente,1,https://rankingpesquisa.com.br/wp-content/uploads/2022/05/BRASIL-MAIO-DE-2022-REGISTRADA-CORRIGIDA.pdf,pr,BR,0,,,Lula,30,Bolsonaro,"25,5",Ciro,"2,4",,,,,,,,,,,,,,,,,,
"""BR-06774/2022""",BR,BRASIL,Presidente,1,https://elpiaui.com.br/noticia/24971/vox-populi-lula-amplia-para-63-e-bolsonaro-mantem-15/,pr,PI,1,,,Lula,63,Bolsonaro,15,Ciro,6,Janones,1,,,,,,,,,,,,,,,,
"""BR-06774/2022""",BR,BRASIL,Presidente,1,https://elpiaui.com.br/noticia/24971/vox-populi-lula-amplia-para-63-e-bolsonaro-mantem-15/,pr,PI,0,,,Lula,54,Bolsonaro,13,Ciro,3,,,,,,,,,,,,,,,,,,
"""BR-06808/2022""",BR,BRASIL,Presidente,1,https://rankingpesquisa.com.br/wp-content/uploads/2022/06/JUNHO-RANKING-2022.pdf,pr,MS,1,,,Bolsonaro,"35,2",Lula,"33,5",Tebet,"4,2",Ciro,"3,5",Janones,1,,,,,,,,,,,,,,
"""BR-06808/2022""",BR,BRASIL,Presidente,1,https://rankingpesquisa.com.br/wp-content/uploads/2022/06/JUNHO-RANKING-2022.pdf,pr,MS,0,,,Bolsonaro,28,Lula,"26,30",Tebet,"2,4",Ciro,"2,1",,,,,,,,,,,,,,,,
"""BR-06818/2022""",BR,BRASIL,Presidente,1,https://eshoje.com.br/2022/06/bolsonaro-cresce-no-es-e-fica-tecnicamente-empatado-com-lula/,pr,ES,1,,,Bolsonaro,"35,75",Lula,"29,33",Ciro,"6,25",Janones,"2,25",Tebet,"1,75",D'Ávila,"1,17",Vera Lucia,"1,08",,,,,,,,,,
"""BR-06832/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-06889/2022""",BR,BRASIL,Presidente,1,https://revistaforum.com.br/politica/2022/5/15/lula-lidera-na-inteno-de-votos-no-amazonas-diz-pesquisa-117394.html,pr,AM,1,,,Lula,"47,5",Bolsonaro,"36,3",Ciro,"4,8",Tebet,"2,6",Doria,2,Janones,"1,6",,,,,,,,,,,,
"""BR-06924/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/05/pesquisa-presidente-SP-parana-pesquisas-mai-2022.pdf,pr,SP,1,,,Bolsonaro,"39,1",Lula,35,Ciro,"5,4",Doria,"3,9",Janones,"1,1",Tebet,"1,1",,,,,,,,,,,,
"""BR-06924/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/05/pesquisa-presidente-SP-parana-pesquisas-mai-2022.pdf,pr,SP,0,,,Bolsonaro,"24,3",Lula,"20,1",Ciro,"1,4",,,,,,,,,,,,,,,,,,
"""BR-06977/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-07002/2022""",BR,BRASIL,Presidente,1,https://deolhonacidade.net/pesquisa-informe-baiano-seculus-lula-lidera-intencoes-de-voto-com-5604-seguido-por-bolsonaro-e-ciro-gomes/,pr,BA,1,,,Lula,"56,04",Bolsonaro,"25,75",Ciro,"7,34",,,,,,,,,,,,,,,,,,
"""BR-07003/2022""",BR,BRASIL,Presidente,1,https://www.poder360.com.br/poderdata/lula-tem-45-entre-quem-recebe-auxilio-brasil-diz-poderdata/,pr,BR,1,,,Lula,44,Bolsonaro,34,Ciro,6,Janones,2,Bivar,1,Eymael,1,Tebet,1,,,,,,,,,,
"""BR-07198/2022""",BR,BRASIL,Presidente,1,https://www.jaenoticia.com.br/blogs/2022/06/01/2290-pesquisa-do-datasensus-com-539-lula-lidera-intencao-de-votos-em-alagoas,pr,AL,1,,,Lula,"53,9",Bolsonaro,"24,2",Ciro,"3,5",Janones,"3,4",,,,,,,,,,,,,,,,
"""BR-07201/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-07299/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-07314/2022""",BR,BRASIL,Presidente,1,https://exame.com/brasil/pesquisa-eleitoral-no-rs-bolsonaro-tem-39-e-lula-aparece-com-30-das-intencoes-de-voto/,pr,RS,1,,,Bolsonaro,39,Lula,30,Ciro,9,Tebet,4,D'Ávila,2,Sofia Manzano,1,Vera Lúcia,1,,,,,,,,,,
"""BR-07314/2022""",BR,BRASIL,Presidente,1,https://exame.com/brasil/pesquisa-eleitoral-no-rs-bolsonaro-tem-39-e-lula-aparece-com-30-das-intencoes-de-voto/,pr,RS,0,,,Bolsonaro,31,Lula,24,Ciro,5,Tebet,3,D'Ávila,2,Doria,1,,,,,,,,,,,,
"""BR-07451/2022""",BR,BRASIL,Presidente,1,https://www.uol.com.br/eleicoes/2022/05/25/real-time-big-data-presidente-25-maio-2022.htm,pr,BR,1,,,Lula,40,Bolsonaro,32,Ciro,9,Janones,2,Tebet,2,Bivar,1,,,,,,,,,,,,
"""BR-07451/2022""",BR,BRASIL,Presidente,1,https://www.uol.com.br/eleicoes/2022/05/25/real-time-big-data-presidente-25-maio-2022.htm,pr,BR,0,,,,,Bolsonaro,28,Lula,26,Ciro,4,Doria,1,,,,,,,,,,,,,,
"""BR-07456/2022""",BR,BRASIL,Presidente,1,https://www.portalr10.com/noticia/94952/estimativa-em-parnaiba-com-apoio-de-lula-e-wellington-rafael-tem-51-25-,pr,M,1,,,Lula,"59,5",Bolsonaro,"22,75",Ciro,4,Doria,"1,5",Janones,"1,25",,,,,,,,,,,,,,
"""BR-07646/2022""",BR,BRASIL,Presidente,1,https://exame.com/brasil/pesquisa-para-presidente-lula-tem-37-e-bolsonaro-36-no-estado-do-rio-de-janeiro/,pr,RJ,1,,,Lula,37,Bolsonaro,36,Ciro,10,Janones,2,Tebet,2,Sofia Manzano,1,,,,,,,,,,,,
"""BR-07646/2022""",BR,BRASIL,Presidente,1,https://exame.com/brasil/pesquisa-para-presidente-lula-tem-37-e-bolsonaro-36-no-estado-do-rio-de-janeiro/,pr,RJ,0,,,Lula,30,Bolsonaro,27,Ciro,6,Moro,1,Tebet,1,Janones,1,,,,,,,,,,,,
"""BR-07856/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/05/pesquisa-ipespe-BR-07856-2022.pdf,pr,BR,0,,,Lula,40,Bolsonaro,30,Ciro,4,Tebet,1,Doria,1,Janones,1,,,,,,,,,,,,
"""BR-07856/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/05/pesquisa-ipespe-BR-07856-2022.pdf,pr,BR,1,,,Lula,45,Bolsonaro,34,Ciro,8,Tebet,3,Doria,2,Janones,2,,,,,,,,,,,,
"""BR-07889/2022""",BR,BRASIL,Presidente,1,https://www.meionorte.com/politica/amostragem-divulga-pesquisa-de-intencao-de-voto-para-presidente-em-teresina-446135,pr,M,1,,,Lula,"58,33",Bolsonaro,"15,33",Ciro,"7,33",Janones,"1,33",D'Ávila,1,,,,,,,,,,,,,,
"""BR-07889/2022""",BR,BRASIL,Presidente,1,https://www.meionorte.com/politica/amostragem-divulga-pesquisa-de-intencao-de-voto-para-presidente-em-teresina-446135,pr,M,0,,,Lula,54,Bolsonaro,"14,17",Ciro,3,,,,,,,,,,,,,,,,,,
"""BR-08011/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/05/pesquisa-xpipespe.pdf,pr,BR,0,,,Lula,39,Bolsonaro,29,Ciro,3,Doria,2,Janones,1,Tebet,1,,,,,,,,,,,,
"""BR-08011/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/05/pesquisa-xpipespe.pdf,pr,BR,1,,,Lula,44,Bolsonaro,32,Ciro,8,Doria,4,Janones,2,Tebet,2,,,,,,,,,,,,
"""BR-08273/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-08300/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-08337/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-08423/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/05/PoderData-55-10mai22-.pdf,pr,BR,1,,,Lula,42,Bolsonaro,35,Ciro,5,Doria,4,Janones,3,Tebet,2,,,,,,,,,,,,
"""BR-08443/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-08512/2022""",BR,BRASIL,Presidente,1,https://diariotemporeal.com/111134-em-goiania-bolsonaro-esta-oito-pontos-a-frente-de-lula/,pr,GO,1,,,Bolsonaro,"36,17",Lula,"27,67",Ciro,"6,33",,,,,,,,,,,,,,,,,,
"""BR-08519/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-08674/2022""",BR,BRASIL,Presidente,1,https://diariotemporeal.com/111224-goias-pesquisas-mais-goias-bolsonaro-tem-4957-e-lula-aparece-com-3252-das-intencoes-de-voto-em-go/,pr,GO,1,,,Bolsonaro,"49,57",Lula,"32,52",Ciro,"5,36",Tebet,"2,92",D'Ávila,"1,71",Janones,"1,58",,,,,,,,,,,,
"""BR-08805/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-08872/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-09104/2022""",BR,BRASIL,Presidente,1,https://98fmnatal.com.br/ultimas/bolsonaro-aparece-a-frente-de-lula-no-rn-segundo-pesquisa-espontanea-brasmarket/,pr,RN,0,,,Bolsonaro,"23,6",Lula,"21,7",Ciro,"3,4",,,,,,,,,,,,,,,,,,
"""BR-09104/2022""",BR,BRASIL,Presidente,1,https://98fmnatal.com.br/ultimas/pesquisa-brasmarket-no-rn-mostra-lula-com-40-e-bolsonaro-com-34/,pr,RN,1,,,Lula,40,Bolsonaro,34,Ciro,"8,9",Tebet,"1,5",,,,,,,,,,,,,,,,
"""BR-09111/2022""",BR,BRASIL,Presidente,1,https://eshoje.com.br/2022/05/capixabas-votariam-no-retorno-de-lula-da-silva/,pr,ES,1,,,Lula,"34,56",Bolsonaro,"28,94",Ciro,"5,44",Doria,"2,38",Janones,"1,19",Bivar,"1,19",Tebet,"1,19",,,,,,,,,,
"""BR-09255/2022""",BR,BRASIL,Presidente,1,https://www.paranapesquisas.com.br/noticias/parana-pesquisas-divulga-pesquisa-realizada-no-estado-de-minas-gerais-registro-tse-n-o-br-09255-2022-para-situacao-eleitoral-para-o-executivo-federal-e-avaliacao-da-administracao-federal-mai/,pr,MG,0,,,Lula,"24,6",Bolsonaro,"22,4",Ciro,"1,4",,,,,,,,,,,,,,,,,,
"""BR-09255/2022""",BR,BRASIL,Presidente,1,https://www.paranapesquisas.com.br/noticias/parana-pesquisas-divulga-pesquisa-realizada-no-estado-de-minas-gerais-registro-tse-n-o-br-09255-2022-para-situacao-eleitoral-para-o-executivo-federal-e-avaliacao-da-administracao-federal-mai/,pr,MG,1,,,Lula,"41,6",Bolsonaro,"33,8",Ciro,"6,2",Janones,2,Doria,"1,3",Eymael,1,,,,,,,,,,,,
"""BR-09261/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
