tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,position,ambito,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""PA-03238/2022""",PA,PARÁ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.portalsantarem.com.br/noticias/conteudo/pesquisa-doxa-aponta-primeiros-passos-da-corrida-eleitoral-no-municipio-de-santarem/113135,g,M,1,,,Helder Barbalho,"42,9",Zequinha Marinho,11,Major Marconi,"3,8",Silvia Leticia,"2,5",Renata Fonseca,"1,6",,,,,,,,,,,,,,
"""PA-03238/2022""",PA,PARÁ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.portalsantarem.com.br/noticias/conteudo/pesquisa-doxa-aponta-primeiros-passos-da-corrida-eleitoral-no-municipio-de-santarem/113135,s,M,0,,,Mario Couto,"3,8",Flexa Ribeiro,"2,4",,,,,,,,,,,,,,,,,,,,
"""PA-03238/2022""",PA,PARÁ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.portalsantarem.com.br/noticias/conteudo/pesquisa-doxa-aponta-primeiros-passos-da-corrida-eleitoral-no-municipio-de-santarem/113135,s,M,1,,,Mario Couto,"18,6",Flexa Ribeiro,"15,4",Beto Faro,"9,3",Manoel Pioneiro,6,,,,,,,,,,,,,,,,
"""PA-04494/2022""",PA,PARÁ,"Governador, Deputado Distrital, Deputado Estadual, Deputado Federal, Senador",1,https://www.hiroshibogea.com.br/doxa-pesquisa-em-belem-e-ananindeua-mostra-lula-e-helder-disparados/,g,M,1,,,Helder Barbalho,"73,3",Zequinha Marinho,"2,9",Major Marconi,"2,3",Renata Fonseca,"1,2",,,,,,,,,,,,,,,,
"""PA-05101/2022""",PA,PARÁ,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""PA-07254/2022""",PA,PARÁ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://blogdoreinaldo.com.br/pesquisa-doxa-lula-e-helder-lideram-no-para/,g,PA,1,,,Helder Barbalho,"61,4",Zequinha Marinho,"6,1",Major Marconi,"3,5",Cleber Rabelo,"2,4",Renata Fonseca,"1,4",,,,,,,,,,,,,,
"""PA-07254/2022""",PA,PARÁ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://blogdoreinaldo.com.br/pesquisa-doxa-lula-e-helder-lideram-no-para/,g,PA,0,,,Helder Barbalho,"29,6",Zequinha Marinho,"2,1",Major Marconi,1,,,,,,,,,,,,,,,,,,
"""PA-07254/2022""",PA,PARÁ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://blogdoreinaldo.com.br/pesquisa-doxa-lula-e-helder-lideram-no-para/,s,PA,1,,,Marcio Miranda,"26,4",Mario Couto,"7,8",Flexa Ribeiro,"6,1",Manoel Pioneiro,"5,8",Beto Faro,"5,7",,,,,,,,,,,,,,
"""PA-07254/2022""",PA,PARÁ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://blogdoreinaldo.com.br/pesquisa-doxa-lula-e-helder-lideram-no-para/,s,PA,0,,,Marcio Miranda,"5,1",Mario Couto,"2,3",Manoel Pioneiro,"1,5",Flexa Ribeiro,"1,3",,,,,,,,,,,,,,,,
"""PE-00386/2022""",PE,PERNAMBUCO,Governador,1,https://blognovocontexto.com.br/anderson-ferreira-lidera-corrida-ao-governo-do-estado-na-modalidade-espontanea/,g,PE,0,,,Anderson Ferreira,"4,6",Marilia Arraes,"4,4",Raquel Lyra,"2,9",Miguel Coelho,"2,3",Danilo Cabral,"1,3",,,,,,,,,,,,,,
"""PE-02007/2022""",PE,PERNAMBUCO,"Governador, Senador",1,https://www.blogdomagno.com.br/pernambuco/marilia-tem-mais-que-o-dobro-das-intencoes-de-voto-de-raquel,g,PE,1,,,Marilia Arraes,"28,1",Raquel Lyra,"12,6",Danilo Cabral,"4,5",Anderson Ferreira,"8,8",Miguel Coelho,"8,7",,,,,,,,,,,,,,
"""PE-02007/2022""",PE,PERNAMBUCO,"Governador, Senador",1,https://www.blogdomagno.com.br/pernambuco/marilia-tem-mais-que-o-dobro-das-intencoes-de-voto-de-raquel,g,PE,0,,,Marilia Arraes,"10,8",Raquel Lyra,"5,7",Miguel,"4,8",Anderson Ferreira,4,Danilo Cabral,"2,3",,,,,,,,,,,,,,
"""PE-02007/2022""",PE,PERNAMBUCO,"Governador, Senador",1,https://blogdomagno.com.br/pernambuco/mesmo-sem-confirmados-ainda-armando-e-mendonca-sao-os-preferidos-para-o-senado,s,PE,1,,,Armando Monteiro,"18,3",Mendonça Filho,"16,9",Teresa Leitão,"7,5",André de Paula,"5,7",Gilson Machado,"4,3",,,,,,,,,,,,,,
"""PE-02007/2022""",PE,PERNAMBUCO,"Governador, Senador",1,https://blogdomagno.com.br/pernambuco/mesmo-sem-confirmados-ainda-armando-e-mendonca-sao-os-preferidos-para-o-senado,s,PE,0,,,Armando Monteiro,"5,5",Mendonça Filho,"2,8",Gilson Machado,"1,9",Teresa Leitão,"1,8",André de Paula,"1,4",,,,,,,,,,,,,,
"""PE-03117/2022""",PE,PERNAMBUCO,"Governador, Senador",1,https://exame.com/brasil/pesquisa-eleitoral-senado-pernambuco/,s,PE,1,,,André de Paula,8,Tereza Leitão,7,Gilson Machado,7,Luciana Santos,6,Armando Monteiro,4,Eugenia Lima,2,,,,,,,,,,,,
"""PE-03117/2022""",PE,PERNAMBUCO,"Governador, Senador",1,https://exame.com/brasil/pesquisa-eleitoral-senado-pernambuco/,s,PE,0,,,Marilia Arraes,13,Raquel Lyra,7,Gilson Machado,3,André de Paula,3,Anderson Ferreira,2,Armando Monteiro,2,Tereza Leitão,1,Engenia Lima,1,Luciana Santos,1,Carlos Veras,1,Fernando Coelho,1,,
"""PE-03117/2022""",PE,PERNAMBUCO,"Governador, Senador",1,https://exame.com/brasil/pesquisa-governo-de-pe-marilia-tem-24-e-raquel-18-coelho-e-ferreira-aparecem-com-12-cada/,g,PE,1,,,Marilia Arraes,24,Raquel Lyra,18,Miguel Coelho,12,Anderson Ferreira,12,Danilo Cabral,8,João Arnaldo,2,Jones Manoel,1,,,,,,,,,,
"""PE-03117/2022""",PE,PERNAMBUCO,"Governador, Senador",1,https://exame.com/brasil/pesquisa-governo-de-pe-marilia-tem-24-e-raquel-18-coelho-e-ferreira-aparecem-com-12-cada/,g,PE,0,,,Marilia Arraes,11,Raquel Lyra,9,Miguel Coelho,6,Anderson Ferreira,5,Danilo Cabral,2,Paulo Câmara,1,,,,,,,,,,,,
"""PE-04682/2022""",PE,PERNAMBUCO,"Senador, Governador",1,https://static.poder360.com.br/2022/05/PERNAMBUCO-Eleic%CC%A7o%CC%83es-Gerais-2022-PE-046822022-1.pdf,g,PE,1,,,Marilia Arraes,"28,8",Raquel Lyra,16,Miguel Coelho,"13,6",Anderson Ferreira,"12,1",Danilo Cabral,"7,1",João Arnaldo,"1,3",,,,,,,,,,,,
"""PE-04682/2022""",PE,PERNAMBUCO,"Senador, Governador",1,https://static.poder360.com.br/2022/05/PERNAMBUCO-Eleic%CC%A7o%CC%83es-Gerais-2022-PE-046822022-1.pdf,g,PE,0,,,Marilia Arraes,"5,8",Miguel Coelho,"4,2",Raquel Lyra,"3,8",Anderson Ferreira,"2,7",Danilo Cabral,"1,5",Paulo Câmara,"1,3",,,,,,,,,,,,
"""PE-04682/2022""",PE,PERNAMBUCO,"Senador, Governador",1,https://static.poder360.com.br/2022/05/PERNAMBUCO-Eleic%CC%A7o%CC%83es-Gerais-2022-PE-046822022-1.pdf,s,PE,1,,,Raquel Lyra,"32,8",André de Paula,14,Teresa Leitão,"9,8",Gilson Machado,"8,3",Eugênia Lima,"1,1",,,,,,,,,,,,,,
"""PE-07515/2022""",PE,PERNAMBUCO,"Senador, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""PI-00421/2022""",PI,PIAUÍ,"Governador, Senador",1,https://noticias.r7.com/brasilia/silvio-mendes-lidera-corrida-ao-governo-do-piaui-aponta-pesquisa-28062022,g,PI,1,,,Silvio Mendes,39,Rafael Fonteles,26,Major Diego Melo,4,Gessy Fonseca,2,Alessander Mendes,2,Wallace Miranda,1,Ravenna Castro,1,Madalena Nunes,1,,,,,,,,
"""PI-00421/2022""",PI,PIAUÍ,"Governador, Senador",1,https://noticias.r7.com/brasilia/silvio-mendes-lidera-corrida-ao-governo-do-piaui-aponta-pesquisa-28062022,g,PI,0,,,Silvio Mendes,21,Rafael Fonteles,10,Major Diego Melo,1,Wellington Dias,1,,,,,,,,,,,,,,,,
"""PI-00421/2022""",PI,PIAUÍ,"Governador, Senador",1,https://noticias.r7.com/brasilia/silvio-mendes-lidera-corrida-ao-governo-do-piaui-aponta-pesquisa-28062022,s,PI,1,,,Wellington Dias,38,Joel Rodrigues,22,Fábio Sérvio,4,Professor Ajosé,3,Nel Lopes,1,,,,,,,,,,,,,,
"""PI-00745/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.tvpiaui.com.br/noticias/politica/joel-rodrigues-empata-com-wellington-dias-na-disputa-pelo-senado-no-municipio-de-altos-2022-05-30,s,M,1,,,Wellington Dias,"29,72",Joel Rodrigues,"25,83",Fábio Sérvio,"1,39",,,,,,,,,,,,,,,,,,
"""PI-00745/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.tvpiaui.com.br/noticias/politica/joel-rodrigues-empata-com-wellington-dias-na-disputa-pelo-senado-no-municipio-de-altos-2022-05-30,g,M,1,,,Silvio Mendes,"48,61",Rafael Fonteles,"20,56",Major Diego Melo,"5,28",Gessy Fonseca,"3,06",,,,,,,,,,,,,,,,
"""PI-00946/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.oitomeia.com.br/noticias/2022/06/11/pesquisa-credibilidade-oitomeia-em-piripiri-silvio-mendes-lidera-com-43-das-intencoes-de-voto/,g,M,1,,,Silvio Mendes,"43,5",Rafael Fonteles,32,Major Diego Melo,"3,5",Gessy Fonseca,"1,75",,,,,,,,,,,,,,,,
"""PI-00946/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.oitomeia.com.br/noticias/2022/06/11/pesquisa-credibilidade-oitomeia-em-piripiri-silvio-mendes-lidera-com-43-das-intencoes-de-voto/,g,M,0,,,Silvio Mendes,23,Rafael Fonteles,"21,25",Major Diego Melo,"1,25",,,,,,,,,,,,,,,,,,
"""PI-00946/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.oitomeia.com.br/noticias/2022/06/11/pesquisa-credibilidade-oitomeia-em-piripiri-silvio-mendes-lidera-com-43-das-intencoes-de-voto/,s,M,1,,,Wellington Dias,"38,5",Joel Rodrigues,"18,5",Fábio Sérvio,6,,,,,,,,,,,,,,,,,,
"""PI-01189/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://piauihoje.com/noticias/politica/pesquisa-amostragem-para-senador-wellington-52-8-joel-11-2-fabio-servio-4-8-406351.html,s,PI,0,,,Wellington Dias,"12,95",Joel Rodrigues,"4,4",Wilson Martins,"2,65",Ciro Nogueira,"1,15",,,,,,,,,,,,,,,,
"""PI-01189/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://piauihoje.com/noticias/politica/pesquisa-amostragem-para-senador-wellington-52-8-joel-11-2-fabio-servio-4-8-406351.html,s,PI,1,,,Wellington Dias,"52,85",Joel Rodrigues,"11,25",Fábio Sérvio,"4,8",Prof. Ajosé,"3,6",Nel Lopes,"1,9",,,,,,,,,,,,,,
"""PI-01189/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://piauihoje.com/noticias/politica/com-apoios-rafael-fonteles-tem-55-82-e-silvio-mendes-tem-29-92-diz-amostragem-406345.html,g,PI,1,,,Silvio Mendes,"31,8",Rafael Fonteles,"27,95",Major Diego Melo,"2,45",Gessy Fonseca,"2,2",Geraldo Carvalho,"1,65",Madalena Nunes,"1,05",Ravenna Castro,"1,05",,,,,,,,,,
"""PI-01447/2022""",PI,PIAUÍ,Governador,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""PI-02299/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,http://www.postuniao.com.br/Publicacao.aspx?id=313196,g,M,1,,,Silvio Mendes,"53,5",Rafael Fonteles,"24,25",Major Diego Melo,2,Gessy Fonseca,"1,75",,,,,,,,,,,,,,,,
"""PI-02299/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,http://www.postuniao.com.br/Publicacao.aspx?id=313196,g,M,0,,,Silvio Mendes,"24,75",Rafael Fonteles,"7,75",,,,,,,,,,,,,,,,,,,,
"""PI-02299/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,http://www.postuniao.com.br/Publicacao.aspx?id=313196,s,M,0,,,Wellington Dias,"20,5",Joel Rodrigues,6,,,,,,,,,,,,,,,,,,,,
"""PI-02299/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,http://www.postuniao.com.br/Publicacao.aspx?id=313196,s,M,1,,,Wellington Dias,"34,75",Joel Rodrigues,"24,25",Fábio Sérvio,"1,5",,,,,,,,,,,,,,,,,,
"""PI-02548/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://piauihoje.com/noticias/politica/pesquisa-datamax-para-senador-wellington-dias-48-joel-rodrigues-8-fabio-servio-4-404663.html,s,PI,1,,,Wellington Dias,"48,45",Joel Rodrigues,"8,4",Fábio Sérvio,"3,65",Professor Ajosé,"2,05",Nel Lopes,"1,1",,,,,,,,,,,,,,
"""PI-02548/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://piauihoje.com/noticias/politica/pesquisa-datamax-para-senador-wellington-dias-48-joel-rodrigues-8-fabio-servio-4-404663.html,s,PI,0,,,Wellington Dias,"12,8",Joel Rodrigues,"3,25",,,,,,,,,,,,,,,,,,,,
"""PI-02548/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.gp1.com.br/eleicoes-2022/noticia/2022/6/6/instituto-datamax-diz-que-rafael-fonteles-tem-3040-e-silvio-mendes-26-527012.html,g,PI,1,,,Rafael Fonteles,30,Silvio Mendes,26,Gessy Fonseca,"2,35",Major Diego,"1,95",,,,,,,,,,,,,,,,
"""PI-02548/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.gp1.com.br/eleicoes-2022/noticia/2022/6/6/instituto-datamax-diz-que-rafael-fonteles-tem-3040-e-silvio-mendes-26-527012.html,g,PI,0,,,Silvio Mendes,"9,9",Rafael Fonteles,"8,9",Wellington Dias,"5,7",PT,"3,05",Lula,"1,8",,,,,,,,,,,,,,
"""PI-02723/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.portalsemfronteiras.com.br/2022/06/20/rafael-lidera-em-piripiri-em-todos-os-cenarios-com-apoio-de-lula-tem-6250-contra-13-de-silvio-com-apoio-de-ciro-nogueira/,g,M,1,,,Rafael Fonteles,"32,5",Silvio Mendes,15,Major Diego,"2,25",Wallace Miranda,"1,5",Ravenna Castro,"1,25",Gessy Fonseca,"1,25",,,,,,,,,,,,
"""PI-02723/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.portalsemfronteiras.com.br/2022/06/20/rafael-lidera-em-piripiri-em-todos-os-cenarios-com-apoio-de-lula-tem-6250-contra-13-de-silvio-com-apoio-de-ciro-nogueira/,g,M,0,,,Rafael Fonteles,"8,25",Silvio Mendes,"5,25",Wellington Dias,"5,75",PT,"4,5",Lula,"1,75",,,,,,,,,,,,,,
"""PI-02723/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.portalsemfronteiras.com.br/2022/06/20/rafael-lidera-em-piripiri-em-todos-os-cenarios-com-apoio-de-lula-tem-6250-contra-13-de-silvio-com-apoio-de-ciro-nogueira/,s,M,1,,,Wellington Dias,"57,75",Professor Ajosé,"2,75",Joel Rodrigues,"2,25",Fábio Sérvio,"1,75",Nei Lopes,1,,,,,,,,,,,,,,
"""PI-02983/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.oitomeia.com.br/noticias/2022/06/13/pesquisa-eleitoral-so-em-teresina-silvio-71-x-rafael-28-em-votos-validos-veja-os-numeros/,g,M,1,,,Silvio Mendes,"53,09",Rafael Fonteles,"23,27",Gessy Fonseca,5,Major Diego,"3,82",,,,,,,,,,,,,,,,
"""PI-03070/2022""",PI,PIAUÍ,"Senador, Governador",1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-realizada-no-estado-do-piaui-registro-tse-n-o-pi-03070-2022-situacao-eleitoral-para-o-executivo-estadual-e-legislativo-estadual-em-2022-e-avaliacao-da-administracao/,g,PI,0,,,Silvio Mendes,"13,8",Rafael Fonteles,"8,2",Wellington Dias,"1,6",,,,,,,,,,,,,,,,,,
"""PI-03070/2022""",PI,PIAUÍ,"Senador, Governador",1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-realizada-no-estado-do-piaui-registro-tse-n-o-pi-03070-2022-situacao-eleitoral-para-o-executivo-estadual-e-legislativo-estadual-em-2022-e-avaliacao-da-administracao/,g,PI,1,,,Silvio Mendes,"42,3",Rafael Fonteles,26,Major Diego,"5,4",Gessy Fonseca,"1,1",,,,,,,,,,,,,,,,
"""PI-03070/2022""",PI,PIAUÍ,"Senador, Governador",1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-realizada-no-estado-do-piaui-registro-tse-n-o-pi-03070-2022-situacao-eleitoral-para-o-executivo-estadual-e-legislativo-estadual-em-2022-e-avaliacao-da-administracao/,s,PI,0,,,Wellington Dias,"8,1",Joel Rodrigues,"4,9",,,,,,,,,,,,,,,,,,,,
"""PI-03070/2022""",PI,PIAUÍ,"Senador, Governador",1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-realizada-no-estado-do-piaui-registro-tse-n-o-pi-03070-2022-situacao-eleitoral-para-o-executivo-estadual-e-legislativo-estadual-em-2022-e-avaliacao-da-administracao/,s,PI,1,,,Wellington Dias,"40,9",Joel Rodrigues,"27,5",,,,,,,,,,,,,,,,,,,,
"""PI-03420/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://piauihoje.com/noticias/politica/wellington-dias-lidera-em-teresina-com-43-33-para-senador-aponta-pesquisa-do-datamax-404838.html,s,M,1,,,Wellington Dias,"43,33",Fábio Sérvio,"5,33",Joel Rodrigues,5,Professor Ajosé,"3,17",,,,,,,,,,,,,,,,
"""PI-03420/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://lupa1.com.br/noticias/eleicoes-2022/datamax-com-apoio-de-lula-rafael-lidera-com-39-50-em-teresina-silvio-tem-29-33-com-ciro-13944.html,g,M,1,,,Silvio Mendes,"37,33",Rafael Fonteles,"26,67",Major Diego,"5,33",Gessy Fonseca,"5,17",,,,,,,,,,,,,,,,
"""PI-03420/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://lupa1.com.br/noticias/eleicoes-2022/datamax-com-apoio-de-lula-rafael-lidera-com-39-50-em-teresina-silvio-tem-29-33-com-ciro-13944.html,g,M,0,,,Silvio Mendes,"12,83",Rafael Fonteles,"10,67",Wellington Dias,"4,17",Major Diego,"1,33",,,,,,,,,,,,,,,,
"""PI-03531/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""PI-03540/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://pensarpiaui.com/media/uploads/2022/06/07/datamax-parnaiba_O8kqH7C.pdf,g,M,0,,,Rafael Fonteles,7,Silvio Mendes,"6,4",Wellington Dias,"4,2",PT,"3,2",Mão Santa,"1,8",Ciro Nogueira,1,,,,,,,,,,,,
"""PI-03540/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://pensarpiaui.com/media/uploads/2022/06/07/datamax-parnaiba_O8kqH7C.pdf,g,M,1,,,Rafael Fonteles,"29,6",Silvio Mendes,"22,6",Major Diego,"2,6",Gustavo Henrique,"1,2",Gessy Fonseca,"1,2",Cleiton Popular,"1,2",Wallace Miranda,1,,,,,,,,,,
"""PI-03540/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://pensarpiaui.com/media/uploads/2022/06/07/datamax-parnaiba_O8kqH7C.pdf,s,M,0,,,Wellington Dias,"11,4",PT,"3,4",Joel Rodrigues,"1,6",,,,,,,,,,,,,,,,,,
"""PI-03540/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://pensarpiaui.com/media/uploads/2022/06/07/datamax-parnaiba_O8kqH7C.pdf,s,M,1,,,Wellington Dias,"56,8",Joel Rodrigues,"5,6",Fábio Sérvio,"4,2",Professor Ajosé,"3,2",Nei Lopes,"1,4",,,,,,,,,,,,,,
"""PI-04129/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://cidadesnanet.com/news/politica/pesquisa-aponta-lideranca-de-rafael-fonteles-em-picos/,g,M,0,,,Rafael Fonteles,"14,75",Silvio Mendes,"7,25",PT,"3,75",Wellington Dias,"2,5",,,,,,,,,,,,,,,,
"""PI-04129/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://cidadesnanet.com/news/politica/pesquisa-aponta-lideranca-de-rafael-fonteles-em-picos/,g,M,1,,,Rafael Fonteles,54,Silvio Mendes,16,Major Diego,"5,75",,,,,,,,,,,,,,,,,,
"""PI-04129/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://cidadesnanet.com/news/politica/pesquisa-aponta-lideranca-de-rafael-fonteles-em-picos/,s,M,0,,,Wellington Dias,16,Joel Rodrigues,"5,75",,,,,,,,,,,,,,,,,,,,
"""PI-04129/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://cidadesnanet.com/news/politica/pesquisa-aponta-lideranca-de-rafael-fonteles-em-picos/,s,M,1,,,Wellington Dias,"46,5",Joel Rodrigues,"15,5",Fábio Sérvio,"2,5",Nei Lopes,1,,,,,,,,,,,,,,,,
"""PI-04271/2022""",PI,PIAUÍ,"Governador, Senador",1,https://www.portalr10.com/noticia/94952/estimativa-em-parnaiba-com-apoio-de-lula-e-wellington-rafael-tem-51-25-,g,M,1,,,Rafael Fonteles,"29,5",Silvio Mendes,"19,25",Major Diego,"5,25",,,,,,,,,,,,,,,,,,
"""PI-04271/2022""",PI,PIAUÍ,"Governador, Senador",1,https://www.portalr10.com/noticia/94952/estimativa-em-parnaiba-com-apoio-de-lula-e-wellington-rafael-tem-51-25-,s,M,1,,,Wellington Dias,"43,25",Kleber Montezuma,"9,25",Joel Rodrigues,"4,25",Fábio Sérvio,"3,5",,,,,,,,,,,,,,,,
"""PI-04829/2022""",PI,PIAUÍ,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""PI-05277/2022""",PI,PIAUÍ,"Governador, Senador",1,https://www.portalr10.com/noticia/94951/estimativa-em-floriano-com-apoio-de-lula-e-wellington-rafael-tem-37-,g,M,1,,,Rafael Fonteles,15,Silvio Mendes,13,Major Diego,3,,,,,,,,,,,,,,,,,,
"""PI-05277/2022""",PI,PIAUÍ,"Governador, Senador",1,https://www.portalr10.com/noticia/94951/estimativa-em-floriano-com-apoio-de-lula-e-wellington-rafael-tem-37-,s,M,1,,,Wellington Dias,"29,67",Joel Rodrigues,19,Fábio Sérvio,"3,33",Kleber Montezuma,"1,33",,,,,,,,,,,,,,,,
"""PI-05482/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.florianonews.com/noticias/politica/datamax-em-floriano-rafael-apoiado-por-lula-lidera-com-47-contra-1575-de-silvio-com-ciro-84743.html,g,M,1,,,Rafael Fonteles,"23,75",Silvio Mendes,18,Major Diego,"1,75",Wallace Miranda,"1,5",Gustavo Henrique Senador,1,,,,,,,,,,,,,,
"""PI-05482/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.florianonews.com/noticias/politica/datamax-em-floriano-rafael-apoiado-por-lula-lidera-com-47-contra-1575-de-silvio-com-ciro-84743.html,g,M,0,,,Rafael Fonteles,"8,5",Silvio Mendes,8,Wellington Dias,"5,25",PT,"2,25",Lula,"1,25",,,,,,,,,,,,,,
"""PI-05482/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.florianonews.com/noticias/politica/datamax-em-floriano-rafael-apoiado-por-lula-lidera-com-47-contra-1575-de-silvio-com-ciro-84743.html,s,M,1,,,Wellington Dias,40,Joel Rodrigues,"30,25",Professor Ajosé,"1,5",Fábio Sérvio,1,,,,,,,,,,,,,,,,
"""PI-05482/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.florianonews.com/noticias/politica/datamax-em-floriano-rafael-apoiado-por-lula-lidera-com-47-contra-1575-de-silvio-com-ciro-84743.html,s,M,0,,,Joel Rodrigues,19,Wellington Dias,"17,25",PT,"1,5",,,,,,,,,,,,,,,,,,
"""PI-05928/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""PI-05978/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://piauihoje.com/noticias/politica/pesquisa-datamax-para-governador-em-uniao-rafael-fonteles-32-x-18-silvio-mendes-406094.html,g,M,1,,,Rafael Fonteles,"32,29",Silvio Mendes,"18,29",Gustavo Henrique Senador,"4,57",Gessy Fonseca,"1,71",Major Diego,"1,14",,,,,,,,,,,,,,
"""PI-06420/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://piauihoje.com/noticias/politica/pesquisa-para-senador-em-teresina-wellington-44-joel-9-fabio-servio-6-405521.html,s,M,1,,,Wellington Dias,"44,50",Joel Rodrigues,9,Fábio Sérvio,"5,67",Professor Ajosé,"2,17",,,,,,,,,,,,,,,,
"""PI-06420/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://piauihoje.com/noticias/politica/pesquisa-para-senador-em-teresina-wellington-44-joel-9-fabio-servio-6-405521.html,s,M,0,,,Wellington Dias,18,Joel Rodrigues,"4,83",PL,1,,,,,,,,,,,,,,,,,,
"""PI-06420/2022""",PI,PIAUÍ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://piauihoje.com/noticias/politica/pesquisa-datamax-aponta-que-silvio-mendes-tem-33-das-intencoes-de-votos-e-rafael-tem-27-405520.html,g,M,0,,,Silvio Mendes,"12,83",Rafael Fonteles,"9,33",Wellington Dias,"3,83",PT,"3,33",Gessy Fonseca,"1,83",Major Diego,"1,17",Lula,1,,,,,,,,,,
