tse_id,url,info_uf,info_position,util,position,ambito,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
MS-01590/2022,https://rankingpesquisa.com.br/wp-content/uploads/2022/03/ELEICOES-2022-FEVEREIRO-MS-1.pdf,MS,"Governador, Senador, Deputado Federal, Deputado Estadual",1,g,MS,1,,,André Puccinelli,"21,1",Rose Modesto,"17,3",Marquinhos Trad,"15,5",Eduardo Riedel,13,Zeca do PT,"8,3",Odilon,"3,2",João Henrique Catan,"1,6",Capitão Contar,1,,,,,,,,
MS-01590/2022,https://rankingpesquisa.com.br/wp-content/uploads/2022/03/ELEICOES-2022-FEVEREIRO-MS-1.pdf,MS,"Governador, Senador, Deputado Federal, Deputado Estadual",1,s,MS,1,,,Tereza Cristina,"20,3",Rose Modesto,"19,5",Simone Tebet,"14,2",Reinaldo Azambuja,12,Geraldo Resende,"7,1",Odilon,"6,5",,,,,,,,,,,,
MS-01590/2022,https://rankingpesquisa.com.br/wp-content/uploads/2022/03/ELEICOES-2022-FEVEREIRO-MS-1.pdf,MS,"Governador, Senador, Deputado Federal, Deputado Estadual",1,s,MS,0,,,Tereza Cristina,"11,4",Rose Modesto,"10,6",Reinaldo Azambuja,"6,2",Simone Tebet,5,Zeca do PT,"3,5",Odilon,"3,2",Geraldo Resende,"2,5",,,,,,,,,,
MS-07079/2022,https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-dhcpf/07079ba7-1f05-4898-bf96-4e875f8a4676,MS,Governador,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
MT-03989/2022,https://www.yamahamotorsports.com/hyper-naked/models/mt-03,MT,"Senador, Deputado Federal, Deputado Estadual, Governador, Deputado Distrital",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-04555/2022,https://minutomt.com.br/espia-ai/nova-pesquisa-mostra-bolsonaro-disparado-na-frente-de-lula-em-mt/,MT,"Governador, Deputado Estadual, Senador, Deputado Federal",1,de,MT,0,,,Janaina Riva,"4,8",Max Russi,"4,0",Wilson Santos,"3,3",Gilberto Cattani,"3,0",Júlio Campos,"2,7",Dimar dal Bosco,"2,7",Delegado Claudinei,"2,5",Nininho,"2,5",Lúdio Cabral,"2,3",Faissal,"2,3",,,,
MT-04555/2022,https://minutomt.com.br/espia-ai/nova-pesquisa-mostra-bolsonaro-disparado-na-frente-de-lula-em-mt/,MT,"Governador, Deputado Estadual, Senador, Deputado Federal",1,g,MT,1,,,Mauro Mendes,"33,7",Wellington Fagundes,"20,6",Emanuel Pinheiro,15,Nilson Leitão,"9,8",José Carlos do Pátio,"1,7",Gilberto Lopes Filho,"1,5",,,,,,,,,,,,
MT-04555/2022,https://www.agoramt.com.br/2022/03/492746/,MT,"Governador, Deputado Estadual, Senador, Deputado Federal",1,g,MT,0,,,Mauro Mendes,"19,5",Wellington Fagundes,"9,1",Emanuel Pinheiro,7,Nilson Leitão,"4,1",Janaina Riva,"0,2",Dilceu Rossato,"0,2",Otaviano Pivetta,"0,1",,,,,,,,,,
MT-04555/2022,https://odocumento.com.br/wellington-lidera-disputa-ao-senado-com-225-medeiros-e-pivetta-brigam-pela-segunda-colocacao-e-neri-nao-decola/,MT,"Governador, Deputado Estadual, Senador, Deputado Federal",1,s,MT,1,,,Wellington Fagundes,"22,5",José Medeiros,"9,8",Otaviano Pivetta,"9,5",Maria Lúcia ,"6,2",Neri Geller ,"4,7",,,,,,,,,,,,,,
MT-04555/2022,https://odocumento.com.br/com-47-das-citacoes-emanuelzinho-lidera-corrida-a-camara-federal-543-estao-indecisos-veja-lista-com-22-nomes/,MT,"Governador, Deputado Estadual, Senador, Deputado Federal",1,df,MT,0,,,Emanuelzinho,"4,7",Nelson Barbudo,4,José Medeiros ,3,Juarez Costa,"2,5",Carlos Bezerra,2,Professora Rosa Neide,"1,8",Neri Geller,"1,5",Nilson Leitão,"1,3",Coronel Fernanda,1,Sargento Joelson,1,,,,
MT-06078/2022,https://www.sefaz.mt.gov.br/ipva/emissaoguia/emitir,MT,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-08488/2022,https://www.sefaz.mt.gov.br/ipva/emissaoguia/emitir,MT,"Senador, Governador, Deputado Federal, Deputado Estadual",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-09210/2022,https://www.facebook.com/transmitindonoticias/posts/164898849218063,MT,"Governador, Deputado Distrital, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00188/2022,http://www.tudororaima.com.br/2022/03/pesquisa-mostra-como-estao-as-intencoes.html,PA,"Governador, Senador, Deputado Federal, Deputado Estadual, Deputado Distrital",1,g,PA,0,,,Helder Barbalho,"14,51",Zequinha Marinho,"10,58",Paulo Rocha,"8,36",Márcio Miranda,"6,96",Simão Jatene,"5,92",Manoel Pioneiro,"5,26",Mário Couto,"4,89",Beto Faro,4,Ana Júlia,"3,55",Everaldo Eguchi,"2,4",Flexa Ribeiro,"1,85",Zenaldo Coutinho,"1,18"
PA-00188/2022,http://www.tudororaima.com.br/2022/03/pesquisa-mostra-como-estao-as-intencoes.html,PA,"Governador, Senador, Deputado Federal, Deputado Estadual, Deputado Distrital",1,s,PA,1,,,Márcio Miranda,"20,8",Mário Couto,"27,46",Beto Faro,"11,84",Manoel Pioneiro,"6,74",Damares Alves,"2,59",,,,,,,,,,,,,,
PA-08998/2022,https://bacananews.com.br/helder-dispara-na-frente-em-nova-pesquisa-ursula-lidera-no-senado-e-lula-na-presidencia/,PA,"Governador, Deputado Federal, Senador",1,s,M,1,,,Úrsula,"24,8",Pioneiro,"9,6",Flexa,"2,6",Beto,"2,8",Mário,"10,4",,,,,,,,,,,,,,
PA-08998/2022,https://bacananews.com.br/helder-dispara-na-frente-em-nova-pesquisa-ursula-lidera-no-senado-e-lula-na-presidencia/,PA,"Governador, Deputado Federal, Senador",1,g,M,1,,,Helder Barbalho,"62,6",Zequinha Marinho,"3,5",Jatene,"6,4",P. Rocha,"4,1",Araceli,"1,7",,,,,,,,,,,,,,
PB-06073/2022,https://www.gazetadopovo.com.br/vozes/roger-pereira/ratinho-junior-favorito-pesquisa-estados/,PB,"Governador, Senador",1,s,PB,1,,,Ricardo Coutinho ,21,Efraim Filho ,"11,3",Aguinaldo Ribeiro,7,Marcelo Queiroga,"2,4",Bruno Roberto,"1,7",Carlão Pelo Bem,"0,7",,,,,,,,,,,,
PB-06073/2022,https://www.politicaetc.com.br/2022/02/veja-numeros-da-nova-pesquisa-para-disputa-do-governo-do-estado/,PB,"Governador, Senador",1,g,PB,1,,,João Azevedo,"40,7",Pedro Cunha Lima,"14,2",Veneziano Vital,"6,6",Luciano Cartaxo,"5,9",Nilvan Ferreira,"3,2",Lígia Feliciano,1,,,,,,,,,,,,
PB-06073/2022,https://f5online.com.br/espontanea-datavox-joao-azevedo-tem-30-das-intencoes-de-voto-contra-61-de-pedro-cunha-lima/,PB,"Governador, Senador",1,g,PB,0,,,João Azevedo,30,Pedro Cunha Lima,"6,1",Luciano Cartaxo,"3,5",Veneziano Vital,3,Nilvan Ferreira,"1,6",Marcelo Queiroga,"0,4",Lígia Feliciano,"0,3",,,,,,,,,,
PE-01060/2022,https://www.paranapesquisas.com.br/wp-content/uploads/2022/03/PE_Estadual-Midia-2.pdf,PE,"Governador, Senador",1,g,PE,1,,,Raquel Lyra,"25,8",Miguel Coelho,"15,6",Anderson Ferreira,"13,6",Danilo Cabral,"11,9",João Arnaldo,"3,3",,,,,,,,,,,,,,
PE-01060/2022,https://www.paranapesquisas.com.br/wp-content/uploads/2022/03/PE_Estadual-Midia-2.pdf,PE,"Governador, Senador",1,s,PE,1,,,Marília Arraes,"46,2",André de Paula,14,Gilson Machado,"5,4",Carlos Veras,"2,3",Eugênia Lima,"1,4",,,,,,,,,,,,,,
PE-03717/2022,https://portaldeprefeitura.com.br/2022/03/11/raquel-lyra-aparece-na-ponta-para-disputa-ao-governo-de-pernambuco-revela-primeira-pesquisa-empetec-diario/,PE,"Senador, Governador",1,g,PE,1,,,Raquel Lyra,"22,7",Miguel Coelho,"9,9",Anderson Ferreira,"9,1",Danilo Cabral,"7,6",,,,,,,,,,,,,,,,
PE-03717/2022,https://portaldeprefeitura.com.br/2022/03/11/raquel-lyra-aparece-na-ponta-para-disputa-ao-governo-de-pernambuco-revela-primeira-pesquisa-empetec-diario/,PE,"Senador, Governador",1,g,PE,0,,,Raquel Lyra,"6,7",Miguel Coelho,"2,8",Danilo Cabral,"2,7",Anderson Ferreira,"2,1",,,,,,,,,,,,,,,,
PE-03717/2022,https://orlandopassos.com/index.php/2022/03/14/pesquisa-para-o-senado-em-pe-surpreende-e-revela-disputa-com-ao-menos-10-nomes-levantamento-e-do-empetec-diario/,PE,"Senador, Governador",1,s,PE,1,,,Marília Arraes,"25,8",Armando Monteiro,13,Anderson Ferreira,5,Daniel Coelho,"4,1",Wolney Queiroz,"3,6",André de Paula,"2,7",Eduardo da Fonte,"1,1",Carlos Veras,1,,,,,,,,
PE-05753/2022,https://www.carlosbritto.com/gestao-de-miguel-coelho-e-aprovada-por-88-dos-petrolinenses-diz-ipespe/,PE,Governador,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-07561/2022,https://blogcenario.com.br/2022/02/28/60845/,PE,"Governador, Senador",1,g,PE,1,,,Raquel Lyra,"18,99",Miguel Coelho,"9,92",Anderson Ferreira,"9,44",Danilo Cabral,"5,07",Clarissa Tércio,"4,20",João Arnaldo,"1,29",,,,,,,,,,,,
PE-07561/2022,https://blogcenario.com.br/2022/02/28/60845/,PE,"Governador, Senador",1,s,PE,1,,,Marília Arraes,"14,21",Armando Monteiro,"7,53",Anderson Ferreira,"6,25",Daniel Coelho,"2,76",Wolney Queiroz,"2,26",André de Paula,"1,87",Luciana Santos,"1,6",Silvio Costa Filho,"1,29",,,,,,,,
PE-07875/2022,https://pernambucoempauta.com/2022/02/23/pesquisa-mostra-intencoes-de-voto-para-governador-de-pernambuco/,PE,"Senador, Governador",1,g,PE,1,,,Raquel Lyra,"18,4",Miguel Coelho,"10,2",Anderson Ferreira,"6,5",Danilo Cabral,"4,8",Clarissa Tércio,"5,9",João Arnaldo,"1,6",Jones Manoel,"1,1",,,,,,,,,,
PE-07875/2022,https://pernambucoempauta.com/2022/02/23/pesquisa-mostra-intencoes-de-voto-para-governador-de-pernambuco/,PE,"Senador, Governador",1,g,PE,0,,,Raquel Lyra,"4,8",Marília Arraes,"2,8",Miguel Coelho,"2,8",Danilo Cabral,"1,4",Clarissa Tércio,"1,6",Anderson Ferreira,"1,1",Humberto Costa,1,,,,,,,,,,
PE-09053/2022,https://portaldeprefeitura.com.br/2022/03/24/raquel-lyra-assume-lideranca-com-256-na-disputa-pelo-governo-de-pernambuco-revela-primeira-pesquisa-do-instituto-multipla/,PE,Governador,1,g,PE,1,,,Raquel Lyra,"25,6",Raquel Lyra,"10,9",Anderson Ferreira,"9,2",Danilo Cabral,"5,9",,,,,,,,,,,,,,,,
PE-09053/2022,https://portaldeprefeitura.com.br/2022/03/24/raquel-lyra-assume-lideranca-com-256-na-disputa-pelo-governo-de-pernambuco-revela-primeira-pesquisa-do-instituto-multipla/,PE,Governador,1,g,PE,0,,,Raquel Lyra,"3,5",Raquel Lyra,"1,9",Danilo Cabral,"1,2",,,,,,,,,,,,,,,,,,
PI-00180/2022,https://lupa1.com.br/noticias/politica/rafael-fonteles-fica-em-primeiro-lugar-nas-intencoes-de-voto-em-todos-os-cenarios-aponta-pesquisa-11198.html,PI,"Governador, Senador",1,g,PI,1,,,Rafael Fonteles,"26,95",Silvio Mendes,15,Gessy Fonseca,"3,95",Washington Bonfim,"2,6",,,,,,,,,,,,,,,,
PI-00180/2022,https://lupa1.com.br/noticias/politica/rafael-fonteles-fica-em-primeiro-lugar-nas-intencoes-de-voto-em-todos-os-cenarios-aponta-pesquisa-11198.html,PI,"Governador, Senador",1,g,PI,0,,,Rafael Fonteles,"8,95",Silvio Mendes,"3,1",Wellington Dias,"2,25",Ciro Nogueira,"1,25",Iracema Portella,1,,,,,,,,,,,,,,
PI-00180/2022,https://lupa1.com.br/noticias/politica/rafael-fonteles-fica-em-primeiro-lugar-nas-intencoes-de-voto-em-todos-os-cenarios-aponta-pesquisa-11198.html,PI,"Governador, Senador",1,s,PI,1,,,Wellington Dias,"50,95",Kleber Montezuma,"10,15",Joel Rodrigues,"8,05",,,,,,,,,,,,,,,,,,
PI-03586/2022,https://www.teresinafm.com.br/wp-content/uploads/2022/02/Pesquisa.pdf,PI,"Governador, Senador",1,g,PI,1,,,Silvio Mendes,"34,5",Rafael Fonteles,"18,7",Washington Bonfim,"1,9",,,,,,,,,,,,,,,,,,
PI-03586/2022,https://www.teresinafm.com.br/wp-content/uploads/2022/02/Pesquisa.pdf,PI,"Governador, Senador",1,s,PI,1,,,Wellington Dias,"47,8",Joel Rodrigues,"16,9",,,,,,,,,,,,,,,,,,,,
PI-05221/2022,https://semplan.pmt.pi.gov.br/dsc05221/,PI,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-06110/2022,https://polizei.sachsen-anhalt.de/das-sind-wir/polizeiinspektion-halle-saale/,PI,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-08000/2022,https://www.portalr10.com/noticia/90071/pesquisa-rafael-fonteles-chega-a-61-com-apoio-de-lula-e-wellington-dias,PI,"Governador, Deputado Distrital, Deputado Estadual, Deputado Federal, Senador",1,s,PI,1,,,Wellington Dias,51,Kleber Montezuma,15,Joel Rodrigues,10,,,,,,,,,,,,,,,,,,
PI-08000/2022,https://portalopiniaoenoticia.com.br/noticias/politica/silvio-com-apoio-de-bolsonaro-e-ciro-seria-derrotado-por-rafael-lula-e-wellington-377126.html,PI,"Governador, Deputado Distrital, Deputado Estadual, Deputado Federal, Senador",1,g,PI,1,,,Rafael Fonteles,61,Sílvio Mendes,26,,,,,,,,,,,,,,,,,,,,
PI-08757/2022,https://tvpiaui.com.br/noticias/politica/justica-eleitoral-suspende-divulgacao-de-pesquisa-de-intencoes-de-voto-para-governo-do-estado-e-senado-contratada-por-r-121-372-mil-ao-instituto-amostragem-por-incongruencias-2022-03-01,PI,"Governador, Senador",0,g,PI,1,1,,Sílvio Mendes,"46,43",Rafael Fonteles,"37,69",Major Diego,"4,07",Gessy Fonseca,"3,82",Fábio Sérvio,"2,72",Washington Bonfim,"2,21",Cleiton Popular,"1,78",Wallace Miranda,"1,27",,,,,,,,
PI-08757/2022,https://www.oitomeia.com.br/colunas/no-fluxo/2022/03/15/pesquisa-amostragem-meio-norte-silvio-mendes-tem-46-e-rafael-fonteles-37/,PI,"Governador, Senador",0,s,PI,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
PR-02644/2022,https://www.diariocidade.com/eleicoes/2022/pesquisas-eleitorais/pr/pesquisa-eleitoral-parana-governador-radar-marco-eleicoes-2022/,PR,"Presidente, Governador",1,g,PR,,,,Ratinho Jr,"50,1",Roberto Requião,"19,8",César Silvestri,3,,,,,,,,,,,,,,,,,,
RJ-00573/2022,https://www.uol.com.br/eleicoes/2022/03/15/pesquisa-real-time-big-data-governo-rio-de-janeiro-15-de-marco.htm,RJ,"Senador, Governador",1,g,RJ,1,,,Marcelo Freixo,24,Cláudio Castro,23,Rodrigo Neves,10,André Ceciliano,2,Felipe Santa Cruz,2,Paulo Ganime,1,,,,,,,,,,,,
RJ-00573/2022,https://www.uol.com.br/eleicoes/2022/03/15/pesquisa-real-time-big-data-governo-rio-de-janeiro-15-de-marco.htm,RJ,"Senador, Governador",1,s,RJ,1,,,Romário,19,Alessandro Molon,11,General Mourão,10,Cabo Daciolo,8,Washington Reis,6,André Ceciliano,4,,,,,,,,,,,,
RJ-04513/2022,https://veja.abril.com.br/coluna/radar/nova-pesquisa-mostra-disputa-acirrada-entre-freixo-e-castro-no-rj/,RJ,Governador,1,g,RJ,1,,,Marcelo Freixo,24,Cláudio Castro,21,Rodrigo Neves,14,Felipe Santa Cruz,1,Paulo Ganime,1,,,,,,,,,,,,,,
RJ-05389/2022,https://odia.ig.com.br/colunas/informe-do-dia/2022/03/6364239-corrida-ao-governo-no-rio-8713-dos-eleitores-ainda-nao-tem-candidato.html,RJ,"Governador, Senador",1,g,RJ,1,,,Marcelo Freixo,"15,4",Anthony Garotinho,"12,5",Cláudio Castro,11,Rodrigo Neves,"4,3",,,,,,,,,,,,,,,,
RJ-05389/2022,https://odia.ig.com.br/colunas/informe-do-dia/2022/03/6364239-corrida-ao-governo-no-rio-8713-dos-eleitores-ainda-nao-tem-candidato.html,RJ,"Governador, Senador",1,s,RJ,1,,,Romário,"21,4",Marcelo Crivella,"11,4",Clarissa Garotinho,"7,2",Alessandro Molon,"5,5",Washington Reis,"3,9",André Ceciliano,"2,2",,,,,,,,,,,,
RJ-07593/2022,https://www.uol.com.br/eleicoes/2022/03/22/genial-quaest-governo-rj-marco-castro-freixo.htm,RJ,"Governador, Senador",1,g,RJ,1,,,Cláudio Castro,21,Marcelo Freixo,17,Rodrigo Neves,9,André Ceciliano,4,Felipe Santa Cruz,3,Paulo Ganime,1,,,,,,,,,,,,
RN-01195/2022,https://drive.google.com/file/d/17SZMtv1WwMORpb4Tf50kL0RNDGUE3Liy/view,RN,"Senador, Deputado Distrital, Deputado Estadual, Deputado Federal, Governador",1,g,RN,1,,,Fátima Bezerra,"35,3",Carlos Eduardo Alves,"15,9",Styvenson Valentim,"9,2",Benes Leocádio,"2,4",,,,,,,,,,,,,,,,
RN-01195/2022,https://drive.google.com/file/d/17SZMtv1WwMORpb4Tf50kL0RNDGUE3Liy/view,RN,"Senador, Deputado Distrital, Deputado Estadual, Deputado Federal, Governador",1,g,RN,0,,,Fátima Bezerra,"21,1",Carlos Eduardo Alves,"4,5",Styvenson Valentim,"1,7",,,,,,,,,,,,,,,,,,
RN-01195/2022,https://drive.google.com/file/d/17SZMtv1WwMORpb4Tf50kL0RNDGUE3Liy/view,RN,"Senador, Deputado Distrital, Deputado Estadual, Deputado Federal, Governador",1,s,RN,0,,,Rogério Marinho,"2,8",Jean,"2,6",Carlos Eduardo,"1,5",Fábio Faria,"1,1",,,,,,,,,,,,,,,,
RN-01195/2022,https://drive.google.com/file/d/17SZMtv1WwMORpb4Tf50kL0RNDGUE3Liy/view,RN,"Senador, Deputado Distrital, Deputado Estadual, Deputado Federal, Governador",1,s,RN,1,,,Carlos Eduardo,"33,8",Rogério Marinho,"10,1",Jean,"9,9",Fábio Faria,"8,5",,,,,,,,,,,,,,,,
RN-02421/2022,https://revistaforum.com.br/politica/2022/3/28/fatima-bezerra-lidera-com-folga-pesquisa-para-governo-do-rn-venceria-no-1-turno-112180.html,RN,"Governador, Deputado Estadual, Deputado Federal, Senador",1,g,RN,1,,,Fátima Bezerra,"36,5",Styvenson Valentim,"7,4",Ezequiel Ferreira de Souza,"6,2",Breno Queiroga,"6,2",Rosália Fernandes,"2,7",,,,,,,,,,,,,,
RN-02421/2022,https://www.saibamais.jor.br/carlos-eduardo-lidera-com-folga-para-o-senado-em-pesquisa-agora-sei-difusora/,RN,"Governador, Deputado Estadual, Deputado Federal, Senador",1,s,RN,1,,,Carlos Eduardo,26,Rogério Marinho,"17,1",Jean Paul Prates,"5,1",Haroldo Azevedo,"1,4",,,,,,,,,,,,,,,,
RN-06152/2022,https://agorarn.com.br/ultimas/avaliacao-do-governo-fatima-dividida-entre-46-e-43-alem-da-rejeicao-de-273-ainda-preocupa-pt/,RN,"Senador, Governador, Deputado Federal, Deputado Estadual",1,g,RN,1,,,Fátima Bezerra,"37,1",Álvaro Dias,"14,4",Styvenson Valentim,10,Haroldo Azevedo,"2,8",,,,,,,,,,,,,,,,
RN-06152/2022,https://www.blogdobg.com.br/pesquisa-seta-bg-senado-estimulada-carlos-eduardo-tem-207-e-fabio-faria-tem-154/,RN,"Senador, Governador, Deputado Federal, Deputado Estadual",1,s,RN,1,,,Robério Paulino,"1,8",Jean Paul Prates,"8,2",Rogério Marinho,"10,6",Fábio Faria,"15,4",Carlos Eduardo Alves,"20,7",,,,,,,,,,,,,,
RO-05068/2022,https://www.rondoniaovivo.com/noticia/politica/2022/02/10/eleicoes-2022-pesquisa-aponta-possibilidade-de-reeleicao-de-varios-deputados-estaduais.html,RO,"Governador, Deputado Estadual, Deputado Federal, Senador",1,de,RO,1,,,Alex Redano,"2,96",Ezequiel Neiva,"2,49",Laerte Gomes,"2,37",Jean Oliveira,"2,13",Jair Montes,"2,13",Luizinho Goebel,"2,01",Adelino Folador,"1,78",Carlinhos Camurça,"1,66",Cassia dos Muletas,"1,66",Alan Queiroz,"1,54",Glaucione,"1,54",Lebrinha,"1,42"
RO-05068/2022,https://amazoniaqui.com.br/mariana-carvalho-lidera-intencoes-de-voto-para-deputado-federal-em-rondonia/,RO,"Governador, Deputado Estadual, Deputado Federal, Senador",1,df,RO,1,,,Mariana Carvalho,,Evandro Padovani,,Bruno Sheid,,Coronel Crisóstomo,,Lucas Folador,,Luiz Claudio,,Elias Resende,,Chico Holanda,,Jesualdo Pires,,Dr Breno Mendes,,Silvia Cristina,,,
RO-07370/2022,https://folharondoniense.com.br/eleicoes-2022-amir-lando-lidera-pesquisa-para-o-senado-em-rondonia/,RO,"Senador, Deputado Distrital, Governador, Deputado Estadual, Deputado Federal",1,s,RO,0,,,Amir Lando,"14,71",Expedito Junior,"13,63",Jaime Bagattoli,"17,6",Jaqueline Cassol,"10,8",Daniel Pereira,"6,4",Acir Gurgacz,"5,67",Edgar do Boi,"3,16",Ramon Cujuí,"2,16",,,,,,,,
RO-07370/2022,https://www.rondoniaovivo.com/noticia/politica/2022/03/07/eleicoes-2022-leo-moraes-lidera-intencoes-de-voto-para-o-governo-de-rondonia.html,RO,"Senador, Deputado Distrital, Governador, Deputado Estadual, Deputado Federal",1,g,RO,0,,,Leo Morais,"24,19",Marcos Rocha,"16,38",Marcos Rogério,"12,47",Maurão de Carvalho,"5,82",Pimenta de Rondônia,"5,07",Vinicius Miguel,"4,32",Ancelmo de Jesus,"4,07",João Cipriano,"2,41",,,,,,,,
RO-07759/2022,https://blogdopainel.com/leo-moraes-lidera-corrida-ao-governo-em-rondonia/,RO,"Governador, Senador, Deputado Federal, Deputado Estadual, Deputado Distrital",1,g,RO,,,,Léo Moraes,"16,1",Ivo Cassol,"12,5",Maurão de Carvalho,"10,3",Hildon Chaves,"9,4",Marcos Rocha,"7,4",Expedito Júnior,"6,7",Jesualdo Pires,"6,7",Confúcio Moura,"6,1",Marcos Rogério,"5,5",Daniel Pereira,"4,9",Valdir Raupp,"4,3",Pimenta de Rondônia,"2,5"
RO-07759/2022,https://rondoniaaovivo.com/noticia/politica/2022/01/24/eleicoes-2022-sai-primeira-pesquisa-do-ano-de-intencoes-de-votos-para-senado-federal.html,RO,"Governador, Senador, Deputado Federal, Deputado Estadual, Deputado Distrital",1,s,RO,1,,,Expedito Júnior,"18,07",Amir Lando,"13,57",Jaime Bagattoli,"10,41",Jaqueline Cassol,"7,58",Acir Gurgacz,"5,5",Pimenta de Rondônia,"3,83",Fátima Cleide,"3,08",Edgar do Boi,"2,16",,,,,,,,
RR-00573/2022,https://www.gov.br/ans/pt-br/acesso-a-informacao/agenda-de-autoridades-1/agenda-do-diretor-presidente/2022-03-11/3a-reuniao-extraordinaria-de-diretoria-colegiada/vcal_view,RR,"Governador, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR-08799/2022,https://www.roraimanarede.com.br/noticia/26888/pesquisa-mostra-queda-de-teresa-e-crescimento-de-denarium-na-preferencia-do-eleitorado,RR,"Governador, Senador, Deputado Federal, Deputado Estadual",1,g,RR,1,,,Teresa Surita,"43,3",Antônio Denarium,"33,2",Pastor Isamar Ramalho,"3,5",Fábio Almeida,"1,3",,,,,,,,,,,,,,,,
RS-00252/2022,https://guaiba.com.br/2022/01/17/pesquisa-mostra-leite-e-sartori-liderando-intencoes-de-voto-no-rs/,RS,"Governador, Senador",1,g,RS,1,,,Eduardo Leite,25,José Ivo Sartori,16,Onyx Lorenzoni,13,Pedro Ruas,4,Edegar Pretto,4,Gabriel Souza,2,Luis Carlos Heinze,1,Beto Albuquerque,1,Roberto Argenta,1,Alceu Moreira,1,Ranolfo Vieira Jr,1,,
RS-00252/2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADtica/leite-e-sartori-lideram-inten%C3%A7%C3%B5es-de-voto-no-rs-aponta-pesquisa-1.756744,RS,"Governador, Senador",1,s,RS,1,,,Manuela D’Ávila,17,Hamilton Mourão,14,Ana Amélia Lemos,13,José Ivo Sartori,11,Lasier Martins,10,Paulo Pimenta,4,Alceu Moreira,1,,,,,,,,,,
RS-00252/2022,https://www.radiodifusaosul.com.br/noticia/leite-e-sartori-lideram-intencoes-de-voto-no-rs-aponta-pesquisa/,RS,"Governador, Senador",1,s,RS,0,,,Paulo Paim,2,,,,,,,,,,,,,,,,,,,,,,
RS-09283/2022,https://grupoahora.net.br/conteudos/2022/03/31/onyx-lorenzoni-lidera-pesquisa-estimulada-para-governador-no-vale/,RS,"Governador, Deputado Estadual, Deputado Federal, Senador",1,g,M,1,,,Onyx Lorenzoni,"15,6",Luiz Carlos Heinze,8,Beto Albuquerque,"6,3",Alceu Moreira,"4,7",Romildo Bolzan,"4,7",Pedro Ruas,4,Edegar Pretto,3,Randolfo Vieira,"1,7",,,,,,,,
SC-04608/2022,https://ndmais.com.br/politica-sc/justica-eleitoral-toma-decisao-sobre-pesquisa-realizada-pelo-generico-do-ibope-em-sc/,SC,"Senador, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-07391/2022,https://veja.abril.com.br/coluna/radar/estado-mais-bolsonarista-do-pais-tem-disputa-apertada-pelo-governo/,SC,"Governador, Senador",1,s,SC,0,,,Luciano Hang,"5,3",João Rodrigues,"1,9",Raimundo Colombo,"1,2",Gean Loureiro,"0,9",Kennedy Nunes,"0,9",Décio Lima,"0,7",,,,,,,,,,,,
SC-07391/2022,https://www.jatv.com.br/noticias/pesquisa-mostra-como-est%C3%A1-cen%C3%A1rio-eleitoral-para-o-governo-de-sc-1.2411731,SC,"Governador, Senador",1,g,SC,0,,,Carlos Moisés da Silva,"7,7",Antídio Lunelli,"3,7",Jorginho Mello,"3,5",João Rodrigues,"2,9",Raimundo Colombo,"2,8",Gean Loureiro,"2,2",Espiridião Amin,"1,9",Luciano Hang,"1,1",,,,,,,,
SC-07391/2022,https://www.jatv.com.br/noticias/pesquisa-mostra-como-est%C3%A1-cen%C3%A1rio-eleitoral-para-o-governo-de-sc-1.2411731,SC,"Governador, Senador",1,g,SC,1,,,Carlos Moisés da Silva,"19,3",Jorginho Mello,"18,6",Gean Loureuro,"11,6",Décio Lima,"7,7",Antídio Lunelli,"5,7",Odair Tramontin,"5,6",,,,,,,,,,,,
SE-04023/2022,https://servicos.receita.fazenda.gov.br/Servicos/ConsRest/Atual.app/paginas/mobile/restituicaoMobi.asp,SE,"Governador, Senador, Deputado Federal, Deputado Estadual, Deputado Distrital",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
