tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,ambito,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""AL-01236/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.jornaldealagoas.com.br/politica/2022/08/08/8953-tdl-pesquisa-lula-renan-filho-e-paulo-dantas-lideram-intencoes-de-voto-em-al,AL,g,1,,,Paulo Dantas,"22,3",Fernando Collor,"19,1",Rui Palmeira,"15,4",Rodrigo Cunha,"14,6",,,,,,,,,,,,,,,,
"""AL-01236/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.jornaldealagoas.com.br/politica/2022/08/08/8953-tdl-pesquisa-lula-renan-filho-e-paulo-dantas-lideram-intencoes-de-voto-em-al,AL,s,1,,,Renan Filho,52,Davi Davino,17,Mario Agra,1,,,,,,,,,,,,,,,,,,
"""AL-03852/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.tribunadosertao.com.br/2022/08/fundepes-pesquisa-indica-polarizacao-na-disputa-para-o-governo/,AL,g,1,,,Paulo Dantas,"29,6",Fernando Collor,"20,1",Rodrigo Cunha,"13,3",Rui Palmeira,"7,1",,,,,,,,,,,,,,,,
"""AL-03852/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.tribunadosertao.com.br/2022/08/fundepes-pesquisa-indica-polarizacao-na-disputa-para-o-governo/,AL,s,1,,,Renan Filho,"56,25",Davi Davino,"18,5",Mario Agra,"1,91",,,,,,,,,,,,,,,,,,
"""AL-07381/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AM-03189/2022""",AM,AMAZONAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AP-01631/2022""",AP,AMAPÁ,"Senador, Governador",1,https://twitter.com/polling_data/status/1557478102489780224,AP,g,1,,,Clecio Luiz,43,Jaime Nunes,34,Pastor Gesiel,4,Gian Franco,2,,,,,,,,,,,,,,,,
"""AP-01631/2022""",AP,AMAPÁ,"Senador, Governador",1,https://www.pollingdata.com.br/2022/senador/ap/t1/,AP,s,1,,,Davi Alcolumbre,25,Rayssa,10,João Capiberibe,15,Guaracy,7,Coronel Palmira,4,Sueli Pini,4,Gilberto Laurindo,1,,,,,,,,,,
"""AP-08013/2022""",AP,AMAPÁ,"Senador, Governador, Deputado Federal, Deputado Distrital, Deputado Estadual",1,http://pontodapauta.com.br/policia_view.php?id_noticia=126681,AP,g,1,,,Jaime Nunes,"38,8",Clécio Luis,"29,8",Pastor Gesiel,"2,6",Gilvan Borges,"1,8",,,,,,,,,,,,,,,,
"""AP-08013/2022""",AP,AMAPÁ,"Senador, Governador, Deputado Federal, Deputado Distrital, Deputado Estadual",1,http://pontodapauta.com.br/policia_view.php?id_noticia=126681,AP,s,1,,,Davi Alcolumbre,"29,1",Rayssa Furlan,"23,8",Capiberibe,"9,4",Pastor Guaracy,"3,6",Coronel Palmira,"1,9",Suely Pinni,"1,9",,,,,,,,,,,,
