tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,ambito,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""AC-07698/2022""",AC,ACRE,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-04824/2022""",AL,ALAGOAS,"Senador, Deputado Estadual, Deputado Federal, Governador",1,https://www.jaenoticia.com.br/blogs/2022/08/15/2742-renan-filho-aparece-com-524-das-intencoes-de-votos-para-o-senado,AL,s,1,,,Renan Filho,"52,4",Davi Davino,"13,7",Do Valle,"3,4",Major Luiz Diego,"2,4",Mário Agra,"1,4",,,,,,,,,,,,,,
"""AL-04824/2022""",AL,ALAGOAS,"Senador, Deputado Estadual, Deputado Federal, Governador",1,https://www.correiodosmunicipios-al.com.br/2022/08/em-nova-pesquisa-datasensus-paulo-dantas-e-lider-isolado-com-287-e-collor-fica-em-segundo-com-193/,AL,g,1,,,Paulo Dantas,"28,m7",Fernando Collor,"19,3",Rodrigo Cunha,"14,6",Rui Palmeira,10,Professor Cícero,"1,2",,,,,,,,,,,,,,
"""AL-09303/2022""",AL,ALAGOAS,"Senador, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AM-03189/2022""",AM,AMAZONAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AM-03759/2022""",AM,AMAZONAS,Governador,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AM-06012/2022""",AM,AMAZONAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AP-01513/2022""",AP,AMAPÁ,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AP-07764/2022""",AP,AMAPÁ,"Senador, Governador",1,http://www.jdia.com.br/ver_noticia.php?noticia_id=24775,AP,g,1,,,Jaime Nunes,"39,9",Clécio,"30,1",Pastor Gesiel,"2,6",Gilvam Borges,"2,5",,,,,,,,,,,,,,,,
"""AP-07764/2022""",AP,AMAPÁ,"Senador, Governador",1,http://www.jdia.com.br/ver_noticia.php?noticia_id=24775,AP,s,1,,,Davi Alcolumbre,27,Rayssa Furlan,"24,8",Coronel Palmira,"1,2",Suely Pinni,"1,6",Pastor Guaracy Junior,"3,3",,,,,,,,,,,,,,
"""BA-02873/2022""",BA,BAHIA,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BA-05229/2022""",BA,BAHIA,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00004/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00244/2022""",BR,BRASIL,Presidente,1,https://www.metropoles.com/brasil/eleicoes-2022/btg-fsb-lula-tem-45-das-intencoes-de-voto-bolsonaro-36,BR,pr,1,,,Lula,45,Bolsonaro,36,Ciro,6,Tebet,3,Vera Lúcia,1,Pablo Marçal,1,,,,,,,,,,,,
