tse_id,estimulada,position,scenario,candidate,value
MG010362016,False,p,0,Joao Leite (PSDB),15.0
MG010362016,False,p,0,Kalil (PHS),11.0
MG010362016,False,p,0,Reginaldo Lopes (PT),2.0
MG010362016,False,p,0,Delio Malheiros (PSD),2.0
MG010362016,False,p,0,Eros Biondini (PROS),2.0
MG010362016,False,p,0,Luis Tibe (PTdoB),1.0
MG010362016,False,p,0,Maria da Consolacao (PSOL),1.0
MG010362016,False,p,0,Em branco/ nulo/ nenhum,15.0
MG010362016,False,p,0,Outras respostas,5.0
MG010362016,False,p,0,Nao sabe,47.0
MG010362016,False,p,0,Total em %,100.0
MG010362016,False,p,0,Base ponderada,812.0
MG010362016,False,p,0,Total Nos. absolutos,812.0
MG016862016,False,p,1,Joao Leite (PSDB),21.0
MG016862016,False,p,1,Kalil (PHS),15.0
MG016862016,False,p,1,Rodrigo Pacheco (PMDB),4.0
MG016862016,False,p,1,Reginaldo Lopes (PT),4.0
MG016862016,False,p,1,Delio Malheiros (PSD),3.0
MG016862016,False,p,1,Eros Biondini (PROS),2.0
MG016862016,False,p,1,Marcelo Alvaro Antonio (PR),2.0
MG016862016,False,p,1,Sargento Rodrigues (PDT),1.0
MG016862016,False,p,1,Maria da Consolacao (PSOL),1.0
MG016862016,False,p,1,Luis Tibe (PTdoB),1.0
MG016862016,False,p,1,Citou 13,1.0
MG016862016,False,p,1,Outras respostas,5.0
MG016862016,False,p,1,Em branco/ nulo/ nenhum,12.0
MG016862016,False,p,1,Nao sabe,28.0
MG016862016,False,p,1,Total em %,100.0
MG016862016,False,p,1,Base ponderada,1751.0
MG016862016,False,p,1,Total Nos. absolutos,1751.0
MG038012016,False,p,2,Kalil (PHS),37.0
MG038012016,False,p,2,Joao Leite (PSDB),34.0
MG038012016,False,p,2,Em branco/ nulo/ nenhum,19.0
MG038012016,False,p,2,Nao sabe,10.0
MG038012016,False,p,2,Total em %,100.0
MG038012016,False,p,2,Base ponderada,1973.0
MG038012016,False,p,2,Total Nos. absolutos,1973.0
PE084572016,False,p,3,Geraldo Julio (PSB),33.0
PE084572016,False,p,3,Joao Paulo (PT),20.0
PE084572016,False,p,3,Daniel Coelho (PSDB),12.0
PE084572016,False,p,3,Priscila Krause (DEM),4.0
PE084572016,False,p,3,Edilson Silva (PSOL),1.0
PE084572016,False,p,3,Outras respostas,4.0
PE084572016,False,p,3,Em branco/ nulo/ nenhum,8.0
PE084572016,False,p,3,Nao sabe,18.0
PE084572016,False,p,3,Total em %,100.0
PE084572016,False,p,3,Base ponderada,1740.0
