tse_id,estimulada,position,scenario,candidate,value
BR003862014,False,pr,0,Dilma,24.0
BR003862014,False,pr,0,Aecio Neves,11.0
BR003862014,False,pr,0,Marina Silva,5.0
BR003862014,False,pr,0,Eduardo Campos,2.0
BR003862014,False,pr,0,Lula,0.0
BR003862014,False,pr,0,Pastor Everaldo,0.0
BR003862014,False,pr,0,Ze Maria,0.0
BR003862014,False,pr,0,Luciana Genro,0.0
BR003862014,False,pr,0,Jose Serra,0.0
BR003862014,False,pr,0,Eymael,0.0
BR003862014,False,pr,0,No atual/No que esta,0.0
BR003862014,False,pr,0,No candidato do PT/ candidato do Lula,0.0
BR003862014,False,pr,0,Outras respostas,1.0
BR003862014,False,pr,0,Branco/ Nulo/ Nenhum,6.0
BR003862014,False,pr,0,Nao Respondeu,0.0
BR003862014,False,pr,0,Nao Sabe,49.0
BR003862014,False,pr,0,Total em %,100.0
BR003862014,False,pr,0,Base ponderada,2843.0
BR003862014,False,pr,0,Total Nos. absolutos,2843.0
BR005172014,False,pr,1,Dilma,27.0
BR005172014,False,pr,1,Marina Silva,24.0
BR005172014,False,pr,1,Aecio Neves,10.0
BR005172014,False,pr,1,Branco/ Nulo/ Nenhum,6.0
BR005172014,False,pr,1,Outras respostas,1.0
BR005172014,False,pr,1,Nao Sabe,30.0
BR005172014,False,pr,1,Total em %,100.0
BR005172014,False,pr,1,Base ponderada,10054.0
BR005172014,False,pr,1,Total Nos. absolutos,10054.0
BR005172014,False,pr,2,Dilma,27.0
BR005172014,False,pr,2,Marina Silva,24.0
BR005172014,False,pr,2,Aecio Neves,10.0
BR005172014,False,pr,2,Branco/ Nulo/ Nenhum,6.0
BR005172014,False,pr,2,Outras respostas,1.0
BR005172014,False,pr,2,Nao Sabe,30.0
BR005172014,False,pr,2,Nao respondeu',0.0
BR005172014,False,pr,2,Total em %,100.0
BR005172014,False,pr,2,Base ponderada,10054.0
BR005172014,False,pr,2,Total Nos. absolutos,10054.0
BR005842014,False,pr,3,Marina Silva,35.0
BR005842014,False,pr,3,Dilma,19.0
BR005842014,False,pr,3,Aecio Neves,13.0
BR005842014,False,pr,3,Pastor Everaldo,1.0
BR005842014,False,pr,3,Luciana Genro,0.0
BR005842014,False,pr,3,No atual/No que est?,0.0
BR005842014,False,pr,3,No candidato do PT/ candidato do Lula,0.0
BR005842014,False,pr,3,Ze Maria,0.0
BR005842014,False,pr,3,Eymael,0.0
BR005842014,False,pr,3,Eduardo Jorge,0.0
BR005842014,False,pr,3,Eduardo Campos,0.0
BR005842014,False,pr,3,Outras respostas,0.0
BR005842014,False,pr,3,Branco/ Nulo/ Nenhum,4.0
BR005842014,False,pr,3,Nao sabe,26.0
BR005842014,False,pr,3,Nao respondeu,0.0
BR005842014,False,pr,3,Total em %,100.0
BR005842014,False,pr,3,Base ponderada,765.0
BR005842014,False,pr,3,Total Nos. absolutos,765.0
BR005842014,False,pr,4,Dilma,27.0
BR005842014,False,pr,4,Aecio Neves,18.0
BR005842014,False,pr,4,Marina Silva,17.0
BR005842014,False,pr,4,No candidato do PT/ candidato do Lula,0.0
BR005842014,False,pr,4,Eduardo Jorge,0.0
BR005842014,False,pr,4,Pastor Everaldo,0.0
BR005842014,False,pr,4,Luciana Genro,0.0
BR005842014,False,pr,4,Branco/ Nulo/ Nenhum,5.0
BR005842014,False,pr,4,Outras respostas,1.0
BR005842014,False,pr,4,Nao Sabe,32.0
BR005842014,False,pr,4,Nao respondeu,0.0
BR005842014,False,pr,4,Total em %,100.0
BR005842014,False,pr,4,Base ponderada,1295.0
BR005842014,False,pr,4,Total Nos. absolutos,1295.0
BR005842014,False,pr,5,Marina Silva,40.0
BR005842014,False,pr,5,Dilma,33.0
BR005842014,False,pr,5,Aecio Neves,1.0
BR005842014,False,pr,5,Luciana Genro,0.0
BR005842014,False,pr,5,No candidato do PT/ candidato do Lula,0.0
BR005842014,False,pr,5,Eduardo Campos,0.0
BR005842014,False,pr,5,Eduardo Jorge,0.0
BR005842014,False,pr,5,Branco/ Nulo/ Nenhum,4.0
BR005842014,False,pr,5,Outras respostas,1.0
BR005842014,False,pr,5,Nao Sabe,19.0
