tse_id,estimulada,position,scenario,candidate,value
MG001502012,False,p,0,Marcio Lacerda,16.0
MG001502012,False,p,0,Patrus Ananias,11.0
MG001502012,False,p,0,No atual prefeito,1.0
MG001502012,False,p,0,Outras respostas,3.0
MG001502012,False,p,0,Em branco/ nulo/ nenhum,6.0
MG001502012,False,p,0,Nao sabe,61.0
MG001502012,False,p,0,Nao respondeu,1.0
MG001502012,False,p,0,Total em %,100.0
MG001502012,False,p,0,Base ponderada,827.0
MG001502012,False,p,0,Total Nos. absolutos,827.0
MG002942012,False,p,1,Marcio Lacerda,30.0
MG002942012,False,p,1,Patrus Ananias,19.0
MG002942012,False,p,1,No atual prefeito,1.0
MG002942012,False,p,1,Maria da Consolacao,0.0
MG002942012,False,p,1,Dr. Alfredo Flister,0.0
MG002942012,False,p,1,Outras respostas,2.0
MG002942012,False,p,1,Em branco/ nulo/ nenhum,10.0
MG002942012,False,p,1,Nao respondeu,0.0
MG002942012,False,p,1,Nao sabe,38.0
MG002942012,False,p,1,Total em %,100.0
MG002942012,False,p,1,Total Nos. absolutos,827.0
MG003932012,False,p,2,Marcio Lacerda,34.0
MG003932012,False,p,2,Patrus Ananias,22.0
MG003932012,False,p,2,Vanessa Portugal,1.0
MG003932012,False,p,2,Maria da Consolacao,1.0
MG003932012,False,p,2,Candidato do PT,0.0
MG003932012,False,p,2,Dr. Alfredo Flister,0.0
MG003932012,False,p,2,Tadeu Martins,0.0
MG003932012,False,p,2,No atual prefeito,1.0
MG003932012,False,p,2,Outras respostas,1.0
MG003932012,False,p,2,Em branco,1.0
MG003932012,False,p,2,Nulo/ nenhum,8.0
MG003932012,False,p,2,Nao vota mais,0.0
MG003932012,False,p,2,Nao sabe,32.0
MG003932012,False,p,2,Total em %,100.0
MG003932012,False,p,2,Total Nos. absolutos,948.0
MG006502012,False,p,3,Marcio Lacerda,34.0
MG006502012,False,p,3,Patrus Ananias,24.0
MG006502012,False,p,3,Vanessa Portugal,1.0
MG006502012,False,p,3,Maria da Consolacao,1.0
MG006502012,False,p,3,No atual prefeito,1.0
MG006502012,False,p,3,Tadeu Martins,0.0
MG006502012,False,p,3,Dr. Alfredo Flister,0.0
MG006502012,False,p,3,Candidato do PT,0.0
MG006502012,False,p,3,Outras respostas,1.0
MG006502012,False,p,3,Nao vota mais,0.0
MG006502012,False,p,3,Em branco,1.0
MG006502012,False,p,3,Nulo/ nenhum,7.0
MG006502012,False,p,3,Nao sabe,29.0
MG006502012,False,p,3,Nao respondeu,0.0
MG006502012,False,p,3,Total em %,100.0
MG006502012,False,p,3,Total Nos. absolutos,1277.0
MG009942012,False,p,4,Marcio Lacerda,35.0
MG009942012,False,p,4,Patrus Ananias,27.0
MG009942012,False,p,4,Vanessa Portugal,1.0
MG009942012,False,p,4,Maria da Consolacao,1.0
MG009942012,False,p,4,Dr. Alfredo Flister,0.0
MG009942012,False,p,4,No atual prefeito,0.0
MG009942012,False,p,4,Candidato do PT,0.0
MG009942012,False,p,4,Outras respostas,2.0
MG009942012,False,p,4,Nulo/ nenhum,7.0
MG009942012,False,p,4,Em branco,1.0
MG009942012,False,p,4,Nao sabe,24.0
MG009942012,False,p,4,Nao respondeu,1.0
MG009942012,False,p,4,Nao vota mais,0.0
MG009942012,False,p,4,Total em %,100.0
MG009942012,False,p,4,Total Nos. absolutos,1279.0
MG011782012,False,p,5,Marcio Lacerda,35.0
MG011782012,False,p,5,Patrus Ananias,31.0
MG011782012,False,p,5,Maria da Consolacao,2.0
MG011782012,False,p,5,Vanessa Portugal,1.0
MG011782012,False,p,5,Tadeu Martins,0.0
MG011782012,False,p,5,Dr. Alfredo Flister,0.0
MG011782012,False,p,5,No atual prefeito,0.0
MG011782012,False,p,5,Candidato do PT,0.0
MG011782012,False,p,5,Outras respostas,1.0
MG011782012,False,p,5,Nulo/ nenhum,5.0
MG011782012,False,p,5,Em branco,1.0
MG011782012,False,p,5,Nao sabe,23.0
MG011782012,False,p,5,Nao respondeu,1.0
MG011782012,False,p,5,Total em %,100.0
MG011782012,False,p,5,Total Nos. absolutos,1726.0
PE000492012,False,p,6,Humberto Costa,11.0
PE000492012,False,p,6,Mendonca,6.0
PE000492012,False,p,6,Geraldo Julio,4.0
PE000492012,False,p,6,Joao da Costa,3.0
PE000492012,False,p,6,Joao Paulo,3.0
PE000492012,False,p,6,Daniel Coelho,1.0
PE000492012,False,p,6,Candidato do PT,1.0
PE000492012,False,p,6,Outras respostas,4.0
PE000492012,False,p,6,Em branco/ nulo/ nenhum,12.0
PE000492012,False,p,6,Nao respondeu,1.0
PE000492012,False,p,6,Nao sabe,55.0
PE000492012,False,p,6,Total em %,100.0
PE000492012,False,p,6,Base ponderada,828.0
PE000492012,False,p,6,Total Nos. absolutos,828.0
PE000802012,False,p,7,Geraldo Julio,21.0
PE000802012,False,p,7,Humberto Costa,15.0
PE000802012,False,p,7,Daniel Coelho,6.0
PE000802012,False,p,7,Mendonca,4.0
PE000802012,False,p,7,Joao Paulo,1.0
PE000802012,False,p,7,Candidato do PT,0.0
PE000802012,False,p,7,Outras respostas,2.0
PE000802012,False,p,7,Em branco/ nulo/ nenhum,11.0
PE000802012,False,p,7,Nao vai votar/ nao vota,0.0
PE000802012,False,p,7,Nao respondeu,0.0
PE000802012,False,p,7,Nao sabe,38.0
PE000802012,False,p,7,Total em %,100.0
PE000802012,False,p,7,Base ponderada,832.0
PE000802012,False,p,7,Total Nos. absolutos,832.0
PE001062012,False,p,8,Geraldo Julio,25.0
PE001062012,False,p,8,Humberto Costa,14.0
PE001062012,False,p,8,Daniel Coelho,12.0
PE001062012,False,p,8,Mendonca,3.0
PE001062012,False,p,8,Joao Paulo,0.0
PE001062012,False,p,8,Roberto Numeriano,0.0
PE001062012,False,p,8,Esteves Jacinto,0.0
PE001062012,False,p,8,Jair Pedro,0.0
PE001062012,False,p,8,Outras respostas,3.0
PE001062012,False,p,8,Em branco,1.0
PE001062012,False,p,8,Nulo/ nenhum,5.0
PE001062012,False,p,8,Candidato do PT,1.0
PE001062012,False,p,8,Nao sabe,35.0
PE001062012,False,p,8,Nao respondeu,1.0
PE001062012,False,p,8,Total em %,100.0
PE001062012,False,p,8,Total Nos. absolutos,959.0
PE001612012,False,p,9,Geraldo Julio,32.0
PE001612012,False,p,9,Daniel Coelho,17.0
PE001612012,False,p,9,Humberto Costa,11.0
PE001612012,False,p,9,Mendonca,1.0
PE001612012,False,p,9,Roberto Numeriano,0.0
PE001612012,False,p,9,Jair Pedro,0.0
PE001612012,False,p,9,Edna Costa,0.0
PE001612012,False,p,9,Em branco,1.0
PE001612012,False,p,9,Candidato do numero 40,1.0
PE001612012,False,p,9,Candidato do PT,1.0
PE001612012,False,p,9,Outras respostas,4.0
PE001612012,False,p,9,Nao vai votar/ nao vota,0.0
PE001612012,False,p,9,Nulo/ nenhum,4.0
PE001612012,False,p,9,Nao sabe,27.0
PE001612012,False,p,9,Nao respondeu,0.0
PE001612012,False,p,9,Total em %,100.0
PE001612012,False,p,9,Total Nos. absolutos,1146.0
PE002162012,False,p,10,Geraldo Julio,33.0
PE002162012,False,p,10,Daniel Coelho,20.0
PE002162012,False,p,10,Humberto Costa,11.0
PE002162012,False,p,10,Mendonca,2.0
PE002162012,False,p,10,Candidato do numero 40,1.0
PE002162012,False,p,10,Roberto Numeriano,1.0
PE002162012,False,p,10,Candidato do PT,1.0
PE002162012,False,p,10,Jair Pedro,0.0
PE002162012,False,p,10,Edna Costa,0.0
PE002162012,False,p,10,Candidato do PSDB,0.0
PE002162012,False,p,10,Outras respostas,2.0
PE002162012,False,p,10,Nulo/ nenhum,5.0
PE002162012,False,p,10,Em branco,1.0
PE002162012,False,p,10,Nao vai votar/ nao vota,0.0
PE002162012,False,p,10,Nao sabe,24.0
PE002162012,False,p,10,Total em %,100.0
PE002162012,False,p,10,Total Nos. absolutos,1277.0
PE002632012,False,p,11,Geraldo Julio,33.0
PE002632012,False,p,11,Daniel Coelho,18.0
PE002632012,False,p,11,Humberto Costa,13.0
PE002632012,False,p,11,Candidato do numero 40,2.0
PE002632012,False,p,11,Mendonca,2.0
PE002632012,False,p,11,Candidato do PT,1.0
PE002632012,False,p,11,Roberto Numeriano,0.0
PE002632012,False,p,11,Jair Pedro,0.0
PE002632012,False,p,11,Edna Costa,0.0
PE002632012,False,p,11,Douglas Sampaio,0.0
PE002632012,False,p,11,Outras respostas,4.0
PE002632012,False,p,11,Em branco,2.0
PE002632012,False,p,11,Nulo/ nenhum,5.0
PE002632012,False,p,11,Nao vai votar/ nao vota,0.0
PE002632012,False,p,11,Nao sabe,21.0
PE002632012,False,p,11,Total em %,100.0
PE002632012,False,p,11,Total Nos. absolutos,1744.0
PR000172012,False,p,14,Luciano Ducci,9.0
PR000172012,False,p,14,Gustavo Fruet,7.0
PR000172012,False,p,14,Ratinho Junior,6.0
PR000172012,False,p,14,Rafael Greca,2.0
PR000172012,False,p,14,Beto Richa,1.0
PR000172012,False,p,14,No atual prefeito,0.0
PR000172012,False,p,14,Candidato do PT,0.0
PR000172012,False,p,14,Candidato do PSDB,0.0
PR000172012,False,p,14,Outras respostas,2.0
PR000172012,False,p,14,Em branco/ nulo/ nenhum,9.0
PR000172012,False,p,14,Nao sabe,63.0
PR000852012,False,p,16,Luciano Ducci,19.0
PR000852012,False,p,16,Ratinho Junior,18.0
PR000852012,False,p,16,Gustavo Fruet,13.0
PR000852012,False,p,16,Rafael Greca,5.0
PR000852012,False,p,16,Bruno Meirinho,0.0
PR000852012,False,p,16,Carlos Moraes,0.0
PR000852012,False,p,16,Avanilson,0.0
PR000852012,False,p,16,Alzimara,0.0
PR000852012,False,p,16,Outras respostas,1.0
PR000852012,False,p,16,Em branco/ nulo/ nenhum,8.0
PR000852012,False,p,16,Nao respondeu,0.0
PR000852012,False,p,16,Nao sabe,35.0
PR000852012,False,p,16,Total em %,100.0
PR000852012,False,p,16,Total Nos. absolutos,832.0
PR001482012,False,p,18,Ratinho Junior,23.0
PR001482012,False,p,18,Luciano Ducci,17.0
PR001482012,False,p,18,Gustavo Fruet,12.0
PR001482012,False,p,18,Rafael Greca,5.0
PR001482012,False,p,18,Nao vota mais,0.0
PR001482012,False,p,18,No atual prefeito,0.0
PR001482012,False,p,18,Carlos Moraes,0.0
PR001482012,False,p,18,Bruno Meirinho,0.0
PR001482012,False,p,18,Alzimara,0.0
PR001482012,False,p,18,Outras respostas,2.0
PR001482012,False,p,18,Em branco,1.0
PR001482012,False,p,18,Nulo/ nenhum,5.0
PR001482012,False,p,18,Nao sabe,35.0
PR001482012,False,p,18,Total em %,100.0
PR001482012,False,p,18,Total Nos. absolutos,958.0
PR003262012,False,p,19,Ratinho Junior,27.0
PR003262012,False,p,19,Luciano Ducci,21.0
PR003262012,False,p,19,Gustavo Fruet,13.0
PR003262012,False,p,19,Rafael Greca,8.0
PR003262012,False,p,19,Bruno Meirinho,1.0
PR003262012,False,p,19,Alzimara,1.0
PR003262012,False,p,19,Outras respostas,2.0
PR003262012,False,p,19,Em branco,1.0
PR003262012,False,p,19,Nulo/ nenhum,5.0
PR003262012,False,p,19,Nao sabe,22.0
PR003262012,False,p,19,Nao vota mais,0.0
PR003262012,False,p,19,Nao respondeu,0.0
PR003262012,False,p,19,Total em %,100.0
PR003262012,False,p,19,Base ponderada,1201.0
PR003262012,False,p,19,Total Nos. absolutos,1201.0
PR005382012,False,p,20,Ratinho Junior,29.0
PR005382012,False,p,20,Luciano Ducci,22.0
PR005382012,False,p,20,Gustavo Fruet,14.0
PR005382012,False,p,20,Rafael Greca,7.0
PR005382012,False,p,20,Nao sabe,19.0
PR005382012,False,p,20,Alzimara,1.0
PR005382012,False,p,20,Avanilson,0.0
PR005382012,False,p,20,Outras respostas,1.0
PR005382012,False,p,20,Nulo/ nenhum,4.0
PR005382012,False,p,20,Bruno Meirinho,2.0
PR005382012,False,p,20,Em branco,1.0
PR005382012,False,p,20,Nao respondeu,0.0
PR005382012,False,p,20,Nao vota mais,0.0
PR005382012,False,p,20,Total em %,100.0
PR005382012,False,p,20,Base ponderada,1196.0
PR005382012,False,p,20,Total Nos. absolutos,1196.0
PR006482012,False,p,22,Ratinho Junior,29.0
PR006482012,False,p,22,Luciano Ducci,21.0
