tse_id,estimulada,position,scenario,candidate,value
AC000322014,False,g,0,Nao sabe/ Nao respondeu,34.0
AC000322014,False,g,0,Branco/ Nulo,6.0
AC000322014,False,g,0,Outros,1.0
AC000322014,False,g,0,Tiao Viana,32.0
AC000322014,False,g,0,Marcio Bittar,13.0
AC000322014,False,g,0,Bocalom,12.0
AC000322014,False,g,0,Antonio Rocha,2.0
AC000322014,False,g,0,BASE,812.0
AC000322014,False,s,1,Nao sabe/ Nao respondeu,46.0
AC000322014,False,s,1,Branco/ Nulo,7.0
AC000322014,False,s,1,Outros,1.0
AC000322014,False,s,1,Professor Fortunato,2.0
AC000322014,False,s,1,Perpetua Almeida,21.0
AC000322014,False,s,1,Gladson Cameli,20.0
AC000322014,False,s,1,Dr. Roberto Duarte,2.0
AC000322014,False,s,1,BASE,812.0
AC000402014,False,g,2,Nao sabe/ Nao respondeu,15.0
AC000402014,False,g,2,Branco/ Nulo,5.0
AC000402014,False,g,2,Outros,0.0
AC000402014,False,g,2,Tiao Viana,36.0
AC000402014,False,g,2,Marcio Bittar,17.0
AC000402014,False,g,2,Bocalom,25.0
AC000402014,False,g,2,Antonio Rocha,2.0
AC000402014,False,g,2,BASE,812.0
AC000402014,False,s,3,Nao sabe/ Nao respondeu,20.0
AC000402014,False,s,3,Branco/ Nulo,5.0
AC000402014,False,s,3,Outros,1.0
AC000402014,False,s,3,Professor Fortunato,3.0
AC000402014,False,s,3,Perpetua Almeida,29.0
AC000402014,False,s,3,Gladson Cameli,40.0
AC000402014,False,s,3,Dr. Roberto Duarte,3.0
AC000402014,False,s,3,BASE,812.0
AC000552014,False,g,4,Nao sabe/ Nao respondeu,8.0
AC000552014,False,g,4,Branco/ Nulo,4.0
AC000552014,False,g,4,Outros,0.0
AC000552014,False,g,4,Tiao Viana,44.0
AC000552014,False,g,4,Marcio Bittar,21.0
AC000552014,False,g,4,Bocalom,21.0
AC000552014,False,g,4,Antonio Rocha,2.0
AC000552014,False,g,4,BASE,812.0
AC000552014,False,s,5,Nao sabe/ Nao respondeu,13.0
AC000552014,False,s,5,Branco/ Nulo,5.0
AC000552014,False,s,5,Outros,0.0
AC000552014,False,s,5,Professor Fortunato,2.0
AC000552014,False,s,5,Perpetua Almeida,30.0
AC000552014,False,s,5,Gladson Cameli,46.0
AC000552014,False,s,5,Dr. Roberto Duarte,4.0
AC000552014,False,s,5,BASE,812.0
AC000642014,False,g,6,Nao sabe/ Nao respondeu,6.0
AC000642014,False,g,6,Branco/ Nulo,3.0
AC000642014,False,g,6,Citou outro nome,0.0
AC000642014,False,g,6,Tiao Viana,47.0
AC000642014,False,g,6,Marcio Bittar,44.0
AC000642014,False,g,6,BASE,812.0
AC000702014,False,g,7,Nao sabe/ Nao respondeu,6.0
AC000702014,False,g,7,Branco/ Nulo,2.0
AC000702014,False,g,7,Citou outro nome,0.0
AC000702014,False,g,7,Tiao Viana,52.0
AC000702014,False,g,7,Marcio Bittar,40.0
AC000702014,False,g,7,BASE,812.0
AL000012014,False,g,8,BASE,812.0
AL000012014,False,g,8,Renan Calheiros,2.0
AL000012014,False,g,8,Alexandre Toledo,0.0
AL000012014,False,g,8,Benedito de Lira,2.0
AL000012014,False,g,8,Mario Agra,0.0
AL000012014,False,g,8,Renan Filho,1.0
AL000012014,False,g,8,Outros,8.0
AL000012014,False,g,8,Branco/ Nulo,11.0
AL000012014,False,g,8,Nao sabe/ Nao respondeu,76.0
AL000012014,False,s,9,BASE,812.0
AL000012014,False,s,9,Fernando Collor,3.0
AL000012014,False,s,9,Jose Thomaz Nono,0.0
AL000012014,False,s,9,Heloisa Helena,2.0
AL000012014,False,s,9,Outros,6.0
AL000012014,False,s,9,Branco/ Nulo,10.0
AL000012014,False,s,9,Nao sabe/ Nao respondeu,79.0
AL000042014,False,g,10,BASE,812.0
AL000042014,False,g,10,Benedito de Lira,5.0
AL000042014,False,g,10,Eduardo Tavares,1.0
