tse_id,estimulada,position,scenario,candidate,value
MG068402016,True,p,17,Romulo Viegas-PSDB - 45,19.0
MG054562016,False,p,18,Glaucia Eliana-PMB-35,0.0
MG054562016,False,p,18,Humberto Souto-PPS-23,29.0
MG054562016,False,p,18,Jairo-DEM-25,15.0
MG054562016,False,p,18,Jessica Vianna-Psol-50,0.0
MG054562016,False,p,18,Leninha-PT-13,6.0
MG054562016,False,p,18,Ruy Muniz-PSB-40,25.0
MG054562016,True,p,19,Humberto Souto-PPS-23,32.0
MG054562016,True,p,19,Jairo-DEM-25,18.0
MG054562016,True,p,19,Leninha-PT-13,7.0
MG054562016,True,p,19,Ruy Muniz-PSB-40,27.0
MG003692016,False,p,20,Joao Emilio-15-PMDB,18.0
MG003692016,False,p,20,Roberto Botelho-45-PSDB,53.0
MG003692016,False,p,20,"Nenhum, nulo ou branco:",3.0
MG003692016,False,p,20,Indecisos ou nao responderam:,26.0
MG003692016,True,p,21,Joao Emilio-15-PMDB,32.0
MG003692016,True,p,21,Roberto Botelho-45-PSDB,60.0
MG095132016,False,p,22,Joao Leite,30.0
MG095132016,False,p,22,Kalil,33.0
MG095132016,True,p,23,Joao Leite,36.0
MG095132016,True,p,23,Kalil,43.0
MG060612016,False,p,24,Humberto Souto-PPS-23,49.0
MG060612016,False,p,24,Ruy Muniz-PSB-40,31.0
MG060612016,True,p,25,Humberto Souto-PPS-23,58.0
MG060612016,True,p,25,Ruy Muniz-PSB-40,35.0
