tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
BA-00014/2014,http://www.angueraonlineba.com/2014/09/pesquisa-sensus-para-governo-e-senado.html,86849395000117,BA,BA,1,G,1.0,,,paulo souto,0.43,rui costa,0.16,lidice da mata,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-00014/2014,http://www.angueraonlineba.com/2014/09/pesquisa-sensus-para-governo-e-senado.html,86849395000117,BA,BA,1,S,1.0,,,geddel viera lima,0.32,otto alencar,0.18,eliana calmon,0.04,hamilton assis,0.03,addson gomes,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-00014/2014,https://informegeralitabuna.blogspot.com/2014/09/sensusvota-bahia-geddel-32-otto-16-e.html,86849395000117,BA,BA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00042/2014,https://issuu.com/freesaopaulo/docs/pesquisa_para_presidente_com_usu__r,73988917000110,BR,BR,1,PR,1.0,,,dilma rousseff,0.3605,aecio neves,0.1807,eduardo campos,0.0724,ze maria,0.0356,rui costa pimenta,0.0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00042/2014,https://issuu.com/freesaopaulo/docs/sao_paulo_email,73988917000110,BR,BR,1,G,1.0,,,geraldo alkimin ,0.2839,paulo skaf,0.1061,alexandre padilha,0.1043,gilberto kassab,0.0509,plinio de arruda sampaio ,0.0283,gilberto natalini,0.0275,major olimpio,0.022,walter feldman,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00042/2014,"https://www.maxpress.com.br/Conteudo/1,662149,Pesquisa_de_satisfacao_com_usuarios_do_Metro_de_Sao_Paulo,662149,8.htm",73988917000110,BR,BR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00094/2014,https://baraunagenteamiga.blogspot.com/,86849395000117,BR,BR,1,PR,1.0,,,dilma rousseff,0.34,aecio neves,0.199,eduardo campos,0.083,pastor everaldo,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00094/2014,https://blogdoivancolombo.blogspot.com/2014/05/pesquisa-sensus-para-presidente.html,86849395000117,BR,BR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00161/2014,https://www.paradoxzero.com/2014/pesquisa-istoe-sensus-brasil-junho-2014/,86849395000117,BR,BR,1,PR,1.0,,,dilma rousseff,0.34,aecio neves,0.241,eduardo campos,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00161/2014,https://zeppelim.blogspot.com/2014/06/,86849395000117,BR,BR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
