obs,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,PA-07441/2016,https://static.poder360.com.br/2017/02/Santarem_prefeito_1turno.pdf,PA,SANTARÉM,1,P,0.0,,0.0,Nélio Aguiar,2.9,Alexandre Von,7.5,Lira Maia,3.2,Marcio Pinto,1.5,Paulo Barrudada,15.8,Francisco Chapadinha,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-06854/2016,http://blogoosfero.cc/diogenesbrandao/blog?lang=en_US&month=9&year=2016,PA,SOURE,1,P,1.0,,0.0,Guto Gouveia,41.4,Tobias,25.4,Nick Jr,10.2,Pastora Regina,2.8,Coronel Rogério,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-01904/2016,https://soldocarajas.blogspot.com/2016/09/tucurui-jones-william-pmdb-lidera-com.html,PA,TUCURUÍ,1,P,1.0,,0.0,Jones William,49.4,Jairo Holanda,36.2,Joilson,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-02367/2016,https://www.hiroshibogea.com.br/37091-2/,PA,TUCURUÍ,1,P,1.0,,0.0,Jones William,43.7,Vereador Jairo,31.1,Joilson,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-03359/2016,https://folhadetucurui.blogspot.com/2016/05/pesquisa-doxa-jones-willian-na-frente.html,PA,TUCURUÍ,1,P,1.0,,0.0,Jones William,45.8,Vereador Jairo,14.8,Coronel Barata,9.2,Joilson,5.3,Mauro Gomes,4.6,Dr. Valter,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-03359/2016,https://folhadetucurui.blogspot.com/2016/05/pesquisa-doxa-jones-willian-na-frente.html,PA,TUCURUÍ,1,P,0.0,,0.0,Jones William,35.3,Vereador Jairo,9.6,Coronel Barata,6.5,Joilson,2.9,Mauro Gomes,2.8,Eliane Lima,2.7,Nilda,2.0,Claudio Furman,1.9,Engº Midson,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-03359/2016,https://folhadetucurui.blogspot.com/2016/05/pesquisa-doxa-jones-willian-na-frente.html,PA,TUCURUÍ,1,V,0.0,,0.0,Nilvan Oliveira,3.1,Arthur Brito,2.3,Bena Navegantes,1.4,Deley,1.4,Enfº Henrique,1.1,Rosalvo do Independente,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-03820/2016,https://www.hiroshibogea.com.br/doxa-abre-serie-de-pesquisas-mostrando-tendencia-em-tucurui/,PA,TUCURUÍ,1,P,1.0,,0.0,Jones William,43.7,Vereador Jairo,33.2,Prof. Jonatas,5.1,Joilson,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-03820/2016,https://www.hiroshibogea.com.br/doxa-abre-serie-de-pesquisas-mostrando-tendencia-em-tucurui/,PA,TUCURUÍ,1,P,0.0,,0.0,Jones William,32.5,Vereador Jairo,27.5,Coronel Barata,1.8,Joilson,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-03837/2016,https://folhadetucurui.blogspot.com/2016/09/,PA,TUCURUÍ,1,P,,,0.0,Jones William,52.0,Vereador Jairo,39.0,Joilson,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-08295/2016,https://folhadetucurui.blogspot.com/2016/03/pesquisa-para-prefeito-em-tucurui-jones.html,PA,TUCURUÍ,1,P,1.0,,0.0,Jones William,44.9,Vereador Jairo,13.3,Coronel Barata,11.0,Joilson,8.6,Mauro Gomes,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-08295/2016,https://folhadetucurui.blogspot.com/2016/03/pesquisa-para-prefeito-em-tucurui-jones.html,PA,TUCURUÍ,1,P,0.0,,0.0,Jones William,33.8,Vereador Jairo,8.6,Coronel Barata,7.5,Joilson,3.9,Mauro Gomes,3.6,Claudio Furman,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-03716/2016,https://blogdobranco.com/pesquisa-doxa-em-parauapebas-darci-e-catalao-caem-valmir-sobe/,PA,PARAUAPEBAS,1,P,1.0,,0.0,Darci Lermen,36.6,Valmir Mariano,25.2,Marcelo Catalão,16.3,Hipólito Reis,4.4,Chico das Cortinas,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-03716/2016,https://blogdobranco.com/pesquisa-doxa-em-parauapebas-darci-e-catalao-caem-valmir-sobe/,PA,PARAUAPEBAS,1,P,0.0,,0.0,Darci Lermen,32.8,Valmir Mariano,17.7,Marcelo Catalão,13.2,Hipólito Reis,3.6,Chico das Cortinas,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-07084/2016,https://soldocarajas.blogspot.com/2016/08/parauapebas-todos-os-vereadores.html,PA,PARAUAPEBAS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pesquisa acusada de falsificação: https://pebinhadeacucar.com.br/institutos-desmentem-pesquisas-falsas-que-circulam-em-parauapebas/,PA-07657/2016,http://www.infopebas.com/politica/darci-lidera-corrida-eleitoral/,PA,PARAUAPEBAS,1,P,1.0,,0.0,Darci Lermen,36.75,Valmir Mariano,19.48,Marcelo Catalão,12.99,Chico das Cortinas,5.71,João do Verdurão,2.6,Dr. Hipólito Reis,2.34,Gauchinho da Macro,1.82,Adelson Fernandes,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-08322/2016,https://parauapebasnews1.blogspot.com/2016/06/darci-lidera-pesquisa-prefeitura-de.html,PA,PARAUAPEBAS,1,P,1.0,,0.0,Darci Lermen,32.2,Valmir Mariano,13.7,Marcelo Catalão,13.7,Chico das Cortinas,10,Adelson,3.1,Hipólito,3.1,Claudio Almeida,2.2,Gaúcho da Makro,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-08322/2016,https://parauapebasnews1.blogspot.com/2016/06/darci-lidera-pesquisa-prefeitura-de.html,PA,PARAUAPEBAS,1,P,0.0,,0.0,Darci Lermen,23.5,Valmir Mariano,10.8,Marcelo Catalão,10.8,Chico das Cortinas,8.8,Adelson,4.7,Bel Mesquita,3.7,Hipólito,1.8,Claudio Almeida,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resultados para estimulado não são precisos.,PA-08674/2016,https://pebinhadeacucar.com.br/darci-ganha-na-espontanea-e-valmir-na-estimulada-diz-doxa/,PA,PARAUAPEBAS,1,P,1.0,,0.0,Darci Lermen,33.1,Valmir Mariano,34.6,Marcelo Catalão,17.1,Hipólito Reis,~4,Chico das Cortinas,~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-08674/2016,https://blogdobranco.com/3o-pesquisa-doxa-em-parauapebas-darci-e-valmir-estao-empatados/,PA,PARAUAPEBAS,1,P,0.0,,0.0,Darci Lermen,28.3,Valmir Mariano,28.1,Marcelo Catalão,13.5,Chico das Cortinas,3.2,Hipólito Reis,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-09273/2016,https://pebinhadeacucar.com.br/parauapebas-vai-ferver-com-duas-novas-pesquisas-na-reta-final-das-eleicoes/,PA,PARAUAPEBAS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-09325/2016,https://ver-o-fato.com.br/darci-mantem-vantagem-em-parauapebas/,PA,PARAUAPEBAS,1,P,1.0,,0.0,Darci Lermen,38.5,Marcelo Catalão,19.6,Valmir Mariano,16.2,Hipólito Reis,3.9,Chico das Cortinas ,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-09325/2016,https://ver-o-fato.com.br/darci-mantem-vantagem-em-parauapebas/,PA,PARAUAPEBAS,1,P,0.0,,0.0,Darci Lermen,36.7,Marcelo Catalão,17.1,Valmir Mariano,16.0,Hipólito Reis,3.7,Chico das Cortinas ,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-00033/2016,http://www.hiroshibogea.com.br/pesquisa-doxa-adonei-e-o-favorito-em-curionopolis/,PA,CURIONÓPOLIS,1,P,1.0,,0.0,Adonei,53.0,Valdeir da União,9.0,Rui do Posto,8.0,Miguel,5,Edilei,5,Etiene,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
