outro id,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
,PE-00002/2016,http://www.saodomingospodemais.com/2016/01/,PE,CARUARU,1.0,P,1.0,,,TONY GEL,"25,5",RAQUEL LYRA,"22,5",JORGE GOMES,6,RIVALDO SOARES,"3,8",,,,,,,,,,,,,,,,,,,,,,
,MS-00393/2016,https://www.diariochapadense.com.br/as-vesperas-da-eleicao-pesquisa-do-ipems-aponta-krug-como-novo-prefeito-de-chapadao-do-sul/,MS,CHAPADÃO DO SUL,1.0,P,,,,JOAO CARLOS KRUG,"50,16",WALTER SCHLATTER,"36,17",,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-04496/2016,https://www.campograndenews.com.br/politica/candidato-do-pmdb-reage-e-pesquisa-mostra-empate-tecnico-em-chapadao,MS,CHAPADÃO DO SUL,1.0,P,1.0,,,JOAO CARLOS KRUG,"42,89",WALTER SCHLATTER,"39,46",GRACIANO,"1,22",,,,,,,,,,,,,,,,,,,,,,,,
,MS-04496/2016,https://www.diariochapadense.com.br/joao-carlos-krug-e-o-preferido-da-populacao-de-chapadao-do-sul-segundo-pesquisa-do-ipems/,MS,CHAPADÃO DO SUL,1.0,P,0.0,,,JOAO CARLOS KRUG,"28,77",WALTER SCHLATTER,"8,54",GRACIANO,"1,64",,,,,,,,,,,,,,,,,,,,,,,,
,ES-00005/2012,http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Colatina_201202_SiteFutura.pdf,ES,COLATINA,1.0,P,1.0,,,PAULO FOLETTO,"35,2",GUERINO BALESTRASSI,24,JOSIAS DA VITORIA,"9,8",CIRILO DE TARSO,"8,2",MARCELINO FRAGA,6,,,,,,,,,,,,,,,,,,,,
,ES-00005/2012,http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Colatina_201202_SiteFutura.pdf,ES,COLATINA,1.0,P,1.0,,,PAULO FOLETTO,"36,2",LEONARDO DEPTULSKI,"19,8",JOSIAS DA VITORIA,"10,5",CIRILO DE TARSO,8,MARCELINO FRAGA,"6,5",,,,,,,,,,,,,,,,,,,,
,ES-00005/2012,http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Colatina_201202_SiteFutura.pdf,ES,COLATINA,1.0,P,0.0,,,LEONARDO DEPTULSKI,"14,5",PAULO FOLETTO,"6,5",DA VITORIA,"3,8",GUERINO BALESTRASSI,2,JOSE LEAO,"1,8",,,,,,,,,,,,,,,,,,,,
,ES-00020/2012,http://futuranet.ws/wp-content/uploads/2012/07/R_RedeGazeta_Colatina_201207_SiteFutura_V001.pdf,ES,COLATINA,1.0,P,1.0,,,LEONARDO DEPTULSKI,"48,3",JOSIAS DA VITORIA,"27,1",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00020/2012,http://futuranet.ws/wp-content/uploads/2012/07/R_RedeGazeta_Colatina_201207_SiteFutura_V001.pdf,ES,COLATINA,1.0,P,0.0,,,LEONARDO DEPTULSKI,"23,9",JOSIAS DA VITORIA,8,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00060/2012,http://g1.globo.com/espirito-santo/eleicoes/2012/noticia/2012/09/deptulski-tem-562-e-da-vitoria-222-diz-futura-em-colatina.html,ES,COLATINA,1.0,P,0.0,,,LEONARDO DEPTULSKI,"46,8",JOSIAS DA VITORIA,"18,8",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00060/2012,http://g1.globo.com/espirito-santo/eleicoes/2012/noticia/2012/09/deptulski-tem-562-e-da-vitoria-222-diz-futura-em-colatina.html,ES,COLATINA,1.0,P,1.0,,,LEONARDO DEPTULSKI,"56,2",JOSIAS DA VITORIA,"22,2",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00133/2012,https://www.yumpu.com/pt/document/view/34439345/resultado-eleiaaues-colatina-futuranet/2,ES,COLATINA,1.0,P,1.0,,,LEONARDO,54,DA VITORIA,"26,7",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00133/2012,https://www.yumpu.com/pt/document/view/34439345/resultado-eleiaaues-colatina-futuranet/2,ES,COLATINA,1.0,P,0.0,,,LEONARDO,"51,7",DA VITORIA,"25,7",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-03701/2016,http://g1.globo.com/espirito-santo/eleicoes/2016/noticia/2016/10/sergio-meneguelli-tem-205-e-cirilo-195-em-colatina-diz-futura.html,ES,COLATINA,1.0,P,1.0,,,SERGIO MENEGUELLI,"20,5",CIRILO DE TARSO,"19,5",TADEU MARINO,"17,5",LUCIANO MERLO,"13,7",ALCENIR COUTINHO,"5,3",GESSE,"1,8",IRACELIO,1,,,,,,,,,,,,,,,,
,ES-07380/2016,https://politicacolatinense.blogspot.com/2016/04/,ES,COLATINA,1.0,P,1.0,,,PAULO FOLETTO,"26,9",SERGIO MENEGUELLI,"16,5",GUERINO BALESTRASSI,"11,5",RENZO VASCONCELOS,"10,5",LUCIANO MERLO,"6,5",,,,,,,,,,,,,,,,,,,,
,PB-00117/2012,https://deolhoemcondado.wordpress.com/category/politica/,PB,CONDADO,1.0,P,0.0,,,CAIO PAIXAO,40,JUNIOR LIMA,"34,3",CRISTIANO,"15,2",,,,,,,,,,,,,,,,,,,,,,,,
,MG-00354/2012,https://www.viomundo.com.br/politica/estadao-aecio-diz-que-lula-acabou-como-chefe-de-faccao.html,MG,CONTAGEM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-01239/2012,"https://www.em.com.br/app/noticia/politica/2012/10/27/interna_politica,325906/comunista-lidera-com-folga-em-contagem.shtml",MG,CONTAGEM,1.0,P,0.0,,,CARLIN MOURA,"57,1",DURVAL ANGELO,"22,9",,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-01239/2012,"https://www.em.com.br/app/noticia/politica/2012/10/27/interna_politica,325906/comunista-lidera-com-folga-em-contagem.shtml",MG,CONTAGEM,1.0,P,1.0,,,CARLIN MOURA,"61,2",DURVAL ANGELO,"25,8",,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-04092/2016,http://www.capitaldopantanal.com.br/geral/pesquisa-fiems-aponta-lideranca-de-paulo-duarte-para-prefeitura-de/519761/,MS,CORUMBÁ,1.0,P,1.0,,,PAULO DUARTE,"42,79",RUITER CUNHA,"35,6",ELANO HOLANDA,"9,99",,,,,,,,,,,,,,,,,,,,,,,,
,MS-09538/2016,http://www.correiodecorumba.com.br/pdf/cc2796.pdf,MS,CORUMBÁ,1.0,P,0.0,,,PAULO DUARTE,"14,24",RUITER CUNHA,"11,59",ELANO,"1,38",,,,,,,,,,,,,,,,,,,,,,,,
,MS-09538/2016,http://www.correiodecorumba.com.br/pdf/cc2796.pdf,MS,CORUMBÁ,1.0,P,1.0,,,PAULO DUARTE,"32,94",RUITER CUNHA,"31,17",ELANO,"15,88",,,,,,,,,,,,,,,,,,,,,,,,
,MS-09770/2016,http://www.correiodecorumba.com.br/pdf/cc2796.pdf,MS,CORUMBÁ,1.0,P,0.0,,,PAULO DUARTE,"14,24",RUITER CUNHA,"11,59",ELANO,"1,38",,,,,,,,,,,,,,,,,,,,,,,,
,MS-09770/2016,http://www.correiodecorumba.com.br/pdf/cc2796.pdf,MS,CORUMBÁ,1.0,P,1.0,,,RUITER CUNHA,"37,92",PAULO DUARTE,"28,37",ELANO,"13,93",,,,,,,,,,,,,,,,,,,,,,,,
,MS-00004/2012,https://www.maseno.ac.ke/index/index.php?option=com_content&view=article&id=445:bachelor-of-medicinesurgery&catid=35:about-maseno,MS,COSTA RICA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MT-00685/2012,https://www.sonoticias.com.br/geral/juiz-do-tre-mantem-suspensa-pesquisa-de-instituto/,MT,CUIABÁ,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MT-00686/2012,https://www.sonoticias.com.br/geral/juiz-do-tre-mantem-suspensa-pesquisa-de-instituto/,MT,CUIABÁ,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-00025/2014,https://chiquinhodornas.blogspot.com/2014/08/eleicoesdf-arruda-lidera-disputa-df.html,DF,DISTRITO FEDERAL,1.0,G,0.0,,,JOSE ROBERTO ARRUDA,"21,3",AGNELO QUEIROZ,"12,5",RODRIGO ROLLEMBERG,"5,6",,,,,,,,,,,,,,,,,,,,,,,,
,DF-00025/2014,https://chiquinhodornas.blogspot.com/2014/08/eleicoesdf-arruda-lidera-disputa-df.html,DF,DISTRITO FEDERAL,1.0,G,1.0,,,JOSE ROBERTO ARRUDA,"32,8",AGNELO QUEIROZ,"18,3",RODRIGO ROLLEMBERG,"11,9",TONINHO DO PSOL,"5,6",LUIZ PITIMAN,"4,5",,,,,,,,,,,,,,,,,,,,
,DF-00025/2014,https://fernandorodrigues.blogosfera.uol.com.br/2014/08/09/no-df-arruda-tem-328-e-agnelo-183-diz-mda/,DF,DISTRITO FEDERAL,1.0,S,,,,LUIZ ANTONIO REGUFFE,33,GERALDO MAGELA,"18,1",GIM ARGELLO,13,SANDRA QUEZADO,"3,1",,,,,,,,,,,,,,,,,,,,,,
,MS-04280/2016,https://redemsnews.blogspot.com/2016/09/dourados-justica-eleitoral-barra.html,MS,DOURADOS,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-04898/2016,http://www.fiems.com.br/noticias/delia-razuk-lidera-disputa-a-prefeitura-de-dourados-com-geraldo-em-2o-aponta-pesquisa-fiems-ipems/22222,MS,DOURADOS,1.0,P,1.0,,,DELIA RAZUK,"40,65",GERALDO RESENDE,"32,27",RENATO CAMARA,"10,55",,,,,,,,,,,,,,,,,,,,,,,,
,MS-06144/2016,http://www.douradosnews.com.br/amplavisao/azar-nosso-noticias-policiais-no-horario-politico/861477/,MS,DOURADOS,1.0,P,,,,DELIA RAZUK,"44,48",GERALDO RESENDE,"32,11",RENATO CAMARA,"3,52",VICENTE CARNEIRO,"1,94",,,,,,,,,,,,,,,,,,,,,,
,ES-00002/2014,http://gazetaonline.globo.com/_conteudo/2014/04/noticias/politica/1484442-na-serra-casagrande-tem-30-8-e-paulo-hartung-27.html,ES,ESPÍRITO SANTO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,ES-00004/2014,https://www.vilanoticias.com/em-vitoria-hartung-sai-na-frente-com-379/,ES,ESPÍRITO SANTO,1.0,PR,1.0,,,AECIO NEVES,"20,4",DILMA ROUSSEFF,"17,7",EDUARDO CAMPOS,15,,,,,,,,,,,,,,,,,,,,,,,,
?,ES-00004/2014,https://www.vilanoticias.com/em-vitoria-hartung-sai-na-frente-com-379/,ES,ESPÍRITO SANTO,1.0,S,1.0,,,FABIANO CONTARATO,"23,4",JOAO COSER,"22,9",ROSE DE FREITAS,"15,7",,,,,,,,,,,,,,,,,,,,,,,,
?,ES-00004/2014,https://www.vilanoticias.com/em-vitoria-hartung-sai-na-frente-com-379/,ES,ESPÍRITO SANTO,1.0,S,1.0,,,PAULO HARTUNG,"43,4",FABIANO CONTARATO,"17,5",JOAO COSER,"16,7",,,,,,,,,,,,,,,,,,,,,,,,
?,ES-00004/2014,https://www.vilanoticias.com/em-vitoria-hartung-sai-na-frente-com-379/,ES,ESPÍRITO SANTO,1.0,G,0.0,,,PAULO HARTUNG,"17,7",RENATO CASAGRANDE,"12,7",MAGNO MALTA,"3,5",RICARDO FERRAÇO,"3,2",JOAO CARLOS COSER,"2,2",,,,,,,,,,,,,,,,,,,,
?,ES-00004/2014,https://www.vilanoticias.com/em-vitoria-hartung-sai-na-frente-com-379/,ES,ESPÍRITO SANTO,1.0,G,1.0,,,PAULO HARTUNG,"37,9",RENATO CASAGRANDE,"24,9",MAGNO MALTA,"10,5",GUERINO BALESTRASSI,"3,5",,,,,,,,,,,,,,,,,,,,,,
,ES-00016/2014,http://futuranet.ws/wp-content/uploads/2014/08/R_RedeGazeta_Avalia%C3%A7%C3%A3oEstadual_201408_V00_Site.pdf,ES,ESPÍRITO SANTO,1.0,S,1.0,,,ROSE DE FREITAS,"21,9",JOAO CARLOS COSER,"17,9",NEUCIMAR FRAGA,13,ANDRE MOREIRA,"1,8",RAPHAEL GOES FURTADO,"1,5",,,,,,,,,,,,,,,,,,,,
,ES-00016/2014,http://futuranet.ws/wp-content/uploads/2014/08/R_RedeGazeta_Avalia%C3%A7%C3%A3oEstadual_201408_V00_Site.pdf,ES,ESPÍRITO SANTO,1.0,S,0.0,,,ROSE DE FREITAS,"7,2",JOAO CARLOS COSER,4,NEUCIMAR FRAGA,"3,4",,,,,,,,,,,,,,,,,,,,,,,,
,ES-00016/2014,http://futuranet.ws/wp-content/uploads/2014/08/R_RedeGazeta_Avalia%C3%A7%C3%A3oEstadual_201408_V00_Site.pdf,ES,ESPÍRITO SANTO,1.0,G,1.0,,,PAULO HARTUNG,"49,8",RENATO CASAGRANDE,"31,9",CAMILA VALADAO,"1,2",ROBERTO CARLOS,"1,2",,,,,,,,,,,,,,,,,,,,,,
,ES-00016/2014,http://futuranet.ws/wp-content/uploads/2014/08/R_RedeGazeta_Avalia%C3%A7%C3%A3oEstadual_201408_V00_Site.pdf,ES,ESPÍRITO SANTO,1.0,G,0.0,,,PAULO HARTUNG,"29,2",RENATO CASAGRANDE,"19,4",,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00376/2014,ES-00016/2014,http://futuranet.ws/wp-content/uploads/2014/08/R_RedeGazeta_Avalia%C3%A7%C3%A3oEstadual_201408_V00_Site.pdf,ES,ESPÍRITO SANTO,1.0,PR,1.0,,,AECIO NEVES,27,DILMA ROUSSEFF,"23,4",EDUARDO CAMPOS,"7,5",PASTOR EVERALDO,"2,2",,,,,,,,,,,,,,,,,,,,,,
BR-00376/2014,ES-00016/2014,http://futuranet.ws/wp-content/uploads/2014/08/R_RedeGazeta_Avalia%C3%A7%C3%A3oEstadual_201408_V00_Site.pdf,ES,ESPÍRITO SANTO,1.0,PR,0.0,,,DILMA ROUSSEFF,"16,8",AECIO NEVES,"16,4",EDUARDO CAMPOS,"4,2",,,,,,,,,,,,,,,,,,,,,,,,
,ES-00025/2014,http://g1.globo.com/espirito-santo/eleicoes/2014/noticia/2014/09/ao-senado-rose-tem-27-neucimar-135-e-coser-13-diz-futura-no-es.html,ES,ESPÍRITO SANTO,1.0,S,0.0,,,ROSE DE FREITAS,"16,5",NEUCIMAR FRAGA,7,JOAO COSER,7,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00025/2014,https://www.vilanoticias.com/pesquisa-futura-aponta-hartung-com-498-e-casagrande-com-28/,ES,ESPÍRITO SANTO,1.0,S,1.0,,,ROSE DE FREITAS,"26,6",NEUCIMAR FRAGA,"13,5",JOAO COSER,"12,8",ANDRE MOREIRA,"1,5",,,,,,,,,,,,,,,,,,,,,,
,ES-00025/2014,http://g1.globo.com/espirito-santo/eleicoes/2014/noticia/2014/09/hartung-tem-50-e-casagrande-28-diz-futura-no-espirito-santo.html,ES,ESPÍRITO SANTO,1.0,G,0.0,,,PAULO HARTUNG,41,CASAGRANDE,23,ROBERTO CARLOS,"1,5",,,,,,,,,,,,,,,,,,,,,,,,
,ES-00025/2014,http://g1.globo.com/espirito-santo/eleicoes/2014/noticia/2014/09/hartung-tem-50-e-casagrande-28-diz-futura-no-espirito-santo.html,ES,ESPÍRITO SANTO,1.0,G,1.0,,,PAULO HARTUNG,50,CASAGRANDE,28,ROBERTO CARLOS,"2,5",,,,,,,,,,,,,,,,,,,,,,,,
BR-00859/2014,ES-00025/2014,https://www.vilanoticias.com/pesquisa-futura-aponta-hartung-com-498-e-casagrande-com-28/,ES,ESPÍRITO SANTO,1.0,PR,,,,MARINA SILVA,31,DILMA ROUSSEFF,"25,9",AECIO NEVES,"16,4",,,,,,,,,,,,,,,,,,,,,,,,
,ES-00033/2014,http://g1.globo.com/espirito-santo/eleicoes/2014/noticia/2014/10/hartung-tem-56-e-casagrande-39-diz-futura-no-espirito-santo.html,ES,ESPÍRITO SANTO,1.0,G,1.0,,,PAULO HARTUNG,45,CASAGRANDE,31,ROBERTO CARLOS,2,CAMILA VALADAO,1,,,,,,,,,,,,,,,,,,,,,,
BR–00990/2014,ES-00033/2014,https://www.vilanoticias.com/ibope-e-futura-mostram-larga-vantagem-de-paulo-hartung-eleicao-deve-ser-decidida-no-primeiro/,ES,ESPÍRITO SANTO,1.0,PR,,,1.0,MARINA SILVA,"35,2",DILMA ROUSSEFF,"34,6",AECIO NEVES,"27,7",LUCIANA GENRO,1,,,,,,,,,,,,,,,,,,,,,,
,ES-00033/2014,https://www.vilanoticias.com/ibope-e-futura-mostram-larga-vantagem-de-paulo-hartung-eleicao-deve-ser-decidida-no-primeiro/,ES,ESPÍRITO SANTO,1.0,S,,,1.0,ROSE DE FREITAS,"49,6",NEUCIMAR FRAGA,"29,7",JOAO COSER,"17,1",ANDRE MOREIRA,"2,3",RAPHAEL FURTADO,"1,3",,,,,,,,,,,,,,,,,,,,
,ES-00691/2018,https://www.agazeta.com.br/brasil/contarato-lidera-na-grande-vitoria-e-entre-eleitores-com-ensino-superior-0918,ES,ESPÍRITO SANTO,1.0,S,0.0,,,MAGNO MALTA,"14,5",FABIANO CONTARATO,"13,1",RICARDO FERRAÇO,"10,1",MARCOS DO VAL,"4,5",,,,,,,,,,,,,,,,,,,,,,
,ES-00691/2018,https://www.agazeta.com.br/brasil/contarato-lidera-na-grande-vitoria-e-entre-eleitores-com-ensino-superior-0918,ES,ESPÍRITO SANTO,1.0,S,1.0,,,MAGNO MALTA,"39,4",RICARDO FERRAÇO,"33,3",FABIANO CONTARATO,26,MARCOS DO VAL,"14,4",CELIA TAVARES,"4,8",SUBTENENTE ASSIS,"4,3",MAURO RIBEIRO,"3,4",ROGERIO BERBARDO,"2,5",ULISSES PINCELLI,"1,5",HELDER CARNIELLI,"1,4",,,,,,,,,,
?,ES-00691/2018,https://www.agazeta.com.br/brasil/no-es-bolsonaro-tem-34-6-das-intencoes-de-voto-e-permanece-na-frente-0918,ES,ESPÍRITO SANTO,1.0,PR,0.0,,,JAIR BOLSONARO,"30,3",FERNANDO HADDAD,"12,1",CIRO GOMES,"4,8",GERALDO ALCKMIN,"2,9",JOAO AMOEDO,"1,5",MARINA SILVA,"1,4",HENRIQUE MEIRELLES,1,,,,,,,,,,,,,,,,
?,ES-00691/2018,https://www.agazeta.com.br/brasil/no-es-bolsonaro-tem-34-6-das-intencoes-de-voto-e-permanece-na-frente-0918,ES,ESPÍRITO SANTO,1.0,PR,1.0,,,JAIR BOLSONARO,"34,6",FERNANDO HADDAD,"16,3",CIRO GOMES,"8,8",GERALDO ALCKMIN,"6,5",MARINA SILVA,"4,1",JOAO AMOEDO,"2,8",HENRIQUE MEIRELLES,"1,9",,,,,,,,,,,,,,,,
?,ES-04600/2018,https://www.agazeta.com.br/es/politica/mesmo-na-prisao-lula-lidera-com-29-4-no-es-0418,ES,ESPÍRITO SANTO,1.0,PR,0.0,,,LULA,"17,9",JAIR BOLSONARO,"15,1",MARINA SILVA,"1,4",,,,,,,,,,,,,,,,,,,,,,,,
?,ES-04600/2018,https://www.agazeta.com.br/es/politica/mesmo-na-prisao-lula-lidera-com-29-4-no-es-0418,ES,ESPÍRITO SANTO,1.0,PR,1.0,,,LULA,"29,4,",JAIR BOLSONARO,"19,8",MARINA SILVA,"8,1",JOAQUIM BARBOSA,"4,8",GERALDO ALCKMIN,"3,3",CIRO GOMES,"2,9",ALVARO DIAS,"1,8",MICHEL TEMER,1,FERNANDO COLLOR,"1,3",,,,,,,,,,,,
,ES-04600/2018,https://www.capixabanews.com/primeira-pesquisa-aponta-empate-entre-casagrande-e-hartung/,ES,ESPÍRITO SANTO,1.0,G,0.0,,,PAULO HARTUNG,"16,4",RENATO CASAGRANDE,"15,4",ROSE DE FREITAS,"1,4",,,,,,,,,,,,,,,,,,,,,,,,
,ES-04600/2018,https://www.capixabanews.com/primeira-pesquisa-aponta-empate-entre-casagrande-e-hartung/,ES,ESPÍRITO SANTO,1.0,G,1.0,,,PAULO HARTUNG,"36,9",RENATO CASAGRANDE,"36,1",ROSE DE FREITAS,"7,2",ANDRE MOREIRA,"2,3",,,,,,,,,,,,,,,,,,,,,,
?,ES-06695/2018,https://expressodiario.com/bolsonaro-lidera-em-todos-os-cenarios-no-espirito-santo/,ES,ESPÍRITO SANTO,1.0,PR,0.0,,,JAIR BOLSONARO,"22,5",LULA,17,MARINA SILVA,"3,4",CIRO GOMES,"2,5",GERALDO ALCKMIN,"1,9",JOAO AMOEDO,"1,9",,,,,,,,,,,,,,,,,,
?,ES-06695/2018,https://expressodiario.com/bolsonaro-lidera-em-todos-os-cenarios-no-espirito-santo/,ES,ESPÍRITO SANTO,1.0,PR,1.0,,,JAIR BOLSONARO,"25,8",LULA,"24,8",MARINA SILVA,8,CIRO GOMES,"5,6",GERALDO ALCKMIN,4,JOAO AMOEDO,"3,6",ALVARO DIAS,"1,3",,,,,,,,,,,,,,,,
,ES-06695/2018,https://politicacolatinense.blogspot.com/2018/,ES,ESPÍRITO SANTO,1.0,G,1.0,,,RENATO CASAGRANDE,"60,8",ROSE DE FREITAS,"8,1",CARLOS MANATO,"3,4",ANDRE MOREIRA,"1,5",ARIDELMO TEIXEIRA,"1,3",JACKELINE ROCHA,"1,1",,,,,,,,,,,,,,,,,,
,ES-06695/2018,https://politicacolatinense.blogspot.com/2018/,ES,ESPÍRITO SANTO,1.0,S,0.0,,,MAGNO,"10,8",FERRAÇO,"7,8",FABIANO CONTARATO,"1,6",MARCOS DO VAL,"1,1",,,,,,,,,,,,,,,,,,,,,,
,ES-06695/2018,https://politicacolatinense.blogspot.com/2018/,ES,ESPÍRITO SANTO,1.0,S,1.0,,,MAGNO,"42,1",FERRAÇO,"38,9",FABIANO CONTARATO,"9,4",MARCOS DO VAL,"8,1",CELIA TAVARES,5,ROGERIO BERNARDO,"3,1",MAURO RIBEIRO,"2,6",SUBTENENTE ASSIS,"2,5",HELDER CARNIELLI,"2,4",ULISSES PINCELLI,1,,,,,,,,,,
,ES-09041/2018,https://tconline.com.br/futura-indica-lideranca-absoluta-de-casagrande/,ES,ESPÍRITO SANTO,1.0,G,0.0,,,CASAGRANDE,"20,4",PAULO HARTUNG,"18,5",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-09041/2018,https://tconline.com.br/futura-indica-lideranca-absoluta-de-casagrande/,ES,ESPÍRITO SANTO,1.0,G,1.0,,,CASAGRANDE,42,HARTUNG,"32,9",ROSE,"6,9",CORONEL FORESTI,"3,5",ANDRE MOREIRA,"1,1",,,,,,,,,,,,,,,,,,,,
,ES-09041/2018,https://tconline.com.br/futura-indica-lideranca-absoluta-de-casagrande/,ES,ESPÍRITO SANTO,1.0,G,1.0,,,CASAGRANDE,"56,5",ROSE DE FREITAS,"11,9",AMARO NETO,"9,4",CORONEL FORESTI,"3,5",ANDRE MOREIRA,"1,1",,,,,,,,,,,,,,,,,,,,
,ES-09041/2018,https://tconline.com.br/futura-indica-lideranca-absoluta-de-casagrande/,ES,ESPÍRITO SANTO,1.0,G,1.0,,,CASAGRANDE,"52,6",RICARDO FERRAÇO,"13,8",ROSE,"9,5",CORONEL FORESTI,"3,8",ANDRE MOREIRA,"1,4",,,,,,,,,,,,,,,,,,,,
,ES-09041/2018,https://tconline.com.br/futura-indica-lideranca-absoluta-de-casagrande/,ES,ESPÍRITO SANTO,1.0,G,1.0,,,CASAGRANDE,"58,4",ROSE DE FREITAS,"12,8",CARLOS ALBERTO FORESTI,"4,3",COLNAGO,4,ANDRE MOREIRA,"1,5",,,,,,,,,,,,,,,,,,,,
,MS-06567/2016,http://www.horadanoticia.com.br/?conteudo=Noticias&noti_id=17464,MS,FIGUEIRÃO,1.0,P,1.0,,,ROGERIO,"48,5",JUVENAL,"32,77",,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-06567/2016,http://www.horadanoticia.com.br/?conteudo=Noticias&noti_id=17464,MS,FIGUEIRÃO,1.0,P,1.0,,,ROGERIO,"56,61",PROF. JUVENAL,"36,76",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-02835/2016,https://f1portaldenoticias.blogspot.com/2017/,ES,FUND√ÉO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00021/2012,http://futuranet.ws/wp-content/uploads/2012/07/R_RedeGazeta_Guarapari_201207_SiteFutura_V002.pdf,ES,GUARAPARI,1.0,P,1.0,,,EDSON MAGALHAES,"50,6",RICARDO CONDE,"24,1",CARLOS VON,"2,5",,,,,,,,,,,,,,,,,,,,,,,,
,ES-00021/2012,http://futuranet.ws/wp-content/uploads/2012/07/R_RedeGazeta_Guarapari_201207_SiteFutura_V002.pdf,ES,GUARAPARI,1.0,P,0.0,,,EDSON MAGALHAES,"25,3",RICARDO CONDE,"3,8",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00056/2012,http://g1.globo.com/espirito-santo/eleicoes/2012/noticia/2012/09/edson-magalhaes-tem-521-e-conde-275-diz-ibope-em-guarapari.html,ES,GUARAPARI,1.0,P,0.0,,,EDSON MAGALHAES,"45,7",RICARDO CONDE,"19,6",CARLOS VON,"2,7",,,,,,,,,,,,,,,,,,,,,,,,
,ES-00056/2012,http://g1.globo.com/espirito-santo/eleicoes/2012/noticia/2012/09/edson-magalhaes-tem-521-e-conde-275-diz-ibope-em-guarapari.html,ES,GUARAPARI,1.0,P,1.0,,,EDSON MAGALHAES,"52,1",RICARDO CONDE,"27,5",CARLOS VON,"4,5",,,,,,,,,,,,,,,,,,,,,,,,
,ES-00132/2012,https://www.yumpu.com/pt/document/read/28336040/resultado-eleiaaues-guarapari-futuranet,ES,GUARAPARI,1.0,P,1.0,,,EDSON MAGALHAES,"52,3",RICARDO CONDE,"24,3",CARLOS VON,"7,3",,,,,,,,,,,,,,,,,,,,,,,,
,ES-00132/2012,https://www.yumpu.com/pt/document/read/28336040/resultado-eleiaaues-guarapari-futuranet,ES,GUARAPARI,1.0,P,0.0,,,EDSON MAGALHAES,"47,3",RICARDO CONDE,"21,3",CARLOS VON,"5,3",,,,,,,,,,,,,,,,,,,,,,,,
,MG-00839/2012,http://www.vivereperigoso.com/2012_09_26_archive.html,MG,ITAJUBÁ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-02363/2016,http://fronteiranews.com/monteiro-lidera-corrida-eleitoral-em-jardim/,MS,JARDIM,1.0,P,1.0,,,GUILHERME MONTEIRO,"44,09",DR. ERNEY,"34,2",PASTOR ELCIO,"5,67",,,,,,,,,,,,,,,,,,,,,,,,
,MS-03490/2016,http://www.tudodoms.com.br/noticia/72848/veja-as-pesquisas-de-intencao--de-voto-para-jardim-e-terenos,MS,JARDIM,1.0,P,,,,GUILHERME MONTEIRO,"45,77",DR. ERNEY,"34,45",PASTOR ELCIO,"3,98",,,,,,,,,,,,,,,,,,,,,,,,
,PB-00034/2012,https://blogdopovodeitabaiana.blogspot.com/2012/08/pesquisa-opiniao-aponta-empate-tecnico.html,PB,JOÃO PESSOA,1.0,P,0.0,,,CICERO,"14,7",MARANHAO,"13,6",LUCIANO CARTAXO,"10,3",ESTELA BEZERRA,"6,2",,,,,,,,,,,,,,,,,,,,,,
