tse_id,url,sg_uf.x,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
SP-03011/2018,https://noticias.r7.com/eleicoes-2018/realtime-big-data-em-sp-paulo-skaf-tem-25-e-joao-doria-22-02102018,SP,SÃO PAULO,1,G,,,,Doria,22.0,Skaf,25.0,Marcio França,15.0,Luiz Marinho,7.0,Lisette Arelaro,2.0,Costa e Silva,2.0,Chequer,1.0,Candido,1.0,,,,,,,,,,,,,,
SP-03303/2016,http://www.informamais.com.br/Site/Paginas/Eleicoes--Pesquisa-eleitoral-aponta-Mara-Marsola-PEN-na-preferencia-dos-trifronteiranos-com-47/2492,SP,TRÊS FRONTEIRAS,1,p,,,,Mara Marsola,47.0,Bim Belão,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04178/2018,https://blogdosilvinhosilva.blogspot.com/2018/10/sao-paulo-doria-e-marcio-franca-com-50.html,SP,SÃO PAULO,1,G,1.0,,,Doria,48.0,Marcio França,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04232/2018,https://noticias.r7.com/eleicoes-2018/doria-tem-53-dos-votos-validos-e-franca-47-diz-realtime-big-data-19102018,SP,SÃO PAULO,1,G,,,,Doria,49.0,Marcio França,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04706/2018,http://www.portalcostabranca.com/2018/04/ex-prefeito-joao-doria-lidera-pesquisa.html,SP,SÃO PAULO,1,g,,,,Doria,29.0,Skaf,20.0,Marcio França,8.0,Luiz Marinho,7.0,,,,,,,,,,,,,,,,,,,,,,
SP-05199/2016,https://novodianoticias.com.br/2016/09/bocalon-esta-na-frente-em-itupeva-mostra-pesquisa/,SP,ITUPEVA,1,p,1.0,,,Ricardo Bocalon,37.2,Marcos Marchi,24.7,Adir do Sindicato,4.0,Adamis Oliveira,2.0,Batista,1.7,,,,,,,,,,,,,,,,,,,,
SP-05275/2016,https://diariodopoder.com.br/uncategorized/doria-tem-335-russomanno-197-marta-147-e-haddad-121-diz-pesquisa,SP,SÃO PAULO,1,p,1.0,,,Marta Suplicy,14.7,Russomano,19.7,Haddad,12.1,João Doria,33.5,,,,,,,,,,,,,,,,,,,,,,
SP-05611/2018,https://issuu.com/9865fdggd/docs/jm_229,SP,SÃO PAULO,1,g,1.0,,,Doria,24.0,Skaf,23.0,Marcio França,18.0,,,,,,,,,,,,,,,,,,,,,,,,
SP-05713/2016,https://www.novomomento.com.br/omar-tem-larga-vantagem-mostra-pesquisa/,SP,AMERICANA,1,p,,,,Omar Najar,55.0,Erich Hetzl,11.5,Luciano Correa,4.2,Dimas Zulian,3.7,,,,,,,,,,,,,,,,,,,,,,
SP-05713/2016,https://www.novomomento.com.br/omar-tem-larga-vantagem-mostra-pesquisa/,SP,AMERICANA,1,p,,,,Omar Najar,55.0,Erich Hetzl,11.5,Luciano Correa,4.2,Dimas Zulian,3.7,,,,,,,,,,,,,,,,,,,,,,
SP-06371/2018,https://noticias.r7.com/brasil/skaf-e-doria-lideram-disputa-para-governador-de-sao-paulo-14082018,SP,SÃO PAULO,1,g,,,,Doria,23.0,Skaf,25.0,Marcio França,4.0,Luiz Marinho,6.0,Lisette Arelaro,2.0,Chequer,1.0,,,,,,,,,,,,,,,,,,
SP-07091/2018,https://searadionaotoca.blogspot.com/2018/07/xpipespe-bolsonaro-empata-com-lula-em.html,SP,SÃO PAULO,1,PR,1.0,,,Lula,20.0,Bolsonaro,20.0,Alckmin,19.0,Marina,8.0,Ciro,7.0,Alvaro Dias,3.0,João Amoedo,2.0,Henrique Meirelles,2.0,Manuela D'ávila,1.0,,,,,,,,,,,,
SP-07313/2016,https://grupobomdia.com.br/pesquisas-apontam-eleicao-acirrada-em-bady-bassitt-tecnicamente-empatados/,SP,BADY BASSITT,1,p,,,,Tobardini,38.0,Meiri,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-07939/2016,https://pauliniaonline.blogspot.com/2016/09/fls-divulga-resultado-de-pesquisa.html,SP,PAULÍNIA,1,p,1.0,,,Pavan,31.8,Dixon,23.8,Tuta,17.6,Yamada,2.0,Moura,1.0,,,,,,,,,,,,,,,,,,,,
SP-07939/2016,https://pauliniaonline.blogspot.com/2016/09/fls-divulga-resultado-de-pesquisa.html,SP,PAULÍNIA,1,p,1.0,,,Pavan,31.8,Dixon,23.8,Tuta,17.6,Yamada,2.0,Moura,1.0,,,,,,,,,,,,,,,,,,,,
SP-07990/2018,http://www.regiaonoroeste.com/portal/materias.php?id=188738,SP,SÃO PAULO,1,G,1.0,,,Doria,25.0,Skaf,23.0,Marcio França,8.0,Luiz Marinho,5.0,Lisette Arelaro,2.0,Major Costa e,1.0,,,,,,,,,,,,,,,,,,
SP-07990/2018,http://www.regiaonoroeste.com/portal/materias.php?id=188738,SP,SÃO PAULO,1,G,1.0,,,Doria,25.0,Skaf,23.0,Marcio França,8.0,Luiz Marinho,5.0,Lisette Arelaro,2.0,Major Costa e,1.0,,,,,,,,,,,,,,,,,,
SP-08400/2018,https://veja.abril.com.br/blog/radar/doria-e-skaf-empatados-em-nova-pesquisa/,SP,SÃO PAULO,1,G,1.0,,,Doria,23.0,Skaf,24.0,Marcio França,8.0,Luiz Marinho,6.0,,,,,,,,,,,,,,,,,,,,,,
SP-08612/2018,https://istoe.com.br/datafolha-sp-skaf-sobe-de-20-para-23-e-empata-tecnicamente-com-doria-25/,SP,SÃO PAULO,1,g,1.0,,,Doria,25.0,Skaf,23.0,Marcio França,8.0,Luiz Marinho,5.0,Lisette Arelaro,2.0,Costa e Silva,2.0,,,,,,,,,,,,,,,,,,
SP-08612/2018,https://istoe.com.br/datafolha-sp-skaf-sobe-de-20-para-23-e-empata-tecnicamente-com-doria-25/,SP,SÃO PAULO,1,g,1.0,,,Doria,25.0,Skaf,23.0,Marcio França,8.0,Luiz Marinho,5.0,Lisette Arelaro,2.0,Costa e Silva,2.0,,,,,,,,,,,,,,,,,,
SP-08612/2018,https://www.pragmatismopolitico.com.br/2018/08/pesquisas-eleitorais-senado.html,SP,SÃO PAULO,1,S,1.0,,,Suplicy,32.0,Mario Covas,18.0,Major Olímpio,13.0,Cidinha,7.0,Mara Gabrili,6.0,Tripoli,5.0,Antonio Neto,4.0,Ferreira,4.0,Maggi,3.0,Tatto,3.0,Cara,2.0,da Luz,2.0,de Cristo,2.0,Ferraro,2.0,Barbieri,2.0
SP-08612/2018,https://www.pragmatismopolitico.com.br/2018/08/pesquisas-eleitorais-senado.html,SP,SÃO PAULO,1,S,1.0,,,Suplicy,32.0,Mario Covas,18.0,Major Olímpio,13.0,Cidinha,7.0,Mara Gabrili,6.0,Tripoli,5.0,Antonio Neto,4.0,Ferreira,4.0,Maggi,3.0,Tatto,3.0,Cara,2.0,da Luz,2.0,de Cristo,2.0,Ferraro,2.0,Barbieri,2.0
SP-08612/2018,https://www.rp10.com.br/2018/08/pesquisa-datafolha-em-sao-paulo-doria-25-skaf-20-franca-e-marinho-4/,SP,SÃO PAULO,1,G,1.0,,,Doria,25.0,Skaf,20.0,Marcio França,4.0,Luiz Marinho,4.0,Lisette Arelaro,2.0,Costa e Silva,2.0,,,,,,,,,,,,,,,,,,
SP-08612/2018,https://www.rp10.com.br/2018/08/pesquisa-datafolha-em-sao-paulo-doria-25-skaf-20-franca-e-marinho-4/,SP,SÃO PAULO,1,G,1.0,,,Doria,25.0,Skaf,20.0,Marcio França,4.0,Luiz Marinho,4.0,Lisette Arelaro,2.0,Costa e Silva,2.0,,,,,,,,,,,,,,,,,,
TO-00028/2014,http://g1.globo.com/to/tocantins/eleicoes/2014/noticia/2014/09/marcelo-miranda-lidera-com-484-sandoval-tem-341-aponta-serpes.html,TO,TOCANTINS,1,G,1.0,,,Marcelo Miranda,48.4,Sandoval Cardoso,34.1,Ataídes Oliveira,2.5,,,,,,,,,,,,,,,,,,,,,,,,
TO-00368/2012,https://issuu.com/agiulio/docs/porto_news_ed39/7,TO,LAGOA DA CONFUSÃO,1,p,,,,Mauro,52.0,Neto Lindo,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00398/2012,https://issuu.com/agiulio/docs/porto_news_ed39/7,TO,DUERÉ,1,p,,,,Nélio,54.0,Valdeni,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-08325/2016,https://afnoticias.com.br/instituto-centro-oeste-aponta-patricia-evelin-com-39-em-xambioa-silvia-tem-35/,TO,XAMBIOÁ,1,p,,,,Patricia Evelin,39.0,Silvia,35.0,Santiago,15.0,Maranhão,2.0,,,,,,,,,,,,,,,,,,,,,,
