tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
PR-09806/2018,https://www.diarioinduscom.com/eleicao-aberta-no-parana/,10175063000132,PR,PR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-09806/2018,https://www.fabiocampana.com.br/2018/08/eleicao-aberta-no-parana-786-nao-tem-candidato/,10175063000132,PR,PR,1.0,G,0.0,,,ratinho junior,0.083,cida berhetti,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-09806/2018,https://www.todapolitica.com/eleicoes-2018/pesquisa-eleitoral-parana/,10175063000132,PR,PR,1.0,G,1.0,,,ratinho junior,0.45,cida berghetti,0.202,joao arruda,0.071,dr. Rosinha,0.039,professor piva,0.022,professor jorge bernandi,0.18,orgier buchi,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-04262/2016,http://www.folha1.com.br/_conteudo/2016/08/blogs/blogninobellieny/1178911-nova-pesquisa-registrada-aponta-gilson-na-frente-em-cardoso-moreira.html,9656847000101,RJ,58068,1.0,P,0.0,,,gilson sigueira,0.46,gege cantarino,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-04262/2016,http://www.folha1.com.br/_conteudo/2016/08/blogs/blogninobellieny/1178911-nova-pesquisa-registrada-aponta-gilson-na-frente-em-cardoso-moreira.html,9656847000101,RJ,58068,1.0,P,1.0,,,gilson sigueira,0.473,gege cantarino,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00008/2012,http://blog.tribunadonorte.com.br/heitorgregorio/page/1299/,40808743000107,RN,17418,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00008/2012,http://blog.tribunadonorte.com.br/heitorgregorio/tag/fernando-cunha/,40808743000107,RN,17418,1.0,P,1.0,,,fernando,0.63,marilia,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00008/2012,http://blog.tribunadonorte.com.br/heitorgregorio/tag/fernando-cunha/,40808743000107,RN,17418,1.0,P,1.0,,,marilia,0.4766,luizinho,0.3617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00008/2012,http://blog.tribunadonorte.com.br/heitorgregorio/tag/fernando-cunha/,40808743000107,RN,17418,1.0,P,1.0,,,fernando,0.6999,luizinho,0.1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00008/2012,https://plenarinhomacaiba.blogspot.com/2012/03/,40808743000107,RN,17418,1.0,V,0.0,,,silvan,0.0867,emidio,0.0717,aluisio silvio,0.0267,rita de cassia,0.0233,socorro nogueira,0.0217,zizo,0.01,gerson,0.01,tomaz sena,0.01,amarantes,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00015/2012,https://issuu.com/jornaldehoje/docs/ed10052012,40808743000107,RN,16136,1.0,P,1.0,,,eider medeiro,0.495,abelardo,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00015/2012,https://www.tuugo.com.br/Companies/eider-candido/0070005027695,40808743000107,RN,16136,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00018/2014,https://blogpautaaberta.blogspot.com/2014/08/,40808743000107,RN,RN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00018/2014,https://davineto.blogspot.com/2014/08/,40808743000107,RN,RN,1.0,G,1.0,,,henrigue alves,0.397,robinson,0.241,roberio paulino,0.026,simone dutra,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00018/2014,https://davineto.blogspot.com/2014/08/,40808743000107,RN,RN,1.0,G,0.0,,,henrigue alves,0.353,robinson,0.183,roberio paulino,0.018,simone dutra,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00018/2014,https://davineto.blogspot.com/2014/08/,40808743000107,RN,RN,1.0,S,1.0,,,fatima bezerra,0.318,wilma de farias,0.283,roberto ranconi,0.043,professora anacelia,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00018/2014,https://davineto.blogspot.com/2014/08/,40808743000107,RN,RN,1.0,S,0.0,,,fatima bezerra,0.266,wilma de farias,0.216,roberto ranconi,0.026,professora anacelia,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00018/2014,https://davineto.blogspot.com/2014/08/,40808743000107,RN,RN,1.0,PR,1.0,,,dilma rousseff,0.487,marina silva,0.217,aecio neves,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00018/2014,https://davineto.blogspot.com/2014/08/,40808743000107,RN,RN,1.0,PR,0.0,,,dilma rousseff,0.449,marina silva,0.204,aecio neves,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00022/2012,https://bentofernandes.blogspot.com/2012/,40808743000107,RN,17612,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00022/2012,https://lenilsonoliveira.blogspot.com/,40808743000107,RN,17612,1.0,G,1.0,,,carlos eduardo,0.58,hermano morais,0.075,rogerio marinho,0.074,fernando mineiro,0.031,micarla de sousa,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00022/2012,https://nominuto.com/noticias/politica/micarla-de-sousa-tem-administracao-reprovada-por-934-de-natal/85783/,40808743000107,RN,17612,1.0,P,1.0,,,micarla de sousa,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00037/2012,http://blogdoserido.com.br/noticias/page/1245/,40808743000107,RN,16390,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00037/2012,https://correiopop.wordpress.com/2012/07/page/4/,40808743000107,RN,16390,1.0,P,1.0,,,roberto germano,0.54,hugo marinho,0.112,dra. Francielle,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00037/2012,https://correiopop.wordpress.com/2012/07/page/4/,40808743000107,RN,16390,1.0,P,0.0,,,roberto germano,0.289,hugo marinho,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00037/2012,https://jairsampaiorn.blogspot.com/2012_07_23_archive.html,40808743000107,RN,16390,1.0,V,1.0,,,batata,0.066,lobao,0.048,nildson dantas,0.028,alex,0.024,dr. Valdemar,0.012,claudio sandegi,0.012,ivanildo,0.012,rubao,0.012,suerda medeiros,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00040/2012,https://issuu.com/zenitech_info/docs/gazeta_2012-08-01/19,40808743000107,RN,17876,1.0,P,1.0,,,fabricio torquato,0.564,braulio figueiredo,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00040/2012,https://issuu.com/zenitech_info/docs/gazeta_2012-08-01/19,40808743000107,RN,17876,1.0,P,0.0,,,fabricio torquato,0.51,braulio figueiredo,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00040/2012,https://issuu.com/zenitech_info/docs/gazeta_2012-08-02/22,40808743000107,RN,17876,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00048/2012,https://professorcaninderocha.blogspot.com/2012_08_05_archive.html,40808743000107,RN,17337,1.0,P,1.0,,,benes,0.66,nonato,0.075,lourdinha arruda,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00048/2012,https://professorcaninderocha.blogspot.com/2012_08_05_archive.html,40808743000107,RN,17337,1.0,P,0.0,,,benes,0.5825,nonato,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00048/2012,https://professorcaninderocha.blogspot.com/2012/08/pesquisa-eleitoral-em-lajes-resultado.html,40808743000107,RN,17337,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00049/2012,https://issuu.com/jornaldehoje/docs/ed09082012,40808743000107,RN,18236,1.0,P,1.0,,,fernanda de farias,0.4175,pericles rocha,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00049/2012,https://issuu.com/jornaldehoje/docs/ed09082012,40808743000107,RN,18236,1.0,P,0.0,,,fernanda de farias,0.3025,pericles rocha,0.2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00049/2012,https://issuu.com/jornaldehoje/docs/ed09082012,40808743000107,RN,18236,1.0,V,1.0,,1.0,josemar,0.14,aninha,0.045,tarcisio,0.03,cares,0.0275,marcos celito,0.02,edmilson silva,0.02,monik,0.0175,luciclaudia,0.015,paulo cesar,0.015,ari,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-00056/2012,https://adjalmifelix.blogspot.com/2012_08_24_archive.html,40808743000107,RN,18414,1.0,P,0.0,,1.0,arlindo dantas,0.58,kericles alves,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
