tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
PA-00254/2012,https://minhasinspiracoes.blogspot.com/2012_10_03_archive.html,PA,SANTARÉM,1.0,P,1.0,,,LUCINEIDE PINHEIRO,"33,9",ALEXANDRE VON,"32,8",JOSE MARIA TAPAJOS,"12,9",MARCIO PINTO,"8,3",ROBSON SANTANA,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00315/2012,http://www.hiroshibogea.com.br/pesquisa-doxa-em-itupiranga-benjamin-lidera-com-folga/,PA,ITUPIRANGA,1.0,P,,,,BENJAMIN,50,ADECIMO,"38,3",CABELUDO,"7,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00341/2012,https://ctpbr.blogspot.com/2012/10/,PA,BELÉM,1.0,P,,,1.0,EDMILSON RODRIGUES,52,ZENALDO COUTINHO,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00350/2012,https://blogdoviniciusleal.blogspot.com/2015/05/pesquisa-doxa-pina-lidera-com-38-joca.html,PA,IGARAPÉ-MIRI,1.0,P,1.0,,,PINA,38,JOCA PANTOJA,"25,3",TONINHO PESO PESADO,21,DARLENE PANTOJA,"5,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00350/2012,https://blogdoviniciusleal.blogspot.com/2015/05/pesquisa-doxa-pina-lidera-com-38-joca.html,PA,IGARAPÉ-MIRI,1.0,P,0.0,,,PINA,"35,5",JOCA PANTOJA,"24,3",TONINHO PESO PESADO,"19,3",DARLENE PANTOJA,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00875/2012,https://www.camara.leg.br/boletimadm/suplementos/2012/SP010312.pdf,SP,IGARAPAVA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01646/2012,https://issuu.com/jornalcenario/docs/edicao_111,SP,BIRITIBA MIRIM,1.0,P,0.0,,,PROF. JARBAS,44,INHO,32,EVERALDO,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01646/2012,https://issuu.com/jornalcenario/docs/edicao_111,SP,BIRITIBA MIRIM,1.0,P,1.0,,,PROF. JARBAS,52,INHO,33,EVERALDO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00035/2012,http://www.contraloriabogota.gov.co/sites/default/files/Contenido/Informes/Auditoria/Direcci%C3%B3n%20Sector%20Hacienda/PAD_2014/Visita%20Fiscal/VF_FONCEP_CONTRATO_00035-2012.pdf,TO,PEDRO AFONSO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00066/2012,https://kikodno.blogspot.com/2012/09/,TO,DIANÓPOLIS,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00295/2012,https://ar.scribd.com/document/268042010/00295-2012-HC,TO,PALMEIRAS DO TOCANTINS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00315/2012,https://issuu.com/agiulio/docs/porto_news_ed39,TO,FÁTIMA,1.0,P,1.0,,,RAIMUNDO MASCARANHAS,56,WASHINGTON VASCONCELOS,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00322/2012,https://www.scribd.com/document/289276176/00322-2012-Hc-Beneficio-Penitenciario,TO,NAZARÉ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00325/2012,https://www.scribd.com/document/239972386/00325-2012-HC-TC,TO,ARAPOEMA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00505/2012,https://conexaoto.com.br/2012/10/04/pesquisa-mostra-aparecida-do-ceara-com-55-em-nova-linda-e-ze-pedro-com-40,TO,NOVA OLINDA,1.0,P,1.0,,,APARECIDA DO CEARA,55,ZE PEDRO,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00507/2012,https://conexaoto.com.br/2012/10/04/segundo-pesquisa-joao-emidio-tem-60-contra-36-25-de-joao-teixeira-em-brasilandia,TO,BRASILÂNDIA DO TOCANTINS,1.0,P,1.0,,,JOAO EMIDIO,60,JOAO TEIXEIRA,"36,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
