feito_por,obs,tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
CLARA,,SP-05385/2016,https://diariorp.com.br/2016/07/27/kiko-lidera-pesquisa-em-ribeirao1/,9434008000130.0,SP,69671,1.0,P,1.0,,,KIKO,25,ROSI DE MARCO,11,LUIS GRECCO,9,CHARLES DORTO,6,SAULO BENEVIDES,5,LEO DA APAE,5,RENATO FORESTO,5,BANHA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,SP-05385/2016,https://diariorp.com.br/2016/07/27/kiko-lidera-pesquisa-em-ribeirao1/,9434008000130.0,SP,69671,1.0,P,1.0,,,KIKO,26,ROSI DE MARCO,14,DEDE DA FOLHA,10,SAULO BENEVIDES,7,CHARLES DORTO,7,LAIR DA APAE,6,RENATO FORESTO,5,LUIZ GRECCO,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,SP-06481/2016,https://issuu.com/folhadacidade/docs/fc_270,9434008000130.0,SP,65439,1.0,P,1.0,,,MARCO AURELIO,48,MARCELO STRAMA,20.5,PROFESSOR MOACYR,5.5,AUREO BACELAR,4,PROF. RAIMUNDO BELMIRO,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,SP-06481/2016,https://issuu.com/folhadacidade/docs/fc_270,9434008000130.0,SP,65439,1.0,P,0.0,,,MARCO AURELIO,28.5,MARCELO STRAMA,5,PROFESSOR MOACYR,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,SP-07084/2016,https://diariorp.com.br/wp-content/uploads/2016/09/edicao-52-web.pdf,9434008000130.0,SP,69671,1.0,P,0.0,,,KIKO,21.5,DEDE,10.5,SAULO,7,GRECCO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,SP-07084/2016,https://diariorp.com.br/wp-content/uploads/2016/09/edicao-52-web.pdf,9434008000130.0,SP,69671,1.0,P,1.0,,,KIKO,31.5,GRECCO,17.5,DEDE DA FOLHA,15.5,SAULO BENEVIDES,9.5,RENATO FORESTO,4.5,LEO MOURA,2.5,CARLOS SACOMANI,1,DRA. ROSANA FIGUEIREDO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,SP-08304/2016,https://jornalmaisnoticias.com.br/em-rio-grande-pesquisa-eleitoral-aponta-vitoria-de-maranhao/,9434008000130.0,SP,69833,1.0,P,1.0,,,GABRIEL MARANHAO,41,CLAUDINHO DA GELADEIRA,26,EDVALDO GUERRA,13.9,CLESON,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,SP-08304/2016,https://jornalmaisnoticias.com.br/em-rio-grande-pesquisa-eleitoral-aponta-vitoria-de-maranhao/,9434008000130.0,SP,69833,1.0,P,0.0,,,GABRIEL MARANHAO,25.4,CLAUDINHO DA GELADEIRA,11.5,EDVALDO GUERRA,9.8,CLESON,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,SP-08442/2016,https://diariorp.com.br/2016/10/01/pesquisa-mantem-kiko-em-primeiro-seguido-de-grecco/,9434008000130.0,SP,69671,1.0,P,0.0,,,KIKO,17,GRECCO,10.5,DEDE DA FOLHA,9.3,SAULO BENEVIDES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,SP-08442/2016,https://diariorp.com.br/2016/10/01/pesquisa-mantem-kiko-em-primeiro-seguido-de-grecco/,9434008000130.0,SP,69671,1.0,P,1.0,,,KIKO,34,LUIZ CARLOS,19.3,DEDE DA FOLHA,15.3,SAULO BENEVIDES,6,RENATO FORESTO,5,CARLOS SACOMANI,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,SP-09020/2016,https://costanorte.com.br/politica/10819/cai-distancia-entre-primeiros-colocados-na-corrida-pelo-executivo,9434008000130.0,SP,71153,1.0,P,0.0,,,JUAN GARCIA,14,WAGNER TEIXEIRA,13,FELIPE AUGUSTO,12.5,ERNANE,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,SP-09020/2016,https://costanorte.com.br/politica/10819/cai-distancia-entre-primeiros-colocados-na-corrida-pelo-executivo,9434008000130.0,SP,71153,1.0,P,1.0,,,FELIPE AUGUSTO,23,WAGNER TEIXEIRA,21.5,JUAN GARCIA,20.5,JOAO AMORIM,5,NETO DA MORADA,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00015/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/teresina.jhtm,11716486000185.0,PI,12190,1.0,P,1.0,,,ELMANO FERRER,13.9,FIRMINO FILHO,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00015/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/teresina.jhtm,11716486000185.0,PI,12190,1.0,P,0.0,,,ELMANO FERRER,8.3,FIRMINO FILHO,16.7,SILVIO MENDES,3.5,MARLLOS SAMPAIO,1.1,REJANE DIAS,3.4,WELLINGTON DIAS,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00029/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/teresina.jhtm,11716486000185.0,PI,12190,1.0,P,0.0,,,FIRMINO FILHO,18.6,ELMANO FERRER,7.4,SILVIO MENDES,3.9,MARLLOS SAMPAIO,1.8,REJANE DIAS,1.3,WELLINGTON DIAS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00029/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/teresina.jhtm,11716486000185.0,PI,12190,1.0,P,1.0,,,FIRMINO FILHO,51.7,ELMANO FERRER,12.2,MARLLOS SAMPAIO,17.7,ATILA LIRA,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00115/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/teresina.jhtm,11716486000185.0,PI,12190,1.0,P,1.0,,,ELMANO FERRER,19.3,FIRMINO FILHO,33.2,WELLINGTON DIAS,18.3,BETO REGO,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00134/2012,https://cidadeverde.com/noticias/109945/sai-nova-pesquisa-para-vereadores-em-teresina,11716486000185.0,PI,12190,1.0,V,0.0,,,PAULO ROBERTO,1.7,JONINHA,1.2,DR. PESSOA,1.2,GRAÇA AMORIM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00134/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/teresina.jhtm,11716486000185.0,PI,12190,1.0,P,1.0,,,ELMANO FERRER,16.9,FIRMINO FILHO,35.5,WELLINGTON DIAS,20.9,BETO REGO,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00230/2012,https://gabrielhammer.blogspot.com/2012_08_26_archive.html,11716486000185.0,PI,12190,1.0,V,,,,PAULO ROBERTO,2.8,GRAÇA AMORIM,2.7,JONINHA,1.7,DR. PESSOA,1.1,TERESA BRITTO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00284/2012,https://cidadeverde.com/noticias/112305/buriti-dos-lopes-bernildo-val-tem-50-dos-votos-e-junior-percy-38,11716486000185.0,PI,10391,1.0,P,1.0,,,BERNILDO VAL,50.67,JUNIOR PERCY,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00284/2012,https://cidadeverde.com/noticias/112305/buriti-dos-lopes-bernildo-val-tem-50-dos-votos-e-junior-percy-38,11716486000185.0,PI,10391,1.0,P,0.0,,,BERNILDO VAL,44.33,JUNIOR PERCY,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00293/2012,https://cidadeverde.com/noticias/112533/demerval-lobaojunior-carvalho-tem44-justina-23-e-dr-carlim-19,11716486000185.0,PI,10650,1.0,P,1.0,,,JUNIOR CARVALHO,44.33,JUSTINA,23,CARLIM,19,PEDRO CARDOSO,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00293/2012,https://cidadeverde.com/noticias/112533/demerval-lobaojunior-carvalho-tem44-justina-23-e-dr-carlim-19,11716486000185.0,PI,10650,1.0,P,0.0,,,JUNIOR CARVALHO,41.67,JUSTINA,18.67,CARLIM,16.67,PEDRO CARDOSO,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00296/2012,https://cidadeverde.com/noticias/112535/firmino-segue-liderelmano-tem-24-wellington-14-diz-captavox,11716486000185.0,PI,12190,1.0,P,1.0,,,FIRMINO FILHO,36.5,ELMANO FERRER,24.9,WELLINGTON DIAS,14.8,BETO REGO,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00296/2012,https://cidadeverde.com/noticias/112535/firmino-segue-liderelmano-tem-24-wellington-14-diz-captavox,11716486000185.0,PI,12190,1.0,P,0.0,,,FIRMINO FILHO,33.7,ELMANO FERRER,23.2,WELLINGTON DIAS,11.7,BETO REGO,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00296/2012,https://www.gp1.com.br/noticias/sebim-aparece-entre-os-primeiros-colocados-na-pesquisa-captavox-para-vereador-266377.html,11716486000185.0,PI,12190,1.0,V,,,,GRAÇA AMORIM,2.8,DR. PESSOA,1.8,CARLOS FILHO,1.8,RODRIGO MARTINS,1.4,JONINHA,1.4,TERESA BRITTO,1.3,FERREIRA,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00300/2012,https://cidadeverde.com/noticias/112532/captavox-kleber-eulalio-e-bele-medeiros-estao-empatados-em-picos,11716486000185.0,PI,11592,1.0,P,1.0,,,KLEBER EULALIO,43.56,BELE MEDEIROS,41.78,DR. GLEUTON,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00300/2012,https://cidadeverde.com/noticias/112532/captavox-kleber-eulalio-e-bele-medeiros-estao-empatados-em-picos,11716486000185.0,PI,11592,1.0,P,0.0,,,KLEBER EULALIO,41.11,BELE MEDEIROS,39.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00304/2012,https://cidadeverde.com/noticias/112534/sao-joaodrgil-e-abel-tecnicamente-empatados-em-pesquisa-captavox,11716486000185.0,PI,11991,1.0,P,1.0,,,DR. GIL CARLOS,35,ABEL LANDIM,32,DR. ALEXANDRE,25.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00319/2012,https://cidadeverde.com/noticias/113090/captavox-em-sao-joao-do-pi-gil-tem-35-alexandre-28-e-abel-23,11716486000185.0,PI,11991,1.0,P,1.0,,,DR. GIL CARLOS,35.33,DR. ALEXANDRE,28.67,ABEL LANDIM,23.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00320/2012,https://180graus.com/pesquisa-eleitoral/captavox-mao-santa-39-florentino-29-joaozinho-14-terere-4-e-vinicius-2-559843,11716486000185.0,PI,11533,1.0,P,1.0,,,MAO SANTA,39.56,FLORENTINO NETO,29.78,JOAOZINHO DA UNIMAGEM,14.22,TERERE,4.67,DR. VINICIUS,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00340/2012,https://carlsonpessoa.blogspot.com/2012/09/,11716486000185.0,PI,11533,1.0,P,1.0,,,MAO SANTA,43.11,FLORENTINO NETO,30.44,JOAOZINHO DA UNIMAGEM,13.56,TERERE,4.44,DR. VINICIUS,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00341/2012,https://cidadeverde.com/noticias/113299/demerval-lobaojunior-carvalho-tem-48-dr-carlim-21-e-justina-20,11716486000185.0,PI,10650,1.0,P,1.0,,,JUNIOR CARVALHO,48.67,DR. CARLIM,21.33,JUSTINA,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00342/2012,https://cidadeverde.com/noticias/113316/captavox-pimenteiras-venicio-com-60-e-jefferson-com-36,11716486000185.0,PI,11614,1.0,P,1.0,,,VENICIO DO Ó,60,JEFFERSON,36.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00342/2012,https://issuu.com/jornal-o-dia/docs/cpa-98,11716486000185.0,PI,11614,1.0,P,0.0,,,VENICIO DO Ó,60.67,JEFFERSON,35.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00344/2012,https://cidadeverde.com/noticias/113472/captavox-mostra-empate-tecnico-entre-walfredo-e-rubens-em-valenca,11716486000185.0,PI,12254,1.0,P,1.0,,,WALFREDO FILHO,45.33,RUBENS ALENCAR,41.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00344/2012,https://cidadeverde.com/noticias/113472/captavox-mostra-empate-tecnico-entre-walfredo-e-rubens-em-valenca,11716486000185.0,PI,12254,1.0,P,0.0,,,WALFREDO FILHO,40,RUBENS ALENCAR,39.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00353/2012,https://cidadeverde.com/noticias/113296/captavox-firmino-filho-tem-36-e-elmano-ferrer-28-revela-captavox,11716486000185.0,PI,12190,1.0,P,1.0,,,FIRMINO FILHO,36,ELMANO FERRER,28.3,WELLINGTON DIAS,13.6,BETO REGO,11.6,DANIEL SOLON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00402/2012,https://blogdofumanchuphb.blogspot.com/2012/09/captavox-empate-tecnico-entre-mao-santa.html,11716486000185.0,PI,11533,1.0,P,1.0,,,MAO SANTA,38.89,FLORENTINO NETO,34.89,JOAOZINHO DA UNIMAGEM,14,TERERE,3.78,DR. VINICIUS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00403/2012,https://cidadeverde.com/noticias/113950/sussuapara-edvardo-tem-52-e-antonio-44-dos-votos,11716486000185.0,PI,12513,1.0,P,1.0,,,DR. EDVARDO - PE TROCADO,52.33,DR. ANTONIO,44.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00408/2012,https://cidadeverde.com/noticias/114032/urucui-renata-tem-40-e-rita-19-revela-pesquisa-captavox,11716486000185.0,PI,12238,1.0,P,1.0,,,RENATA,40,PROF. RITA,19.78,DR. VALDIR,12.44,LEAL JUNIOR,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00436/2012,https://cidadeverde.com/noticias/114084/nova-pesquisa-aponta-firmino-com-35-e-elmano-ferrer-com-30,11716486000185.0,PI,12190,1.0,P,1.0,,,FIRMINO FILHO,35.2,ELMANO FERRER,30.1,WELLINGTON DIAS,14.1,BETO REGO,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00479/2012,https://cidadeverde.com/noticias/114360/captavox-em-pimenteiras-venicio-do-o-com-61-e-jefferson-com-34,11716486000185.0,PI,11614,1.0,P,,,,VENICIO DO Ó,61,JEFFERSON,34.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00481/2012,https://cidadeverde.com/noticias/114428/captavox-dr-raimundo-tem-61-e-raimundo-louro-31-em-piracuruca,11716486000185.0,PI,11657,1.0,P,1.0,,,DR. RAIMUNDO,61.33,RAIMUNDO LOURO,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PI-00483/2012,https://issuu.com/jornal-o-dia/docs/capa_031012,11716486000185.0,PI,11991,1.0,P,1.0,,,DR. GIL CARLOS,"44,89",DR. ALEXANDRE,"29,11",ABEL LANDIM,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00484/2012,https://cidadeverde.com/noticias/114470/demerval-lobao-junior-carvalho-tem-48-justina-22-e-carlim-19,11716486000185.0,PI,10650,1.0,P,1.0,,,JUNIOR CARVALHO,48.5,JUSTINA,22.75,DR. CARLIM,19.5,PEDRO CARDOSO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,"Aparentemente, contem os números, mas as imagens não carregaram.",PI-00526/2012,https://cidadeverde.com/noticias/114567/captavox-divulga-nova-pesquisa-com-intencao-de-votos-para-vereador,11716486000185.0,PI,12190,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00572/2012,"https://www.terra.com.br/noticias/brasil/politica/pi-firmino-sai-na-frente-no-2-turno-com-51-contra-41-de-elmano,d65fdf0a2566b310VgnCLD200000bbcceb0aRCRD.html",11716486000185.0,PI,12190,1.0,P,,,,FIRMINO FILHO,51.7,ELMANO FERRER,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00589/2012,https://180graus.com/pesquisa-eleitoral/captavox-the-2-turno-firmino-50-x-elmano-43-569889,11716486000185.0,PI,12190,1.0,P,,,,FIRMINO FILHO,50.2,ELMANO FERRER,43.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,BR-00539/2014,https://ananindeuadebates.blogspot.com/2014/09/pesquisa-eleitoral-helder-34-x-jatene.html,15422597000130.0,BR,BR,1.0,P,0.0,,,AECIO NEVES,9.8,DILMA,35.2,MARINA SILVA,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,BR-00539/2014,https://ananindeuadebates.blogspot.com/2014/09/pesquisa-eleitoral-helder-34-x-jatene.html,15422597000130.0,BR,BR,1.0,P,1.0,,,AECIO NEVES,10.1,DILMA,37.4,MARINA SILVA,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,BR-00618/2014,http://www.bilhetim.com.br/index.php/artigos?start=96,15422597000130.0,BR,BR,1.0,P,0.0,,,AECIO NEVES,11.3,DILMA,40.4,MARINA SILVA,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,BR-00618/2014,http://www.bilhetim.com.br/index.php/artigos?start=96,15422597000130.0,BR,BR,1.0,P,1.0,,,AECIO NEVES,11.8,DILMA,42.7,MARINA SILVA,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,BR-00993/2014,http://www.bilhetim.com.br/index.php/artigos/352-iveiga-helder-mantem-lideranca,15422597000130.0,BR,BR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,BR-01092/2014,http://www.bilhetim.com.br/index.php/artigos/343-iveiga-helder-bate-jatene-por-5-pontos,15422597000130.0,BR,BR,1.0,P,0.0,,,AECIO NEVES,43.3,DILMA,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,BR-01092/2014,http://www.bilhetim.com.br/index.php/artigos/343-iveiga-helder-bate-jatene-por-5-pontos,15422597000130.0,BR,BR,1.0,P,1.0,,,AECIO NEVES,43.8,DILMA,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,BR-01116/2014,http://www.bilhetim.com.br/index.php/artigos/340-helder-amplia-vantagem-votos-validos-53-7-a-46-3,15422597000130.0,BR,BR,1.0,P,0.0,,,DILMA,48.4,AECIO NEVES,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,BR-01116/2014,http://www.bilhetim.com.br/index.php/artigos/340-helder-amplia-vantagem-votos-validos-53-7-a-46-3,15422597000130.0,BR,BR,1.0,P,1.0,,,DILMA,49.3,AECIO NEVES,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00014/2014,https://alessandroportal.blogspot.com/2014/09/helder-lidera-na-regiao-metropolitana_2.html,15422597000130.0,PA,PA,1.0,P,1.0,,,MARINA SILVA,40.57,DILMA,37,AECIO NEVES,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00014/2014,https://alessandroportal.blogspot.com/2014/09/helder-lidera-na-regiao-metropolitana_2.html,15422597000130.0,PA,PA,1.0,P,0.0,,,MARINA SILVA,37,DILMA,34.2,AECIO NEVES,8.6,LUCIANA GENRO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00015/2014,http://www.diariodomeiodomundo.com.br/2014/09/marina-e-helder-na-frente-em-belem.html,15422597000130.0,PA,PA,1.0,G,1.0,,,HELDER BARBALHO,37.7,SIMAO JATENE,26.6,MARCO CARRERA,4,ZE CARLOS,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00015/2014,https://alessandroportal.blogspot.com/2014/09/helder-lidera-na-regiao-metropolitana_2.html,15422597000130.0,PA,PA,1.0,G,0.0,,,HELDER BARBALHO,30.3,SIMAO JATENE,22.1,MARCO CARRERA,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
