feito_por,obs,tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
CLARA,,PA-00015/2014,https://alessandroportal.blogspot.com/2014/09/helder-lidera-na-regiao-metropolitana_2.html,15422597000130.0,PA,PA,1.0,S,1.0,,,JEFFERSON LIMA,27.6,PAULO ROCHA,15.7,MARIO COUTO,7.4,DUCOIMAR COSTA,6,HELENILSON PONTES,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00015/2014,https://alessandroportal.blogspot.com/2014/09/helder-lidera-na-regiao-metropolitana_2.html,15422597000130.0,PA,PA,1.0,DE,0.0,,,CORONEL NEIL,4.1,ELIEL FAUSTINO,1.7,RIO BEGOT,1.6,CASSIO ANDRADE,1.4,NILCE,1.1,NILTON NEVES,1.1,ADEMAR,1,DIVINO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00015/2014,https://alessandroportal.blogspot.com/2014/09/helder-lidera-na-regiao-metropolitana_2.html,15422597000130.0,PA,PA,1.0,DF,0.0,,,EDER MAURO,10.6,WLADIMIR COSTA,5.7,EDMILSON RODRIGUES,4.2,ADEMIR ANDRADE,1.6,NILSON PINTO,1.4,PRIANTE,1.4,PASTOR RAUL BATISTA,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00018/2014,https://flaviovidal.blogspot.com/2014/09/,15422597000130.0,PA,PA,1.0,G,1.0,,,HELDER BARBALHO,"39,8",MARCO ANTONIO,"1,1",MARCO CARRERA,2,SIMAO JATENE,"32,4",ZE CARLOS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00018/2014,https://flaviovidal.blogspot.com/2014/09/,15422597000130.0,PA,PA,1.0,G,0.0,,,HELDER BARBALHO,34,MARCO ANTONIO,"1,6",MARCO CARRERA,"1,8",SIMAO JATENE,"27,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00018/2014,https://pjpontes.blogspot.com/2014/09/iveiga-helder-vence-jatene-em-1-turno.html,15422597000130.0,PA,PA,1.0,S,1.0,,,PAULO ROCHA,"17,8",JEFFERSON LIMA,"14,4",MARIO COUTO,"11,1",DUCIOMAR COSTA,"7,8",HELENILSON PONTES,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00019/2014,https://www.boe.es/boe/dias/2014/08/02/pdfs/BOE-B-2014-28112.pdf,15422597000130.0,PA,PA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00022/2012,https://renatosmithii.blogspot.com/2012/06/,15422597000130.0,PA,4154,1.0,P,1.0,,,PIONEIRO,57.8,CHICAO,13.3,MIRO SANOVA,2.8,LUIS FREITAS,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00024/2014,http://www.bilhetim.com.br/index.php/artigos?start=96,15422597000130.0,PA,PA,1.0,G,0.0,,,HELDER BARBALHO,31.3,MARCO CARRERA,1,SIMAO JATENE,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00024/2014,http://www.bilhetim.com.br/index.php/artigos?start=96,15422597000130.0,PA,PA,1.0,G,1.0,,,HELDER BARBALHO,41.3,MARCO CARRERA,1.3,SIMAO JATENE,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00024/2014,http://www.bilhetim.com.br/index.php/artigos?start=96,15422597000130.0,PA,PA,1.0,S,0.0,,,HELDER BARBALHO,41.3,MARCO CARRERA,1.3,SIMAO JATENE,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00030/2014,https://pjpontes.blogspot.com/2014/09/,15422597000130.0,PA,PA,1.0,G,0.0,,,HELDER BARBALHO,38.2,SIMAO JATENE,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00030/2014,https://pjpontes.blogspot.com/2014/09/,15422597000130.0,PA,PA,1.0,G,1.0,,,HELDER BARBALHO,42.4,SIMAO JATENE,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,Parece estar incompleta.,PA-00030/2014,https://pjpontes.blogspot.com/2014/09/,15422597000130.0,PA,PA,1.0,S,,,,PAULO ROCHA,19.3,JEFFERSON LIMA,12.3,MARIO COUTO,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00034/2014,https://alessandroportal.blogspot.com/2014/09/,15422597000130.0,PA,PA,1.0,G,0.0,,,HELDER BARBALHO,"38,7",SIMAO JATENE,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00034/2014,https://alessandroportal.blogspot.com/2014/09/,15422597000130.0,PA,PA,1.0,G,1.0,,,HELDER BARBALHO,"42,9",SIMAO JATENE,"38,6",ZE CARLOS,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00034/2014,https://www.icarogomes.com/2014/09/o-pesquisador-que-tem-acertado-todas-no.html,15422597000130.0,PA,PA,1.0,S,,,,PAULO ROCHA,"21,8",JEFFERSON LIMA,13,MARIO COUTO,"12,4",DUCIOMAR COSTA,"3,2",HELENILSON PONTES,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00041/2014,http://www.bilhetim.com.br/index.php/artigos/350-iveiga-presidente-governador-e-senador,15422597000130.0,PA,PA,1.0,S,,,,ENF. MARCELA TOLENTINO,"3,5",DUCIOMAR COSTA,"4,3",HELENILSON PONTES,3,JEFFERSON LIMA,15,MARIO COUTO,"13,8",PAULO ROCHA,"22,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00041/2014,http://www.bilhetim.com.br/index.php/artigos/350-iveiga-presidente-governador-e-senador,15422597000130.0,PA,PA,1.0,G,1.0,,,HELDER BARBALHO,44,MARCO CARRERA,"1,3",SIMAO JATENE,"40,3",ZE CARLOS,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00041/2014,http://www.bilhetim.com.br/index.php/artigos/350-iveiga-presidente-governador-e-senador,15422597000130.0,PA,PA,1.0,G,0.0,,,HELDER BARBALHO,"40,8",MARCO CARRERA,"1,3",SIMAO JATENE,"37,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00041/2014,https://bonitopananet.blogspot.com/2014/10/eleicoes-2014-pesquisa-deputados_4.html,15422597000130.0,PA,PA,1.0,DF,,,,EDER MAURO,"6,5",WLADYMIR COSTA,"2,8",EDMILSON RODRIGUES,"2,7",NILSON PINTO,"2,4",LUCIO VALE,2,NELIO AGUIAR,"1,6",ELCIONE,"1,6",BETO FARO,"1,4",PRIANTE,"1,3",GERSON PERES,"1,3",PASTOR RAUL BATISTA,"1,3",NICIAS RIBEIRO,"1,3",CARLOS MARTINS,"1,1",ZE GERALDO,1.0,JOSUE BENGTSON,1.0,HELIO LEITE,1.0,PAULA TITAN,1.0,CHAPADINHA,1.0,MARCELO CATALAO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00041/2014,https://bonitopananet.blogspot.com/2014/10/eleicoes-2014-pesquisa-deputados.html,15422597000130.0,PA,PA,1.0,DE,,,,MARCIO MIRANDA,"3,7",CORONEL NIEL,"1,7",LUTH RABELO,"1,6",TIAO MIRANDA,"1,3",ZEZINHO,"1,2",CILENE COUTO,"1,1",BORDALO,"1,1",BELO,"1,1",NILCE,1,THIAGO ARAUJO,1,JOSY AMARAL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00046/2014,http://www.bilhetim.com.br/index.php/artigos/343-iveiga-helder-bate-jatene-por-5-pontos,15422597000130.0,PA,PA,1.0,G,1.0,,,HELDER BARBALHO,"47,1",SIMAO JATENE,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00046/2014,http://www.bilhetim.com.br/index.php/artigos/343-iveiga-helder-bate-jatene-por-5-pontos,15422597000130.0,PA,PA,1.0,G,0.0,,,HELDER BARBALHO,"45,7",SIMAO JATENE,"41,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00050/2014,https://ctpbr.blogspot.com/2014/10/,15422597000130.0,PA,PA,1.0,G,0.0,,,HELDER BARBALHO,47.8,SIMAO JATENE,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00050/2014,https://ctpbr.blogspot.com/2014/10/,15422597000130.0,PA,PA,1.0,G,1.0,,,HELDER BARBALHO,49.1,SIMAO JATENE,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00071/2012,https://www.yumpu.com/es/document/view/10689622/descargar-bop-diputacion-de-sevilla,15422597000130.0,PA,4251,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00075/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/belem.jhtm,15422597000130.0,PA,4278,1.0,P,1.0,,,EDMILSON RODRIGUES,34.6,ZENALDO COUTINHO,15.4,PRIANTE,13.8,JEFERSON LIMA,7.7,ANIVALDO VALE,8.1,ARNALDO JORDY,7.1,ALFREDO COSTA,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00098/2012,https://ananindeuadebates.blogspot.com/2012/09/ananindeua-2012-nomes-mais-lembrados.html,15422597000130.0,PA,4154,1.0,V,0.0,,,FRANCY PEREIRA,2.3,MIRO SANOVA,2.3,LUIZ VASCONCELOS,2,RAY TAVARES,2,PAPAI REINALDO,1.8,RUI BEGOT,1.8,ERALDO,1.6,EMERSON V,1.4,MIRANDA,1.4,VALTINHO,1.4,CARLUCIO,1.1,GORDO,1.1,MARLON,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00107/2012,https://vicentecidade21.blogspot.com/2012/09/bilhetim-eleicoes-2012-nova-pesquisa.html,15422597000130.0,PA,4278,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00172/2012,https://ananindeuadebates.blogspot.com/2012/10/os-25-nomes-mais-lembrados-de.html,15422597000130.0,PA,4154,1.0,V,0.0,,,RAY TAVARES,3.1,FRANCY PEREIRA,2.9,JOCLAU,2.6,DR. DANIEL,2.1,MIRO SANOVA,2.1,BRUNO,1.6,GATO,1.3,RUI,1.3,SERGIO RATO,1.3,BRENO MESQUITA,1,SORRISO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00187/2012,https://uruatapera.blogspot.com/2012_09_06_archive.html#!,15422597000130.0,PA,4278,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00204/2016,https://gazetamiriense.wordpress.com/2016/09/page/2/,15422597000130.0,PA,4650,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00221/2012,https://artesquerda.blogspot.com/2012/10/belem-pesquisa-bilhetim-aponta-segundo.html,15422597000130.0,PA,4278,1.0,P,1.0,,,EDIMILSON,29.6,ZENALDO,21.3,JEFFERSON LIMA,10.5,PRIANTE,9.6,7.3,JORDY,3.9,ALFREDO,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00332/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/2turno/prefeito/belem.jhtm,15422597000130.0,PA,4278,1.0,P,1.0,,,ZENALDO COUTINHO,48,EDMILSON,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-00337/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/2turno/prefeito/belem.jhtm,15422597000130.0,PA,4278,1.0,P,1.0,,,ZENALDO COUTINHO,50,EDMILSON,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-00338/2012,http://www.santaluzia-online.com/2012/10/pesquisa-bilhetim-zenaldo-com-ampla.html,15422597000130.0,PA,4278,1.0,P,1.0,,,ZENALDO COUTINHO,"51,5",EDMILSON,"37,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PA-02681/2016,http://www.bilhetim.com.br/index.php/artigos/290-belem-2016-edmilson-50-24-zenaldo-49-76,15422597000130.0,PA,4278,1.0,P,,,,EDMILSON,"39,45",ZENALDO,"39,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-02712/2016,https://bilhetim.com.br/index.php/artigos/302-eleicoes-2016-pesquisa-em-marituba-para,15422597000130.0,PA,4642,1.0,P,0.0,,,ANTONIO ARMANDO JUNIOR,6.6,JUNIOR AMARAL,4.6,MARIO FILHO,30.4,NALDO BASTOS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-02712/2016,https://bilhetim.com.br/index.php/artigos/302-eleicoes-2016-pesquisa-em-marituba-para,15422597000130.0,PA,4642,1.0,P,1.0,,,ANTONIO ARMANDO JUNIOR,16.8,JUNIOR AMARAL,8.9,MARIO FILHO,44.7,NALDO BASTOS,6.1,PIRES,1.4,PROF. FRANCISCO,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-05092/2016,https://bilhetim.com.br/index.php/artigos/291-belem-2016-edmilson-lidera,15422597000130.0,PA,4278,1.0,P,,,,EDMILSON,28,ZENALDO,19,EDER MAURO,12,MANESCHY,11,URSULA,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-05289/2016,http://www.bilhetim.com.br/index.php/artigos/298-belem-2016-edmilson-lidera-3,15422597000130.0,PA,4278,1.0,P,0.0,,,EDMILSON,24.5,EDER MAURO,11.2,ZENALDO,17.2,PROFESSOR MANESCHY,6.4,URSULA,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-05289/2016,http://www.bilhetim.com.br/index.php/artigos/298-belem-2016-edmilson-lidera-3,15422597000130.0,PA,4278,1.0,P,1.0,,,EDMILSON,32.4,EDER MAURO,17.3,ZENALDO,20,PROFESSOR MANESCHY,9.8,URSULA,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-05854/2016,http://www.bilhetim.com.br/index.php/artigos/294-marituba-2016-mario-filho-dispara,15422597000130.0,PA,4642,1.0,P,0.0,,,ANTONIO ARMANDO JUNIOR,13.3,JUNIOR AMARAL,5.5,MARIO FILHO,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-05854/2016,http://www.bilhetim.com.br/index.php/artigos/294-marituba-2016-mario-filho-dispara,15422597000130.0,PA,4642,1.0,P,1.0,,,ANTONIO ARMANDO JUNIOR,22.1,JUNIOR AMARAL,7.8,MARIO FILHO,51.9,NALDO BASTOS,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-06418/2016,https://bilhetim.com.br/index.php/artigos/300-iveiga-eleicoes-em-belem-jogo-embolado,15422597000130.0,PA,4278,1.0,P,0.0,,,EDMILSON,26,EDER MAURO,11.5,ZENALDO,12.8,PROFESSOR MANESCHY,4.7,URSULA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-06418/2016,https://bilhetim.com.br/index.php/artigos/300-iveiga-eleicoes-em-belem-jogo-embolado,15422597000130.0,PA,4278,1.0,P,1.0,,,EDMILSON,35.4,EDER MAURO,19.4,ZENALDO,15.9,PROFESSOR MANESCHY,7.2,URSULA,2.1,REGINA BARATA,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-06726/2016,http://www.bilhetim.com.br/index.php/artigos/295-iveiga-ananindeua-2016-pioneiro-lidera-amplamente,15422597000130.0,PA,4154,1.0,P,0.0,,,PIONEIRO,39.4,JEFFERSON LIMA,13.7,CORONEL NEIL,6.2,PROF. BETO,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-06726/2016,http://www.bilhetim.com.br/index.php/artigos/295-iveiga-ananindeua-2016-pioneiro-lidera-amplamente,15422597000130.0,PA,4154,1.0,P,1.0,,,PIONEIRO,45.9,JEFFERSON LIMA,20.5,CORONEL NEIL,9.4,PROF. BETO,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-09109/2016,https://bilhetim.com.br/index.php/artigos/293-ananindeua-2016-pioneiro-com-58-de-votos-validos,15422597000130.0,PA,4154,1.0,P,0.0,,,PIONEIRO,40.8,JEFFERSON LIMA,13.7,CORONEL NEIL,6.1,PROF. BETO,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-09109/2016,https://bilhetim.com.br/index.php/artigos/293-ananindeua-2016-pioneiro-com-58-de-votos-validos,15422597000130.0,PA,4154,1.0,P,1.0,,,PIONEIRO,58.3,JEFFERSON LIMA,23.3,CORONEL NEIL,9.8,PROF. BETO,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-09480/2016,https://www.icarogomes.com/2016/04/edmilson-lidera-corrida-prefeitura-de.html,15422597000130.0,PA,4278,1.0,P,0.0,,,EDMILSON,16.9,EDER MAURO,5.6,ZENALDO,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PA-09480/2016,https://www.icarogomes.com/2016/04/edmilson-lidera-corrida-prefeitura-de.html,15422597000130.0,PA,4278,1.0,P,1.0,,,EDMILSON,31.6,EDER MAURO,25.4,ZENALDO,6.3,JORDY,5.2,REITOR MANESCHY,4.3,REGINA BARATA,2.7,DUCIOMAR,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,CE-05680/2016,https://jornalvaleemdestaqui.blogspot.com/2016/07/pesquisa-eleitoral-para-quixada-e.html,22675543000141.0,CE,15270,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,CE-08848/2016,https://blogdolidembergmelo.blogspot.com/2016/09/em-tejucuoca-pesquisa-divulgada-no.html,22675543000141.0,CE,13323,1.0,P,1.0,,,MOTA FILHO,58,HELOIDE ESTEVAM,31.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,MA-06210/2016,http://www.blogdoludwig.com/2016/04/pesquisa-do-estimativa-confira-intencao.html,22675543000141.0,MA,9377,1.0,P,1.0,,,ALEXANDRE ALMEIDA,"29,85",LUCIANO LEITOA,"23,06",RAMON TIMON CITY,"12,14",PROF. SOCORRO,"9,95",IR. WILLIAN,"1,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,MA-06210/2016,http://www.blogdoludwig.com/2016/05/pesquisa-estimativa-confira-intencao-de.html,22675543000141.0,MA,9377,1.0,V,0.0,,,CHAGAS CIGARREIRO,"2,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,Divulgação de pesquisa suspensa.,MA-07988/2018,http://www.blogdoludwig.com/2018/08/justica-eleitoral-suspende-divulgacao.html,22675543000141.0,MA,MA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PI-00498/2016,http://www.jornaldepicos.com.br/noticia_detalhe.php?id=8119,22675543000141.0,PI,11592,1.0,P,0.0,,,GIL PARAIBANO,"39,17",PADRE JOSE WALMIR,"28,67",JUNIOR NOBRE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO,,PI-00498/2016,http://www.jornaldepicos.com.br/noticia_detalhe.php?id=8119,22675543000141.0,PI,11592,1.0,P,1.0,,,GIL PARAIBANO,46,PADRE JOSE WALMIR,"30,83",JUNIOR NOBRE,"1,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00719/2016,https://cidadesnanet.com/news/municipios/alegrete-municipios-3/prefeito-marcio-alencar-lidera-pesquisa-com-ampla-vantagem-em-alegrete-do-piaui/,22675543000141.0,PI,10022,1.0,P,1.0,,,MARCIO ALENCAR,59.67,MANOEL DE ZE PEDRO,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-00719/2016,https://cidadesnanet.com/news/municipios/alegrete-municipios-3/prefeito-marcio-alencar-lidera-pesquisa-com-ampla-vantagem-em-alegrete-do-piaui/,22675543000141.0,PI,10022,1.0,P,0.0,,,MARCIO ALENCAR,54,MANOEL DE ZE PEDRO,28.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARA,,PI-02851/2016,https://valencaonline.com/arnilton-nogueira-lidera-disputa-para-prefeito-de-novo-oriente-com-4367-diz-pesquisa-ricardo-fontenele190920162210/,22675543000141.0,PI,11371,1.0,P,,,,ARNILTON NOGUEIRA,43.67,RITA LOPES,24,AMANDA SOBREIRA,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
