obs,tse_id,url,estado,cidade,util,position,estimulada,vv,suspensa,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,PI-00204/2012,http://www.jornaldaparnaiba.com/2012_08_19_archive.html,PI,PARNAÍBA,1.0,P,1.0,,,MAO SANTA,42.0,FLORENTINO,22.5,JOAOZINHO DA UNIMAGEM,16.5,TERERE,5.0,VINICIUS,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00205/2014,https://180graus.com/pesquisa-eleitoral/credibilidadewdias-45-ze-filho-35-mao-santa-5,PI,PIAUÍ,1.0,G,1.0,,,WELLINGTON DIAS,45.53,ZE FILHO,35.11,MAO SANTA,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00243/2012,https://www.gp1.com.br/noticias/pesquisa-em-corrente-aponta-jesualdo-cavalcanti-com-55-e-ribeiro-com-3333-265084.html,PI,CORRENTE,1.0,P,0.0,,,JESUALDO CAVALCANTI,53.33,RIBEIRO,32.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00243/2012,https://www.gp1.com.br/noticias/pesquisa-em-corrente-aponta-jesualdo-cavalcanti-com-55-e-ribeiro-com-3333-265084.html,PI,CORRENTE,1.0,P,1.0,,,JESUALDO CAVALCANTI,55.0,RIBEIRO,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00250/2012,https://issuu.com/jornal-o-dia/docs/oi-20,PI,PIRIPIRI,1.0,P,0.0,,,LUIZ MENESES,36.0,ODIVAL,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00250/2012,https://issuu.com/jornal-o-dia/docs/oi-20,PI,PIRIPIRI,1.0,P,1.0,,,LUIZ MENESES,40.0,ODIVAL,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00283/2012,https://issuu.com/jornal-o-dia/docs/ca01,PI,ÁGUA BRANCA,1.0,P,1.0,,,JONAS,58.0,NEIVAO,36.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00283/2012,https://issuu.com/jornal-o-dia/docs/ca01,PI,ÁGUA BRANCA,1.0,P,0.0,,,JONAS,54.67,NEIVAO,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00310/2012,https://wiltonveras.blogspot.com/2012/09/instituto-econometrica.html,PI,PARNAÍBA,1.0,P,1.0,,,MAO SANTA,43.3,FLORENTINO VERAS,32.6,JOAOZINHO,8.3,TERERE,5.6,DR. VINICIOS,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00310/2012,https://wiltonveras.blogspot.com/2012/09/instituto-econometrica.html,PI,PARNAÍBA,1.0,P,0.0,,,MAO SANTA,39.4,FLORENTINO ,27.0,JOAOZINHO DA UNIMAGEM,5.4,TERERE,3.7,DR. VINICIUS,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00312/2012,https://blogdahorablog.wordpress.com/category/altos-2/page/4/,PI,ALTOS,1.0,P,1.0,,,PATRICIA LEAL,53.0,EXPEDITO PACIFICO,19.33,LUIS CARLOS,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00312/2012,https://blogdahorablog.wordpress.com/category/altos-2/page/4/,PI,ALTOS,1.0,P,0.0,,,PATRICIA LEAL,53.33,EXPEDITO PACIFICO,17.67,LUIS CARLOS,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00330/2012,https://portaldobikanca.blogspot.com/2012/09/pesquisas-eleitorais-para-parnaiba.html,PI,PARNAÍBA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00350/2012,https://issuu.com/jornal-o-dia/docs/cap-9,PI,URUÇUÍ,1.0,P,0.0,,,RENATA ARAUJO,44.67,RITA DE CASSIA MARTINS/,15.33,LEAL JUNIOR,12.33,VALDIR SOARES,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00350/2012,https://issuu.com/jornal-o-dia/docs/cap-9,PI,URUÇUÍ,1.0,P,1.0,,,RENATA ARAUJO,47.0,RITA DE CASSIA MARTINS/,15.33,LEAL JUNIOR,14.0,VALDIR SOARES,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00368/2012,https://parnaibanomundo.blogspot.com/2012/09/,PI,PARNAÍBA,1.0,P,1.0,,,MAO SANTA,44.5,FLORENTINO,31.0,JOAOZINHO DA UNIMAGEM,12.0,TERERE,4.2,DR. VINICIUS,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00368/2012,https://parnaibanomundo.blogspot.com/2012/09/,PI,PARNAÍBA,1.0,P,0.0,,,MAO SANTA,39.6,FLORENTINO,26.5,JOAOZINHO DA UNIMAGEM,8.2,TERERE,3.1,DR. VINICIUS,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00369/2012,https://issuu.com/jornal-o-dia/docs/1cp1_class24,PI,BARRAS,1.0,P,1.0,,,EDILSON CAPOTE,52.5,CARLOS MONTE,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00369/2012,https://issuu.com/jornal-o-dia/docs/1cp1_class24,PI,BARRAS,1.0,P,0.0,,,EDILSON CAPOTE,50.25,CARLOS MONTE,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00370/2012,https://issuu.com/jornal-o-dia/docs/capa_011012,PI,FRANCISCO SANTOS,1.0,P,,,,EDSON,49.0,CARLEUSA SANTOS,43.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00445/2012,https://carlsonpessoa.blogspot.com/2012/09/,PI,PARNAÍBA,1.0,P,1.0,,,MAO SANTA,40.67,FLORENTINO NETO,35.5,JOAOZINHO DA UNIMAGEM,12.0,TERERE,2.83,DR. VINICIUS,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00445/2012,https://carlsonpessoa.blogspot.com/2012/09/,PI,PARNAÍBA,1.0,P,0.0,,,MAO SANTA,38.5,FLORENTINO NETO,34.33,JOAOZINHO DA UNIMAGEM,10.33,TERERE,2.17,DR. VINICIUS,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00449/2012,https://www.gp1.com.br/noticias/brvox-realiza-pesquisa-eleitoral-em-jose-de-freitas-para-ser-divulgada-dia-29-de-setembro-268125.html,PI,JOSÉ DE FREITAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00455/2012,http://www.jornaldepicos.com.br/noticia_detalhe.php?id=4220,PI,GEMINIANO,1.0,P,1.0,,,JADER BORGES,50.67,HERCULANO CARVALHO,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00502/2012,https://issuu.com/jornal-o-dia/docs/capa_051012,PI,ÁGUA BRANCA,1.0,P,1.0,,,JONAS,58.67,NEIVAO,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00502/2012,https://issuu.com/jornal-o-dia/docs/capa_051012,PI,ÁGUA BRANCA,1.0,P,0.0,,,JONAS,58.0,NEIVAO,36.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00503/2012,http://www.barrasvirtual.com.br/nova-pesquisa-mostra-capote-com-5275-e-carlos-monte-3300-em-barras,PI,BARRAS,1.0,P,1.0,,,EDILSON CAPOTE,53.0,CARLOS MONTE,33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00503/2012,http://www.barrasvirtual.com.br/nova-pesquisa-mostra-capote-com-5275-e-carlos-monte-3300-em-barras,PI,BARRAS,1.0,P,0.0,,,EDILSON CAPOTE,52.75,CARLOS MONTE,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00504/2012,https://issuu.com/jornal-o-dia/docs/capa_061012,PI,FLORIANO,1.0,P,1.0,,,GILBERTO JUNIOR,48.25,ALMIR REIS,23.75,ENEAS MAIA,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00504/2012,https://issuu.com/jornal-o-dia/docs/capa_061012,PI,FLORIANO,1.0,P,0.0,,,GILBERTO JUNIOR,47.25,ENEAS MAIA,23.75,ALMIR REIS,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00556/2012,https://assuncaodopiauiemfoco.blogspot.com/2012/10/,PI,SÃO MIGUEL DO TAPUIO,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00560/2016,http://www.campomaioremfoco.com.br/noticia/1987/PARA-O-POVO:-Paiva-e-Neto-dos-Corredores-sao-os-piores-vereadores-de-Campo-Maior--VEJA,PI,CAMPO MAIOR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00576/2012,"https://www.terra.com.br/noticias/brasil/politica/pi-pesquisa-aponta-empate-entre-firmino-e-elmano-em-teresina,a168cdbb1d86b310VgnCLD200000bbcceb0aRCRD.html",PI,TERESINA,1.0,P,,,,FIRMINO FILHO,48.0,ELMANO FERRER,47.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00588/2012,https://180graus.com/politica/firmino-51-x-elmano-48-nao-ocorreu-acertos-dos-institutos-570442,PI,TERESINA,1.0,P,,1.0,,FIRMINO FILHO,52.79,ELMANO FERRER,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00594/2012,https://180graus.com/politica/firmino-51-x-elmano-48-nao-ocorreu-acertos-dos-institutos-570442,PI,TERESINA,1.0,P,,1.0,,FIRMINO FILHO,52.75,ELMANO FERRER,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00610/2016,https://180graus.com/pesquisa-eleitoral/brvox-firmino-36-pessoa-26-amadeu-13-teresa-6,PI,TERESINA,1.0,P,1.0,,,FIRMINO FILHO,36.4,DR. PESSOA,26.6,AMADEU CAMPOS,13.0,TERESA BRITO,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00742/2016,https://180graus.com/pesquisa-eleitoral/credibilidadecampo-maior-mais-de-70-ainda-nao-escolheu-vereador,PI,CAMPO MAIOR,1.0,V,0.0,,,LUSTOSA,3.14,LUIS LIMA,2.0,EDVALDO LIMA,1.71,FERNANDO MIRANDA,1.71,NETO DOS CORREDORES,1.71,MARCIO,1.43,COLOZINHO,1.43,REGINA DO ZE CHICO,1.14,JOAO MAROCA,1.14,PAIVA,1.14,INAIARA,1.14,SENA ROSA,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00742/2016,https://180graus.com/pesquisa-eleitoral/credibilidadecampo-maior-ribinha-tem-3286-joaozinho-2886,PI,CAMPO MAIOR,1.0,P,,,,PROFESSOR RIBINHA,32.86,JOAOZINHO FELIX,28.86,MARCO PEREIRA,8.29,DR. RIBAMAR COELHO,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00797/2016,http://www.campomaioremfoco.com.br/ver_coluna2/778/Pre-candidato-do-PT-lidera-pesquisa-para-prefeito-de-Coivaras-,PI,COIVARAS,1.0,P,1.0,,,MARCELINO,56.0,BOBO,30.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00797/2016,http://www.campomaioremfoco.com.br/ver_coluna2/778/Pre-candidato-do-PT-lidera-pesquisa-para-prefeito-de-Coivaras-,PI,COIVARAS,1.0,P,0.0,,,MARCELINO,45.33,BOBO,25.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00904/2018,https://180graus.com/pesquisa-eleitoral/brvox-esperantina-dep-estadual-janainna-22-limma-11-wilson-brandao-5,PI,PIAUÍ,1.0,G,1.0,,,WELLINGTON DIAS,41.56,ELMANO FERRER,6.25,LUCIANO NUNES,4.38,VALTER ALENCAR,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00904/2018,https://180graus.com/pesquisa-eleitoral/brvox-esperantina-dep-estadual-janainna-22-limma-11-wilson-brandao-5,PI,PIAUÍ,1.0,S,,,,WILSON MARTINS,18.13,FRANK AGUIAR,17.81,DR. PESSOA,13.44,CIRO NOGUEIRA,10.94,JULIO CESAR,9.38,REGINA SOUSA,7.81,ROBERT RIOS,6.25,ANTONIO J. LIRA,2.5,LAFAYETTE ANDRADE,1.88,MANOEL LOPES,1.88,GUSTAVO HENRIQUE,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00904/2018,https://180graus.com/pesquisa-eleitoral/brvox-esperantina-dep-estadual-janainna-22-limma-11-wilson-brandao-5,PI,PIAUÍ,1.0,DF,1.0,,,REJANE DIAS,18.13,FABIO ABREU,10.63,JULIO CESAR,8.75,ATILA LIRA,5.31,ASSIS CARVALHO,4.69,RODRIGO MARTINS,2.19,HERACLITO FORTES,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00904/2018,https://180graus.com/pesquisa-eleitoral/brvox-esperantina-dep-estadual-janainna-22-limma-11-wilson-brandao-5,PI,PIAUÍ,1.0,DE,1.0,,,JANAINA MARQUES,22.81,LIMMA,11.88,WILSON BRANDAO,5.94,ISMAR MARQUES,3.75,HENRIQUE REBELO,2.5,MARCO AURELIO,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00991/2016,http://www.piauiemfoco.com.br/municipios/toninho-lidera-pesquisa-eleitoral-para-prefeito-em-caridade-do-piaui/,PI,CARIDADE DO PIAUÍ,1.0,P,1.0,,,TONINHO,54.33,VALDIM,36.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01012/2016,https://portalv1.com.br/bancarios-rejeitam-nova-proposta-salarial-e-greve-continua/,PI,LAGOA DO SÍTIO,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01161/2018,https://www.blogluiscorreia.com/2018/08/wellington-em-queda-livre.html,PI,PIAUÍ,1.0,G,1.0,,,WELLINGTON DIAS,36.96,DR. PESSOA,18.16,LUCIANO NUNES,8.4,ELMANO,4.8,VALTER ALENCAR,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01184/2018,http://www.opiaui.com/2018/07/,PI,PIAUÍ,1.0,G,1.0,,,WELLINGTON DIAS,39.67,LUCIANO NUNES,15.92,ELMANO FERRER,6.58,DR. PESSOA,3.83,VALTER ALENCAR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01202/2016,http://www.piripirireporter.com/categoria/Politica.html,PI,PIRIPIRI,1.0,P,,,,LUIS MENEZES,40.0,JOVE OLIVEIRA,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01202/2016,https://180graus.com/pesquisa-eleitoral/brvoxpiripiri-governador-w-dias-tem-mais-de-70-de-aprovacao,PI,PIRIPIRI,1.0,V,0.0,,,DOMINGAO,2.86,REVETRIO SOUSA,1.43,ANTONIO CARLOS,1.43,CHICO CORINTO,1.07,VALDINEI,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01271/2016,https://180graus.com/pesquisa-eleitoral/brvoxagua-branca-prefeito-jonas-moura-atinge-ate-75-de-aprovacao,PI,ÁGUA BRANCA,1.0,P,1.0,,,JONAS MOURA,45.0,MARGARETE,28.57,NEIVAO,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01311/2016,https://cristalprodutosparalimpeza.blogspot.com/2016/09/,PI,SÃO RAIMUNDO NONATO,1.0,P,0.0,,,AVELAR FERREIRA,46.0,CARMELITA CASTRO,37.0,ELIZETE SOUZA,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01311/2016,https://cristalprodutosparalimpeza.blogspot.com/2016/09/,PI,SÃO RAIMUNDO NONATO,1.0,P,1.0,,,AVELAR FERREIRA,48.5,CARMELITA CASTRO,38.0,ELIZETE SOUZA,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01330/2018,https://infonewss.com/politica/data-az-leve-recuo-de-wilson-e-crescimento-de-ciro-dao-empate-tecnico-para-o-senado/,PI,PIAUÍ,1.0,S,0.0,,,WILSON MARTINS,8.72,CIRO NOGUEIRA,6.48,MARCELO CASTRO,4.88,ROBERT RIOS,2.32,FRANK AGUIAR,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01330/2018,https://infonewss.com/politica/data-az-leve-recuo-de-wilson-e-crescimento-de-ciro-dao-empate-tecnico-para-o-senado/,PI,PIAUÍ,1.0,S,1.0,,,WILSON MARTINS,21.36,CIRO NOGUEIRA,16.96,MARCELO CASTRO,13.12,FRANK AGUIAR,12.72,ROBERT RIOS,8.72,ELIZEU AGUIAR,1.28,JESUS RODRIGUES,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01330/2018,https://portaldocatita.blogspot.com/2018/09/pesquisa-aponta-ze-filho-entre-os-10.html,PI,PIAUÍ,1.0,DE,0.0,,,FABIO NOVO,1.6,LUCY SILVEIRA,1.6,WILSON BRANDAO,1.52,GUSTAVO NEIVA,1.36,DR. FRANCISCO COSTA,1.28,GIORGIANO NETO,1.28,LUIZ NETO,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01330/2018,https://portalosertao.com/margarete-coelho-sobe-em-pesquisa-e-aparece-em-sexto-diz-dataaz/,PI,PIAUÍ,1.0,DF,0.0,,,FABIO ABREU,3.84,REJANE DIAS,2.72,SILAS FREIRE,2.16,JULIO CESAR,1.44,PAES LANDIM,1.2,MARGARETE COELHO,1.12,ASSIS CARVALHO,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01330/2018,https://www.oitomeia.com.br/noticias/2018/09/10/data-az-se-eleicao-fosse-hoje-dias-venceria-no-1o-turno-com-4112-das-intencoes-de-voto/,PI,PIAUÍ,1.0,G,0.0,,,WELLINGTON DIAS,30.56,DR. PESSOA,5.92,LUCIANO NUNES,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01330/2018,https://www.oitomeia.com.br/noticias/2018/09/10/data-az-se-eleicao-fosse-hoje-dias-venceria-no-1o-turno-com-4112-das-intencoes-de-voto/,PI,PIAUÍ,1.0,G,1.0,,,WELLINGTON DIAS,41.12,DR. PESSOA,16.16,LUCIANO NUNES,9.2,ELMANO FERRER,2.72,VALTER ALENCAR,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01371/2016,http://www.piauiemfoco.com.br/municipios/b/,PI,SÃO JULIÃO,1.0,P,1.0,,,DR. JONAS,53.64,REINALDINHO,19.09,EDISALDO,11.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01371/2016,https://180graus.com/pesquisa-eleitoral/brvox-sao-juliao-pesquisa-aponta-drjonas-com-26-e-reinaldinho-5,PI,SÃO JULIÃO,1.0,P,0.0,,,DR. JONAS,26.36,REINALDINHO,5.91,EDISALDO,3.18,CILANDIO,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01710/2016,https://www.facebook.com/Silas-Noronha-1489423821361772/posts,PI,PIO IX,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01856/2016,https://180graus.com/pesquisa-eleitoral/brvoxregeneracao-dr-hermes-tem-42-e-ze-marton-35,PI,REGENERAÇÃO,1.0,P,,,,DR. HERMES JUNIOR,42.86,ZE MARTON,35.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01930/2016,https://180graus.com/pesquisa-eleitoral/brvoxcristalandia-70-ainda-nao-decidiu-nome-para-vereador,PI,CRISTALÂNDIA DO PIAUÍ,1.0,V,0.0,,,ADONIAS FILHO,5.36,FERNANDO NOGUEIRA,3.93,RENATO GAUCHO,3.57,JAELTON ALVES,2.14,SANTO,1.43,MARIA JOSE,1.07,ITALIVIO,1.07,CARLINHO,1.07,CARMEN ZELIA,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01930/2016,https://180graus.com/pesquisa-eleitoral/brvoxcristalandia-edson-ferreira-e-paes-landim-sao-os-mais-atuantes,PI,CRISTALÂNDIA DO PIAUÍ,1.0,P,1.0,,,ARIANO,28.57,PADRE WILLIAM,26.43,SANDALO,19.64,MARIO TOLENTINO,1.43,DR. CLAUDIMIRO,1.07,ODILIO,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
