obs,outro id,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,,PA-06380/2016,https://blogdoluizpereira.blogspot.com/2016/06/normal-0-21-false-false-false-pt-br-x.html,PA,RIO MARIA,1.0,P,1.0,,,PAULINHO,"47,13",MARCIA FERREIRA,"24,59",ARGEMIRO GOMES,"13,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PA-08557/2016,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/735859/UT_IAC_Hearing_in_Field_House.pdf,PA,SÃO GERALDO DO ARAGUAIA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PA-08578/2016,https://pebinhadeacucar.com.br/darci-lermen-realiza-comicio-no-bairro-cidade-jardim/,PA,PARAUAPEBAS,1.0,P,,,,DARCI,"42,2",VALMIR DA INTEGRAL,"31,5",MARCELO CATALAO,"11,7",CHICO DAS CORTINAS,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PA-08666/2016,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/665972/birmingham.pdf,PA,PAU D ARCO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PA-09142/2016,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/592942/glasgow_eagle_building.pdf,PA,VISEU,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PA-09631/2016,https://blogdoluizpereira.blogspot.com/2016/06/normal-0-21-false-false-false-pt-br-x.html,PA,REDENÇÃO,1.0,P,1.0,,,MARIO MOREIRA,"47,35",CARLO IAVE,"30,04",WILLIAN DO POTENCIA,"10,95",ERICA DE CASSIA,"3,53",MARLOSVAL DUETI,"1,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00004/2014,https://erinilsoncunha.blogspot.com/2014/06/pesquisa-seta-mostra-vantagem-de.html,RN,RIO GRANDE DO NORTE,1.0,G,0.0,,,HENRIQUE ALVES,"9,7",ROBINSON FARIA,"8,8",WILMA DE FARIA,"3,4",ROSALBA CIARLINI,"2,4",ROBERIO PAULINO,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00004/2014,https://erinilsoncunha.blogspot.com/2014/06/pesquisa-seta-mostra-vantagem-de.html,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,HENRIQUE ALVES,"28,6",ROBINSON FARIA,"18,8",ROSALBA CIARLINI,"6,7",ROBERIO PAULINO,"1,8",SIMONE DUTRA,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SEM ID,RN-00004/2014,https://erinilsoncunha.blogspot.com/2014/06/pesquisa-seta-dilma-lidera-com-43-no-rn.html,RN,RIO GRANDE DO NORTE,1.0,PR,1.0,,,DILMA ROUSSEFF,"43,3",AECIO NEVES,"9,4",EDUARDO CAMPOS,"5,7",PASTOR EVERALDO,"1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00012/2016,https://blogdoagoravai.wordpress.com/2016/09/,RN,SÃO GONÇALO DO AMARANTE,1.0,P,0.0,,,PAULINHO,47,POTI NETO,"27,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00012/2016,https://blogdobg.com.br/search/PESQUISA+PARA+PREFEITO+DE+SAO+GON%C3%87ALO,RN,SÃO GONÇALO DO AMARANTE,1.0,P,1.0,,,PAULINHO,"49,7",POTI NETO,"29,2",BARAO,"5,3",JOSI GONÇALVES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00013/2014,http://blog.tribunadonorte.com.br/heitorgregorio/author/heitorgregorio/page/1122/,RN,RIO GRANDE DO NORTE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00014/2014,http://www.blogdoxexeu.com.br/2014_09_04_archive.html,RN,RIO GRANDE DO NORTE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00017/2014,https://blogdorobsonfreitas.blogspot.com/2014/08/fatima-e-wilma-estao-empatadas-na.html,RN,RIO GRANDE DO NORTE,1.0,S,0.0,,,FATIMA BEZERRA,"26,6",WILMA DE FARIA,"21,6",ROBERTO RONCONI,"2,6",PROF. ANA CELIA,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00017/2014,https://blogdorobsonfreitas.blogspot.com/2014/08/fatima-e-wilma-estao-empatadas-na.html,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,FATIMA BEZERRA,"31,8",WILMA DE FARIA,"28,3",ROBERTO RONCONI,"4,3",PROF. ANA CELIA,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00017/2014,https://blogosamigosdaonca.blogspot.com/2014/08/,RN,RIO GRANDE DO NORTE,1.0,G,0.0,,,HENRIQUE ALVES,"35,3",ROBINSON,"18,3",ROBERIO PAULINO,"1,8",SIMONE DUTRA,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00017/2014,https://blogosamigosdaonca.blogspot.com/2014/08/,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,HENRIQUE ALVES,"39,7",ROBINSON,"24,1",ROBERIO PAULINO,"2,6",SIMONE DUTRA,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00017/2014,https://oparalelocampestre.blogspot.com/2014/08/,RN,RIO GRANDE DO NORTE,1.0,DE,,,,HERMANO MORAIS,"2,3",LARISSA ROSADO,"2,1",GETULIO REGO,"1,9",DAGO,"1,4",GEORGE SOARES,"1,4",VIVALDO COSTA,"1,4",GALENO,"1,3",KELPS LIMA,"1,2",RICARDO MOTA,"1,2",AGNELO ALVES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SEM ID,RN-00017/2014,https://politicanapauta.blogspot.com/2014/08/,RN,RIO GRANDE DO NORTE,1.0,PR,0.0,,,DILMA ROUSSEFF,"44,9",MARINA SILVA,"20,4",AECIO NEVES,"7,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SEM ID,RN-00017/2014,https://politicanapauta.blogspot.com/2014/08/,RN,RIO GRANDE DO NORTE,1.0,PR,1.0,,,DILMA ROUSSEFF,"48,7",MARINA SILVA,"21,7",AECIO NEVES,"7,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00019/2014,https://jairgomesapodi.blogspot.com/2014/09/politica-nova-pesquisa-setanominuto_7.html,RN,RIO GRANDE DO NORTE,1.0,S,0.0,,,FATIMA BEZERRA,"24,6",WILMA DE FARIA,"20,5",ROBERTO RONCONI,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00019/2014,https://jairgomesapodi.blogspot.com/2014/09/politica-nova-pesquisa-setanominuto_7.html,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,FATIMA BEZERRA,"30,1",WILMA DE FARIA,"26,4",ROBERTO RONCONI,"2,5",PROF. ANA CELIA,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00019/2014,https://jairgomesapodi.blogspot.com/2014/09/politica-nova-pesquisa-setanominuto.html,RN,RIO GRANDE DO NORTE,1.0,G,0.0,,,HENRIQUE ALVES,"29,8",ROBINSON FARIA,"19,8",ROBERIO PAULINO,"1,3",SIMONE DUTRA,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00019/2014,https://jairgomesapodi.blogspot.com/2014/09/politica-nova-pesquisa-setanominuto.html,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,HENRIQUE ALVES,"37,5",ROBINSON FARIA,"28,3",ROBERIO PAULINO,"1,8",SIMONE DUTRA,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00020/2014,http://blogdoskarlack.com/page/1866/,RN,RIO GRANDE DO NORTE,1.0,S,0.0,,,FATIMA BEZERRA,"30,2",WILMA DE FARIA,"17,2",ROBERTO RONCONI,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00020/2014,http://blogdoskarlack.com/page/1866/,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,FATIMA BEZERRA,"34,9",WILMA DE FARIA,"20,9",ROBERTO RONCONI,"1,7",ANA CELIA,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00020/2014,https://issuu.com/zenitech_info/docs/09-09-2014,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,HENRIQUE,"34,5",ROBINSON,"25,9",SIMONE,"1,5",ROBERIO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00025/2014,http://www.blogdosilverioalves.com/2014_09_14_archive.html,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,HENRIQUE ALVES,35,ROBINSON FARIA,"28,2",ROBERIO PAULINO,3,SIMONE DUTRA,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00025/2014,https://carnaubafotos.blogspot.com/2014/09/henrique-lidera-pesquisa-seta-com-35.html,RN,RIO GRANDE DO NORTE,1.0,G,0.0,,,HENRIQUE ALVES,"30,6",ROBINSON FARIA,"20,7",ROBERIO PAULINO,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00025/2014,https://jairgomesapodi.blogspot.com/2014/09/politica-fatima-mantem-lideranca-no.html,RN,RIO GRANDE DO NORTE,1.0,S,0.0,,,FATIMA BEZERRA,27,WILMA DE FARIA,25,ROBERTO RONCONI,2,ANA CELIA,1,PROFESSOR LAILSON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00025/2014,https://jairgomesapodi.blogspot.com/2014/09/politica-fatima-mantem-lideranca-no.html,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,FATIMA BEZERRA,"33,9",WILMA DE FARIA,"29,8",ROBERTO RONCONI,"2,3",PROF. ANA CELIA,"2,2",PROFESSOR LAILSON,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SEM ID,RN-00025/2014,https://nominuto.com/noticias/eleicoes-2014/dilma-rousseff-lidera-com-folga-corrida-presidencial-no-rn/115854/,RN,RIO GRANDE DO NORTE,1.0,PR,0.0,,,DILMA ROUSSEFF,"44,8",MARINA SILVA,"19,7",AECIO NEVES,"6,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SEM ID,RN-00025/2014,https://nominuto.com/noticias/eleicoes-2014/dilma-rousseff-lidera-com-folga-corrida-presidencial-no-rn/115854/,RN,RIO GRANDE DO NORTE,1.0,PR,1.0,,,DILMA ROUSSEFF,"48,4",MARINA SILVA,"21,9",AECIO NEVES,"7,5",PASTOR EVERALDO,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00029/2014,https://blogurakensilva.blogspot.com/2014/09/henrique-e-robinson-estao-tecnicamente.html,RN,RIO GRANDE DO NORTE,1.0,G,0.0,,,HENRIQUE ALVES,"26,6",ROBINSON FARIA,"23,7",ROBERIO PAULINO,"1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00029/2014,https://blogurakensilva.blogspot.com/2014/09/henrique-e-robinson-estao-tecnicamente.html,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,HENRIQUE ALVES,34,ROBINSON FARIA,"31,2",ROBERIO PAULINO,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00029/2014,https://nominuto.com/noticias/eleicoes-2014/senado-fatima-abre-mais-de-10-pontos-de-vantagem-sobre-wilma/116150/,RN,RIO GRANDE DO NORTE,1.0,S,0.0,,,FATIMA BEZERRA,"28,5",WILMA DE FARIA,"20,2",ROBERTO RONCONI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00029/2014,https://nominuto.com/noticias/eleicoes-2014/senado-fatima-abre-mais-de-10-pontos-de-vantagem-sobre-wilma/116150/,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,FATIMA BEZERRA,"38,2",WILMA DE FARIA,"27,3",ROBERTO RONCONI,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00035/2014,https://blogosamigosdaonca.blogspot.com/2014/09/,RN,RIO GRANDE DO NORTE,1.0,S,0.0,,,FATIMA BEZERRA,"29,7",WILMA DE FARIA,21,ROBERTO RONCONI,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00035/2014,https://blogosamigosdaonca.blogspot.com/2014/09/,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,FATIMA BEZERRA,"37,4",WILMA DE FARIA,27,ROBERTO RONCONI,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00035/2014,https://joaomoacir.blogspot.com/2014/09/,RN,RIO GRANDE DO NORTE,1.0,G,0.0,,,HENRIQUE ALVES,"27,5",ROBINSON,"26,5",ROBERIO PAULINO,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00035/2014,https://joaomoacir.blogspot.com/2014/09/,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,HENRIQUE ALVES,33,ROBINSON,"32,3",ROBERIO PAULINO,"1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00040/2014,https://issuu.com/zenitech_info/docs/04-10-2014,RN,RIO GRANDE DO NORTE,1.0,G,,,,ROBINSON FARIA,"33,1",HENRIQUE ALVES,"31,3",ROBERIO PAULINO,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00040/2014,https://lagoanovaverdade.blogspot.com/2014/10/fatima-lidera-com-111-pontos-de.html,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,FATIMA BEZERRA,"38,2",WILMA DE FARIA,"27,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00194/2016,https://www.thaisagalvao.com.br/2016/10/page/14/,RN,LAGOA SALGADA,1.0,P,1.0,,,FRANK DE CANINDE,46,OSIVAN,"37,2",BATISTA DE BEIJA,"7,1",MANGA,"3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00261/2016,https://blogportalrnnoticias.blogspot.com/2016/09/,RN,GOIANINHA,1.0,P,1.0,,,BERG LISBOA,55,RENATO LIMA,"37,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-00988/2018,https://www.efranciscogomes.com/2018/10/fatima-lidera-com-42-pesquisas-carlos.html,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,FATIMA BEZERRA,42,CARLOS EDUARDO ALVES,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08895/2018,RN-00988/2018,https://www.efranciscogomes.com/2018/10/pesquisa-estimulada-seta-haddad-frente.html,RN,RIO GRANDE DO NORTE,1.0,PR,1.0,,,FERNANDO HADDAD,45,JAIR BOLSONARO,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01000/2016,https://agorarn.com.br/politica/luiz-almir-lidera-pesquisa-de-intencao-de-voto-para-vereador-em-natal/,RN,NATAL,1.0,V,0.0,,,LUIZ ALMIR,2,AMANDA GURGEL,"1,3",JULIO PROTASSIO,"1,2",GARIBALDI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01000/2016,https://ahoradalapada.blogspot.com/2016/,RN,NATAL,1.0,P,1.0,,,CARLOS EDUARDO,"27,2",WILMA DE FARIA,"4,2",ROBERIO PAULINO,4,STYVENSON VALENTIN,"3,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01063/2016,http://blogdobarreto.com.br/tag/seta/,RN,MOSSORÓ,1.0,V,0.0,,,GENARIO MARQUES,"3,5",ZE PEIXEIRO,"1,8",CLAUDIONOR,"1,6",ALEX MOACIR,"1,5",OZANIEL,"1,5",SANDRA ROSADO,"1,5",ALINE COUTO,"1,3",CHICO DA PREFEITURA,"1,3",MARIA DAS MALHAS,"1,3",NARCISIO SILVA,"1,2",ALEX DO FRANGO,1,TOMAZ NETO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01063/2016,http://www.politicaemfoco.com/2016/10/page/46/,RN,MOSSORÓ,1.0,P,1.0,,,ROSALBA,"35,6",TIAO COUTO,"33,5",GUTEMBERG DIAS,"7,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01063/2016,https://www.blogcarolribeiro.com.br/2016/10/pesquisa-tcmseta-rosalba-e-tiao-estao.html,RN,MOSSORÓ,1.0,P,0.0,,,ROSALBA,"35,5",TIAO COUTO,"31,9",GUTEMBERG DIAS,"7,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01187/2016,http://www.portalcgrn.com/2016/09/pesquisa-setablogue-do-xerife-juninho.html,RN,CARAÚBAS,1.0,P,1.0,,,JUNINHO ALVES,"44,52",CAROL FERNANDES,"38,21",DR. ALEXANDRO,"1,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01187/2016,http://www.portalcgrn.com/2016/09/pesquisa-setablogue-do-xerife-juninho.html,RN,CARAÚBAS,1.0,P,0.0,,,JUNINHO ALVES,"43,85",CAROL FERNANDES,"36,88",DR. ALEXANDRO,"1,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01594/2018,http://www.blogdosilverioalves.com/2018_09_30_archive.html,RN,RIO GRANDE DO NORTE,1.0,G,,,1.0,FATIMA BEZERRA,42,CARLOS EDUARDO ALVES,31,ROBINSON FARIA,17,BRENO QUEIROGA,6,PROF CARLOS ALBERTO,3,DARIO BARBOSA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01594/2018,blogdobg.com.br/pesquisa-seta-blogdobg-estimulada-senado-soma-dos-votos-styvenson-tem-32-zenaide-21-e-garibaldi-e-geraldo-melo-tem-14-cada/,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,CAPITAO STYVENSON,32,ZENAIDE MAIA,21,GARIBALDI ALVES,14,GERALDO MELO,14,ANTONIO JACOME,9,MAGNOLIA FIGUEIREDO,3,ALEXANDRE MOTTA,3,DR. JOANILSON REGO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-00101/2018,RN-01594/2018,https://tenentelaurentinoagora.blogspot.com/2018/10/pesquisa-seta-presidente-espontanea-com.html,RN,RIO GRANDE DO NORTE,1.0,PR,0.0,,,JAIR BOLSONARO,25,FERNANDO HADDAD,20,CIRO GOMES,11,GERALDO ALCKMIN,2,CANDIDATO DO LULA,1,HENRIQUE MEIRELLES,1,CABO DACIOLO,1,MARINA SILVA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01821/2018,http://japinaweb.com/pesquisa-seta-blogdobg-governo-espontanea-fatima-tem-21-carlos-eduardo-9-e-robinson-6/,RN,RIO GRANDE DO NORTE,1.0,G,0.0,,,FATIMA BEZERRA,21,CARLOS EDUARDO ALVES,9,ROBINSON FARIA,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01821/2018,http://www.ivanildosouza.com/2018_09_24_archive.html,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,FATIMA BEZERRA,30,CARLOS EDUARDO ALVES,16,ROBINSON FARIA,10,PROF. CARLOS ALBERTO,1,BRENO QUEIROGA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01821/2018,https://folhadoalto.blogspot.com/2018/09/pesquisa-setablogdobg-governo-senado.html,RN,RIO GRANDE DO NORTE,1.0,S,,,,CAPITAO STYVENSON,22,ZENAIDE MAIA,17,GERALDO MELO,15,GARIBALDI ALVES,14,ANTONIO JACOME,7,MAGNOLIA FIGUEIREDO,2,ALEXANDRE MOTTA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01866/2016,http://blogdobarreto.com.br/tag/natal/,RN,NATAL,1.0,P,,,,CARLOS EDUARDO ALVES,"48,1",MARCIA MAIA,"7,7",FERNANDO MINEIRO,"6,8",KELPS LIMA,"6,7",ROBERIO PAULINO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-01866/2016,http://blogdoprimo.com.br/2016/09/19/pesquisa-setaagorarn-para-vereador-de-natal-aponta-dago-mais-votado-que-wilma/,RN,NATAL,1.0,V,0.0,,,AMANDA GURGEL,"4,7",LUIZ ALMIR,"4,5",DAGO,"2,3",EUDIANE MACEDO,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PESQUISA DENUNCIADA POR FRAUDE,,RN-02511/2016,https://jsblogueiro.blogspot.com/2018/05/neste-proximo-domingo-03-de-junho-tem.html,RN,SÃO JOSÉ DO CAMPESTRE,1.0,P,0.0,,,NENEM BORGES,"47,68",LUCIANO,"38,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
