obs,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,PI-00087/2014,https://portalcostanorte.com/pesquisa-amostragem-wilson-4283-elmano-2128/,PI,PIAUÍ,1,S,0.0,,,Wilson Martins,8.71,Elmano Férrer,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00092/2014,http://www.jornaldaparnaiba.com/2014_08_24_archive.html,PI,PIAUÍ,1,G,,,,Wellington Dias,46.35,Zé Filho,25.63,Mão Santa,6.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00100/2012,https://jottareporter.blogspot.com/2012/07/pesquisa-estimulada-instituto.html,PI,TERESINA,1,P,1.0,,,Firmino Filho,33.13,Wellington Dias,20.13,Elmano Férrer,18.13,Beto Rego,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00100/2012,https://jottareporter.blogspot.com/2012/07/pesquisa-estimulada-instituto.html,PI,TERESINA,1,P,0.0,,,Firmino Filho,20.5,Elmano Férrer,13.75,Beto Rego,7.38,Wellington Dias,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00100/2012,https://www.meionorte.com/blogs/efremribeiro/72-50-dos-eleitores-ainda-nao-sabem-em-quem-votar-para-vereador-em-teresina-217271,PI,TERESINA,1,V,0.0,,,Joinha,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00119/2012,https://recshow.wordpress.com/category/eleicoes-2012/,PI,PARNAÍBA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00123/2014,http://cidadesnanet.com/noticias/sem-categoria/nova-pesquisa-amostragem-para-governador-em-todo-o-piaui-veja-todos-os-numeros/,PI,PIAUÍ,1,G,1.0,,,Wellington Dias,52.77,Zé Filho,23.13,Mão Santa,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00123/2014,http://cidadesnanet.com/noticias/sem-categoria/nova-pesquisa-amostragem-para-governador-em-todo-o-piaui-veja-todos-os-numeros/,PI,PIAUÍ,1,G,0.0,,,Wellington Dias,29.02,Zé Filho,15.04,Mão Santa,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00123/2014,https://www.meionorte.com/blogs/ananiasribeiro/wilson-lidera-disputa-ao-senado-com-41-25-305747,PI,PIAUÍ,1,S,1.0,,,Wilson Martins,41.25,Elmano Férrer,29.2,Geraldo Carvalho,2.2,Gustavo Henrique,2.11,Professor Claudionor,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00123/2014,https://www.meionorte.com/blogs/ananiasribeiro/wilson-lidera-disputa-ao-senado-com-41-25-305747,PI,PIAUÍ,1,S,0.0,,,Elmano Férrer,16.27,Wilson Martins,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00137/2012,https://www.meionorte.com/blogs/efremribeiro/aleksandra-tapety-letiano-e-jose-alberto-estao-na-frente-para-a-camara-de-oeiras-219795,PI,OEIRAS,1,P,1.0,,,Lukano Sá,46.67,Tapety Neto,41.67,Edmilson Carvalho,5.67,Carlão,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00137/2012,https://www.meionorte.com/blogs/efremribeiro/aleksandra-tapety-letiano-e-jose-alberto-estao-na-frente-para-a-camara-de-oeiras-219795,PI,OEIRAS,1,P,0.0,,,Lukano Sá,39.33,Tapety Neto,36.0,Edmilson Carvalho,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00137/2012,https://www.muraldavila.com.br/noticias/pesquisa-aponta-empate-tecnico-entre-lukano-sa-e-tapety-neto-em-oeiras-20637.html?fb_comment_id=fbc_10151091354547528_23789809_10151091961632528,PI,OEIRAS,1,V,0.0,,,Aleksandra Tapety,8.33,Letiano,5.67,Margarett Carvalho,4.33,Espedito Martins,4.0,Martinho Meneses,3.33,Pedro Freitas,2.67,Edvaldo,2.33,Emerson Gonzaga,2.0,Miguel Ângelo,1.67,Alexandre Tapety,1.67,B. Marocas,1.33,Beron,1.33,Calebe Boca Rica,1.0,Zé Augusto,1.0,Galego das Fitas,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00144/2014,https://www.meionorte.com/blogs/ananiasribeiro/wellington-dias-esta-acima-de-50-e-venceria-no-1-turno-disputa-pelo-governo-do-estado-306026,PI,PIAUÍ,1,G,1.0,,,Wellington Dias,50.66,Zé Filho,27.0,Mão Santa,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00144/2014,https://www.meionorte.com/blogs/ananiasribeiro/wellington-dias-esta-acima-de-50-e-venceria-no-1-turno-disputa-pelo-governo-do-estado-306026,PI,PIAUÍ,1,G,0.0,,,Wellington Dias,34.12,Zé Filho,17.68,Mão Santa,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00144/2014,https://www.meionorte.com/blogs/ananiasribeiro/wilson-e-elmano-estao-empatados-na-disputa-pelo-senado-306082,PI,PIAUÍ,1,S,1.0,,,Wilson Martins,36.24,Elmano Férrer,34.65,Geraldo Carvalho,1.93,Gustavo Henrique,1.32,Professor Claudionor,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00144/2014,https://www.meionorte.com/blogs/ananiasribeiro/wilson-e-elmano-estao-empatados-na-disputa-pelo-senado-306082,PI,PIAUÍ,1,S,0.0,,,Elmano Férrer,21.99,Wilson Martins,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00163/2012,https://mpiaui.com.br/geral/769/,PI,ÁGUA BRANCA,1,P,1.0,,,Jonas Moura,49.0,Neivão,34.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00163/2012,https://mpiaui.com.br/geral/769/,PI,ÁGUA BRANCA,1,P,0.0,,,Jonas Moura,41.33,Neivão,27.67,Zito,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00172/2014,https://180graus.com/pesquisa-eleitoral/amostragem-wilsao-segue-lider-na-disputa-ao-senado,PI,PIAUÍ,1,S,1.0,,,Wilson Martins,37.88,Elmano Férrer,34.16,Gustavo Henrique,1.48,Geraldo Carvalho,1.4,Professor Claudionor,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00172/2014,https://blogdofumanchuphb.blogspot.com/2014/09/pesquisa-sesconamostragem-confirma.html,PI,PIAUÍ,1,PR,1.0,,,Dilma Roussef,62.88,Marina Silva,20.72,Aécio Neves,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00172/2014,https://blogdofumanchuphb.blogspot.com/2014/09/pesquisa-sesconamostragem-confirma.html,PI,PIAUÍ,1,G,1.0,,,Wellington Dias,51.6,Zé Filho,27.68,Mão Santa,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00182/2014,https://domingosbezerra.blogspot.com/2014/09/,PI,PIAUÍ,1,PR,,,,Dilma Roussef,57.69,Marina Silva,27.57,Aécio Neves,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00182/2014,https://domingosbezerra.blogspot.com/2014/09/,PI,PIAUÍ,1,S,,,,Wellington Dias,46.68,Zé Filho,35.03,Mão Santa,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00196/2014,https://blogdofumanchuphb.blogspot.com/2014/09/,PI,PIAUÍ,1,G,1.0,,,Wellington Dias,51.36,Zé Filho,30.08,Mão Santa,4.4,Maklandel Aquino,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00196/2014,https://blogdofumanchuphb.blogspot.com/2014/10/elmano-tem-3896-e-wilson-3492-para-o.html,PI,PIAUÍ,1,S,1.0,,,Elmano Férrer,38.96,Wilson Martins,34.92,Geraldo Carvalho,1.85,Gustavo Henrique,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00198/2012,https://www.meionorte.com/blogs/efremribeiro/junior-carvalho-lidera-a-disputa-pela-prefeitura-de-demerval-lobao-com-38-4-220613,PI,DEMERVAL LOBÃO,1,P,,,,Júnio Carvalho,38.4,Dr. Carlim,22.8,Justiça,20.8,Pedro Carvalho,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00200/2012,https://www.meionorte.com/blogs/efremribeiro/dr-heli-lidera-disputa-pela-prefeitura-de-simplicio-mendes-com-46-220515,PI,SIMPLÍCIO MENDES,1,P,1.0,,,Dr. Heli,46.0,Mércia Leão,39.67,Genival Mendes,6.0,Lindomar,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00200/2012,https://www.meionorte.com/blogs/efremribeiro/dr-heli-lidera-disputa-pela-prefeitura-de-simplicio-mendes-com-46-220515,PI,SIMPLÍCIO MENDES,1,P,0.0,,,Dr. Heli,39.67,Mércia Leão,35.67,Genival Mendes,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00201/2012,https://www.gp1.com.br/noticias/betania-rios-lidera-corrida-para-a-prefeitura-de-domingos-mourao-263640.html,PI,DOMINGOS MOURÃO,1,P,1.0,,,Betânia Rios,62.4,Júlio César,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00201/2012,https://www.meionorte.com/blogs/efremribeiro/betania-rios-lidera-com-62-4-na-disputa-pela-prefeitura-de-domingos-mourao-220857,PI,DOMINGOS MOURÃO,1,P,0.0,,,Betânia Rios,60.0,Júlio César,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00231/2012,http://www.jornaldepicos.com.br/noticia_detalhe.php?id=4142,PI,PICOS,1,P,1.0,,,Kléber Eulálio,44.0,Belê Medeiros,34.0,Gleuton Portela,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00231/2012,http://www.jornaldepicos.com.br/noticia_detalhe.php?id=4142,PI,PICOS,1,P,0.0,,,Kléber Eulálio,35.5,Belê Medeiros,28.25,Gleuton Portela,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00234/2012,https://www.meionorte.com/blogs/efremribeiro/marcos-elvas-sai-na-frente-com-54-25-em-bom-jesus-221327,PI,BOM JESUS,1,P,1.0,,,Marcos Elvas,54.25,Joabes Campos,36.0,Irmão Mazim,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00234/2012,https://www.meionorte.com/blogs/efremribeiro/marcos-elvas-sai-na-frente-com-54-25-em-bom-jesus-221327,PI,BOM JESUS,1,P,0.0,,,Marcos Elvas,53.25,Joabes Campos,35.75,Irmão Mazim,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00238/2012,https://tioborges.blogspot.com/2012/08/,PI,FLORIANO,1,P,1.0,,,Gilberto Júnior,42.33,Enéas Maia,23.67,Almir Reis,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00238/2012,https://tioborges.blogspot.com/2012/08/,PI,FLORIANO,1,P,0.0,,,Gilberto Júnior,36.0,Enéas Maia,22.0,Almir Reis,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00246/2012,https://www.meionorte.com/blogs/efremribeiro/walmir-cafe-lidera-a-disputa-pela-prefeitura-de-pedro-ii-com-52-25-223186,PI,PEDRO II,1,P,1.0,,,Dr. Walmir Café,52.25,Robério Leite,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00246/2012,https://www.meionorte.com/blogs/efremribeiro/walmir-cafe-lidera-a-disputa-pela-prefeitura-de-pedro-ii-com-52-25-223186,PI,PEDRO II,1,P,0.0,,,Dr. Walmir Café,51.0,Robério Leite,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00247/2012,https://180graus.com/pesquisa-eleitoral/amostragem-firmino-35-elmano-26-wdias-15-beto-9-558004,PI,TERESINA,1,P,1.0,,,Firmino Filho,35.12,Elmano Férrer,26.25,Wellington Dias,15.38,Beto Rego,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00247/2012,https://180graus.com/pesquisa-eleitoral/amostragem-firmino-35-elmano-26-wdias-15-beto-9-558004,PI,TERESINA,1,P,0.0,,,Firmino Filho,34.75,Elmano Férrer,24.75,Wellington Dias,14.88,Beto Rego,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00254/2012,https://www.meionorte.com/blogs/efremribeiro/odival-esta-na-frente-com-quase-10-de-diferenca-sobre-luiz-menezes-em-piripiri-222273,PI,PIRIPIRI,1,P,1.0,,,Odival Andrade,49.0,Luiz Menezes,39.33,Paulo Limeira,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00254/2012,https://www.meionorte.com/blogs/efremribeiro/odival-esta-na-frente-com-quase-10-de-diferenca-sobre-luiz-menezes-em-piripiri-222273,PI,PIRIPIRI,1,P,0.0,,,Odival Andrade,42.33,Luiz Menezes,33.0,Paulo Limeira,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00308/2012,https://issuu.com/jornal-o-dia/docs/ca-76,PI,CAPITÃO DE CAMPOS,1,P,1.0,,,Edcarlos Costa,42.33,Moisés,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00308/2012,https://issuu.com/jornal-o-dia/docs/ca-76,PI,CAPITÃO DE CAMPOS,1,P,0.0,,,Edcarlos Costa,39.33,Moisés,36.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00308/2012,https://issuu.com/jornal-o-dia/docs/ca-76,PI,CAPITÃO DE CAMPOS,1,V,0.0,,,Neto Batista,10.0,Salvador Neto,9.0,Antonio Luis,8.0,Jaracel,5.33,Raimundo Gomes,3.67,Saulo Gabriel,3.67,Junior Bona,3.33,Paulo Galvão,3.33,João Francisco,3.0,Gerardo Andrade,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00308/2012,https://issuu.com/jornal-o-dia/docs/ca-76,PI,CAPITÃO DE CAMPOS,1,V,0.0,,,Edcarlos Cosata,39.33,Moisés,36.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00309/2012,https://portalcostanorte.com/pesquisa-amostragem-mao-santa-e-florentino-estao-empatados-em-parnaiba/,PI,PARNAÍBA,1,P,1.0,,,Florentino Alves,33.75,Mão Santa,32.75,Joãozinho da Unimagem,15.75,Tererê,4.75,Dr. Vinícius,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00309/2012,https://portalcostanorte.com/pesquisa-amostragem-mao-santa-e-florentino-estao-empatados-em-parnaiba/,PI,PARNAÍBA,1,P,0.0,,,Florentino Alves,28.0,Mão Santa,28.25,Joãozinho da Unimagem,12.25,Tererê,3.0,Dr. Vinícius,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00314/2012,https://issuu.com/jornal-o-dia/docs/ca-76,PI,PICOS,1,P,1.0,,,Kleber Eulálio,49.05,Belê Medeiros,33.0,Gleuton Portela,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00314/2012,https://issuu.com/jornal-o-dia/docs/ca-76,PI,PICOS,1,P,0.0,,,Kleber Eulálio,46.0,Belê Medeiros,30.25,Gleuton Portela,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00335/2012,https://www.meionorte.com/blogs/efremribeiro/pela-1-vez-a-diferenca-entre-elmano-ferrer-e-firmino-filho-fica-abaixo-de-10-223941,PI,TERESINA,1,P,1.0,,,Firmino Filho,37.88,Elmano Férrer,28.25,Wellington Dias,13.75,Beto Rego,9.75,Maklandel Aquino,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00335/2012,https://www.meionorte.com/blogs/efremribeiro/pela-1-vez-a-diferenca-entre-elmano-ferrer-e-firmino-filho-fica-abaixo-de-10-223941,PI,TERESINA,1,P,1.0,,,Firmino Filho,36.12,Elmano Férrer,26.12,Wellington Dias,12.0,Beto Rego,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00336/2012,https://www.meionorte.com/blogs/efremribeiro/angelo-lidera-para-prefeitura-de-sebastiao-leal-com-mais-do-dobro-da-adversaria-223791,PI,SEBASTIÃO LEAL,1,P,1.0,,,Ângelo Pereira,64.0,Linda,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00336/2012,https://www.meionorte.com/blogs/efremribeiro/angelo-lidera-para-prefeitura-de-sebastiao-leal-com-mais-do-dobro-da-adversaria-223791,PI,SEBASTIÃO LEAL,1,P,0.0,,,Ângelo Pereira,59.2,Linda,30.0,Jeconias,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00367/2012,https://180graus.com/pesquisa-eleitoral/amostragem-sao-joao-gil-carlos-38-alexandre-33-e-abel-18-562450,PI,SÃO JOÃO DO PIAUÍ,1,P,1.0,,,Dr. Gil Carlos,38.75,Dr. Alexandre,33.0,Abel Landim,18.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00367/2012,https://portalintegracao.com.br/dr-gil-carlos-lidera-disputa-pela-prefeitura-de-sao-joao-do-piaui-com-3875/,PI,SÃO JOÃO DO PIAUÍ,1,P,0.0,,,Dr. Gil Carlos,36.75,Dr. Alexandre,28.5,Abel Landim,15.75,Murilo Paes,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00419/2012,http://www.jornaldepicos.com.br/noticia_detalhe.php?id=4223,PI,PICOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00442/2012,https://www.meionorte.com/blogs/efremribeiro/carleusa-santos-lidera-disputa-pela-prefeitura-de-francisco-santos-com-49-6-225819,PI,FRANCISCO SANTOS,1,P,1.0,,,Carleusa Santos,49.6,Edson,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00467/2012,https://www.meionorte.com/blogs/efremribeiro/quirino-avelino-vai-ganhar-para-prefeito-de-itaueira-dizem-45-54-dos-eleitores-225323,PI,ITAUEIRA,1,P,1.0,,,Quirino Avelino,45.87,Wagner,36.96,Ronye Max,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00490/2012,https://www.meionorte.com/blogs/efremribeiro/bernildo-deve-ganhar-as-eleicoes-em-buriti-dos-lopes-com-52-75-dos-votos-225595,PI,BURITI DOS LOPES,1,P,1.0,,,Bernildo Val,52.75,Júnior Percy,39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00490/2012,https://www.meionorte.com/blogs/efremribeiro/bernildo-deve-ganhar-as-eleicoes-em-buriti-dos-lopes-com-52-75-dos-votos-225595,PI,BURITI DOS LOPES,1,P,0.0,,,Bernildo Val,48.5,Júnior Percy,35.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00498/2012,https://www.meionorte.com/blogs/efremribeiro/marcos-deve-ganhar-as-eleicoes-para-prefeito-de-bom-jesus-com-55-75-dos-votos-225594,PI,BOM JESUS,1,P,1.0,,,Marcos Elvas,55.75,Joabes Campos,36.0,Irmão Mazim,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00498/2012,https://www.meionorte.com/blogs/efremribeiro/marcos-deve-ganhar-as-eleicoes-para-prefeito-de-bom-jesus-com-55-75-dos-votos-225594,PI,BOM JESUS,1,P,0.0,,,Marcos Elvas,52.75,Joabes Campos,33.75,Irmão Mazim,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00516/2012,https://gabrielhammer.blogspot.com/2012_09_30_archive.html,PI,TERESINA,1,P,1.0,,,Firmino Filho,35.5,Elmano Férrer,28.88,Wellington Dias,14.0,Beto Rego,10.38,Daniel Solon,1.75,Maklandel Aquino,1.12,Vasconcelo Pinheiro,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00516/2012,https://gabrielhammer.blogspot.com/2012_09_30_archive.html,PI,TERESINA,1,P,0.0,,,Firmino Filho,34.75,Elmano Férrer,26.75,Wellington Dias,11.38,Beto Rego,8.62,Daniel Solon,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
