tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
BA-01007/2016,http://www.bahianapolitica.com.br/noticias/50814/santaluz-quiteria-de-junior-tem-53-joelcio-35-e-robson-sena-38-diz-pesquisa.html,BA,SANTALUZ,1,P,,,,QUITERIA DE JUNIOR ,"53,33",JOELCIO MARTINS ,"35,11",ROBSON SENA,"3,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04710/2016,http://www.blogdakellyitz.com.br/2016/09/ildon-marques-e-rosangela-polarizam.html,MA,IMPERATRIZ,1,P,1.0,,,ILDON MARQUES,"28,4",ROSANGELA CURADO,"24,2",ASSIS RAMOS,"18,10",RIBINHA CUNHA,"11,5",EDMILSON SANCHES,"1,5",SANDRO RICARDO ,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04710/2016,http://www.blogdakellyitz.com.br/2016/09/ildon-marques-e-rosangela-polarizam.html,MA,IMPERATRIZ,1,P,0.0,,,ILDON MARQUES,"24,6",ROSANGELA CURADO,"20,20",ASSIS RAMOS,"14,70",RIBINHA CUNHA,"8,5",EDMILSON SANCHES,"0,5",SANDRO RICARDO ,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-06366/2016,https://gilbertoleda.com.br/2016/09/18/nico-sera-reeleito-em-sao-domingos-do-azeitao/,MA,SÃO DOMINGOS DO AZEITÃO,1,P,1.0,,,NICO,"63,33",LEDA CARDOSO,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04140/2016,https://www.blogdojorgearagao.com.br/tag/italo-cardoso/,MA,SÃO RAIMUNDO DAS MANGABEIRAS,1,P,1.0,,,ITALO CARDOSO,"51,3",RODRIGO COELHO,"39,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04140/2016,https://www.blogdojorgearagao.com.br/tag/italo-cardoso/,MA,SÃO RAIMUNDO DAS MANGABEIRAS,1,P,0.0,,,ITALO CARDOSO,"49,8",RODRIGO COELHO,"37,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-01644/2016,https://diariomsnews.com.br/noticias/campo-grande/marquinhos-deve-ser-o-novo-prefeito-de-campo-grande-pesquisa-valle-6692,MS,CAMPO GRANDE,1,P,1.0,,,MARQUINHOS TRAD ,"50,94",ROSE MODESTO,"30,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-01644/2016,https://diariomsnews.com.br/noticias/campo-grande/marquinhos-deve-ser-o-novo-prefeito-de-campo-grande-pesquisa-valle-6692,MS,CAMPO GRANDE,1,P,0.0,,,MARQUINHOS TRAD ,"48,00",ROSE MODESTO,"29,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-02345/2016,https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/pesquisa-mostra-quadro-inalterado-e-marquinhos-mantem-diferenca/69181/,MS,CAMPO GRANDE,1,P,1.0,,,MARQUINHOS TRAD ,"48,11",ROSE MODESTO,"28,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-02345/2016,https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/pesquisa-mostra-quadro-inalterado-e-marquinhos-mantem-diferenca/69181/,MS,CAMPO GRANDE,1,P,0.0,,,MARQUINHOS TRAD ,"43,76",ROSE MODESTO,"25,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-03811/2016,https://brasilms.com/pesquisa-aponta-disputa-acirrada-entre-alcides-bernal-e-marquinhos-trad-para-prefeitura-de-campo-grande/,MS,CAMPO GRANDE,1,P,0.0,,,MARQUINHOS TRAD ,"15,35",ALCIDES BERNAL,"14,85",NELSINHO TRAD,"5,50",ANDRE PUCCINELLI,"4,71",ZECA DO PT,"3,77",ROSE MODESTO,"3,42",PEDROSSIAN FILHO,"2,35",DAGOBERTO NOGUEIRA,"1,78",MARCIO FERNANDES,"1,5",CABO ALMI,"1,35",CORONEL DAVID,"1,21",TEREZA NAME,"1,07",ATAYDE NERY,"0,92",MARCOS ALEX,"0,85",SIDNEY MELO,"0,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-03811/2016,https://diariomsnews.com.br/noticias/campo-grande/pesquisa-registrada-revela-intencao-de-voto-para-vereadores-de-campo-grande-5442,MS,CAMPO GRANDE,1,V,0.0,,,CORINGA,"2,85",CHIQINHO TELLES,"2,71",EDIL ALBUQUERQUE ,"2,35",MAGALI PICARELLI,"2,28",CARLA STEPHANINI,"2,21",FRANCISCO LUIS SACI,"1,85",TEREZA NAME ,"2,7",LUCAS LIMA,"2,5",ANTONIO CRUZ,"2,42",TATA MARQUES,"2,35",PEDRINHO ESPINA,"1,42",LIZ DERZI MATOS ,"1,14",RENATO FIGUEREDO ,"1,07",ATHAYDE NERY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
