obs,tse_id,url,estado,cidade,util,position,estimulada,vv,suspensa,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,BR-06627/2018,https://extraparnaiba.blogspot.com/2018/09/data-az-wellington-supera-adversarios.html,BR,BRASIL,1.0,G,0.0,,,WELLINGTON DIAS,35.36,DR. PESSOA,13.04,LUCIANO NUNES,9.36,ELMANO FERRER,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06627/2018,https://extraparnaiba.blogspot.com/2018/09/data-az-wellington-supera-adversarios.html,BR,BRASIL,1.0,G,1.0,,,WELLINGTON DIAS,41.84,DR. PESSOA,19.04,LUCIANO NUNES,11.6,VALTER ALENCAR,2.96,ELMANO FERRER,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06647/2018,https://www.slideshare.net/MiguelRosario/pesquisa-xp-investimentos-pdf,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,19,FERNANDO HADDAD,12.0,MARINA SILVA,11.0,CIRO GOMES,8.0,GERALDO ALCKMIN,8.0,ALVARO DIAS,5.0,MANUELA D'AVILA,2.0,HENRIQUE MEIRELLES,2.0,GUILHERME BOULOS,1.0,FLAVIO ROCHA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06647/2018,https://www.slideshare.net/MiguelRosario/pesquisa-xp-investimentos-pdf,BR,BRASIL,1.0,PR,1.0,,,LULA,28,JAIR BOLSONARO,19.0,MARINA SILVA,10.0,GERALDO ALCKMIN,7.0,CIRO GOMES,5.0,ALVARO DIAS,4.0,HENRIQUE MEIRELLES,1.0,JOAO AMOEDO,1.0,MANUELA D'AVILA,1.0,GUILHERME BOULOS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06647/2018,https://www.slideshare.net/MiguelRosario/pesquisa-xp-investimentos-pdf,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSONARO,13,LULA,13.0,CIRO GOMES,2.0,GERALDO ALCKMIN,2.0,ALVARO DIAS,1.0,MARINA SILVA,1.0,JOAO AMOEDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06712/2018,https://cleubercarlos.blogspot.com/2018/06/pesquisa-serpes-para-governador-de.html,BR,BRASIL,1.0,G,0.0,,,RONALDO CAIADO,9.2,JOSE ELITON,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06712/2018,https://cleubercarlos.blogspot.com/2018/06/pesquisa-serpes-para-governador-de.html,BR,BRASIL,1.0,G,1.0,,,RONALDO CAIADO,38,JOSE ELITON,10.0,DANIEL VILELA,5.6,KATIA MARIA,4.6,WESLEI GARCIA,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06712/2018,https://www.todapolitica.com/eleicoes-2018/pesquisa-eleitoral-goias/,BR,BRASIL,1.0,S,,,,MARCONI PERILLO,14,LUCIA VANIA,10.2,VANDERLAN CARDOSO,8.7,JORGE KAJURU,7.9,DEMOSTENES TORRES,4.8,VILMAR ROCHA,3.4,LUIS CESAR BUENO,1.9,PEDRO CHAVES,1.9,WILDER MORAIS,1.1,LUANA BALDY,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06820/2018,https://folhadiferenciada.blogspot.com/2018/08/a-nova-pesquisa-xpipespe-para-eleicao.html,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,20,FERNANDO HADDAD,13.0,GERALDO ALCKMIN,9.0,MARINA SILVA,9.0,CIRO GOMES,8.0,ALVARO DIAS,4.0,HENRIQUE MEIRELLES,2.0,MANUELA D'AVILA,2.0,GUILHERME BOULOS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06928/2018,http://www.ivanildosouza.com/2018_10_02_archive.html,BR,BRASIL,1.0,PR,,,,JAIR BOLSONARO,29,FERNANDO HADDAD,24.0,CIRO GOMES,11.0,GERALDO ALCKMIN,7.0,MARINA SILVA,5.0,JOAO AMOEDO,3.0,HENRIQUE MEIRELLES,3.0,ALVARO DIAS,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06973/2018,http://www.macaparanahoje.com/2018/08/pesquisa-ipespe-lula-lidera-com-folga.html,BR,BRASIL,1.0,PR,,,,FERNANDO HADDAD,27,MARINA SILVA,15.0,JAIR BOLSONARO,14.0,CIRO GOMES,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06973/2018,https://afranoticias.blogspot.com/2018/08/home-perfil-secoes-envie-sua-noticia.html,BR,BRASIL,1.0,G,1.0,,,PAULO CAMARA,30,ARMANDO MONTEIRO,24.0,MAURICIO RANDS,4.0,DANIELLE PORTELA,3.0,JULIO LOSSIO,3.0,SIMONE FONTANA,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06973/2018,https://blogdexucuru.blogspot.com/2018/08/folha-de-pernambuco-divulga-primeira.html,BR,BRASIL,1.0,G,0.0,,,PAULO CAMARA,13,ARMANDO MONTEIRO,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-06973/2018,https://noticiasnetlimoeiro.blogspot.com/2018/08/jarbas-e-mendonca-lideram-corrida-pelo.html,BR,BRASIL,1.0,S,,,,JARBAS VASCONCELOS,23,MENDONÇA FILHO,17.0,HUMBERTO COSTA,15.0,SILVIO COSTA,6.0,BRUNO ARAUJO,5.0,ADRIANA ROCHA,1.0,LIDIA BRUNES,1.0,PR. JAIRINHO,1.0,HELIO CABRAL,1.0,ALBANIA PIRES,1.0,EUGENIA LIMA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07021/2018,http://www.paranapesquisas.com.br/pesquisas/pesquisa-sao-paulo-administracao-federal-fevereiro-2018/,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,23.5,GERALDO ALCKMIN,23.2,MARINA SILVA,13.3,CIRO GOMES,7.2,ALVARO DIAS,4.0,FERNANDO COLLOR DE MELO,1.5,RODRIGO MAIA,1.4,JAQUES WAGNER,1.3,HENRIQUE MEIRELLES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07021/2018,http://www.paranapesquisas.com.br/pesquisas/pesquisa-sao-paulo-administracao-federal-fevereiro-2018/,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,23.4,GERALDO ALCKMIN,22.1,MARINA SILVA,12.3,CIRO GOMES,6.5,FERNANDO HADDAD,6.0,ALVARO DIAS,3.8,RODRIGO MAIA,1.3,FERNANDO COLLOR DE MELO,1.1,HENRIQUE MEIRELLES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07021/2018,http://www.paranapesquisas.com.br/pesquisas/pesquisa-sao-paulo-administracao-federal-fevereiro-2018/,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,22.3,GERALDO ALCKMIN,20.1,LULA,19.7,MARINA SILVA,8.8,CIRO GOMES,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07080/2018,https://www.deodapolisnews.com.br/noticia/5355/bolsonaro-lidera-em-ms,BR,BRASIL,1.0,PR,,,,JAIR BOLSONARO,61,FERNANDO HADDAD,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07080/2018,https://www.jd1noticias.com/politica/reinaldo-57-x-odilon-43-diz-pesquisa-da-record-tv/57320/,BR,BRASIL,1.0,G,1.0,,,REINALDO,51,JUIZ ODILON,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07120/2018,https://www.ivinoticias.com.br/noticia/81887/pesquisa-mede-possibilidade-mudanca-de-voto,BR,BRASIL,1.0,G,1.0,,,REINALDO,49,ODILON,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07133/2018,http://www.xodonews.com.br/confira-as-pesquisas-realtime-big-data-para-o-governo-dos-estados/,BR,BRASIL,1.0,G,,1.0,,WALDEZ,53,CAPI,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07252/2018,https://s3.amazonaws.com/gp-info-eleicoes/wp-content/uploads/sites/2/2018/08/31103617/Pexquisa-XP-Ipespe_round15.pdf,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,21,FERNANDO HADDAD,13.0,CIRO GOMES,10.0,MARINA SILVA,10.0,GERALDO ALCKMIN,8.0,ALVARO DIAS,4.0,JOAO AMOEDO,4.0,HENRIQUE MEIRELLES,1.0,GUILHERME BOULOS,1.0,CABO DACIOLO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07252/2018,https://s3.amazonaws.com/gp-info-eleicoes/wp-content/uploads/sites/2/2018/08/31103617/Pexquisa-XP-Ipespe_round15.pdf,BR,BRASIL,1.0,PR,0.0,,,LULA,19,JAIR BOLSONARO,16.0,CIRO GOMES,3.0,JOAO AMOEDO,3.0,GERALDO ALCKMIN,3.0,MARINA SILVA,3.0,ALVARO DIAS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07273/2018,https://media.infomoney.com.br/infomoney/XP%20Poll_%202018_06_02.pdf?_ga=2.37583781.489085080.1529084599-504002674.1526675504,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,20,FERNANDO HADDAD,11.0,MARINA SILVA,10.0,CIRO GOMES,9.0,GERALDO ALCKMIN,8.0,ALVARO DIAS,6.0,HENRIQUE MEIRELLES,2.0,FLAVIO ROCHA,1.0,GUILHERME BOULOS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07273/2018,https://media.infomoney.com.br/infomoney/XP%20Poll_%202018_06_02.pdf?_ga=2.37583781.489085080.1529084599-504002674.1526675504,BR,BRASIL,1.0,PR,1.0,,,LULA,29,JAIR BOLSONARO,19.0,MARINA SILVA,10.0,GERALDO ALCKMIN,7.0,CIRO GOMES,6.0,ALVARO DIAS,6.0,HENRIQUE MEIRELLES,2.0,JOAO AMOEDO,1.0,MANUELA D'AVILA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07273/2018,https://media.infomoney.com.br/infomoney/XP%20Poll_%202018_06_02.pdf?_ga=2.37583781.489085080.1529084599-504002674.1526675504,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSONARO,13,LULA,12.0,GERALDO ALCKMIN,2.0,CIRO GOMES,2.0,MARINA SILVA,1.0,ALVARO DIAS,1.0,JOAO AMOEDO,1.0,HENRIQUE MEIRELLES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07277/2018,https://s3.amazonaws.com/gp-info-eleicoes/wp-content/uploads/sites/2/2018/09/14104836/XP-Poll_-2018_09_wk02.pdf,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,23,FERNANDO HADDAD,16.0,CIRO GOMES,11.0,GERALDO ALCKMIN,9.0,MARINA SILVA,6.0,JOAO AMOEDO,4.0,ALVARO DIAS,4.0,HENRIQUE MEIRELLES,2.0,GUILHERME BOULOS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07277/2018,https://s3.amazonaws.com/gp-info-eleicoes/wp-content/uploads/sites/2/2018/09/14104836/XP-Poll_-2018_09_wk02.pdf,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSONARO,20,LULA,9.0,CIRO GOMES,6.0,FERNANDO HADDAD,5.0,GERALDO ALCKMIN,4.0,JOAO AMOEDO,3.0,MARINA SILVA,2.0,ALVARO DIAS,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07382/2018,http://www.xodonews.com.br/confira-as-pesquisas-realtime-big-data-para-o-governo-dos-estados/,BR,BRASIL,1.0,G,,,,CORONEL MARCOS ROCHA,50,EXPEDITO JUNIOR,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07452/2018,https://www.portalaz.com.br/publicacao/2452/,BR,BRASIL,1.0,PR,1.0,,,LULA,54.08,JAIR BOLSONARO,11.68,CIRO GOMES,9.92,MARINA SILVA,4.48,GERALDO ALCKMIN,2.96,HENRIQUE MEIRELLES,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07462/2018,http://www.bloglucianoseixas.com/2018/10/pesquisa-tv-tropical-fatima-47-x-45.html,BR,BRASIL,1.0,G,1.0,,,FATIMA BEZERRA,47,CARLOS EDUARDO,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07539/2018,https://aconteceunovale.com.br/portal/?p=136980,BR,BRASIL,1.0,G,,,,ZEMA,55,ANASTASIA,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07756/2018,https://especiais.gazetadopovo.com.br/eleicoes/2018/wp-content/uploads/sites/2/2018/07/ipespe-201807.pdf,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,22,FERNANDO HADDAD,12.0,MARINA SILVA,10.0,GERALDO ALCKMIN,9.0,CIRO GOMES,9.0,ALVARO DIAS,5.0,MANUELA D'AVILA,2.0,HENRIQUE MEIRELLES,1.0,GUILHERME BOULOS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07829/2018,https://pt.wikipedia.org/wiki/Pesquisas_de_opini%C3%A3o_sobre_a_elei%C3%A7%C3%A3o_presidencial_do_Brasil_em_2018,BR,BRASIL,1.0,PR,1.0,,,LULA,32,JAIR BOLSONARO,20.0,CIRO GOMES,7.0,MARINA SILVA,7.0,HENRIQUE MEIRELLES,1.0,ALVARO DIAS,4.0,GERALDO ALCKMIN,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07829/2018,https://pt.wikipedia.org/wiki/Pesquisas_de_opini%C3%A3o_sobre_a_elei%C3%A7%C3%A3o_presidencial_do_Brasil_em_2018,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,20,HADDAD,13.0,CIRO GOMES,8.0,MARINA SILVA,9.0,HENRIQUE MEIRELLES,1.0,ALVARO DIAS,5.0,GERALDO ALCKMIN,8.0,JOAO AMOEDO,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08279/2018,https://lagoanovaverdade.blogspot.com/2018/07/o-instituto-consult-tambem-mediu-o.html,BR,BRASIL,1.0,G,,,,FATIMA BEZERRA,26.06,CARLOS EDUARDO,16.06,ROBINSON FARIA,9.47,FABIO DANTAS,1.71,BRENO QUEIROGA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08279/2018,https://novonoticias.com/politica/ivan-junior-lidera-para-deputado-estadual/,BR,BRASIL,1.0,DE,0.0,,,IVAN JR.,1.1,TOMBA FARIAS,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08279/2018,https://www.blogdojoaomarcolino.com/2018/07/pesquisa-consult-garibaldi-na-lideranca.html,BR,BRASIL,1.0,S,,,,GARIBALDI FILHO,14.12,ZENAIDE MAIA,12.88,CAPITAO STYVENSON,11.24,GERALDO MELO,5.94,JOSE AGRIPINO,4.35,MAGNOLIA FIGUEIREDO,2.12,ANTONIO JACOME,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08283/2018,https://pleno.news/brasil/eleicoes-2018/pesquisa-crusoe-bolsonaro-aparece-com-606-dos-validos.html,BR,BRASIL,1.0,PR,,,,JAIR BOLSONARO,51,FERNANDO HADDAD,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08361/2018,https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/07/SPFederal_M%C3%ADdia-1julho.pdf,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,21.1,LULA,21.0,GERALDO ALCKMIN,16.4,MARINA SILVA,8.0,CIRO GOMES,4.9,ALVARO DIAS,4.1,JOAO AMOEDO,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08361/2018,https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/07/SPFederal_M%C3%ADdia-1julho.pdf,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,22.3,GERALDO ALCKMIN,19.0,MARINA SILVA,10.4,CIRO GOMES,8.1,ALVARO DIAS,4.5,FERNANDO HADDAD,4.0,JOAO AMOEDO,1.4,MANUELA D'AVILA,1.2,GUILHERME BOULOS,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08445/2018,https://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2018/datatempo-projeta-possiveis-eleicoes-de-dilma-e-viana-1.2047515,BR,BRASIL,1.0,S,1.0,,,DILMA ROUSSEFF,25.8,JORNALISTA CARLOS VIANA,17.8,RODRIGO PACHECO,14.7,DINIS PINHEIRO,9.7,FABIO CHEREM,10.3,RODRIGO PAIVA,7.2,MIGUEL CORREA,5.2,CORONEL LACERDA,5.1,BISPO DAMASCENO,4.4,PROFESSOR TULIO LOPES,2.9,VANESSA PORTUGAL,2.6,DUDA SALABERT,1.6,EDSON ANDRE,1.4,ANA ALVES,1.1,KAKA MENEZES,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08510/2018,https://especiais.gazetadopovo.com.br/eleicoes/2018/pesquisas-eleitorais/datafolha/pesquisa-datafolha-para-presidente-abril-2018/,BR,BRASIL,1.0,PR,,,,LULA,31,JAIR BOLSONARO,15.0,MARINA SILVA,10.0,JOAQUIM BARBOSA,8.0,GERALDO ALCKMIN,6.0,CIRO GOMES,5.0,ALVARO DIAS,3.0,COLLOR,1.0,FLAVIO ROCHA,1.0,HENRIQUE MEIRELLES,1.0,MANUELA D'AVILA,2.0,RODRIGO MAIA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08541/2018,https://www.portalaz.com.br/publicacao/1515/,BR,BRASIL,1.0,DF,0.0,,,SILAS FREIRE,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08541/2018,https://www.portalaz.com.br/publicacao/1515/,BR,BRASIL,1.0,DE,0.0,,,TERERE,2.2,ZE FILHO,1.6,DR. HELIO,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08541/2018,https://www.portalaz.com.br/publicacao/1515/,BR,BRASIL,1.0,S,1.0,,,WILSON MARTINS,9.8,FRANK AGUIAR,9.7,ROBERT RIOS,5.8,CIRO NOGUEIRA,5.7,MARCELO CASTRO,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08541/2018,https://www.portalaz.com.br/publicacao/1515/,BR,BRASIL,1.0,PR,1.0,,,LULA,59.8,JAIR BOLSONARO,13.8,CIRO GOMES,5.6,MARINA SILVA,3.4,GERALDO ALCKMIN,1.4,ALVARO DIAS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08541/2018,https://www.portalaz.com.br/publicacao/1515/,BR,BRASIL,1.0,G,0.0,,,WELLINGTON DIAS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08541/2018,https://www.portalaz.com.br/publicacao/1515/,BR,BRASIL,1.0,G,1.0,,,WELLINGTON DIAS,39.4,DR. PESSOA,11.4,LUCIANO NUNES,4.2,ELMANO FERRER,4.0,VALTER ALENCAR,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08667/2018,http://rotanews176.com.br/com-dilma-na-frente-disputa-pela-segunda-vaga-no-senado-e-acirrada/,BR,BRASIL,1.0,S,,,,DILMA ROUSSEFF,27.8,AECIO NEVES,20.9,MAURO TRAMONTE,16.5,JO MORAES,10.0,CARLOS VIANA,9.9,BRUNO SIQUEIRA,6.9,JAIME MARTINS,4.8,DINIS PINHEIRO,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08667/2018,https://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2018/sem-lula-mg-tem-empate-entre-marina-e-bolsonaro-1.2007805,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,21.7,MARINA SILVA,20.1,CIRO GOMES,8.3,GERALDO ALCKMIN,5.5,FERNANDO HADDAD,3.0,ALVARO DIAS,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08834/2018,https://noticias.r7.com/eleicoes-2018/ibaneis-lidera-intencoes-de-voto-no-df-diz-realtime-big-data-26102018,BR,BRASIL,1.0,G,,,,IBANEIS,64,ROLLEMBERG,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08980/2018,https://foconopoder.com/real-time-big-data-diferenca-entre-bolsonaro-e-haddad-cai-4-pontos/,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,49,HADDAD,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08988/2018,https://www.lateinamerikaverein.de/fileadmin/user_upload/XP_Poll__Umfrage_Wahlen_Brasilien_2018_08_02.pdf,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,21,HADDAD,13.0,MARINA SILVA,10.0,GERALDO ALCKMIN,9.0,CIRO GOMES,7.0,ALVARO DIAS,5.0,MANUELA D'AVILA,3.0,HENRIQUE MEIRELLES,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08988/2018,https://www.lateinamerikaverein.de/fileadmin/user_upload/XP_Poll__Umfrage_Wahlen_Brasilien_2018_08_02.pdf,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSONARO,17,LULA,15.0,GERALDO ALCKMIN,3.0,CIRO GOMES,3.0,ALVARO DIAS,2.0,MARINA SILVA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-09102/2018,https://www.poder360.com.br/eleicoes/sem-lula-bolsonaro-lidera-disputa-com-21-das-intencoes-de-voto/,BR,BRASIL,1.0,PR,1.0,,,LULA,29,JAIR BOLSONARO,19.0,GERALDO ALCKMIN,9.0,MARINA SILVA,8.0,CIRO GOMES,7.0,ALVARO DIAS,6.0,GUILHERME BOULOS,1.0,JOAO AMOEDO,1.0,HENRIQUE MEIRELLES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
