tse_id,url,estado,cidade,util,position,estimulada,vv,suspensa,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
BA-06918/2016,https://noticias.r7.com/eleicoes-2016/pesquisa-aponta-moema-gramacho-pt-na-lideranca-dasintencoes-de-voto-em-lauro-de-freitas-05092016,BA,LAURO DE FREITAS,1.0,P,0.0,,,MOEMA GRAMACHO,25.7,MATEUS REIS,5.0,CHICO FRANCO,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-08989/2018,https://borgfmaovivo.blogspot.com/2018/05/parana-pesquisa-bolsonaro-lidera-na.html,BA,BAHIA,1.0,PR,1.0,,,JAIR BOLSONARO,19.7,MARINA SILVA,18.6,CIRO GOMES,13.8,ALVARO DIAS,5.2,GERALDO ALCKMIN,5.0,FLAVIO ROCHA,1.8,MANUELA D'AVILA,1.4,RODRIGO MAIA,1.4,HENRIQUE MEIRELLES,1.2,JOAO AMOEDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-08989/2018,https://borgfmaovivo.blogspot.com/2018/05/parana-pesquisa-bolsonaro-lidera-na.html,BA,BAHIA,1.0,PR,1.0,,,LULA,43.4,JAIR BOLSONARO,16.8,MARINA SILVA,8.3,CIRO GOMES,7.1,ALVARO DIAS,3.8,GERALDO ALCKMIN,3.2,FLAVIO ROCHA,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-08989/2018,https://jornalanossavozregional.blogspot.com/2018/05/parana-pesquisa-sem-neto-rui-costa.html,BA,BAHIA,1.0,G,1.0,,,RUI COSTA,58.8,JOSE RONALDO,9.5,JOAO HENRIQUE,5.8,MARCOS MENDES,1.8,JOAO SANTANA,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00008/2014,https://chagasfotografias.blogspot.com/2014/01/data-az-wellington-lidera-em-todos-os.html,BR,BRASIL,1.0,G,1.0,,,WELLINGTON DIAS,48.43,MARCELO CASTRO,13.0,DANIEL SOLON,3.57,LUIS COELHO,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00008/2014,https://chagasfotografias.blogspot.com/2014/01/data-az-wellington-lidera-em-todos-os.html,BR,BRASIL,1.0,G,0.0,,,WELLINGTON DIAS,21.0,SILVIO MENDES,9.14,MARCELO CASTRO,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00008/2014,https://nilsonsa.blogspot.com/2014/01/mais-de-45-dos-eleitores-de-teresina.html,BR,BRASIL,1.0,PR,1.0,,,DILMA,55.43,AECIO NEVES,14.43,EDUARDO CAMPOS,10.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00008/2014,https://nilsonsa.blogspot.com/2014/01/mais-de-45-dos-eleitores-de-teresina.html,BR,BRASIL,1.0,PR,0.0,,,DILMA,25.57,LULA,9.43,AECIO NEVES,7.29,EDUARDO CAMPOS,5.9,MARINA SILVA,3.86,JOSE SERRA,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00015/2014,http://livrozilla.com/doc/1657552/2622-1---intercom,BR,BRASIL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00027/2018,https://noticias.r7.com/eleicoes-2018/rj-witzel-tem-58-dos-votos-validos-e-paes-42-diz-realtime-big-data-23102018,BR,BRASIL,1.0,G,,,,WITZEL,49.0,EDUARDO PAES,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00033/2014,https://www.brasil247.com/geral/sem-iris-perillo-seria-reeleito-no-primeiro-turno,BR,BRASIL,1.0,G,,,,PERILLO,34.5,IRIS,26.6,VANDERLAN,12.9,ANTONIO GOMIDE,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00033/2014,https://www.brasil247.com/geral/sem-iris-perillo-seria-reeleito-no-primeiro-turno,BR,BRASIL,1.0,G,,,,PERILLO,37.5,VANDERLAN CARDOSO,12.9,JUNIOR FRIBOI,12.2,ANTONIO GOMIDE,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00035/2018,http://www.serpes.com.br/pesquisa.aspx?ID=51,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,44.9,FERNANDO HADDAD,18.2,GERALDO ALCKMIN,6.0,CIRO GOMES,5.7,HENRIQUE MEIRELLES,4.9,MARINA SILVA,2.7,JOAO AMOEDO,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00035/2018,http://www.serpes.com.br/pesquisa.aspx?ID=51,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSONARO,43.4,FERNANDO HADDAD,16.1,GERALDO ALCKMIN,5.6,CIRO GOMES,4.5,HENRIQUE MEIRELLES,3.7,MARINA SILVA,2.1,JOAO AMOEDO,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00035/2018,http://www.serpes.com.br/pesquisa.aspx?ID=51,BR,BRASIL,1.0,S,1.0,,,VANDERLAN,16.8,JORGE KAJURU,16.5,LUCIA VANIA,12.0,MARCONI PERILLO,9.3,WILDER MORAIS,3.1,AGENOR,1.9,PROF. MAGDA BORGES,1.2,PROF. GELI,1.1,FABRICIO ROSA,1.1,LUIS CESAR BUENO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00035/2018,http://www.serpes.com.br/pesquisa.aspx?ID=51,BR,BRASIL,1.0,S,0.0,,,JORGE KAJURU,13.2,VANDERLAN,11.9,LUCIA VANIA,6.6,MARCONI PERILLO,6.2,WILDER MORAIS,2.3,AGENOR,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00035/2018,http://www.serpes.com.br/pesquisa.aspx?ID=51,BR,BRASIL,1.0,G,1.0,,,RONALDO CAIADO,45.8,DANIEL VILELA,11.9,ZE ELITON,7.6,KATIA MARIA,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00035/2018,http://www.serpes.com.br/pesquisa.aspx?ID=51,BR,BRASIL,1.0,G,0.0,,,RONALDO CAIADO,36.6,DANIEL VILELA,8.0,ZE ELITON,5.2,KATIA MARIA,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00036/2014,http://cidadesnanet.com/noticias/politica/eleicoes-2014-wellington-dias-lidera-pesquisa-em-todo-o-piaui-veja-numeros/,BR,BRASIL,1.0,G,0.0,,,WELLINGTON DIAS,17.42,MARCELO CASTRO,9.79,MAO SANTA,1.74,WILSON MARTINS,1.67,SILVIO MENDES,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00036/2014,http://cidadesnanet.com/noticias/politica/eleicoes-2014-wellington-dias-lidera-pesquisa-em-todo-o-piaui-veja-numeros/,BR,BRASIL,1.0,G,1.0,,,WELLINGTON DIAS,44.39,MARCELO CASTRO,19.89,MAO SANTA,12.49,LUIS COELHO,1.75,DANIEL SOLON,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00036/2014,https://gabrielhammer.blogspot.com/2014/03/dilma-tem-quase-dois-tercos-das.html,BR,BRASIL,1.0,PR,1.0,,,DILMA ROUSSEFF,66.91,EDUARDO CAMPOS,9.55,AECIO NEVES,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00123/2018,http://japinaweb.com/pesquisa-consult-98fm-presidente-votos-validos-haddad-tem-522-e-bolsonaro-478-2/,BR,BRASIL,1.0,PR,,,,FERNANDO HADDAD,42.06,JAIR BOLSONARO,38.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00123/2018,http://paduacampos.com.br/2012/tag/eleicoes-2018/,BR,BRASIL,1.0,G,,,,FATIMA BEZERRA,45.0,CARLOS EDUARDO,40.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00178/2014,https://www.campograndenews.com.br/politica/andre-preve-pesquisas-mais-animadoras-para-candidato-do-pmdb-a-partir-de-agora,BR,BRASIL,1.0,G,1.0,,,DELCIDIO DO AMARAL,46.0,NELSINHO TRAD,25.0,REINALDO AZAMBUJA,18.0,MARCOS MONJE,1.0,SIDNEY MELO,1.0,LUIZ PEDRO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00178/2014,https://www.campograndenews.com.br/politica/pesquisa-aponta-empate-tecnico-entre-dilma-e-aecio-no-estado,BR,BRASIL,1.0,PR,0.0,,,DILMA ROUSSEFF,12.0,AECIO NEVES,8.0,EDUARDO CAMPOS,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00178/2014,https://www.campograndenews.com.br/politica/pesquisa-aponta-empate-tecnico-entre-dilma-e-aecio-no-estado,BR,BRASIL,1.0,PR,1.0,,,DILMA ROUSSEFF,33.0,AECIO NEVES,30.0,MAGNO MALTA,1.0,LUCIANA GENRO,1.0,PASTOR EVERALDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00178/2014,https://www.msemfoco.com.br/noticias/politica/pesquisa-aponta-avaliacao-governo-andre/31647/,BR,BRASIL,1.0,S,1.0,,,SIMONE TEBET,28.0,RICARDO AYACHE,8.0,ANTONIO JOAO HUGO RODRIGUES,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00178/2014,https://www.msemfoco.com.br/noticias/politica/pesquisa-aponta-avaliacao-governo-andre/31647/,BR,BRASIL,1.0,S,0.0,,,SIMONE TEBET,11.0,RICARDO AYACHE,2.0,ANTONIO JOAO HUGO RODRIGUES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00182/2014,https://blogmanoelmendonca.blogspot.com/2014/,BR,BRASIL,1.0,G,0.0,,,FLAVIO DINO,31.9,LOBAO FILHO,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00182/2014,https://blogmanoelmendonca.blogspot.com/2014/,BR,BRASIL,1.0,G,1.0,,,FLAVIO DINO,50.2,LOBAO FILHO,29.1,ANTONIO PEDROSA,1.4,ZE LUIS LAGO,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00196/2014,http://g1.globo.com/goias/eleicoes/2014/noticia/2014/07/em-goias-marconi-tem-371-iris-263-vanderlan-9-e-gomide-76.html,BR,BRASIL,1.0,G,0.0,,,MARCONI PERILLO,17.2,IRIS REZENDE,5.5,ANTONIO GOMIDE,2.6,VANDERLAN CARDOSO,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00196/2014,http://g1.globo.com/goias/eleicoes/2014/noticia/2014/07/em-goias-marconi-tem-371-iris-263-vanderlan-9-e-gomide-76.html,BR,BRASIL,1.0,G,1.0,,,MARCONI PERILLO,37.1,IRIS REZENDE,26.3,VANDERLAN CARDOSO,9.0,ANTONIO GOMIDE,7.6,MARTA JANE,1.6,WESLEI GARCIA,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00204/2014,http://www.blogdocoveiro.com.br/2014/07/data-az-wellington-lidera-na-grande.html,BR,BRASIL,1.0,G,0.0,,,WELLINGTON DIAS,22.53,ZE FILHO,6.46,MAO SANTA,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00204/2014,http://www.blogdocoveiro.com.br/2014/07/data-az-wellington-lidera-na-grande.html,BR,BRASIL,1.0,G,1.0,,,WELLINGTON DIAS,52.45,ZE FILHO,14.59,MAO SANTA,11.45,DANIEL SOLON,1.57,MAKLANDEL AQUINO,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00204/2014,https://cidadesnanet.com/news/politica/nova-pesquisa-elmano-ferrer-lidera-para-o-senado-em-teresina/,BR,BRASIL,1.0,S,0.0,,,WILSON MARTINS,9.14,ELMANO FERRER,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00204/2014,https://cidadesnanet.com/news/politica/nova-pesquisa-elmano-ferrer-lidera-para-o-senado-em-teresina/,BR,BRASIL,1.0,S,1.0,,,ELMANO FERRER,39.06,WILSON MARTINS,30.29,GERALDO CARVALHO,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00204/2014,https://www.agrandebarras.com.br/2014/07/data-az-eleitores-nao-sabem-em-quem.html,BR,BRASIL,1.0,DF,,,,MARCELO CASTRO,5.53,ATILA LIRA,5.11,REJANE DIAS,2.98,MARLLOS SAMPAIO,2.13,SILAS FREIRE,2.13,PAES ALADIM,1.28,OSMAR JR,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00204/2014,https://www.portallider.com/2014/07/pesquisa-data-az-deputado-campomaiorense-e-o-5%C2%B0-mais-lembrado-em-teresina-e-micro-regiao/,BR,BRASIL,1.0,DE,,,,ROBERT RIOS E OLIVEIRA JUNIOR,2.98,WILSON BRANDAO,2.55,JOAO DE DEUS,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00221/2014,http://www.luzilandianamidia.com/candidatos-ismar-marques-e-janainna-marques-voltam-a-aparecer-entre-os-mais-votados-em-pesquisa.html,BR,BRASIL,1.0,DF,,,,MARLLOS SAMPAIO,3.94,PAES LANDIM,2.78,MARCELO CASTRO,2.74,HUGO NAPOLEAO,1.66,SILAS FREIRE,1.16,HERACLITO FORTES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00221/2014,http://www.luzilandianamidia.com/candidatos-ismar-marques-e-janainna-marques-voltam-a-aparecer-entre-os-mais-votados-em-pesquisa.html,BR,BRASIL,1.0,DE,,,,THEMISTOCLES FILHO,2.28,ISMAR MARQUES,1.74,FABIO NOVO,1.41,WILSON BRANDAO,1.2,MARDEN MENESES,1.08,NIZE REGO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00221/2014,https://blogdofumanchuphb.blogspot.com/2014/07/data-az-dilma-lidera-com-quase-60-nas.html,BR,BRASIL,1.0,PR,0.0,,,DILMA ROUSSEFF,40.04,AECIO NEVES,5.68,EDUARDO CAMPOS,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00221/2014,https://blogdofumanchuphb.blogspot.com/2014/07/data-az-dilma-lidera-com-quase-60-nas.html,BR,BRASIL,1.0,PR,1.0,,,DILMA ROUSSEFF,59.63,AECIO NEVES,10.79,EDUARDO CAMPOS,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00221/2014,https://gritador.com.br/noticia/2540/Wellington-Dias-lidera-pesquisa-feita-em-22-municipios,BR,BRASIL,1.0,G,1.0,,,WELLINGTON DIAS,53.44,ZE FILHO,16.02,MAO SANTA,12.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00249/2018,https://noticias.r7.com/eleicoes-2018/minas-anastasia-tem-22-e-pimentel-15-diz-realtime-big-data-02102018,BR,BRASIL,1.0,G,,,,ANTONIO ANASTASIA,35.0,FERNANDO PIMENTEL,23.0,ROMEU ZEMA NETO,10.0,ADALCLEVER LOPES,5.0,JOAO MARES GUIA,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00283/2014,http://www.agenciadenoticiasbaluarte.com.br/2014_08_03_archive.html,BR,BRASIL,1.0,G,0.0,,,FLAVIO DINO,33.8,LOBAO FILHO,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00283/2014,http://www.agenciadenoticiasbaluarte.com.br/2014_08_03_archive.html,BR,BRASIL,1.0,G,1.0,,,FLAVIO DINO,50.6,LOBAO FILHO,31.0,PROFESSOR JOSIVALDO,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00284/2018,https://jornaldebrasilia.com.br/politica-e-poder/ibaneis-70-rollemberg-30/,BR,BRASIL,1.0,G,,1.0,,IBANEIS ROCHA,70.0,RODRIGO ROLLEMBERG,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00290/2014,https://blogdobanu.blogspot.com/2014/08/aecio-neves-so-ganha-de-dilma-em-minas.html,BR,BRASIL,1.0,PR,0.0,,,DILMA ROUSSEFF,28.2,AECIO NEVES,26.3,EDUARDO CAMPOS,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00290/2014,https://blogdobanu.blogspot.com/2014/08/aecio-neves-so-ganha-de-dilma-em-minas.html,BR,BRASIL,1.0,PR,1.0,,,AECIO NEVES,41.2,DILMA ROUSSEFF,33.8,EDUARDO CAMPOS,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00339/2018,https://s3.amazonaws.com/gp-info-eleicoes/wp-content/uploads/sites/2/2018/09/14104836/XP-Poll_-2018_09_wk02.pdf,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,26.0,CIRO GOMES,12.0,FERNANDO HADDAD,10.0,GERALDO ALCKMIN,9.0,MARINA SILVA,8.0,JOAO AMOEDO,4.0,ALVARO DIAS,4.0,HENRIQUE MEIRELLES,2.0,GUILHERME BOULOS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00339/2018,https://s3.amazonaws.com/gp-info-eleicoes/wp-content/uploads/sites/2/2018/09/14104836/XP-Poll_-2018_09_wk02.pdf,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSONARO,20.0,LULA,9.0,CIRO GOMES,6.0,FERNANDO HADDAD,5.0,GERALDO ALCKMIN,4.0,JOAO AMOEDO,3.0,MARINA SILVA,2.0,ALVARO DIAS,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00344/2014,http://www.campogrande.net/novidades/capital/publicado-resultado-da-2a-pesquisa-fiems-ibrape-para-governador-de-ms-2113.html,BR,BRASIL,1.0,G,0.0,,,DELCIDIO,28.0,NELSINHO TRAD,11.0,REINALDO AZAMBUJA,10.0,PROFESSOR MONGE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00344/2014,http://www.campogrande.net/novidades/capital/publicado-resultado-da-2a-pesquisa-fiems-ibrape-para-governador-de-ms-2113.html,BR,BRASIL,1.0,G,1.0,,,DELCIDIO,44.0,REINALDO AZAMBUJA,21.0,NELSON TRAD,20.0,EVANDER VENDRAMINI,2.0,PROFESSOR MONGE,1.0,SIDNEY MELO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00344/2014,https://ifato.com.br/noticias/politica/senado-simone-lidera-estimulada-e-bernal-na-espontanea/4752.html,BR,BRASIL,1.0,S,0.0,,,BERNAL,13.0,SIMONE,11.0,AYACHE,4.0,ANTONIO JOAO,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00344/2014,https://ifato.com.br/noticias/politica/senado-simone-lidera-estimulada-e-bernal-na-espontanea/4752.html,BR,BRASIL,1.0,S,1.0,,,SIMONE TEBET,34.0,ALCIDES BERNAL,28.0,RICARDO AYACHE,8.0,ANTONIO JOAO,5.0,LUCIEN REZENDE,2.0,VALDEMIR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00356/2014,https://aldenisfernandes.blogspot.com/2014/08/os-numeros-da-pesquisa-datafolha-para-o.html,BR,BRASIL,1.0,G,0.0,,,EUNICIO OLIVEIRA,17.0,CAMILO SANTANA,7.0,CID GOMES,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00356/2014,https://aldenisfernandes.blogspot.com/2014/08/os-numeros-da-pesquisa-datafolha-para-o.html,BR,BRASIL,1.0,G,1.0,,,EUNICIO OLIVEIRA,47.0,CAMILO SANTANA,19.0,ELIANE NOVAIS,7.0,AILTON LOPES,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00356/2014,https://sobralonline.com.br/tasso-tem-53-e-mauro-18-para-o-senado/,BR,BRASIL,1.0,S,1.0,,,TASSO JEREISSATI,53.0,MAURO FILHO,18.0,RAQUEL DIAS,5.0,GEOVANA CARTAXO,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00357/2014,https://brasil.blogfolha.uol.com.br/2014/08/16/na-corrida-pela-sucessao-em-minas-pt-tem-maior-vantagem-na-grande-bh/,BR,BRASIL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00358/2014,http://www.tvaraucaria.com/2014/09/,BR,BRASIL,1.0,G,,,,BETO RICHA,45.0,ROBERTO REQUIAO,30.0,GLEISI HOFFMANN,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00359/2014,http://cbn.globoradio.globo.com/grandescoberturas/eleicoes-2014/2014/08/15/ARRUDA-SOMA-35-DAS-INTENCOES-DE-VOTO-PARA-O-GOVERNO-DO-DF-SEGUNDO-DATAFOLHA.htm,BR,BRASIL,1.0,G,0.0,,,JOSE ROBERTO ARRUDA,25.0,AGNELO QUEIROZ,16.0,RODRIGO ROLLEMBERG,6.0,TONINHO DO PSOL,2.0,LUIZ PITIMAN,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
