tse_id,url,estado,cidade,util,position,estimulada,vv,suspensa,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
BR-00359/2014,http://cbn.globoradio.globo.com/grandescoberturas/eleicoes-2014/2014/08/15/ARRUDA-SOMA-35-DAS-INTENCOES-DE-VOTO-PARA-O-GOVERNO-DO-DF-SEGUNDO-DATAFOLHA.htm,BR,BRASIL,1.0,G,1.0,,,JOSE ROBERTO ARRUDA,35.0,AGNELO QUEIROZ,19.0,RODRIGO ROLLEMBERG,13.0,TONINHO DO PSOL,7.0,LUIZ PITIMAN,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00360/2014,https://durvalinacoelho.blogspot.com/2014/10/pesquisa-para-governador-de-pernambuco.html,BR,BRASIL,1.0,S,,,,JOAO PAULO,43.0,FERNANDO BEZERRA COELHO,16.0,SIMONE FONTANA,3.0,ALBANISE PIRES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00360/2014,https://www.paradoxzero.com/2014/pesquisa-datafolha-pernambuco-agosto-2014/,BR,BRASIL,1.0,G,,,,ARMANDO MONTEIRO NETO,47.0,PAULO CAMARA,13.0,ZE GOMES NETO,2.0,JAIR PEDRO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00361/2014,http://minasgerais.ig.com.br/2014-08-15/1900508.html,BR,BRASIL,1.0,G,,,,ANA AMELIA LEMOS,39.0,TARSO GENRO,30.0,JOSE IVO SARTORI,7.0,VIEIRA DA CUNHA,3.0,JOAO CARLOS RODRIGUES,1.0,ROBERTO ROBAINA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00362/2014,https://miracemaestadodorj.blogspot.com/2014/08/datafolha-garotinha-lidera-disputa-pelo.html,BR,BRASIL,1.0,G,1.0,,,ANTHONY GAROTINHO,25.0,MARCELO CRIVELLA,18.0,LUIZ FERNANDO PEZAO,16.0,LINDBERGH FARIAS,12.0,TARCISIO MOTTA,1.0,DAYSE OLIVEIRA,1.0,NEY NUNES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00362/2014,https://pt.slideshare.net/MiguelRosario/intencao-devotoeavaliacaogovernadordorj,BR,BRASIL,1.0,G,0.0,,,GAROTINHO,12.0,LUIZ FERNANDO PEZAO,8.0,MARCELO CRIVELLA,5.0,LINDBERGH FARIAS,2.0,SERGIO CABRAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00362/2014,https://www.valenewspb.com/products/romario-permanece-%C3%A0-frente-no-rj-na-disputa-pelo-senado/,BR,BRASIL,1.0,S,,,,ROMARIO,29.0,CESAR MAIA,23.0,EDUARDO SERRA,8.0,CARLOS LUPI,5.0,LILIAM SA,1.0,PEDRO ROSA,1.0,DIPLOMATA SEBASTIAO NEVES,1.0,HEITOR FERNANDES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00363/2014,https://oglobo.globo.com/brasil/serra-tem-33-suplicy-30-na-disputa-pelo-senado-em-sp-diz-datafolha-13628197,BR,BRASIL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00363/2014,https://www.nenoticias.com.br/85730_vozes-da-imprensa-andre-moura-recorre-ao-tse-e-continua-em-campanha-pela-reeleicao/,BR,BRASIL,1.0,G,1.0,,,GERALDO ALCKMIN,55.0,PAULO SKAF,16.0,ALEXANDRE PADILHA,5.0,GILBERTO NATALINI,1.0,RAIMUNDO SENA,1.0,WAGNER FARIAS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00378/2014,http://www.opopular.com.br/polopoly_fs/1.635444.1408231284!/menu/standard/file/CORRIDAAOGOVERNO.pdf,BR,BRASIL,1.0,G,1.0,,,MARCONI PERILLO,37.6,IRIS REZENDE,26.3,VANDERLAN CARDOSO,7.0,ANTONIO GOMIDE,5.7,MARTA JANE,1.4,PROF. WESLEI GARCIA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00409/2014,http://www.tijolaco.net/blog/dilma-assume-lideranca-isolada-em-minas/,BR,BRASIL,1.0,PR,0.0,,,DILMA ROUSSEFF,32.6,AECIO NEVES,20.6,MARINA SILVA,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00409/2014,http://www.tijolaco.net/blog/dilma-assume-lideranca-isolada-em-minas/,BR,BRASIL,1.0,PR,1.0,,,DILMA ROUSSEFF,36.1,AECIO NEVES,26.5,MARINA SILVA,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00430/2018,http://www.diariodigital.com.br/politica/na-vespera-da-eleicao-azambuja-na-frente/176366/,BR,BRASIL,1.0,G,1.0,,,REINALDO AZAMBUJA,47.0,ODILON DE OLIVEIRA,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00430/2018,https://www.deodapolisnews.com.br/noticia/5570/bolsonaro-chega-a-60-em-ms,BR,BRASIL,1.0,PR,,,,JAIR BOLSONARO,60.0,FERNANDO HADDAD,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00436/2014,https://issuu.com/metro_brazil/docs/20140902_br_metro-rio,BR,BRASIL,1.0,S,,,,ROMARIO,30.4,CESAR MAIA,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00436/2014,https://issuu.com/metro_brazil/docs/20140902_br_metro-rio,BR,BRASIL,1.0,PR,,,,MARINA SILVA,32.2,DILMA ROUSSEF,31.1,AECIO NEVES,12.3,EVERALDO PEREIRA,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00436/2014,https://issuu.com/metro_brazil/docs/20140902_br_metro-rio,BR,BRASIL,1.0,G,,,,ANTHONY GAROTINHO,26.8,LUIZ FERNANDO PEZAO,17.4,MARCELO CRIVELLA,17.1,LINDBERGH FARIAS,9.7,TARCISIO MOTTA,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00438/2014,https://moisesarruda.blogspot.com/2014/08/,BR,BRASIL,1.0,PR,0.0,,,DILMA ROUSSEFF,27.0,MARINA SILVA,22.0,AECIO NEVES,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00438/2014,https://moisesarruda.blogspot.com/2014/08/,BR,BRASIL,1.0,PR,1.0,,,DILMA ROUSSEFF,34.0,MARINA SILVA,34.0,AECIO NEVES,15.0,PASTOR EVERALDO,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00439/2014,https://blogosamigosdaonca.blogspot.com/2014/08/,BR,BRASIL,1.0,DE,0.0,,,DISSON,6.2,TOMA,3.3,JOSE DIAS,2.4,VALERIA BARBALHO,2.4,RICARDO MOTA,1.4,EZEQUIEL,1.4,WALTER ALVES,1.4,CRISTIANE DANTAS,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00439/2014,https://paulosomeeventos.blogspot.com/2014_08_27_archive.html,BR,BRASIL,1.0,S,,,,WILMA DE FARIA,34.0,FATIMA BEZERRA,31.59,PROFA. ANA CELIA,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00455/2014,http://g1.globo.com/goias/eleicoes/2014/noticia/2014/08/marconi-tem-392-e-iris-242-aponta-pesquisa-serpes-em-goias.html,BR,BRASIL,1.0,G,0.0,,,MARCONI PERILLO,27.0,IRIS REZENDE,15.9,VANDERLAN CARDOSO,5.2,ANTONIO GOMIDE,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00455/2014,http://g1.globo.com/goias/eleicoes/2014/noticia/2014/08/marconi-tem-392-e-iris-242-aponta-pesquisa-serpes-em-goias.html,BR,BRASIL,1.0,G,1.0,,,MARCONI PERILLO,39.2,IRIS REZENDE,24.2,VANDERLAN CARDOSO,8.7,ANTONIO GOMIDE,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00455/2014,https://canaldenoticiaagora.blogspot.com/2014/09/,BR,BRASIL,1.0,PR,,,,MARINA SILVA,31.5,DILMA ROUSSEFF,28.2,AECIO NEVES,18.5,PASTOR EVERALDO,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00455/2014,https://canaldenoticiaagora.blogspot.com/2014/09/,BR,BRASIL,1.0,S,0.0,,,RONALDO CAIADO,11.6,MARIA SANT'ANNA,3.2,VILMAR ROCHA,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00455/2014,https://canaldenoticiaagora.blogspot.com/2014/09/,BR,BRASIL,1.0,S,1.0,,,RONALDO CAIADO,33.2,MARIA SANT'ANNA,11.9,VILMAR ROCHA,9.5,ANTONIO NETO,1.1,AGUIMAR JESUINO,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00465/2018,http://blog.tribunadonorte.com.br/heitorgregorio/tag/pesquisa-consult98fm/,BR,BRASIL,1.0,DE,0.0,,,MINEIRO,1.18,CRISTIANE DANTAS,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00465/2018,http://blog.tribunadonorte.com.br/heitorgregorio/tag/pesquisa-consult98fm/,BR,BRASIL,1.0,DF,0.0,,,WALTER ALVES,1.59,FABIO FARIA,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00465/2018,http://blog.tribunadonorte.com.br/heitorgregorio/tag/pesquisa-consult98fm/,BR,BRASIL,1.0,S,,,,GARIBALDI ALVES,22.11,ZENAIDE MAIA,20.47,JOSE AGRIPINO,14.94,GERALDO MELO,11.0,MAGNOLIA FIGUEIREDO,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00465/2018,http://blog.tribunadonorte.com.br/heitorgregorio/tag/pesquisa-consult98fm/,BR,BRASIL,1.0,PR,1.0,,,LULA,42.59,JAIR BOLSONARO,13.94,CIRO GOMES,3.76,FLAVIO ROCHA,3.29,MARINA SILVA,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00465/2018,http://blog.tribunadonorte.com.br/heitorgregorio/tag/pesquisa-consult98fm/,BR,BRASIL,1.0,G,1.0,,,FATIMA BEZERRA,29.29,CARLOS EDUARDO,18.88,ROBINSON FARIA,9.06,FABIO DANTAS,3.12,CARLOS ALBERTO,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00526/2018,http://www.bloglucianoseixas.com/2018/09/nova-pesquisa-aponta-bolsonaro-na.html,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,28.0,FERNANDO HADDAD,21.0,CIRO GOMES,11.0,GERALDO ALCKMIN,8.0,MARINA SILVA,5.0,JOAO AMOEDO,3.0,ALVARO DIAS,2.0,HENRIQUE MEIRELLES,2.0,CABO DACIOLO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00526/2018,https://www.conceicaopbonline.com/2018/09/pesquisa-xpipesp-aponta-bolsonaro-com.html,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSNARO,24.0,FERNANDO HADDAD,14.0,CIRO GOMES,8.0,GERALDO ALCKMIN,4.0,LULA,3.0,MARINA SILVA,2.0,JOAO AMOEDO,2.0,ALVARO DIAS,2.0,HENRIQUE MEIRELLES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00551/2014,http://correnteenoticia.com.br/geral-geral/5128-eleicoes-2014-data-az-wellington-dias-tem-50-e-ze-filho-27.html,BR,BRASIL,1.0,G,0.0,,,WELLINGTON DIAS,34.13,ZE FILHO,19.17,MAO SANTA,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00551/2014,http://correnteenoticia.com.br/geral-geral/5128-eleicoes-2014-data-az-wellington-dias-tem-50-e-ze-filho-27.html,BR,BRASIL,1.0,G,1.0,,,WELLINGTON DIAS,50.04,ZE FILHO,27.37,MAO SANTA,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00551/2014,https://cidadesnanet.com/news/politica/data-az-quatro-entre-dez-eleitores-estao-sem-candidato-a-deputado/,BR,BRASIL,1.0,DE,,,,BETO REGO,2.7,JULIANA MORAES SOUZA,2.39,FLORA IZABEL,1.99,FERNANDO MONTEIRO,1.91,LIZIE COELHO,1.81,ROBERT RIOS,1.83,WILSON BRANDAO,1.83,EDSON FERREIRA,1.75,GEORGIANO,1.51,MAURO TAPETY,1.43,FABIO NOVO,1.43,TERERE,1.43,ZE SANTANA,1.27,BELE MEDEIROS,1.19,THEMISTOCLES FILHO,1.19,JANAINA MARQUES,1.11,ALUISIO MARTINS,1.11,ANTONIO FELIX,1.11,MARDEN MENEZES,1.11,B. SA JUNIOR,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00551/2014,https://cidadesnanet.com/news/politica/data-az-quatro-entre-dez-eleitores-estao-sem-candidato-a-deputado/,BR,BRASIL,1.0,DF,,,,MARCELO CASTRO,6.05,ATILA LIRA,5.09,HUGO NAPOLEAO,4.77,SILAS FREIRE,4.69,REJANE DIAS,4.38,JULIO CESAR,3.34,PAES LANDIM,2.86,IRACEMA PORTELLA,2.7,HERACLITO FORTES,2.47,MARLLOS SAMPAIO,2.39,FABIO ABREU,1.75,MAINHA,1.67,ASSIS CARVALHO,1.35,OSMAR JUNIOR,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00559/2018,http://www.jornaldepicos.com.br/noticia_detalhe.php?id=10503,BR,BRASIL,1.0,G,1.0,,,WELLINGTON DIAS,37.86,DR. PESSOA,6.43,LUCIANO NUNES,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00559/2018,https://piauidepontaaponta.blogspot.com/2018_08_25_archive.html,BR,BRASIL,1.0,S,1.0,,,FRANK AGUIAR,12.5,WILSON MARTINS,12.5,CIRO NOGUEIRA,6.9,MARCELO CASTRO,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00559/2018,https://www.conexaopiaui.com/data-az-wellington-lidera-em-picos-com-3786-o-eleitor-sem-candidato-soma-4738/,BR,BRASIL,1.0,PR,,,,LULA,67.14,JAIR BOLSONARO,8.81,CIRO GOMES,3.57,GERALDO ALCKMIN,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00559/2018,https://www.portalaz.com.br/publicacao/1694/,BR,BRASIL,1.0,DF,0.0,,,ASSIS CARVALHO,2.38,DRA. MARINA,1.67,MAINHA,1.67,REJANE DIAS,1.67,IRACEMA PORTELA,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00559/2018,https://www.portalaz.com.br/publicacao/1694/,BR,BRASIL,1.0,DE,0.0,,,NERINHO,5.24,DR. PABLO SANTOS,5.0,BELE MEDEIROS,4.52,SEVERO EULALIO,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00610/2018,http://www.colunaretratos.com.br/noticias/em-pesquisa-presidencial-ana-maria-braga-datena-e-neymar-jr-aparecem-entre-os-mais-votados,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSONARO,9.81,LULA,7.21,MARINA SILVA,4.7,LUCIANO HUCK,4.23,NEYMAR JR.,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00610/2018,https://institutophoenix.blogspot.com/2018/03/1-pesquisa-nacional-2018.html,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,19.39,MARINA SILVA,11.3,CIRO GOMES,8.18,ALVARO DIAS,7.02,GERALDO ALCKMIN,5.39,FERNANDO COLLOR,3.58,CRISTOVAM BUARQUE,2.74,LEVY FIDELIX,2.51,RODRIGO MAIA,2.09,JOSE M. EYMAEL,1.3,HENRIQUE MEIRELLES,1.12,JACKSON WAGNER,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00627/2014,https://www.jornalopcao.com.br/ultimas-noticias/pesquisa-aponta-que-indice-de-rejeicao-dos-quatro-principais-candidatos-ao-governo-de-goias-caiu-15288/,BR,BRASIL,1.0,PR,,,,MARCONI PERILLO,22.8,IRIS REZENDE,16.0,VANDERLAN CARDOSO,4.5,GOMIDE,6.9,MARTA JANE,7.0,WESLEI GARCIA,4.9,ALEXANDRE MAGALHAES,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00629/2014,https://www.paradoxzero.com/2014/pesquisa-ipespe-pe-setembro-2014/,BR,BRASIL,1.0,G,,,,PAULO CAMARA,33.0,ARMANDO MONTEIRO NETO,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00630/2018,https://bibliafaladamp3.com.br/index.html,BR,BRASIL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00642/2014,http://g1.globo.com/to/tocantins/eleicoes/2014/noticia/2014/09/katia-abreu-tem-488-gomes-191-mostra-serpes-para-o-senado.html,BR,BRASIL,1.0,S,1.0,,,KATIA ABREU,34.5,EDUARDO GOMES,10.2,SARGENTO ARAGAO,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00642/2014,http://g1.globo.com/to/tocantins/eleicoes/2014/noticia/2014/09/katia-abreu-tem-488-gomes-191-mostra-serpes-para-o-senado.html,BR,BRASIL,1.0,S,0.0,,,KATIA ABREU,48.8,EDUARDO GOMES,19.1,SARGENTO ARAGAO,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00642/2014,http://g1.globo.com/to/tocantins/eleicoes/2014/noticia/2014/09/marcelo-miranda-lidera-com-484-sandoval-tem-341-aponta-serpes.html,BR,BRASIL,1.0,G,0.0,,,MARCELO MIRANDA,39.1,SANDOVAL CARDOSO,27.0,ATAIDES OLIVEIRA,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00642/2014,http://g1.globo.com/to/tocantins/eleicoes/2014/noticia/2014/09/marcelo-miranda-lidera-com-484-sandoval-tem-341-aponta-serpes.html,BR,BRASIL,1.0,G,1.0,,,MARCELO MIRANDA,48.4,SANDOVAL CARDOSO,34.1,ATAIDES OLIVEIRA,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00644/2014,https://alonsobisorao.blogspot.com/2014/09/nova-pesquisa-data-az-wellington-dias.html,BR,BRASIL,1.0,G,0.0,,,WELLINGTON DIAS,41.61,ZE FILHO,22.51,MAO SANTA,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00644/2014,https://alonsobisorao.blogspot.com/2014/09/nova-pesquisa-data-az-wellington-dias.html,BR,BRASIL,1.0,G,1.0,,,WELLINGTON DIAS,52.27,ZE FILHO,27.92,MAO SANTA,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00644/2014,https://blogdofumanchuphb.blogspot.com/2014/09/data-az-elmano-ferrer-tecnicamente.html,BR,BRASIL,1.0,S,0.0,,,ELMANO FERRER,28.0,WILSON MARTINS,25.7,GERALDO CARVALHO,3.16,GUSTAVO HENRIQUE,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00644/2014,https://blogdofumanchuphb.blogspot.com/2014/09/data-az-elmano-ferrer-tecnicamente.html,BR,BRASIL,1.0,S,1.0,,,WILSON MARTINS,38.82,ELMANO FERRER,36.12,GERALDO CARVALHO,1.35,GUSTAVO HENRIQUE,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00644/2014,https://cidadesnanet.com/news/politica/dilma-vai-a-58-e-marina-cai-para-25-no-piaui/,BR,BRASIL,1.0,PR,1.0,,,DILMA ROUSSEFF,58.71,MARINA SILVA,25.06,AECIO NEVES,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00650/2014,https://blogdobanu.blogspot.com/2014/09/dilma-dispara-no-jequitinhonha-e-no.html,BR,BRASIL,1.0,G,,,,FERNANDO PIMENTEL,39.2,PIMENTA DA VEIGA,23.5,TARCISIO DELGADO,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00650/2014,https://www.otempo.com.br/politica/dilma-amplia-e-rivais-empatam-1.918993,BR,BRASIL,1.0,PR,1.0,,,DILMA ROUSSEFF,39.9,MARINA SILVA,22.3,AECIO NEVES,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00650/2014,https://www.otempo.com.br/politica/dilma-amplia-e-rivais-empatam-1.918993,BR,BRASIL,1.0,PR,0.0,,,DILMA ROUSSEFF,36.9,MARINA SILVA,19.4,AECIO NEVES,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00663/2014,http://www.jaenoticia.com.br/noticia/11081/IPESPE-divulga-pesquisa-de-intencao-de-votos-para-Governo-Senado-e-Presidencia,BR,BRASIL,1.0,PR,,,,DILMA ROUSSEFF,48.0,MARINA SILVA,38.0,AECIO NEVES,6.0,PASTOR EVERALDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00663/2014,http://www.jaenoticia.com.br/noticia/11081/IPESPE-divulga-pesquisa-de-intencao-de-votos-para-Governo-Senado-e-Presidencia,BR,BRASIL,1.0,S,,,,FERNANDO COLLOR,39.0,HELOISA HELENA,24.0,OMAR COELHO,3.0,ELIAS BARROS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
