feito_por,tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
FABRICIO,MG-00091/2012,https://www.ocorvoveloz.com.br/2012_09_19_archive.html,9028982000102,MG,47635,1,P,1.0,,,Marcos Cherem ,0.35, Silas,0.263,Dehon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-00091/2012,https://www.olavrense.com.br/2012/06/divulgada-primeira-pesquisa-de-intencao.html,9028982000102,MG,47635,1,P,1.0,,,Marcos Cherem ,0.35, Silas,0.263,Dehon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-00225/2012,https://www.ocorvoveloz.com.br/2012_09_16_archive.html,9028982000102,MG,47635,1,P,1.0,,,Marcos Cherem ,0.35, Silas,0.263,Dehon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-00502/2012,https://www.rodrigoportari.com.br/?p=998,11047803000118,MG,45411,0,P,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-00605/2012,https://www.youtube.com/user/claudioburrinho,11047803000118,MG,46876,1,P,1.0,,,Claudio Burrinho,0.706,Anderson Golfao,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-00605/2012,https://www.youtube.com/watch?v=VZe1sKAxYkc,11047803000118,MG,46876,1,P,1.0,,,Claudio Burrinho,0.706,Anderson Golfao,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-01138/2012,http://www.ptmg.org.br/sao-joao-del-rei-pesquisa-aponta-favoritismo-do-professor-helvecio-pt/,9028982000102,MG,52493,1,P,1.0,,,Professor Helvetico,0.515,Nilvaldo Andrade,0.315,Jordano Metalurgico,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-01186/2012,http://www.diariopopularmg.com.br/pesquisa-mostra-dianteira-de-zizinho-em-santana-do-paraiso/,9028982000102,MG,40681,1,P,1.0,,,Zizinho,0.31,Fernando Lima,0.258,Neli,0.223,Edmar,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-01186/2012,https://issuu.com/jornaldiariopopular/docs/06_10_2012_00_14_27,9028982000102,MG,40681,1,P,1.0,,,Zizinho,0.31,Fernando Lima,0.258,Neli,0.223,Edmar,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-01233/2012,https://giseldacampos-jornalista.blogspot.com/2012/10/,11047803000118,MG,54011,1,P,1.0,,,Paulo Pial,0.438,Antonio Lerin,0.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-03405/2016,https://portalgerais.com/se-as-eleicoes-fossem-hoje-bruno-lamounier-venceria-em-camacho/,9656847000101,MG,42072,1,P,1.0,,,Bruno Lamounier,0.422,Zé Ulisses,0.309,Ari Professor,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-03405/2016,https://portalgerais.com/se-as-eleicoes-fossem-hoje-bruno-lamounier-venceria-em-camacho/,9656847000101,MG,42072,1,P,0.0,,,Bruno Lamounier,0.435,Zé Ulisses,0.314,Ari Professor,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-05081/2016,http://ribeiraodasneves.net/37-noticias/politica/6124-instituto-ver-coloca-junynho-martins-psc-em-vantagem-na-corrida-pela-prefeitura,9028982000102,MG,50911,1,P,1.0,,,Junynho,0.411,Antonio Carlos,0.303,Irani Barbosa,0.158,Daniela Correa,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-06189/2016,http://www.jornaldelavras.com.br/index.php?p=10&tc=4&c=14169,9028982000102,MG,47635,1,P,0.0,,,Jose Cherem,0.19,Jussara,0.105,Silas,0.035,Marcos Cherem,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-06189/2016,http://www.jornaldelavras.com.br/index.php?p=10&tc=4&c=14173,9028982000102,MG,47635,1,P,0.0,,,Jose Cherem,0.488,Jussara,0.185,Silas,0.06,Marcos Cherem,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-06905/2016,https://bastidoresdecontagem.blogspot.com/2016/09/por-que-jornal-o-tempo-nao-divulgara.html,9656847000101,MG,42234,0,P,1.0,1.0,,Carlin Moura,0.233,Ademir Lucas,0.185,Alex Freitas,0.15,Jander,0.073,Rodinei,0.06,Kaka Menezes,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-06905/2016,https://bastidoresdecontagem.blogspot.com/2016/10/por-pesquisa-errada-em-contagem.html,9656847000101,MG,42234,0,P,0.0,1.0,,Carlin Moura,0.188,Ademir Lucas,0.085,Alex Freitas,0.101,Jander,0.033,Rodinei,0.034,Kaka Menezes,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-06905/2016,https://issuu.com/otempo/docs/binder1_00e7d8d88bff52,9656847000101,MG,42234,0,P,1.0,1.0,,Carlin Moura,0.233,Ademir Lucas,0.185,Alex Freitas,0.15,Jander,0.073,Rodinei,0.06,Kaka Menezes,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-06905/2016,https://issuu.com/otempo/docs/binder1_00e7d8d88bff52/3,9656847000101,MG,42234,0,P,0.0,1.0,,Carlin Moura,0.188,Ademir Lucas,0.085,Alex Freitas,0.101,Jander,0.033,Rodinei,0.034,Kaka Menezes,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-06905/2016,https://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2016/carlin-e-ademir-caminham-para-segundo-turno-em-contagem-1.1375096,9656847000101,MG,42234,0,P,1.0,1.0,,Carlin Moura,0.233,Ademir Lucas,0.185,Alex Freitas,0.15,Jander,0.073,Rodinei,0.06,Kaka Menezes,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-06905/2016,https://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2016/em-contagem-2-turno-e-dado-como-certo-1.1379699,9656847000101,MG,42234,0,P,0.0,1.0,,Carlin Moura,0.188,Ademir Lucas,0.085,Alex Freitas,0.101,Jander,0.033,Rodinei,0.034,Kaka Menezes,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-09233/2016,https://ribeiraodasneves.net/37-noticias/politica/6167-nova-pesquisa-do-instituto-ver-amplia-vantagem-de-junynho-martins-psc-pela-prefeitura,9028982000102,MG,50911,1,P,1.0,,,Junynho,0.411,Antonio Carlos,0.303,Irani Barbosa,0.158,Daniela Correa,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MG-09657/2016,http://jornaldaserrageral.com.br/v2/index.php?option=com_content&task=blogcategory&id=25&Itemid=31,9028982000102,MG,50431,1,P,1.0,,,Silvanei Batista,0.508,Juracy Freire,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00081/2012,https://inacioespindola45.wordpress.com/2012/08/,10383383000188,MS,55026,1,P,0.0,,,Inácio,0.461,Itamar Bilibio,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00081/2012,https://inacioespindola45.wordpress.com/tag/diario-ms/,10383383000188,MS,55026,1,P,0.0,,,Inácio,0.461,Itamar Bilibio,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00175/2012,https://issuu.com/hayllon/docs/impactoms_65,6270812000133,MS,91456,1,P,0.0,,,Gilson Romano,0.49,Iraci,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00175/2012,https://issuu.com/hayllon/docs/impactoms_65,6270812000133,MS,91456,1,P,1.0,,,Gilson Romano,0.5133,Iraci,0.3633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00219/2012,http://www.educadora91.com/2012_09_27_archive.html,6270812000133,MS,98159,0,P,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00219/2012,https://www.midiamax.com.br/politica/justica/2012/justica-proibe-divulgacao-de-pesquisa-em-tacuru,6270812000133,MS,98159,0,P,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00220/2012,https://issuu.com/progresso/docs/rdig-50629394b4ca8577,6270812000133,MS,91430,1,P,1.0,,,Foroni,0.48,Tania Mara,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00220/2012,https://issuu.com/progresso/docs/rdig-50653585049c0579,6270812000133,MS,91430,1,P,0.0,,,Foroni,0.47,Tania Mara,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00299/2016,http://www.pordentrodoassuntoiguatemi.com.br/tacuru-pesquisa-aponta-carlinhos-como-novo-prefeito-de-tacuru-no-domingo/,6270812000133,MS,98159,1,P,1.0,,,Carlinhos,0.49,Paulo Melo,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00299/2016,http://www.portalitudo.com/noticia/2324/tacuru-pesquisa-aponta-carlinhos-como-novo-prefeito-de-tacuru-no-domingo.html,6270812000133,MS,98159,1,P,1.0,,,Carlinhos,0.49,Paulo Melo,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00302/2012,https://www.campograndenews.com.br/politica/pesquisa-aponta-lideranca-de-jose-de-oliveira-para-prefeitura-de-rio-verde,6270812000133,MS,91472,1,P,0.0,,,Jose de Oliveira,0.47,Mario Kruger,0.4325,Edson Batista,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00302/2012,https://www.escavador.com/diarios/25070/TRT-22/J/2012-10-29,6270812000133,MS,91472,1,P,1.0,,,Jose de Oliveira,0.4725,Mario Kruger,0.4325,Edson Batista,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00441/2016,https://issuu.com/vanderleiaguiar/docs/dms-16-09,10383383000188,MS,90735,1,P,0.0,,,Délia,0.304,Geraldo Resende,0.218,Renato Camara,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00441/2016,https://www.folhadedourados.com.br/noticias/dourados/pesquisa-sensor-confirma-lideranca-de-delia-razuk,10383383000188,MS,90735,1,P,1.0,,,Délia,0.344,Geraldo Resende,0.261,Renato Camara,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00441/2016,https://www.progresso.com.br/politica/pesquisa-aponta-delia-com-mais-de-8-de-vantagem-sobre-2-colocado/218251,10383383000188,MS,90735,1,P,1.0,,,Délia,0.344,Geraldo Resende,0.261,Renato Camara,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-00768/2016,http://www.edicaoms.com.br/imprimir/eleicoes-2016/confiante-no-resultado-das-urnas-aluizio-vota-no-maior-colegio-eleitoral-de-coxim,6270812000133,MS,90654,1,P,0.0,,,Aluizio,0.57,Ubirajara,0.23,Rubens Dantas,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-01024/2016,https://issuu.com/vanderleiaguiar/docs/dms-30-09_aab79deb08d419,10383383000188,MS,55000,1,P,1.0,,,Ariel,0.4375,Neto,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-01024/2016,https://issuu.com/vanderleiaguiar/docs/dms-30-09_aab79deb08d419,10383383000188,MS,55000,1,P,0.0,,,Ariel,0.4275,Neto,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-01843/2016,https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/chico-gimenez-decola-helio-peluffo-despenca-e-ludimar-novais/68786/,6270812000133,MS,91316,1,P,1.0,,,Chico Gimenez,0.255,Helio Peluffo,0.405,Ludmar Novaes,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-01843/2016,https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/chico-gimenez-decola-helio-peluffo-despenca-e-ludimar-novais/68786/,6270812000133,MS,91316,1,P,0.0,,,Chico Gimenez,0.1625,Helio Peluffo,0.2925,Ludmar Novaes,0.0725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-02311/2016,https://fatimaemdia.com.br/noticia/21072/ilda-machado-lidera-com-51-8-a-intencao-de-votos-em-fatima-do-sul,10383383000188,MS,90751,1,P,1.0,,,Ilda Machado,0.518,Junior Vasconcelos,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-02488/2016,http://www.correiodecorumba.com.br/pdf/cc2796.pdf,6270812000133,MS,90638,1,P,1.0,,,Paulo Duarte,0.3294,Ruiter Cunha,0.3117,Elano,0.1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-02488/2016,https://www.campograndenews.com.br/politica/pesquisa-mostra-paulo-duarte-a-frente-na-disputa-pela-prefeitura-de-corumba,6270812000133,MS,90638,1,P,0.0,,,Paulo Duarte,0.1424,Ruiter Cunha,0.1159,Elano,0.0138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-02928/2018,http://pdtms.org.br/site/odilon-continua-liderando-as-pesquisas-para-governador-de-ms/,6270812000133,MS,MS,1,G,1.0,,,Odilon de Oliveira,0.2729,Reinaldo Azambuja,0.1986,Simone Tebet,0.1229,Humberto Amaducci,0.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-02928/2018,https://voxms.com.br/eleicoes-2018/ipr-tambem-mostra-o-crescimento-de-reinaldo/,6270812000133,MS,MS,1,G,1.0,,,Odilon de Oliveira,0.2729,Reinaldo Azambuja,0.1986,Simone Tebet,0.1229,Humberto Amaducci,0.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-02928/2018,https://www.liderfmonline.com.br/odilon-continua-liderando-as-pesquisas-para-governador-de-ms/,6270812000133,MS,MS,1,G,1.0,,,Odilon de Oliveira,0.2729,Reinaldo Azambuja,0.1986,Simone Tebet,0.1229,Humberto Amaducci,0.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-03262/2016,https://issuu.com/vanderleiaguiar/docs/dms-20-09,10383383000188,MS,90859,1,P,1.0,,,Dr Carlinhos,0.322,Dra Patricia,0.209,Ney,0.123,Tacuru,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-03639/2016,https://bocadopovonews.com.br/as-10-mais-147/,6270812000133,MS,91782,1,P,1.0,,,Walter Schlatter,0.3946,Joao Carlos Krug,0.4289,Professor Graciano,0.0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-03639/2016,https://www.campograndenews.com.br/politica/candidato-do-pmdb-reage-e-pesquisa-mostra-empate-tecnico-em-chapadao,6270812000133,MS,91782,1,P,1.0,,,Walter Schlatter,0.3946,Joao Carlos Krug,0.4289,Professor Graciano,0.0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-03639/2016,https://www.ocorreionews.com.br/chapadao-do-sul/krug-perde-o-favoritismo-e-schlatter-cresce-na-reta-de-chegada/,6270812000133,MS,91782,1,P,1.0,,,Walter Schlatter,0.3946,Joao Carlos Krug,0.4289,Professor Graciano,0.0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-03727/2016,https://issuu.com/vanderleiaguiar/docs/dms-20-09,10383383000188,MS,55042,1,P,1.0,,,Marcilio,0.645,Adilço,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-03727/2016,https://www.novanews.com.br/noticia/cidades/exprefeito-marcilio-lidera-pesquisa-em-novo-horizonte-do-sul,10383383000188,MS,55042,1,P,1.0,,,Marcilio,0.645,Adilço,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-03727/2016,https://www.novanews.com.br/noticias/cidades/exprefeito-marcilio-lidera-pesquisa-em-novo-horizonte-do-sul/imprimir,10383383000188,MS,55042,1,P,1.0,,,Marcilio,0.645,Adilço,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-03959/2016,https://issuu.com/vanderleiaguiar/docs/dms-30-09_aab79deb08d419,10383383000188,MS,55026,1,P,1.0,,,Luiz Brandão,0.511,Itamar Bilibio,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-04406/2018,https://oestadoms.websiteseguro.com/flip/16-05-2018/03.pdf,6270812000133,MS,MS,1,G,0.0,,,Odilon de Oliveira,0.0618,Reinaldo Azambuja,0.0349,Andre Puccineli,0.0524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-04406/2018,https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/andre-comemora-pesquisa-e-nao-escolhe-adversario-para-2o-turno/79610/,6270812000133,MS,MS,1,G,0.0,,,Odilon de Oliveira,0.0618,Reinaldo Azambuja,0.0349,Andre Puccineli,0.0524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-04794/2018,http://idest.com.br/noticias/politica/eleicoes-2018-pesquisa-ipr-aponta-empate-tecnico-entre-reinaldo-e-odilon,6270812000133,MS,MS,1,G,1.0,,,Odilon de Oliveira,0.2675,Reinaldo Azambuja,0.2533,Junior Mochi,0.0733,Humberto Amaducci,0.0258,Joao Alfredo,0.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-04794/2018,http://www.correiodecorumba.com.br/?s=noticia&id=30643,6270812000133,MS,MS,1,G,1.0,,,Odilon de Oliveira,0.2675,Reinaldo Azambuja,0.2533,Junior Mochi,0.0733,Humberto Amaducci,0.0258,Joao Alfredo,0.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-04794/2018,http://www.folharegionalms.com.br/2018/08/25/eleicoes-2018-pesquisa-ipr-aponta-empate-tecnico-entre-reinaldo-e-odilon/,6270812000133,MS,MS,1,G,1.0,,,Odilon de Oliveira,0.2675,Reinaldo Azambuja,0.2533,Junior Mochi,0.0733,Humberto Amaducci,0.0258,Joao Alfredo,0.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-04794/2018,https://belavistamsnews.com.br/7192/,6270812000133,MS,MS,1,G,1.0,,,Odilon de Oliveira,0.2675,Reinaldo Azambuja,0.2533,Junior Mochi,0.0733,Humberto Amaducci,0.0258,Joao Alfredo,0.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-04794/2018,https://bocadopovonews.com.br/o-povo-ja-decidiu-coronel-david-esta-entre-os-primeiros-em-pesquisa-para-deputado-estadual/,6270812000133,MS,MS,1,G,1.0,,,Odilon de Oliveira,0.2675,Reinaldo Azambuja,0.2533,Junior Mochi,0.0733,Humberto Amaducci,0.0258,Joao Alfredo,0.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-04794/2018,https://voxms.com.br/eleicoes-2018/ipr-tambem-mostra-o-crescimento-de-reinaldo/,6270812000133,MS,MS,1,G,1.0,,,Odilon de Oliveira,0.2675,Reinaldo Azambuja,0.2533,Junior Mochi,0.0733,Humberto Amaducci,0.0258,Joao Alfredo,0.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-04794/2018,https://www.jd1noticias.com/politica/pesquisa-impacto-mostra-empate-tecnico/55564/,6270812000133,MS,MS,1,G,1.0,,,Odilon de Oliveira,0.2675,Reinaldo Azambuja,0.2533,Junior Mochi,0.0733,Humberto Amaducci,0.0258,Joao Alfredo,0.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-04794/2018,https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/polemica-nova-pesquisa-com-vantagem-de-odilon-contraria-ibope/81390/,6270812000133,MS,MS,1,G,0.0,,,Odilon de Oliveira,0.1625,Reinaldo Azambuja,0.1275,Junior Mochi,0.0217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
