feito_por,tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
FABRICIO,MS-04794/2018,https://www.ojacare.com.br/2018/08/25/outra-pesquisa-aponta-odilon-na-frente-e-disputa-acirrada-com-reinaldo/,6270812000133,MS,MS,1,G,1.0,,,Odilon de Oliveira,0.2675,Reinaldo Azambuja,0.2533,Junior Mochi,0.0733,Humberto Amaducci,0.0258,Joao Alfredo,0.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-05710/2016,https://issuu.com/vanderleiaguiar/docs/dms-05-09,10383383000188,MS,91901,1,P,1.0,,,Marquinhos do Dedé,0.516,Cleber Dias,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-05710/2016,https://www.fatimanews.com.br/cidades/vicentina/equipe-sensor-de-pesquisa-do-diario-ms-e-fechada-e-impedida-de/177133/,10383383000188,MS,91901,1,P,0.0,,,Marquinhos do Dedé,0.456,Cleber Dias,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-05710/2016,https://www.fatimanews.com.br/cidades/vicentina/marquinhos-do-dede-lidera-pesquisa-com-ampla-vantagem-revela-sensor/177184/,10383383000188,MS,91901,1,P,1.0,,,Marquinhos do Dedé,0.516,Cleber Dias,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-05710/2016,https://www.msnews.com.br/noticia/56880/marquinhos-do-dede-lidera-pesquisa-com-ampla-vantagem-revela-sensor,10383383000188,MS,91901,1,P,0.0,,,Marquinhos do Dedé,0.456,Cleber Dias,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-06486/2016,https://issuu.com/jornaltribunapopular/docs/jornal_issuu_94a70823dd11e5,10383383000188,MS,90816,1,P,0.0,,,Jair Scapini,0.403,Nei Marçal,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-06486/2016,https://issuu.com/vanderleiaguiar/docs/dms-30-09,10383383000188,MS,90816,1,P,0.0,,,Jair Scapini,0.403,Nei Marçal,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-06486/2016,https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/guia-lopes-da-laguna-ney-marcal-tem-preferencia-do-eleitor/69035/,10383383000188,MS,90816,1,P,0.0,,,Jair Scapini,0.403,Nei Marçal,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-06747/2016,http://www.capitaldopantanal.com.br/geral/pesquisa-aponta-vitoria-de-paulo-duarte-com-9-pontos-de-diferenca/519993/,6270812000133,MS,90638,1,P,1.0,,,Paulo Duarte,0.4235,Ruiter Cunha,0.3382,Elano Holanda,0.1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-06747/2016,https://www.campograndenews.com.br/politica/em-corumba-paulo-duarte-vence-com-9-pontos-de-vantagem-diz-pesquisa,6270812000133,MS,90638,1,P,1.0,,,Paulo Duarte,0.4235,Ruiter Cunha,0.3382,Elano Holanda,0.1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-08358/2016,https://issuu.com/vanderleiaguiar/docs/dms-30-09_aab79deb08d419,10383383000188,MS,55042,1,P,1.0,,,Marcilio,0.677,Adilço,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-08358/2016,https://www.novanews.com.br/noticia/cidades/marcilio-continua-a-frente-na-disputa-pela-cadeira-do-executivo-em-novo-horizonte-do-sul,10383383000188,MS,55042,1,P,0.0,,,Marcilio,0.673,Adilço,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-08358/2016,https://www.novanews.com.br/noticias/cidades/marcilio-continua-a-frente-na-disputa-pela-cadeira-do-executivo-em-novo-horizonte-do-sul/imprimir,10383383000188,MS,55042,1,P,1.0,,,Marcilio,0.677,Adilço,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-08358/2016,https://www.novanews.com.br/noticias/cidades/marcilio-continua-a-frente-na-disputa-pela-cadeira-do-executivo-em-novo-horizonte-do-sul/imprimir,10383383000188,MS,55042,1,P,0.0,,,Marcilio,0.673,Adilço,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-08724/2016,https://issuu.com/vanderleiaguiar/docs/dms-15-09,6270812000133,MS,90816,1,P,0.0,,,Jair Scapini,0.4323,Nei Marçal,0.3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-08802/2016,http://www.entrevistanews.com.br/noticias/5999/Politicando.html,6270812000133,MS,90638,1,P,1.0,,,Paulo Duarte,0.4323,Ruiter Cunha,0.3058,Elano Holanda,0.1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-08802/2016,https://diarionline.com.br/?s=noticia&id=88253,6270812000133,MS,90638,1,P,1.0,,,Paulo Duarte,0.4323,Ruiter Cunha,0.3058,Elano Holanda,0.1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MS-08802/2016,https://www.campograndenews.com.br/politica/a-13-dias-da-eleicao-duarte-tem-12-pontos-a-frente-do-2o-colocado,6270812000133,MS,90638,1,P,1.0,,,Paulo Duarte,0.4323,Ruiter Cunha,0.3058,Elano Holanda,0.1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MT-00367/2012,https://noticias-barradogarcas.blogspot.com/2012/10/,11047803000118,MT,90352,1,P,0.0,,,Roberto Farias,0.321,Andréia,0.174,Daltinho,0.111,Ubaldino,0.105,Fernando Lira,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MT-00367/2012,https://noticias-barradogarcas.blogspot.com/2012/10/com-uma-frente-ampla-beto-farias.html,11047803000118,MT,90352,1,P,1.0,,,Roberto Farias,0.362,Andréia,0.202,Daltinho,0.136,Ubaldino,0.122,Fernando Lira,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MT-00683/2012,https://www.sonoticias.com.br/geral/juiz-do-tre-mantem-suspensa-pesquisa-de-instituto/,14931054000185,MT,90670,0,P,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,MT-00684/2012,https://www.sonoticias.com.br/geral/juiz-do-tre-mantem-suspensa-pesquisa-de-instituto/,14931054000185,MT,90670,0,P,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PB-00006/2014,https://www.valenewspb.com/products/elei%C3%A7%C3%B5es-na-paraiba%3a-pesquisas-nem-sempre-mostram-a-realidade-e-podem-trazer-surpresas/,10828442000184,PB,PB,1,G,1.0,,,Cassio de Cunha Lima,0.39,Ricardo Coutinho,0.26,Veneziano Vital do Rego,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PB-00011/2014,http://portalczn.com.br/confira-os-numeros-da-pesquisa-multipla-para-governo-do-estado-da-paraiba/,10828442000184,PB,PB,1,G,1.0,,,Cassio de Cunha Lima,0.4015,Ricardo Coutinho,0.3021,Veneziano Vital do Rego,0.0924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PB-00011/2014,http://www.palestinaonline.com/2014/06/nova-pesquisa-e-divulgada-para-o.html,10828442000184,PB,PB,1,G,1.0,,,Cassio de Cunha Lima,0.401,Ricardo Coutinho,0.302,Veneziano Vital do Rego,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PB-00011/2014,https://blogitabaiananoticias.blogspot.com/2014/06/multipla-rc-cresce-na-2-rodada-para.html,10828442000184,PB,PB,1,G,1.0,,,Cassio de Cunha Lima,0.4015,Ricardo Coutinho,0.3021,Veneziano Vital do Rego,0.0924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PB-00011/2014,https://inga-cidadao.com/politica/pesquisa-multiplaparaiba-com-br-rc-cresce-na-2a-rodada-para-governador-confira-os-numeros,10828442000184,PB,PB,1,G,1.0,,,Cassio de Cunha Lima,0.4015,Ricardo Coutinho,0.3021,Veneziano Vital do Rego,0.0924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PB-00011/2014,https://nilljunior.com.br/pesquisa-multipla-na-paraiba-cotinho-cresce-na-2a-rodada-para-governador/,10828442000184,PB,PB,1,G,1.0,,,Cassio de Cunha Lima,0.4015,Ricardo Coutinho,0.3021,Veneziano Vital do Rego,0.0924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PB-00011/2014,https://revistasaomamede.blogspot.com/2014/06/confira-os-numeros-da-pesquisa.html,10828442000184,PB,PB,1,G,1.0,,,Cassio de Cunha Lima,0.4015,Ricardo Coutinho,0.3021,Veneziano Vital do Rego,0.0924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PB-00011/2014,https://wwwdanielrodasblogspotcom.blogspot.com/2014/06/divulgada-nova-pesquisa-para-o-governo.html,10828442000184,PB,PB,1,G,1.0,,,Cassio de Cunha Lima,0.4015,Ricardo Coutinho,0.3021,Veneziano Vital do Rego,0.0924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00026/2014,https://faroldenoticias.com.br/multipla-augusto-e-manoel-santos-empatados-na-zona-rural-de-st-veja-corrida-na-cidade/,10828442000184,PE,PE,1,S,0.0,,,Joao Paulo,0.4066,Fernando Bezerra Coelho,0.2333,Simone Fontana,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00026/2014,https://nilljunior.com.br/author/nilljunior/page/981/,10828442000184,PE,PE,1,S,0.0,,,Joao Paulo,0.4066,Fernando Bezerra Coelho,0.2333,Simone Fontana,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00026/2014,https://nilljunior.com.br/governo-de-duque-tem-mais-gente-rejeitando-que-aprovando-atesta-multipla/,10828442000184,PE,PE,1,S,0.0,,,Joao Paulo,0.4066,Fernando Bezerra Coelho,0.2333,Simone Fontana,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00026/2014,https://www.santacruz24h.com/2014/09/multipla-53-do-eleitorado-de-st-dizem.html,10828442000184,PE,PE,1,S,0.0,,,Joao Paulo,0.4066,Fernando Bezerra Coelho,0.2333,Simone Fontana,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00037/2014,http://blogdofinfa.com.br/category/coluna-do-finfa/page/5,10828442000184,PE,PE,1,G,1.0,,,Armando,0.524,Paulo,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00037/2014,http://www.marluscosta.com.br/no-pajeu-armando-tem-524-contra-33-de-paulo-camara/,10828442000184,PE,PE,1,G,1.0,,,Armando,0.524,Paulo,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00037/2014,http://www.radiopajeu.com.br/portal/multipla-no-pajeu-armando-tem-524-contra-33-de-paulo-camara/,10828442000184,PE,PE,1,G,1.0,,,Armando,0.524,Paulo,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00037/2014,https://nilljunior.com.br/category/noticias/page/1232/,10828442000184,PE,PE,1,G,1.0,,,Armando,0.524,Paulo,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00037/2014,https://nilljunior.com.br/o-multipla-tambem-separou-os-dados-por-mesorregiao-para-mostrar-como-estao-os-candidatos-na-corrida-estadual-no-alto-medio-e-baixo-pajeu/,10828442000184,PE,PE,1,G,1.0,,,Armando,0.524,Paulo,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00037/2014,https://www.radiopajeu.com.br/portal/no-pajeu-dilma-tem-mais-votos-que-marina-atesta-multipla/,10828442000184,PE,PE,1,G,1.0,,,Armando,0.524,Paulo,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00040/2012,http://www.alvinhopatriota.com.br/info/ipec.pdf,10828442000184,PE,23019,1,P,1.0,,,Giza Simoes,0.56,Jose Patriota,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00040/2012,https://faroldenoticias.com.br/farol-fecha-parceria-com-o-ipec-de-arcoverde-e-divulga-mais-uma-corrida-eleitoral-em-st-nesta-3a/,10828442000184,PE,23019,1,P,1.0,,,Giza Simoes,0.56,Jose Patriota,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00040/2012,https://faroldenoticias.com.br/segundo-ipec-luciano-tem-56-das-intencoes-de-voto-victor-oliveira-30-e-otoni-cantarelli-3/,10828442000184,PE,23019,1,P,1.0,,,Giza Simoes,0.56,Jose Patriota,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00040/2012,https://www.carlosbritto.com/giza-simoes-lidera-preferencia-do-eleitor-de-afogados-da-ingazeira-aponta-pesquisa/,10828442000184,PE,23019,1,P,1.0,,,Giza Simoes,0.56,Jose Patriota,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00042/2012,http://www.blogtvwebsertao.com.br/2012_07_11_archive.html,10828442000184,PE,25771,1,P,0.0,,,Sebá,0.23,Luciano,0.22,Carlos Evandro,0.03,GENI PEREIRA,1.0,DR. FONSECA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00042/2012,https://faroldenoticias.com.br/38-a-35-pesquisa-revela-empate-tecnico-entre-luciano-e-sebastiao/,10828442000184,PE,25771,1,P,1.0,,,Sebá,0.38,Luciano,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00044/2012,https://faroldenoticias.com.br/segundo-ipec-luciano-tem-56-das-intencoes-de-voto-victor-oliveira-30-e-otoni-cantarelli-3/,10828442000184,PE,23230,1,P,1.0,,,Luciano Duque,0.56,Victor Oliveira,0.3,Otoni Cantarelli,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00048/2012,http://www.blogtvwebsertao.com.br/2012_07_18_archive.html,10828442000184,PE,25712,1,P,0.0,,,Eclerinston,0.34,Romério,0.25,EVANDRO VALADARES,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00048/2012,http://www.blogtvwebsertao.com.br/2012/07/sao-jose-do-egito-eclerinston-lidera.html,10828442000184,PE,25712,1,P,1.0,,,Eclerinston,0.44,Romério,0.35,Benone Leão,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00069/2012,http://www.blogtvwebsertao.com.br/2012_08_17_archive.html,10828442000184,PE,23779,1,P,0.0,,,Zé Mario,0.48,ANCHIETA PATRIOTA,0.1,IONE FRANCISCO,0.05,DIOGENES,1.0,DIDI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00069/2012,http://www.blogtvwebsertao.com.br/2012/08/multipla-em-carnaiba-ze-mario-tem-64.html,10828442000184,PE,23779,1,P,1.0,,,Zé Mario,0.64,Ione Francisco,0.08,Diógenes,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00127/2012,https://arcoverdedetodos.blogspot.com/2012/09/pesquisa-sabado-tem-novos-numeros-da.html,10828442000184,PE,23230,1,P,1.0,,,Zeca Madalena Britto,0.77,Israel Guerra,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00150/2012,https://blogtabiraemtempo.blogspot.com/2012/09/sanharo-fernandinho-lidera-com-folga.html,10828442000184,PE,25470,1,P,1.0,,,Fernandinho,0.68,Nelbinho,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00151/2012,http://www.mariomartins.blog.br/2012/09/,10828442000184,PE,23019,1,P,0.0,,,PATRIOTA,0.46,GIZA,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00151/2012,https://amaioremocaodavida.blogspot.com/2012/09/blog-nill-junior-e-multipla-divulgam.html,10828442000184,PE,23019,1,P,1.0,,,José Patriota,0.51,Giza Simoes,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00162/2012,https://arcoverdedetodos.blogspot.com/2012/09/os-convenientes-fantasmas-das-pesquisas.html,10828442000184,PE,25810,1,P,1.0,,,Guga Linz,0.52,Cleide Ferreira,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00162/2012,https://pajeuligado.blogspot.com/2012/09/,10828442000184,PE,25810,1,P,0.0,,,Guga Linz,0.51,CLEIDE FERREIRA,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00164/2012,https://opiniaotriunfodigital.blogspot.com/2012/09/luciano-passa-sebastiao-oliveira-e.html,10828442000184,PE,25771,1,P,1.0,,,Luciano Duque,0.45,Sebastiao Oliveira,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00165/2012,https://pajeuligado.blogspot.com/2012/09/,10828442000184,PE,24414,1,P,1.0,,,Luciano Torres,0.7,Zé Veras,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-00234/2012,https://www.blogfalandofrancamente.com/2012/10/guga-lins-lidera-corrida-sucessoria-em.html,10828442000184,PE,25810,1,P,,,,Guga Lins,0.49,Cleide Ferreira,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-01575/2016,http://osecretariodopovo.com/pesquisa-mostra-maior-rejeicao-para-sebastiao-dias-em-tabira/,10828442000184,PE,25917,1,P,1.0,,,Josete Amaral,0.36,Nicinha,0.32,Sebastiao Dias,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-01575/2016,http://www.iguaracynews.com.br/2016/05/tabira-josete-tem-36-nicinha-32-e.html,10828442000184,PE,25917,1,P,1.0,,,Nicinha,0.332,Edgley Freitas,0.24,Sebastiao Dias,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-01575/2016,https://nilljunior.com.br/apoio-de-dinca-tem-mais-peso-que-o-de-josete-em-tabira-segundo-multipla/,10828442000184,PE,25917,1,P,1.0,,,Nicinha,0.376,Sebastiao Dias,0.228,Edmundo Barros,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-01575/2016,https://nilljunior.com.br/pesquisa-sobre-sucessao-sai-hoje-em-tabira/,10828442000184,PE,25917,1,P,0.0,,,Dinca Brandino,0.204,Sebastiao Dias,0.112,Nicinha,0.068,Josete Amaral,0.056,Sebastiao Ribeiro,0.048,Edgley Freitas,0.04,Zé de Birra,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-03556/2016,https://www.adeildoalves.com.br/2016/06/,10828442000184,PE,25771,1,P,0.0,,,Luciano Duque,0.34,Sebastiao Oliveira,0.079,Dr Nena,0.043,Dr Fonseca,0.04,Dantas,0.04,Carlos Evandro,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-03556/2016,https://www.adeildoalves.com.br/2016/06/a-dois-meses-da-campanha-eleitoral.html,10828442000184,PE,25771,1,P,1.0,,,Luciano Duque,0.423,Dr Nena,0.233,Dr Fonseca,0.143,Dantas,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICIO,PE-06081/2016,http://joseliamaria.com/2016/04/em-petrolina-adalberto-cavalcanti-sai-na-frente-na-pesquisa-do-instituto-multipla-veja-os-numeros/,10828442000184,PE,25216,1,P,0.0,,,Adalberto Cavalcanti,0.16,Fernando Filho,0.0375,Odacy Amorim,0.1075,Julio Lossio,0.0975,Miguel Coelho,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
