url,tse_id,cidade,estado,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
http://tijolaco.net/blog/wp-content/uploads/2018/07/VOX_POPULI_ELEICOES_PRESIDENCIAIS_DIVULGACAO_26_07_1.pdf,BR-02205/2018,BRASIL,BR,1,PR,0.0,,,LULA,37.0,JAIR BOLSONARO,10.0,CIRO GOMES,3.0,GERALDO ALCKMIN,2.0,MARINA SILVA,2.0,FERNANDO HENRIQUE,2.0,JOAQUIM BARBOSA,1.0,SERGIO MORO,1.0,AECIO NEVES,1.0,EDUARDO JORGE,1.0,ALVARO DIAS,1.0,,,,,,,,
http://tijolaco.net/blog/wp-content/uploads/2018/07/VOX_POPULI_ELEICOES_PRESIDENCIAIS_DIVULGACAO_26_07_1.pdf,BR-02205/2018,BRASIL,BR,1,PR,1.0,,,LULA,41.0,JAIR BOLSONARO,12.0,CIRO GOMES,5.0,GERALDO ALCKMIN,4.0,MARINA SILVA,4.0,ALVARO DIAS,1.0,MANUELA D'AVILA,1.0,,,,,,,,,,,,,,,,
https://www.clubenoticia.com.br/Noticia/index/5880,BR-02397/2018,MINAS GERAIS,MG,1,DF,1.0,,,JOSE HUMBERTO,50.0,ARNALDO QUEIROZ,12.0,ANTONIO ANDRADE,9.0,IVAN ROSA,2.0,,,,,,,,,,,,,,,,,,,,,,
https://lula.com.br/vox-populi-haddad-vai-ao-segundo-turno-com-31-dos-validos/,BR-04071/2018,BRASIL,BR,1,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.slideshare.net/diariodocentrodomundo/pesquisa-cutvox-populi-de-3-de-outubro-de-2018-em-so-paulo,BR-05501/2018,SÃO PAULO,SP,1,G,0.0,,,JOAO DORIA,11.0,PAULO SKAF,11.0,MARCIO FRANCA,8.0,LUIZ MARNHO,6.0,MAJOR COSTA E SILVA,1.0,PROFESSORA LISETE,1.0,,,,,,,,,,,,,,0.0,,,,
https://www.slideshare.net/diariodocentrodomundo/pesquisa-cutvox-populi-de-3-de-outubro-de-2018-em-so-paulo,BR-05501/2018,SÃO PAULO,SP,1,S,1.0,,,EDUARDO SUPLICY,17.0,MAJOR OLIMPIO,10.0,MARA GABRILLI,10.0,TRIPOLI,6.0,JILMAR TATTO,6.0,MARIO COVAS NETO,5.0,MAURREN MAGGI,5.0,CIDINHA,3.0,DIOGO DA LUZ,2.0,EDUARDO CARA,2.0,ANTONIO NETO,1.0,PROFESSORA SILVIA FERRA,1.0,DRA ELIANA FERREIRA,1.0,MARCELO BARBIERI,1.0,JAIR ANDRONI,1.0
https://www.slideshare.net/diariodocentrodomundo/pesquisa-cutvox-populi-de-3-de-outubro-de-2018-em-so-paulo,BR-05501/2018,SÃO PAULO,SP,1,S,0.0,,,EDUARDO SUPLICY,13.0,MAJOR OLIMPIO,7.0,MARA GABRILLI,6.0,JILMAR TATTO,4.0,MAURREN MAGGI,4.0,TRIPOLI,3.0,MARIO COVAS NETO,3.0,CIDINHA,2.0,ANTONIO NETO,1.0,DIOGO DA LUZ,1.0,EDUCADOR DANIEL CARA,1.0,MARCELO BARBIERI,1.0,PROFESSORA SILVIA FERRARO,1.0,,,,
https://www.slideshare.net/diariodocentrodomundo/pesquisa-cutvox-populi-de-3-de-outubro-de-2018-em-so-paulo,BR-05501/2018,SÃO PAULO,SP,1,PR,1.0,,,JAIR BOLSONARO,30.0,FERNANDO HADDAD,19.0,GERALDO ALCKMIN,10.0,CIRO GOMES,7.0,MARINA SILVA,2.0,JOÃO AMOEDO,1.0,HENRIQUE MEIRELLES,1.0,GUILHERME BOUOLOS,1.0,ALVARO DIAS,1.0,,,,,,,,,,,,
https://www.slideshare.net/diariodocentrodomundo/pesquisa-cutvox-populi-de-3-de-outubro-de-2018-em-so-paulo,BR-05501/2018,SÃO PAULO,SP,1,PR,0.0,,,JAIR BOLSONARO,28.0,FERNANDO HADDAD,17.0,GERALDO ALCKMIN,8.0,CIRO GOMES,6.0,JOAO AMOEDO,2.0,MARINA SILVA,1.0,HENRIQUE MEIRELLES,1.0,GUILHERME BOUOLOS,1.0,LULA,1.0,CABO DACIOLO,1.0,,,,,,,,,,
https://www.slideshare.net/diariodocentrodomundo/pesquisa-cutvox-populi-de-3-de-outubro-de-2018-em-so-paulo,BR-05501/2018,SÃO PAULO,SP,1,G,1.0,,,PAULO SKAFF,16.0,JOAO DORIA,15.0,MARCIO FRANCA,11.0,LUIZ MARNHO,8.0,MAJOR COSTA E SILVA,2.0,PROFESSORA LISETE,2.0,,,,,,,,,,,,,,0.0,,,,
https://valor.globo.com/politica/noticia/2018/05/28/vox-populi-cut-indica-lula-na-lideranca-com-39-em-cenario-unico.ghtml,BR-08042/2018,BRASIL,BR,1,PR,0.0,,,LULA,34.0,JAIR BOLSONARO,10.0,CIRO GOMES,3.0,GERALDO ALCKMIN,3.0,MARINA SILVA,2.0,JOAQUIM BARBOSA,2.0,ALVARO DIAS,1.0,,,,,,,,,,,,,,,,
https://valor.globo.com/politica/noticia/2018/05/28/vox-populi-cut-indica-lula-na-lideranca-com-39-em-cenario-unico.ghtml,BR-08042/2018,BRASIL,BR,1,PR,1.0,,,LULA,39.0,JAIR BOLSONARO,12.0,MARINA SILVA,6.0,CIRO GOMES,4.0,GERALDO ALCKIMIN,3.0,ALVARO DIAS,2.0,HENRIQUE MEIRELLES,1.0,MANUELA DAVILA,1.0,JOAO AMOEDO,1.0,,,,,,,,,,,,
https://agazetadoacre.com/2018/08/pesquisa-da-vox-populi-aponta-ligeira-vantagem-de-marcus-alexandre-sobre-gladson-cameli/,BR-08364/2018,BRASIL,BR,1,G,1.0,,,MARCUS ALEXANDRE,34.0,GLADSON CAMELI,31.0,ULYSSES ARAÚJO,7.0,JANAINA FURTADO,1.0,DAVI HALL,1.0,,,,,,,,,,,,,,,,,,,,
https://agazetadoacre.com/2018/08/pesquisa-da-vox-populi-aponta-ligeira-vantagem-de-marcus-alexandre-sobre-gladson-cameli/,BR-08364/2018,BRASIL,BR,1,G,0.0,,,MARCUS ALEXANDRE,12.0,GLADSON CAMELI,12.0,ULYSSES ARAÚJO,2.0,JANAINA FURTADO,1.0,DAVI HALL,1.0,,,,,,,,,,,,,,,,,,,,
https://www.scribd.com/document/391178485/Relatorio-Eleicoes-CUT-2T,BR-08732/2018,,,1,PR,0.0,,,JAIR BOLSONARO,43.0,FERNANDO HADDAD,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.gazetadopantanal.com/2018/03/pesquisa-aponta-tendencia-de-votos-a-presidencia-da-republica-na-capital/,BR-09120/2018,BRASIL,BR,1,PR,1.0,,,JAIR BOLSONARO,18.0,LULA,16.0,LUCIANO HUCK,8.0,JOAQUIM BARBOSA,8.0,MARINA SILVA,6.0,CIRO GOMES,5.0,GERALDO ALCKIMIN,4.0,ALVARO DIAS,3.0,FERNANDO COLLOR,2.0,MANUELA DAVILA,1.0,MICHEL TEMER,1.0,HENRIQUE MEIRELLES,0.0,,,,,,
https://www.slideshare.net/LeonardoAttuch2/pesquisa-vox-247-d-empate-entre-haddad-e-bolsonaro,BR-09614/2018,BRASIL,BR,1,PR,0.0,,,JAIR BOLSONARO,42.0,FERNANDO HADDAD,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.slideshare.net/LeonardoAttuch2/pesquisa-vox-247-d-empate-entre-haddad-e-bolsonaro,BR-09614/2018,BRASIL,BR,1,PR,0.0,,,JAIR BOLSONARO,43.0,FERNANDO HADDAD,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www20.opovo.com.br/app/politica/2014/03/06/noticiaspoliticas,3216266/eunicio-lidera-todos-os-cenarios-e-seria-eleito-no-primeiro-turno-diz.shtml",CE-00001/2014,CEARÁ,CE,1,G,0.0,,,EUNICIO OLIVEIRA,7.0,CID GOMES,5.0,LUZIANNE LINS,2.0,MAURO FILHO,1.0,CIRO GOMES,1.0,DOMINGOS FILHO,1.0,,,,,,,,,,,,,,,,,,
"https://www20.opovo.com.br/app/politica/2014/03/06/noticiaspoliticas,3216266/eunicio-lidera-todos-os-cenarios-e-seria-eleito-no-primeiro-turno-diz.shtml",CE-00001/2014,CEARÁ,CE,1,G,1.0,,,EUNICIO OLIVEIRA,47.0,LUIZIANNE LINS,19.0,MAURO FILHO,16.0,DOMINGOS FILHO,15.0,,,,,,,,,,,,,,,,,,,,,,
https://tarsoaraujo.blogspot.com/2012/08/pesquisa-vox-populi-mostra-moroni-com.html,CE-00019/2012,FORTALEZA,CE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://eleicoes.uol.com.br/2012/noticias/2012/09/25/vox-populi-aponta-empate-triplo-entre-dem-pt-e-psb-em-fortaleza.htm,CE-00067/2012,FORTALEZA,CE,1,P,,,,ELMANO DE FREITAS,20.0,ROBERTO CLÁUDIO,20.0,MORONI TORGAN,17.0,HEITOR FERRER,9.0,RENATO ROSENO,6.0,INACIO ARRUDA,4.0,MARCOS CALS,3.0,FRANCISCO GONZAGA,1.0,ANDRE RAMOS,0.0,PROFESSOR VALDECI,0.0,,,,,,,,,,
https://www.brasil247.com/geral/em-minas-pimentel-seria-eleito-no-primeiro-turno,MG-00025/2014,MINAS GERAIS,MG,1,G,,,,FERNANDO PIMENTEL,28.0,PIMENTA DA VEIGA,16.0,MARIA DA CONSOLAÇÃO,2.0,VANESSA PORTUGAL,2.0,JULIO DELGADO,1.0,,,,,,,,,,,,,,,,,,,,
https://www.brasil247.com/geral/em-minas-pimentel-seria-eleito-no-primeiro-turno,MG-00025/2014,MINAS GERAIS,MG,1,PR,,,,AECIO NEVES,22.0,DILMA HOUSSEFF,20.0,EDUARDO CAMPOS,2.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.clubenoticia.com.br/Noticia/index/5880,MG-00062/2018,MINAS GERAIS,MG,1,DF,1.0,,,JOSE HUMBERTO,50.0,ARNALDO QUEIROZ,12.0,ANTONIO ANDRADE,9.0,IVAN ROSA,2.0,,,,,,,,,,,,,,,,,,,,,,
https://noticias.r7.com/eleicoes-2014/minas-gerais/governo-de-mg-pimentel-tem-19-pontos-de-vantagem-sobre-pimenta-aponta-vox-brasil-09092014,MG-00079/2014,MINAS GERAIS,MG,1,PR,,,,DILMA ROUSSEFF,33.0,AECIO NEVES,25.0,MARINA SILVA,23.0,,,,,,,,,,,,,,,,,,,,,,,,
https://noticias.r7.com/eleicoes-2014/minas-gerais/governo-de-mg-pimentel-tem-19-pontos-de-vantagem-sobre-pimenta-aponta-vox-brasil-09092014,MG-00079/2014,MINAS GERAIS,MG,1,G,1.0,,,PIMENTEL,38.0,PIMENTA DA VEIGA,19.0,TARCISIO,3.0,,,,,,,,,,,,,,,,,,,,,,,,
https://noticias.r7.com/eleicoes-2014/minas-gerais/governo-de-mg-pimentel-tem-19-pontos-de-vantagem-sobre-pimenta-aponta-vox-brasil-09092014,MG-00079/2014,MINAS GERAIS,MG,1,S,,,,ANTONIO ANASTASIA,41.0,JOSUE ALENCAR,14.0,EDILSON NASCIMENTO,2.0,MARGARIDA VIEIRA,1.0,TARCICIO,1.0,GERALDO BATATA,1.0,PABLO LIIMA,0.0,GRAÇA,0.0,,,,,,,,,,,,,,
https://noticias.r7.com/eleicoes-2014/minas-gerais/governo-de-mg-pimentel-tem-19-pontos-de-vantagem-sobre-pimenta-aponta-vox-brasil-09092014,MG-00079/2014,MINAS GERAIS,MG,1,G,0.0,,,PIMENTEL,18.0,PIMENTA DA VEIGA,9.0,TARCISIO,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://noticias.r7.com/eleicoes-2014/minas-gerais/pimentel-chega-a-41-e-pode-vencer-no-primeiro-turno-segundo-vox-brasil-30092014,MG-00163/2014,MINAS GERAIS,MG,1,G,0.0,,,PIMENTEL,23.0,PIMENTA DA VEIGA,10.0,TARCISIO,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://noticias.r7.com/eleicoes-2014/minas-gerais/pimentel-chega-a-41-e-pode-vencer-no-primeiro-turno-segundo-vox-brasil-30092014,MG-00163/2014,MINAS GERAIS,MG,1,S,,,,ANTONIO ANASTASIA,39.0,JOSUE ALENCAR,20.0,TARCISIO,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://noticias.r7.com/eleicoes-2014/minas-gerais/pimentel-chega-a-41-e-pode-vencer-no-primeiro-turno-segundo-vox-brasil-30092014,MG-00163/2014,MINAS GERAIS,MG,1,G,1.0,,,PIMENTEL,41.0,PIMENTA DA VEIGA,18.0,TARCISIO,3.0,EDUARDO FERREIRA,1.0,PPROFESSOR TULIO,1.0,FIDELIS ALCANTARA,1.0,CLEIDE DONARIA,1.0,,,,,,,,,,,,,,,,
https://issuu.com/opopularinterativo/docs/jornal_o_popular_06,MG-00192/2012,LAGOA SANTA,MG,1,P,,,,DOUTOR FERNANDO,51.0,BRENO SALOMAO,15.0,DOUTOR RICARDO,9.0,,,,,,,,,,,,,,,,,,,,,,,,
https://defatoonline.com.br/dr-damon-mantem-lideranca-em-itabira/,MG-00293/2012,ITABIRA,MG,1,P,0.0,,,DOUTOR DAMON,45.0,RONALDO,12.0,ROBERTO CHAVES,1.0,CIGANINHO,0.0,,,,,,,,,,,,,,,,,,,,,,
https://defatoonline.com.br/dr-damon-mantem-lideranca-em-itabira/,MG-00293/2012,ITABIRA,MG,1,P,1.0,,,DOUTOR DAMON,62.0,RONALDO,17.0,ROBERTO CHAVES,3.0,CIGANINHO,1.0,,,,,,,,,,,,,,,,,,,,,,
"https://www.terra.com.br/noticias/brasil/politica/mg-lacerda-tem-44-e-patrus-25-em-pesquisa-vox-populi,a41824738986b310VgnCLD200000bbcceb0aRCRD.html",MG-00297/2012,BELO HORIZONTE,MG,1,P,0.0,,,MARCIO LACERDA,33.0,PATRUS ANANIAS,18.0,VANESSA PORTUGAL,1.0,MARIA DA CONSOLACAO,1.0,TADEU MARTINS,1.0,ALFREDO FLISTER,1.0,PEDRO PAULO PINHEIRO,1.0,,,,,,,,,,,,,,,,
"https://www.terra.com.br/noticias/brasil/politica/mg-lacerda-tem-44-e-patrus-25-em-pesquisa-vox-populi,a41824738986b310VgnCLD200000bbcceb0aRCRD.html",MG-00297/2012,BELO HORIZONTE,MG,1,P,1.0,,,MARCIO LACERDA,44.0,PATRUS ANANIAS,25.0,VANESSA PORTUGAL,2.0,MARIA DA CONSOLACAO,1.0,TADEU MARTINS,1.0,ALFREDO FLISTER,1.0,PEDRO PAULO PINHEIRO,1.0,,,,,,,,,,,,,,,,
http://www.lagoasanta.com.br/eleicao_2000/eleicao_2012/PESQUISAS/Relatorio_GERAL_PESQUISA_00396_09_SET_2012.pdf,MG-00396/2012,LAGOA SANTA,MG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/Turma-Azul-Claro-388736611192191/posts,MG-00460/2012,RIBEIRÃO DAS NEVES,MG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.brasil247.com/geral/vox-populi-lacerda-mantem-lideranca-com-44-69xv2dpc,MG-00476/2012,BELO HORIZONTE,MG,1,P,,,,MARCIO LACERDA,44.0,PATRUS ANANIAS,28.0,VANESSA PORTUGAL,1.0,MARIA DA CONSOLACAO,1.0,,,,,,,,,,,,,,,,,,,,,,
https://blogdobanu.blogspot.com/2012/09/vox-populi-mostra-polarizacao-tres-em.html,MG-00503/2012,MONTES CLAROS,MG,1,P,,,,JAIRO ATAIDE,25.0,PAULO GUEDES,24.0,RUY MUNIZ,22.0,HUMBERTO SOUTO,9.0,,,,,,,,,,,,,,,,,,,,,,
https://gilvanmelo.blogspot.com/2012/10/em-bh-caminhada-e-otimismo-no-final-da.html,MG-00801/2012,BELO HORIZONTE,MG,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://giseldacampos-jornalista.blogspot.com/2012/09/,MG-00901/2012,UBERABA,MG,1,P,1.0,,,PAULO PIAU,32.0,ANTONIO LERIN,174.0,WAGNER JÚNIOR,112.0,ADELMO CARNEIRO,102.0,,,,,,,,,,,,,,,,,,,,,,
http://pontalemfoco.com.br/destaque-noticias/pesquisa-vox-populi-fued-42-andre-11-publio-7-luiz-4-ester-0/,MG-09341/2016,ITUIUTABA,MG,1,P,1.0,,,FUED,42.0,ANDRE,11.0,PUBLIO,7.0,LUIZ,4.0,ESTER,0.0,,,,,,,,,,,,,,,,,,,,
http://uipi.com.br/destaques/destaques-videos/2016/09/29/pesquisa-contratada-pela-tv-vitoriosa-mostra-dr-anuar-a-frente-das-eleicoes-de-prata/,MG-09897/2016,PRATA,MG,1,P,0.0,,,DR ANUAR,50.0,BETO,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
http://uipi.com.br/destaques/destaques-videos/2016/09/29/pesquisa-contratada-pela-tv-vitoriosa-mostra-dr-anuar-a-frente-das-eleicoes-de-prata/,MG-09897/2016,PRATA,MG,1,P,1.0,,,DR ANUAR,54.0,BETO,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.marcoeusebio.com.br/coluna/pesquisa-vox-populi-na-capital-de-ms/24006?a=coluna&b=pesquisa-vox-populi-na-capital-de-ms&c=24006,MS-00293/2012,CAMPO GRANDE,MS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.topmidianews.com.br/politica/pesquisa-fiemsvox-populi-confirma-2o-turno-entre-marquinhos-e-rose/56101/,MS-03942/2016,CAMPO GRANDE,MS,1,P,1.0,,,MARQUINHOS TRAD,32.0,ROSE MODESTO,24.0,ALCIDES BERNAL,13.0,MARCELO BLUMA,3.0,CORONEL DAVI,2.0,ALEX,2.0,PEDROSSIAN FILHO,1.0,ADALTON GARCIA,1.0,,,,,,,,,,,,,,
https://www.midiamax.com.br/politica/2018/pesquisa-paga-pela-fiems-divulgada-sem-registro-e-e-alvo-de-acao-no-tre,MS-05260/2018,MATO GROSSO DO SUL,MS,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.campograndenews.com.br/politica/pesquisa-fiems/vox-populi-aponta-delia-com-36-e-geraldo-resende-com-29,MS-07336/2016,DOURADOS,MS,1,P,1.0,,,DELIA RAZUK,36.0,GERALDO REZENDE,29.0,RENATO CAMARA,11.0,PROF ENIO,1.0,WANDERLEI CARNEIRO,1.0,,,,,,,,,,,,,,,,,,,,
http://circuitomt.com.br/editorias/politica/41355-na-disputa-ao-governo-maggi-tem-59-e-taques-22-segundo-vox-populi.html,MT-00011/2014,MATO GROSSO,MT,1,G,0.0,,,BLAIRO MAGGI,9.0,PEDRO TAQUES,4.0,MAURICIO TONHA,1.0,SILVAL BARBOSA,1.0,LUDIO CABRAL,1.0,,,,,,,,,,,,,,,,,,,,
http://circuitomt.com.br/editorias/politica/41355-na-disputa-ao-governo-maggi-tem-59-e-taques-22-segundo-vox-populi.html,MT-00011/2014,MATO GROSSO,MT,1,G,1.0,,,BLAIRO MAGGI,59.0,PEDRO TAQUES,22.0,JOSE MARCONDES,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://tucano.org.br/no-mt-aecio-e-o-que-mais-cresce-nas-intencoes-de-voto/,MT-00018/2014,MATO GROSSO,MT,1,PR,,,,DILMA ROUSSEFF,36.0,AECIO NEVES,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://tucano.org.br/no-mt-aecio-e-o-que-mais-cresce-nas-intencoes-de-voto/,MT-00018/2014,MATO GROSSO,MT,1,PR,,,,DILMA ROUSSEFF,36.0,AECIO NEVES,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.agoramt.com.br/politica/taques-diz-que-adversarios-tem-medo-dele/32310,MT-00025/2014,MATO GROSSO,MT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://eleicoes.uol.com.br/2012/noticias/2012/06/22/vox-populi-mauro-mendes-psb-tem-47-roberto-franca-dem-12-em-cuiaba.htm,MT-00055/2012,CUIABÁ,MT,1,P,0.0,,,MAURO MENDES,16.0,ROBERTO FRANÇA,3.0,DORILEO LEAL,2.0,GUILHERME MALUF,1.0,CHICO GALINDO,1.0,CARLOS BRITO,1.0,WALTER RABELO,1.0,WILSON SANTOS,1.0,,,,,,,,,,,,,,
https://eleicoes.uol.com.br/2012/noticias/2012/06/22/vox-populi-mauro-mendes-psb-tem-47-roberto-franca-dem-12-em-cuiaba.htm,MT-00055/2012,CUIABÁ,MT,1,P,1.0,,,MAURO MENDES,42.0,ROBERTO FRANÇA,12.0,GUILHERME MALUF,7.0,LUDIO CABRAL,4.0,CARLOS BRITO,3.0,KAMIL FARES,1.0,,,,,,,,,,,,,,,,,,
https://www.folhamax.com/politica/vox-populi-aponta-que-gestao-de-taques-e-reprovada-por-47-da-populacao/180745,MT-01234/2018,MATO GROSSO,MT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.folhamax.com/politica/vox-populi-folhamax-aponta-bolsonaro-com-34-em-mt-haddad-tem-24/180801,MT-01234/2018,MATO GROSSO,MT,1,PR,0.0,,,JAIR BOLSONARO,33.0,FERNANDO HADDAD,23.0,GERALDO ALCKMIN,4.0,CIRO GOMES,4.0,MARINA SILVA,3.0,HENRIQUE MEIRELLES,1.0,JOAO AMOEDO,1.0,ALVARO DIAS,1.0,,,,,,,,,,,,,,
https://www.folhamax.com/politica/vox-populi-folhamax-aponta-bolsonaro-com-34-em-mt-haddad-tem-24/180801,MT-01234/2018,MATO GROSSO,MT,1,PR,1.0,,,JAIR BOLSONARO,34.0,FERNANDO HADDAD,24.0,GERALDO ALCKMIN,6.0,CIRO GOMES,6.0,MARINA SILVA,4.0,HENRIQUE MEIRELLES,2.0,JOAO AMOEDO,1.0,ALVARO DIAS,1.0,,,,,,,,,,,,,,
https://professoraedilzafontes.blogspot.com/2012/08/pesquisa-para-prefeito-de-belem.html,PA-00046/2012,BELÉM,PA,1,P,0.0,,,EDMILSON,313.0,PRIANTE,9700000000000000.0,ZENALDO,8.0,A JORDY,78.0,JEFFERSON LIMA,1.8,ANIVALDO VALE,1.3,ALFREDO,13.0,SERGIO PIMENTEL,0.2,,,,,,,,,,,,,,
https://professoraedilzafontes.blogspot.com/2012/08/pesquisa-para-prefeito-de-belem.html,PA-00046/2012,BELÉM,PA,1,P,1.0,,,EDMILSON,335.0,PRIANTE,183.0,ZENALDO,113.0,A JORDY,11.0,JEFFERSON LIMA,7.0,ALFREDO,2.2,ANIVALDO VALE,18.0,LENY CAMPELO,0.2,SERGIO PIMENTEL,0.2,MARCOS REGO,0.2,,,,,,,,,,
https://ananindeuadebates.blogspot.com/2012/09/pioneiro-lidera-pesquisa-mas-eleicao-em.html,PA-00069/2012,ANANINDEUA,PA,1,P,0.0,,,MANOEL PIONEIRO,43.0,CHICAO,14.0,ELIEL FAUSTINO,5.0,LUIS FREITAS,1.0,,,,,,,,,,,,,,,,,,,,,,
https://ananindeuadebates.blogspot.com/2012/09/pioneiro-lidera-pesquisa-mas-eleicao-em.html,PA-00069/2012,ANANINDEUA,PA,1,P,1.0,,,MANOEL PIONEIRO,49.0,CHICAO,17.0,ELIEL FAUSTINO,7.0,LUIS FREITAS,1.0,VAVA COSTA,1.0,,,,,,,,,,,,,,,,,,,,
"https://www.terra.com.br/noticias/brasil/politica/pa-rodrigues-amplia-vantagem-e-lidera-com-folga-em-belem,60085d3e7b86b310VgnCLD200000bbcceb0aRCRD.html",PA-00112/2012,BELÉM,PA,1,P,,,,EDMILSON RODRIGUES,39.0,ZENALDO COUTINHO,16.0,JOSE PRIANTE,12.0,JEFFERSON LIMA,5.0,ANIVALDO VALE,5.0,ARNALDO JODY,4.0,ALFREDO COSTA,2.0,,,,,,,,,,,,,,,,
https://lucas-nogueira.blogspot.com/2012/09/vox-populi-edmilson-rodrigues-e-zenaldo.html,PA-00201/2012,BELÉM,PA,1,P,1.0,,,EDMILSON RODRIGUES,27.0,ZENALDO COUTINHO,25.0,JOSE PRIANTE,10.0,ARINALDO VALE,7.0,JEFFERSON LIMA,6.0,ARNALDO JODY,5.0,ALFREDO COSTA,,,,,,,,,,,,,,,,,
https://lucas-nogueira.blogspot.com/2012/09/vox-populi-edmilson-rodrigues-e-zenaldo.html,PA-00201/2012,BELÉM,PA,1,P,0.0,,,EDMILSON RODRIGUES,25.0,ZENALDO COUTINHO,23.0,JOSE PRIANTE,9.0,ARINALDO VALE,6.0,JEFFERSON LIMA,5.0,ARNALDO JODY,4.0,ALFREDO COSTA,2.0,LENY CAMPELO,1.0,,,,,,,,,,,,,,
https://reportepolicia.wordpress.com/2012/10/page/2/,PA-00238/2012,ANANINDEUA,PA,1,P,1.0,,,MANOEL PIONEIRO,49.0,CHICAO,21.0,ELIEL FAUSTINO,7.0,LUIS FREITAS,4.0,VAVA COSTA,2.0,JOAO BERNARDES,1.0,PROF EDIVALDO,1.0,,,,,,,,,,,,,,,,
https://reportepolicia.wordpress.com/2012/10/page/2/,PA-00238/2012,ANANINDEUA,PA,1,P,0.0,,,MANOEL PIONEIRO,45.0,CHICAO,19.0,ELIEL FAUSTINO,7.0,LUIS FREITAS,4.0,,,,,,,,,,,,,,,,,,,,,,
https://pjpontes.blogspot.com/2012/10/ipespe-ibope-e-vox-populi-revela.html,PA-00259/2012,que circulam na tarde de sábado (06),divulgaram nas suas edições de domingo,1,P,1.0,,1.0,EDMILSON RODRIGUES,35.0,ZENALDO COUTINHO,29.0,JEFFERSON LIMA,13.0,JOSE PRIANTE,9.0,ANIVALDO VALE,5.0,ARNALDO JODY,5.0,ALFREDO COSTA,4.0,,,,,,,,,,,,,,,,
https://ultimosegundo.ig.com.br/politica/2012-10-19/em-belem-zenaldo-tem-48-e-edmilson-36-aponta-vox-populi.html,PA-00333/2012,BELÉM,PA,1,P,,,,ZENALDO COUTINHO,48.0,EDIMILSON RODRIGUES,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://vicentecidade21.blogspot.com/2012/10/vox-populi-belem-edmilson-52-x-zenaldo.html,PA-00339/2012,BELÉM,PA,1,,,,,EDMILSON RODRIGUES,52.0,ZENALDO COUTINHO,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://brejodosantosnoticias.blogspot.com/2014/04/pesquisa-tv-itarare6sigma-mostra-com.html,PB-00003/2014,PARAÍBA,PB,0,,,,,CASSIO CUNHA LIMA,435.0,RICARDO COUTINHO,225.0,VENEZIANO VITAL,143.0,,,,,,,,,,,,,,,,,,,,,,,,
https://coronelezequielnoticias.blogspot.com/2012/03/deu-aguia-para-meu-louro-prefeito-de.html,PB-00007/2012,SOUSA,PB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://paraibaja.com.br/as-vesperas-das-eleicoes-pesquisa-da-campina-fm-mostra-cassio-e-rc-empatados/,PB-00037/2014,PARAÍBA,PB,1,G,,,,CASSIO CUNHA LIMA,359.0,RICARDO COUTINHO,357.0,VITAL DO REGO,37.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.conceicaopbonline.com/2014/10/com-duas-horas-de-atraso-pesquisa.html,PB-00048/2014,PARAÍBA,PB,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.clickpb.com.br/politica/pesquisa-do-6sigma-aponta-aurilecio-em-primeiro-com-506-dede-tem-393-151472.html,PB-00132/2012,PEDRAS DE FOGO,PB,1,P,,,,AURILECIO,506.0,DEDE,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,
