obs,tse_id,url,,estado,sg_ue,util,position,estimulada,vv,suspensa,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,BR-08909/2018,https://www.novanews.com.br/noticias/politica/governo-do-estado-pesquisa-de-intencao-de-voto-mostra-empate-tecnico-entre-odilon-azambuja-e-puccinelli,3683644000110,BR,BR,1.0,G,1.0,,,ODILON DE OLIVEIRA,25.4,REINALDO AZAMBUJA,22.6,ANDRE PUCCINELLI,21.4,LUIZ HENRIQUE MANDETTA,2.6,HUMBERTO AMADUCCI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00018/2014,https://fernandorodrigues.blogosfera.uol.com.br/tag/pesquisas-2014/,3683644000110,MS,MS,1.0,G,,,,DELCIDIO AMARAL,44.9,NELSINHO TRAD,28.6,REINALDO AZAMBUJA,18.2,PROFESSOR MONGE,2.1,SIDNEY MELO,1.5,LUIS PEDRO GUIMARAES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00020/2014,https://mtsul.blogspot.com/2014/07/,3683644000110,MS,MS,1.0,S,,,,SIMONE TEBET,44.2,ALCIDES BERNAL,31.8,RICARDO AYACHE,4.9,ANTONIO JOAO,3.6,GILMAR DA CRUZ,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00020/2014,https://www.novanews.com.br/noticias/politica/pesquisa-datamax-aponta-pouca-variacao-delcidio-e-reinaldo-sobem-nelsinho-desce/imprimir,3683644000110,MS,MS,1.0,G,1.0,,,DELCIDIO DO AMARAL,46.1,NELSINHO TRAD,25.5,REINALDO AZAMBUJA,18.6,PROFESSOR MONGE,1.5,SIDNEY MELO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00027/2014,https://www.coursehero.com/file/35761893/BLOOD-PARASITESdocx/,3683644000110,MS,MS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00030/2014,http://www.rioverdems.com/2014/08/delcidio-lidera-com-ampla-vantagem.html,3683644000110,MS,MS,1.0,G,1.0,,,DELCIDIO DO AMARAL,38.8,REINALDO AZAMBUJA,21.6,NELSINHO TRAD,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00030/2014,https://www.msemfoco.com.br/noticias/cotidiano/bernal-e-ayache-crescem-mas-simone-segue-na-lideranca-para-o-senado/131977/,3683644000110,MS,MS,1.0,S,1.0,,,SIMONE TEBET,35.0,ALCIDES BERNAL,19.3,RICARDO AYACHE,9.6,ANTONIO JOAO,4.0,LUCIEN REZENDE,1.1,VALDEMIR DO PSTU,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00034/2014,https://www.msemfoco.com.br/noticias/cotidiano/bernal-e-ayache-crescem-mas-simone-segue-na-lideranca-para-o-senado/131977/,3683644000110,MS,MS,1.0,S,1.0,,,SIMONE,36.5,ALCIDES BERNAL,21.7,RICARDO AYACHE,12.1,ANTONIO JOAO,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00034/2014,https://www.sidrolandianews.com.br/noticia/politica/delcidio-do-amaral-mantem-vantagem-na-disputa-pelo-governo-de-ms-aponta-datamax,3683644000110,MS,MS,1.0,G,1.0,,,DELCIDIO,42.5,REINALDO AZAMBUJA,19.9,NELSINHO TRAD,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00043/2014,https://www.fatimanews.com.br/politica/delcidio-do-amaral-mantem-vantagem-e-pode-vencer-eleicoes-no-primeiro/162624/,3683644000110,MS,MS,1.0,G,1.0,,,DELCIDIO,42.1,REINALDO AZAMBUJA,24.4,NELSINHO TRAD,18.4,EVANDER VENDRAMINI,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00043/2014,https://www.midiamax.com.br/politica/2014/simone-sobe-e-se-distancia-de-alcides-bernal-na-disputa-pelo-senado-aponta-datamax,3683644000110,MS,MS,1.0,S,,,,SIMONE TEBET,40.0,ALCIDES BERNAL,18.9,RICARDO AYACHE,13.9,ANTONIO JOAO,4.5,LUCIEN REZENDE,1.1,VALDEMIR DO PSTU,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00052/2014,https://perolanews.com.br/estado/eleicao-ao-governo-do-estado-para-o-2%C2%BA-turno-sera-decidida-voto-a-voto,3683644000110,MS,MS,1.0,G,1.0,,,DELCIDIO AMARAL,44.0,REINALDO AZAMBUJA,25.4,NELSINHO TRAD,15.9,EVANDER VENDRAMINI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00066/2014,https://linhaslivres.wordpress.com/2014/10/17/,3683644000110,MS,MS,1.0,G,,,,REINALDO AZAMBUJA,51.25,DELCIDIO,40.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00066/2014,https://www.radiocacula.com.br/noticias/politica/aecio-abre-vantagem-sobre-dilma-em-ms,3683644000110,MS,MS,1.0,PR,,,,AECIO NEVES,55.08,DILMA,34.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00067/2012,https://bucharadopantanal.blogspot.com/2012/08/,3683644000110,MS,90514,1.0,P,1.0,,,ALCIDES BERNAL,31.0,EDSON GIROTO,25.4,VANDER LOUBET,8.3,REINALDO AZAMBUJA,5.0,MARCELO BLUMA,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00072/2012,https://www.midiamax.com.br/geral/2012/na-espontanea-marcia-e-guerreiro-tambem-disputam-voto-a-voto,3683644000110,MS,91650,1.0,P,,,,MARCIA,31.0,GUERREIRO,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00078/2014,https://www.midiamax.com.br/geral/2014/datamax-diferenca-entre-reinaldo-e-delcidio-e-de-858-pontos-indecisos-sao-358,3683644000110,MS,MS,1.0,G,1.0,,,REINALDO AZAMBUJA,50.5,DELCIDIO AMARAL,41.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
