obs,tse_id,url,,estado,sg_ue,util,position,estimulada,vv,suspensa,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,GO-00454/2012,https://issuu.com/jmunicipios1/docs/jmunicipios,3303870000128,GO,93939,1.0,P,0.0,,,AGUINALDO RAMOS,66.9,QUINTINO,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-00454/2012,https://issuu.com/jmunicipios1/docs/jmunicipios,3303870000128,GO,93939,1.0,P,1.0,,,AGUINALDO RAMOS,70.6,QUINTINO,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-00931/2018,http://www.jatainews.com.br/2018/07/o-caldeirao-da-politica-goiana-em.html,3303870000128,GO,GO,1.0,S,1.0,,,MARCONI PERILLO,27.8,DEMOSTENES TORRES,19.8,LUCIA VANIA,19.7,JORGE KAJURU,19.3,WILDER MORAIS,5.3,PEDRO CHAVES,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-00931/2018,https://juventudeliberal.blogspot.com/2018/07/pesquisa-exata-caiado-354-eliton-146-e.html,3303870000128,GO,GO,1.0,G,0.0,,,RONALDO CAIADO,11.0,JOSE ELITON,3.1,DANIEL VILELA,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-00931/2018,https://juventudeliberal.blogspot.com/2018/07/pesquisa-exata-caiado-354-eliton-146-e.html,3303870000128,GO,GO,1.0,G,1.0,,,RONALDO CAIADO,35.47,JOSE ELITON,14.69,DANIEL VILELA,8.75,WESLEI GARCIA,3.28,KATIA MARIA,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-03906/2018,http://www.jatainews.com.br/2018/08/politica-goiana.html,3303870000128,GO,GO,1.0,G,,,,RONALDO CAIADO,34.8,JOSE ELITON,18.1,DANIEL VILELA,7.8,KATIA MARIA,3.9,WESLEI GARCIA,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-06980/2016,https://issuu.com/jornalalobrasilia/docs/1976,3303870000128,GO,93343,1.0,P,0.0,,,ENIO TATICO,21.0,HILDO DO CANDANGO,20.0,TULIO SANTILLO,15.0,GERALDO MESSIAS,14.0,PROFESSOR JUAREZ QUIRINO,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-06980/2016,https://www.tvcmnnoticias.com.br/2016/05/eleicoes-indecisos-sao-maioria-em-aguas.html,3303870000128,GO,93343,1.0,P,1.0,,,HILDO DO CANDANGO,48.0,ENIO TATICO,43.0,TULIO,34.0,GERALDO MESSIAS,28.0,CASTRO,2.0,GIRIBITA,1.0,J. PEREIRA,1.0,METODIO,1.0,ROSE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-07763/2016,https://alovalparaiso.com/eleicoes-2016-pabio-mossoro-ja-votou-em-valparaiso-2/,3303870000128,GO,93300,1.0,P,,,,PABIO MOSSORO,30.2,AFRANIO PIMENTEL,28.2,DR. ROBERTO MARTINS,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-08777/2018,http://tribunadoplanalto.com.br/2018/06/09/tribuna-exata-op-pesquisa-mostra-eleicao-aberta/,3303870000128,GO,GO,1.0,G,1.0,,,RONALDO CAIADO,35.5,JOSE ELITON,14.1,DANIEL VILELA,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-08777/2018,https://cleubercarlos.blogspot.com/2018/06/demostenes-torres-ultrapassa-kajuru-e.html,3303870000128,GO,GO,1.0,S,1.0,,,DEMOSTENES TORRES,19.7,JORGE KAJURU,19.0,MARCONI PERILLO,28.6,LUCIA VANIA,25.2,PEDRO CHAVES,8.8,WILDER MORAIS,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-09938/2016,https://clicaentorno.blogspot.com/2016/07/coluna-entorno-sandro-gianelli.html,3303870000128,GO,94455,1.0,P,1.0,,,CRISTOVAO TORMIN,29.2,MARCELO MELO,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GO-09938/2016,https://clicaentorno.blogspot.com/2016/07/coluna-entorno-sandro-gianelli.html,3303870000128,GO,94455,1.0,P,0.0,,,CRISTOVAO TORMIN,8.2,MARCELO MELO,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL-00009/2014,http://www.radarnoticias.com.br/noticias/novos-numeros-devem-indicar-se-e-verdade-a-virada-de-biu-de-lira-ate-sexta,3568752000141,AL,AL,1.0,S,,,,COLLOR,41.0,HELOISA HELENA,30.0,OMAR COELHO,3.0,MARCOS AGUIAR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL-00009/2014,http://www.radarnoticias.com.br/noticias/novos-numeros-devem-indicar-se-e-verdade-a-virada-de-biu-de-lira-ate-sexta,3568752000141,AL,AL,1.0,G,,,,RENAN FILHO,40.0,BIU DE LIRA,22.0,MARIO AGRA,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL-00017/2014,http://www.radarnoticias.com.br/noticias/novos-numeros-devem-indicar-se-e-verdade-a-virada-de-biu-de-lira-ate-sexta,3568752000141,AL,AL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL-00022/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/maceio.jhtm,3568752000141,AL,27855,1.0,P,1.0,,,RUI PALMEIRA,43.0,RONALDO LESSA,23.0,JEFFERSON MORAES,8.0,GALBA NOVAES,4.0,ALEXANDRE FLEMING,1.0,ROSINHA DA ADEFAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL-00052/2012,"https://www.terra.com.br/noticias/brasil/politica/maceio-pesquisa-aponta-vitoria-de-palmeira-no-1-turno,8b087674f386b310VgnCLD200000bbcceb0aRCRD.html",3568752000141,AL,27855,1.0,P,0.0,,,RUI PALMEIRA,50.0,RONALDO LESSA,27.0,JEFFERSON MORAES,6.0,GALBA NOVAES,3.0,ROSINHA DA ADEFAL,1.0,ALEXANDRE FLEMING,1.0,NADJA BAIA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL-00052/2012,"https://www.terra.com.br/noticias/brasil/politica/maceio-pesquisa-aponta-vitoria-de-palmeira-no-1-turno,8b087674f386b310VgnCLD200000bbcceb0aRCRD.html",3568752000141,AL,27855,1.0,P,1.0,,,RUI PALMEIRA,54.0,RONALDO LESSA,28.0,JEFFERSON MORAES,6.0,GALBA NOVAES,3.0,ROSINHA DA ADEFAL,1.0,ALEXANDRE FLEMING,1.0,NADJA BAIA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL-00069/2012,http://www.juntadeandalucia.es/boja/2016/152/BOJA16-152-00002-14374-01_00096741.pdf,3568752000141,AL,28258,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PB-00050/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/joao-pessoa.jhtm,3568752000141,PB,20516,1.0,P,1.0,,,LUCIANO CARTAXO,12.0,JOSE MARANHAO,21.0,CICERO LUCENA,28.0,ESTELIZABEL BEZERRA,12.0,ANTONIO RADICAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00002/2012,https://auditoria.cgu.gov.br/download/9306.pdf,3568752000141,PE,24570,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00007/2012,http://morevalves.no/references-2/,3568752000141,PE,23574,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00008/2012,https://www.yumpu.com/es/www.tc.gob.pe,3568752000141,PE,24910,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00019/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/olinda.jhtm,3568752000141,PE,24910,1.0,P,1.0,,,RENILDO CALHEIROS,29.0,IZABEL URQUIZA,6.0,ARMANDO SERGIO,3.0,ALF,13.0,TERESA LEITAO,8.0,RICARDO COSTA,7.0,JOAO LUIZ,3.0,GUSTAVO ROSAS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00025/2012,https://blogdoruimedeiros.blogspot.com/2012/06/coligacao-psb-psdb-lidera-eleicao-de.html,3568752000141,PE,26077,1.0,P,1.0,,,ODON FERREIRA,37.0,FLAVIO LIMA,27.0,EDJAN,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00030/2012,https://www.carlosbritto.com/pesquisa-em-dormentes-josimara-lideram-com-3-pontos-na-frente/,3568752000141,PE,23140,1.0,P,1.0,,,JOSIMARA,47.0,RONIERE,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00033/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/jaboatao-dos-guararapes.jhtm,3568752000141,PE,24570,1.0,P,1.0,,,ELIAS GOMES,50.0,CLEITON COLLINS,16.0,ELIEZER COSTA,2.0,PAULO VAREJAO,2.0,FERNANDO RODOVALHO,1.0,ANDRE CAMPOS,10.0,JOAO FERNANDO COUTINHO,3.0,LUIZ CARLOS MATOS,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00076/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/olinda.jhtm,3568752000141,PE,24910,1.0,P,1.0,,,RENILDO CALHEIROS,34.0,IZABEL URQUIZA,11.0,ARMANDO SERGIO,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00103/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/jaboatao-dos-guararapes.jhtm,3568752000141,PE,24570,1.0,P,1.0,,,ELIAS GOMES,53.0,CLEITON COLLINS,21.0,ELIEZER COSTA,2.0,PAULO VAREJAO,1.0,FERNANDO RODOVALHO,1.0,PAULO BARTOLOMEU,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00136/2012,http://www.toritamainforma.com/2012/09/deu-no-blog-do-magno-martins-socialista.html,3568752000141,PE,26077,1.0,P,,,,ODON FERREIRA,64.0,FLAVIO LIMA,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00153/2012,https://lersantacruzinfoco.blogspot.com/2012_09_23_archive.html,3568752000141,PE,25496,1.0,P,,,,EDSON VIEIRA,52.0,JOSE AUGUSTO MAIA,41.0,CLEITON BARBOZA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00169/2012,https://marcosalmeidalocutor.wordpress.com/2012/10/01/eleicoes-2012-em-ipojucaromero-sales-lidera-em-ipojuca/,3568752000141,PE,24430,1.0,P,0.0,,,ROMERO SALES,37.0,CARLOS SANTANA,30.0,MIGUEL SALES,9.0,PEDRO EUGENIO,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00169/2012,https://marcosalmeidalocutor.wordpress.com/2012/10/01/eleicoes-2012-em-ipojucaromero-sales-lidera-em-ipojuca/,3568752000141,PE,24430,1.0,P,1.0,,,ROMERO SALES,38.0,CARLOS SANTANA,32.0,MIGUEL SALES,11.0,PEDRO EUGENIO,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00180/2012,https://adailtondedeus.blogspot.com/2012/,3568752000141,PE,24317,1.0,P,,,,ADAUTO DO BODEGAO,52.0,SILVIO ERALDO,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00192/2012,https://www.carlosbritto.com/divulgacao-de-pesquisa-impugnada-expoe-desrespeito-a-justica/,3568752000141,PE,25216,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00193/2012,https://dalianet.blogspot.com/2012_09_30_archive.html,3568752000141,PE,25992,1.0,P,1.0,,,EVILASIO,53.0,MILTON,37.0,DEMIR,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00193/2012,https://dalianet.blogspot.com/2012_09_30_archive.html,3568752000141,PE,25992,1.0,P,0.0,,,EVILASIO,52.0,MILTON,34.0,DEMIR,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00207/2012,https://blogafranioemfoco.blogspot.com/2012/10/roniere-reis-continua-na-frente-com-55.html,3568752000141,PE,23140,1.0,P,,,,RONIERE,55.0,JOSIMARA,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE-00212/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/olinda.jhtm,3568752000141,PE,24910,1.0,P,1.0,,,RENILDO CALHEIROS,34.0,IZABEL URQUIZA,26.0,ARMANDO SERGIO,5.0,EDIEL ROMAO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE-00016/2012,https://noticias.uol.com.br/fernandorodrigues/pesquisas/2012/1turno/prefeito/aracaju.jhtm,3568752000141,SE,31054,1.0,P,1.0,,,JOAO ALVES FILHO,55.0,VALADARES FILHO,13.0,VERA LUCIA,8.0,REYNALDO NUNES,1.0,ALMEIDA LIMA,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE-00099/2012,http://www.interiordabahia.com.br/2012/10/04/eleicao-leia-dados-de-pesquisas-em-sp-rio-curitiba-porto-alegre-e-aracaju/,3568752000141,SE,31054,1.0,P,0.0,,,JOAO ALVES,44.0,VALADARES FILHO,24.0,VERA LUCIA,2.0,ALMEIDA LIMA,1.0,REYNALDO NUNES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE-00099/2012,http://www.interiordabahia.com.br/2012/10/04/eleicao-leia-dados-de-pesquisas-em-sp-rio-curitiba-porto-alegre-e-aracaju/,3568752000141,SE,31054,1.0,P,1.0,,,JOAO ALVES,52.0,VALADARES FILHO,26.0,VERA LUCIA,5.0,ALMEIDA LIMA,2.0,REYNALDO NUNES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-00451/2014,https://issuu.com/topmidianews/docs/revista_178-,3683644000110,BR,BR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-00596/2014,https://www.midiamax.com.br/geral/2014/marina-se-mantem-na-lideranca-pela-disputa-a-presidencia-em-ms-aponta-datamax,3683644000110,BR,BR,1.0,PR,,,,MARINA SILVA,32.5,DILMA ROUSSEFF,29.9,AECIO NEVES,18.4,PASTOR EVERALDO,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-00820/2014,https://linhaslivres.wordpress.com/2014/09/28/datamax-dilma-e-marina-estao-em-empate-tecnico-em-ms-na-disputa-a-presidencia/,3683644000110,BR,BR,1.0,PR,1.0,,,MARINA SILVA,30.4,DILMA ROUSSEFF,33.3,AECIO NEVES,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01058/2018,http://www.cassilandianoticias.com.br/ultimas-noticias/governador-de-ms-confira-mais-um-insttuto-de-pesquisa,3683644000110,BR,BR,1.0,G,1.0,,,REINALDO AZAMBUJA,41.1,JUIZ ODILON,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01058/2018,https://www.midiamax.com.br/politica/2018/bolsonaro-tem-mais-que-o-dobro-de-votos-de-haddad-em-ms-aponta-datamax,3683644000110,BR,BR,1.0,PR,1.0,,,JAIR BOLSONARO,56.3,FERNANDO HADDAD,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01114/2014,https://linhaslivres.wordpress.com/2014/10/18/,3683644000110,BR,BR,1.0,PR,,,,AECIO NEVES,55.08,DILMA ROUSSEFF,34.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01950/2018,http://www.correiodecorumba.com.br/?s=noticia&id=31068,3683644000110,BR,BR,1.0,G,,1.0,,REINALDO AZAMBUJA,52.8,JUIZ ODILON,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01950/2018,https://www.ivinoticias.com.br/noticia/81851/datamax-bolsonaro-tem-65-da-intencao-de-votos-validos-em-ms,3683644000110,BR,BR,1.0,PR,,1.0,,JAIR BOLSONARO,65.0,FERNANDO HADDAD,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-02319/2018,http://www.correiodecorumba.com.br/?s=noticia&id=30997,3683644000110,BR,BR,1.0,S,1.0,,,NELSINHO TRAD,25.5,ZECA DO PT,23.3,WALDEMIR MOKA,18.1,DELCIDIO AMARAL,14.5,MARCELO MIGLIOLI,11.7,SORAYA THRONICKE,10.2,SERGIO HARFOUCHE,8.7,GILMAR DA CRUZ,1.9,BETO FIGUEIRO,1.9,ANISIO GUATO,1.1,THIAGO FREITAS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-02319/2018,https://www.folhadedourados.com.br/noticias/estado-regiao/datamax-reinaldo-esta-no-limite-para-ser-reeleito-no-1-turno,3683644000110,BR,BR,1.0,G,0.0,,,REINALDO ,34.5,ODILON,22.2,MOCHI,5.5,AMADUCCI,3.9,MARCELO BLUMA,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-02319/2018,https://www.folhadedourados.com.br/noticias/estado-regiao/datamax-reinaldo-esta-no-limite-para-ser-reeleito-no-1-turno,3683644000110,BR,BR,1.0,G,1.0,,,REINALDO ,38.9,ODILON,24.7,MOCHI,6.7,AMADUCCI,4.1,MARCELO BLUMA,1.8,JOAO ALFREDO,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-02319/2018,https://www.midiamax.com.br/politica/2018/bolsonaro-amplia-vantagem-e-chega-a-496-de-votos-validos-em-ms-aponta-datamax,3683644000110,BR,BR,1.0,PR,1.0,,,JAIR BOLSONARO,41.3,FERNANDO HADDAD,19.9,GERALDO ALCKMIN,6.7,CIRO GOMES,5.8,MARINA SILVA,2.2,HENRIQUE MEIRELLES,1.8,JOAO AMOEDO,1.8,ALVARO DIAS,1.2,CABO DACIOLO,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-04533/2018,http://voxms.com.br/eleicoes-2018/pesquisas-mostram-vitoria-de-reinaldo-no-1o-turno/,3683644000110,BR,BR,1.0,G,0.0,,,REINALDO AZAMBUJA,31.3,ODILON DE OLIVEIRA,18.8,JUNIOR MOCHI,5.1,HUMBERTO AMADUCCI,4.4,MARCELO BLUMA,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-04533/2018,http://www.douranews.com.br/index.php/politica/item/116888-pesquisa-do-midiamax-indica-que-reinaldo-pode-vencer-no-primeiro-turno,3683644000110,BR,BR,1.0,G,1.0,,,REINALDO AZAMBUJA,37.5,JUIZ ODILON,23.9,JUNIOR MOCHI,6.2,HUMBERTO AMADUCCI,5.4,MARCELO BLUMA,2.0,JOAO ALFREDO,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-04533/2018,https://www.folhadedourados.com.br/noticias/estado-regiao/datamax-bolsonaro-lidera-em-ms-com-333-haddad-tem-232-,3683644000110,BR,BR,1.0,PR,1.0,,,JAIR BOLSONARO,33.3,FERNANDO HADDAD,23.2,GERALDO ALCKMIN,7.2,CIRO GOMES,5.3,MARINA SILVA,3.8,HENRIQUE MEIRELLES,2.7,JOAO AMOEDO,1.6,ALVARO DIAS,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-04533/2018,https://www.midiamax.com.br/politica/2018/nelsinho-e-zeca-lideram-corrida-pelo-senado-em-ms-indica-datamax,3683644000110,BR,BR,1.0,S,1.0,,,NELSINHO TRAD,26.3,ZECA DO PT,24.4,MOKA,18.0,DELCIDIO AMARAL,16.1,MARCELO MIGLIOLI,12.0,SORAYA THRONICKE,8.5,SERGIO HARFOUCHE,7.3,BETO FIGUEIRO,3.2,GILMAR DA CRUZ,2.0,MARIO FONSECA,1.6,ANISIO GUATO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08909/2018,https://www.correiodafronteira.com.br/datamax-de-cada-100-eleitores-da-capital-95-nao-tem-candidato-ao-senado/,3683644000110,BR,BR,1.0,S,0.0,,,ZECA DO PT,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08909/2018,https://www.folhadedourados.com.br/noticias/brasil-mundo/datamax-bolsonaro-lidera-corrida-presidencial-em-campo-grande,3683644000110,BR,BR,1.0,PR,0.0,,,JAIR BOLSONARO,13.9,LULA,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-08909/2018,https://www.folhadedourados.com.br/noticias/brasil-mundo/datamax-bolsonaro-lidera-corrida-presidencial-em-campo-grande,3683644000110,BR,BR,1.0,PR,1.0,,,JAIR BOLSONARO,27.0,LULA,20.8,MARINA SILVA,7.2,ALVARO DIAS,3.9,GERALDO ALCKMIN,3.9,CIRO GOMES,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
