tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
MA-00004/2014,https://labareedanoticias.blogspot.com/2014/02/pesquisa-sao-luis-flavio-lidera.html,5833992000151,MA,MA,1,G,,,,FLAVIO DINO,38.1,ELIZIANE GAMA,17.5,LUIS FERNANDO,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00004/2014,https://labareedanoticias.blogspot.com/2014/02/pesquisa-sao-luis-flavio-lidera.html,5833992000151,MA,MA,1,G,0.0,,,FLAVIO DINO,18.7,ELIZIANE GAMA,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00004/2014,https://labareedanoticias.blogspot.com/2014/02/pesquisa-sao-luis-flavio-lidera.html,5833992000151,MA,MA,1,S,,,,ROBERTO ROCHA,32.7,ROSEANA SARNEY,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00004/2014,https://labareedanoticias.blogspot.com/2014/02/pesquisa-sao-luis-flavio-lidera.html,5833992000151,MA,MA,1,PR,,,,DILMA ROUSSEFF,65.0,AECIO NEVES,7.8,EDUARDO CAMPOS,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00006/2014,https://antonioadomaral.blogspot.com/2014/04/pesquisa-em-campo-sai-quinta-feira24.html,5833992000151,MA,MA,1,G,,,,FLAVIO DINO,55.3,LUIS FERNANDO SILVA,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00015/2014,https://www.blogdomachado.com.br/2014/06/,5833992000151,MA,MA,1,G,,,,FLAVIO DINO,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00015/2014,https://www.blogdomachado.com.br/2014/06/,5833992000151,MA,MA,1,S,,,,ROBERTO ROCHA,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00031/2014,https://alexandre-pinheiro.blogspot.com/2014/08/flavio-dino-57-edinho-20-diz-pesquisa.html,5833992000151,MA,MA,1,G,0.0,,,FLAVIO DINO,36.0,LOBAO FILHO,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00031/2014,https://alexandre-pinheiro.blogspot.com/2014/08/flavio-dino-57-edinho-20-diz-pesquisa.html,5833992000151,MA,MA,1,G,1.0,,,FLAVIO DINO,54.0,LOBAO FILHO,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00031/2014,https://www.djalmasilva.com.br/2014_08_03_archive.html,5833992000151,MA,MA,1,G,0.0,,,FLAVIO DINO,57.0,EDINHO LOBAO ,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
