tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
GO-06913/2018,http://www.jatainews.com.br/2018/09/marconi-e-lucia-vania-lideram-corrida.html,BR,BRASIL,1,S,,,1.0,MARCONI PERILLO,"29,7",LUCIA VANIA,"29,4",VANDERLAN CARDOSO,"27,4",JORGE KAJURU,"26,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-06913/2018,https://www.jornalopcao.com.br/ultimas-noticias/pesquisa-grupom-caiado-tem-40-eliton-14-e-daniel-12-138135/,BR,BRASIL,1,G,,,,RONALDO CAIADO,40,JOSE ELITON,"13,9",DANIEL VILELA,"12,4",KATIA MARIA,"3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00545/2018,https://ronyuchoa.blogspot.com/2018/08/piaui-amostragem-lula-tem-7235-dos.html,BR,BRASIL,1,PR,1.0,,,LULA,"63,06",JAIR BOLSONARO,"8,27",CIRO GOMES,"5,28",MARINA SILVA,"4,93",GERALDO ALCKMIN,"2,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00545/2018,https://ronyuchoa.blogspot.com/2018/08/piaui-amostragem-lula-tem-7235-dos.html,BR,BRASIL,1,PR,0.0,,,LULA,"48,55",JAIR BOLSONARO,"6,95",CIRO GOMES,"2,46",MARINA SILVA,"2,29",GERALDO ALCKMIN,"1,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00742/2018,https://www.lagoinhanoticia.com.br/noticia/2583/,BR,BRASIL,1,PR,1.0,,,LULA,"68,43",JAIR BOLSONARO,"7,21",MARINA SILVA,"3,96",CIRO GOMES,"3,34",GERALDO ALCKMIN,"1,85",ALVARO DIAS,"1,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-06595/2018,http://mundodiario.com.br/ms/pesquisa-do-topmidianews-revela-fracasso-de-rose-modesto-na-corrida-pela-camara-federal/,BR,BRASIL,1,DF,,,,FABIO TRAD,"3,5",ZECA DO PT,3,DAGOBERTO NOGUEIRA,3,ALCIDES BERNAL,2,LUIZ HENRIQUE MANDETTA,2,ANTONIO CRUZ,"1,8",BETO PEREIRA,"1,5",MARCAL FILHO,"1,5",ELIZEU DIONIZIO,"1,3",MURILO ZAUITH,1,MARCIO MONTEIRO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00798/2018,http://www.fatimanews.com.br/mato-grosso-do-sul/nelsinho-e-zeca-do-pt-saem-na-frente-em-disputa-para-senado-veja-os/188298/,BR,BRASIL,1,S,1.0,,,NELSINHO TRAD,44,ZECA DO PT,26,WALDEMIR MOKA,18,PEDRO CHAVES,8,CHICO MAIA,5,MARCELO MIGLIOLI,"2,5",SERGIO HARFOUCHE,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00798/2018,https://www.bonitoinforma.com.br/politica/em-campo-grande-jair-bolsonaro-lidera-intencoes-de-votos-para/26252/,BR,BRASIL,1,PR,1.0,,,JAIR BOLSONARO,27,LULA,19,MARINA,9,ALVARO DIAS,6,CIRO GOMES,5,GERALDO ALCKMIN,4,FERNANDO COLLOR,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-06595/2018,https://www.costaricanews.com.br/top-pesquisas-durante-nova-prisao-rejeicao-de-puccinelli-aumenta-e-disputa-embola-de-vez/,BR,BRASIL,1,G,1.0,,,ODILON DE OLIVEIRA,21,ANDRE PUCCINELLI,19,REINALDO AZAMBUJA,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-01387/2018,https://portalw3.com.br/votar-em-candidatos-do-sul-e-a-melhor-opcao-no-domingo/,BR,BRASIL,1,PR,,,,JAIR BOLSONARO,"47,84",FERNANDO HADDAD,"9,76",GERALDO ALCKMIN,"5,28",CIRO GOMES,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
