tse_id,instituto,estado,cidade,estimulada,vv,position,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
SP-05998/2018,FLS,SP,SÃO PAULO,1.0,,G,JOAO DORIA,"20,3",PAULO SKAF,"18,2",MARCIO FRANÇA,"9,1",LUIZ MARINHO,5,MARCELO CANDIDO,"2,5",MAJOR COSTA E SILVA,"2,1",PROFESSORA LISETE,2,RODRIGO TAVARES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05998/2018,FLS,SP,SÃO PAULO,,,S,EDUARDO SUPLICY,29,MARIO COVAS,"17,5",MAJOR OLIMPIO,"14,4",ANTONIO NETO,"6,8",CIDINHA,"6,3",MARA GABRILLI,"5,5",TRIPOLI,"4,8",DRA. ELIANA FERREIRA,"3,9",JILMAR TATTO,"3,4",EDUCADOR DANIEL CARA,"2,6",MAURREN MAGGI,"2,6",DIOGO DA LUZ,"2,2",MARCELO BARBIERI,"2,2",MANCHA,2.0,SILVIA FERRARO,2.0,PEDRO HENRIQUE DE CRISTO,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-03700/2018,FLS,SP,SÃO PAULO,1.0,,PR,LULA,"27,8",JAIR BOLSONARO,"18,4",GERALDO ALCKMIN,"13,2",CIRO GOMES,"6,1",MARINA SILVA,6,ALVARO DIAS,"3,1",JOAO AMOEDO,"2,4",GUILHERME BOULOS,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-07987/2018,FLS,SP,SÃO PAULO,1.0,,PR,GERALDO ALCKMIN,"22,6",JAIR BOLSONARO,"13,6",LULA,"8,8",ALVARO DIAS,"6,2",MARINA SILVA,5,CIRO GOMES,"4,2",JOAO AMOEDO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-09462/2018,FLS,SP,SÃO PAULO,1.0,,G,JOAO DORIA,"20,8",MARCIO FRANÇA,20,PAULO SKAF,"12,4",LUIZ MARINHO,"2,8",ROGERIO CHEQUER,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05941/2018,FLS,SP,SÃO PAULO,1.0,,G,JOAO DORIA,"18,4",PAULO SKAF,"16,2",MARCIO FRANÇA,"8,9",LUIZ MARINHO,"3,2",PROF. LISETE ARELARO,"2,6",RODRIGO TAVARES,"1,8",ROGERIO CHEQUER,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05941/2018,FLS,SP,SÃO PAULO,,,S,EDUARDO SUPLICY,"28,6",MARTA SUPLICY,"23,1",JOSE LUIZ DATENA,"21,7",MARIO COVAS NETO,"13,8",MAJOR OLIMPIO,"10,1",JOSE ANIBAL,"5,5",RICARDO TRIPOLI,"4,5",JILMAR TATTO,"2,8",SILVIA FERRARO,2,EDUCADOR DANIEL CARA,"1,7",JOICE HASSELMANN,"1,7",CAUE MACRIS,"1,1",JAIR ANDREONI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08985/2018,FLS,SP,SÃO PAULO,1.0,,G,JOAO DORIA,"21,3",PAULO SKAF,"20,1",MARCIO FRANÇA,"10,8",LUIZ MARINHO,7,MARCELO CANDIDO,"2,2",PROFESSORA LISETE,"2,1",MAJOR COSTA E SILVA,2,RODRIGO TAVARES,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08985/2018,FLS,SP,SÃO PAULO,,,S,EDUARDO SUPLICY,"29,1",MARIO COVAS,"14,5",MAJOR OLIMPIO,"10,4",MARA GABRILLI,"7,9",MAURREN MAGGI,"7,9",TRIPOLI,"6,4",ANTONIO NETO,"5,5",CIDINHA,"4,3",JILMAR TATTO,"3,6",PROFESSORA SILVIA FERRARO,"2,2",DIOGO DA LUZ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00395/2016,FLS,SP,SÃO BERNARDO DO CAMPO,0.0,,P,LUIZ MARINHO,"14,9",ALEX MANENTE,"13,4",ORLANDO MORANDO,"11,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00395/2016,FLS,SP,SÃO BERNARDO DO CAMPO,1.0,,P,ALEX MANENTE,"34,7",ORLANDO MORANDO,"29,6",MARCELO LIMA,"5,4",TARCISIO SECOLI,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08782/2016,FLS,SP,AMPARO,0.0,,P,CARLOS ALBERTO,"12,5",JACOB,"10,4",ROGERIO CATANESE,7,EDISON LUIS,"1,7",EDGAR JORGE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08782/2016,FLS,SP,AMPARO,1.0,,P,CARLOS ALBERTO,"27,1",JACOB,"19,4",ROGERIO CATANESE,"15,4",EDISON LUIS,"4,7",EDGAR JORGE,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-09317/2016,FLS,SP,CABREÚVA,0.0,,P,HENRIQUE MARTIN,58,DRA. FATIMA,"3,3",MANGINI,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-09317/2016,FLS,SP,CABREÚVA,1.0,,P,HENRIQUE MARTIN,"78,8",DRA. FATIMA,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01917/2016,FLS,SP,CAMPO LIMPO,0.0,,P,DR. JAPIM,"7,2",DR. LUIZ,"6,7",ZE ROBERTO,"5,2",MARCAO,5,ODAIR,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01917/2016,FLS,SP,CAMPO LIMPO,1.0,,P,DR. JAPIM,"19,2",DR. LUIZ,"16,5",ZE ROBERTO,11,MARCAO,9,ODAIR,"7,2",TANIA MAURA,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00184/2016,FLS,SP,INDAIATUBA,0.0,,P,BRUNO GANEM,"18,6",REINALDO NOGUEIRA,"16,6",GASPAR,"7,4",GERVASIO,"5,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00184/2016,FLS,SP,INDAIATUBA,1.0,,P,BRUNO GANEM,"38,1",GASPAR,"17,8",GERVASIO,"16,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04410/2016,FLS,SP,ITUPEVA,1.0,,P,RICARDO BOCALON,"33,2",MARCAO MARCHI,"18,5",OCIMAR POLLI,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-02467/2016,FLS,SP,LOUVEIRA,0.0,,P,JUNIOR FINAMORE,"27,1",ESTANISLAU STECK,"10,8",DR. LUCIO,"2,7",JULIANO GASPARINI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-02467/2016,FLS,SP,LOUVEIRA,1.0,,P,JUNIOR FINAMORE,"36,2",ESTANISLAU STECK,"16,6",DR. LUCIO,"6,6",JULIANO GASPARINI,"4,4",PAULINHO,"2,9",MARIA REGORAO,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01462/2016,FLS,SP,SANTO ANDRÉ,0.0,,P,DR. AIDAN RAVIN,"16,3",CARLOS GRANA,"12,9",RAIMUNDO SALLES,"1,5",RAUTEMBERG,"1,1",PAULINHO SERRA,"1,1",AILTON LJMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01462/2016,FLS,SP,SANTO ANDRÉ,1.0,,P,DR. AIDAN RAVIN,"29,7",CARLOS GRANA,"26,9",RAIMUNDO SALLES,"4,2",PAULINHO SERRA,"2,4",AILTON LIMA,"1,8",FABIO PICARELLI,"1,6",RAUTEMBERG,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05604/2016,FLS,SP,CABREÚVA,1.0,,P,HENRIQUE MARTIN,"83,8",DRA. FATIMA,"4,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-09576/2016,FLS,SP,LOUVEIRA,0.0,,P,JUNIOR FINAMORE,31,ESTANISLAU STECK,"8,9",DR. LUCIO,"3,2",JULIANO GASPARINI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-09576/2016,FLS,SP,LOUVEIRA,1.0,,P,JUNIOR FINAMORE,"42,7",ESTANISLAU STECK,"13,9",DR. LUCIO,"8,2",JULIANO GASPARINI,"4,2",PAULINHO,"1,5",MARIA REGORAO,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-07267/2016,FLS,SP,PAULINIA,1.0,,P,DIXON,"22,7",PALITO,"21,2",TUTA,"11,8",SANDRO CAPRINO,"4,4",ANGELA DUARTE,"3,7",YAMADA,"2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00017/2012,ESCUTEC,MA,SÃO LUIS,0.0,,P,FLAVIO DINO,"32,1",TADEU PALACIO,"11,2",JOAO CASTELO,"9,4",EDVALDO HOLANDA JR,"6,6",ELIZIANE GAMA,"2,4",MARCOS SILVA,2,ROBERTO ROCHA,"1,6",WASHINGTON OLIVEIRA,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00017/2012,ESCUTEC,MA,SÃO LUIS,1.0,,P,FLAVIO DINO,"46,5",TADEU PALACIO,13,JOAO CASTELO,"12,8",EDVALDO HOLANDA JR,"8,3",ELIZIANE GAMA,"3,8",ROBERTO ROCHA,"2,1",WASHINGTON OLIVEIRA,"1,7",HAROLDO SABOIA,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00003/2012,ESCUTEC,MA,IMPERATRIZ,0.0,,P,SEBASTIAO MADEIRA,"27,7",ILDON MARQUES,"23,7",PASTOR PORTO,6,EDMILSON SANCHES,"4,5",CARLINHOS AMORIM,"4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00003/2012,ESCUTEC,MA,IMPERATRIZ,1.0,,P,SEBASTIAO MADEIRA,"32,7",ILDON MARQUES,"29,9",PASTOR PORTO,"12,9",CARLINHOS AMORIM,9,EDMILSON SANCHES,"8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00065/2012,ESCUTEC,MA,IMPERATRIZ,0.0,,P,SEBASTIAO MADEIRA,"43,1",CARLINHOS AMORIM,"9,3",ROSANGELA,"8,3",JUSTINO FILHO,"2,8",MAJOR MELO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00065/2012,ESCUTEC,MA,IMPERATRIZ,1.0,,P,SEBASTIAO MADEIRA,"48,8",CARLINHOS AMORIM,"13,9",ROSANGELA,"12,4",JUSTINO FILHO,"4,1",ADALBERTO,"1,7",MAJOR MELO,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00027/2012,ESCUTEC,MA,JOÃO LISBOA,0.0,,P,JAIRO MADEIRA,"48,2",PAULINHO,7,DR. ENOQUE,"6,3",EDNA MARIA,"5,6",CHICO SOARES,4,DRA. IRACILDA,"2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00027/2012,ESCUTEC,MA,JOÃO LISBOA,0.0,,V,VAL,"2,7",EVALDO,"2,3",OZIVAN DINIZ,2,VIEIRA,"1,7",JUNIOR HOLANDA,"1,7",ROBSON,"1,3",JOCELIO,"1,3",PEDRO DO CACAU,"1,3",MARIA TERESINHA,1,NEGRO,1,LUIS VICENTE,1,SONINHA MOTA,1,DOMINGOS,1,RAIMUNDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00027/2012,ESCUTEC,MA,JOÃO LISBOA,1.0,,P,JAIRO MADEIRA,"54,8",DR. ENOQUE,10,PAULINHO,"7,3",EDNA MARIA,"7,3",CHICO SOARES,"4,3",DRA. IRACILDA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00028/2012,ESCUTEC,MA,PRESIDENTE DUTRA,0.0,,P,JURAN CARVALHO,"31,8",RAIMUNDO DA AUDIOLAR,"26,5",PRISCYLLA SA,4,PASTOR RAIMUNDO COMES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00028/2012,ESCUTEC,MA,PRESIDENTE DUTRA,0.0,,V,RAIMUNDO NAVA,"5,5",JARBAS,"4,3",SILVIA,3,TONINHO VELOSO,"2,5",DIONIZIO,"2,3",RONALDO,"2,3",CHICAO,"2,3",ITAMAR,"1,3",ZEZAO,"1,3",JURIVAN,1,PAIZINHO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00028/2012,ESCUTEC,MA,PRESIDENTE DUTRA,1.0,,P,JURAN CARVALHO,"41,5",RAIMUNDO DA AUDIOLAR,"28,8",PRISCYLLA SA,"9,3",PASTOR RAIMUNDO COMES,"3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00042/2012,ESCUTEC,MA,SÃO LUIS,0.0,,P,JOAO CASTELO,"21,6",TADEU PALACIO,"12,5",EDVALDO HOLANDA JR.,"7,9",FLAVIO DINO,"7,1",ELIZIANE GAMA,"2,8",WASHINGTON OLIVEIRA,2,HAROLDO SABOIA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00042/2012,ESCUTEC,MA,SÃO LUIS,1.0,,P,JOAO CASTELO,"26,3",TADEU PALACIO,"25,3",EDVALDO HOLANDA JR.,"17,4",ELIZIANE GAME,"8,8",HAROLDO SABOIA,"3,5",WASHINGTON OLIVEIRA,"3,4",MARCOS SILVA,"2,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00035/2014,IBOPE,MG,MINAS GERAIS,0.0,,DE,WELLINGTON PRADO,2,LUIZ HUMBERTO CARNEIRO,1,LISA PRADO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00035/2014,IBOPE,MG,MINAS GERAIS,0.0,,DF,WELLINGTON PRADO,1,ELISMAR PRADO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00035/2014,IBOPE,MG,MINAS GERAIS,0.0,,G,FERNANDO PIMENTEL,10,MARIA DA CONSOLAÇÃO ROCHA,1,PIMENTA DA VEIGA,8,VANESSA PORTUGAL,3,WELLINGTON PRADO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00035/2014,IBOPE,MG,MINAS GERAIS,0.0,,S,ANTONIO ANASTASIA,18,JOSUE GOMES DA SILVA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00035/2014,IBOPE,MG,MINAS GERAIS,0.0,,PR,AECIO NEVES,26,DILMA ROUSSEFF,23,EDUARDO CAMPOS,5,JOSE MARIA,1,PASTOR EVERALDO PEREIRA,1,LULA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00035/2014,IBOPE,MG,MINAS GERAIS,1.0,,G,FERNANDO PIMENTEL,29,MARIA DA CONSOLAÇÃO ROCHA,2,PIMENTA DA VEIGA,19,VANESSA PORTUGAL,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00035/2014,IBOPE,MG,MINAS GERAIS,1.0,,S,ANTONIO ANASTASIA,52,JOSUE GOMES DA SILVA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00035/2014,IBOPE,MG,MINAS GERAIS,1.0,,PR,AECIO NEVES,40,DENISE ABREU,1,DILMA ROUSSEFF,29,EDUARDO CAMPOS,7,JOSÉ MARIA,2,PASTOR EVERALDO PEREIRA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-04200/2016,MULTIDADOS,MG,ITABIRITO,1.0,,P,ORLANDO CALDEIRA,40,ARNALDO,36,LUIZ NIQUINI,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00122/2018,MULTIDADOS,MG,MINAS GERAIS,0.0,,G,ROMEU ZEMA,"26,8",ANASTASIA,"5,3",FERNANDO PIMENTEL,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00122/2018,MULTIDADOS,MG,MINAS GERAIS,1.0,,G,ROMEU ZEMA,"41,5",ANASTASIA,"7,3",FERNANDO PIMENTEL,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00122/2018,MULTIDADOS,MG,MINAS GERAIS,1.0,,PR,BOLSONARO,"28,3",FERNANDO HADDAD,"10,8",AMOEDO,"6,8",CIRO GOMES,"3,5",MARINA SILVA,"2,3",GERALDO ALCKMIN,"2,3",HENRIQUE MEIRELLES,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00122/2018,MULTIDADOS,MG,MINAS GERAIS,1.0,,S,DILMA ROUSSEFF,"14,8",RODRIGO PAIVA,"7,2",RODRIGO PACHECO,"4,5",MIGUEL CORREA,"2,6",TULIO LOPES,"2,2",VANESSA PORTUGAL,"1,8",DINIZ PINHEIRO,"1,5",DUDA SALABERT,"1,2",CARLOS VIANA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-06457/2018,MULTIDADOS,MG,MINAS GERAIS,,,PR,MARINA SILVA,4,JOAO AMOEDO,2,JAIR BOLSONARO,40,HENRIQUE MEIRELLES,2,GUILHERME BOULOS,1,GERALDO ALCKMIN,5,FERNANDO HADDAD,24,CIRO GOMES,8,CABO DACIOLO,1,ALVARO DIAS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-06457/2018,MULTIDADOS,MG,MINAS GERAIS,,,G,ROMEU ZEMA,14,JOAO BATISTA MARES,2,FERNANDO PIMENTEL,25,DIRNELE MARQUES,2,CLAUDINEY DULIM,1,ANTONIO ANASTASIA,37,ADALCLEVER LOPES,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-06457/2018,MULTIDADOS,MG,MINAS GERAIS,,,S,VANESSA PORTUGAL BARNOSA,3,RODRIGO PAIVA,10,RODRIGO PACHECO,20,PROFESSOR TULIO LOPES,2,MIGUEL CORREA JR.,8,KAKA MENEZES,2,JORNALISTA CARLOS VIANA,18,FABIO CHEREN,12,EDSON ANDRE,1,DUDA SALABERT,2,DINIS PINHEIRO,20,DILMA ROUSSEFF,31,CORONEL LACERDA,3,BISPO DAMASCENO,2.0,ANA ALVES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-01398/2016,MULTIDADOS,MG,SANTO ANTONIO DO GRAMA,1.0,,P,AFRANINHO,3,ALCIONE,46,JERFERSON,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-09264/2016,MULTIDADOS,MG,SETE LAGOAS,0.0,,P,ANDRE LONGO,2,CARAMELO,17,EMILIO,19,RAMSES DE CASTRO,1,RONALDO CANAVRAVA,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-09264/2016,MULTIDADOS,MG,SETE LAGOAS,1.0,,P,ANDRE LONGO,5,CARAMELO,26,EMILIO,35,IGOR DO ALTISSIMO,1,MESTRE TRANQUILO,2,RAMSES DE CASTRO,2,RONALDO CANAVRAVRA,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-08563/2016,MULTIDADOS,MG,SETE LAGOAS,0.0,,P,ANDRE LONGO,3,CARAMELO,21,EMILIO,24,RAMSES DE CASTRO,1,RONALDO CANABRAVA,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-08563/2016,MULTIDADOS,MG,SETE LAGOAS,1.0,,P,ANDRE LONGO,5,CARAMELO,30,EMILIO,37,MESTRE TRANQUILO,1,RAMSES DE CASTRO,2,RONALDO CANABRAVA,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-01664/2016,PARANA,SC,FLORIANÓPOLIS,0.0,,P,GEAN LOUREIRO,"38,5",ANGELA AMIN,"29,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-01664/2016,PARANA,SC,FLORIANÓPOLIS,1.0,,P,GEAN LOUREIRO,"43,4",ANGELA AMIN,"34,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04361/2018,PARANA,SP,SÃO PAULO,1.0,,G,JOAO DORIA,"30,1",CELSO RUSSOMANO,"29,1",PAULO SKAF,"12,9",LUIZ MARINHO,"3,6",MARCIO FRANÇA,"2,5",RODRIGO GARCIA,"1,9",CARLOS GIANNAZI,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04361/2018,PARANA,SP,SÃO PAULO,1.0,,G,JOAO DORIA,"29,2",CELSO RUSSOMANO,"28,2",PAULO SKAF,"12,2",FERNANDO HADDAD,"9,4",MARCIO FRANÇA,"2,2",RODRIGO GARCIA,"1,8",CARLOS GIANNAZI,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04361/2018,PARANA,SP,SÃO PAULO,1.0,,G,CELSO RUSSOMANO,"37,5",PAULO SKAF,"18,8",LUIZ MARINHO,"4,2",MARCIO FRANÇA,4,LUIZ FELIPE D'AVILA,"2,8",RODRIGO GARCIA,"2,5",CARLOS GIANNAZI,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
