outro_id,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,MG-01005/2012,https://pt.scribd.com/document/323873353/Pines-320D-Modulo-Hidrahulico-docx,MG,SÃO SEBASTIÃO DO PARAÍSO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-01235/2012,https://giseldacampos-jornalista.blogspot.com/2012/10/,MG,UBERABA,1.0,P,,,,LERIN,"44,1",PIAU,"39,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-01252/2012,https://politica.estadao.com.br/blogs/radar-politico/em-uberaba-pesquisas-apontam-resultados-opostos/,MG,UBERABA,1.0,P,1.0,,1.0,Paulo Piaui ,55,Lerin,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-02729/2016,https://www.facebook.com/Partido-da-Rep%C3%BAblica-952896564819130/posts/,MG,FRUTAL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-03130/2016,https://www.calameo.com/books/001549213819dbc522fda,MG,PRESIDENTE OLEGÁRIO,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-03378/2016,http://www.gazetanortemineira.com.br/noticias/regional/instituto-verita-aponta-empate-em-porteirinha,MG,PORTEIRINHA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-03606/2016,https://www.patoshoje.com.br/noticia/pesquisa-do-instituto-verita-mostra-a-intencao-de-voto-dos-eleitores-de-lagoa-formosa-30909.html,MG,LAGOA FORMOSA,1.0,P,1.0,,1.0,Didi,58.5,Corete,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-03990/2016,https://www.patosnoticias.com.br/noticia/18737-jose-eustaquio-cresce-na-corrida-eleitoral-para-prefeito-aponta-pesquisa-da-band-triangulo,MG,PATOS DE MINAS,1.0,P,1.0,,,José Estáquio,56.7,Amarildo Ferreira,23,Jader Carvalho ,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-04416/2016,https://bastidoresdecontagem.blogspot.com/2016/10/alex-de-freitas-segue-na-frente-em.html,MG,CONTAGEM,1.0,P,1.0,,,Alex de Freitas ,69.3,Carlin Moura,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-04609/2016,https://tribunademinas.com.br/noticias/politica/27-08-2016/outra-pesquisa-e-registrada.html,MG,JUIZ DE FORA,1.0,P,1.0,,,BRUNO SIQUEIRA,"19,9",MARGARIDA SALOMAO,"19,1",NORADINO JUNIOR,"16,8",LAFAYETTE ANDRADA,"2,7",WILSON DA REZATO,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-04725/2016,http://gazetadotriangulo.com.br/tmp/radar/radar-freio-de-mao/,MG,ARAGUARI,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-04983/2016,https://www.patosnoticias.com.br/noticia/18667-pesquisa-da-band-triangulo-aponta-que-jose-eustaquio-lidera-a-corrida-eleitoral-em-patos-de-minas,MG,PATOS DE MINAS,1.0,P,1.0,,,José Estáquio,39.3,Amarildo Ferreira,25.5,Jader Carvalho ,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-04984/2016,https://folhauberaba.com.br/noticias/nova-pesquisa-coloca-o-prefeito-na-frente,MG,UBERABA,1.0,P,,,,PIAUI,"24,7",LERIN,"20,8",WAGNER JUNIOR,"14,4",ANGELA MAIRINK,"4,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-04988/2016,https://issuu.com/websano/docs/diario13092016,MG,GOVERNADOR VALADARES,1.0,P,1.0,,,ANDRE MERLO,"68,3",RICARDO PEDROSA,5,GLEDSON GUETAO,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-04988/2016,https://issuu.com/websano/docs/diario13092016,MG,GOVERNADOR VALADARES,1.0,P,0.0,,,ANDRE MERLO,"67,6",RICARDO PEDROSA,"4,8",GLEDSON GUETAO,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-05011/2016,https://odelmoleao.com.br/odelmo-leao-lidera-pesquisa-veritaband-com-834-dos-votos-validos/,MG,UBERLÂNDIA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-07222/2016,https://pontalemfoco.com.br/destaque-noticias/pesquisa-aponta-fued-dib-na-frente-em-possivel-disputa-para-prefeito-de-ituiutaba/,MG,ITUIUTABA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-07244/2016,https://juizdeforasegura.blogspot.com/2016/10/ibope-votos-validos-bruno-tem-60-e.html,MG,JUIZ DE FOR A,1.0,P,1.0,,,Bruno,49,Margarida,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-07244/2016,https://tribunademinas.com.br/noticias/politica/28-10-2016/ibope-aponta-bruno-com-49-e-margarida-com-33.html,MG,UNAÍ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-07429/2016,https://www.youtube.com/watch?v=YrneHIzrJmk,MG,NOVA PONTE,1.0,P,1.0,,,DR. HILTON,"48,7",LINDON,"37,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-07456/2016,https://www.tudoemdia.com/2016/08/30/fued-dib-tem-366-das-intencoes-de-votos-em-ituiutaba-diz-verita/,MG,ITUIUTABA,1.0,P,1.0,,,FUED DIB,"36,6",PUBLIO CHAVES JR.,"18,7",ANDRE JANONES,"18,2",LUIZ MANOEL,"3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-07505/2016,https://giseldacampos-jornalista.blogspot.com/2016/07/conta-gotasnoticias_17.html,MG,UBERABA,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08148/2016,http://gazetadotriangulo.com.br/tmp/noticias/araguari-garante-1o-lugar-em-aprovacao-dos-eleitores-aponta-pesquisa/,MG,ARAGUARI,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08520/2016,http://pontalemfoco.com.br/2016/09/,MG,ITUIUTABA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08525/2016,https://www.rodrigoportari.com.br/?p=14311,MG,FRUTAL,1.0,P,1.0,,,Ciça,53.4,Caio Heitor,14,Gilsen,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08635/2016,http://patosagora.net/noticia/pesquisa-aponta-percentual-de-favoritismo-para-os-possiveis-candidatos-a-prefeitura,MG,PATOS DE MINAS,1.0,P,1.0,,,Béia,36.4,Zé Humberto ,27.1,Zé Eustáquio,12.7,Dr Nakao,7.3,Coronel Elias,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09007/2016,http://jetibaonline.com/instituto-contratado-por-hilario-roepke-para-realizar-pesquisa-responde-12-processos-por-fraude-no-brasil/,MG,MONTE CARMELO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09427/2016,https://issuu.com/websano/docs/diario01102016,MG,GOVERNADOR VALADARES,1.0,P,1.0,,1.0,ANDRE,"85,4",RICARDO PEDROSA,"9,5",GLEDSTON GUETAO,"4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09427/2016,https://issuu.com/websano/docs/diario01102016,MG,GOVERNADOR VALADARES,1.0,P,0.0,,,ANDRE,"62,5",RICARDO PEDROSA,6,GLEDSTON GUETAO,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00026/2014,https://www.campograndenews.com.br/politica/delcidio-tem-39-3-e-disputa-pelo-segundo-lugar-e-acirrada-diz-pesquisa,MS,MATO GROSSO DO SUL,1.0,S,1.0,,,Delcídio Amaral,39.3,Nelsinho 23.7,Azambuja,21.6,Evander,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00351/2014,MS-00026/2014,https://www.campograndenews.com.br/politica/em-ms-dilma-tem-41-e-aecio-segue-na-disputa-com-25-8,MS,MATO GROSSO DO SUL,1.0,Pr,1.0,,,Dilma ,41,Aecio,25.8,Eduardo Campos ,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-08748/2016,https://www.topmidianews.com.br/politica/em-campo-grande-cinco-pesquisas-esquentam-sexta-feira-antes-das/56069/,MS,CAMPO GRANDE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-09497/2016,http://www.douranews.com.br/index.php/politica/item/100728-tres-pesquisas-eleitorais-sao-registradas-em-dourados,MS,DOURADOS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-00166/2012,https://www.zedudu.com.br/mais-duas-pesquisas-registradas-na-justia-eleitoral-em-parauapebas/,PA,PARAUAPEBAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-08444/2016,https://www.casemine.com/judgement/uk/5b2897e12c94e06b9e19cd3c,PA,BELÉM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PB-08081/2018,http://www.portals1.com.br/veja-a-pesquisa-para-o-senado-na-paraiba/,PB,PARAÍBA,1.0,S,1.0,,,Cássio Cunha Lima,28.6,Veneziano Vital,28.3,Daniella Ribeiro,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PB-08081/2018,https://alagoinhaemfoco.blogspot.com/2018/09/pesquisa-verita-joao-azevedo-dispara-e.html,PB,PARAÍBA,1.0,G,,,,João Azevedo,35.5,Lucélio Cartaxo,19.1,José Maranhão ,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PB-08128/2018,http://www.24brasil.com/geral/pesquisa-abortada-instituto-verita-registrou-divulgacao-de-numeros-para-ontem-mas-ate-o-momento-faz-silencio-sobre-dados/365407-noticias,PB,PARAÍBA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00006/2014,http://transparencia.mprs.mp.br/publicacao_anual/rol_documentos/classificados/2017/12/,PR,PARANÁ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00032/2014,https://issuu.com/asemananews/docs/350_dani/8,PR,PARANÁ,1.0,G,,,,Beto Richa,44,Requião,28,Gleisi,10,Ogier,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-06058/2016,https://www.bocamaldita.com/1119832040/,PR,MARINGÁ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-06542/2016,https://www.fabiocampana.com.br/2016/07/em-curitiba-verita-em-campo/,PR,CURITIBA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-09095/2016,https://issuu.com/edcorreioparanaense/docs/correio_2de98c5251c97d/3,PR,CURITIBA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-09933/2018,https://www.jagostinho.com.br/2018/10/01/parana-ultimas-pesquisas-sao-registradas-para-governo-e-senado/,PR,PARANÁ,1.0,S,,,,Beto Richa,17,Requião,39,Flavio Arns,16,Oriovisto Guimarães,15,Canziani,14,Gonçalves,7,Nelton ,3.0,Parmigiani,2,Barroso ,2.0,Boni,2.0,Tomazini,2.0,Adão ,1.0,Mezarobba,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-09933/2018,https://www.jagostinho.com.br/2018/10/01/parana-ultimas-pesquisas-sao-registradas-para-governo-e-senado/,PR,PARANÁ,1.0,G,,,,Ratinho Junior,44,Cida Borghetti,17,Arruda,10,Rosinha,6,Buchi,2,Piva ,1,Bernardo,1.0,Ebara,1,Bernardi,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00011/2012,https://saotomenoticias.blogspot.com/2012/04/pesquisa-em-macaiba.html,RN,MACAÍBA,1.0,P,1.0,,,Fernando Cunha,54,Marília Dias,22.75,Luizinho,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00019/2012,https://nominuto.com/noticias/politica/carlos-eduardo-alves-obtem-3638-do-voto-espontaneo/85540/,RN,NATAL,1.0,P,0.0,,,CARLOS EDUARDO,"36,38",WILMA DE FARIA,"2,71",MICALA DE SOUSA,"2,14",ROGERIO MARINHO,"1,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00019/2012,https://nominuto.com/noticias/politica/carlos-eduardo-sobe-10-pontos-com-o-apoio-de-wilma-de-faria/85539/,RN,NATAL,1.0,P,1.0,,,CARLOS EDUARDO,"59,63",ROGERIO MARINHO,"9,84",HERMANO MORAIS,"7,28",FERNANDO MINEIRO,"4,42",MICARLA DE SOUSA,"2,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00021/2014,https://deolhoemmipibu.blogspot.com/2014/09/robinson-faria-55-dispara-nas-pesquisas.html,RN,RIO GRANDE DO NORTE,1.0,G,,,,Robinson ,28.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00026/2014,http://www.apodiario.com.br/2014/09/robinson-cresce-em-mossoro-e-empata-com.html,RN,RIO GRANDE DO NORTE,1.0,G,,,,Robinson,15.33,Henrique,18.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00032/2014,https://jairgomesapodi.blogspot.com/2014/09/politica-pesquisa-certus-fatima-tem.html,RN,RIO GRANDE DO NORTE,1.0,S,,,,Fátima Bezerra,43.07,Vilma de Faria,31.76,Ronconi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00033/2014,https://informativopolitico.blogspot.com/2014/09/,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,FATIMA BEZERRA,"37,82",WILMA DE FARIA,"21,83",PROF. ANA,"1,52",ROBERTO RONCONI,"1,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00033/2014,https://informativopolitico.blogspot.com/2014/09/,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,ROBINSON,"30,2",HENRIQUE,"27,92",RIBEIRO,"1,27",SIMONE,"1,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00037/2014,https://blogdomaxbezerra.blogspot.com/2014/09/,RN,RIO GRANDE DO NORTE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00038/2012,https://issuu.com/jornaldehoje/docs/23072012,RN,PARELHAS,1.0,P,1.0,,,FRANCISCO,"49,2",HUMBERTO,"31,4",JACKNAMAR,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00038/2012,https://issuu.com/jornaldehoje/docs/23072012,RN,PARELHAS,1.0,P,0.0,,,FRANCISCO,"44,2",HUMBERTO,"22,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00043/2012,https://aristidessiqueira.blogspot.com/2012/08/tcmcertus-divulga-numeros-da-2-pesquisa.html,RN,MOSSORÓ,1.0,P,0.0,,,Larissa Rosado,31.4,Cláudia Regina,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00043/2012,https://aristidessiqueira.blogspot.com/2012/08/tcmcertus-divulga-numeros-da-2-pesquisa.html,RN,MOSSORÓ,1.0,P,1.0,,,Larissa Rosado,42.4,Cláudia Regina,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00044/2014,https://www.blogdobg.com.br/blogdobg-fecha-parceira-com-certus-e-vai-publicar-pesquisa-para-governador-e-presidente/,RN,RIO GRANDE DO NORTE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00045/2014,http://www.blogbarrapesada.com/2014_10_22_archive.html,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,1.0,Robinson,"51,56",Henrique Alves,"48,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00052/2012,https://nossapaudosferrosrn.blogspot.com/2012/08/pesquisa-correio-da-tardecertus-aponta.html,RN,PAU DOS FERROS,1.0,P,1.0,,,Fabrício,57.5,Zélia,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00064/2012,https://www.thaisagalvao.com.br/2012/08/24/certus-pesquisa-publicada-na-tribuna-do-domingo-trara-avaliacao-do-povo-sobre-campanha-eleitoral/,RN,NATAL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00066/2012,https://www.blogdobg.com.br/certus-prefeito-ivan-junior-lidera-em-assu-com-66-das-intencoes-de-voto/,RN,ASSÚ,1.0,P,1.0,,,Ivan Júnior,66.75,George Soares,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00067/2012,https://nominuto.com/noticias/politica/mauricio-lidera-pesquisa-em-parnamirim/88705/,RN,PARNAMIRIM,1.0,P,,,,Maurício Marques,43.54,Gilson,33.56,Holanda,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00071/2012,https://issuu.com/tribunadonorte/docs/844b55210f069f4b9f4d2bb4d8c122b322ffc1e2/3,RN,NATAL,1.0,P,1.0,,,Carlos Eduardo ,50,Hermano Morais,13.8,Fernando Mineiro ,6.5,Paulinho ,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00073/2012,https://jardimgospelcompartilhe.blogspot.com/2012/09/larissa-rosado-na-dianteira-em-mossoro.html,RN,MOSSORÓ,1.0,P,0.0,,,Larissa Rosado,41.8,Cláudia Regina,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00073/2012,https://jardimgospelcompartilhe.blogspot.com/2012/09/larissa-rosado-na-dianteira-em-mossoro.html,RN,MOSSORÓ,1.0,P,1.0,,,Larissa Rosado,46.8,Cláudia Regina,36,Prof. Josué,1.6,Cinquentinha,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00082/2012,http://www.blogbarrapesada.com/2012_09_05_archive.html,RN,MACAÍBA,1.0,P,1.0,,,Fernando Cunha,50.7,Marília ,30,Menguita,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00082/2012,http://www.blogbarrapesada.com/2012_09_05_archive.html,RN,MACAÍBA,1.0,P,0.0,,,Fernando Cunha,44.25,Marília ,28,Menguita,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00098/2012,https://issuu.com/tribunadonorte/docs/203a3edb9d7282165e8aa3f1362a8027b3ba41f0/3,RN,NATAL,1.0,P,1.0,,,Carlos Eduardo ,44.75,Hermano Morais,16.88,Fernando Mineiro ,7.7,Paulinho ,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00100/2012,https://saovicentenews.blogspot.com/2012/09/,RN,JARDIM DO SERIDÓ,1.0,P,1.0,,,PADRE JOCIMAR,"48,29",AMAZAN,"45,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00100/2012,https://saovicentenews.blogspot.com/2012/09/,RN,JARDIM DO SERIDÓ,1.0,P,0.0,,,PADRE JOCIMAR,"47,71",AMAZAN,"42,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00105/2012,https://cefascarvalhojornalista.blogspot.com/2012/09/pesquisa-certus-nominuto-mostra.html,RN,PARNAMIRIM,1.0,P,,,,Maurício Marques,44.67,Gilson,32.22,Holanda,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
