tse_id;url;NM_UE;util;position;estimulada;suspensa;vv;cand1;resul1;cand2;resul2;cand3;resul3;cand4;resul4;cand5;resul5;cand6;resul6;cand7;resul7;cand8;resul8;cand9;resul9;cand10;resul10;cand11;resul11;cand12;resul12;cand13;resul13;cand14;resul14;cand15;resul15;cand16;resul16;cand17;resul17;cand18;resul18;cand19;resul19;cand20;resul20;cand21;resul21;cand22;resul22;cand23;resul23;cand24;resul24;cand25;resul25;cand26;resul26;cand27;resul27;cand28;resul28;cand29;resul29;cand30;resul30;cand31;resul31;cand32;resul32;cand33;resul33;cand34;resul34;cand35;resul35;cand36;resul36;cand37;resul37;cand38;resul38;cand39;resul39;cand40;resul40;cand41;resul41;cand42;resul42;cand43;resul43;manual_filename;SG_UE;obs;new_id;sg_uf.x;instituto;total;year;for_patch_2;person;for_patch_1;br_poll_id;state_poll_id;cannot_find_id;tse_id_new;scenario;for_patch_3;OBS;new_tse_id;for_patch_5;for_patch_4;ID;OBS.1;for_patch_7;CNPJ;for_patch_6;for_patch_9;for_patch_9_round_2
BR-08361/2018;https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/07/SPFederal_M%C3%ADdia-1julho.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;21.1;LULA;21;GERALDO ALCKMIN;16.4;MARINA SILVA;8;CIRO GOMES;4.9;ALVARO DIAS;4.1;JOAO AMOEDO;1.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;768;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-08361/2018;https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/07/SPFederal_M%C3%ADdia-1julho.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;22.3;GERALDO ALCKMIN;19;MARINA SILVA;10.4;CIRO GOMES;8.1;ALVARO DIAS;4.5;FERNANDO HADDAD;4;JOAO AMOEDO;1.4;MANUELA D'AVILA;1.2;GUILHERME BOULOS;1.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;72;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-08786/2018;http://www.radarhoje.com/2018/05/pesquisa-mostra-fatima-garibaldi-e-ciro.html;BRASIL;1;pr;1;NA;NA;CIRO GOMES;11.43;CANDIDATO PT;11.59;MARINA SILVA;9.02;JAIR BOLSONARO;3.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/23-(bing_output5_filtered(493))-fran2-pedro_revisado-entrega.xlsx.csv;NA;NA;NA;NA;NA;3558;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-08786/2018;https://blogdachris.com/post/coluna-da-chris/1461/;BRASIL;1;pr;1;NA;NA;LULA;40.07;JAIR BOLSONARO;7.73;CIRO GOMES;2.98;MARINA SILVA;2.91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/23-(bing_output5_filtered(493))-fran2-pedro_revisado-entrega.xlsx.csv;NA;NA;NA;NA;NA;5369;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-09235/2018;https://s3.amazonaws.com/gp-eleicoes2018/eleicoes/2018/wp-content/uploads/2018/06/20172442/ParanaPesquisas-presidencia-eleitorado-sp-201806.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;21.6;GERALDO ALCKMIN;19.1;MARINA SILVA;12.6;CIRO GOMES;8.9;ALVARO DIAS;4;JOAO AMOEDO;1.2;HENRIQUE MEIRELLES;1.1;MANUELA D'AVILA;1;JAQUES WAGNER;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;705;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-09235/2018;https://s3.amazonaws.com/gp-eleicoes2018/eleicoes/2018/wp-content/uploads/2018/06/20172442/ParanaPesquisas-presidencia-eleitorado-sp-201806.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;20.6;LULA;19.5;GERALDO ALCKMIN;16.7;MARINA SILVA;9;CIRO GOMES;5.6;ALVARO DIAS;3.5;JOAO AMOEDO;1.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;76;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-09235/2018;https://s3.amazonaws.com/gp-eleicoes2018/eleicoes/2018/wp-content/uploads/2018/06/20172442/ParanaPesquisas-presidencia-eleitorado-sp-201806.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;21.4;GERALDO ALCKMIN;18.4;MARINA SILVA;11.7;CIRO GOMES;8.3;FERNANDO HADDAD;5.1;ALVARO DIAS;3.9;JOAO AMOEDO;1.2;HENRIQUE MEIRELLES;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;71;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-09710/2018;https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/05/BA_Federal_M%C3%ADdia-2.pdf;BRASIL;1;pr;1;NA;NA;LULA;43.4;JAIR BOLSONARO;16.8;MARINA SILVA;8.3;CIRO GOMES;7.1;ALVARO DIAS;3.8;GERALDO ALCKMIN;3.2;FLAVIO ROCHA;1.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;839;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-09710/2018;https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/05/BA_Federal_M%C3%ADdia-2.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;19.6;MARINA SILVA;18;CIRO GOMES;13.5;GERALDO ALCKMIN;5;ALVARO DIAS;4.9;FERNANDO HADDAD;1.9;FLAVIO ROCHA;1.6;MANUELA D'AVILA;1.4;RODRIGO MAIA;1.4;HENRIQUE MEIRELES;1.2;JOAO AMOEDO;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;695;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-09898/2018;https://images.infomoney.com.br/uploads/eleicoes2018/xp_poll__2018_07_02.pdf?_ga=2.13911799.1742761764.1531630194-54615565.1480538211;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;21;FERNANDO HADDAD;12;MARINA SILVA;11;CIRO GOMES;8;GERALDO ALCKMIN;7;ALVARO DIAS;4;HENRIQUE MEIRELLES;2;MANUELA D'AVILA;2;GUILHERME BOULOS;1;FLAVIO ROCHA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;69;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-09898/2018;https://images.infomoney.com.br/uploads/eleicoes2018/xp_poll__2018_07_02.pdf?_ga=2.13911799.1742761764.1531630194-54615565.1480538211;BRASIL;1;pr;1;NA;NA;LULA;30;JAIR BOLSONARO;20;MARINA SILVA;10;GERALDO ALCKMIN;7;CIRO GOMES;7;ALVARO DIAS;5;HENRIQUE MEIRELLES;2;MANUELA D'AVILA;1;JOAO AMOEDO;1;GUILHERME BOULOS;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-09989/2018;http://www.folharondoniense.com.br/geral/bolsonaro-abre-vantagem-de-10-pontos-sobre-alckmin-em-sp-68-rejeitam-haddad-mostra-xp-ipespe/;SÃO PAULO;1;pr;1;NA;NA;BOLSONARO;21;ALCKMIN;20;CIRO GOMES;9;MARINA SILVA;10;HADDAD;5;JOAO AMOEDO;0;ALVARO DIAS;4;HENRIQUE MEIRELLES;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/22-(leva-geral2_leva7)-fran1-salvaged-entrega.csv.csv;NA;NA;NA;NA;NA;69;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-09989/2018;https://especiais.gazetadopovo.com.br/eleicoes/2018/pesquisas-eleitorais/ipespe/xp-ipespe-em-sao-paulo-bolsonaro-supera-alckmin-e-lidera-com-25-das-intencoes-de-voto/;SÃO PAULO;1;pr;1;NA;NA;BOLSONARO;25;ALCKMIN;15;CIRO GOMES;9;MARINA SILVA;8;HADDAD;8;JOAO AMOEDO;5;ALVARO DIAS;3;HENRIQUE MEIRELLES;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/22-(leva-geral2_leva7)-fran1-salvaged-entrega.csv.csv;NA;NA;NA;NA;NA;75;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-00003/2012;http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Cachoeiro_201202_V00_SiteFutura.pdf;CACHOEIRO DE ITAPEMIRIM;1;p;1;NA;NA;THEODORICO FERRACO;46.5;GLAUBER COELHO;21.2;CARLOS CASTEGLIONE;15.5;ABEL SANTANA;7;ROBERTO VALADAO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;922;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-00003/2012;http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Cachoeiro_201202_V00_SiteFutura.pdf;CACHOEIRO DE ITAPEMIRIM;1;p;1;NA;NA;THEODORICO FERRACO;44.2;GLAUBER COELHO;19.2;CARLOS CASTEGLIONE;14.8;CAMILO COLA;7.8;ABEL SANTANA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;93;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-00004/2014;https://www.vilanoticias.com/em-vitoria-hartung-sai-na-frente-com-379/;ESPÍRITO SANTO;1;s;1;NA;NA;FABIANO CONTARATO;23.4;JOAO COSER;22.9;ROSE FREITAS;15.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;62;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-00004/2014;https://www.vilanoticias.com/em-vitoria-hartung-sai-na-frente-com-379/;ESPÍRITO SANTO;1;s;1;NA;NA;PAULO HARTUNG;43.4;FABIANO CONTARATO;17.5;JOAO COSER;16.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;776;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-00005/2012;http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Colatina_201202_SiteFutura.pdf;COLATINA;1;p;1;NA;NA;PAULO FOLETTO;35.2;GUERINO BALESTRASSI;24;JOSIAS VITORIA;9.8;CIRILO TARSO;8.2;MARCELINO FRAGA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;832;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-00005/2012;http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Colatina_201202_SiteFutura.pdf;COLATINA;1;p;1;NA;NA;PAULO FOLETTO;36.2;LEONARDO DEPTULSKI;19.8;JOSIAS VITORIA;10.5;CIRILO TARSO;8;MARCELINO FRAGA;6.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;81;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-00011/2012;http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Vitoria_201203_V00_SiteFutura.pdf;VITÓRIA;1;p;1;NA;NA;LUIZ PAULO VELLOZO LUCAS;25.2;LUCIANO REZENDE;19.3;IRINY LOPES;10.3;LELO COIMBRA;6.7;JOSE ESMERALDO;6;MAX MATA;4;SERGIO MAGALHAES;1.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;727;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-00011/2012;http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Vitoria_201203_V00_SiteFutura.pdf;VITÓRIA;1;p;1;NA;NA;PAULO HARTUNG;42.5;LUIZ PAULO VELLOZO LUCAS;14.2;LUCIANO REZENDE;10.7;IRINY LOPES;7.5;JOSE ESMERALDO;5;MAX MATA;2.5;SERGIO MAGALHAES;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;834;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-02366/2018;https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/07/ESEstadual-M%C3%ADdia.pdf;ESPÍRITO SANTO;1;g;1;NA;NA;RENATO CASAGRANDE;30.3;PAULO HARTUNG;29.6;RICARDO FERRACO;6.3;ROSE FREITAS;5.1;RODNEY MIRANDA;3.3;CORONEL FORESTI;2.8;ANDRE MOREIRA;1.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;788;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-02366/2018;https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/07/ESEstadual-M%C3%ADdia.pdf;ESPÍRITO SANTO;1;g;1;NA;NA;RENATO CASAGRANDE;27.9;PAULO HARTUNG;27.5;AMARO NETO;12.1;RICARDO FERRACO;5.8;ROSE FREITAS;4;CORONEL FORESTI;2.6;ANDRE MOREIRA;1.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;813;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-09041/2018;https://tconline.com.br/futura-indica-lideranca-absoluta-de-casagrande/;ESPÍRITO SANTO;1;g;1;NA;NA;CASAGRANDE;42;HARTUNG;32.9;ROSE;6.9;CORONEL FORESTI;3.5;ANDRE MOREIRA;1.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;864;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-09041/2018;https://tconline.com.br/futura-indica-lideranca-absoluta-de-casagrande/;ESPÍRITO SANTO;1;g;1;NA;NA;CASAGRANDE;56.5;ROSE FREITAS;11.9;AMARO NETO;9.4;CORONEL FORESTI;3.5;ANDRE MOREIRA;1.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;824;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
ES-09041/2018;https://tconline.com.br/futura-indica-lideranca-absoluta-de-casagrande/;ESPÍRITO SANTO;1;g;1;NA;NA;CASAGRANDE;52.6;RICARDO FERRACO;13.8;ROSE;9.5;CORONEL FORESTI;3.8;ANDRE MOREIRA;1.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;811;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
