tse_id;url;NM_UE;util;position;estimulada;suspensa;vv;cand1;resul1;cand2;resul2;cand3;resul3;cand4;resul4;cand5;resul5;cand6;resul6;cand7;resul7;cand8;resul8;cand9;resul9;cand10;resul10;cand11;resul11;cand12;resul12;cand13;resul13;cand14;resul14;cand15;resul15;cand16;resul16;cand17;resul17;cand18;resul18;cand19;resul19;cand20;resul20;cand21;resul21;cand22;resul22;cand23;resul23;cand24;resul24;cand25;resul25;cand26;resul26;cand27;resul27;cand28;resul28;cand29;resul29;cand30;resul30;cand31;resul31;cand32;resul32;cand33;resul33;cand34;resul34;cand35;resul35;cand36;resul36;cand37;resul37;cand38;resul38;cand39;resul39;cand40;resul40;cand41;resul41;cand42;resul42;cand43;resul43;manual_filename;SG_UE;obs;new_id;sg_uf.x;instituto;total;year;for_patch_2;person;for_patch_1;br_poll_id;state_poll_id;cannot_find_id;tse_id_new;scenario;for_patch_3;OBS;new_tse_id;for_patch_5;for_patch_4;ID;OBS.1;for_patch_7;CNPJ;for_patch_6;for_patch_9;for_patch_9_round_2
BR-03366/2018;https://transparencianf.blogspot.com/2018/06/no-rio-grande-do-sul-bolsonaro-lidera.html;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;29.4;CIRO GOMES;9.9;MARINA SILVA;9.9;MANUELA D'AVILA;7.9;ALVARO DIAS;7.4;GERALDO ALCKMIN;5.2;FERNANDO HADDAD;1.6;HENRIQUE MEIRELLES;1.4;JOAO AMOEDO;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/24-(leva-geral2_leva1)-pedro8-entrega.xlsx.csv;NA;NA;NA;NA;NA;737;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-03366/2018;https://transparencianf.blogspot.com/2018/06/no-rio-grande-do-sul-bolsonaro-lidera.html;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;28.1;LULA;20.5;CIRO GOMES;6.9;MARINA SILVA;6.9;ALVARO DIAS;6.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/24-(leva-geral2_leva1)-pedro8-entrega.xlsx.csv;NA;NA;NA;NA;NA;692;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-03484/2018;http://serpes.com.br/pesquisa.aspx?ID=47;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;26;MARINA SILVA;10.9;CIRO GOMES;7;HENRIQUE MEIRELLES;7;GERALDO ALCKMIN;6.7;CANDIDATO PT;4.6;VERA LUCIA;1.5;ALVARO DIAS;1.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/24-(leva-geral2_leva1)-pedro8-entrega.xlsx.csv;NA;NA;NA;NA;NA;648;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-03484/2018;http://serpes.com.br/pesquisa.aspx?ID=47;BRASIL;1;pr;1;NA;NA;LULA;29.2;JAIR BOLSONARO;23.6;MARINA SILVA;7.1;HENRIQUE MEIRELLES;5.7;GERALDO ALCKMIN;5.2;CIRO GOMES;4.7;ALVARO DIAS;1.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/24-(leva-geral2_leva1)-pedro8-entrega.xlsx.csv;NA;NA;NA;NA;NA;766;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-04023/2018;NA;BRASIL;1;pr;1;NA;NA;LULA;39;BOLSONARO;19;MARINA SILVA;8;GERALDO ALCKMIN;6;CIRO GOMES;5;ALVARO DIAS;3;JOAO AMOEDO;2;HENRIQUE MEIRELLES;1;GUILHERME BOULOS;1;CABO DACIOLO;1;VERA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/29-(pdf1)-pedro5-entrega.xlsx.csv;NA;NA;NA;NA;DATAFOLHA;86;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-04023/2018;NA;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;22;MARINA SILVA;16;CIRO GOMES;10;GERALDO ALCKMIN;9;ALVARO DIAS;4;FERNANDO HADDAD;4;JOAO AMOEDO;2;HENRIQUE MEIRELLES;2;VERA;1;CABO DACIOLO;1;GUILHERME BOULOS;1;JOAO GOULART FILHO;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/29-(pdf1)-pedro5-entrega.xlsx.csv;NA;NA;NA;NA;DATAFOLHA;73;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-04338/2018;https://media.infomoney.com.br/portal/XPPoll_%202018_07_01.pdf;BRASIL;1;pr;1;NA;NA;LULA;28;JAIR BOLSONARO;20;MARINA SILVA;9;CIRO GOMES;7;GERALDO ALCKMIN;7;ALVARO DIAS;5;JOAO AMOEDO;1;HENRIQUE MEIRELLES;1;MANUELA D'AVILA;1;GUILHERME BOULOS;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/24-(leva-geral2_leva1)-pedro8-entrega.xlsx.csv;NA;NA;NA;NA;NA;80;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-04338/2018;https://media.infomoney.com.br/portal/XPPoll_%202018_07_01.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;23;MARINA SILVA;13;CIRO GOMES;10;GERALDO ALCKMIN;8;ALVARO DIAS;5;MANUELA D'AVILA;2;HENRIQUE MEIRELLES;2;FERNANDO HADDAD;2;FLAVIO ROCHA;1;GUILHERME BOULOS;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/24-(leva-geral2_leva1)-pedro8-entrega.xlsx.csv;NA;NA;NA;NA;NA;67;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-05162/2018;https://www.slideshare.net/pesquisa365/1-pesquisa-eleitoral-brasil-fev-2018;NA;1;pr;1;NA;NA;JAIR BOLSONARO;15.9;MARINA SILVA;9.7;CIRO GOMES;9.6;JOAQUIM BARBOSA;5.6;GERALDO ALCKMIN;4.4;ALVARO DIAS;3;FERNANDO HADDAD;2.5;MANUELA D'AVILA;1.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/13-(leva-geral_4-1(1500))-clara3(inc)-pedro15(comp)-entrega.xlsx.csv;BR;NA;NA;NA;NA;522;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-05162/2018;https://www.slideshare.net/pesquisa365/1-pesquisa-eleitoral-brasil-fev-2018;NA;1;pr;1;NA;NA;JAIR BOLSONARO;17;MARINA SILVA;10.4;CIRO GOMES;10.1;ALVARO DIAS;3.4;JAQUES WAGNER;2.2;MANUELA D'AVILA;1.4;LUCIANA GENRO;1.3;ARTHUR VIRGILIO;1.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/13-(leva-geral_4-1(1500))-clara3(inc)-pedro15(comp)-entrega.xlsx.csv;BR;NA;NA;NA;NA;469;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-05699/2018;https://media.infomoney.com.br/portal/XPPoll_%202018_05_1.pdf?_ga=2.82070224.798992830.1531946442-965861204.1530733191;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;24;MARINA SILVA;14;CIRO GOMES;10;GERALDO ALCKMIN;9;ALVARO DIAS;4;FERNANDO HADDAD;3;HENRIQUE MEIRELLES;2;MANUELA D'AVILA;1;GUILHERME BOULOS;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-05699/2018;https://media.infomoney.com.br/portal/XPPoll_%202018_05_1.pdf?_ga=2.82070224.798992830.1531946442-965861204.1530733191;BRASIL;1;pr;1;NA;NA;LULA;29;JAIR BOLSONARO;24;MARINA SILVA;9;GERALDO ALCKMIN;9;CIRO GOMES;6;ALVARO DIAS;4;MICHEL TEMER;1;MANUELA D'AVILA;1;JOAO AMOEDO;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-05793/2018;http://208.113.167.84/2018/07/06/pesquisa-com-lula-ou-sem-lula-bolsonaro-lidera-no-es/;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;25.5;LULA;23.6;MARINA SILVA;9.5;CIRO GOMES;6.2;GERALDO ALCKMIN;5.1;ALVARO DIAS;3.1;MANUELA D'AVILA;1.2;JOAO AMOEDO;1.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;753;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-05793/2018;http://208.113.167.84/2018/07/06/pesquisa-com-lula-ou-sem-lula-bolsonaro-lidera-no-es/;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;27.5;MARINA SILVA;15.1;CIRO GOMES;9.9;GERALDO ALCKMIN;5.6;ALVARO DIAS;3.7;MANUELA D'AVILA;2.1;FERNANDO HADDAD;2;HENRIQUE MEIRELLES;1.3;JOAO AMOEDO;1.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;684;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-05997/2018;https://media.infomoney.com.br/portal/XPPoll_%202018_06_01.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;21;FERNANDO HADDAD;11;MARINA SILVA;11;CIRO GOMES;9;GERALDO ALCKMIN;8;ALVARO DIAS;6;HENRIQUE MEIRELLES;2;MANUELA D'AVILA;2;GUILHERME BOULOS;1;FLAVIO ROCHA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;72;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-05997/2018;https://media.infomoney.com.br/portal/XPPoll_%202018_06_01.pdf;BRASIL;1;pr;1;NA;NA;LULA;30;JAIR BOLSONARO;20;MARINA SILVA;10;GERALDO ALCKMIN;7;CIRO GOMES;6;ALVARO DIAS;5;HENRIQUE MEIRELLES;2;JOAO AMOEDO;2;MANUELA D'AVILA;1;GUILHERME BOULOS;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-06647/2018;https://www.slideshare.net/MiguelRosario/pesquisa-xp-investimentos-pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;19;FERNANDO HADDAD;12;MARINA SILVA;11;CIRO GOMES;8;GERALDO ALCKMIN;8;ALVARO DIAS;5;MANUELA D'AVILA;2;HENRIQUE MEIRELLES;2;GUILHERME BOULOS;1;FLAVIO ROCHA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;69;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-06647/2018;https://www.slideshare.net/MiguelRosario/pesquisa-xp-investimentos-pdf;BRASIL;1;pr;1;NA;NA;LULA;28;JAIR BOLSONARO;19;MARINA SILVA;10;GERALDO ALCKMIN;7;CIRO GOMES;5;ALVARO DIAS;4;HENRIQUE MEIRELLES;1;JOAO AMOEDO;1;MANUELA D'AVILA;1;GUILHERME BOULOS;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;77;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-07021/2018;http://www.paranapesquisas.com.br/pesquisas/pesquisa-sao-paulo-administracao-federal-fevereiro-2018/;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;23.5;GERALDO ALCKMIN;23.2;MARINA SILVA;13.3;CIRO GOMES;7.2;ALVARO DIAS;4;FERNANDO COLLOR MELO;1.5;RODRIGO MAIA;1.4;JAQUES WAGNER;1.3;HENRIQUE MEIRELLES;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;764;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-07021/2018;http://www.paranapesquisas.com.br/pesquisas/pesquisa-sao-paulo-administracao-federal-fevereiro-2018/;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;23.4;GERALDO ALCKMIN;22.1;MARINA SILVA;12.3;CIRO GOMES;6.5;FERNANDO HADDAD;6;ALVARO DIAS;3.8;RODRIGO MAIA;1.3;FERNANDO COLLOR MELO;1.1;HENRIQUE MEIRELLES;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;775;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-07273/2018;https://media.infomoney.com.br/infomoney/XP%20Poll_%202018_06_02.pdf?_ga=2.37583781.489085080.1529084599-504002674.1526675504;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;20;FERNANDO HADDAD;11;MARINA SILVA;10;CIRO GOMES;9;GERALDO ALCKMIN;8;ALVARO DIAS;6;HENRIQUE MEIRELLES;2;FLAVIO ROCHA;1;GUILHERME BOULOS;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;68;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-07273/2018;https://media.infomoney.com.br/infomoney/XP%20Poll_%202018_06_02.pdf?_ga=2.37583781.489085080.1529084599-504002674.1526675504;BRASIL;1;pr;1;NA;NA;LULA;29;JAIR BOLSONARO;19;MARINA SILVA;10;GERALDO ALCKMIN;7;CIRO GOMES;6;ALVARO DIAS;6;HENRIQUE MEIRELLES;2;JOAO AMOEDO;1;MANUELA D'AVILA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;NA;81;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-07829/2018;https://pt.wikipedia.org/wiki/Pesquisas_de_opini%C3%A3o_sobre_a_elei%C3%A7%C3%A3o_presidencial_do_Brasil_em_2018;BRASIL;1;pr;1;NA;NA;LULA;32;JAIR BOLSONARO;20;CIRO GOMES;7;MARINA SILVA;7;HENRIQUE MEIRELLES;1;ALVARO DIAS;4;GERALDO ALCKMIN;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BR;NA;NA;NA;NA;78;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11849437000110;NA;NA;TRUE
BR-07829/2018;https://pt.wikipedia.org/wiki/Pesquisas_de_opini%C3%A3o_sobre_a_elei%C3%A7%C3%A3o_presidencial_do_Brasil_em_2018;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;20;HADDAD;13;CIRO GOMES;8;MARINA SILVA;9;HENRIQUE MEIRELLES;1;ALVARO DIAS;5;GERALDO ALCKMIN;8;JOAO AMOEDO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BR;NA;NA;NA;NA;66;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11849437000110;NA;NA;TRUE
BR-07862/2018;NA;RIO GRANDE DO NORTE;1;pr;1;NA;NA;ALVARO DIAS;1.13;CIRO GOMES;4.61;GERALDO ALCKMIN;1.56;JAIR BOLSONARO;13.62;MARINA SILVA;3.12;LULA;50.21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/31-(pdf3)-pedro7-entrega.xlsx.csv;NA;NA;NA;NA;CERTUS;7425;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
BR-07862/2018;NA;RIO GRANDE DO NORTE;1;pr;1;NA;NA;ALVARO DIAS;2.34;CIRO GOMES;10.28;GERALDO ALCKMIN;2.91;JAIR BOLSONARO;15.25;MARINA SILVA;8.44;FERNANDO HADDAD;11.49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/31-(pdf3)-pedro7-entrega.xlsx.csv;NA;NA;NA;NA;CERTUS;5071;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
