"url","tse_id","util","position","estimulada","cand1","resul1","cand2","resul2","cand3","resul3","cand4","resul4","cand5","resul5","cand6","resul6","cand7","resul7","cand8","resul8","cand9","resul9","cand10","resul10","cand11","resul11","cand12","resul12","cand13","resul13","person","suspensa","vv","cand14","resul14","cand15","resul15","cand16","resul16","cand17","resul17","cand18","resul18","cand19","resul19","cand20","resul20","cand21","resul21","cand22","resul22","cand23","resul23","cand24","resul24","cand25","resul25","cand26","resul26","cand27","resul27","cand28","resul28","cand29","resul29","cand30","resul30","SG_UE","cand31","resul31","cand32","resul32","cand33","resul33","cand34","resul34","cand35","resul35","cand36","resul36","cand37","resul37","cand38","resul38","cand39","resul40","cand41","resul41","cand42","resul42","cand43","resul43","instituto","scenario","total","NM_UE","for_patch_1","for_patch_4","ID","year","for_patch_2","for_patch_3","OBS"
"https://jornalpequeno.blog.br/johncutrim/informes-e-ultimas-pesquisas-eleitorais/","MA-00373/2012",TRUE,"p",NA,"VALMIR AMORIM",54.91,"MARCIO WEBA",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1755,98.91,NA,FALSE,NA,3925,2012,FALSE,FALSE,NA
"https://marcelovieira.blog.br/2012/10/04/aldir-cunha-lidera-pesquisa-em-junco-do-maranhao/","MA-00374/2012",TRUE,"p",NA,"ALDIR CUNHA",67.1,"ZE RICARDO",31.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756,99.05,NA,FALSE,NA,3926,2012,FALSE,FALSE,NA
"https://portaldevitoriadomearim.blogspot.com/2012/10/dr-joel-lidera-com-7114-em-cajari_1728.html","MA-00425/2012",TRUE,"p",1,"DR JOEL",71.14,"ABRAHAO",27.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1767,99.12,NA,FALSE,NA,3928,2012,FALSE,FALSE,NA
"http://www.folharondoniense.com.br/cidades/acre-gladson-cameli-pp-lidera-pesquisa-para-governo-vejam-dados-de-deputado-federal-e-estadual/","AC-08514/2018",TRUE,"g",1,"GLADSON CAMELLI",44.5,"MARCUS ALEXANDRE",32.7,"ULISSES ARAUJO",17.5,"JANANAINA FURTADO",3,"DAVID HALL",2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,100,"ACRE",FALSE,NA,4213,2018,FALSE,FALSE,NA
"https://www.bnews.com.br/noticias/politica/eleicoes-2018/216893,coronel-empata-com-irmao-lazaro-e-embola-briga-por-segunda-vaga-no-senado-wagner-lidera.html","BA-00250/2018",TRUE,"s",NA,"JAQUES WAGNER",45,"IRMAO LAZARO",18,"ANGELO CORONEL",18,"JUTAHY MAGALHAES JUNIOR",11,"JORGE VIANA",4,"COMANDANTE RANGEL",2,"FABIO NOGUEIRA",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,100,"BAHIA",FALSE,NA,4227,2018,FALSE,FALSE,NA
"https://www.ma10.com.br/2018/08/15/pesquisa-data-ilha-revela-cenario-eleitoral-para-governo-e-presidencia/","BR-02157/2018",TRUE,"pr",1,"LULA",67.09,"JAIR BOLSONARO",19.51,"CIRO GOMES",5.7,"MARINA SILVA",5.75,"GERALDO ALCKMIN",1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,99.47,"BRASIL",FALSE,NA,4299,2018,FALSE,FALSE,NA
"https://joilsoncosta.blogspot.com/2016/09/quijingue-liberada-divulgacao-pesquisa.html","BA-03417/2016",TRUE,"p",NA,"NININHO GOIS",60.86,"CANCAO",37.53,"PROFESSOR JAFERSON",1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAQUEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,100,"QUINJINGUE",FALSE,NA,4376,2016,FALSE,FALSE,NA
"https://www.blogdojorgearagao.com.br/2012/10/04/dunga-lidera-em-icatu/","MA-00406/2012",TRUE,"p",NA,"DUNGA",24.9,"ZEZINHO MATOS",20.9,"ZEQUINHA",18,"PAULO MATOS",20.9,"WALACE",11.3,"JUAREZINHO",4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAQUEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760,100.3,"ICATU",FALSE,NA,4602,2012,FALSE,FALSE,NA
"http://fronteiranews.com/manoel-viais-lidera-pesquisa-em-caracol-com-543-dos-votos-validos/","MS-00091/2016",TRUE,"p",1,"MANOEL VIAIS",54.3,"CRISTIANE GODOY",45.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAQUEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2413,100,"CARACOL",FALSE,NA,4679,2016,FALSE,FALSE,NA
"https://www.campograndenews.com.br/politica/no-campo-da-pesquisa-teve-instituto-passando-longe-da-verdade-das-urnas","MS-03967/2016",TRUE,"p",1,"MARQUINHOS TRAD",58.77,"ROSE MODESTO",41.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAQUEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2511,100,NA,FALSE,NA,4743,2016,FALSE,FALSE,NA
"https://www.midiamax.com.br/politica/2018/datamax-reinaldo-tem-503-dos-votos-validos-e-esta-no-limite-para-ser-reeleito-no-1-turno","MS-06677/2018",TRUE,"g",1,"REINALDO AZAMBUJA",50.3,"JUIZ ODILON",31.9,"JUNIOR MOCHI",8.7,"HUMBERTO AMADUCCI",5.3,"MARCELO BLUMA",2.4,"JOAO ALFREDO",1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAQUEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2576,100,NA,FALSE,NA,4746,2018,FALSE,FALSE,NA
"http://unicanews.com.br/politica/pesquisa-revela-disputa-acirrada-entre-emanuel-procurador-e-wilson-para-segundo-turno/4413","MT-04743/2016",TRUE,"p",0,"EMANUEL PINHEIRO",33.75,"PROCURADOR MAURO",31.25,"WILSON SANTOS",27.5,"JULIER SEBASTIAO",3.75,"SERYS SLHESSARENKO",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAQUEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2900,98.75,NA,FALSE,NA,4816,2016,FALSE,FALSE,NA
"https://www.midianews.com.br/eleicoes-2016/em-varzea-grande-lucimar-tem-65-taborelli-tem-10-e-alan-tem-4/276116","MT-06055/2016",TRUE,"p",1,"LUCIMAR SACRE CAMPOS",82.27,"CORONEL TABORELLI",12.65,"ALAN TOP GAS",5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAQUEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2929,100,NA,FALSE,NA,4821,2016,FALSE,FALSE,NA
"http://www.irmaoinaldo.com.br/2018_06_04_archive.html","MA-00066/2014",TRUE,"g",NA,"FLAVIO DINO",70.5,"LOBAO FILHO",27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RODRIGO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687,98.1,NA,FALSE,NA,4985,2014,FALSE,FALSE,NA
"http://garrone.com.br/2016/09/","MA-05654/2016",TRUE,"p",1,"LUIS AMOVELAR FILHO",55,"TERESA MURAD",43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RODRIGO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,98.8,NA,FALSE,NA,5016,2016,FALSE,FALSE,NA
"http://www.irmaoinaldo.com.br/2014_10_05_archive.html","MA-00065/2014",TRUE,"s",1,"ROBERTO ROCHA",48.9,"GASTAO VIEIRA",45.1,"HAROLDO SABOIA",3.1,"MARCOS SILVA",2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,99.4,"BRASIL",NA,NA,5291,2014,FALSE,FALSE,NA
"http://www.blogbarrapesada.com/2014/10/conforme-pesquisa-maioria-de-robinson.html","RN-00045/2014",TRUE,"g",1,"ROBINSON FARIA",51.54,"HENRIQUE ALVES",48.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FRAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713,99.98,"RIO GRANDE DO NORTE",NA,NA,5309,2014,FALSE,FALSE,NA
"https://www.ma10.com.br/2018/08/15/pesquisa-data-ilha-revela-cenario-eleitoral-para-governo-e-presidencia/","MA-03307/2018",TRUE,"g",1,"FLAVIO DINO",60.38,"ROSEANA SARNEY",33.18,"ROBERTO ROCHA",3.54,"MAURA JORGE",1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747,98.78,"BRASIL",NA,NA,5321,2018,FALSE,FALSE,NA
"https://www.jpnews.com.br/tres-lagoas/pesquisa-aponta-preferencias-de-eleitores-em-30-cidades-do-estado/113659/","MS-05306/2018",TRUE,"s",1,"NELSINHO",36,"ZECA DO PT",22.33,"WALDEMIR",12,"PEDRO CHAVES",7.24,"SERGIO HARFOUCHE",6.58,"DORIVAL BETINE",6.16,"CHICO MAIA",5.92,"MARCELO MIGLIOLI",3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774,100.15,NA,NA,NA,5334,2018,FALSE,FALSE,NA
"http://www.xodonews.com.br/confira-as-pesquisas-realtime-big-data-para-o-governo-dos-estados/","SE-06389/2018",TRUE,"g",NA,"BELIVALDO CHAGAS",55,"VALADARES FILHO",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832,100,"BRASIL",NA,NA,5361,2018,FALSE,FALSE,NA
"https://guamarenews.com/pesquisas-confira-os-numeros-das-cinco-ultimas-pesquisas-eleitorais-no-rn-para-governo-e-presidencia/","RN-04070/2018",TRUE,"g",1,"FATIMA BEZERRA",53.3,"CARLOS EDUARDO",46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FRAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879,99.8,"RIO GRANDE DO NORTE",NA,NA,5385,2018,FALSE,FALSE,NA
"http://rotanews176.com.br/com-dilma-na-frente-disputa-pela-segunda-vaga-no-senado-e-acirrada/","MG-03454/2018",TRUE,"s",NA,"DILMA ROUSSEFF",27.8,"AECIO NEVES",20.9,"MAURO TRAMONTE",16.5,"JO MORAES",10,"CARLOS VIANA",9.9,"BRUNO SIQUEIRA",6.9,"JAIME MARTINS",4.8,"DINIS PINHEIRO",4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,101.5,"BRASIL",NA,NA,5425,2018,FALSE,FALSE,NA
"http://www.bloglenilsondoagreste.com.br/2018/10/","RN-01834/2018",TRUE,"g",1,"FATIMA BEZERRA",52,"CARLOS EDUARDO ALVES",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046,100,"BRASIL",NA,NA,5441,2018,FALSE,FALSE,NA
"https://www.tudooknoticias.com.br/sem-categoria/ibaneis-consolida-vitoria-pelo-menos-nas-pesquisas/","DF-02151/2018",TRUE,"pr",NA,"JAIR BOLSONARO",73,"FERNANDO HADDAD",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1159,100,NA,NA,1,5446,2018,FALSE,FALSE,NA
"https://blogdoezequiasmartins.blogspot.com/2018/09/blog-post_34.html","MA-09907/2018",TRUE,"pr",1,"FERNANDO HADDAD",36,"JAIR BOLSONARO",26,"CIRO GOMES",15,"MARINA SILVA",11,"GERALDO ALCKMIN",6,"HENRIQUE MEIRELLES",2,"ALVAROS DIAS",1,"VERA LUCIA",1,"JOAO AMOEDO",1,"CABO DACIOLO",1,NA,NA,NA,NA,NA,NA,"MARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,100,NA,NA,1,5485,2018,FALSE,FALSE,NA
"https://guamarenews.com/pesquisas-confira-os-numeros-das-cinco-ultimas-pesquisas-eleitorais-no-rn-para-governo-e-presidencia/","BR-00899/2018",TRUE,"pr",1,"FERNANDO HADDAD",61,"JAIR BOLSONARO",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4582,100,"RIO GRANDE DO NORTE",NA,NA,5529,2018,FALSE,FALSE,NA
"http://guamarenews.com/pesquisas-confira-os-numeros-das-cinco-ultimas-pesquisas-eleitorais-no-rn-para-governo-e-presidencia/","BR-00123/2018",TRUE,"pr",1,"FERNANDO HADDAD",52.2,"JAIS BOLSONARO",47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4633,100,"RIO GRANDE DO NORTE",NA,NA,5536,2018,FALSE,FALSE,NA
