OBS,tse_id,url,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul40,cand41,resul41,cand42,resul42,cand43,resul43,person,instituto,scenario,total,for_correction_1,correction_1_pending,ID,year
,ES-05929/2016,https://kennedyemdia.com.br/noticia/2376/amanda-tem-57--reginaldo-25-e-brunao-1-75,TRUE,p,0,NA,NA,AMANDA QUINTA,"56,75",REGINALDO QUINTA,24.25,BRUNAO POVO,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1230,5700.5,FALSE,NA,90,2016
,ES-07051/2016,http://www.portalmimoso.com.br/reportagens/2016/09/25/mobile/,TRUE,p,0,NA,NA,GILO,"36,46",AIRTON,17.37,FLAVIA CYSNE,10.54,MARCELO PESSANHA,5.12,BEREDINHA,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1238,3681.87,FALSE,NA,92,2016
,ES-07051/2016,http://www.portalmimoso.com.br/reportagens/2016/09/25/mobile/,TRUE,p,1,NA,NA,GILO,"37,03",AIRTON,17.94,FLAVIA CYSNE,10.54,MARCELO PESSANHA,5.12,BEREDINHA,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1239,3739.44,FALSE,NA,93,2016
,ES-08380/2016,https://issuu.com/jornaltribunadopovoj/docs/tribunadopovo3009-16,TRUE,p,0,NA,NA,LUCIANO PAIVA,"54,5",NORMA AYUB,23,LINDEMBERG LOPES,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1242,568.5,FALSE,NA,94,2016
,ES-08380/2016,https://issuu.com/jornaltribunadopovoj/docs/tribunadopovo3009-16,TRUE,p,1,NA,NA,LUCIANO PAIVA,"55,75",NORMA AYUB,23.75,LINDEMBERG LOPES,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1243,5599.5,FALSE,NA,95,2016
,MA-02678/2016,http://www.blogdodesa.com.br/x/pesquisa-mbo-mostra-que-andre-portela-sera-o-novo-prefeito-de-capinzal-do-norte/,TRUE,p,0,NA,NA,ANDRE PORTELA,"61,78",ELIOMAR,0.31,ROBERVAL CAMPELO,15.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1867,6194.23,FALSE,NA,96,2016
,MA-02678/2016,http://www.blogdodesa.com.br/x/pesquisa-mbo-mostra-que-andre-portela-sera-o-novo-prefeito-de-capinzal-do-norte/,TRUE,p,1,NA,NA,ANDRE PORTELA,"77,38",ROBERVAL CAMPELO,0.31,NA,19.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1868,7757.73,FALSE,NA,97,2016
,MA-03036/2016,https://maranhaodeverdade.com/em-caxias-oposicao-segue-liderando-pesquisas/,TRUE,p,1,NA,NA,FABIO GENTIL,"41,87",LEO COUTINHO,26.97,PAULINHO,22.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1883,4236.88,FALSE,NA,98,2016
,MA-03685/2016,http://www.luzilandiaonline.com.br/2016/07/28/blogueiro-de-araioses-divulga-pesquisa-fraudulenta-para-beneficiar-valeria-do-manin/,TRUE,p,0,NA,NA,WELINGTON POSTO,"2,51",VALERIA MANIN,9.12,MANOEL POLO,2.83,LUCIANA TRINTA,13.2,DR CRISTINO,9.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1891,285.58,FALSE,NA,99,2016
,MA-03685/2016,http://www.luzilandiaonline.com.br/2016/07/28/blogueiro-de-araioses-divulga-pesquisa-fraudulenta-para-beneficiar-valeria-do-manin/,TRUE,p,1,NA,NA,WELINGTON POSTO,"4,4",VALERIA MANIN,15.4,MANOEL POLO,7.86,LUCIANA TRINTA,26.1,DR CRISTINO,28.3,TADEU,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1892,121.97,FALSE,NA,100,2016
,MA-03731/2016,https://jornalpequeno.blog.br/johncutrim/acailandia-juscelino-lidera-com-435-contra-233-de-dr-benjamim/,TRUE,p,1,NA,NA,JUSCELINO OLIVEIRA E SILVA,"43,5",DR BENJAMIM,23.3,PROFESSOR MILTON,3.7,MELGACO CHAVES,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1895,465,FALSE,NA,101,2016
,MA-03731/2016,https://jornalpequeno.blog.br/johncutrim/acailandia-juscelino-lidera-com-435-contra-233-de-dr-benjamim/,TRUE,p,0,NA,NA,JUSCELINO OLIVEIRA E SILVA,"42,7",DR BENJAMIM,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1894,449.3,FALSE,NA,102,2016
,MA-03934/2016,https://blogdoandrearaujo.com.br/2016/09/12/conceicao-do-lago-acu-ze-coco-lidera-pesquisa/,TRUE,p,1,NA,NA,ZE COCO,"44,99",ALEXANDRE LAVEPEL,27.39,MARCIA DANTAS,20.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1905,4547.33,FALSE,NA,103,2016
,MA-03934/2016,http://www.noticiadafoto.com.br/2016/09/pesquisa-aponta-vitoria-de-beto-regis.html,TRUE,p,0,NA,NA,BETO REGIS,"55,5",AMARO,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1903,590.3,FALSE,NA,104,2016
,MA-03934/2016,http://www.noticiadafoto.com.br/2016/09/pesquisa-aponta-vitoria-de-beto-regis.html,TRUE,p,1,NA,NA,BETO REGIS,"55,3",AMARO,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1905,589,FALSE,NA,105,2016
,MA-04875/2016,https://luiscardoso.com.br/politica/2016/09/pesquisa-confirma-vitoria-de-bine-figueiredo-em-codoo/,TRUE,p,1,NA,NA,BINE FIGUEIREDO,"34,5",FRANCISCO NAGIB,27.3,PEDRO BELO,17.2,CHIQUINHO,11.1,PROF RAFAEL,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1942,402.11,FALSE,NA,106,2016
,MA-05568/2016,https://www.blogdojorgearagao.com.br/2016/07/page/17/,TRUE,p,1,NA,NA,FRANCISCO NAGIB,"34,17",BINE FIGUEIREDO,25.42,PEDRO BELO,6.94,CHIQUINHO,6.67,RICARDINHO ARCHER,5.42,DR MENDES,2.08,CAMILO FIGUEIREDO,1.94,JOAO PLASTICOS,0.97,RICARDO TORRES,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1964,3467.27,FALSE,NA,107,2016
,MA-06372/2016,http://www.blogdosilvio.com.br/2016/09/,TRUE,p,1,NA,NA,SIMIAO POSTO,"44,1",CHICO FREITAS,32.5,ANA PAULO,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1981,486.1,FALSE,NA,108,2016
,MA-06372/2016,https://caiohostilio.com/2016/09/28/noticias-672/,TRUE,p,0,NA,NA,RUIVO,"51,6",PAULO FUBUIA,32.3,ABRAAO FARMACIA,7.6,IANALDO PIMENTEL,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1980,556.7,FALSE,NA,110,2016
,MA-06372/2016,http://www.blogdosilvio.com.br/2016/09/pesquisa-mbo-mostra-como-esta-corrida.html,TRUE,p,1,NA,NA,FABRIZIO ARAUJO,"33,1",CARLINHOS BORBA,30.3,ANTONIO BORBA,19.1,NONATO PESSOA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1981,397.7,FALSE,NA,111,2016
,MA-06699/2016,https://coroataacontece.blogspot.com/2016/09/instituto-merita-confirma-vitoria-de-dr.html,TRUE,p,1,NA,NA,PADRE JOZIAS,"32,9",JORGINHO,10.88,DR JUNIOR,38.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,1991,378.22,FALSE,NA,112,2016
,MA-07463/2016,http://www.netoferreira.com.br/politica/2016/09/americo-de-sousa-lidera-com-folga-em-coelho-neto-diz-data-merita/,TRUE,p,1,NA,NA,AMERICO SOUSA,"42,73",JADEMIL GEDEON,22.17,LUIS SERRA,23.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2027,4318.26,FALSE,NA,113,2016
,MA-07479/2016,https://luispablo.com.br/politica/2016/09/carneirinho-consolida-sua-reeleicao-em-senador-alexandre-costa-diz-pesquisa/,TRUE,p,0,NA,NA,CARNEIRINHO,"40,76",DR ORLANDO,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2030,4115.8,FALSE,NA,114,2016
,MA-07479/2016,https://luispablo.com.br/politica/2016/09/carneirinho-consolida-sua-reeleicao-em-senador-alexandre-costa-diz-pesquisa/,TRUE,p,1,NA,NA,CARNEIRINHO,"42,2",DR ORLANDO,38.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2031,460.36,FALSE,NA,115,2016
,MA-07639/2016,https://www.marcoaureliodeca.com.br/2016/07/27/augusto-filho-lidera-eleicoes-em-bela-vista-do-maranhao/,TRUE,p,1,NA,NA,AUGUSTO FILHO,"39,3",IGUARACY,4.01,ORIAS,29.14,ZE ARTHUR,12.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2038,438.98,FALSE,NA,116,2016
,MA-08077/2016,https://leonidasparnarama.blogspot.com/2016/07/luciano-lidera-em-timon-diz-instituto.html,TRUE,p,0,NA,NA,LUCIANO LEITOA,"33,67",ALEANDRE ALMEIDA,25.67,SOCORRO WAQUIM,6.48,RAMON TIMON CITY,1.02,DR DINAMERICO,0.13,IRMAO WILLIAN,0.13,ABMAEL,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2045,3400.56,FALSE,NA,117,2016
,MA-08077/2016,https://leonidasparnarama.blogspot.com/2016/07/luciano-lidera-em-timon-diz-instituto.html,TRUE,p,1,NA,NA,LUCIANO LEITOA,"37,28",ALEXANDRE ALMEIDA,30.03,SOCORRO WAQUIM,8.14,RAMON TIMON CITY,2.42,IRMAO WILLIAN,0.51,RADIALISTA ELIESIO SILVA,0.25,DR DINAMERICO,0.51,IRMAO VALDINAR,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2046,3769.99,FALSE,NA,118,2016
,MG-01887/2016,http://www.jornalgazetadovale.com.br/wp-content/uploads/2016/08/gazetadovale_edicao262_bomrepouso.pdf,TRUE,p,0,NA,NA,MESSIAS,"46,57",GILBERTO,9.14,ALDEMO TICA TICA,1.14,EDMILSOM,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2278,4668.14,FALSE,NA,120,2016
,MG-01887/2016,http://www.jornalgazetadovale.com.br/wp-content/uploads/2016/08/gazetadovale_edicao262_bomrepouso.pdf,TRUE,p,1,NA,NA,MESSIAS,"60,86",GILBERTO,11.71,ALDEMO TICA TICA,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2279,6100.28,FALSE,NA,121,2016
,MG-02384/2016,http://doczz.com.br/doc/289164/hist%C3%B3rico---gazeta-do-vale,TRUE,p,0,NA,NA,MESSIAS,"41,43",GILBERTO,11.71,ADELMO TICA TICA,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2292,4159.28,FALSE,NA,122,2016
,MG-02384/2016,http://doczz.com.br/doc/289164/hist%C3%B3rico---gazeta-do-vale,TRUE,p,1,NA,NA,MESSIAS,"63,71",GILBERTO,12.68,ADELMO TICA TICA,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2293,6389.97,FALSE,NA,123,2016
,MT-00488/2016,https://www.vgnoticias.com.br/eleicoes-2016/no-segundo-turno-emanuel-aparece-com-442-e-wilson-tem-322/31175,TRUE,p,0,NA,NA,EMANUEL PINHEIRO,"38,8",WILSON SANTOS,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2803,418,FALSE,NA,125,2016
,MT-00488/2016,https://www.vgnoticias.com.br/eleicoes-2016/no-segundo-turno-emanuel-aparece-com-442-e-wilson-tem-322/31175,TRUE,p,1,NA,NA,EMANUEL PINHEIRO,"44,2",WILSON SANTOS,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2805,474.2,FALSE,NA,126,2016
,MT-00975/2016,http://www.agitosnobres.com.br/2016/09/pesquisa-aponta-dr-esmeraldo-cresceu-12.html,TRUE,p,1,NA,NA,LEOCIR HANEL,"39,3",ESMERALDO RIBEIRO,34.1,EMERSON ANDRADE,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2835,433.8,FALSE,NA,127,2016
,MT-01022/2016,https://matogrossomais.com.br/2016/10/18/em-cuiaba-emanuel-tem-45-e-wilson-38-diz-voice-pesquisas/,TRUE,p,0,NA,NA,EMANUEL PINHEIRO,"42,2",WILSON SANTOS,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,2836,456.7,FALSE,NA,128,2016
