tse_id;url;SG_UE;NM_UE;util;position;estimulada;suspensa;vv;cand1;resul1;cand2;resul2;cand3;resul3;cand4;resul4;cand5;resul5;cand6;resul6;cand7;resul7;cand8;resul8;cand9;resul9;cand10;resul10;cand11;resul11;cand12;resul12;cand13;resul13;cand14;resul14;cand15;resul15;cand16;resul16;cand17;resul17;cand18;resul18;cand19;resul19;cand20;resul20;cand21;resul21;cand22;resul22;cand23;resul23;cand24;resul24;cand25;resul25;cand26;resul26;cand27;resul27;cand28;resul28;cand29;resul29;cand30;resul30;cand31;resul31;cand32;resul32;cand33;resul33;cand34;resul34;cand35;resul35;cand36;resul36;cand37;resul37;cand38;resul38;cand39;resul39;cand40;resul40;cand41;resul41;cand42;resul42;cand43;resul43;manual_filename;obs;new_id;sg_uf.x;instituto;total;year;for_patch_2;person;for_patch_1;br_poll_id;state_poll_id;cannot_find_id;tse_id_new;scenario;for_patch_3;OBS;new_tse_id;for_patch_5;for_patch_4;ID;OBS.1;for_patch_7;CNPJ;for_patch_6;for_patch_9;for_patch_9_round_2
PI-00171/2014;https://blogdofumanchuphb.blogspot.com/2014/09/data-az-elmano-passa-frente-de-wilson.html;NA;PIAUI;0;s;1;NA;NA;ELMANO FERRER;40.41;WILSON MARTINS;38.03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/19-(leva-geral2_leva5-1)-raquel4-entrega.xlsx.csv;NA;NA;NA;NA;7844;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE
PI-06976/2016;https://180graus.com/pesquisa-eleitoral/jalessanto-antonio-de-lisboa-36-citaram-wellinton-e-29-ze-rivaldo;NA;SANTO ANTONIO DE LISBOA;1;p;NA;NA;NA;WELINGTON CARLOS;36.43;ZE RIVALDO;29.29;DR PAULO LUIZ;18.21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;83.93;2016;FALSE;PEDRO;FALSE;NA;NA;NA;NA;3899;FALSE;NA;NA;FALSE;NA;NA;NA;NA;08057107000188;TRUE;FALSE;FALSE
PI-06976/2016;https://180graus.com/pesquisa-eleitoral/jalessanto-antonio-de-lisboa-36-citaram-wellinton-e-29-ze-rivaldo;NA;SANTO ANTONIO DE LISBOA;1;v;NA;NA;NA;DEZIM;6.43;HAROLDO CIPRIANO;6.43;ANTONIO LUA;6.07;ERICA BARROS;6.07;NEUZELIA;5.36;SILVANY MOURA;4.64;ANTONIO SERAFIM;4.64;MAURICIO;4.29;CHICO PAULO;3.93;FABIO;3.57;NONATA;2.5;HALISSON ARAUJO;2.5;DUDE;2.14;FABI;2.14;VANDA;1.79;HILTON BENTO;1.43;CLERTO;1.07;LUIZ ANTONIO;1.07;MARCONE;1.07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67.14;2016;FALSE;PEDRO;FALSE;NA;NA;NA;NA;3900;FALSE;NA;NA;FALSE;NA;NA;NA;NA;08057107000188;TRUE;FALSE;FALSE
PI-06976/2016;https://180graus.com/pesquisa-eleitoral/jalessanto-antonio-de-lisboa-36-citaram-wellinton-e-29-ze-rivaldo;NA;SANTO ANTONIO DE LISBOA;0;p;NA;NA;NA;WELINGTON CARLOS;36.43;ZE RIVALDO;29.29;DR PAULO LUIZ;18.21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/6-(envio_leva2)-pedro2-entrega.xlsx.csv;NA;NA;NA;NA;83.93;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;08057107000188;NA;FALSE;FALSE
PI-06976/2016;https://180graus.com/pesquisa-eleitoral/jalessanto-antonio-de-lisboa-36-citaram-wellinton-e-29-ze-rivaldo;NA;SANTO ANTONIO DE LISBOA;0;v;NA;NA;NA;DEZIM;6.43;HAROLDO CIPRIANO;6.43;ANTONIO LUA;6.07;ERICA BARROS;6.07;NEUZELIA;5.36;SILVANY MOURA;4.64;ANTONIO SERAFIM;4.64;MAURICIO;4.29;CHICO PAULO;3.93;FABIO;3.57;NONATA;2.5;HALISSON ARAUJO;2.5;DUDE;2.14;FABI;2.14;VANDA;1.79;HILTON BENTO;1.43;CLERTO;1.07;LUIZ ANTONIO;1.07;MARCONE;1.07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/6-(envio_leva2)-pedro2-entrega.xlsx.csv;NA;NA;NA;NA;67.14;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;08057107000188;NA;FALSE;FALSE
PI-08793/2018;https://www.portalaz.com.br/publicacao/1922/;NA;PIAUI;1;s;1;NA;NA;ROBERT RIOS;13.57;WILSON MARTINS;10.86;FRANK AGUIAR;9.43;CIRO NOGUEIRA;4.71;MARCELO CASTRO;2.29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40.86;2018;FALSE;PEDRO;NA;NA;NA;NA;NA;803;FALSE;NA;NA;FALSE;NA;NA;NA;NA;09636807000190;TRUE;FALSE;FALSE
PI-08793/2018;https://www.portalaz.com.br/publicacao/1922/;NA;PIAUI;0;s;1;NA;NA;ROBERT RIOS;13.57;WILSON MARTINS;10.86;FRANK AGUIAR;9.43;CIRO NOGUEIRA;4.71;MARCELO CASTRO;2.29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/24-(leva-geral2_leva1)-pedro8-entrega.xlsx.csv;NA;NA;NA;NA;40.86;2018;FALSE;NA;FALSE;NA;PI-08793/2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;09636807000190;NA;FALSE;FALSE
PR-05041/2018;https://issuu.com/jornalpaginaum/docs/paginaum3183;PR;NA;1;g;1;NA;NA;RATINHO JUNIOR;40.1;CIDA BORGHETTI;17;JOAO ARRUDA;7.4;DR ROSINHA;4.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/9-(leva-geral_2-1(965))-pedro20-splited_fixed-entrega.xlsx.csv;NA;PR-05041/2018;NA;NA;69.1;2018;FALSE;NA;FALSE;NA;NA;NA;NA;NA;FALSE;NA;NA;FALSE;NA;NA;NA;FALSE;NA;NA;FALSE;FALSE
PR-05041/2018;https://www.blogdoberimbau.com/2018/09/eleicoes-ratinho-venceria-no-1-turno-e.html;PR;NA;0;g;1;NA;NA;RATINHO JUNIOR;40.1;CIDA BORGHETTI;17;JOAO ARRUDA;7.4;DR ROSINHA;4.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;NA;NA;NA;NA;144;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE
RN-03828/2018;http://www.canguaretamadefato.com/2018/08/eleicao-2018-pesquisa-para-governo-do.html;NA;RIO GRANDE DO NORTE;1;g;1;NA;NA;FATIMA BEZERRA;29.82;CARLOS EDUARDO;15.88;ROBINSON FARIA;9.71;PROF CARLOS ALBERTO;1.24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/24-(leva-geral2_leva1)-pedro8-entrega.xlsx.csv;NA;NA;NA;NA;56.65;2018;FALSE;NA;FALSE;NA;RN-03828/2018;NA;NA;NA;FALSE;NA;NA;FALSE;NA;NA;NA;FALSE;NA;NA;FALSE;FALSE
RN-03828/2018;http://www.portalcostabranca.com/2018/08/pesquisa-consult-fatima-segue-em-1.html;NA;RIO GRANDE DO NORTE;0;g;1;NA;NA;FATIMA BEZERRA;29.82;CARLOS EDUARDO;15.88;ROBINSON FARIA;9.71;PROF CARLOS ALBERTO;1.24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/21-(leva-geral2_leva6)-maricelia3(inc)-pedro17(comp)-entrega.xlsx.csv;NA;NA;NA;NA;5665;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE
RN-07984/2018;http://www.blogdosilverioalves.com/2018_07_29_archive.html;NA;RIO GRANDE DO NORTE;1;g;1;NA;NA;FATIMA BEZERRA;28.06;CARLOS EDUARDO;16.53;ROBINSON FARIA;9.59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;NA;54.18;2018;FALSE;NA;FALSE;NA;RN-07984/2018;NA;NA;NA;FALSE;NA;NA;FALSE;NA;NA;NA;FALSE;NA;NA;FALSE;FALSE
RN-07984/2018;http://www.caraubasnews.com/2018_07_29_archive.html;NA;RIO GRANDE DO NORTE;0;g;1;NA;NA;FATIMA BEZERRA;28.06;CARLOS EDUARDO;16.53;ROBINSON FARIA;9.59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/21-(leva-geral2_leva6)-maricelia3(inc)-pedro17(comp)-entrega.xlsx.csv;NA;NA;NA;NA;5418;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE
