"new_tse_id","CNPJ","url","tse_id","util","position","estimulada","cand1","resul1","cand2","resul2","cand3","resul3","cand4","resul4","cand5","resul5","cand6","resul6","cand7","resul7","cand8","resul8","cand9","resul9","cand10","resul10","cand11","resul11","cand12","resul12","cand13","resul13","person","suspensa","vv","cand14","resul14","cand15","resul15","cand16","resul16","cand17","resul17","cand18","resul18","cand19","resul19","cand20","resul20","cand21","resul21","cand22","resul22","cand23","resul23","cand24","resul24","cand25","resul25","cand26","resul26","cand27","resul27","cand28","resul28","cand29","resul29","cand30","resul30","SG_UE","cand31","resul31","cand32","resul32","cand33","resul33","cand34","resul34","cand35","resul35","cand36","resul36","cand37","resul37","cand38","resul38","cand39","resul40","cand41","resul41","cand42","resul42","cand43","resul43","instituto","scenario","total","NM_UE","for_patch_1","for_patch_4","year","for_patch_2","for_patch_3","OBS","ID","for_patch_5","for_patch_6","obs"
,"24314181000199","https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/pesquisa-valle-eleitor-consolida-lideranca-de-marquinhos/68952/","MS-06651/2016","TRUE","p","1","MARQUINHOS TRAD","46.47","ROSE MODESTO","25.64","ALCIDES BERNAL","11.05","CORONEL DAVID","1.88","ALEX PT","0.7","MARCELO BLUMA","0.7","SUEL FERRANTI","0.58","ROSANA SANTOS","0.35","ATHAYDE NERI","0.23","PEDROSSIAN FILHO","0.11","AROLDO FIGUERO","0.11","JOSE ARCE","0.11","ADALTO GARCIA","0.11","RAQUEL","NA","NA","ELIZEU AMARILHA","0.11","LAURO DAVID","0.11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2562","88.26","CAMPO GRANDE","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"24314181000199","https://diariomsnews.com.br/noticias/campo-grande/veja-os-novos-numeros-para-vereadores-da-capital-segundo-o-instituto-valle-6421","MS-06651/2016","TRUE","v","0","CORINGA","2.82","CARLAO","2.11","CHIQUINHO TELLES","2","DR CURRY","1.76","SILVIO PITU","1.64","DR JAMAL","1.64","VANDERLEI CABELUDO","1.64","LIZ DERZI MATOS","1.41","AYRTON ARAUJO","1.29","MAJOR AJALA","1.17","ALEXANDRE REZENDE","1.05","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2561","18.53","CAMPO GRANDE","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"1217178000151","http://www.antoniofilhomirante.com.br/2016/08/pesquisa-aponta-vitoria-de-rodrigo.html","MA-00781/2016","TRUE","p","1","RODRIGO OLIVEIRA","60.16","GLAUBER","24.29","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1775","84.45","OLHO D'AGUA DAS CUNHAS","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"1217178000151","https://www.blogdojorgearagao.com.br/2016/09/20/francisco-nagib-devera-ser-eleito-o-novo-prefeito-de-codo/","MA-01306/2016","TRUE","p","1","FRANCISCO NAGIB","41.38","BINE FIGUEIREDO","28.07","PEDRO BELO","8.52","CHIQUINHO SAAE","3.95","PROF RAFAEL","1.04","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1788","82.96","CODÓ","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"10320257000184","http://portalsinalverde.com/noticia/16538-amostragem-aponta-reeleicao-de-leo-coutinho-para-a-prefeitura-de-caxias","MA-01953/2016","TRUE","p","0","LEO COUTINHO","41.25","FABIO GENTIL","29","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1811","70.25","CAXIAS","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"10320257000184","http://portalsinalverde.com/noticia/16538-amostragem-aponta-reeleicao-de-leo-coutinho-para-a-prefeitura-de-caxias","MA-01953/2016","TRUE","p","1","LEO COUTINHO","48.25","FABIO GENTIL","38.25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1812","86.5","CAXIAS","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"6183431000117","http://www.noticiadafoto.com.br/2016/09/pesquisa-aponta-vitoria-de-beto-regis.html","MA-03934/2016","TRUE","p","0","BETO REGIS","55.5","AMARO","35.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1864","90.8","SAO JOAO DO PARAISO","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"6183431000117","http://www.noticiadafoto.com.br/2016/09/pesquisa-aponta-vitoria-de-beto-regis.html","MA-03934/2016","TRUE","p","1","BETO REGIS","55.3","AMARO","36","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1866","91.3","SAO JOAO DO PARAISO","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"14205224000144","http://ribeiraodasneves.net/component/content/article?id=6178:antonio-carlos-tem-26-das-intencoes-de-voto-e-junynho-martins-22-diz-instituto-nexus","MG-00257/2016","TRUE","p","1","ANTONIO CARLOS","26","JUNYNHO MARTINS","22","IRANI BARBOSA","17","DANIELA CORREA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2160","72","RIBEIRAO DAS NEVES","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"8581382000104","http://www.gazetadearacuai.com.br/noticia/5399/leandro_santana_lidera_disputa_com_58_3__dos_votos_em_ponto_dos_volantes/gazetadearacuai.com.br","MG-00270/2016","TRUE","p","0","LEANDRO SANTANA","58.3","TADEU REGO","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2161","82.3","PONTO DOS VOLANTES","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"6154093000195","http://psdb-mg.org.br/eleicoes2016/noticias/alex-de-freitas-dispara-nas-pesquisas-e-e-o-unico-candidato-que-cresce-em-contagem/","MG-06555/2016","TRUE","p","1","ADEMIR LUCAS","19","CARLIN MOURA","15","ALEX FREITAS","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2303","51","CONTAGEM","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"3973340000197","http://www.gcnoticias.com.br/politica/pesquisa-real-dados-coloca-rosana-com-395-e-dorner-com-288/32066784","MT-01638/2016","TRUE","p","1","ROSANA MARTINELLI","39.5","ROBERTO DORNER","28.8","DALTO MARTINI","12.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","89850","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2818","81","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"3973340000197","https://matogrossomais.com.br/2016/09/15/distancia-de-rosana-martinelli-para-roberto-dorner-cai-para-10-e-eleicao-em-sinop-fica-indefenida/","MT-01638/2016","TRUE","p","0","ROSANA MARTINELLI","36.5","ROBERTO DORNER","25.9","DALTO MARTINI","10.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","89850","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2817","72.9","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"3973340000197","https://www.sonoticias.com.br/politica/giacomelli-lidera-pesquisa-real-dados-para-prefeito-de-vera-com-432-boeing-tem-268/","MT-08534/2016","TRUE","p","0","MOACIR GIACOMELLI","43.2","BENICIO BOEING","26.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","98973","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2996","70","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"3973340000197","https://www.sonoticias.com.br/politica/giacomelli-lidera-pesquisa-real-dados-para-prefeito-de-vera-com-432-boeing-tem-268/","MT-08534/2016","TRUE","p","1","MOACIR GIACOMELLI","47","BENICIO BOEING","31.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","98973","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2997","78.1","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"5833992000151","https://eliaslacerda.com/politica/prefeito-de-sao-luis-lidera-nova-pesquisa-com-14-na-frente-de-eliziane-gama/","MA-02635/2016","TRUE","p","1","EDIVALDO HOLANDA JUNIOR","35.5","ELIZIANE GAMA","20.9","WELLINGTON CURSO","15.2","ROSE SALES","4.7","FABIO CAMARA","4.1","EDUARDO BRAIDE","2.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RODRIGO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9210","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1825","83","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"5833992000151","https://eliaslacerda.com/politica/prefeito-de-sao-luis-lidera-nova-pesquisa-com-14-na-frente-de-eliziane-gama/","MA-02635/2016","TRUE","p","0","EDIVALDO HOLANDA JUNIOR","21.7","ELIZIANE GAMA","7","WELLINGTON CURSO","6.1","ROSE SALES","3.3","FABIO CAMARA","1.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RODRIGO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9210","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1824","39.8","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"10892795000143","https://www.blogdojorgearagao.com.br/2016/09/","MA-02635/2016","TRUE","p","NA","VIANEY BRINGEL","69.5","RIBAMAR ALVES","14.3","VALTER COSTA","8","LINDEBERG BRAGA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RODRIGO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9210","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1826","92.8","SANTA INES","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"6271706000174","http://www.digorestenoticias.com.br/pesquisa-access-mostra-que-apenas-seis-pontos-separam-wilson-santos-e-emanuel-pinheiro/","MT-07887/2016","TRUE","p","1","EMANUEL PINHEIRO","42.87","WILSON SANTOS","36.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RODRIGO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","90670","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2975","79.67","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"6271706000174","http://www.digorestenoticias.com.br/pesquisa-access-mostra-que-apenas-seis-pontos-separam-wilson-santos-e-emanuel-pinheiro/","MT-07887/2016","TRUE","p","0","EMANUEL PINHEIRO","42.87","WILSON SANTOS","36.74","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RODRIGO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","90670","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2974","79.61","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"5260271000108","https://www.andredafm.com.br/gustavo-melo-cresce-e-segue-lider-para-prefeitura-de-alto-araguaia/","MT-07887/2016","TRUE","p","1","GUSTAVO MELLO","47.02","EVANILSON FAGUNDES","28.15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RODRIGO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","90670","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2975","75.17","ALTO ARAGUAIA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
"MS-05306/2018","26968293000199","http://www.folhamorena.com/eleicoes-2018/vereadores-que-moram-nas-moreninhas-vao-buscar-vaga-na-assembleia/","BR-02443/2018","TRUE","de","1","MARCIO FERNANDO","2.33","CABO ALMI","1.66","LIDIO LOPES","1.58","CHIQUINHO TELLES","1.41","LEOMALOS","1.33","LUCAS DE LIMA","1.33","GERSON CLARO","1.25","NENO RAZAK","1.16","JAMILSON NAME","1.16","GRAZIELLE MACHADO","1.16","NA","NA","NA","NA","NA","NA","MARI","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","771","14.37","MATO GROSSO DO SUL","NA","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"9636807000190","https://www.oitomeia.com.br/noticias/politica/2018/08/30/dataaz-w-dias-mantem-lideranca-nas-intencoes-de-voto-em-piracuruca-confira-cenarios/","PI-08793/2018","TRUE","g","0","WELLINGTON DIAS","17.71","DR. PESSOA","1.14","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","800","18.85","PIAUI","NA","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"9636807000190","https://www.oitomeia.com.br/noticias/politica/2018/08/30/dataaz-w-dias-mantem-lideranca-nas-intencoes-de-voto-em-piracuruca-confira-cenarios/","PI-08793/2018","TRUE","g","1","WELLINGTON DIAS","50.29","DR. PESSOA","8.86","LUCIANO NUNES","3.71","ELMANO FERRER","3.43","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","801","66.29","PIAUI","NA","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"9636807000190","https://www.portalaz.com.br/publicacao/1922/","PI-08793/2018","TRUE","s","1","ROBERT RIOS","13.57","WILSON MARTINS","10.86","FRANK AGUIAR","9.43","CIRO NOGUEIRA","4.71","MARCELO CASTRO","2.29","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","803","40.86","PIAUI","NA","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"2678167000131","http://www.avozdeanapolis.com.br/serpes-lula-lidera-corrida-presidencial-em-goias/","BR-07829/2018","TRUE","pr","0","LULA","14.5","JAIR BOLSONARO","12.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1556","27.2","BRASIL","NA","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"3688568000135","https://www.bahianoticias.com.br/municipios/noticia/6958-tecnodados-gameleira-venceria-com-quase-50-das-intencoes-de-voto-em-jequie.html","BA-07469/2016","TRUE","p","1","SERGIO GAMELEIRA","49.5","DR FERNANDO","21.67","TADEU CAFEZEIRO","9.5","EDUARDO BARBOSA","3.33","MARCOS FERREIRA","2.33","PAULO VASCONCELOS","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","297","532.83","JEQUIE","NA","NA","2016","NA","NA","NA","NA","FALSE","TRUE","NA"
,"6183431000117","https://blogdoandrearaujo.com.br/2016/09/12/conceicao-do-lago-acu-ze-coco-lidera-pesquisa/","MA-03934/2016","TRUE","p","1","ZE COCO","44.99","ALEXANDRE LAVEPEL","27.39","MARCIA DANTAS","20.94","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1905","4547.33","CONCEICAO DE LAGO","NA","NA","2016","NA","NA","NA","NA","FALSE","TRUE","NA"
,"6183431000117","http://www.noticiadafoto.com.br/2016/09/pesquisa-aponta-vitoria-de-beto-regis.html","MA-03934/2016","TRUE","p","0","BETO REGIS","55.5","AMARO","35.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1903","590.3","SAO JOAO DO PARAISO","NA","NA","2016","NA","NA","NA","NA","FALSE","TRUE","NA"
,"6183431000117","http://www.noticiadafoto.com.br/2016/09/pesquisa-aponta-vitoria-de-beto-regis.html","MA-03934/2016","TRUE","p","1","BETO REGIS","55.3","AMARO","36","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1905","589","SAO JOAO DO PARAISO","NA","NA","2016","NA","NA","NA","NA","FALSE","TRUE","NA"
